4da9ba9bf0087d9c0d604ad470ba962158a3f6d4ede97afe16ccad0bca9b8162,006fb82ebff786a761caefbc6b949a3c95cb927c958f52b393b2967551aafbf4,cfdc7f796580dbb3f2d3c4bf96151e9e33145289407cb7db6674c985aaa582a8,d1763208e1e40e4dab153e7fac8a5480fd4b07d6544549f18cbfa6370b87f43d,d988096e28cf18d1da73570b5858241d8459a9bb9ede3e93b6219cb0734b381a,0fb7f83e53824a78ccc9fc8c87db6337666d1c68073ff3da4c7397b366d3aad7,39c556dccfb5e0dd036a5165cdc4b835e26f35705c89565bd3c47bcf53a5272e,33294b66c305e03978e9dbd6f36b4160fede96040d26d7cb74f6ec39152f909c,c971d7cd6923ba013ed5f7d582c30385cdf91438032ce25396aff973aa320e4f,4fc17c1bc632d0a17fda73719828b468eb8dfcbee77013235af6d377c8bc9307,7a7075ea4c04c35efb375fe95494d6ad2f9d92c322c97e8f050d136f2569d356
"0.5","911","","93","","","0","","19110093","",""
"21","911","","3","","1","11_neneka_talk_loop","","19110094","","0.1"
"vo_fpc","911","","21","","","vo_fpc_21112","","19110095","0",""
"21","911","-10","11","0","10","はいはい。","0.5","19110096","1","20"
"0","911","","91","","","","","19110097","",""
"0.5","911","","93","","","0","","19110098","",""
"25","911","0.1","3","1","0","11_kyouka_smile_in","","19110099","11_kyouka_smile_loop","0.1"
"122911","911","","2","","-180","850","","19110100","3.97058823529412",""
"1","911","","2","","-180","850","","19110101","3.97058823529412",""
"122911","911","","33","","-180","850","","19110102","3.97058823529412",""
"0.1","911","","93","","","1","","19110103","",""
"122811","911","","2","","-180","900","","19110104","2.5",""
"2","911","","2","","-180","900","","19110105","2.5",""
"122811","911","","33","","-180","900","","19110106","2.5",""
"0.3","911","","93","","","1","","19110107","",""
"26","911","","2","","-180","850","","19110108","9.58823529411765",""
"26","911","","33","","-180","850","","19110109","9.58823529411765",""
"25","911","","2","","-180","850","","19110110","5.82352941176471",""
"25","911","","33","","-180","850","","19110111","5.82352941176471",""
"21","911","","2","","-180","850","","19110112","7.70588235294118",""
"21","911","","33","","-180","850","","19110113","7.70588235294118",""
"19110108","911","","91","","","","","19110114","",""
"1","912","0","1","-180","22","127111","cmn_float","19120001","-850","1.75"
"1","912","0","1","-125","12","126911","cmn_float","19120002","-850","1.75"
"1","912","0","1","-15","12","122711","cmn_walk_r","19120003","750","1.4875"
"6","912","","31","1","-850","11","","19120004","-180","1"
"6","912","","31","1","-850","21","","19120005","-125","1"
"se_10053800","912","","23","","1","se_fpc_water_random","","19120006","",""
"19120005","912","","91","","","0","","19120007","",""
"127111","912","","2","12","-180","-100","","19120008","4.41176470588235",""
"11","912","","33","12","-180","-100","","19120009","4.41176470588235",""
"4","912","","93","","","0","","19120010","",""
"126911","912","","2","12","-125","-350","","19120011","3.67647058823529",""
"21","912","","33","12","-125","-350","","19120012","3.67647058823529",""
"19120008","912","","91","","","","","19120013","",""
"127111","912","","3","","1","cmn_float","","19120014","","0.1"
"vo_fpc","912","","21","","","vo_fpc_21200","","19120015","0",""
"127111","912","0","11","0","10","あっ…","0.5","19120016","1","0"
"0.6","912","","93","","","0","","19120017","",""
"122711","912","","2","0","-15","100","","19120018","4.97058823529412",""
"1.5","912","","93","","","0","","19120019","",""
"19120016","912","","91","","","","","19120020","",""
"19120011","912","","91","","","","","19120021","",""
"126911","912","","3","","1","cmn_float","","19120022","","0.1"
"vo_fpc","912","","21","","","vo_fpc_21201","","19120023","0",""
"126911","912","0","11","0","10","あっ…","0.5","19120024","1","0"
"0","912","","91","","","","","19120025","",""
"0.5","912","","93","","","0","","19120026","",""
"19120018","912","","91","","","","","19120027","",""
"122711","912","0.1","3","1","0","12_kyouka_notice","","19120028","12_kyouka_notice_loop","0.1"
"vo_fpc","912","","21","","","vo_fpc_21202","","19120029","0",""
"122711","912","0","11","0","10","えっ？\nな、なんですか？","0.5","19120030","1","0"
"0","912","","91","","","","","19120031","",""
"0.5","912","","93","","","0","","19120032","",""
"127111","912","","3","","1","cmn_float","","19120033","","0.1"
"vo_fpc","912","","21","","","vo_fpc_21203","","19120034","0",""
"127111","912","0","11","0","10","いえ、あそこ…","0.5","19120035","1","0"
"0","912","","91","","","","","19120036","",""
"0.5","912","","93","","","0","","19120037","",""
"126911","912","","3","","1","cmn_float","","19120038","","0.1"
"vo_fpc","912","","21","","","vo_fpc_21204","","19120039","0",""
"126911","912","0","11","0","10","うん…","0.5","19120040","1","0"
"0","912","","91","","","","","19120041","",""
"0.5","912","","93","","","0","","19120042","",""
"122711","912","0.1","3","1","0","12_kyouka_turn_in","","19120043","12_kyouka_turn_loop","0.1"
"vo_fpc","912","","21","","","vo_fpc_21205","","19120044","0",""
"122711","912","0","11","0","10","なに？\nなにもないみたいだけど…","0.5","19120045","1","0"
"0","912","","91","","","","","19120046","",""
"0.5","912","","93","","","0","","19120047","",""
"127111","912","","3","","1","12_cmn_float_smile","","19120048","","0.1"
"vo_fpc","912","","21","","","vo_fpc_21206","","19120049","0",""
"127111","912","0","11","0","10","ふふっ。","0.5","19120050","1","0"
"0","912","","91","","","","","19120051","",""
"0.5","912","","93","","","0","","19120052","",""
"126911","912","","3","","1","12_cmn_float_smile","","19120053","","0.1"
"vo_fpc","912","","21","","","vo_fpc_21207","","19120054","0",""
"126911","912","0","11","0","10","ふふふふっ…","0.5","19120055","1","0"
"0","912","","91","","","","","19120056","",""
"0.5","912","","93","","","0","","19120057","",""
"127111","912","","2","","-180","850","","19120058","4.29864253393665",""
"11","912","","33","","-180","850","","19120059","4.29864253393665",""
"126911","912","","2","","-125","850","","19120060","5.42986425339367",""
"21","912","","33","","-125","850","","19120061","5.42986425339367",""
"1","912","","93","","","0","","19120062","",""
"122711","912","0.1","3","1","0","12_kyouka_scare_in","","19120063","12_kyouka_scare_loop","0.1"
"vo_fpc","912","","21","","","vo_fpc_21208","","19120064","0",""
"122711","912","0","11","0","10","ひぅっ！\nな、なんなんですかあ…","0.5","19120065","1","0"
"0","912","","91","","","","","19120066","",""
"0.5","912","","93","","","0","","19120067","",""
"122711","912","0.1","3","1","0","12_kyouka_run_in","","19120068","12_kyouka_run_loop","0.1"
"122711","912","","2","","-15","-850","","19120069","3.58220211161388",""
"19120069","912","","91","","","","","19120070","",""
"1","913","0","1","-180","22","127011","13_kuka_bound","19130001","-800","1.75"
"104","913","","31","1","-600","1041","","19130002","-170","0"
"104","913","","31","1","-240","1042","","19130003","-170","0"
"104","913","","31","1","170","1043","","19130004","-170","0"
"104","913","","31","1","560","1044","","19130005","-170","0"
"1003","913","","31","1","-575","1003","","19130006","-85","0"
"se_10053800","913","","23","","1","se_fpc_water_random","","19130007","",""
"19130006","913","","91","","","0","","19130008","",""
"1003","913","","32","","","1","","19130009","0",""
"2","913","","93","","","0","","19130010","",""
"127011","913","","3","","1","13_kuka_bound","","19130011","","0.1"
"127011","913","","2","","-180","800","","19130012","2.35294117647059",""
"0.236666666666667","913","","93","","","0","","19130013","",""
"se_10053800","913","","23","","0","se_10053800_913_kuka","","19130014","",""
"vo_fpc","913","","21","","","vo_fpc_21300","","19130015","0",""
"1041","913","","32","","","1","","19130016","0",""
"0.536666666666667","913","","93","","","0","","19130017","",""
"1042","913","","32","","","1","","19130018","0",""
"0.536666666666667","913","","93","","","0","","19130019","",""
"vo_fpc","913","","21","","","vo_fpc_21301","","19130020","0",""
"1043","913","","32","","","1","","19130021","0",""
"0.536666666666667","913","","93","","","0","","19130022","",""
"1044","913","","32","","","1","","19130023","0",""
"2","913","","93","","","0","","19130024","",""
"19130012","913","","91","","","","","19130025","",""
"1","914","0","1","-185","24","110611","14_maho_idle_loop","19140001","-1000","1.75"
"2","914","0","5","-185","22","2","cmn_boat_idle","19140002","-1000","1.75"
"3","914","0","5","-185","23","3","14_maho_idle_loop","19140003","-1000","1.75"
"1","914","0","1","-175","25","110511","cmn_float","19140004","-1220","1.75"
"1","914","0","1","-125","12","110411","14_makoto_float","19140005","-1520","1.75"
"116","914","","31","1","-1000","110611","","19140006","-185","1"
"8","914","","31","1","-1220","41","","19140007","-175","1"
"120","914","","31","1","-50","120","","19140008","-175","0"
"4","914","","31","1","-1520","42","","19140009","-125","1"
"117","914","","31","1","-350","117","","19140010","-125","0"
"se_10053800","914","","23","","1","se_fpc_water_random","","19140011","",""
"19140010","914","","91","","","0","","19140012","",""
"110611","914","","2","12","-185","170","","19140013","8.60294117647059",""
"2","914","","2","12","-185","170","","19140014","8.60294117647059",""
"3","914","","2","12","-185","170","","19140015","8.60294117647059",""
"110611","914","","33","12","-185","170","","19140016","8.60294117647059",""
"110511","914","","2","12","-175","-50","","19140017","8.60294117647059",""
"41","914","","33","12","-175","-50","","19140018","8.60294117647059",""
"110411","914","","2","12","-125","-350","","19140019","8.60294117647059",""
"42","914","","33","12","-125","-350","","19140020","8.60294117647059",""
"19140013","914","","91","","","","","19140021","",""
"110611","914","0.1","3","1","0","14_maho_point_in","","19140022","14_maho_point_loop","0.3"
"2","914","","3","","1","cmn_boat_idle","","19140023","","0.3"
"3","914","","3","","1","14_maho_idle_loop","","19140024","","0.3"
"vo_fpc","914","","21","","","vo_fpc_21400","","19140025","0",""
"110611","914","0","11","0","10","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","0.5","19140026","1","0"
"0","914","","91","","","","","19140027","",""
"0.5","914","","93","","","0","","19140028","",""
"110511","914","0.1","3","1","0","14_kaori_handUp_in","","19140029","14_kaori_handUp_loop","0.1"
"vo_fpc","914","","21","","","vo_fpc_21401","","19140030","0",""
"110511","914","0","11","0","10","まーかせるさー！\nしゅっぱつしんこー！","0.5","19140031","1","0"
"0","914","","91","","","","","19140032","",""
"0.5","914","","93","","","0","","19140033","",""
"110411","914","","3","","1","14_makoto_pazzled","","19140034","","0.1"
"vo_fpc","914","","21","","","vo_fpc_21402","","19140035","0",""
"110411","914","0","11","0","10","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","0.5","19140036","1","0"
"0","914","","91","","","","","19140037","",""
"0.5","914","","93","","","0","","19140038","",""
"110611","914","0.1","3","1","0","14_maho_smile_in","","19140039","14_maho_smile_loop","0.3"
"2","914","","3","","1","cmn_boat_idle","","19140040","","0.3"
"3","914","","3","","1","14_maho_idle_loop","","19140041","","0.3"
"vo_fpc","914","","21","","","vo_fpc_21403","","19140042","0",""
"110611","914","0","11","0","10","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","0.5","19140043","1","0"
"0","914","","91","","","","","19140044","",""
"0.5","914","","93","","","0","","19140045","",""
"vo_fpc","914","","21","","","vo_fpc_21404","","19140046","0",""
"110511","914","0","11","0","10","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","0.5","19140047","1","0"
"0","914","","91","","","","","19140048","",""
"0.5","914","","93","","","0","","19140049","",""
"110511","914","0.1","3","1","0","14_kaori_flutterKick_in","","19140050","14_kaori_flutterKick_loop","0.1"
"0.3","914","","93","","","0","","19140051","",""
"110611","914","","2","","-185","1270","","19140052","6.47058823529412",""
"2","914","","2","","-185","1270","","19140053","6.47058823529412",""
"3","914","","2","","-185","1270","","19140054","6.47058823529412",""
"110611","914","","33","","-185","1270","","19140055","6.47058823529412",""
"41","914","","32","","","0","","19140056","",""
"120","914","","32","","","1","","19140057","",""
"110511","914","","2","","-175","1050","","19140058","6.47058823529412",""
"120","914","","33","","-175","1050","","19140059","6.47058823529412",""
"1","914","","93","","","0","","19140060","",""
"vo_fpc","914","","21","","","vo_fpc_21405","","19140061","0",""
"110411","914","0","11","0","10","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","0.5","19140062","1","0"
"0","914","","91","","","","","19140063","",""
"0.5","914","","93","","","0","","19140064","",""
"110411","914","0.1","3","1","0","14_makoto_dogscratch_in","","19140065","cmn_swm_dogscratch","0.1"
"0.3","914","","93","","","0","","19140066","",""
"42","914","","32","","","0","","19140067","",""
"117","914","","32","","","1","","19140068","",""
"110411","914","","2","","-125","1050","","19140069","3.72637742879957",""
"117","914","","33","","-125","1050","","19140070","3.72637742879957",""
"19140069","914","","91","","","","","19140071","s",""
"1","915","0","1","-180","23","110311","15_saren_idle","19150001","-950","1.75"
"2","915","0","5","-180","22","2","cmn_boat_idle","19150002","-950","1.75"
"1","915","0","1","-15","12","107711","15_suzume_walk_loop","19150003","-750","1.75"
"101","915","","31","1","-950","110311","","19150004","-180","1"
"109","915","","31","1","210","109","","19150005","30","0"
"4","915","","31","1","330","4","","19150006","-125","0"
"se_10053800","915","","23","","1","se_fpc_water_random","","19150007","",""
"107711","915","","13","","","49","","19150008","",""
"0","915","","91","","","0","","19150009","",""
"107711","915","","2","","-15","0","","19150010","5.51470588235294",""
"19150010","915","","91","","","","","19150011","",""
"107711","915","0.1","3","1","0","15_suzume_talk_in","","19150012","15_suzume_talk_loop","0.1"
"vo_fpc","915","","21","","","vo_fpc_21500","","19150013","0",""
"107711","915","0","11","0","10","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","0.5","19150014","1","0"
"3.2","915","","93","","","1","","19150015","",""
"1.5","915","","93","","","0","","19150016","",""
"19150014","915","","91","","","","","19150017","",""
"107711","915","0.1","3","1","0","15_suzume_walk_in","","19150018","15_suzume_walk_loop","0.1"
"110311","915","","2","","-180","-100","","19150019","11.9779411764706",""
"2","915","","2","","-180","-100","","19150020","11.9779411764706",""
"110311","915","","33","","-180","-100","","19150021","11.9779411764706",""
"107711","915","","2","","-15","460","","19150022","4.22794117647059",""
"19150022","915","","91","","","","","19150023","",""
"107711","915","0.1","3","1","0","15_suzume_turn_in","","19150024","15_suzume_turn_loop","0.1"
"0.6","915","","93","","","0","","19150025","",""
"vo_fpc","915","","21","","","vo_fpc_21501","","19150026","0",""
"107711","915","0","11","0","20","あれは…お嬢様～！\n今参ります！","0.5","19150027","1","-15"
"1.7","915","","93","","","0","","19150028","",""
"110311","915","0.1","3","1","0","15_saren_notice_in","","19150029","15_saren_notice_loop","0.3"
"2","915","","3","","1","cmn_boat_idle","","19150030","","0.3"
"0.35","915","","93","","","0","","19150031","",""
"1.5","915","","93","","","0","","19150032","",""
"107711","915","","2","","-15","330","","19150033","0.5",""
"107711","915","0.1","3","","1","15_suzume_run","","19150034","","0.2"
"vo_fpc","915","","21","","","vo_fpc_21502","","19150035","0",""
"110311","915","0","11","0","100","スズメ？\nって、走ると危なっ…","-0.5","19150036","1","0"
"0.5","915","","93","","","0","","19150037","",""
"107711","915","","3","","0","15_suzume_fallDown","","19150038","","0.1"
"1.3","915","","93","","","0","","19150039","",""
"vo_fpc","915","","21","","","vo_fpc_21503","","19150040","0",""
"107711","915","0","11","0","150","きゃあああ～！","-1.5","19150041","1","0"
"110311","915","0.1","3","1","0","15_saren_rise_in","","19150042","15_saren_rise_loop","0.1"
"2","915","","3","","1","cmn_boat_idle","","19150043","","0.1"
"0.5","915","","93","","","0","","19150044","",""
"107711","915","","6","0","1","1","","19150045","1","0.1"
"109","915","","32","","","1","","19150046","",""
"1","915","","93","","","0","","19150047","",""
"107711","915","","2","","-125","330","","19150048","0",""
"107711","915","","6","1","1","1","","19150049","1","0.4"
"107711","915","0.1","3","1","0","15_suzume_drown_in","","19150050","15_suzume_drown_loop","0.1"
"107711","915","","2","","-125","800","","19150051","2.76470588235294",""
"4","915","","33","","-125","800","","19150052","2.76470588235294",""
"19150019","915","","91","","","","","19150053","",""
"110311","915","","2","","-180","900","","19150054","7.35294117647059",""
"2","915","","2","","-180","900","","19150055","7.35294117647059",""
"110311","915","","33","","-180","900","","19150056","7.35294117647059",""
"vo_fpc","915","","21","","","vo_fpc_21504","","19150057","0",""
"110311","915","0","11","0","10","ス、スズメ？\nスズメ～っ！？","0.5","19150058","1","0"
"0","915","","91","","","","","19150059","",""
"1.5","915","","93","","","0","","19150060","",""
"19150054","915","","91","","","","","19150061","s",""
"1","916","0","1","-15","12","113111","cmn_walk","19160001","-750","1.4875"
"1","916","0","1","-15","12","113311","16_nanaka_run","19160002","750","1.4875"
"1","916","0","1","-180","22","117411","cmn_swm_diving","19160003","-850","1.75"
"1","916","0","1","-180","22","117011","cmn_swm_diving","19160004","-2500","1.75"
"7","916","0","5","-180","22","7","none","19160005","50","1.75"
"1","916","0","5","-180","22","11","cmn_floatRing_pink","19160006","-1375","1.75"
"1","916","0","5","-125","12","12","cmn_float_item_01_Ball","19160007","-2500","1.75"
"4","916","","31","1","-1375","11","","19160008","-180","1"
"4","916","","31","1","-2500","12","","19160009","-125","1"
"9","916","","31","1","-850","91","","19160010","-180","1"
"9","916","","31","1","-2500","92","","19160011","-180","1"
"1015","916","","31","1","-183","1015","","19160012","155","0"
"1013","916","","31","1","50","1013","","19160013","-180","0"
"se_10053800","916","","23","","1","se_fpc_water_random","","19160014","",""
"19160013","916","","91","","","0","","19160015","",""
"117411","916","","2","","-180","2500","","19160016","19.7058823529412",""
"91","916","","33","","-180","2500","","19160017","19.7058823529412",""
"11","916","","2","","-180","1975","","19160018","24.6323529411765",""
"11","916","","33","","-180","1975","","19160019","24.6323529411765",""
"117011","916","","2","","-180","850","","19160020","19.7058823529412",""
"92","916","","33","","-180","850","","19160021","19.7058823529412",""
"12","916","","2","","-125","850","","19160022","24.6323529411765",""
"12","916","","33","","-125","850","","19160023","24.6323529411765",""
"3","916","","93","","","0","","19160024","",""
"113111","916","","2","","-15","-150","","19160025","4.41176470588235",""
"19160025","916","","91","","","","","19160026","",""
"113111","916","","3","","1","16_ruka_think","","19160027","","0.3"
"1015","916","","32","","","1","","19160028","",""
"vo_fpc","916","","21","","","vo_fpc_21600","","19160029","0",""
"0.6","916","","93","","","0","","19160030","",""
"1.5","916","","93","","","0","","19160031","",""
"113311","916","","2","","-15","150","","19160032","2.71493212669683",""
"19160032","916","","91","","","","","19160033","",""
"113311","916","","3","","1","16_nanaka_idle_loop","","19160034","","0.2"
"vo_fpc","916","","21","","","vo_fpc_21601","","19160035","0",""
"113311","916","0","11","0","10","ル～カ～姉♪\n何見てんのかにゃ～？","0.5","19160036","1","0"
"0","916","","91","","","","","19160037","",""
"0.5","916","","93","","","0","","19160038","",""
"113111","916","0.1","3","1","0","16_ruka_notice_in","","19160039","16_ruka_notice_loop","0.1"
"vo_fpc","916","","21","","","vo_fpc_21602","","19160040","0",""
"113111","916","0","11","0","10","ん？　いや、特に何か\n考えてたわけじゃないが…","0.5","19160041","1","0"
"0","916","","91","","","","","19160042","",""
"0.5","916","","93","","","0","","19160043","",""
"113311","916","0.1","3","1","0","16_nanaka_point_in","","19160044","16_nanaka_point_loop","0.1"
"vo_fpc","916","","21","","","vo_fpc_21603","","19160045","0",""
"113311","916","0","11","0","10","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","0.5","19160046","1","0"
"0","916","","91","","","","","19160047","",""
"0.5","916","","93","","","0","","19160048","",""
"vo_fpc","916","","21","","","vo_fpc_21604","","19160049","0",""
"113311","916","0","11","0","10","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","0.5","19160050","1","0"
"0","916","","91","","","","","19160051","",""
"0.5","916","","93","","","0","","19160052","",""
"113111","916","0.1","3","1","0","16_ruka_talk_in","","19160053","16_ruka_talk_loop","0.1"
"vo_fpc","916","","21","","","vo_fpc_21605","","19160054","0",""
"113111","916","0","11","0","10","そんなことはっ…\nちょっとだけ、考えちまったね…","0.5","19160055","1","0"
"0","916","","91","","","","","19160056","",""
"0.5","916","","93","","","0","","19160057","",""
"113311","916","0.1","3","1","0","16_nanaka_idle_in","","19160058","16_nanaka_idle_loop","0.1"
"vo_fpc","916","","21","","","vo_fpc_21606","","19160059","0",""
"113311","916","0","11","0","10","なっはっは、やっぱりね～♪","0.5","19160060","1","0"
"0","916","","91","","","","","19160061","",""
"0.5","916","","93","","","0","","19160062","",""
"113311","916","0.1","3","1","0","16_nanaka_turn","","19160063","cmn_run_def_N","0.1"
"113311","916","","2","","-15","750","","19160064","2.71493212669683",""
"113111","916","","3","","1","cmn_walk","","19160065","","0.1"
"113111","916","","2","","-15","750","","19160066","5.29411764705882",""
"1.5","916","","93","","","0","","19160067","",""
"7","916","0.1","3","","0","fish","","19160068","none",""
"1013","916","","32","","","1","","19160069","",""
"3.2","916","","93","","","0","","19160070","",""
"19160018","916","","91","","","","","19160071","s",""
"19160064","916","","91","","","","","19160072","s",""
"19160066","916","","91","","","","","19160073","s",""
"1","917","0","1","-180","23","126711","17_akino_worry","19170001","-950","1.75"
"3","917","0","5","-180","24","3","empty","19170002","-950","1.75"
"2","917","0","5","-180","22","2","cmn_boat_idle","19170003","-950","1.75"
"1","917","0","1","-15","12","110311","cmn_walk_r","19170004","750","1.4875"
"101","917","","31","1","-950","126711","","19170005","-180","1"
"se_10053800","917","","23","","1","se_fpc_water_random","","19170006","",""
"19170005","917","","91","","","0","","19170007","",""
"126711","917","","2","12","-180","0","","19170008","6.98529411764706",""
"3","917","","2","12","-180","0","","19170009","6.98529411764706",""
"2","917","","2","12","-180","0","","19170010","6.98529411764706",""
"126711","917","","33","12","-180","0","","19170011","6.98529411764706",""
"19170008","917","","91","","","","","19170012","",""
"vo_fpc","917","","21","","","vo_fpc_21700","","19170013","0",""
"126711","917","0","11","0","10","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","0.5","19170014","1","0"
"0","917","","91","","","","","19170015","",""
"0.5","917","","93","","","0","","19170016","",""
"110311","917","","2","","-15","300","","19170017","4.72689075630252",""
"126711","917","0.1","3","1","0","17_akino_laugh_in","","19170018","17_akino_laugh_loop","0.3"
"3","917","0.1","3","1","0","17_akino_laugh_in","","19170019","17_akino_laugh_loop","0.3"
"2","917","","3","","1","cmn_boat_idle","","19170020","","0.3"
"vo_fpc","917","","21","","","vo_fpc_21701","","19170021","0",""
"126711","917","0","11","0","20","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","0.5","19170022","1","0"
"19170017","917","","91","","","","","19170023","",""
"110311","917","0.1","3","1","0","17_saren_talk_in","","19170024","17_saren_talk_loop","0.2"
"0.673109243697478","917","","93","","","0","","19170025","",""
"0.5","917","","93","","","0","","19170026","",""
"19170022","917","","91","","","","","19170027","",""
"vo_fpc","917","","21","","","vo_fpc_21702","","19170028","0",""
"110311","917","0","11","0","10","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","0.5","19170029","1","0"
"0","917","","91","","","","","19170030","",""
"126711","917","0.1","3","1","0","17_akino_pause_in","","19170031","17_akino_pause_loop","0.1"
"3","917","0.1","3","1","0","17_akino_pause_in","","19170032","17_akino_pause_loop","0.1"
"2","917","","3","","1","cmn_boat_idle","","19170033","","0.1"
"2","917","","93","","","0","","19170034","",""
"126711","917","0.1","3","1","0","17_akino_shock_in","","19170035","17_akino_shock_loop","0.3"
"3","917","","3","","0","empty","","19170036","",""
"2","917","","3","","1","cmn_boat_idle","","19170037","","0.3"
"vo_fpc","917","","21","","","vo_fpc_21703","","19170038","0",""
"126711","917","0","11","0","10","そ、そうなんですの！？\n盲点でしたわーーー！","0.5","19170039","1","0"
"0","917","","91","","","","","19170040","",""
"0.5","917","","93","","","0","","19170041","",""
"126711","917","","2","","-180","900","","19170042","5.29411764705882",""
"2","917","","2","","-180","900","","19170043","5.29411764705882",""
"126711","917","","33","","-180","900","","19170044","5.29411764705882",""
"2.7","917","","93","","","0","","19170045","",""
"110311","917","0.1","3","1","0","17_saren_turn","","19170046","cmn_walk","0.1"
"110311","917","","2","","-15","750","","19170047","2.64705882352941",""
"19170042","917","","91","","","","","19170048","",""
"19170047","917","","91","","","","","19170049","",""
"1","918","0","1","-180","22","113511","18_misato_backWalk","19180001","-850","1.75"
"1","918","0","1","-180","23","110111","18_io_flutterKick","19180002","-1010","1.75"
"14","918","","31","1","-850","41","","19180003","-180","0"
"2","918","","31","1","50","11","","19180004","-180","0"
"14","918","","31","1","-110","42","","19180005","-180","0"
"123","918","","31","1","-1010","12","","19180006","-180","1"
"se_10053800","918","","23","","1","se_fpc_water_random","","19180007","",""
"19180006","918","","91","","","0","","19180008","",""
"113511","918","","2","12","-180","50","","19180009","6.61764705882353",""
"41","918","","33","12","-180","50","","19180010","6.61764705882353",""
"110111","918","","2","12","-180","-110","","19180011","6.61764705882353",""
"12","918","","33","12","-180","-110","","19180012","6.61764705882353",""
"19180009","918","","91","","","","","19180013","",""
"113511","918","","3","","1","18_misato_backWalkIdle","","19180014","","0.2"
"vo_fpc","918","","21","","","vo_fpc_21800","","19180015","0",""
"113511","918","0","11","0","10","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","0.5","19180016","1","0"
"0","918","","91","","","","","19180017","",""
"0.5","918","","93","","","0","","19180018","",""
"vo_fpc","918","","21","","","vo_fpc_21801","","19180019","0",""
"110111","918","0","11","0","10","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","0.5","19180020","1","0"
"0","918","","91","","","","","19180021","",""
"0.5","918","","93","","","0","","19180022","",""
"vo_fpc","918","","21","","","vo_fpc_21802","","19180023","0",""
"113511","918","0","11","0","10","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","0.5","19180024","1","0"
"0","918","","91","","","","","19180025","",""
"0.5","918","","93","","","0","","19180026","",""
"12","918","","32","","","0","","19180027","",""
"42","918","","32","","","1","","19180028","",""
"41","918","","32","","","1","","19180029","",""
"113511","918","0.1","3","1","0","18_misato_idle_in","","19180030","18_misato_idle_loop","0.1"
"110111","918","0.1","3","1","0","18_io_stopSwim_in","","19180031","18_io_stopSwim_loop","0.1"
"vo_fpc","918","","21","","","vo_fpc_21803","","19180032","0",""
"110111","918","0","11","0","10","でも、私も先生だから\n本当は教えてあげないといけないのに…","0.5","19180033","1","0"
"0","918","","91","","","","","19180034","",""
"0.5","918","","93","","","0","","19180035","",""
"113511","918","0.1","3","1","0","18_misato_talk_in","","19180036","18_misato_talk_loop","0.1"
"vo_fpc","918","","21","","","vo_fpc_21804","","19180037","0",""
"113511","918","0","11","0","10","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","0.5","19180038","1","0"
"0","918","","91","","","","","19180039","",""
"0.5","918","","93","","","0","","19180040","",""
"vo_fpc","918","","21","","","vo_fpc_21805","","19180041","0",""
"113511","918","0","11","0","10","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","0.5","19180042","1","0"
"0","918","","91","","","","","19180043","",""
"0.5","918","","93","","","0","","19180044","",""
"110111","918","0.1","3","1","0","18_io_guts_in","","19180045","18_io_guts_loop","0.1"
"vo_fpc","918","","21","","","vo_fpc_21806","","19180046","0",""
"110111","918","0","11","0","10","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","0.5","19180047","1","0"
"0","918","","91","","","","","19180048","",""
"0.5","918","","93","","","0","","19180049","",""
"110111","918","0.1","3","1","0","18_io_flutterKick2_in","","19180050","18_io_flutterKick2_loop","0.1"
"110111","918","","2","","-180","300","","19180051","1.8552036199095",""
"42","918","","33","","-180","300","","19180052","1.8552036199095",""
"12","918","","33","","-180","300","","19180053","1.8552036199095",""
"42","918","","32","","","0","","19180054","",""
"12","918","","32","","","1","","19180055","",""
"1","918","","93","","","0","","19180056","",""
"113511","918","0.1","3","1","0","18_misato_talk2_in","","19180057","18_misato_talk2_loop","0.1"
"19180051","918","","91","","","","","19180058","",""
"110111","918","","2","","-180","850","","19180059","3.23529411764706",""
"42","918","","33","","-180","850","","19180060","3.23529411764706",""
"12","918","","33","","-180","850","","19180061","3.23529411764706",""
