958a84bba8c55793e359acacc7e19756af38645bb30bc626f00f04ef19829db4,5f8378bd128681717aefa2d96fb8b5a30db9a418202331aa683789faf3633d08,baf946eb83558c94a78c9d090152017a104eaa9b1bc2643e5a5ba20cfafc00bf,ca65dffe109bfefa8299f88457becd0959eb2280b2d57d8407b765fce89c4127,edc4684ff4676cbe0ba52cf5645edeb2800bc75754a4d1635c2412a7698a3bca,bedef33da59d4473612c224116541f1efe0db8dbeb9b2869ada8307b8057137c,0e88ec5b5f29b7376e22d50a9f57dd39bbd0aacafe21339f839476e56f98a89b,222a2e3964ab9cf2d4943205f4e41111136b42437ae5d5c09a85c3f6e4a2b98d,55c6a21fef3b3f21e30f3d1bc3148b17a810658dc59447ac979c7f69c9d7ded3,d6996924d08d62e1e63d3a2b68511cd8107fa93391678f11acce0543607185c8,cd8a69b15a181cae52e47099dec64144acf1a5f3d66cfd55d6307988bdb700ce
"1.05","3217","1.05","","1.05","0","1.05","0.3","","123","132170036"
"75","3217","","","75","","0.5","","","122","132170037"
"301702","3217","","","1","","","","","32","132170038"
"0.4","3217","","","0","","","","","93","132170039"
"2","3217","","","0","","","","","32","132170040"
"310000","3217","","","0","","","","","32","132170041"
"321700","3217","","","1","","","","","32","132170042"
"0.4","3217","","","0","","","","","93","132170043"
"0.95","3217","0.95","","0.95","2","0.95","2","","123","132170044"
"0.2","3217","","","0","","","","","93","132170045"
"1000001","3217","","","glad","0.2","0","","","3","132170046"
"120","3217","","","1","","","","","32","132170047"
"0.4","3217","","","0","","","","","93","132170048"
"998","3217","","","1","","","","","32","132170049"
"0.6","3217","","","0","","","","","93","132170050"
"1000001","3217","joy_round3_loop","","joy_round3_in","0.2","0","1","","3","132170051"
"5","3217","","","0","","","","","93","132170052"
"1","3217","","","","","","","","113","132170053"
"330000","3300","0","","330000","0","345.4","1","","31","133000001"
"8","3300","0","","8","1","345.4","1","","31","133000002"
"8","3300","","","0","","","","","35","133000003"
"0","3300","","","","","","","","91","133000004"
"1.05","3300","1.05","","1.05","0","1.05","7.4","","123","133000005"
"1000001","3300","","","wait","0.2","0","","","3","133000006"
"2","3300","","","1","","","","","35","133000007"
"4.9","3300","","","0","","","","","93","133000008"
"0.95","3300","0.95","","0.95","0","0.95","0.4","","123","133000009"
"330000","3300","","","1","","","","","32","133000010"
"0.1","3300","","","0","","","","","93","133000011"
"2","3300","","","0","","","","","32","133000012"
"0.1","3300","","","0","","","","","93","133000013"
"997","3300","","","1","","","","","32","133000014"
"1000001","3300","","","joy_from_wait","0.2","0","","","3","133000015"
"1.63","3300","","","0","","","","","93","133000016"
"0.3","3300","","","0","","","","","93","133000017"
"3","3300","","","","","","","","113","133000018"
