8b9350d5163af226cab4baa0d4a30c682c545503599dea5a3c5c9e3975313ecf,80a2b653e1b4c5b96ceff5377e27979867e349bad85a467b01a24663f0c8092f,7b5e272290a38e98df0f3675a4562e0edcb3fe1f13ac1ce4564d4b13a7adaa7b,cd44eff6b53fc81e302a0d594ec3ae622d96406a345d8a23ec8024be00978717,165dbb9cb8a95ce0383bb51855d995694f018b8fd6df1a20b5e201f39adfc41b,2c2c2500dae3c2885c514a9aa749016ea5f7b40e3c687218d59d620e358b51fc,e46bba7ba804a018dd22adcaf5d920f3d72e2b2189a0a0e0f27c86841e2f8ac7,cd0b21142e00685582576709dadbcde687df0a32946142429fa3fa0ffa63b714,18a32071db28c8535fceebd8a64bdfefffcea30eb690e768bc13c5defc5800bd,9d0318427c0edfafe92bd19402a0a276c966541b05f3070ca53967d1133dc951,2978d8f3c8745914793fd753f0b24e65b0e3ebabe8282579bf9e99d6ae329244
"","","","","","0","91","912","19120031","",""
"","","","","","0.5","93","912","19120032","0",""
"","1","","0.1","","127111","3","912","19120033","cmn_float",""
"0","","","","","vo_fpc","21","912","19120034","vo_fpc_21203",""
"1","10","0","0","0.5","127111","11","912","19120035","いえ、あそこ…","0"
"","","","","","0","91","912","19120036","",""
"","","","","","0.5","93","912","19120037","0",""
"","1","","0.1","","126911","3","912","19120038","cmn_float",""
"0","","","","","vo_fpc","21","912","19120039","vo_fpc_21204",""
"1","10","0","0","0.5","126911","11","912","19120040","うん…","0"
"","","","","","0","91","912","19120041","",""
"","","","","","0.5","93","912","19120042","0",""
"12_kyouka_turn_loop","0","0.1","0.1","","122711","3","912","19120043","12_kyouka_turn_in","1"
"0","","","","","vo_fpc","21","912","19120044","vo_fpc_21205",""
"1","10","0","0","0.5","122711","11","912","19120045","なに？\nなにもないみたいだけど…","0"
"","","","","","0","91","912","19120046","",""
"","","","","","0.5","93","912","19120047","0",""
"","1","","0.1","","127111","3","912","19120048","12_cmn_float_smile",""
"0","","","","","vo_fpc","21","912","19120049","vo_fpc_21206",""
"1","10","0","0","0.5","127111","11","912","19120050","ふふっ。","0"
"","","","","","0","91","912","19120051","",""
"","","","","","0.5","93","912","19120052","0",""
"","1","","0.1","","126911","3","912","19120053","12_cmn_float_smile",""
"0","","","","","vo_fpc","21","912","19120054","vo_fpc_21207",""
"1","10","0","0","0.5","126911","11","912","19120055","ふふふふっ…","0"
"","","","","","0","91","912","19120056","",""
"","","","","","0.5","93","912","19120057","0",""
"4.29864253393665","-180","","","","127111","2","912","19120058","850",""
"4.29864253393665","-180","","","","11","33","912","19120059","850",""
"5.42986425339367","-125","","","","126911","2","912","19120060","850",""
"5.42986425339367","-125","","","","21","33","912","19120061","850",""
"","","","","","1","93","912","19120062","0",""
"12_kyouka_scare_loop","0","0.1","0.1","","122711","3","912","19120063","12_kyouka_scare_in","1"
"0","","","","","vo_fpc","21","912","19120064","vo_fpc_21208",""
"1","10","0","0","0.5","122711","11","912","19120065","ひぅっ！\nな、なんなんですかあ…","0"
"","","","","","0","91","912","19120066","",""
"","","","","","0.5","93","912","19120067","0",""
"12_kyouka_run_loop","0","0.1","0.1","","122711","3","912","19120068","12_kyouka_run_in","1"
"3.58220211161388","-15","","","","122711","2","912","19120069","-850",""
"","","","","","19120069","91","912","19120070","",""
"-800","22","0","1.75","13_kuka_bound","1","1","913","19130001","127011","-180"
"-170","-600","","0","","104","31","913","19130002","1041","1"
"-170","-240","","0","","104","31","913","19130003","1042","1"
"-170","170","","0","","104","31","913","19130004","1043","1"
"-170","560","","0","","104","31","913","19130005","1044","1"
"-85","-575","","0","","1003","31","913","19130006","1003","1"
"","1","","","","se_10053800","23","913","19130007","se_fpc_water_random",""
"","","","","","19130006","91","913","19130008","0",""
"0","","","","","1003","32","913","19130009","1",""
"","","","","","2","93","913","19130010","0",""
"","1","","0.1","","127011","3","913","19130011","13_kuka_bound",""
"2.35294117647059","-180","","","","127011","2","913","19130012","800",""
"","","","","","0.236666666666667","93","913","19130013","0",""
"","0","","","","se_10053800","23","913","19130014","se_10053800_913_kuka",""
"0","","","","","vo_fpc","21","913","19130015","vo_fpc_21300",""
"0","","","","","1041","32","913","19130016","1",""
"","","","","","0.536666666666667","93","913","19130017","0",""
"0","","","","","1042","32","913","19130018","1",""
"","","","","","0.536666666666667","93","913","19130019","0",""
"0","","","","","vo_fpc","21","913","19130020","vo_fpc_21301",""
"0","","","","","1043","32","913","19130021","1",""
"","","","","","0.536666666666667","93","913","19130022","0",""
"0","","","","","1044","32","913","19130023","1",""
"","","","","","2","93","913","19130024","0",""
"","","","","","19130012","91","913","19130025","",""
"-1000","24","0","1.75","14_maho_idle_loop","1","1","914","19140001","110611","-185"
"-1000","22","0","1.75","cmn_boat_idle","2","5","914","19140002","2","-185"
"-1000","23","0","1.75","14_maho_idle_loop","3","5","914","19140003","3","-185"
"-1220","25","0","1.75","cmn_float","1","1","914","19140004","110511","-175"
"-1520","12","0","1.75","14_makoto_float","1","1","914","19140005","110411","-125"
"-185","-1000","","1","","116","31","914","19140006","110611","1"
"-175","-1220","","1","","8","31","914","19140007","41","1"
"-175","-50","","0","","120","31","914","19140008","120","1"
"-125","-1520","","1","","4","31","914","19140009","42","1"
"-125","-350","","0","","117","31","914","19140010","117","1"
"","1","","","","se_10053800","23","914","19140011","se_fpc_water_random",""
"","","","","","19140010","91","914","19140012","0",""
"8.60294117647059","-185","","","","110611","2","914","19140013","170","12"
"8.60294117647059","-185","","","","2","2","914","19140014","170","12"
"8.60294117647059","-185","","","","3","2","914","19140015","170","12"
"8.60294117647059","-185","","","","110611","33","914","19140016","170","12"
"8.60294117647059","-175","","","","110511","2","914","19140017","-50","12"
"8.60294117647059","-175","","","","41","33","914","19140018","-50","12"
"8.60294117647059","-125","","","","110411","2","914","19140019","-350","12"
"8.60294117647059","-125","","","","42","33","914","19140020","-350","12"
"","","","","","19140013","91","914","19140021","",""
"14_maho_point_loop","0","0.1","0.3","","110611","3","914","19140022","14_maho_point_in","1"
"","1","","0.3","","2","3","914","19140023","cmn_boat_idle",""
"","1","","0.3","","3","3","914","19140024","14_maho_idle_loop",""
"0","","","","","vo_fpc","21","914","19140025","vo_fpc_21400",""
"1","10","0","0","0.5","110611","11","914","19140026","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","0"
"","","","","","0","91","914","19140027","",""
"","","","","","0.5","93","914","19140028","0",""
"14_kaori_handUp_loop","0","0.1","0.1","","110511","3","914","19140029","14_kaori_handUp_in","1"
"0","","","","","vo_fpc","21","914","19140030","vo_fpc_21401",""
"1","10","0","0","0.5","110511","11","914","19140031","まーかせるさー！\nしゅっぱつしんこー！","0"
"","","","","","0","91","914","19140032","",""
"","","","","","0.5","93","914","19140033","0",""
"","1","","0.1","","110411","3","914","19140034","14_makoto_pazzled",""
"0","","","","","vo_fpc","21","914","19140035","vo_fpc_21402",""
"1","10","0","0","0.5","110411","11","914","19140036","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","0"
"","","","","","0","91","914","19140037","",""
"","","","","","0.5","93","914","19140038","0",""
"14_maho_smile_loop","0","0.1","0.3","","110611","3","914","19140039","14_maho_smile_in","1"
"","1","","0.3","","2","3","914","19140040","cmn_boat_idle",""
"","1","","0.3","","3","3","914","19140041","14_maho_idle_loop",""
"0","","","","","vo_fpc","21","914","19140042","vo_fpc_21403",""
"1","10","0","0","0.5","110611","11","914","19140043","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","0"
"","","","","","0","91","914","19140044","",""
"","","","","","0.5","93","914","19140045","0",""
"0","","","","","vo_fpc","21","914","19140046","vo_fpc_21404",""
"1","10","0","0","0.5","110511","11","914","19140047","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","0"
"","","","","","0","91","914","19140048","",""
"","","","","","0.5","93","914","19140049","0",""
"14_kaori_flutterKick_loop","0","0.1","0.1","","110511","3","914","19140050","14_kaori_flutterKick_in","1"
"","","","","","0.3","93","914","19140051","0",""
"6.47058823529412","-185","","","","110611","2","914","19140052","1270",""
"6.47058823529412","-185","","","","2","2","914","19140053","1270",""
"6.47058823529412","-185","","","","3","2","914","19140054","1270",""
"6.47058823529412","-185","","","","110611","33","914","19140055","1270",""
"","","","","","41","32","914","19140056","0",""
"","","","","","120","32","914","19140057","1",""
"6.47058823529412","-175","","","","110511","2","914","19140058","1050",""
"6.47058823529412","-175","","","","120","33","914","19140059","1050",""
"","","","","","1","93","914","19140060","0",""
"0","","","","","vo_fpc","21","914","19140061","vo_fpc_21405",""
"1","10","0","0","0.5","110411","11","914","19140062","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","0"
"","","","","","0","91","914","19140063","",""
"","","","","","0.5","93","914","19140064","0",""
"cmn_swm_dogscratch","0","0.1","0.1","","110411","3","914","19140065","14_makoto_dogscratch_in","1"
"","","","","","0.3","93","914","19140066","0",""
"","","","","","42","32","914","19140067","0",""
"","","","","","117","32","914","19140068","1",""
"3.72637742879957","-125","","","","110411","2","914","19140069","1050",""
"3.72637742879957","-125","","","","117","33","914","19140070","1050",""
"s","","","","","19140069","91","914","19140071","",""
"-950","23","0","1.75","15_saren_idle","1","1","915","19150001","110311","-180"
"-950","22","0","1.75","cmn_boat_idle","2","5","915","19150002","2","-180"
"-750","12","0","1.75","15_suzume_walk_loop","1","1","915","19150003","107711","-15"
"-180","-950","","1","","101","31","915","19150004","110311","1"
"30","210","","0","","109","31","915","19150005","109","1"
"-125","330","","0","","4","31","915","19150006","4","1"
"","1","","","","se_10053800","23","915","19150007","se_fpc_water_random",""
"","","","","","107711","13","915","19150008","49",""
"","","","","","0","91","915","19150009","0",""
"5.51470588235294","-15","","","","107711","2","915","19150010","0",""
"","","","","","19150010","91","915","19150011","",""
"15_suzume_talk_loop","0","0.1","0.1","","107711","3","915","19150012","15_suzume_talk_in","1"
"0","","","","","vo_fpc","21","915","19150013","vo_fpc_21500",""
"1","10","0","0","0.5","107711","11","915","19150014","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","0"
"","","","","","3.2","93","915","19150015","1",""
"","","","","","1.5","93","915","19150016","0",""
"","","","","","19150014","91","915","19150017","",""
"15_suzume_walk_loop","0","0.1","0.1","","107711","3","915","19150018","15_suzume_walk_in","1"
"11.9779411764706","-180","","","","110311","2","915","19150019","-100",""
"11.9779411764706","-180","","","","2","2","915","19150020","-100",""
"11.9779411764706","-180","","","","110311","33","915","19150021","-100",""
"4.22794117647059","-15","","","","107711","2","915","19150022","460",""
"","","","","","19150022","91","915","19150023","",""
"15_suzume_turn_loop","0","0.1","0.1","","107711","3","915","19150024","15_suzume_turn_in","1"
"","","","","","0.6","93","915","19150025","0",""
"0","","","","","vo_fpc","21","915","19150026","vo_fpc_21501",""
"1","20","0","-15","0.5","107711","11","915","19150027","あれは…お嬢様～！\n今参ります！","0"
"","","","","","1.7","93","915","19150028","0",""
"15_saren_notice_loop","0","0.1","0.3","","110311","3","915","19150029","15_saren_notice_in","1"
"","1","","0.3","","2","3","915","19150030","cmn_boat_idle",""
"","","","","","0.35","93","915","19150031","0",""
"","","","","","1.5","93","915","19150032","0",""
"0.5","-15","","","","107711","2","915","19150033","330",""
"","1","0.1","0.2","","107711","3","915","19150034","15_suzume_run",""
"0","","","","","vo_fpc","21","915","19150035","vo_fpc_21502",""
"1","100","0","0","-0.5","110311","11","915","19150036","スズメ？\nって、走ると危なっ…","0"
"","","","","","0.5","93","915","19150037","0",""
"","0","","0.1","","107711","3","915","19150038","15_suzume_fallDown",""
"","","","","","1.3","93","915","19150039","0",""
"0","","","","","vo_fpc","21","915","19150040","vo_fpc_21503",""
"1","150","0","0","-1.5","107711","11","915","19150041","きゃあああ～！","0"
"15_saren_rise_loop","0","0.1","0.1","","110311","3","915","19150042","15_saren_rise_in","1"
"","1","","0.1","","2","3","915","19150043","cmn_boat_idle",""
"","","","","","0.5","93","915","19150044","0",""
"1","1","","0.1","","107711","6","915","19150045","1","0"
"","","","","","109","32","915","19150046","1",""
"","","","","","1","93","915","19150047","0",""
"0","-125","","","","107711","2","915","19150048","330",""
"1","1","","0.4","","107711","6","915","19150049","1","1"
"15_suzume_drown_loop","0","0.1","0.1","","107711","3","915","19150050","15_suzume_drown_in","1"
"2.76470588235294","-125","","","","107711","2","915","19150051","800",""
"2.76470588235294","-125","","","","4","33","915","19150052","800",""
"","","","","","19150019","91","915","19150053","",""
"7.35294117647059","-180","","","","110311","2","915","19150054","900",""
"7.35294117647059","-180","","","","2","2","915","19150055","900",""
"7.35294117647059","-180","","","","110311","33","915","19150056","900",""
"0","","","","","vo_fpc","21","915","19150057","vo_fpc_21504",""
"1","10","0","0","0.5","110311","11","915","19150058","ス、スズメ？\nスズメ～っ！？","0"
"","","","","","0","91","915","19150059","",""
"","","","","","1.5","93","915","19150060","0",""
"s","","","","","19150054","91","915","19150061","",""
"-750","12","0","1.4875","cmn_walk","1","1","916","19160001","113111","-15"
"750","12","0","1.4875","16_nanaka_run","1","1","916","19160002","113311","-15"
"-850","22","0","1.75","cmn_swm_diving","1","1","916","19160003","117411","-180"
"-2500","22","0","1.75","cmn_swm_diving","1","1","916","19160004","117011","-180"
"50","22","0","1.75","none","7","5","916","19160005","7","-180"
"-1375","22","0","1.75","cmn_floatRing_pink","1","5","916","19160006","11","-180"
"-2500","12","0","1.75","cmn_float_item_01_Ball","1","5","916","19160007","12","-125"
"-180","-1375","","1","","4","31","916","19160008","11","1"
"-125","-2500","","1","","4","31","916","19160009","12","1"
"-180","-850","","1","","9","31","916","19160010","91","1"
"-180","-2500","","1","","9","31","916","19160011","92","1"
"155","-183","","0","","1015","31","916","19160012","1015","1"
"-180","50","","0","","1013","31","916","19160013","1013","1"
"","1","","","","se_10053800","23","916","19160014","se_fpc_water_random",""
"","","","","","19160013","91","916","19160015","0",""
"19.7058823529412","-180","","","","117411","2","916","19160016","2500",""
"19.7058823529412","-180","","","","91","33","916","19160017","2500",""
"24.6323529411765","-180","","","","11","2","916","19160018","1975",""
"24.6323529411765","-180","","","","11","33","916","19160019","1975",""
"19.7058823529412","-180","","","","117011","2","916","19160020","850",""
"19.7058823529412","-180","","","","92","33","916","19160021","850",""
"24.6323529411765","-125","","","","12","2","916","19160022","850",""
"24.6323529411765","-125","","","","12","33","916","19160023","850",""
"","","","","","3","93","916","19160024","0",""
"4.41176470588235","-15","","","","113111","2","916","19160025","-150",""
"","","","","","19160025","91","916","19160026","",""
"","1","","0.3","","113111","3","916","19160027","16_ruka_think",""
"","","","","","1015","32","916","19160028","1",""
"0","","","","","vo_fpc","21","916","19160029","vo_fpc_21600",""
"","","","","","0.6","93","916","19160030","0",""
"","","","","","1.5","93","916","19160031","0",""
"2.71493212669683","-15","","","","113311","2","916","19160032","150",""
"","","","","","19160032","91","916","19160033","",""
"","1","","0.2","","113311","3","916","19160034","16_nanaka_idle_loop",""
"0","","","","","vo_fpc","21","916","19160035","vo_fpc_21601",""
"1","10","0","0","0.5","113311","11","916","19160036","ル～カ～姉♪\n何見てんのかにゃ～？","0"
"","","","","","0","91","916","19160037","",""
"","","","","","0.5","93","916","19160038","0",""
"16_ruka_notice_loop","0","0.1","0.1","","113111","3","916","19160039","16_ruka_notice_in","1"
"0","","","","","vo_fpc","21","916","19160040","vo_fpc_21602",""
"1","10","0","0","0.5","113111","11","916","19160041","ん？　いや、特に何か\n考えてたわけじゃないが…","0"
"","","","","","0","91","916","19160042","",""
"","","","","","0.5","93","916","19160043","0",""
"16_nanaka_point_loop","0","0.1","0.1","","113311","3","916","19160044","16_nanaka_point_in","1"
"0","","","","","vo_fpc","21","916","19160045","vo_fpc_21603",""
"1","10","0","0","0.5","113311","11","916","19160046","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","0"
"","","","","","0","91","916","19160047","",""
"","","","","","0.5","93","916","19160048","0",""
"0","","","","","vo_fpc","21","916","19160049","vo_fpc_21604",""
"1","10","0","0","0.5","113311","11","916","19160050","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","0"
"","","","","","0","91","916","19160051","",""
"","","","","","0.5","93","916","19160052","0",""
"16_ruka_talk_loop","0","0.1","0.1","","113111","3","916","19160053","16_ruka_talk_in","1"
"0","","","","","vo_fpc","21","916","19160054","vo_fpc_21605",""
"1","10","0","0","0.5","113111","11","916","19160055","そんなことはっ…\nちょっとだけ、考えちまったね…","0"
"","","","","","0","91","916","19160056","",""
"","","","","","0.5","93","916","19160057","0",""
"16_nanaka_idle_loop","0","0.1","0.1","","113311","3","916","19160058","16_nanaka_idle_in","1"
"0","","","","","vo_fpc","21","916","19160059","vo_fpc_21606",""
"1","10","0","0","0.5","113311","11","916","19160060","なっはっは、やっぱりね～♪","0"
"","","","","","0","91","916","19160061","",""
"","","","","","0.5","93","916","19160062","0",""
"cmn_run_def_N","0","0.1","0.1","","113311","3","916","19160063","16_nanaka_turn","1"
"2.71493212669683","-15","","","","113311","2","916","19160064","750",""
"","1","","0.1","","113111","3","916","19160065","cmn_walk",""
"5.29411764705882","-15","","","","113111","2","916","19160066","750",""
"","","","","","1.5","93","916","19160067","0",""
"none","0","0.1","","","7","3","916","19160068","fish",""
"","","","","","1013","32","916","19160069","1",""
"","","","","","3.2","93","916","19160070","0",""
"s","","","","","19160018","91","916","19160071","",""
"s","","","","","19160064","91","916","19160072","",""
"s","","","","","19160066","91","916","19160073","",""
"-950","23","0","1.75","17_akino_worry","1","1","917","19170001","126711","-180"
"-950","24","0","1.75","empty","3","5","917","19170002","3","-180"
"-950","22","0","1.75","cmn_boat_idle","2","5","917","19170003","2","-180"
"750","12","0","1.4875","cmn_walk_r","1","1","917","19170004","110311","-15"
"-180","-950","","1","","101","31","917","19170005","126711","1"
"","1","","","","se_10053800","23","917","19170006","se_fpc_water_random",""
"","","","","","19170005","91","917","19170007","0",""
"6.98529411764706","-180","","","","126711","2","917","19170008","0","12"
"6.98529411764706","-180","","","","3","2","917","19170009","0","12"
"6.98529411764706","-180","","","","2","2","917","19170010","0","12"
"6.98529411764706","-180","","","","126711","33","917","19170011","0","12"
"","","","","","19170008","91","917","19170012","",""
"0","","","","","vo_fpc","21","917","19170013","vo_fpc_21700",""
"1","10","0","0","0.5","126711","11","917","19170014","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","0"
"","","","","","0","91","917","19170015","",""
"","","","","","0.5","93","917","19170016","0",""
"4.72689075630252","-15","","","","110311","2","917","19170017","300",""
"17_akino_laugh_loop","0","0.1","0.3","","126711","3","917","19170018","17_akino_laugh_in","1"
"17_akino_laugh_loop","0","0.1","0.3","","3","3","917","19170019","17_akino_laugh_in","1"
"","1","","0.3","","2","3","917","19170020","cmn_boat_idle",""
"0","","","","","vo_fpc","21","917","19170021","vo_fpc_21701",""
"1","20","0","0","0.5","126711","11","917","19170022","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","0"
"","","","","","19170017","91","917","19170023","",""
"17_saren_talk_loop","0","0.1","0.2","","110311","3","917","19170024","17_saren_talk_in","1"
"","","","","","0.673109243697478","93","917","19170025","0",""
"","","","","","0.5","93","917","19170026","0",""
"","","","","","19170022","91","917","19170027","",""
"0","","","","","vo_fpc","21","917","19170028","vo_fpc_21702",""
"1","10","0","0","0.5","110311","11","917","19170029","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","0"
"","","","","","0","91","917","19170030","",""
"17_akino_pause_loop","0","0.1","0.1","","126711","3","917","19170031","17_akino_pause_in","1"
"17_akino_pause_loop","0","0.1","0.1","","3","3","917","19170032","17_akino_pause_in","1"
"","1","","0.1","","2","3","917","19170033","cmn_boat_idle",""
"","","","","","2","93","917","19170034","0",""
"17_akino_shock_loop","0","0.1","0.3","","126711","3","917","19170035","17_akino_shock_in","1"
"","0","","","","3","3","917","19170036","empty",""
"","1","","0.3","","2","3","917","19170037","cmn_boat_idle",""
"0","","","","","vo_fpc","21","917","19170038","vo_fpc_21703",""
"1","10","0","0","0.5","126711","11","917","19170039","そ、そうなんですの！？\n盲点でしたわーーー！","0"
"","","","","","0","91","917","19170040","",""
"","","","","","0.5","93","917","19170041","0",""
"5.29411764705882","-180","","","","126711","2","917","19170042","900",""
"5.29411764705882","-180","","","","2","2","917","19170043","900",""
"5.29411764705882","-180","","","","126711","33","917","19170044","900",""
"","","","","","2.7","93","917","19170045","0",""
"cmn_walk","0","0.1","0.1","","110311","3","917","19170046","17_saren_turn","1"
"2.64705882352941","-15","","","","110311","2","917","19170047","750",""
"","","","","","19170042","91","917","19170048","",""
"","","","","","19170047","91","917","19170049","",""
"-850","22","0","1.75","18_misato_backWalk","1","1","918","19180001","113511","-180"
"-1010","23","0","1.75","18_io_flutterKick","1","1","918","19180002","110111","-180"
"-180","-850","","0","","14","31","918","19180003","41","1"
"-180","50","","0","","2","31","918","19180004","11","1"
"-180","-110","","0","","14","31","918","19180005","42","1"
"-180","-1010","","1","","123","31","918","19180006","12","1"
"","1","","","","se_10053800","23","918","19180007","se_fpc_water_random",""
"","","","","","19180006","91","918","19180008","0",""
"6.61764705882353","-180","","","","113511","2","918","19180009","50","12"
"6.61764705882353","-180","","","","41","33","918","19180010","50","12"
"6.61764705882353","-180","","","","110111","2","918","19180011","-110","12"
"6.61764705882353","-180","","","","12","33","918","19180012","-110","12"
"","","","","","19180009","91","918","19180013","",""
"","1","","0.2","","113511","3","918","19180014","18_misato_backWalkIdle",""
"0","","","","","vo_fpc","21","918","19180015","vo_fpc_21800",""
"1","10","0","0","0.5","113511","11","918","19180016","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","0"
"","","","","","0","91","918","19180017","",""
"","","","","","0.5","93","918","19180018","0",""
"0","","","","","vo_fpc","21","918","19180019","vo_fpc_21801",""
"1","10","0","0","0.5","110111","11","918","19180020","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","0"
"","","","","","0","91","918","19180021","",""
"","","","","","0.5","93","918","19180022","0",""
"0","","","","","vo_fpc","21","918","19180023","vo_fpc_21802",""
"1","10","0","0","0.5","113511","11","918","19180024","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","0"
"","","","","","0","91","918","19180025","",""
"","","","","","0.5","93","918","19180026","0",""
"","","","","","12","32","918","19180027","0",""
"","","","","","42","32","918","19180028","1",""
"","","","","","41","32","918","19180029","1",""
"18_misato_idle_loop","0","0.1","0.1","","113511","3","918","19180030","18_misato_idle_in","1"
"18_io_stopSwim_loop","0","0.1","0.1","","110111","3","918","19180031","18_io_stopSwim_in","1"
"0","","","","","vo_fpc","21","918","19180032","vo_fpc_21803",""
"1","10","0","0","0.5","110111","11","918","19180033","でも、私も先生だから\n本当は教えてあげないといけないのに…","0"
"","","","","","0","91","918","19180034","",""
"","","","","","0.5","93","918","19180035","0",""
"18_misato_talk_loop","0","0.1","0.1","","113511","3","918","19180036","18_misato_talk_in","1"
"0","","","","","vo_fpc","21","918","19180037","vo_fpc_21804",""
"1","10","0","0","0.5","113511","11","918","19180038","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","0"
"","","","","","0","91","918","19180039","",""
"","","","","","0.5","93","918","19180040","0",""
"0","","","","","vo_fpc","21","918","19180041","vo_fpc_21805",""
"1","10","0","0","0.5","113511","11","918","19180042","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","0"
"","","","","","0","91","918","19180043","",""
"","","","","","0.5","93","918","19180044","0",""
"18_io_guts_loop","0","0.1","0.1","","110111","3","918","19180045","18_io_guts_in","1"
"0","","","","","vo_fpc","21","918","19180046","vo_fpc_21806",""
"1","10","0","0","0.5","110111","11","918","19180047","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","0"
"","","","","","0","91","918","19180048","",""
"","","","","","0.5","93","918","19180049","0",""
"18_io_flutterKick2_loop","0","0.1","0.1","","110111","3","918","19180050","18_io_flutterKick2_in","1"
"1.8552036199095","-180","","","","110111","2","918","19180051","300",""
"1.8552036199095","-180","","","","42","33","918","19180052","300",""
"1.8552036199095","-180","","","","12","33","918","19180053","300",""
"","","","","","42","32","918","19180054","0",""
"","","","","","12","32","918","19180055","1",""
"","","","","","1","93","918","19180056","0",""
"18_misato_talk2_loop","0","0.1","0.1","","113511","3","918","19180057","18_misato_talk2_in","1"
"","","","","","19180051","91","918","19180058","",""
"3.23529411764706","-180","","","","110111","2","918","19180059","850",""
"3.23529411764706","-180","","","","42","33","918","19180060","850",""
"3.23529411764706","-180","","","","12","33","918","19180061","850",""
"","","","","","42","32","918","19180062","1",""
"","","","","","12","32","918","19180063","0",""
"18_misato_surprise_loop","0","0.1","0.1","","113511","3","918","19180064","18_misato_surprise_in","1"
"18_io_accident_loop","0","0.1","0.1","","110111","3","918","19180065","18_io_accident_in","1"
"0","","","","","vo_fpc","21","918","19180066","vo_fpc_21807",""
"1","10","0","0","0.5","110111","11","918","19180067","きゃっ水着が！","0"
"","","","","","0","91","918","19180068","",""
"","","","","","0.5","93","918","19180069","0",""
"0","","","","","vo_fpc","21","918","19180070","vo_fpc_21808",""
"1","10","0","0","0.5","113511","11","918","19180071","イオ先生！？\nあらあら～！","0"
"","","","","","0","91","918","19180072","",""
"","","","","","0.5","93","918","19180073","0",""
"cmn_swm_breastStroke","0","0.1","0","","113511","3","918","19180074","18_misato_breastStroke_in","1"
"","","","","","41","32","918","19180075","0",""
"","","","","","11","32","918","19180076","1",""
"3.61990950226244","-180","","","","113511","2","918","19180077","850",""
"3.61990950226244","-180","","","","11","33","918","19180078","850",""
"","","","","","19180059","91","918","19180079","",""
"","","","","","19180077","91","918","19180080","",""
"-850","22","0","1.75","19_nozomi_float","1","1","919","19190001","117211","-180"
"-1150","22","0","1.75","19_suzuna_float","1","1","919","19190002","110011","-180"
"-750","12","0","1.4875","19_tsumugi_search","1","1","919","19190003","117411","-15"
"-180","-820","","1","","6","31","919","19190004","61","1"
"-180","-850","","1","","121","31","919","19190005","1211","1"
"-180","150","","0","","122","31","919","19190006","1221","1"
"-180","-1150","","1","","6","31","919","19190007","62","1"
"-180","-1180","","1","","121","31","919","19190008","1212","1"
"-180","-180","","0","","122","31","919","19190009","1222","1"
"","","","","","117211","13","919","19190010","45",""
"","","","","","110011","13","919","19190011","45",""
"","","","","","117411","13","919","19190012","45",""
"","1","","","","se_10053800","23","919","19190013","se_fpc_water_random",""
"","","","","","117411","13","919","19190014","49",""
"","","","","","19190012","91","919","19190015","0",""
"9.92647058823529","-15","","","","117411","2","919","19190016","330",""
"","","","","","3.5","93","919","19190017","0",""
"0","","","","","vo_fpc","21","919","19190018","vo_fpc_21900",""
"1","15","0","0","0.5","117411","11","919","19190019","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","0"
"","","","","","0","91","919","19190020","",""
"","","","","","0.5","93","919","19190021","0",""
"","","","","","19190016","91","919","19190022","",""
"","1","","0.1","","117211","3","919","19190023","19_nozomi_float",""
"19_tsumugi_notice_loop","0","0.1","0.1","","117411","3","919","19190024","19_tsumugi_notice_in","1"
"","","","","","0.2","93","919","19190025","0",""
"0","","","","","vo_fpc","21","919","19190026","vo_fpc_21901",""
"1","10","0","0","0.5","117411","11","919","19190027","あら？　あれは…上流から何か\n光るものが…","0"
"","","","","","0","91","919","19190028","",""
"","","","","","0.5","93","919","19190029","0",""
"7.35294117647059","-180","","","","117211","2","919","19190030","150","12"
"7.35294117647059","-180","","","","61","33","919","19190031","180","12"
