1842bf49456ee9a5016eb873bd501716522460a290a57835c41b90911038e40b,b10c5180d11b2e1163b570dc226d86fea7ef579ddc99d15adf67ea0d35dcf95a,5095a1bfa5d9783d385fa2e04dae83254302aac7fb8ec18b61801670c5ddc0f4,7c0bddbbc20e97a9246f44e1e5ee9d6d12d427666ca61a673ddabdab1a57c826,3c3c21474c29d1df878ae9f1f780e547870bbdad1738ccfe0bab2a90cab8d15d,1aef07d9cfa455f2a4c9703db6b7951e647deaf1cf0aa1c38d3d93be458bdc0b,dd8773d76fcb476033c15791b45e13b8238f68d7b4b14c700bbfffda7f7dbae0,25e6f8fdfc6a863f7c55f102f20f133c4535205102824af468c8d0413f1b3d59,2c4f04e83b93453dfc94d328a273140e132605236cfd7f8398438d34210cb853,13037ff4ca3451ee5b079b69afdc5d5bf68414401bec3a38414333b817ce305d
"ナスカン","0","ニンジンカン","イモカン","0","2530004","0","0","カボチャカン","1"
"天元","0","天命","天王","0","2530005","0","0","天心","1"
"かまぼこ","0","ねりもの","はんぺん","0","2530006","0","0","ちくわぶ","1"
"ピジョンブラッド","0","ストークブラッド","クレーンブラッド","0","2530009","0","0","カナリーブラッド","1"
"トップノート","0","イニシャルノート","テールノート","0","2530010","0","0","ボトムノート","1"
"トレーン","0","ハレーン","ブレーン","0","2530012","0","0","クレーン","1"
"お吸い物","0","お漬物","お刺身","0","2530013","0","0","ご飯","1"
"ピグマリオン効果","0","バーナム効果","ツァイガルニク効果","0","2530014","0","0","ダニング＝クルーガー効果","1"
"PA値","0","PS値","PK値","0","2530016","0","0","PQ値","1"
"インフォームド・コンセント","0","インフォームド・クライアント","インフォームド・リタイア","0","2530018","0","0","インフォームド・ラチェット","1"
"湯の花","0","湯の実","湯の草","0","2530020","0","0","湯の茎","1"
"ボンネット","0","ワイパー","トランク","0","2530021","0","0","ハンドル","1"
"5九","0","4九","6九","0","2530022","0","0","7九","1"
"361","0","289","324","0","2530023","0","0","256","1"
"48枚","0","72枚","52枚","0","2530024","0","0","108枚","1"
"11月","0","9月","1月","0","2530025","0","0","5月","1"
"舌","0","耳","鼻","0","2530028","0","0","目","1"
"赤口","0","黒口","青口","0","2530030","0","0","白口","1"
"鯨尺","0","鱒尺","鮪尺","0","2530032","0","0","鯵尺","1"
"ランナー","0","サマナー","パタンナー","0","2530033","0","0","ガンナー","1"
"長押","0","三和土","欄間","0","2530034","0","0","上棟","1"
"トリリアントカット","0","オーバルカット","ブリリアントカット","0","2530035","0","0","マーキーズカット","1"
"緑一色","0","白一色","赤一色","0","2530036","0","0","黒一色","1"
"けた","0","かり","はり","0","2530037","0","0","しき","1"
"ダイヤモンド","0","オパール","エメラルド","0","2530039","0","0","タンザナイト","1"
"五光","0","五星","五全","0","2530041","0","0","五花","1"
"虫歯","0","歯肉炎","歯槽膿漏","0","2530042","0","0","口内炎","1"
"撞木","0","片棒","倒木","0","2530043","0","0","枕木","1"
"自運","0","己運","臨書","0","2530044","0","0","草書","1"
"能","0","態","熊","0","2530046","0","0","羆","1"
"ppm","0","amp","ppp","0","2530047","0","0","pmp","1"
"ウェハー","0","ガム","タルト","0","2530048","0","0","ワッフル","1"
"C4","0","C5","C3","0","2530049","0","0","C2","1"
"88","0","99","66","0","2530050","0","0","77","1"
"52","0","88","36","0","2530052","0","0","56","1"
"バリトン","0","アルト","メゾバス","0","2530053","0","0","メゾテノール","1"
"扇子","0","手ぬぐい","羽織","0","2530054","0","0","座布団","1"
"タックイン","0","ゴーイン","チップイン","0","2530056","0","0","スローイン","1"
"10人","0","20人","100人","0","2530058","0","0","3人","1"
"シーザー暗号","0","ミモザ暗号","アレキサンダー暗号","0","2530059","0","0","カール暗号","1"
"ベルベット","0","ベルモット","モルモット","0","2530060","0","0","ペリドット","1"
"ウェッジソール","0","ブーティー","パンプス","0","2530061","0","0","ミュール","1"
"朝に変わって","0","朝がまた来て","朝になって","0","2531001","0","0","朝が来て","1"
"陽射し","0","太陽","光","0","2531002","0","0","おひさま","1"
"ラットン","0","ドリルモール","ラフレシアマンドラゴラ","0","2531003","0","0","エルダークラウド","1"
"クリティカル","0","ミスティ","セオリー","0","2531004","0","0","スパイラル","1"
"マグカップ","0","アクリルスタンド","ポーチ","0","2531005","0","0","ラバーストラップ","1"
"ノック","0","ラック","パック","0","2610002","0","0","キック","1"
"クリケット","0","フィーエルヤッペン","ペサパッロ","0","2610003","0","0","ハイアライ","1"
"キャディー","0","キャンパス","ギャラリー","0","2610004","0","0","キャラメル","1"
"地面の整備","0","球拾い","警備員","0","2610005","0","0","審判","1"
"アタリ","0","ガブリ","ハズレ","0","2610007","0","0","ツカミ","1"
"魚拓","0","魚尾","魚影","0","2610008","0","0","魚群","1"
"ハト","0","スズメ","ツバメ","0","2610009","0","0","カラス","1"
"ホーム","0","ヒット","バック","0","2610010","0","0","フロント","1"
"3カウント","0","10カウント","5カウント","0","2610012","0","0","7カウント","1"
"軍配","0","笛","扇子","0","2610013","0","0","拍子木","1"
"11人","0","3人","9人","0","2610015","0","0","5人","1"
"アウト","0","ビンゴ","ヒット","0","2610016","0","0","パンチ","1"
"ボレー","0","マレー","アレー","0","2610017","0","0","カレー","1"
"5人","0","3人","11人","0","2610018","0","0","9人","1"
"タイムアウト","0","レスト","ブレイクタイム","0","2610019","0","0","小休止","1"
"サッカー","0","野球","バスケットボール","0","2610021","0","0","バレーボール","1"
"カーリング","0","ボブスレー","ボートレース","0","2610023","0","0","アイスホッケー","1"
"アメリカンフットボール","0","バスケットボール","ラグビー","0","2610025","0","0","サッカー","1"
"鉄棒","0","ジャングルジム","ブランコ","0","2610027","0","0","シーソー","1"
"はやぶさ跳び","0","わし跳び","からす跳び","0","2610029","0","0","とんび跳び","1"
"柔道","0","アマチュアレスリング","剣道","0","2610030","0","0","ボクシング","1"
"トンネル","0","ビルディング","ブリッジ","0","2610032","0","0","ダム","1"
"勝負に負ける","0","ちゃんこがおいしい","試合に臨む","0","2610033","0","0","両者の実力が近い","1"
"野球","0","バスケットボール","ゴルフ","0","2610034","0","0","サッカー","1"
"ラップタイム","0","エプロンタイム","アルミホイルタイム","0","2610035","0","0","テーブルクロスタイム","1"
"3位","0","1位","2位","0","2610036","0","0","4位","1"
"背泳ぎ","0","平泳ぎ","バタフライ","0","2610037","0","0","クロール","1"
"ゴルフ","0","バレーボール","サッカー","0","2610039","0","0","バスケットボール","1"
"本塁手","0","三塁手","一塁手","0","2610040","0","0","二塁手","1"
"ガター","0","アウト","バンカー","0","2610041","0","0","ファウル","1"
"ピッケル","0","コッヘル","リットル","0","2610042","0","0","マッスル","1"
"捕手","0","外野手","投手","0","2610043","0","0","内野手","1"
"キュー","0","ジュー","ハチ","0","2610044","0","0","ナナ","1"
"トライ","0","オーライ","スライ","0","2610046","0","0","フライ","1"
"サービスエース","0","サービスボール","サービスショット","0","2610047","0","0","サービスアタック","1"
"面","0","頭突き","胴","0","2610048","0","0","小手","1"
"たすき","0","バケツ","コップ","0","2610050","0","0","タオル","1"
"ポール","0","オベリスク","ポーク","0","2610051","0","0","ポスト","1"
"ドクターストップ","0","ワンストップ","ミスターストップ","0","2610052","0","0","バスストップ","1"
"グリーン","0","ブラウン","レッド","0","2610053","0","0","ブルー","1"
"ノーサイド","0","コーナーキック","オフサイド","0","2610054","0","0","レッドカード","1"
"レシーブ","0","ブロック","スパイク","0","2610055","0","0","アタック","1"
"野球","0","テニス","バスケットボール","0","2610057","0","0","卓球","1"
"ダブルドリブル","0","ゼロドリブル","シングルドリブル","0","2610058","0","0","トリプルドリブル","1"
"ラグビー","0","サッカー","ソフトボール","0","2610059","0","0","バスケットボール","1"
"ツムギ（サマー）","0","ユイ（ニューイヤー）","リマ（シンデレラ）","0","2611001","0","0","タマキ（作業服）","1"
"シオリ（マジカル）","0","クウカ（ノワール）","イオ（ノワール）","0","2611002","0","0","カスミ（マジカル）","1"
"パワー","0","ガッツ","スピード","0","2611003","0","0","スタミナ","1"
"エルダータイラント","0","マダムエレクトラ","ジェネラルホーン","0","2611004","0","0","アンチビースト","1"
"ユニオンバースト","0","EXスキル","スキル1","0","2611005","0","0","位置付け","1"
"3本","0","4本","1本","0","2620002","0","0","2本","1"
"スーパー大回転","0","ハイパーモーグル","スペシャルジャンプ","0","2620003","0","0","ウルトラ滑降","1"
"デコボコしている","0","ネバネバしている","ツルツルしている","0","2620005","0","0","トゲトゲしている","1"
"5球","0","4球","7球","0","2620006","0","0","6球","1"
"ボウリング","0","卓球","ビリヤード","0","2620007","0","0","ダーツ","1"
"ピスト","0","マスト","リスト","0","2620008","0","0","ラスト","1"
"ベリーロール","0","スプロール","マッチロール","0","2620010","0","0","スチロール","1"
"20秒","0","60秒","10秒","0","2620011","0","0","5秒","1"
"自由形","0","バタフライ","平泳ぎ","0","2620012","0","0","背泳ぎ","1"
"305センチ","0","355センチ","205センチ","0","2620013","0","0","255センチ","1"
"4枚","0","6枚","2枚","0","2620014","0","0","3枚","1"
"8個","0","6個","10個","0","2620015","0","0","7個","1"
"ボランチ","0","ウイング","リベロ","0","2620016","0","0","スイーパー","1"
"20分","0","45分","15分","0","2620017","0","0","30分","1"
"手のひら","0","手の甲","親指","0","2620018","0","0","小指","1"
"さば折り","0","まぐろ折り","あじ折り","0","2620022","0","0","さけ折り","1"
"交渉権確定","0","契約権確定","選択権確定","0","2620024","0","0","指名権確定","1"
"カーリング","0","スパッタリング","ボーリング","0","2620025","0","0","イカリング","1"
"オープン戦","0","オールスター戦","クローズ戦","0","2620026","0","0","イベント戦","1"
"タッチアップ","0","タッチラップ","タッチアウト","0","2620028","0","0","タッチラン","1"
"先発投手","0","捕手","4番打者","0","2620029","0","0","1番打者","1"
"21回","0","23回","20回","0","2620030","0","0","22回","1"
"アイスホッケー","0","クリケット","ポロ","0","2620031","0","0","ラクロス","1"
"アーチ","0","お湯","サークル","0","2620032","0","0","ブリッジ","1"
"イーグル","0","ダブルボギー","バーディ","0","2620033","0","0","ボギー","1"
"パドリング","0","ピーリング","リフティング","0","2620034","0","0","ラフティング","1"
"9点","0","6点","12点","0","2620035","0","0","8点","1"
"10台","0","110台","30台","0","2620036","0","0","50台","1"
"決まっていない","0","2個","0個","0","2620038","0","0","1個","1"
"肩すかし","0","肩ぐるま","肩たたき","0","2620040","0","0","肩落とし","1"
"ペナルティボックス","0","フェイスオフボックス","ダメージボックス","0","2620041","0","0","ファールボックス","1"
"ロデオ","0","マタドール","闘牛","0","2620042","0","0","サンボ","1"
"リバウンド","0","インターセプト","スクリーン","0","2620044","0","0","スティール","1"
"ブレイクショット","0","タイガーショット","オープンショット","0","2620045","0","0","スナップショット","1"
"スプリット","0","スープレックス","ストリップ","0","2620046","0","0","スリップオン","1"
"走幅跳","0","走高跳","棒高跳","0","2620048","0","0","三段跳","1"
"短距離走","0","駅伝","中距離走","0","2620049","0","0","長距離走","1"
"スキップ","0","ディスコ","ダンス","0","2620050","0","0","ワルツ","1"
"交差跳び","0","駆け足跳び","綾跳び","0","2620051","0","0","二重跳び","1"
"42.195km","0","4.2195km","421.95km","0","2620054","0","0","4219.5km","1"
"ファール","0","フライ","ホームラン","0","2620057","0","0","バント","1"
"ホールインワン","0","バンカー","最優秀ゴルファー","0","2620058","0","0","池ポチャ","1"
"捨て身技","0","逆転技","ダメ元技","0","2620059","0","0","一か八か技","1"
"テストマッチ","0","リハーサルマッチ","チャレンジマッチ","0","2620060","0","0","プレマッチ","1"
"ビリヤード","0","卓球","ダーツ","0","2620061","0","0","ボウリング","1"
"ラップバトル","0","なぞなぞ","しりとり","0","2621001","0","0","じゃんけん","1"
"インジェクション","0","エレベーション","オーバーレイ","0","2621002","0","0","デストラクション","1"
"グレートトゥンヌス","0","テンタパス","ネプテリオン","0","2621003","0","0","島クジラ","1"
"アルティマスアヴァロン","0","デュアリティアヴァロン","ナンバーズアヴァロン","0","2621004","0","0","ブルートゥスアヴァロン","1"
"ディバインレイン","0","オーロラ・サンクチュアリ","超全力全開☆プリンセスストライク","0","2621005","0","0","アビスエンドバースト","1"
"二塁打","0","アウト","ファウル","0","2630001","0","0","本塁打","1"
"70センチメートル","0","100センチメートル","80センチメートル","0","2630002","0","0","90センチメートル","1"
"ラシャ","0","シシャ","ムシャ","0","2630004","0","0","バシャ","1"
"クリンチ","0","テンプル","アッパー","0","2630006","0","0","キドニー","1"
"盗まれないように","0","安く作れるため","足の動きを際立たせるため","0","2630007","0","0","気合が入るため","1"
"外道","0","狙外","外魚","0","2630008","0","0","本命外","1"
"ゆがけ","0","むがけ","やがけ","0","2630009","0","0","よがけ","1"
"ラボーナ","0","シャペウ","エラシコ","0","2630010","0","0","ティキタカ","1"
"黄","0","黒","青","0","2630011","0","0","赤","1"
"17階級","0","18階級","15階級","0","2630012","0","0","16階級","1"
"オープンフレーム","0","メガネフレーム","クローズフレーム","0","2630013","0","0","ロストフレーム","1"
"16枚","0","20枚","12枚","0","2630014","0","0","8枚","1"
"40mm","0","60mm","30mm","0","2630015","0","0","50mm","1"
"45cm","0","75cm","30cm","0","2630016","0","0","60cm","1"
"23.72メートル","0","38.72メートル","15.72メートル","0","2630017","0","0","31.72メートル","1"
"赤と白","0","白と黒","赤と青","0","2630019","0","0","赤と黒","1"
"キャント","0","チャント","シャウト","0","2630021","0","0","チュート","1"
"ビバーク","0","リペリング","グリセード","0","2630022","0","0","トレッキング","1"
"9人","0","7人","8人","0","2630025","0","0","10人","1"
"スローイン","0","ペナルティーキック","コーナーキック","0","2630026","0","0","ゴールキック","1"
"横綱","0","控え力士","行事","0","2630027","0","0","お客さん","1"
"オフショア","0","アウトショア","オンショア","0","2630028","0","0","インショア","1"
"バスター","0","バスサー","バスラー","0","2630029","0","0","バスカー","1"
"赤","0","茶","白","0","2630030","0","0","黒","1"
"段違い平行棒","0","平均台","跳馬","0","2630031","0","0","床","1"
"乱取り","0","手取り","面取り","0","2630035","0","0","舵取り","1"
"水入り","0","嫁入り","中入り","0","2630037","0","0","肝入り","1"
"10cm","0","70cm","30cm","0","2630038","0","0","50cm","1"
"20kg","0","3kg","5kg","0","2630040","0","0","10kg","1"
"バスケットボール","0","水球","サッカー","0","2630043","0","0","ハンドボール","1"
"4人","0","3人","8人","0","2630044","0","0","5人","1"
"ロフトボール","0","スローボール","ロストボール","0","2630045","0","0","ポートボール","1"
"サード","0","セカンド","ファースト","0","2630046","0","0","ショ―ト","1"
"ノーズ","0","テール","デッキ","0","2630048","0","0","ボトム","1"
"ともえ戦","0","はなこ戦","まりえ戦","0","2630049","0","0","あかね戦","1"
"バンキング","0","ハッキング","ビンキング","0","2630051","0","0","シンキング","1"
"キスショット","0","マスショット","ミスショット","0","2630052","0","0","パスショット","1"
"5点","0","10点","1点","0","2630053","0","0","2点","1"
"ローブロー","0","レッグブロー","アンダーロー","0","2630054","0","0","ダウンブロー","1"
"ケルン","0","ミルン","カラン","0","2630055","0","0","ベルン","1"
"ブーム","0","ボード","セール","0","2630056","0","0","ジョイント","1"
"ラグビー","0","バスケットボール","サッカー","0","2630058","0","0","バレーボール","1"
"スケルトン","0","ボブスレー","リュージュ","0","2630059","0","0","バイアスロン","1"
"Cカード","0","Dカード","Aカード","0","2630060","0","0","Bカード","1"
"ポケット","0","バゲット","ナゲット","0","2630061","0","0","ソケット","1"
"ブラストファング","0","ダイヤモンドファング","フロストファング","0","2631001","0","0","バーストファング","1"
"海神の杖","0","激波の拳","嵐撃の槍","0","2631002","0","0","雷撃の槍","1"
"ドラゴンズテイル","0","ドラゴンズウィング","ドラゴンズデッドボール","0","2631003","0","0","ドラゴンズシザー","1"
"ボートレース","0","ビーチベースボール","ビーチボール","0","2631004","0","0","ビーチフラッグ","1"
"七界覇王晦冥喝破之装","0","七海覇者晦冥喝破之装","七界究極晦冥喝破之装","0","2631005","0","0","大海帝王晦冥喝破之装","1"
