427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8
"","","","","4","100411","1009807","","0","","1009807164"
"","1","","","3","100411","1009807","0.2","lsv_run","","1009807165"
"0.8","-220","","0","2","100411","1009807","","750","","1009807166"
"","","","","4","103611","1009807","","0","","1009807167"
"","1","","","3","103611","1009807","0.2","lsv_run","","1009807168"
"0.8","-250","","0","2","103611","1009807","","850","","1009807169"
"","","","","93","0.6","1009807","","","","1009807170"
"1","1","0","0","6","102011","1009807","0.2","1","","1009807171"
"1","1","0","0","6","100411","1009807","0.2","1","","1009807172"
"1","1","0","0","6","103611","1009807","0.2","1","","1009807173"
"","","","","91","0","1009807","","","","1009807174"
"-700","101","0","-220","1","1","1009808","1.95","100411","lsv_idle_normal","1009808001"
"-550","100","0","-235","1","1","1009808","1.95","102011","lsv_idle_normal","1009808002"
"-800","102","0","-250","1","1","1009808","1.95","103611","lsv_idle_normal","1009808003"
"0","0","0","0","5","1","1009808","1","333","lsv_white_loop","1009808004"
"1","1","0","0","6","333","1009808","0","1","","1009808005"
"110","-630","","1.3","31","3","1009808","0","13","","1009808006"
"1","1","0","0","6","100411","1009808","0","1","","1009808007"
"1","1","0","0","6","102011","1009808","0","1","","1009808008"
"1","1","0","0","6","103611","1009808","0","1","","1009808009"
"","","","","93","1","1009808","","0","","1009808010"
"1","1","0","0.4","6","333","1009808","0.8","1","","1009808011"
"","1","","","3","100411","1009808","0.2","lsv_walk_glad","","1009808012"
"2","-220","","0","2","100411","1009808","","-100","","1009808013"
"1","1","0","1","6","100411","1009808","0.4","1","","1009808014"
"","1","","","3","102011","1009808","0.2","lsv_walk_glad2","","1009808015"
"2.2","-235","","0","2","102011","1009808","","100","","1009808016"
"1","1","0","1","6","102011","1009808","0.4","1","","1009808017"
"","1","","","3","103611","1009808","0.2","lsv_walk_glad","","1009808018"
"2","-250","","0","2","103611","1009808","","-270","","1009808019"
"1","1","0","1","6","103611","1009808","0.4","1","","1009808020"
"","","","","32","13","1009808","","1","","1009808021"
"2","110","","0","33","13","1009808","","-180","","1009808022"
"","","","","93","2","1009808","","","","1009808023"
"","","","","32","13","1009808","","0","","1009808024"
"","1","","","3","100411","1009808","0.2","lsv_idle_normal","","1009808025"
"","1","","","3","103611","1009808","0.2","lsv_idle_normal","","1009808026"
"","","","","93","0.2","1009808","","","","1009808027"
"","","","","4","102011","1009808","","1","","1009808028"
"","1","","","3","102011","1009808","0.2","lsv_idle_normal","","1009808029"
"","","","","93","0.5","1009808","","","","1009808030"
"","0.5","0","","12","100411","1009808","0","10","","1009808031"
"lsv_idle_normal","0","0.2","1","3","100411","1009808","0","lsv_smile2","","1009808032"
"","0.5","0","","12","102011","1009808","0","10","","1009808033"
"lsv_idle_normal","0","0.2","1","3","102011","1009808","0","lsv_smile2","","1009808034"
"","0.5","0","","12","103611","1009808","0","10","","1009808035"
"lsv_idle_normal","0","0.2","1","3","103611","1009808","0","lsv_smile2","","1009808036"
"","","","","93","1.5","1009808","","","","1009808037"
"","","","","4","102011","1009808","","0","","1009808038"
"","1","","","3","102011","1009808","0.2","lsv_walk","","1009808039"
"1","-235","","0","2","102011","1009808","","200","","1009808040"
"","","","","93","1","1009808","","","","1009808041"
"","1","","","3","102011","1009808","0.2","lsv_idle_normal","","1009808042"
"","","","","93","0","1009808","","","","1009808043"
"","","","","4","102011","1009808","","1","","1009808044"
"","","","","93","0.6","1009808","","","","1009808045"
"lsv_talk_arm_crossed_loop_joy","0","0.2","1","3","100411","1009808","0","lsv_talk_arm_crossed_joy","","1009808046"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0821","","1009808047"
"1","10","0","1","11","100411","1009808","0","ニャットちゃん\nおっきくてかわいかったねー！","0","1009808048"
"","","","","91","0","1009808","","","","1009808049"
"","1","","","3","100411","1009808","0.2","lsv_idle_arm_crossed_joy","","1009808050"
"","1","","","3","102011","1009808","0.2","lsv_talk_memory_dere2","","1009808051"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0822","","1009808052"
"1","10","0","1","11","102011","1009808","0","うんっ♪\nそれにとってもやさしくて…\nとってもフワフワ♪","0","1009808053"
"","","","","91","0","1009808","","","","1009808054"
"","1","","","3","102011","1009808","0.2","lsv_idle_memory","","1009808055"
"","1","","","3","103611","1009808","0.2","lsv_talk_thinking_joyR","","1009808056"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0823","","1009808057"
"1","10","0","1","11","103611","1009808","0","シオリさんもやさしくて、\n協力してもらえることも\nわかったし…いい日だったよ。","0","1009808058"
"","","","","91","0","1009808","","","","1009808059"
"","1","","","3","103611","1009808","0.2","lsv_idle_normal","","1009808060"
"","1","","","3","102011","1009808","0.2","lsv_idle_normal","","1009808061"
"lsv_talk_cool_normal2_loop","0","0.2","1","3","100411","1009808","0","lsv_talk_cool_normal2","","1009808062"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0824","","1009808063"
"1","10","0","1","11","100411","1009808","0","この調子でみゅ～ちゃんと\nいろんなところに行って、\nいろんな遊びをしようよ！","0","1009808064"
"","","","","91","0","1009808","","","","1009808065"
"","1","","","3","100411","1009808","0.2","lsv_idle_cool_joy","","1009808066"
"lsv_talk_doya_anger_loop","0","0.2","1","3","103611","1009808","0","lsv_talk_doya","","1009808067"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0825","","1009808068"
"1","10","0","1","11","103611","1009808","0","うん！\n…あっ。観察するのも\n忘れないようにねっ？","0","1009808069"
"","","","","91","0","1009808","","","","1009808070"
"","1","","","3","103611","1009808","0.2","lsv_idle_doya","","1009808071"
"","1","","","3","100411","1009808","0.2","lsv_talk_bitter","","1009808072"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0826","","1009808073"
"1","10","0","1","11","100411","1009808","0","も、もちろんだって～！\nあはははは～","0","1009808074"
"","","","","91","0","1009808","","","","1009808075"
"","1","","","3","100411","1009808","0.2","lsv_idle_bitter","","1009808076"
"","1","","","3","102011","1009808","0.2","lsv_talk_surprise_talkjoy","","1009808077"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0827","","1009808078"
"1","10","0","1","11","102011","1009808","0","ねえねえ、おにいちゃんっ♪\nみゅ～ちゃんとなかよしになって\nくれる子、もっと知ってる？","0","1009808079"
"","","","","91","0","1009808","","","","1009808080"
"","1","","","3","102011","1009808","0.2","lsv_idle_surprise_joy","","1009808081"
"lsv_look_idle_normal","0","0.2","1","3","100411","1009808","0","lsv_choice","","1009808082"
"lsv_look_idle_normal","0","0.2","1","3","102011","1009808","0","lsv_choice","","1009808083"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009808","0","lsv_choice","","1009808084"
"","","","","93","0.1","1009808","","0","","1009808085"
"0.33","-220","0.2","2","2","100411","1009808","","-420","","1009808086"
"0.33","-235","0.2","2","2","102011","1009808","","452","","1009808087"
"0.33","-250","0.2","2","2","103611","1009808","","-545","","1009808088"
"","1","","","22","0","1009808","0.2","0","","1009808089"
"","0","","","103","牧場の牛たち。","1009808","","1009808093","","1009808090"
"","0","","","103","ぷうきち。","1009808","","1009808117","","1009808091"
"","0","","","103","ラーゴ。","1009808","","1009808141","","1009808092"
"lsv_idle_normal","0","0.2","1","3","100411","1009808","0","lsv_choice","","1009808093"
"lsv_idle_normal","0","0.2","1","3","102011","1009808","0","lsv_choice","","1009808094"
"lsv_idle_normal","0","0.2","1","3","103611","1009808","0","lsv_choice","","1009808095"
"","","","","93","0.1","1009808","","0","","1009808096"
"0.33","-220","0.2","2","2","100411","1009808","","-100","","1009808097"
"0.33","-235","0.2","2","2","102011","1009808","","200","","1009808098"
"0.33","-250","0.2","2","2","103611","1009808","","-270","","1009808099"
"","","","","93","0.7","1009808","","0","","1009808100"
"","1","","","3","103611","1009808","0.2","lsv_talk_thinking_joyR","","1009808101"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0828","","1009808102"
"1","10","0","1","11","103611","1009808","0","なるほど…いい案ですね。\n牧場の牛さんなら、\n人にも慣れていそうですし。","0","1009808103"
"","","","","91","0","1009808","","","","1009808104"
"","1","","","3","103611","1009808","0.2","lsv_idle_thinking_joy1","","1009808105"
"","1","","","3","102011","1009808","0.2","lsv_talk_wish_joy","","1009808106"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0829","","1009808107"
"1","10","0","1","11","102011","1009808","0","きっと、みゅ～ちゃんにも\n優しくしてくれるよね♪","0","1009808108"
"","","","","91","0","1009808","","","","1009808109"
"","1","","","3","102011","1009808","0.2","lsv_idle_wish_joy","","1009808110"
"","1","","","3","100411","1009808","0.2","lsv_talk_normal","","1009808111"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0830","","1009808112"
"1","10","0","1","11","100411","1009808","0","牧場だったら\nシオリねえちゃんもいるから\n安心だしね！","0","1009808113"
"","","","","91","0","1009808","","","","1009808114"
"","1","","","3","100411","1009808","0.2","lsv_idle_normal","","1009808115"
"","","","","101","1009808166","1009808","","","","1009808116"
"lsv_idle_normal","0","0.2","1","3","100411","1009808","0","lsv_choice","","1009808117"
"lsv_idle_normal","0","0.2","1","3","102011","1009808","0","lsv_choice","","1009808118"
"lsv_idle_normal","0","0.2","1","3","103611","1009808","0","lsv_choice","","1009808119"
"","","","","93","0.1","1009808","","0","","1009808120"
"0.33","-220","0.2","2","2","100411","1009808","","-100","","1009808121"
"0.33","-235","0.2","2","2","102011","1009808","","200","","1009808122"
"0.33","-250","0.2","2","2","103611","1009808","","-270","","1009808123"
"","","","","93","0.7","1009808","","0","","1009808124"
"","1","","","3","102011","1009808","0.2","lsv_talk_joy3_blink","","1009808125"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0831","","1009808126"
"1","10","0","1","11","102011","1009808","0","アヤネちゃんのおともだちの？\nぷうきちさんなら、\nきっとなかよくしてくれるね♪","0","1009808127"
"","","","","91","0","1009808","","","","1009808128"
"","1","","","3","102011","1009808","0.2","lsv_idle_joy","","1009808129"
"","1","","","3","103611","1009808","0.2","lsv_talk_surprise","","1009808130"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0832","","1009808131"
"1","10","0","1","11","103611","1009808","0","アヤネさんなら、心配は\nいらないですね……不思議な\n子には慣れてるでしょうし。","0","1009808132"
"","","","","91","0","1009808","","","","1009808133"
"","1","","","3","103611","1009808","0.2","lsv_idle_surprise","","1009808134"
"","1","","","3","100411","1009808","0.2","lsv_talk_thinking_talkR","","1009808135"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0833","","1009808136"
"1","10","0","1","11","100411","1009808","0","考えてみれば、\nぷうきちもぷうきちで\nふしぎだもんね…","0","1009808137"
"","","","","91","0","1009808","","","","1009808138"
"","1","","","3","100411","1009808","0.2","lsv_idle_thinking_joy1","","1009808139"
"","","","","101","1009808166","1009808","","","","1009808140"
"lsv_idle_normal","0","0.2","1","3","100411","1009808","0","lsv_choice","","1009808141"
"lsv_idle_normal","0","0.2","1","3","102011","1009808","0","lsv_choice","","1009808142"
"lsv_idle_normal","0","0.2","1","3","103611","1009808","0","lsv_choice","","1009808143"
"","","","","93","0.1","1009808","","0","","1009808144"
"0.33","-220","0.2","2","2","100411","1009808","","-100","","1009808145"
"0.33","-235","0.2","2","2","102011","1009808","","200","","1009808146"
"0.33","-250","0.2","2","2","103611","1009808","","-270","","1009808147"
"","","","","93","0.7","1009808","","0","","1009808148"
"","1","","","3","100411","1009808","0.2","lsv_talk_surprise2","","1009808149"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0834","","1009808150"
"1","10","0","1","11","100411","1009808","0","ええっ、ドラゴン！？\nドラゴンって、あの？","0","1009808151"
"","","","","91","0","1009808","","","","1009808152"
"","1","","","3","100411","1009808","0.2","lsv_idle_surprise","","1009808153"
"","1","","","3","102011","1009808","0.2","lsv_talk_normal_suprise1","","1009808154"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0835","","1009808155"
"1","10","0","1","11","102011","1009808","0","すごい魔物さんと\nなかよしの人がいるんだね～","0","1009808156"
"","","","","91","0","1009808","","","","1009808157"
"","1","","","3","102011","1009808","0.2","lsv_idle_normal","","1009808158"
"","1","","","3","103611","1009808","0.2","lsv_talk_sad","","1009808159"
"0","0","","","21","vo_lsv","1009808","","vo_lsv_0836","","1009808160"
"1","10","0","1","11","103611","1009808","0","き、危険な感じがしますね…\nちょっと、その人については\nその…検討、してみましょう。","0","1009808161"
"","","","","91","0","1009808","","","","1009808162"
"","1","","","3","103611","1009808","0.2","lsv_idle_sad","","1009808163"
"","1","","","3","100411","1009808","0.2","lsv_idle_surprise_talkR1","","1009808164"
"","","","","101","1009808166","1009808","","","","1009808165"
"","","","","91","0","1009808","","","","1009808166"
"","","","","102","","1009808","","","","1009808167"
"","","","","22","0","1009808","","0.2","","1009808168"
"","","","","93","0.2","1009808","","","","1009808169"
"0","1","0","0","12","102011","1009808","0","7","0","1009808170"
"","1","","","3","102011","1009808","0.2","lsv_talk_surprise_kira","","1009808171"
"","","","","93","3","1009808","","0","","1009808172"
"","1","","","3","102011","1009808","0.2","lsv_idle_surprise","","1009808173"
"0","1","0","0","12","100411","1009808","0","5","0","1009808174"
"","1","","","3","100411","1009808","0.2","lsv_talk_wish_surprise","","1009808175"
"","","","","93","3","1009808","","0","","1009808176"
"","1","","","3","100411","1009808","0.2","lsv_idle_wish","","1009808177"
"0","1","0","0","12","103611","1009808","0","1","0","1009808178"
"","1","","","3","103611","1009808","0.2","lsv_talk_normal_sad","","1009808179"
"","","","","93","3","1009808","","0","","1009808180"
"","1","","","3","103611","1009808","0.2","lsv_idle_normal","","1009808181"
"","","","","101","1009808170","1009808","","","","1009808182"
"1","1","0","0","6","333","1009808","1","1","","1009808183"
"","","","","4","100411","1009808","","1","","1009808184"
"","1","","","3","100411","1009808","0.2","lsv_run","","1009808185"
"0.8","-220","","0","2","100411","1009808","","-750","","1009808186"
"","","","","4","102011","1009808","","0","","1009808187"
"","1","","","3","102011","1009808","0.2","lsv_run","","1009808188"
"0.8","-235","","0","2","102011","1009808","","750","","1009808189"
"","","","","4","103611","1009808","","1","","1009808190"
"","1","","","3","103611","1009808","0.2","lsv_run","","1009808191"
"0.8","-250","","0","2","103611","1009808","","-850","","1009808192"
"","","","","93","0.6","1009808","","","","1009808193"
"1","1","0","0","6","100411","1009808","0.2","1","","1009808194"
"1","1","0","0","6","102011","1009808","0.2","1","","1009808195"
"1","1","0","0","6","103611","1009808","0.2","1","","1009808196"
"","","","","91","0","1009808","","","","1009808197"
"-750","102","0","-235","1","1","1009809","1.95","103611","lsv_idle_normal","1009809001"
"650","100","1","-220","1","1","1009809","1.95","102011","lsv_idle_normal","1009809002"
"750","101","1","-250","1","1","1009809","1.95","100411","lsv_idle_normal","1009809003"
"0","0","0","0","5","1","1009809","1","333","lsv_white_loop","1009809004"
"1","1","0","0","6","333","1009809","0","1","","1009809005"
"1","1","0","0","6","103611","1009809","0","1","","1009809006"
"1","1","0","0","6","102011","1009809","0","1","","1009809007"
"1","1","0","0","6","100411","1009809","0","1","","1009809008"
"0","0","","","7","103611","1009809","","2","","1009809009"
"0.5","-235","","0","2","103611","1009809","","-750","","1009809010"
"10","-140","","0.8","31","2","1009809","0","16","","1009809011"
"0","0","","","34","16","1009809","","2","","1009809012"
"","","","","93","1","1009809","","0","","1009809013"
"1","1","0","0.4","6","333","1009809","0.8","1","","1009809014"
"lsv_see_sad","0","0","1","3","103611","1009809","0.2","lsv_see_sad_pre","","1009809015"
"1.1","-235","","0","2","103611","1009809","","-600","","1009809016"
"1","1","0","1","6","103611","1009809","0.4","1","","1009809017"
"","","","","93","1","1009809","","","","1009809018"
"","","","","32","16","1009809","","1","","1009809019"
"","","","","91","0","1009809","","","","1009809020"
"0","260","","80","94","103611","1009809","","240","","1009809021"
"","","","","32","16","1009809","","0","","1009809022"
"","1","0","","12","103611","1009809","0","1","","1009809023"
"0","2","","","7","103611","1009809","","0","","1009809024"
"","1","","","3","103611","1009809","0.2","lsv_walk_sad","","1009809025"
"2","-235","","0","2","103611","1009809","","-250","","1009809026"
"","1","","","3","102011","1009809","0.2","lsv_walk","","1009809027"
"2","-220","","0","2","102011","1009809","","100","","1009809028"
"1","1","0","1","6","102011","1009809","0.4","1","","1009809029"
"","1","","","3","100411","1009809","0.2","lsv_walk_talkR","","1009809030"
"2","-250","","0","2","100411","1009809","","270","","1009809031"
"1","1","0","1","6","100411","1009809","0.4","1","","1009809032"
"","","","","93","2","1009809","","","","1009809033"
"","1","","","3","103611","1009809","0.2","lsv_idle_normal","","1009809034"
"","1","","","3","102011","1009809","0.2","lsv_idle_normal","","1009809035"
"","1","","","3","100411","1009809","0.2","lsv_idle_sad","","1009809036"
"","","","","93","0.5","1009809","","","","1009809037"
"","","","","91","0","1009809","","","","1009809038"
"","1","","","3","100411","1009809","0.2","lsv_talk_sad","","1009809039"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0921","","1009809040"
"1","10","0","1","11","100411","1009809","0","今日は…\nいろんなことがあったね。","0","1009809041"
"","","","","91","0","1009809","","","","1009809042"
"","1","","","3","100411","1009809","0.2","lsv_idle_sad","","1009809043"
"","1","","","3","102011","1009809","0.2","lsv_talk_wish_nervous","","1009809044"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0922","","1009809045"
"1","10","0","1","11","102011","1009809","0","うん…\nでも、みゅ～ちゃんのこと\n助けられてよかったよ。","0","1009809046"
"","","","","91","0","1009809","","","","1009809047"
"","1","","","3","102011","1009809","0.2","lsv_idle_wish_nervous","","1009809048"
"","1","","","3","100411","1009809","0.2","lsv_talk_sad","","1009809049"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0923","","1009809050"
"1","10","0","1","11","100411","1009809","0","…ちょっとだけ、\n小さくなっちゃってるけどね。","0","1009809051"
"","","","","91","0","1009809","","","","1009809052"
"","1","","","3","100411","1009809","0.2","lsv_idle_sad","","1009809053"
"","1","","","3","102011","1009809","0.2","lsv_talk_sad","","1009809054"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0924","","1009809055"
"1","10","0","1","11","102011","1009809","0","…うん。","0","1009809056"
"","","","","91","0","1009809","","","","1009809057"
"","1","","","3","102011","1009809","0.2","lsv_idle_normal","","1009809058"
"","1","","","3","100411","1009809","0.2","lsv_idle_normal_talkR","","1009809059"
"","1","","","3","103611","1009809","0.2","lsv_talk_thinking","","1009809060"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0925","","1009809061"
"1","10","0","1","11","103611","1009809","0","…みゅ～ちゃんが\nどんな生き物なのか、\nずっと不思議だったけど…","0","1009809062"
"","","","","91","0","1009809","","","","1009809063"
"","1","","","3","103611","1009809","0.2","lsv_idle_thinking","","1009809064"
"","1","","","3","100411","1009809","0.2","lsv_talk_normal_suprise1","","1009809065"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0926","","1009809066"
"1","10","0","1","11","100411","1009809","0","やっとわかったね。\nでも、ちょっとだけ…\nううん、すごくびっくりだよ。","0","1009809067"
"","","","","91","0","1009809","","","","1009809068"
"","1","","","3","100411","1009809","0.2","lsv_idle_normal_talkR","","1009809069"
"","1","","","3","103611","1009809","0.2","lsv_talk_thinking_anger","","1009809070"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0927","","1009809071"
"1","10","0","1","11","103611","1009809","0","幸福を呼ぶ生き物…\nそれがみゅ～ちゃんなんだね。","0","1009809072"
"","","","","91","0","1009809","","","","1009809073"
"","1","","","3","103611","1009809","0.2","lsv_idle_sad","","1009809074"
"","1","","","3","102011","1009809","0.2","lsv_talk_sad","","1009809075"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0928","","1009809076"
"1","10","0","1","11","102011","1009809","0","ミミたち…\nこれから、どうすれば\nいいのかなぁ？","0","1009809077"
"","","","","91","0","1009809","","","","1009809078"
"","1","","","3","102011","1009809","0.2","lsv_idle_normal","","1009809079"
"","1","","","3","100411","1009809","0.2","lsv_talk_anger_dead","","1009809080"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0929","","1009809081"
"1","10","0","1","11","100411","1009809","0","…わかんない。","0","1009809082"
"","","","","91","0","1009809","","","","1009809083"
"","1","","","3","100411","1009809","0.2","lsv_idle_anger_sad","","1009809084"
"","1","","","3","103611","1009809","0.2","lsv_talk_normal_sad","","1009809085"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0930","","1009809086"
"1","10","0","1","11","103611","1009809","0","急にいろいろなことが\n起こったもんね。\n…落ち着かなくて当然だよ。","0","1009809087"
"","","","","91","0","1009809","","","","1009809088"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0931","","1009809089"
"1","10","0","1","11","103611","1009809","0","とにかく、今日は休もう。\nこれからのことは、また明日\n考えようよ。","0","1009809090"
"","","","","91","0","1009809","","","","1009809091"
"","1","","","3","103611","1009809","0.2","lsv_idle_normal","","1009809092"
"lsv_idle_normal_sad","0","0.2","1","3","100411","1009809","0","lsv_agree_sad","","1009809093"
"lsv_idle_normal_sad","0","0.2","1","3","102011","1009809","0","lsv_agree_sad","","1009809094"
"0","0","","","21","vo_lsv","1009809","","vo_lsv_0932","","1009809095"
"1","10","0","1","11","100411","1009809","0","…うんっ。","0","1009809096"
"1","10","0","1","11","102011","1009809","0","…うんっ。","0","1009809097"
"","","","","91","0","1009809","","","","1009809098"
"","1","","","22","0","1009809","0.2","0","","1009809099"
"","","","","102","","1009809","","","","1009809100"
"","","","","93","0.2","1009809","","","","1009809101"
"0","1","0","0","12","103611","1009809","0","1","0","1009809102"
"","1","","","3","103611","1009809","0.2","lsv_talk_normal_sad","","1009809103"
"","","","","93","3","1009809","","0","","1009809104"
"","1","","","3","103611","1009809","0.2","lsv_idle_normal","","1009809105"
"0","1","0","0","12","102011","1009809","0","2","0","1009809106"
"","1","","","3","102011","1009809","0.2","lsv_talk_bitter","","1009809107"
"","","","","93","3","1009809","","0","","1009809108"
"","1","","","3","102011","1009809","0.2","lsv_idle_sad_normal","","1009809109"
"0","1","0","0","12","100411","1009809","0","4","0","1009809110"
"","1","","","3","100411","1009809","0.2","lsv_idle_anger_sad","","1009809111"
"","","","","93","3","1009809","","0","","1009809112"
"","1","","","3","100411","1009809","0.2","lsv_idle_normal_sad","","1009809113"
"","","","","101","1009809102","1009809","","","","1009809114"
"1","1","0","0","6","333","1009809","1","1","","1009809115"
"","","","","4","103611","1009809","","1","","1009809116"
"","1","","","3","103611","1009809","0.2","lsv_run_sad","","1009809117"
"0.8","-235","","0","2","103611","1009809","","-750","","1009809118"
"","","","","4","102011","1009809","","0","","1009809119"
"","1","","","3","102011","1009809","0.2","lsv_run_sad","","1009809120"
"0.8","-220","","0","2","102011","1009809","","750","","1009809121"
"","","","","4","100411","1009809","","0","","1009809122"
"","1","","","3","100411","1009809","0.2","lsv_run_sad","","1009809123"
"0.8","-250","","0","2","100411","1009809","","850","","1009809124"
"","","","","93","0.6","1009809","","","","1009809125"
"1","1","0","0","6","103611","1009809","0.2","1","","1009809126"
"1","1","0","0","6","102011","1009809","0.2","1","","1009809127"
"1","1","0","0","6","100411","1009809","0.2","1","","1009809128"
"","","","","91","0","1009809","","","","1009809129"
"-650","102","0","-235","1","1","1009810","1.95","100411","lsv_idle_normal","1009810001"
"650","100","1","-220","1","1","1009810","1.95","102011","lsv_idle_normal","1009810002"
"750","101","1","-250","1","1","1009810","1.95","103611","lsv_idle_normal","1009810003"
"0","0","0","0","5","1","1009810","1","333","lsv_white_loop","1009810004"
"1","1","0","0","6","333","1009810","0","1","","1009810005"
"1","1","0","0","6","100411","1009810","0","1","","1009810006"
"1","1","0","0","6","102011","1009810","0","1","","1009810007"
"1","1","0","0","6","103611","1009810","0","1","","1009810008"
"","","","","93","1","1009810","","0","","1009810009"
"1","1","0","0.4","6","333","1009810","0.8","1","","1009810010"
"","1","","","3","100411","1009810","0.2","lsv_walk","","1009810011"
"2","-235","","0","2","100411","1009810","","-200","","1009810012"
"1","1","0","1","6","100411","1009810","0.4","1","","1009810013"
"","1","","","3","102011","1009810","0.2","lsv_walk","","1009810014"
"2","-220","","0","2","102011","1009810","","100","","1009810015"
"1","1","0","1","6","102011","1009810","0.4","1","","1009810016"
"","1","","","3","103611","1009810","0.2","lsv_walk","","1009810017"
"2","-250","","0","2","103611","1009810","","270","","1009810018"
"1","1","0","1","6","103611","1009810","0.4","1","","1009810019"
"","","","","93","2","1009810","","0","","1009810020"
"","1","","","3","100411","1009810","0.2","lsv_idle_normal","","1009810021"
"","1","","","3","102011","1009810","0.2","lsv_idle_normal","","1009810022"
"","1","","","3","103611","1009810","0.2","lsv_idle_normal","","1009810023"
"","","","","93","0.6","1009810","","0","","1009810024"
"lsv_talk_guts2_anger_loop","0","0.2","1","3","103611","1009810","0","lsv_talk_guts2_anger","","1009810025"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1021","","1009810026"
"1","10","0","1","11","103611","1009810","0","…ここまで来たら、\n最後まで責任を持って\nちゃんと帰してあげよう。","0","1009810027"
"","","","","91","0","1009810","","","","1009810028"
"","1","","","3","103611","1009810","0.2","lsv_idle_guts2_anger","","1009810029"
"","1","","","3","102011","1009810","0.2","lsv_talk_joy3_dere","","1009810030"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1022","","1009810031"
"1","10","0","1","11","102011","1009810","0","…そうだよね。\nみんなで決めたんだもん。","0","1009810032"
"","","","","91","0","1009810","","","","1009810033"
"","1","","","3","102011","1009810","0.2","lsv_idle_sad_joynormal","","1009810034"
"","1","","","3","100411","1009810","0.2","lsv_talk_thinking","","1009810035"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1023","","1009810036"
"1","10","0","1","11","100411","1009810","0","でも…\nその前にやることはあるよ。","0","1009810037"
"","","","","91","0","1009810","","","","1009810038"
"","1","","","3","100411","1009810","0.2","lsv_idle_normal","","1009810039"
"","1","","","3","102011","1009810","0.2","lsv_idle_normal","","1009810040"
"lsv_talk_guts2_loop","0","0.2","1","3","100411","1009810","0","lsv_talk_guts2","","1009810041"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1024","","1009810042"
"1","10","0","1","11","100411","1009810","0","みゅ～ちゃんを元気にしたり、\nあと特訓！\n向こうでも大丈夫なようにね♪","0","1009810043"
"","","","","91","0","1009810","","","","1009810044"
"","1","","","3","100411","1009810","0.2","lsv_idle_guts2_joy","","1009810045"
"lsv_talk_doya_loop","0","0.2","1","3","103611","1009810","0","lsv_talk_doya","","1009810046"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1025","","1009810047"
"1","10","0","1","11","103611","1009810","0","…まだまだ、\nやることはいっぱいだね。\n私たちも頑張らないと。","0","1009810048"
"","","","","91","0","1009810","","","","1009810049"
"","1","","","3","103611","1009810","0.2","lsv_idle_doya","","1009810050"
"lsv_talk_cool_joy_loop","0","0.2","1","3","100411","1009810","0","lsv_talk_cool_joy","","1009810051"
