21ee11d2b08f312fca3c948a9967ae8db8832f64d68150bbab49ce2cb807c9e3,47a6dc4701bf93c5c6f39f6e4e503da029f2bfab362f765d09711999b06ab169,259b749438990a290ff8eba7048fe84c5718fa167dfecbb5d4e5f857a2a94b8d,babcaa3163c34b17fa6f607796b3e4702879a0e5307bdf41d9b9ecdb54155932,857e8ee1c806dd91ab2a69583ab4547593aeed2e3fd3786e3cffe08685b02fd5,649cf31ffa54b458f3182c6bb4916966bfb02e7933018d54876476f99355c629,b400c37eb7e9cdd2f1bff3fa92d86b6e11c87380153b80f6f863f454eb8f95bf,f5a859b828d5183cf3bf2ad2f404237470e3682fd191e294a11ce34cae2b4f5d,4c063902401c69b9540cd0f24450124b95f8b8e8e4e4ad056a66b8ec6bbd7d7d,1647cb030d696c91be547715223123fdaa2bc10151393e3e8735d90311fb6f8c,ecc6812758b34d3210cd7757be48e766bfebdacb131ff5b6f4f922e40eec6876,0b614ab7d7d52b3324accb0212bd1bdc27d5588fd9a0fa9ccda5d7a45341bdde
"10109026","4","0","2023/01/16 12:00:00","1003","120902","2023/01/23 20:59:59","0","10109","0","0","5082408"
"10109027","4","5082002","2023/01/16 12:00:00","1003","120902","2023/01/23 20:59:59","0","10109","0","1","5082428"
"10109028","4","5082004","2023/01/16 12:00:00","1003","120902","2023/01/23 20:59:59","0","10109","0","1","5082448"
"10109029","4","5082005","2023/01/16 12:00:00","1003","120902","2023/01/23 20:59:59","0","10109","0","1","5082408"
"10109030","5","0","2023/01/16 12:00:00","1003","120701","2023/01/23 20:59:59","0","10109","0","0","5082409"
"10109031","5","5082002","2023/01/16 12:00:00","1003","120701","2023/01/23 20:59:59","0","10109","0","1","5082429"
"10109032","5","5082004","2023/01/16 12:00:00","1003","120701","2023/01/23 20:59:59","0","10109","0","1","5082449"
"10109033","5","5082005","2023/01/16 12:00:00","1003","120701","2023/01/23 20:59:59","0","10109","0","1","5082409"
"10109034","6","0","2023/01/16 12:00:00","1003","120801","2023/01/23 20:59:59","0","10109","0","0","5082410"
"10109035","6","5082002","2023/01/16 12:00:00","1003","120801","2023/01/23 20:59:59","0","10109","0","1","5082430"
"10109036","6","5082004","2023/01/16 12:00:00","1003","120801","2023/01/23 20:59:59","0","10109","0","1","5082450"
"10109037","6","5082005","2023/01/16 12:00:00","1003","120801","2023/01/23 20:59:59","0","10109","0","1","5082410"
"10109038","8","0","2023/01/16 12:00:00","1003","120801","2023/01/23 20:59:59","0","10109","0","0","5082411"
"10109039","8","5082002","2023/01/16 12:00:00","1003","120801","2023/01/23 20:59:59","0","10109","0","1","5082431"
"10109040","8","5082004","2023/01/16 12:00:00","1003","120801","2023/01/23 20:59:59","0","10109","0","1","5082451"
"10109041","8","5082005","2023/01/16 12:00:00","1003","120801","2023/01/23 20:59:59","0","10109","0","1","5082411"
"10110001","1011003","0","2023/01/31 12:00:00","1002","102901","2023/02/22 20:59:59","0","10110","1","0","5110442"
"10110002","2","0","2023/01/31 12:00:00","1003","106101","2023/02/22 20:59:59","0","10110","0","0","5110446"
"10110003","124901","0","2023/01/31 12:00:00","1004","124901","2023/02/22 20:59:59","0","10110","0","0","5110401"
"10110004","1011003","5110001","2023/01/31 12:00:00","1002","102901","2023/02/22 20:59:59","0","10110","1","1","5110402"
"10110005","2","5110001","2023/01/31 12:00:00","1003","106102","2023/02/22 20:59:59","0","10110","0","1","5110406"
"10110006","4","0","2023/01/31 12:00:00","1003","102901","2023/02/22 20:59:59","0","10110","0","0","5110407"
"10110007","7","0","2023/01/31 12:00:00","1003","106501","2023/02/22 20:59:59","0","10110","0","0","5110408"
"10110009","124901","5110005","2023/01/31 12:00:00","1004","124901","2023/02/22 20:59:59","0","10110","0","1","5110421"
"10110010","1011003","5110005","2023/01/31 12:00:00","1002","124801","2023/02/22 20:59:59","0","10110","1","1","5110422"
"10110011","2","5110005","2023/01/31 12:00:00","1003","125002","2023/02/22 20:59:59","0","10110","0","1","5110426"
"10110012","4","5110005","2023/01/31 12:00:00","1003","124801","2023/02/22 20:59:59","0","10110","0","1","5110427"
"10110013","7","5110005","2023/01/31 12:00:00","1003","124901","2023/02/22 20:59:59","0","10110","0","1","5110428"
"10111001","1011103","0","2023/02/07 12:00:00","1002","125002","2023/02/22 20:59:59","0","10111","1","0","5111402"
"10111002","10","0","2023/02/07 12:00:00","1003","125002","2023/02/22 20:59:59","0","10111","0","0","5111406"
"10111003","12","0","2023/02/07 12:00:00","1003","124801","2023/02/22 20:59:59","0","10111","0","0","5111407"
"10111004","17","0","2023/02/07 12:00:00","1003","124901","2023/02/22 20:59:59","0","10111","0","0","5111408"
"10111005","23","5111005","2023/02/07 12:00:00","1003","125001","2023/02/22 20:59:59","0","10111","0","1","5111411"
"10111006","1011103","5111004","2023/02/07 12:00:00","1002","125001","2023/02/22 20:59:59","0","10111","1","1","5111442"
"10111007","10","5111004","2023/02/07 12:00:00","1003","125001","2023/02/22 20:59:59","0","10111","0","1","5111446"
"10111008","1011103","5111005","2023/02/07 12:00:00","1002","125001","2023/02/22 20:59:59","0","10111","1","1","5111422"
"10111009","10","5111005","2023/02/07 12:00:00","1003","125001","2023/02/22 20:59:59","0","10111","0","1","5111426"
"10111010","12","5111005","2023/02/07 12:00:00","1003","124801","2023/02/22 20:59:59","0","10111","0","1","5111427"
"10111011","17","5111005","2023/02/07 12:00:00","1003","124901","2023/02/22 20:59:59","0","10111","0","1","5111428"
"10111012","0","5111005","2023/02/07 12:00:00","1003","125001","2023/02/22 20:59:59","0","10111","0","1","5111431"
"10112001","1011203","0","2023/02/09 12:00:00","1002","106401","2023/02/26 20:59:59","0","10112","1","0","5084402"
"10112002","10","0","2023/02/09 12:00:00","1001","106401","2023/02/26 20:59:59","0","10112","0","0","5084403"
"10112003","20","0","2023/02/09 12:00:00","1001","106001","2023/02/26 20:59:59","0","10112","0","0","5084404"
"10112004","30","0","2023/02/09 12:00:00","1001","105901","2023/02/26 20:59:59","0","10112","0","0","5084405"
"10112005","2","5084003","2023/02/09 12:00:00","1003","106001","2023/02/26 20:59:59","0","10112","0","1","5084406"
"10112006","3","5084003","2023/02/09 12:00:00","1003","105901","2023/02/26 20:59:59","0","10112","0","1","5084407"
"10112007","4","5084003","2023/02/09 12:00:00","1003","106401","2023/02/26 20:59:59","0","10112","0","1","5084408"
"10112008","1011203","5084003","2023/02/09 12:00:00","1002","106401","2023/02/26 20:59:59","0","10112","1","1","5084422"
"10112009","10","5084003","2023/02/09 12:00:00","1001","106401","2023/02/26 20:59:59","0","10112","0","1","5084423"
"10112010","20","5084003","2023/02/09 12:00:00","1001","106001","2023/02/26 20:59:59","0","10112","0","1","5084424"
"10112011","30","5084003","2023/02/09 12:00:00","1001","105901","2023/02/26 20:59:59","0","10112","0","1","5084425"
"10113001","121201","0","2023/02/14 12:00:00","1004","121201","2023/02/26 20:59:59","0","10113","0","0","5085401"
"10113002","1011303","0","2023/02/14 12:00:00","1002","121201","2023/02/26 20:59:59","0","10113","1","0","5085402"
"10113003","10","0","2023/02/14 12:00:00","1001","106001","2023/02/26 20:59:59","0","10113","0","0","5085403"
"10113004","20","0","2023/02/14 12:00:00","1001","105801","2023/02/26 20:59:59","0","10113","0","0","5085404"
"10113005","30","0","2023/02/14 12:00:00","1001","121201","2023/02/26 20:59:59","0","10113","0","0","5085405"
"10113006","7","5085005","2023/02/14 12:00:00","1003","121001","2023/02/26 20:59:59","0","10113","0","1","5085406"
"10113007","8","5085005","2023/02/14 12:00:00","1003","121101","2023/02/26 20:59:59","0","10113","0","1","5085407"
"10113008","9","5085005","2023/02/14 12:00:00","1003","121201","2023/02/26 20:59:59","0","10113","0","1","5085408"
"10113009","14","5085005","2023/02/14 12:00:00","1003","121001","2023/02/26 20:59:59","0","10113","0","1","5085411"
"10113010","1011303","5085004","2023/02/14 12:00:00","1002","121201","2023/02/26 20:59:59","0","10113","1","1","5085422"
"10113011","10","5085004","2023/02/14 12:00:00","1001","106001","2023/02/26 20:59:59","0","10113","0","1","5085423"
"10113012","20","5085004","2023/02/14 12:00:00","1001","105801","2023/02/26 20:59:59","0","10113","0","1","5085424"
"10113013","30","5085004","2023/02/14 12:00:00","1001","121201","2023/02/26 20:59:59","0","10113","0","1","5085425"
"10113014","1011303","5085005","2023/02/14 12:00:00","1002","121201","2023/02/26 20:59:59","0","10113","1","1","5085442"
"10113015","10","5085005","2023/02/14 12:00:00","1001","121101","2023/02/26 20:59:59","0","10113","0","1","5085443"
"10113016","20","5085005","2023/02/14 12:00:00","1001","121001","2023/02/26 20:59:59","0","10113","0","1","5085444"
"10113017","30","5085005","2023/02/14 12:00:00","1001","121201","2023/02/26 20:59:59","0","10113","0","1","5085445"
"10114001","1011403","0","2023/02/28 12:00:00","1002","104601","2023/03/14 20:59:59","0","10114","1","0","5114402"
"10114002","1011403","5114003","2023/02/28 12:00:00","1002","125101","2023/03/14 20:59:59","0","10114","1","1","5114422"
"10114003","2","0","2023/02/28 12:00:00","1003","104601","2023/03/14 20:59:59","0","10114","0","0","5114406"
"10114004","2","5114003","2023/02/28 12:00:00","1003","125101","2023/03/14 20:59:59","0","10114","0","1","5114426"
"10114005","4","5114003","2023/02/28 12:00:00","1003","125201","2023/03/14 20:59:59","0","10114","0","1","5114407"
"10114006","7","5114003","2023/02/28 12:00:00","1003","125101","2023/03/14 20:59:59","0","10114","0","1","5114408"
"10114007","10","5114004","2023/02/28 12:00:00","1003","125201","2023/03/14 20:59:59","0","10114","0","1","5114409"
"10114008","13","5114006","2023/02/28 12:00:00","1003","125201","2023/03/14 20:59:59","0","10114","0","1","5114410"
"10114009","15","0","2023/02/28 12:00:00","1003","105301","2023/03/14 20:59:59","0","10114","0","0","5114411"
"10114010","15","5114003","2023/02/28 12:00:00","1003","125201","2023/03/14 20:59:59","0","10114","0","1","5114431"
"10115001","1011503","0","2023/03/16 12:00:00","1002","105001","2023/03/23 20:59:59","0","10115","1","0","5088402"
"10115002","1011503","5088003","2023/03/16 12:00:00","1002","121401","2023/03/23 20:59:59","0","10115","1","1","5088422"
"10115003","1011503","5088005","2023/03/16 12:00:00","1002","121401","2023/03/23 20:59:59","0","10115","1","1","5088442"
"10115004","10","0","2023/03/16 12:00:00","1001","105001","2023/03/23 20:59:59","0","10115","0","0","5088403"
"10115005","10","5088003","2023/03/16 12:00:00","1001","121401","2023/03/23 20:59:59","0","10115","0","1","5088423"
"10115006","10","5088005","2023/03/16 12:00:00","1001","121401","2023/03/23 20:59:59","0","10115","0","1","5088443"
"10115007","20","0","2023/03/16 12:00:00","1001","102101","2023/03/23 20:59:59","0","10115","0","0","5088404"
"10115008","20","5088003","2023/03/16 12:00:00","1001","121301","2023/03/23 20:59:59","0","10115","0","1","5088424"
"10115009","20","5088005","2023/03/16 12:00:00","1001","121301","2023/03/23 20:59:59","0","10115","0","1","5088444"
"10115010","30","0","2023/03/16 12:00:00","1001","105001","2023/03/23 20:59:59","0","10115","0","0","5088405"
"10115011","30","5088003","2023/03/16 12:00:00","1001","121401","2023/03/23 20:59:59","0","10115","0","1","5088425"
"10115012","30","5088005","2023/03/16 12:00:00","1001","121401","2023/03/23 20:59:59","0","10115","0","1","5088445"
"10115013","2","0","2023/03/16 12:00:00","1003","105001","2023/03/23 20:59:59","0","10115","0","0","5088406"
"10115014","2","5088003","2023/03/16 12:00:00","1003","121401","2023/03/23 20:59:59","0","10115","0","1","5088426"
"10115015","2","5088005","2023/03/16 12:00:00","1003","121401","2023/03/23 20:59:59","0","10115","0","1","5088446"
"10115016","3","0","2023/03/16 12:00:00","1003","102101","2023/03/23 20:59:59","0","10115","0","0","5088407"
"10115017","3","5088003","2023/03/16 12:00:00","1003","121301","2023/03/23 20:59:59","0","10115","0","1","5088427"
"10115018","3","5088005","2023/03/16 12:00:00","1003","121301","2023/03/23 20:59:59","0","10115","0","1","5088447"
"10115019","4","0","2023/03/16 12:00:00","1003","105001","2023/03/23 20:59:59","0","10115","0","0","5088408"
"10115020","4","5088003","2023/03/16 12:00:00","1003","121401","2023/03/23 20:59:59","0","10115","0","1","5088428"
"10115021","4","5088005","2023/03/16 12:00:00","1003","121401","2023/03/23 20:59:59","0","10115","0","1","5088448"
"10115022","5","0","2023/03/16 12:00:00","1003","102101","2023/03/23 20:59:59","0","10115","0","0","5088409"
"10115023","5","5088003","2023/03/16 12:00:00","1003","121301","2023/03/23 20:59:59","0","10115","0","1","5088429"
"10115024","5","5088005","2023/03/16 12:00:00","1003","121301","2023/03/23 20:59:59","0","10115","0","1","5088449"
"10115025","6","5088005","2023/03/16 12:00:00","1003","121401","2023/03/23 20:59:59","0","10115","0","1","5088450"
"10115026","8","0","2023/03/16 12:00:00","1003","105001","2023/03/23 20:59:59","0","10115","0","0","5088411"
"10115027","8","5088003","2023/03/16 12:00:00","1003","121401","2023/03/23 20:59:59","0","10115","0","1","5088431"
"10115028","8","5088005","2023/03/16 12:00:00","1003","121401","2023/03/23 20:59:59","0","10115","0","1","5088451"
"10116001","1011603","0","2023/03/31 12:00:00","1002","103801","2023/04/14 20:59:59","0","10116","1","0","5116402"
"10116002","2","0","2023/03/31 12:00:00","1003","103801","2023/04/14 20:59:59","0","10116","0","0","5116406"
"10116003","1011603","5116001","2023/03/31 12:00:00","1002","125402","2023/04/14 20:59:59","0","10116","1","1","5116422"
"10116004","2","5116001","2023/03/31 12:00:00","1003","125402","2023/04/14 20:59:59","0","10116","0","1","5116426"
"10116005","4","5116001","2023/03/31 12:00:00","1003","125302","2023/04/14 20:59:59","0","10116","0","1","5116427"
"10116006","7","5116001","2023/03/31 12:00:00","1003","125302","2023/04/14 20:59:59","0","10116","0","1","5116428"
"10116007","10","5116001","2023/03/31 12:00:00","1003","125402","2023/04/14 20:59:59","0","10116","0","1","5116429"
"10116008","1011603","5116004","2023/03/31 12:00:00","1002","125402","2023/04/14 20:59:59","0","10116","1","1","5116442"
"10116009","2","5116004","2023/03/31 12:00:00","1003","125402","2023/04/14 20:59:59","0","10116","0","1","5116446"
"10116010","4","5116004","2023/03/31 12:00:00","1003","125302","2023/04/14 20:59:59","0","10116","0","1","5116447"
"10116011","7","5116004","2023/03/31 12:00:00","1003","125302","2023/04/14 20:59:59","0","10116","0","1","5116448"
"10116012","10","5116004","2023/03/31 12:00:00","1003","125402","2023/04/14 20:59:59","0","10116","0","1","5116449"
"10116013","13","5116006","2023/03/31 12:00:00","1003","125402","2023/04/14 20:59:59","0","10116","0","1","5116450"
"10116014","15","5116006","2023/03/31 12:00:00","1003","125402","2023/04/14 20:59:59","0","10116","0","1","5116451"
"10117001","1011703","0","2023/04/17 12:00:00","1002","106601","2023/04/24 20:59:59","0","10117","1","0","5090402"
"10117002","1011703","5090002","2023/04/17 12:00:00","1002","121601","2023/04/24 20:59:59","0","10117","1","1","5090422"
"10117003","10","0","2023/04/17 12:00:00","1001","106601","2023/04/24 20:59:59","0","10117","0","0","5090403"
"10117004","10","5090002","2023/04/17 12:00:00","1001","121601","2023/04/24 20:59:59","0","10117","0","1","5090423"
"10117005","20","0","2023/04/17 12:00:00","1001","105501","2023/04/24 20:59:59","0","10117","0","0","5090404"
"10117006","20","5090002","2023/04/17 12:00:00","1001","121501","2023/04/24 20:59:59","0","10117","0","1","5090424"
"10117007","30","0","2023/04/17 12:00:00","1001","105501","2023/04/24 20:59:59","0","10117","0","0","5090405"
"10117008","30","5090002","2023/04/17 12:00:00","1001","121501","2023/04/24 20:59:59","0","10117","0","1","5090425"
"10117009","2","0","2023/04/17 12:00:00","1003","105501","2023/04/24 20:59:59","0","10117","0","0","5090406"
"10117010","2","5090002","2023/04/17 12:00:00","1003","121501","2023/04/24 20:59:59","0","10117","0","1","5090426"
"10117011","3","5090002","2023/04/17 12:00:00","1003","121601","2023/04/24 20:59:59","0","10117","0","1","5090407"
"10117012","4","5090002","2023/04/17 12:00:00","1003","121501","2023/04/24 20:59:59","0","10117","0","1","5090410"
"10117013","5","5090002","2023/04/17 12:00:00","1003","121601","2023/04/24 20:59:59","0","10117","0","1","5090409"
"10117014","8","5090006","2023/04/17 12:00:00","1003","121601","2023/04/24 20:59:59","0","10117","0","1","5090411"
"10118001","125701","0","2023/04/30 12:00:00","1004","125701","2023/05/14 20:59:59","0","10118","0","0","5118401"
"10118002","1011803","0","2023/04/30 12:00:00","1002","125501","2023/05/14 20:59:59","0","10118","1","0","5118402"
"10118003","2","0","2023/04/30 12:00:00","1003","105701","2023/05/14 20:59:59","0","10118","0","0","5118406"
"10118004","2","5118002","2023/04/30 12:00:00","1003","105701","2023/05/14 20:59:59","0","10118","0","1","5118426"
"10118005","2","5118003","2023/04/30 12:00:00","1003","105701","2023/05/14 20:59:59","0","10118","0","1","5118446"
"10118006","2","5118004","2023/04/30 12:00:00","1003","125501","2023/05/14 20:59:59","0","10118","0","1","5118466"
"10118007","2","5118007","2023/04/30 12:00:00","1003","125501","2023/05/14 20:59:59","0","10118","0","1","5118486"
"10118008","4","5118002","2023/04/30 12:00:00","1003","125701","2023/05/14 20:59:59","0","10118","0","1","5118407"
"10118009","4","5118003","2023/04/30 12:00:00","1003","125701","2023/05/14 20:59:59","0","10118","0","1","5118427"
"10118010","4","5118007","2023/04/30 12:00:00","1003","125701","2023/05/14 20:59:59","0","10118","0","1","5118447"
"10118011","7","5118004","2023/04/30 12:00:00","1003","125501","2023/05/14 20:59:59","0","10118","0","1","5118408"
"10118012","7","5118007","2023/04/30 12:00:00","1003","125501","2023/05/14 20:59:59","0","10118","0","1","5118428"
"10118013","10","5118004","2023/04/30 12:00:00","1003","125601","2023/05/14 20:59:59","0","10118","0","1","5118409"
"10118014","10","5118007","2023/04/30 12:00:00","1003","125601","2023/05/14 20:59:59","0","10118","0","1","5118429"
"10118015","13","5118004","2023/04/30 12:00:00","1003","125601","2023/05/14 20:59:59","0","10118","0","1","5118410"
"10118016","13","5118007","2023/04/30 12:00:00","1003","125601","2023/05/14 20:59:59","0","10118","0","1","5118430"
"10118017","15","5118007","2023/04/30 12:00:00","1003","125501","2023/05/14 20:59:59","0","10118","0","1","5118411"
"10119001","1011903","0","2023/05/16 12:00:00","1002","101401","2023/05/23 20:59:59","0","10119","1","0","5092402"
"10119002","1011903","5092001","2023/05/16 12:00:00","1002","101401","2023/05/23 20:59:59","0","10119","1","1","5092422"
"10119003","1011903","5092004","2023/05/16 12:00:00","1002","101401","2023/05/23 20:59:59","0","10119","1","1","5092442"
"10119004","10","0","2023/05/16 12:00:00","1001","101401","2023/05/23 20:59:59","0","10119","0","0","5092403"
"10119005","10","5092001","2023/05/16 12:00:00","1001","101401","2023/05/23 20:59:59","0","10119","0","1","5092423"
"10119006","10","5092004","2023/05/16 12:00:00","1001","101401","2023/05/23 20:59:59","0","10119","0","1","5092443"
"10119007","20","0","2023/05/16 12:00:00","1001","103101","2023/05/23 20:59:59","0","10119","0","0","5092404"
"10119008","20","5092001","2023/05/16 12:00:00","1001","122001","2023/05/23 20:59:59","0","10119","0","1","5092424"
"10119009","20","5092004","2023/05/16 12:00:00","1001","122001","2023/05/23 20:59:59","0","10119","0","1","5092444"
"10119010","30","5092001","2023/05/16 12:00:00","1001","121901","2023/05/23 20:59:59","0","10119","0","1","5092425"
"10119011","30","5092004","2023/05/16 12:00:00","1001","121901","2023/05/23 20:59:59","0","10119","0","1","5092445"
"10119012","2","5092001","2023/05/16 12:00:00","1003","101401","2023/05/23 20:59:59","0","10119","0","1","5092426"
"10119013","2","5092004","2023/05/16 12:00:00","1003","101401","2023/05/23 20:59:59","0","10119","0","1","5092446"
"10119014","3","0","2023/05/16 12:00:00","1003","103101","2023/05/23 20:59:59","0","10119","0","0","5092407"
"10119015","3","5092001","2023/05/16 12:00:00","1003","122001","2023/05/23 20:59:59","0","10119","0","1","5092427"
"10119016","3","5092004","2023/05/16 12:00:00","1003","122001","2023/05/23 20:59:59","0","10119","0","1","5092447"
"10119017","4","5092001","2023/05/16 12:00:00","1003","121901","2023/05/23 20:59:59","0","10119","0","1","5092428"
"10119018","4","5092004","2023/05/16 12:00:00","1003","121901","2023/05/23 20:59:59","0","10119","0","1","5092448"
"10119019","5","5092001","2023/05/16 12:00:00","1003","122001","2023/05/23 20:59:59","0","10119","0","1","5092429"
"10119020","5","5092004","2023/05/16 12:00:00","1003","122001","2023/05/23 20:59:59","0","10119","0","1","5092449"
"10119021","6","0","2023/05/16 12:00:00","1003","100901","2023/05/23 20:59:59","0","10119","0","0","5092410"
"10119022","6","5092001","2023/05/16 12:00:00","1003","121901","2023/05/23 20:59:59","0","10119","0","1","5092430"
"10119023","6","5092004","2023/05/16 12:00:00","1003","121901","2023/05/23 20:59:59","0","10119","0","1","5092450"
"10119024","8","5092001","2023/05/16 12:00:00","1003","101401","2023/05/23 20:59:59","0","10119","0","1","5092431"
"10119025","8","5092004","2023/05/16 12:00:00","1003","101401","2023/05/23 20:59:59","0","10119","0","1","5092451"
"10120002","1012003","0","2023/05/31 12:00:00","1002","126201","2023/06/14 20:59:59","0","10120","1","0","5120422"
"10120004","2","0","2023/05/31 12:00:00","1003","126201","2023/06/14 20:59:59","0","10120","0","0","5120406"
"10120005","4","5120001","2023/05/31 12:00:00","1003","126301","2023/06/14 20:59:59","0","10120","0","1","5120407"
"10120006","7","5120001","2023/05/31 12:00:00","1003","126201","2023/06/14 20:59:59","0","10120","0","1","5120408"
"10120007","10","5120001","2023/05/31 12:00:00","1003","126301","2023/06/14 20:59:59","0","10120","0","1","5120409"
"10120008","13","5120001","2023/05/31 12:00:00","1003","126201","2023/06/14 20:59:59","0","10120","0","1","5120410"
"10120010","15","0","2023/05/31 12:00:00","1003","126201","2023/06/14 20:59:59","0","10120","0","0","5120411"
"10121001","122101","0","2023/06/16 12:00:00","1004","122101","2023/06/23 20:59:59","0","10121","0","0","5094401"
"10121002","1012103","0","2023/06/16 12:00:00","1002","104001","2023/06/23 20:59:59","0","10121","1","0","5094402"
"10121003","10","0","2023/06/16 12:00:00","1001","104001","2023/06/23 20:59:59","0","10121","0","0","5094403"
"10121004","20","0","2023/06/16 12:00:00","1001","104001","2023/06/23 20:59:59","0","10121","0","0","5094404"
"10121005","30","0","2023/06/16 12:00:00","1001","104001","2023/06/23 20:59:59","0","10121","0","0","5094405"
"10121006","2","5094001","2023/06/16 12:00:00","1003","122101","2023/06/23 20:59:59","0","10121","0","1","5094406"
"10121007","3","5094001","2023/06/16 12:00:00","1003","122201","2023/06/23 20:59:59","0","10121","0","1","5094407"
"10121008","4","5094001","2023/06/16 12:00:00","1003","123401","2023/06/23 20:59:59","0","10121","0","1","5094408"
"10121010","5","5094001","2023/06/16 12:00:00","1003","122201","2023/06/23 20:59:59","0","10121","0","1","5094409"
"10121011","6","5094001","2023/06/16 12:00:00","1003","122101","2023/06/23 20:59:59","0","10121","0","1","5094410"
"10121012","8","5094001","2023/06/16 12:00:00","1003","122101","2023/06/23 20:59:59","0","10121","0","1","5094411"
"10121013","1012103","5094001","2023/06/16 12:00:00","1002","122101","2023/06/23 20:59:59","0","10121","1","1","5094422"
"10121014","10","5094001","2023/06/16 12:00:00","1001","122101","2023/06/23 20:59:59","0","10121","0","1","5094423"
"10121015","20","5094001","2023/06/16 12:00:00","1001","122101","2023/06/23 20:59:59","0","10121","0","1","5094424"
"10121016","30","5094001","2023/06/16 12:00:00","1001","122101","2023/06/23 20:59:59","0","10121","0","1","5094425"
"10122001","126701","0","2023/06/30 12:00:00","1004","126701","2023/07/14 20:59:59","0","10122","0","0","5122401"
"10122002","1012203","0","2023/06/30 12:00:00","1002","126801","2023/07/14 20:59:59","0","10122","1","0","5122402"
"10122003","2","0","2023/06/30 12:00:00","1003","126601","2023/07/14 20:59:59","0","10122","0","0","5122406"
"10122004","2","5122002","2023/06/30 12:00:00","1003","126601","2023/07/14 20:59:59","0","10122","0","1","5122426"
"10122005","4","5122002","2023/06/30 12:00:00","1003","126701","2023/07/14 20:59:59","0","10122","0","1","5122407"
"10122006","7","5122002","2023/06/30 12:00:00","1003","126801","2023/07/14 20:59:59","0","10122","0","1","5122408"
"10122007","10","5122003","2023/06/30 12:00:00","1003","126801","2023/07/14 20:59:59","0","10122","0","1","5122409"
"10122008","13","5122004","2023/06/30 12:00:00","1003","126601","2023/07/14 20:59:59","0","10122","0","1","5122410"
"10122009","15","0","2023/06/30 12:00:00","1003","126801","2023/07/14 20:59:59","0","10122","0","0","5122411"
"10122010","15","5122002","2023/06/30 12:00:00","1003","126801","2023/07/14 20:59:59","0","10122","0","1","5122431"
"10123001","122401","0","2023/07/18 12:00:00","1004","122401","2023/07/25 20:59:59","0","10123","0","0","5096401"
"10123002","1012303","0","2023/07/18 12:00:00","1002","100101","2023/07/25 20:59:59","0","10123","1","0","5096402"
"10123003","10","0","2023/07/18 12:00:00","1001","100201","2023/07/25 20:59:59","0","10123","0","0","5096403"
"10123004","20","0","2023/07/18 12:00:00","1001","100301","2023/07/25 20:59:59","0","10123","0","0","5096404"
"10123005","30","0","2023/07/18 12:00:00","1001","100101","2023/07/25 20:59:59","0","10123","0","0","5096405"
"10123006","2","0","2023/07/18 12:00:00","1003","100101","2023/07/25 20:59:59","0","10123","0","0","5096406"
"10123007","3","0","2023/07/18 12:00:00","1003","100301","2023/07/25 20:59:59","0","10123","0","0","5096407"
"10123008","4","0","2023/07/18 12:00:00","1003","100201","2023/07/25 20:59:59","0","10123","0","0","5096408"
"10123009","5","0","2023/07/18 12:00:00","1003","100301","2023/07/25 20:59:59","0","10123","0","0","5096409"
"10123010","6","0","2023/07/18 12:00:00","1003","100101","2023/07/25 20:59:59","0","10123","0","0","5096410"
"10123011","8","0","2023/07/18 12:00:00","1003","100201","2023/07/25 20:59:59","0","10123","0","0","5096411"
"10123013","1012303","5096002","2023/07/18 12:00:00","1002","122401","2023/07/25 20:59:59","0","10123","1","1","5096422"
"10123014","10","5096002","2023/07/18 12:00:00","1001","122601","2023/07/25 20:59:59","0","10123","0","1","5096423"
"10123015","20","5096002","2023/07/18 12:00:00","1001","122501","2023/07/25 20:59:59","0","10123","0","1","5096424"
"10123016","30","5096002","2023/07/18 12:00:00","1001","122401","2023/07/25 20:59:59","0","10123","0","1","5096425"
"10123017","2","5096002","2023/07/18 12:00:00","1003","122401","2023/07/25 20:59:59","0","10123","0","1","5096426"
"10123018","3","5096002","2023/07/18 12:00:00","1003","122501","2023/07/25 20:59:59","0","10123","0","1","5096427"
"10123019","4","5096002","2023/07/18 12:00:00","1003","122601","2023/07/25 20:59:59","0","10123","0","1","5096428"
"10123020","5","5096002","2023/07/18 12:00:00","1003","122501","2023/07/25 20:59:59","0","10123","0","1","5096429"
"10123021","6","5096002","2023/07/18 12:00:00","1003","122401","2023/07/25 20:59:59","0","10123","0","1","5096430"
"10123022","8","5096002","2023/07/18 12:00:00","1003","122601","2023/07/25 20:59:59","0","10123","0","1","5096431"
"10124001","1012403","0","2023/07/31 12:00:00","1002","127001","2023/08/14 20:59:59","0","10124","1","0","5124402"
"10124002","1012403","5124003","2023/07/31 12:00:00","1002","127001","2023/08/14 20:59:59","0","10124","1","1","5124422"
"10124003","2","0","2023/07/31 12:00:00","1003","127101","2023/08/14 20:59:59","0","10124","0","0","5124406"
"10124004","2","5124003","2023/07/31 12:00:00","1003","127101","2023/08/14 20:59:59","0","10124","0","1","5124426"
"10124005","4","0","2023/07/31 12:00:00","1003","127001","2023/08/14 20:59:59","0","10124","0","0","5124407"
"10124006","4","5124003","2023/07/31 12:00:00","1003","127001","2023/08/14 20:59:59","0","10124","0","1","5124427"
"10124007","7","0","2023/07/31 12:00:00","1003","126901","2023/08/14 20:59:59","0","10124","0","0","5124408"
"10124008","7","5124003","2023/07/31 12:00:00","1003","126901","2023/08/14 20:59:59","0","10124","0","1","5124428"
