562453eb5e0ae2ae6766e26d2cde9ec3c972f7ffa7a35c4d27c1c97a5ac1c949,1bc83efaa8cbc0d89ec9f63f32363a54f06bcd7571dc214ea3174084824c616a,cfe188b5b1c026e3224b6f5fd9500cb7541ac39928d06955ecbf97391e87051c,1973c28fbde9e19a989b252d9b4a43f8d753b056c3ff574596d904622c09c306,2f7912cdba0846ef4c9963a31e10333b40051751d92504dc7eb7fa477a2bf252,885f2dc96cec72a12e25a9163c59c5a0d9968b9f17a247f874f1f3ad00ec78ea,b4dd02ff64f48f59a36700c052252a38504d557778d549dca9a938879c6bb743,ae24ed0fe8114057e9d141b53a9c7219d145eaa1d6db46983a37c3f7ae00a34e,0bf7034bc115f247b1c0a15263d53f00e685fe739235babb678a9a80c05ee499,25a64722526480cd6ed02a8a1244095af272075172170195ee84cc2bf89d43e6,b2752f52e1221c5037833f6cda7dcc916d82a97667286fc9398759aabe1c15ad,637122460b851a03d9e409b63d6ea73c95e70379598c94c7da04bf52c8f7b063,99fb1e6d3e2d14ee075f5558440973c02ec87afb4b8550da386d518b78034039,7c86cbcb9f476dbaada07f8b6000ef6fbf987f9517da499ea078091c3f10acf8,233038c566f79f1b7e24d4f235219296fbbaca00d414fb6c884d878d61083793
"スペシャルバトルのボスのHPを13300000まで減らそう","9018","81088003","2022/03/18 14:59:59","81088003","1","2700000","0","2022/02/28 12:00:00","1","6011","601","0","10088105","10088"
"スペシャルバトルのMODE2をクリアしよう","9016","81088004","2022/03/18 14:59:59","81088004","2","1","0","2022/02/28 12:00:00","0","6011","601","0","10088106","10088"
"スペシャルバトルのボスのHPを8000000まで減らそう","9018","81088005","2022/03/18 14:59:59","81088005","1","8000000","0","2022/02/28 12:00:00","1","6011","601","0","10088107","10088"
"スペシャルバトルのボスのHPを4000000まで減らそう","9018","81088006","2022/03/18 14:59:59","81088006","1","12000000","0","2022/02/28 12:00:00","1","6011","601","0","10088108","10088"
"スペシャルバトルのボスを討伐しよう","9016","81088007","2022/03/18 14:59:59","81088007","3","1","0","2022/02/28 12:00:00","0","6011","601","0","10088109","10088"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81088008","2022/03/18 14:59:59","81088008","5","1","0","2022/02/28 12:00:00","0","6011","601","0","10088110","10088"
"MODE1のお供のモンスターを全て倒そう","9016","81089001","2022/03/25 14:59:59","81089001","1","1","0","2022/03/16 12:00:00","0","6011","601","0","10089103","10089"
"スペシャルバトルのボスのHPを7800000まで減らそう","9018","81089002","2022/03/25 14:59:59","81089002","1","1200000","0","2022/03/16 12:00:00","1","6011","601","0","10089104","10089"
"スペシャルバトルのボスのHPを6600000まで減らそう","9018","81089003","2022/03/25 14:59:59","81089003","1","2400000","0","2022/03/16 12:00:00","1","6011","601","0","10089105","10089"
"スペシャルバトルのMODE2をクリアしよう","9016","81089004","2022/03/25 14:59:59","81089004","2","1","0","2022/03/16 12:00:00","0","6011","601","0","10089106","10089"
"スペシャルバトルのボスのHPを3600000まで減らそう","9018","81089005","2022/03/25 14:59:59","81089005","1","5400000","0","2022/03/16 12:00:00","1","6011","601","0","10089111","10089"
"スペシャルバトルのボスのHPを1800000まで減らそう","9018","81089006","2022/03/25 14:59:59","81089006","1","7200000","0","2022/03/16 12:00:00","1","6011","601","0","10089113","10089"
"スペシャルバトルのボスを討伐しよう","9016","81089007","2022/03/25 14:59:59","81089007","3","1","0","2022/03/16 12:00:00","0","6011","601","0","10089115","10089"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81089008","2022/03/25 14:59:59","81089008","5","1","0","2022/03/16 12:00:00","0","6011","601","0","10089118","10089"
"スペシャルバトルのボスのHPを29200000まで減らそう","9018","81090001","2022/04/18 14:59:59","81090001","1","2300000","0","2022/03/31 12:00:00","1","6011","601","0","10090103","10090"
"スペシャルバトルのボスのHPを26900000まで減らそう","9018","81090002","2022/04/18 14:59:59","81090002","1","4600000","0","2022/03/31 12:00:00","1","6011","601","0","10090104","10090"
"スペシャルバトルのMODE1をクリアしよう","9016","81090003","2022/04/18 14:59:59","81090003","1","1","0","2022/03/31 12:00:00","0","6011","601","0","10090105","10090"
"大慾暴君・カジノ王のバリアを破ろう","9014","81090004","2022/04/18 14:59:59","81090004","0","550","0","2022/03/31 12:00:00","4","6011","601","0","10090106","10090"
"スペシャルバトルのボスのHPを16400000まで減らそう","9018","81090005","2022/04/18 14:59:59","81090005","1","15100000","0","2022/03/31 12:00:00","1","6011","601","0","10090111","10090"
"スペシャルバトルのボスのHPを8200000まで減らそう","9018","81090006","2022/04/18 14:59:59","81090006","1","23300000","0","2022/03/31 12:00:00","1","6011","601","0","10090113","10090"
"スペシャルバトルのボスを討伐しよう","9016","81090007","2022/04/18 14:59:59","81090007","3","1","0","2022/03/31 12:00:00","0","6011","601","0","10090115","10090"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","9015","81090008","2022/04/18 14:59:59","81090008","5","1","0","2022/03/31 12:00:00","0","6011","601","0","10090118","10090"
"スペシャルバトルのボスのHPを17800000まで減らそう","9018","81091001","2022/04/27 14:59:59","81091001","1","1600000","0","2022/04/18 12:00:00","1","6011","601","0","10091103","10091"
"スペシャルバトルのボスのHPを16300000まで減らそう","9018","81091002","2022/04/27 14:59:59","81091002","1","3100000","0","2022/04/18 12:00:00","1","6011","601","0","10091104","10091"
"スペシャルバトルのMODE1をクリアしよう","9016","81091003","2022/04/27 14:59:59","81091003","1","1","0","2022/04/18 12:00:00","0","6011","601","0","10091105","10091"
"スペシャルバトルのボスのHPを13100000まで減らそう","9018","81091004","2022/04/27 14:59:59","81091004","1","6300000","0","2022/04/18 12:00:00","1","6011","601","0","10091106","10091"
"スペシャルバトルのボスのHPを11400000まで減らそう","9018","81091005","2022/04/27 14:59:59","81091005","1","8000000","0","2022/04/18 12:00:00","1","6011","601","0","10091107","10091"
"スペシャルバトルのMODE2をクリアしよう","9016","81091006","2022/04/27 14:59:59","81091006","2","1","0","2022/04/18 12:00:00","0","6011","601","0","10091108","10091"
"スペシャルバトルのボスのHPを6470000まで減らそう","9018","81091007","2022/04/27 14:59:59","81091007","1","12930000","0","2022/04/18 12:00:00","1","6011","601","0","10091109","10091"
"スペシャルバトルのボスのHPを3230000まで減らそう","9018","81091008","2022/04/27 14:59:59","81091008","1","16170000","0","2022/04/18 12:00:00","1","6011","601","0","10091110","10091"
"スペシャルバトルのボスを討伐しよう","9016","81091009","2022/04/27 14:59:59","81091009","3","1","0","2022/04/18 12:00:00","0","6011","601","0","10091111","10091"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81091010","2022/04/27 14:59:59","81091010","5","1","0","2022/04/18 12:00:00","0","6011","601","0","10091112","10091"
"スペシャルバトルのボスのHPを42120000まで減らそう","9018","81092001","2022/05/18 14:59:59","81092001","1","6480000","0","2022/04/30 12:00:00","1","6011","601","0","10092103","10092"
"スペシャルバトルのボスのHPを35640000まで減らそう","9018","81092002","2022/05/18 14:59:59","81092002","1","12960000","0","2022/04/30 12:00:00","1","6011","601","0","10092104","10092"
"スペシャルバトルのMODE1をクリアしよう","9016","81092003","2022/05/18 14:59:59","81092003","1","1","0","2022/04/30 12:00:00","0","6011","601","0","10092105","10092"
"MODE2のお供のモンスターを全て倒そう","9016","81092004","2022/05/18 14:59:59","81092004","2","1","0","2022/04/30 12:00:00","0","6011","601","0","10092106","10092"
"スペシャルバトルのボスのHPを19440000まで減らそう","9018","81092005","2022/05/18 14:59:59","81092005","1","29160000","0","2022/04/30 12:00:00","1","6011","601","0","10092107","10092"
"スペシャルバトルのボスのHPを9720000まで減らそう","9018","81092006","2022/05/18 14:59:59","81092006","1","38880000","0","2022/04/30 12:00:00","1","6011","601","0","10092108","10092"
"スペシャルバトルのボスを討伐しよう","9016","81092007","2022/05/18 14:59:59","81092007","3","1","0","2022/04/30 12:00:00","0","6011","601","0","10092109","10092"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81092008","2022/05/18 14:59:59","81092008","5","1","0","2022/04/30 12:00:00","0","6011","601","0","10092110","10092"
"スペシャルバトルのボスのHPを10800000まで減らそう","9018","81093001","2022/05/25 14:59:59","81093001","1","1200000","0","2022/05/16 12:00:00","1","6011","601","0","10093103","10093"
"スペシャルバトルのボスのHPを9600000まで減らそう","9018","81093002","2022/05/25 14:59:59","81093002","1","2400000","0","2022/05/16 12:00:00","1","6011","601","0","10093104","10093"
"スペシャルバトルのMODE1をクリアしよう","9016","81093003","2022/05/25 14:59:59","81093003","1","1","0","2022/05/16 12:00:00","0","6011","601","0","10093105","10093"
"ゲートキーパーとイノリとカヤのシャドウを倒そう","9001","81093004","2022/05/25 14:59:59","81093004","0","3","0","2022/05/16 12:00:00","0","6011","601","0","10093106","10093"
"スペシャルバトルのボスのHPを5600000まで減らそう","9018","81093005","2022/05/25 14:59:59","81093005","1","6400000","0","2022/05/16 12:00:00","1","6011","601","0","10093107","10093"
"スペシャルバトルのボスのHPを2800000まで減らそう","9018","81093006","2022/05/25 14:59:59","81093006","1","9200000","0","2022/05/16 12:00:00","1","6011","601","0","10093108","10093"
"スペシャルバトルのボスを討伐しよう","9016","81093007","2022/05/25 14:59:59","81093007","3","1","0","2022/05/16 12:00:00","0","6011","601","0","10093109","10093"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81093008","2022/05/25 14:59:59","81093008","5","1","0","2022/05/16 12:00:00","0","6011","601","0","10093110","10093"
"子分を10体倒そう","9014","81094001","2022/06/18 14:59:59","81094001","0","10","0","2022/05/31 12:00:00","0","6011","601","0","10094103","10094"
"スペシャルバトルのボスのHPを64400000まで減らそう","9018","81094002","2022/06/18 14:59:59","81094002","1","3600000","0","2022/05/31 12:00:00","1","6011","601","0","10094104","10094"
"スペシャルバトルのボスのHPを60800000まで減らそう","9018","81094003","2022/06/18 14:59:59","81094003","1","7200000","0","2022/05/31 12:00:00","1","6011","601","0","10094105","10094"
"スペシャルバトルのMODE2をクリアしよう","9016","81094004","2022/06/18 14:59:59","81094004","2","1","0","2022/05/31 12:00:00","0","6011","601","0","10094106","10094"
"スペシャルバトルのボスのHPを38100000まで減らそう","9018","81094005","2022/06/18 14:59:59","81094005","1","29900000","0","2022/05/31 12:00:00","1","6011","601","0","10094107","10094"
"スペシャルバトルのボスのHPを19050000まで減らそう","9018","81094006","2022/06/18 14:59:59","81094006","1","48950000","0","2022/05/31 12:00:00","1","6011","601","0","10094108","10094"
"スペシャルバトルのボスを討伐しよう","9016","81094007","2022/06/18 14:59:59","81094007","3","1","0","2022/05/31 12:00:00","0","6011","601","0","10094109","10094"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81094008","2022/06/18 14:59:59","81094008","5","1","0","2022/05/31 12:00:00","0","6011","601","0","10094110","10094"
"スペシャルバトルのボスのHPを14200000まで減らそう","9018","81095001","2022/06/25 14:59:59","81095001","1","1800000","0","2022/06/16 12:00:00","1","6011","601","0","10095103","10095"
"スペシャルバトルのボスのHPを12400000まで減らそう","9018","81095002","2022/06/25 14:59:59","81095002","1","3600000","0","2022/06/16 12:00:00","1","6011","601","0","10095104","10095"
"スペシャルバトルのMODE1をクリアしよう","9016","81095003","2022/06/25 14:59:59","81095003","1","1","0","2022/06/16 12:00:00","0","6011","601","0","10095105","10095"
"アオイ、ミフユ、タマキのシャドウを倒そう","9001","81095004","2022/06/25 14:59:59","81095004","0","3","0","2022/06/16 12:00:00","0","6011","601","0","10095106","10095"
"スペシャルバトルのボスのHPを7000000まで減らそう","9018","81095005","2022/06/25 14:59:59","81095005","1","9000000","0","2022/06/16 12:00:00","1","6011","601","0","10095107","10095"
"スペシャルバトルのボスのHPを3500000まで減らそう","9018","81095006","2022/06/25 14:59:59","81095006","1","12500000","0","2022/06/16 12:00:00","1","6011","601","0","10095108","10095"
"スペシャルバトルのボスを討伐しよう","9016","81095007","2022/06/25 14:59:59","81095007","3","1","0","2022/06/16 12:00:00","0","6011","601","0","10095109","10095"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81095008","2022/06/25 14:59:59","81095008","5","1","0","2022/06/16 12:00:00","0","6011","601","0","10095110","10095"
"スペシャルバトルのボスのHPを42000000まで減らそう","9018","81096001","2022/07/18 14:59:59","81096001","1","3600000","0","2022/06/30 12:00:00","1","6011","601","0","10096103","10096"
"スペシャルバトルのボスのHPを38400000まで減らそう","9018","81096002","2022/07/18 14:59:59","81096002","1","7200000","0","2022/06/30 12:00:00","1","6011","601","0","10096104","10096"
"スペシャルバトルのMODE1をクリアしよう","9016","81096003","2022/07/18 14:59:59","81096003","1","1","0","2022/06/30 12:00:00","0","6011","601","0","10096105","10096"
"トゥインクルウィッシュのシャドウを倒そう","9001","81096004","2022/07/18 14:59:59","81096004","0","3","0","2022/06/30 12:00:00","0","6011","601","0","10096106","10096"
"スペシャルバトルのボスのHPを23000000まで減らそう","9018","81096005","2022/07/18 14:59:59","81096005","1","22600000","0","2022/06/30 12:00:00","1","6011","601","0","10096107","10096"
"スペシャルバトルのボスのHPを11500000まで減らそう","9018","81096006","2022/07/18 14:59:59","81096006","1","34100000","0","2022/06/30 12:00:00","1","6011","601","0","10096108","10096"
"スペシャルバトルのボスを討伐しよう","9016","81096007","2022/07/18 14:59:59","81096007","3","1","0","2022/06/30 12:00:00","0","6011","601","0","10096109","10096"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81096008","2022/07/18 14:59:59","81096008","5","1","0","2022/06/30 12:00:00","0","6011","601","0","10096110","10096"
"スペシャルバトルのMODE1をクリアしよう","9016","81097001","2022/07/27 14:59:59","81097001","1","1","0","2022/07/18 12:00:00","0","6011","601","0","10097101","10097"
"スペシャルバトルのMODE2をクリアしよう","9016","81097002","2022/07/27 14:59:59","81097002","2","1","0","2022/07/18 12:00:00","0","6011","601","0","10097102","10097"
"夏休み最後まで残りし宿題を40%進めよう","9020","81097003","2022/07/27 14:59:59","81097003","0","40","0","2022/07/18 12:00:00","1","6011","601","0","10097103","10097"
"夏休み最後まで残りし宿題を70%進めよう","9020","81097004","2022/07/27 14:59:59","81097004","0","70","0","2022/07/18 12:00:00","1","6011","601","0","10097104","10097"
"夏休み最後まで残りし宿題を終わらせよう","9016","81097005","2022/07/27 14:59:59","81097005","3","1","0","2022/07/18 12:00:00","0","6011","601","0","10097105","10097"
"スペシャルかエキシビションのバトルで5回以内にクリアしよう","9015","81097006","2022/07/27 14:59:59","81097006","5","1","0","2022/07/18 12:00:00","0","6011","601","0","10097106","10097"
"リトルリリカルのシャドウを倒そう","9001","81098001","2022/08/18 14:59:59","81098001","0","3","0","2022/07/31 12:00:00","0","6011","601","0","10098101","10098"
"MODE2のお供のモンスターを全て倒そう","9016","81098002","2022/08/18 14:59:59","81098002","2","1","0","2022/07/31 12:00:00","0","6011","601","0","10098102","10098"
"スペシャルバトルのボスのHPを25300000まで減らそう","9018","81098003","2022/08/18 14:59:59","81098003","1","12700000","0","2022/07/31 12:00:00","1","6011","601","0","10098103","10098"
"スペシャルバトルのボスのHPを12600000まで減らそう","9018","81098004","2022/08/18 14:59:59","81098004","1","25400000","0","2022/07/31 12:00:00","1","6011","601","0","10098104","10098"
"スペシャルバトルのボスを討伐しよう","9016","81098005","2022/08/18 14:59:59","81098005","3","1","0","2022/07/31 12:00:00","0","6011","601","0","10098105","10098"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81098006","2022/08/18 14:59:59","81098006","5","1","0","2022/07/31 12:00:00","0","6011","601","0","10098106","10098"
"ウタクラゲを25体倒そう","9014","81099001","2022/08/27 14:59:59","81099001","0","25","0","2022/08/18 12:00:00","0","6011","601","0","10099101","10099"
"カルミナのシャドウを倒そう","9001","81099002","2022/08/27 14:59:59","81099002","0","3","0","2022/08/18 12:00:00","0","6011","601","0","10099102","10099"
"スペシャルバトルのボスのHPを4500000まで減らそう","9018","81099003","2022/08/27 14:59:59","81099003","1","2300000","0","2022/08/18 12:00:00","1","6011","601","0","10099103","10099"
"スペシャルバトルのボスのHPを2300000まで減らそう","9018","81099004","2022/08/27 14:59:59","81099004","1","4500000","0","2022/08/18 12:00:00","1","6011","601","0","10099104","10099"
"スペシャルバトルのボスを討伐しよう","9016","81099005","2022/08/27 14:59:59","81099005","3","1","0","2022/08/18 12:00:00","0","6011","601","0","10099105","10099"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81099006","2022/08/27 14:59:59","81099006","5","1","0","2022/08/18 12:00:00","0","6011","601","0","10099106","10099"
"MODE1のお供のモンスターを全て倒そう","9001","81100001","2022/09/18 14:59:59","81100001","0","4","0","2022/08/31 12:00:00","0","6011","601","0","10100103","10100"
"スペシャルバトルのボスのHPを77200000まで減らそう","9018","81100002","2022/09/18 14:59:59","81100002","1","8550000","0","2022/08/31 12:00:00","1","6011","601","0","10100104","10100"
"スペシャルバトルのボスのHPを68600000まで減らそう","9018","81100003","2022/09/18 14:59:59","81100003","1","17150000","0","2022/08/31 12:00:00","1","6011","601","0","10100105","10100"
"スペシャルバトルのMODE2をクリアしよう","9016","81100004","2022/09/18 14:59:59","81100004","2","1","0","2022/08/31 12:00:00","0","6011","601","0","10100106","10100"
"スペシャルバトルのボスのHPを40000000まで減らそう","9018","81100005","2022/09/18 14:59:59","81100005","1","45750000","0","2022/08/31 12:00:00","1","6011","601","0","10100107","10100"
"スペシャルバトルのボスのHPを20000000まで減らそう","9018","81100006","2022/09/18 14:59:59","81100006","1","65750000","0","2022/08/31 12:00:00","1","6011","601","0","10100108","10100"
"スペシャルバトルのボスを討伐しよう","9016","81100007","2022/09/18 14:59:59","81100007","3","1","0","2022/08/31 12:00:00","0","6011","601","0","10100109","10100"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81100008","2022/09/18 14:59:59","81100008","5","1","0","2022/08/31 12:00:00","0","6011","601","0","10100110","10100"
"ミツキとユキのシャドウとお供モンスターを倒そう","9001","81101001","2022/09/26 14:59:59","81101001","0","4","0","2022/09/17 12:00:00","0","6011","601","0","10101101","10101"
"ターゲットを25体倒そう","9014","81101002","2022/09/26 14:59:59","81101002","0","25","0","2022/09/17 12:00:00","0","6011","601","0","10101102","10101"
"スペシャルバトルのボスのHPを7300000まで減らそう","9018","81101003","2022/09/26 14:59:59","81101003","1","3700000","0","2022/09/17 12:00:00","1","6011","601","0","10101103","10101"
"スペシャルバトルのボスのHPを3700000まで減らそう","9018","81101004","2022/09/26 14:59:59","81101004","1","7300000","0","2022/09/17 12:00:00","1","6011","601","0","10101104","10101"
"スペシャルバトルのボスを討伐しよう","9016","81101005","2022/09/26 14:59:59","81101005","3","1","0","2022/09/17 12:00:00","0","6011","601","0","10101105","10101"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81101006","2022/09/26 14:59:59","81101006","5","1","0","2022/09/17 12:00:00","0","6011","601","0","10101106","10101"
"スペシャルバトルのボスのHPを75000000まで減らそう","9018","81102001","2022/10/18 14:59:59","81102001","1","22000000","0","2022/09/30 12:00:00","1","6011","601","0","10102103","10102"
"スペシャルバトルのボスのHPを53000000まで減らそう","9018","81102002","2022/10/18 14:59:59","81102002","1","44000000","0","2022/09/30 12:00:00","1","6011","601","0","10102104","10102"
"スペシャルバトルのMODE1をクリアしよう","9016","81102003","2022/10/18 14:59:59","81102003","1","1","0","2022/09/30 12:00:00","0","6011","601","0","10102105","10102"
"トモ、リン、ナナカのシャドウを倒そう","9001","81102004","2022/10/18 14:59:59","81102004","0","3","0","2022/09/30 12:00:00","0","6011","601","0","10102106","10102"
"スペシャルバトルのボスのHPを20000000まで減らそう","9018","81102005","2022/10/18 14:59:59","81102005","1","77000000","0","2022/09/30 12:00:00","1","6011","601","0","10102107","10102"
"スペシャルバトルのボスのHPを10000000まで減らそう","9018","81102006","2022/10/18 14:59:59","81102006","1","87000000","0","2022/09/30 12:00:00","1","6011","601","0","10102108","10102"
"スペシャルバトルのボスを討伐しよう","9016","81102007","2022/10/18 14:59:59","81102007","3","1","0","2022/09/30 12:00:00","0","6011","601","0","10102109","10102"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81102008","2022/10/18 14:59:59","81102008","5","1","0","2022/09/30 12:00:00","0","6011","601","0","10102110","10102"
"カオリ、ニノン、スズナのシャドウを倒そう","9001","81103001","2022/10/26 14:59:59","81103001","0","3","0","2022/10/17 12:00:00","0","6011","601","0","10103103","10103"
"スペシャルバトルのボスのHPを8200000まで減らそう","9018","81103002","2022/10/26 14:59:59","81103002","1","100000","0","2022/10/17 12:00:00","1","6011","601","0","10103104","10103"
"スペシャルバトルのボスのHPを8100000まで減らそう","9018","81103003","2022/10/26 14:59:59","81103003","1","200000","0","2022/10/17 12:00:00","1","6011","601","0","10103105","10103"
"スペシャルバトルのMODE2をクリアしよう","9016","81103004","2022/10/26 14:59:59","81103004","2","1","0","2022/10/17 12:00:00","0","6011","601","0","10103106","10103"
"スペシャルバトルのボスのHPを5360000まで減らそう","9018","81103005","2022/10/26 14:59:59","81103005","1","2940000","0","2022/10/17 12:00:00","1","6011","601","0","10103107","10103"
"スペシャルバトルのボスのHPを2680000まで減らそう","9018","81103006","2022/10/26 14:59:59","81103006","1","5620000","0","2022/10/17 12:00:00","1","6011","601","0","10103108","10103"
"スペシャルバトルのボスを討伐しよう","9016","81103007","2022/10/26 14:59:59","81103007","3","1","0","2022/10/17 12:00:00","0","6011","601","0","10103109","10103"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81103008","2022/10/26 14:59:59","81103008","5","1","0","2022/10/17 12:00:00","0","6011","601","0","10103110","10103"
"クリスティーナとマツリのシャドウとお供モンスターを倒そう","9001","81104001","2022/11/18 14:59:59","81104001","0","3","0","2022/10/31 12:00:00","0","6011","601","0","10104103","10104"
"スペシャルバトルのボスのHPを110800000まで減らそう","9018","81104002","2022/11/18 14:59:59","81104002","1","27700000","0","2022/10/31 12:00:00","1","6011","601","0","10104104","10104"
"スペシャルバトルのボスのHPを83100000まで減らそう","9018","81104003","2022/11/18 14:59:59","81104003","1","55400000","0","2022/10/31 12:00:00","1","6011","601","0","10104105","10104"
"スペシャルバトルのMODE2をクリアしよう","9016","81104004","2022/11/18 14:59:59","81104004","2","1","0","2022/10/31 12:00:00","0","6011","601","0","10104106","10104"
"スペシャルバトルのボスのHPを37000000まで減らそう","9018","81104005","2022/11/18 14:59:59","81104005","1","101500000","0","2022/10/31 12:00:00","1","6011","601","0","10104107","10104"
"スペシャルバトルのボスのHPを18500000まで減らそう","9018","81104006","2022/11/18 14:59:59","81104006","1","120000000","0","2022/10/31 12:00:00","1","6011","601","0","10104108","10104"
"スペシャルバトルのボスを討伐しよう","9016","81104007","2022/11/18 14:59:59","81104007","3","1","0","2022/10/31 12:00:00","0","6011","601","0","10104109","10104"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81104008","2022/11/18 14:59:59","81104008","5","1","0","2022/10/31 12:00:00","0","6011","601","0","10104110","10104"
"スペシャルバトルのボスのHPを7540000まで減らそう","9018","81105001","2022/11/26 14:59:59","81105001","1","1760000","0","2022/11/17 12:00:00","1","6011","601","0","10105103","10105"
"スペシャルバトルのボスのHPを5780000まで減らそう","9018","81105002","2022/11/26 14:59:59","81105002","1","3520000","0","2022/11/17 12:00:00","1","6011","601","0","10105104","10105"
"スペシャルバトルのMODE1をクリアしよう","9016","81105003","2022/11/26 14:59:59","81105003","1","1","0","2022/11/17 12:00:00","0","6011","601","0","10105105","10105"
"アンチビースト・トリニティのバリアを破ろう","9014","81105004","2022/11/26 14:59:59","81105004","0","490","0","2022/11/17 12:00:00","4","6011","601","0","10105106","10105"
"スペシャルバトルのボスのHPを3860000まで減らそう","9018","81105005","2022/11/26 14:59:59","81105005","1","5440000","0","2022/11/17 12:00:00","1","6011","601","0","10105111","10105"
"スペシャルバトルのボスのHPを1960000まで減らそう","9018","81105006","2022/11/26 14:59:59","81105006","1","7340000","0","2022/11/17 12:00:00","1","6011","601","0","10105113","10105"
"スペシャルバトルのボスを討伐しよう","9016","81105007","2022/11/26 14:59:59","81105007","3","1","0","2022/11/17 12:00:00","0","6011","601","0","10105115","10105"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","9015","81105008","2022/11/26 14:59:59","81105008","5","1","0","2022/11/17 12:00:00","0","6011","601","0","10105118","10105"
"ターゲットを12体倒そう","9014","81106001","2022/12/18 14:59:59","81106001","0","12","0","2022/11/30 12:00:00","0","6011","601","0","10106103","10106"
"スペシャルバトルのボスのHPを86700000まで減らそう","9018","81106002","2022/12/18 14:59:59","81106002","1","13300000","0","2022/11/30 12:00:00","1","6011","601","0","10106104","10106"
"スペシャルバトルのボスのHPを73400000まで減らそう","9018","81106003","2022/12/18 14:59:59","81106003","1","26600000","0","2022/11/30 12:00:00","1","6011","601","0","10106105","10106"
"スペシャルバトルのMODE2をクリアしよう","9016","81106004","2022/12/18 14:59:59","81106004","2","1","0","2022/11/30 12:00:00","0","6011","601","0","10106106","10106"
"スペシャルバトルのボスのHPを40000000まで減らそう","9018","81106005","2022/12/18 14:59:59","81106005","1","60000000","0","2022/11/30 12:00:00","1","6011","601","0","10106107","10106"
"スペシャルバトルのボスのHPを20000000まで減らそう","9018","81106006","2022/12/18 14:59:59","81106006","1","80000000","0","2022/11/30 12:00:00","1","6011","601","0","10106108","10106"
"スペシャルバトルのボスを討伐しよう","9016","81106007","2022/12/18 14:59:59","81106007","3","1","0","2022/11/30 12:00:00","0","6011","601","0","10106109","10106"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81106008","2022/12/18 14:59:59","81106008","5","1","0","2022/11/30 12:00:00","0","6011","601","0","10106110","10106"
"ミヤコ、マヒル、リノのシャドウを倒そう","9001","81107001","2022/12/25 14:59:59","81107001","0","3","0","2022/12/16 12:00:00","0","6011","601","0","10107103","10107"
"スペシャルバトルのボスのHPを8670000まで減らそう","9018","81107002","2022/12/25 14:59:59","81107002","1","1330000","0","2022/12/16 12:00:00","1","6011","601","0","10107104","10107"
"スペシャルバトルのボスのHPを7340000まで減らそう","9018","81107003","2022/12/25 14:59:59","81107003","1","2660000","0","2022/12/16 12:00:00","1","6011","601","0","10107105","10107"
"スペシャルバトルのMODE2をクリアしよう","9016","81107004","2022/12/25 14:59:59","81107004","2","1","0","2022/12/16 12:00:00","0","6011","601","0","10107106","10107"
"スペシャルバトルのボスのHPを4000000まで減らそう","9018","81107005","2022/12/25 14:59:59","81107005","1","6000000","0","2022/12/16 12:00:00","1","6011","601","0","10107107","10107"
"スペシャルバトルのボスのHPを2000000まで減らそう","9018","81107006","2022/12/25 14:59:59","81107006","1","8000000","0","2022/12/16 12:00:00","1","6011","601","0","10107108","10107"
"スペシャルバトルのボスを討伐しよう","9016","81107007","2022/12/25 14:59:59","81107007","3","1","0","2022/12/16 12:00:00","0","6011","601","0","10107109","10107"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81107008","2022/12/25 14:59:59","81107008","5","1","0","2022/12/16 12:00:00","0","6011","601","0","10107110","10107"
"スペシャルバトルのボスのHPを93300000まで減らそう","9018","81108001","2023/01/18 14:59:59","81108001","1","6700000","0","2022/12/31 12:00:00","1","6011","601","0","10108103","10108"
"スペシャルバトルのボスのHPを86600000まで減らそう","9018","81108002","2023/01/18 14:59:59","81108002","1","13400000","0","2022/12/31 12:00:00","1","6011","601","0","10108104","10108"
"スペシャルバトルのMODE1をクリアしよう","9016","81108003","2023/01/18 14:59:59","81108003","1","1","0","2022/12/31 12:00:00","0","6011","601","0","10108105","10108"
