ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64,066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27
"21","","","vo_fpc_21103","","911","","vo_fpc","0","","19110051"
"11","10","0.5","何していいか\n困りますよね？","0","911","0","25","1","0","19110052"
"91","","","","","911","","0","","","19110053"
"93","","","0","","911","","0.5","","","19110054"
"3","1","","11_neneka_talk_loop","","911","0.1","21","","","19110055"
"21","","","vo_fpc_21104","","911","","vo_fpc","0","","19110056"
"11","10","0.5","ええ…","0","911","20","21","1","-10","19110057"
"91","","","","","911","","0","","","19110058"
"93","","","0","","911","","0.5","","","19110059"
"3","1","","11_neneka_think_loop","","911","0.1","21","","","19110060"
"21","","","vo_fpc_21105","","911","","vo_fpc","0","","19110061"
"11","10","0.5","（これは…\n完全に同世代だと思われていますね）","0","911","50","21","1","-10","19110062"
"91","","","","","911","","0","","","19110063"
"93","","","0","","911","","0.5","","","19110064"
"21","","","vo_fpc_21106","","911","","vo_fpc","0","","19110065"
"11","10","0.5","（変身した際に子供のふりを\nすることはありますし\nいっそのこと演技して\n話を合わせる…？）","0","911","50","21","1","-10","19110066"
"91","","","","","911","","0","","","19110067"
"93","","","0","","911","","0.5","","","19110068"
"21","","","vo_fpc_21107","","911","","vo_fpc","0","","19110069"
"11","10","0.5","（いや、ですが目的もなく\n子供のふりなど…\nいっそのこと今からでも変身して…\nいや、目的もなく変身も何というか…）","0","911","50","21","1","-10","19110070"
"91","","","","","911","","0","","","19110071"
"93","","","0","","911","","0.5","","","19110072"
"3","0","","11_misogi_turn_in","1","911","0.3","122811","11_misogi_turn_loop","0.1","19110073"
"3","1","","cmn_boat_idle","","911","0.3","2","","","19110074"
"21","","","vo_fpc_21108","","911","","vo_fpc","0","","19110075"
"11","10","0.5","みんなー！\nついてきてるかー！","0","911","0","122811","1","0","19110076"
"91","","","","","911","","0","","","19110077"
"93","","","0","","911","","0.5","","","19110078"
"3","0","","11_mimi_handUp_in","1","911","0.3","122911","11_mimi_handUp_loop","0.1","19110079"
"3","1","","11_petitGryphon_float","","911","0.3","1","","","19110080"
"21","","","vo_fpc_21109","","911","","vo_fpc","0","","19110081"
"11","10","0.5","ほらほら、いきますよー♪","0","911","0","122911","1","0","19110082"
"91","","","","","911","","0","","","19110083"
"93","","","0","","911","","0.5","","","19110084"
"3","0","","11_kyouka_sigh_in","1","911","0.1","25","11_kyouka_sigh_loop","0.1","19110085"
"21","","","vo_fpc_21110","","911","","vo_fpc","0","","19110086"
"11","10","0.5","もう、しょうがないんだから…\n一緒にいきましょ！","0","911","0","25","1","0","19110087"
"91","","","","","911","","0","","","19110088"
"93","","","0","","911","","0.5","","","19110089"
"21","","","vo_fpc_21111","","911","","vo_fpc","0","","19110090"
"11","10","0.5","（ここは、最低限話をあわせるだけに\nしておきましょうか…）","0","911","50","21","1","-10","19110091"
"91","","","","","911","","0","","","19110092"
"93","","","0","","911","","0.5","","","19110093"
"3","1","","11_neneka_talk_loop","","911","0.1","21","","","19110094"
"21","","","vo_fpc_21112","","911","","vo_fpc","0","","19110095"
"11","10","0.5","はいはい。","0","911","20","21","1","-10","19110096"
"91","","","","","911","","0","","","19110097"
"93","","","0","","911","","0.5","","","19110098"
"3","0","","11_kyouka_smile_in","1","911","0.1","25","11_kyouka_smile_loop","0.1","19110099"
"2","-180","","850","","911","","122911","3.97058823529412","","19110100"
"2","-180","","850","","911","","1","3.97058823529412","","19110101"
"33","-180","","850","","911","","122911","3.97058823529412","","19110102"
"93","","","1","","911","","0.1","","","19110103"
"2","-180","","900","","911","","122811","2.5","","19110104"
"2","-180","","900","","911","","2","2.5","","19110105"
"33","-180","","900","","911","","122811","2.5","","19110106"
"93","","","1","","911","","0.3","","","19110107"
"2","-180","","850","","911","","26","9.58823529411765","","19110108"
"33","-180","","850","","911","","26","9.58823529411765","","19110109"
"2","-180","","850","","911","","25","5.82352941176471","","19110110"
"33","-180","","850","","911","","25","5.82352941176471","","19110111"
"2","-180","","850","","911","","21","7.70588235294118","","19110112"
"33","-180","","850","","911","","21","7.70588235294118","","19110113"
"91","","","","","911","","19110108","","","19110114"
"1","22","cmn_float","127111","-180","912","1.75","1","-850","0","19120001"
"1","12","cmn_float","126911","-125","912","1.75","1","-850","0","19120002"
"1","12","cmn_walk_r","122711","-15","912","1.4875","1","750","0","19120003"
"31","-850","","11","1","912","1","6","-180","","19120004"
"31","-850","","21","1","912","1","6","-125","","19120005"
"23","1","","se_fpc_water_random","","912","","se_10053800","","","19120006"
"91","","","0","","912","","19120005","","","19120007"
"2","-180","","-100","12","912","","127111","4.41176470588235","","19120008"
"33","-180","","-100","12","912","","11","4.41176470588235","","19120009"
"93","","","0","","912","","4","","","19120010"
"2","-125","","-350","12","912","","126911","3.67647058823529","","19120011"
"33","-125","","-350","12","912","","21","3.67647058823529","","19120012"
"91","","","","","912","","19120008","","","19120013"
"3","1","","cmn_float","","912","0.1","127111","","","19120014"
"21","","","vo_fpc_21200","","912","","vo_fpc","0","","19120015"
"11","10","0.5","あっ…","0","912","0","127111","1","0","19120016"
"93","","","0","","912","","0.6","","","19120017"
"2","-15","","100","0","912","","122711","4.97058823529412","","19120018"
"93","","","0","","912","","1.5","","","19120019"
"91","","","","","912","","19120016","","","19120020"
"91","","","","","912","","19120011","","","19120021"
"3","1","","cmn_float","","912","0.1","126911","","","19120022"
"21","","","vo_fpc_21201","","912","","vo_fpc","0","","19120023"
"11","10","0.5","あっ…","0","912","0","126911","1","0","19120024"
"91","","","","","912","","0","","","19120025"
"93","","","0","","912","","0.5","","","19120026"
"91","","","","","912","","19120018","","","19120027"
"3","0","","12_kyouka_notice","1","912","0.1","122711","12_kyouka_notice_loop","0.1","19120028"
"21","","","vo_fpc_21202","","912","","vo_fpc","0","","19120029"
"11","10","0.5","えっ？\nな、なんですか？","0","912","0","122711","1","0","19120030"
"91","","","","","912","","0","","","19120031"
"93","","","0","","912","","0.5","","","19120032"
"3","1","","cmn_float","","912","0.1","127111","","","19120033"
"21","","","vo_fpc_21203","","912","","vo_fpc","0","","19120034"
"11","10","0.5","いえ、あそこ…","0","912","0","127111","1","0","19120035"
"91","","","","","912","","0","","","19120036"
"93","","","0","","912","","0.5","","","19120037"
"3","1","","cmn_float","","912","0.1","126911","","","19120038"
"21","","","vo_fpc_21204","","912","","vo_fpc","0","","19120039"
"11","10","0.5","うん…","0","912","0","126911","1","0","19120040"
"91","","","","","912","","0","","","19120041"
"93","","","0","","912","","0.5","","","19120042"
"3","0","","12_kyouka_turn_in","1","912","0.1","122711","12_kyouka_turn_loop","0.1","19120043"
"21","","","vo_fpc_21205","","912","","vo_fpc","0","","19120044"
"11","10","0.5","なに？\nなにもないみたいだけど…","0","912","0","122711","1","0","19120045"
"91","","","","","912","","0","","","19120046"
"93","","","0","","912","","0.5","","","19120047"
"3","1","","12_cmn_float_smile","","912","0.1","127111","","","19120048"
"21","","","vo_fpc_21206","","912","","vo_fpc","0","","19120049"
"11","10","0.5","ふふっ。","0","912","0","127111","1","0","19120050"
"91","","","","","912","","0","","","19120051"
"93","","","0","","912","","0.5","","","19120052"
"3","1","","12_cmn_float_smile","","912","0.1","126911","","","19120053"
"21","","","vo_fpc_21207","","912","","vo_fpc","0","","19120054"
"11","10","0.5","ふふふふっ…","0","912","0","126911","1","0","19120055"
"91","","","","","912","","0","","","19120056"
"93","","","0","","912","","0.5","","","19120057"
"2","-180","","850","","912","","127111","4.29864253393665","","19120058"
"33","-180","","850","","912","","11","4.29864253393665","","19120059"
"2","-125","","850","","912","","126911","5.42986425339367","","19120060"
"33","-125","","850","","912","","21","5.42986425339367","","19120061"
"93","","","0","","912","","1","","","19120062"
"3","0","","12_kyouka_scare_in","1","912","0.1","122711","12_kyouka_scare_loop","0.1","19120063"
"21","","","vo_fpc_21208","","912","","vo_fpc","0","","19120064"
"11","10","0.5","ひぅっ！\nな、なんなんですかあ…","0","912","0","122711","1","0","19120065"
"91","","","","","912","","0","","","19120066"
"93","","","0","","912","","0.5","","","19120067"
"3","0","","12_kyouka_run_in","1","912","0.1","122711","12_kyouka_run_loop","0.1","19120068"
"2","-15","","-850","","912","","122711","3.58220211161388","","19120069"
"91","","","","","912","","19120069","","","19120070"
"1","22","13_kuka_bound","127011","-180","913","1.75","1","-800","0","19130001"
"31","-600","","1041","1","913","0","104","-170","","19130002"
"31","-240","","1042","1","913","0","104","-170","","19130003"
"31","170","","1043","1","913","0","104","-170","","19130004"
"31","560","","1044","1","913","0","104","-170","","19130005"
"31","-575","","1003","1","913","0","1003","-85","","19130006"
"23","1","","se_fpc_water_random","","913","","se_10053800","","","19130007"
"91","","","0","","913","","19130006","","","19130008"
"32","","","1","","913","","1003","0","","19130009"
"93","","","0","","913","","2","","","19130010"
"3","1","","13_kuka_bound","","913","0.1","127011","","","19130011"
"2","-180","","800","","913","","127011","2.35294117647059","","19130012"
"93","","","0","","913","","0.236666666666667","","","19130013"
"23","0","","se_10053800_913_kuka","","913","","se_10053800","","","19130014"
"21","","","vo_fpc_21300","","913","","vo_fpc","0","","19130015"
"32","","","1","","913","","1041","0","","19130016"
"93","","","0","","913","","0.536666666666667","","","19130017"
"32","","","1","","913","","1042","0","","19130018"
"93","","","0","","913","","0.536666666666667","","","19130019"
"21","","","vo_fpc_21301","","913","","vo_fpc","0","","19130020"
"32","","","1","","913","","1043","0","","19130021"
"93","","","0","","913","","0.536666666666667","","","19130022"
"32","","","1","","913","","1044","0","","19130023"
"93","","","0","","913","","2","","","19130024"
"91","","","","","913","","19130012","","","19130025"
"1","24","14_maho_idle_loop","110611","-185","914","1.75","1","-1000","0","19140001"
"5","22","cmn_boat_idle","2","-185","914","1.75","2","-1000","0","19140002"
"5","23","14_maho_idle_loop","3","-185","914","1.75","3","-1000","0","19140003"
"1","25","cmn_float","110511","-175","914","1.75","1","-1220","0","19140004"
"1","12","14_makoto_float","110411","-125","914","1.75","1","-1520","0","19140005"
"31","-1000","","110611","1","914","1","116","-185","","19140006"
"31","-1220","","41","1","914","1","8","-175","","19140007"
"31","-50","","120","1","914","0","120","-175","","19140008"
"31","-1520","","42","1","914","1","4","-125","","19140009"
"31","-350","","117","1","914","0","117","-125","","19140010"
"23","1","","se_fpc_water_random","","914","","se_10053800","","","19140011"
"91","","","0","","914","","19140010","","","19140012"
"2","-185","","170","12","914","","110611","8.60294117647059","","19140013"
"2","-185","","170","12","914","","2","8.60294117647059","","19140014"
"2","-185","","170","12","914","","3","8.60294117647059","","19140015"
"33","-185","","170","12","914","","110611","8.60294117647059","","19140016"
"2","-175","","-50","12","914","","110511","8.60294117647059","","19140017"
"33","-175","","-50","12","914","","41","8.60294117647059","","19140018"
"2","-125","","-350","12","914","","110411","8.60294117647059","","19140019"
"33","-125","","-350","12","914","","42","8.60294117647059","","19140020"
"91","","","","","914","","19140013","","","19140021"
"3","0","","14_maho_point_in","1","914","0.3","110611","14_maho_point_loop","0.1","19140022"
"3","1","","cmn_boat_idle","","914","0.3","2","","","19140023"
"3","1","","14_maho_idle_loop","","914","0.3","3","","","19140024"
"21","","","vo_fpc_21400","","914","","vo_fpc","0","","19140025"
"11","10","0.5","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","0","914","0","110611","1","0","19140026"
"91","","","","","914","","0","","","19140027"
"93","","","0","","914","","0.5","","","19140028"
"3","0","","14_kaori_handUp_in","1","914","0.1","110511","14_kaori_handUp_loop","0.1","19140029"
"21","","","vo_fpc_21401","","914","","vo_fpc","0","","19140030"
"11","10","0.5","まーかせるさー！\nしゅっぱつしんこー！","0","914","0","110511","1","0","19140031"
"91","","","","","914","","0","","","19140032"
"93","","","0","","914","","0.5","","","19140033"
"3","1","","14_makoto_pazzled","","914","0.1","110411","","","19140034"
"21","","","vo_fpc_21402","","914","","vo_fpc","0","","19140035"
"11","10","0.5","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","0","914","0","110411","1","0","19140036"
"91","","","","","914","","0","","","19140037"
"93","","","0","","914","","0.5","","","19140038"
"3","0","","14_maho_smile_in","1","914","0.3","110611","14_maho_smile_loop","0.1","19140039"
"3","1","","cmn_boat_idle","","914","0.3","2","","","19140040"
"3","1","","14_maho_idle_loop","","914","0.3","3","","","19140041"
"21","","","vo_fpc_21403","","914","","vo_fpc","0","","19140042"
"11","10","0.5","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","0","914","0","110611","1","0","19140043"
"91","","","","","914","","0","","","19140044"
"93","","","0","","914","","0.5","","","19140045"
"21","","","vo_fpc_21404","","914","","vo_fpc","0","","19140046"
"11","10","0.5","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","0","914","0","110511","1","0","19140047"
"91","","","","","914","","0","","","19140048"
"93","","","0","","914","","0.5","","","19140049"
"3","0","","14_kaori_flutterKick_in","1","914","0.1","110511","14_kaori_flutterKick_loop","0.1","19140050"
"93","","","0","","914","","0.3","","","19140051"
"2","-185","","1270","","914","","110611","6.47058823529412","","19140052"
"2","-185","","1270","","914","","2","6.47058823529412","","19140053"
"2","-185","","1270","","914","","3","6.47058823529412","","19140054"
"33","-185","","1270","","914","","110611","6.47058823529412","","19140055"
"32","","","0","","914","","41","","","19140056"
"32","","","1","","914","","120","","","19140057"
"2","-175","","1050","","914","","110511","6.47058823529412","","19140058"
"33","-175","","1050","","914","","120","6.47058823529412","","19140059"
"93","","","0","","914","","1","","","19140060"
"21","","","vo_fpc_21405","","914","","vo_fpc","0","","19140061"
"11","10","0.5","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","0","914","0","110411","1","0","19140062"
"91","","","","","914","","0","","","19140063"
"93","","","0","","914","","0.5","","","19140064"
"3","0","","14_makoto_dogscratch_in","1","914","0.1","110411","cmn_swm_dogscratch","0.1","19140065"
"93","","","0","","914","","0.3","","","19140066"
"32","","","0","","914","","42","","","19140067"
"32","","","1","","914","","117","","","19140068"
"2","-125","","1050","","914","","110411","3.72637742879957","","19140069"
"33","-125","","1050","","914","","117","3.72637742879957","","19140070"
"91","","","","","914","","19140069","s","","19140071"
"1","23","15_saren_idle","110311","-180","915","1.75","1","-950","0","19150001"
"5","22","cmn_boat_idle","2","-180","915","1.75","2","-950","0","19150002"
"1","12","15_suzume_walk_loop","107711","-15","915","1.75","1","-750","0","19150003"
"31","-950","","110311","1","915","1","101","-180","","19150004"
"31","210","","109","1","915","0","109","30","","19150005"
"31","330","","4","1","915","0","4","-125","","19150006"
"23","1","","se_fpc_water_random","","915","","se_10053800","","","19150007"
"13","","","49","","915","","107711","","","19150008"
"91","","","0","","915","","0","","","19150009"
"2","-15","","0","","915","","107711","5.51470588235294","","19150010"
"91","","","","","915","","19150010","","","19150011"
"3","0","","15_suzume_talk_in","1","915","0.1","107711","15_suzume_talk_loop","0.1","19150012"
"21","","","vo_fpc_21500","","915","","vo_fpc","0","","19150013"
"11","10","0.5","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","0","915","0","107711","1","0","19150014"
"93","","","1","","915","","3.2","","","19150015"
"93","","","0","","915","","1.5","","","19150016"
"91","","","","","915","","19150014","","","19150017"
"3","0","","15_suzume_walk_in","1","915","0.1","107711","15_suzume_walk_loop","0.1","19150018"
"2","-180","","-100","","915","","110311","11.9779411764706","","19150019"
"2","-180","","-100","","915","","2","11.9779411764706","","19150020"
"33","-180","","-100","","915","","110311","11.9779411764706","","19150021"
"2","-15","","460","","915","","107711","4.22794117647059","","19150022"
"91","","","","","915","","19150022","","","19150023"
"3","0","","15_suzume_turn_in","1","915","0.1","107711","15_suzume_turn_loop","0.1","19150024"
"93","","","0","","915","","0.6","","","19150025"
"21","","","vo_fpc_21501","","915","","vo_fpc","0","","19150026"
"11","20","0.5","あれは…お嬢様～！\n今参ります！","0","915","-15","107711","1","0","19150027"
"93","","","0","","915","","1.7","","","19150028"
"3","0","","15_saren_notice_in","1","915","0.3","110311","15_saren_notice_loop","0.1","19150029"
"3","1","","cmn_boat_idle","","915","0.3","2","","","19150030"
"93","","","0","","915","","0.35","","","19150031"
"93","","","0","","915","","1.5","","","19150032"
"2","-15","","330","","915","","107711","0.5","","19150033"
"3","1","","15_suzume_run","","915","0.2","107711","","0.1","19150034"
"21","","","vo_fpc_21502","","915","","vo_fpc","0","","19150035"
"11","100","-0.5","スズメ？\nって、走ると危なっ…","0","915","0","110311","1","0","19150036"
"93","","","0","","915","","0.5","","","19150037"
"3","0","","15_suzume_fallDown","","915","0.1","107711","","","19150038"
"93","","","0","","915","","1.3","","","19150039"
"21","","","vo_fpc_21503","","915","","vo_fpc","0","","19150040"
"11","150","-1.5","きゃあああ～！","0","915","0","107711","1","0","19150041"
"3","0","","15_saren_rise_in","1","915","0.1","110311","15_saren_rise_loop","0.1","19150042"
"3","1","","cmn_boat_idle","","915","0.1","2","","","19150043"
"93","","","0","","915","","0.5","","","19150044"
"6","1","","1","0","915","0.1","107711","1","","19150045"
"32","","","1","","915","","109","","","19150046"
"93","","","0","","915","","1","","","19150047"
"2","-125","","330","","915","","107711","0","","19150048"
"6","1","","1","1","915","0.4","107711","1","","19150049"
"3","0","","15_suzume_drown_in","1","915","0.1","107711","15_suzume_drown_loop","0.1","19150050"
"2","-125","","800","","915","","107711","2.76470588235294","","19150051"
"33","-125","","800","","915","","4","2.76470588235294","","19150052"
"91","","","","","915","","19150019","","","19150053"
"2","-180","","900","","915","","110311","7.35294117647059","","19150054"
"2","-180","","900","","915","","2","7.35294117647059","","19150055"
"33","-180","","900","","915","","110311","7.35294117647059","","19150056"
"21","","","vo_fpc_21504","","915","","vo_fpc","0","","19150057"
"11","10","0.5","ス、スズメ？\nスズメ～っ！？","0","915","0","110311","1","0","19150058"
"91","","","","","915","","0","","","19150059"
"93","","","0","","915","","1.5","","","19150060"
"91","","","","","915","","19150054","s","","19150061"
"1","12","cmn_walk","113111","-15","916","1.4875","1","-750","0","19160001"
"1","12","16_nanaka_run","113311","-15","916","1.4875","1","750","0","19160002"
"1","22","cmn_swm_diving","117411","-180","916","1.75","1","-850","0","19160003"
"1","22","cmn_swm_diving","117011","-180","916","1.75","1","-2500","0","19160004"
"5","22","none","7","-180","916","1.75","7","50","0","19160005"
"5","22","cmn_floatRing_pink","11","-180","916","1.75","1","-1375","0","19160006"
"5","12","cmn_float_item_01_Ball","12","-125","916","1.75","1","-2500","0","19160007"
"31","-1375","","11","1","916","1","4","-180","","19160008"
"31","-2500","","12","1","916","1","4","-125","","19160009"
"31","-850","","91","1","916","1","9","-180","","19160010"
"31","-2500","","92","1","916","1","9","-180","","19160011"
"31","-183","","1015","1","916","0","1015","155","","19160012"
"31","50","","1013","1","916","0","1013","-180","","19160013"
"23","1","","se_fpc_water_random","","916","","se_10053800","","","19160014"
"91","","","0","","916","","19160013","","","19160015"
"2","-180","","2500","","916","","117411","19.7058823529412","","19160016"
"33","-180","","2500","","916","","91","19.7058823529412","","19160017"
"2","-180","","1975","","916","","11","24.6323529411765","","19160018"
"33","-180","","1975","","916","","11","24.6323529411765","","19160019"
"2","-180","","850","","916","","117011","19.7058823529412","","19160020"
"33","-180","","850","","916","","92","19.7058823529412","","19160021"
"2","-125","","850","","916","","12","24.6323529411765","","19160022"
"33","-125","","850","","916","","12","24.6323529411765","","19160023"
"93","","","0","","916","","3","","","19160024"
"2","-15","","-150","","916","","113111","4.41176470588235","","19160025"
"91","","","","","916","","19160025","","","19160026"
"3","1","","16_ruka_think","","916","0.3","113111","","","19160027"
"32","","","1","","916","","1015","","","19160028"
"21","","","vo_fpc_21600","","916","","vo_fpc","0","","19160029"
"93","","","0","","916","","0.6","","","19160030"
"93","","","0","","916","","1.5","","","19160031"
"2","-15","","150","","916","","113311","2.71493212669683","","19160032"
"91","","","","","916","","19160032","","","19160033"
"3","1","","16_nanaka_idle_loop","","916","0.2","113311","","","19160034"
"21","","","vo_fpc_21601","","916","","vo_fpc","0","","19160035"
"11","10","0.5","ル～カ～姉♪\n何見てんのかにゃ～？","0","916","0","113311","1","0","19160036"
"91","","","","","916","","0","","","19160037"
"93","","","0","","916","","0.5","","","19160038"
"3","0","","16_ruka_notice_in","1","916","0.1","113111","16_ruka_notice_loop","0.1","19160039"
"21","","","vo_fpc_21602","","916","","vo_fpc","0","","19160040"
"11","10","0.5","ん？　いや、特に何か\n考えてたわけじゃないが…","0","916","0","113111","1","0","19160041"
"91","","","","","916","","0","","","19160042"
"93","","","0","","916","","0.5","","","19160043"
"3","0","","16_nanaka_point_in","1","916","0.1","113311","16_nanaka_point_loop","0.1","19160044"
"21","","","vo_fpc_21603","","916","","vo_fpc","0","","19160045"
"11","10","0.5","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","0","916","0","113311","1","0","19160046"
"91","","","","","916","","0","","","19160047"
"93","","","0","","916","","0.5","","","19160048"
"21","","","vo_fpc_21604","","916","","vo_fpc","0","","19160049"
"11","10","0.5","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","0","916","0","113311","1","0","19160050"
"91","","","","","916","","0","","","19160051"
"93","","","0","","916","","0.5","","","19160052"
"3","0","","16_ruka_talk_in","1","916","0.1","113111","16_ruka_talk_loop","0.1","19160053"
"21","","","vo_fpc_21605","","916","","vo_fpc","0","","19160054"
"11","10","0.5","そんなことはっ…\nちょっとだけ、考えちまったね…","0","916","0","113111","1","0","19160055"
"91","","","","","916","","0","","","19160056"
"93","","","0","","916","","0.5","","","19160057"
"3","0","","16_nanaka_idle_in","1","916","0.1","113311","16_nanaka_idle_loop","0.1","19160058"
"21","","","vo_fpc_21606","","916","","vo_fpc","0","","19160059"
"11","10","0.5","なっはっは、やっぱりね～♪","0","916","0","113311","1","0","19160060"
"91","","","","","916","","0","","","19160061"
"93","","","0","","916","","0.5","","","19160062"
"3","0","","16_nanaka_turn","1","916","0.1","113311","cmn_run_def_N","0.1","19160063"
"2","-15","","750","","916","","113311","2.71493212669683","","19160064"
"3","1","","cmn_walk","","916","0.1","113111","","","19160065"
"2","-15","","750","","916","","113111","5.29411764705882","","19160066"
"93","","","0","","916","","1.5","","","19160067"
"3","0","","fish","","916","","7","none","0.1","19160068"
"32","","","1","","916","","1013","","","19160069"
"93","","","0","","916","","3.2","","","19160070"
"91","","","","","916","","19160018","s","","19160071"
"91","","","","","916","","19160064","s","","19160072"
"91","","","","","916","","19160066","s","","19160073"
"1","23","17_akino_worry","126711","-180","917","1.75","1","-950","0","19170001"
"5","24","empty","3","-180","917","1.75","3","-950","0","19170002"
"5","22","cmn_boat_idle","2","-180","917","1.75","2","-950","0","19170003"
"1","12","cmn_walk_r","110311","-15","917","1.4875","1","750","0","19170004"
"31","-950","","126711","1","917","1","101","-180","","19170005"
"23","1","","se_fpc_water_random","","917","","se_10053800","","","19170006"
"91","","","0","","917","","19170005","","","19170007"
"2","-180","","0","12","917","","126711","6.98529411764706","","19170008"
"2","-180","","0","12","917","","3","6.98529411764706","","19170009"
"2","-180","","0","12","917","","2","6.98529411764706","","19170010"
"33","-180","","0","12","917","","126711","6.98529411764706","","19170011"
"91","","","","","917","","19170008","","","19170012"
"21","","","vo_fpc_21700","","917","","vo_fpc","0","","19170013"
"11","10","0.5","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","0","917","0","126711","1","0","19170014"
"91","","","","","917","","0","","","19170015"
"93","","","0","","917","","0.5","","","19170016"
"2","-15","","300","","917","","110311","4.72689075630252","","19170017"
"3","0","","17_akino_laugh_in","1","917","0.3","126711","17_akino_laugh_loop","0.1","19170018"
"3","0","","17_akino_laugh_in","1","917","0.3","3","17_akino_laugh_loop","0.1","19170019"
"3","1","","cmn_boat_idle","","917","0.3","2","","","19170020"
"21","","","vo_fpc_21701","","917","","vo_fpc","0","","19170021"
"11","20","0.5","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","0","917","0","126711","1","0","19170022"
"91","","","","","917","","19170017","","","19170023"
"3","0","","17_saren_talk_in","1","917","0.2","110311","17_saren_talk_loop","0.1","19170024"
"93","","","0","","917","","0.673109243697478","","","19170025"
"93","","","0","","917","","0.5","","","19170026"
"91","","","","","917","","19170022","","","19170027"
"21","","","vo_fpc_21702","","917","","vo_fpc","0","","19170028"
"11","10","0.5","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","0","917","0","110311","1","0","19170029"
"91","","","","","917","","0","","","19170030"
"3","0","","17_akino_pause_in","1","917","0.1","126711","17_akino_pause_loop","0.1","19170031"
"3","0","","17_akino_pause_in","1","917","0.1","3","17_akino_pause_loop","0.1","19170032"
"3","1","","cmn_boat_idle","","917","0.1","2","","","19170033"
"93","","","0","","917","","2","","","19170034"
"3","0","","17_akino_shock_in","1","917","0.3","126711","17_akino_shock_loop","0.1","19170035"
"3","0","","empty","","917","","3","","","19170036"
"3","1","","cmn_boat_idle","","917","0.3","2","","","19170037"
"21","","","vo_fpc_21703","","917","","vo_fpc","0","","19170038"
"11","10","0.5","そ、そうなんですの！？\n盲点でしたわーーー！","0","917","0","126711","1","0","19170039"
"91","","","","","917","","0","","","19170040"
"93","","","0","","917","","0.5","","","19170041"
"2","-180","","900","","917","","126711","5.29411764705882","","19170042"
"2","-180","","900","","917","","2","5.29411764705882","","19170043"
"33","-180","","900","","917","","126711","5.29411764705882","","19170044"
"93","","","0","","917","","2.7","","","19170045"
"3","0","","17_saren_turn","1","917","0.1","110311","cmn_walk","0.1","19170046"
"2","-15","","750","","917","","110311","2.64705882352941","","19170047"
"91","","","","","917","","19170042","","","19170048"
"91","","","","","917","","19170047","","","19170049"
"1","22","18_misato_backWalk","113511","-180","918","1.75","1","-850","0","19180001"
"1","23","18_io_flutterKick","110111","-180","918","1.75","1","-1010","0","19180002"
"31","-850","","41","1","918","0","14","-180","","19180003"
"31","50","","11","1","918","0","2","-180","","19180004"
"31","-110","","42","1","918","0","14","-180","","19180005"
"31","-1010","","12","1","918","1","123","-180","","19180006"
"23","1","","se_fpc_water_random","","918","","se_10053800","","","19180007"
"91","","","0","","918","","19180006","","","19180008"
"2","-180","","50","12","918","","113511","6.61764705882353","","19180009"
"33","-180","","50","12","918","","41","6.61764705882353","","19180010"
"2","-180","","-110","12","918","","110111","6.61764705882353","","19180011"
"33","-180","","-110","12","918","","12","6.61764705882353","","19180012"
"91","","","","","918","","19180009","","","19180013"
"3","1","","18_misato_backWalkIdle","","918","0.2","113511","","","19180014"
"21","","","vo_fpc_21800","","918","","vo_fpc","0","","19180015"
"11","10","0.5","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","0","918","0","113511","1","0","19180016"
"91","","","","","918","","0","","","19180017"
"93","","","0","","918","","0.5","","","19180018"
"21","","","vo_fpc_21801","","918","","vo_fpc","0","","19180019"
