902eb12c61149acc64f4447f309a47edb0b12362597b2d2cbbe8449356d78ee0,efcbae17e80aa0d5f7cba5a0451067af8d603f362aba219542ff3bc66a8cf006,3156f5c19f5aeae71309ec9b804c97ddf4547a84218c910be657573b3480fc8f,fad1902bd090340f6b977ce904c366ae86455727e49c5a8a125a4c9a6ce0644f,0382f6965d6b0ba3c005dfac43c1ac9d650a8b9926b094383e576fb3830c6d67,99480ef9cc1cbdca722f0c8e17ccb8592e0da230fa085a6fd1d459638880d074,f3e99e8b684fa288c97ad9dc6d944c0a5439beda8ef983f46d99dfab14942cf8,c83c7e787d2c3c2e71d54763664e2918f868a616d854d0c7101ff1cb7d1e5c59,4231da4d413b251c5117da4f07dc20a1c8fb77bc51f5066b1775bb346dedf502,0283c3b950dfcbde9fe06fb82d3962ceb7cfb07b10e5fdc9edf4c247712e8b4c,c688faf78d1620f8217219eccc64a13bd5178c87282c85fc9f322958fd7cf1fa
"3217","0","0.9","","","","","93","","132170035",""
"3217","1.05","1.05","1.05","0.3","0","","123","1.05","132170036",""
"3217","75","75","0.5","","","","122","","132170037",""
"3217","1","301702","","","","","32","","132170038",""
"3217","0","0.4","","","","","93","","132170039",""
"3217","0","2","","","","","32","","132170040",""
"3217","0","310000","","","","","32","","132170041",""
"3217","1","321700","","","","","32","","132170042",""
"3217","0","0.4","","","","","93","","132170043",""
"3217","0.95","0.95","0.95","2","2","","123","0.95","132170044",""
"3217","0","0.2","","","","","93","","132170045",""
"3217","glad","1000001","0","","0.2","","3","","132170046",""
"3217","1","120","","","","","32","","132170047",""
"3217","0","0.4","","","","","93","","132170048",""
"3217","1","998","","","","","32","","132170049",""
"3217","0","0.6","","","","","93","","132170050",""
"3217","joy_round3_in","1000001","0","1","0.2","","3","joy_round3_loop","132170051",""
"3217","0","5","","","","","93","","132170052",""
"3217","","1","","","","","113","","132170053",""
"3300","330000","330000","345.4","1","0","","31","0","133000001",""
"3300","8","8","345.4","1","1","","31","0","133000002",""
"3300","0","8","","","","","35","","133000003",""
"3300","","0","","","","","91","","133000004",""
"3300","1.05","1.05","1.05","7.4","0","","123","1.05","133000005",""
"3300","wait","1000001","0","","0.2","","3","","133000006",""
"3300","1","2","","","","","35","","133000007",""
"3300","0","4.9","","","","","93","","133000008",""
"3300","0.95","0.95","0.95","0.4","0","","123","0.95","133000009",""
"3300","1","330000","","","","","32","","133000010",""
"3300","0","0.1","","","","","93","","133000011",""
"3300","0","2","","","","","32","","133000012",""
"3300","0","0.1","","","","","93","","133000013",""
"3300","1","997","","","","","32","","133000014",""
"3300","joy_from_wait","1000001","0","","0.2","","3","","133000015",""
"3300","0","1.63","","","","","93","","133000016",""
"3300","0","0.3","","","","","93","","133000017",""
"3300","","3","","","","","113","","133000018",""
