a662ef97af74886384f4d2fcb7bd5001e403d3be0a7cffa2c5c5c575973f946b,01d28c3d8166baad9485736626bb700c9ddae6d795e18177f3c67ebf4d454bf3,bee7cfa9affc01dcf0b99c73dee240075874195a0c9e389e30c13a9191c27e8f,d39c24e4444074198039a7294021de747e52249f937c16554e6b1fc2c72662b9,cfdf8fdbb55fe0b4825e1a5278245c7baf177043271d12ed98237cd90dafca3a,729f099af5126cf3987aa87b3721953fba0ee05d6bce7b5537cbd9cbf3665236,0bca4314c478ffc5ffe496585e71552090fa08b87f36e847be934f06110697c3,5a3701b6484297b1d8712646bae7992233c2a45cbb5d1df70bfc5b16677f51d2,81243a53b9f98051daf1e95ae813634364c005eb4d1e4d3201946524f2a6a7b4,6442b12b740bebebaa9356dc0bbc59bc9d77e027336b9dd1ff9ea94169c9db03,e90ed5cea8b4caf20ab54d0dd7afcff1bfd564d3818e7a2cf8ce232609f7f359
"","","1","107811","0.3","","3","5152066","cool_idle","","66083"
"","","1","113511","0.3","","3","5152066","sad_idle_normal","","66084"
"","0","0","vo_rag","","","21","5152066","vo_rag_1004","","66085"
"0.5","1","10","132111","10","0","11","5152066","次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","5","66086"
"","","","5","","","93","5152066","0","","66087"
"","0","0","66086","","","91","5152066","","","66088"
"","","1","131911","0.3","","3","5152066","radio_stretch1_loop_surprise1","","66089"
"","","1","132111","0.3","","3","5152066","radio_stretch1_loop","","66090"
"","","1","4","0.3","","3","5152066","radio_stretch1_loop","","66091"
"","0","0","0.1","","","93","5152066","","","66092"
"","","1","107511","0.3","","3","5152066","radio_stretch1_loop","","66093"
"","","1","107611","0.3","","3","5152066","radio_stretch1_loop","","66094"
"","","1","126911","0.3","","3","5152066","radio_stretch1_loop","","66095"
"","","1","110311","0.3","","3","5152066","radio_stretch1_loop","","66096"
"","","1","107811","0.3","","3","5152066","radio_stretch1_loop","","66097"
"","","1","113511","0.3","","3","5152066","radio_stretch1_loop","","66098"
"","0","0","2","","","93","5152066","","","66099"
"","0","0","vo_rag","","","21","5152066","vo_rag_1005","","66100"
"0.5","1","10","131911","-10","0","11","5152066","よいしょ、よいしょ……！","5","66101"
"","","","5","","","93","5152066","0","","66102"
"","0","0","66101","","","91","5152066","","","66103"
"","","","0.3","","","93","5152066","0","","66104"
"","","1","131911","0.3","","3","5152066","radio_talk_normal","","66105"
"","","1","132111","0.3","","3","5152066","wish_idle_normal","","66106"
"","","1","4","0.3","","3","5152066","cool_idle","","66107"
"","","","0.1","","","93","5152066","0","","66108"
"","","1","107511","0.3","","3","5152066","idle_normal","","66109"
"","","1","107611","0.3","","3","5152066","wish_idle","","66110"
"","","1","126911","0.3","","3","5152066","wish_idle_normal","","66111"
"","","1","110311","0.3","","3","5152066","idle_normal","","66112"
"","","1","107811","0.3","","3","5152066","cool_idle","","66113"
"","","1","113511","0.3","","3","5152066","sad_idle_normal","","66114"
"","0","0","vo_rag","","","21","5152066","vo_rag_1006","","66115"
"0.5","1","10","131911","-10","0","11","5152066","さあ、今度は横曲げの運動よ\n弾みをつけてやってね","5","66116"
"","","","4.3","","","93","5152066","0","","66117"
"","0","0","66116","","","91","5152066","","","66118"
"","","1","131911","0.2","","3","5152066","radio_stretch2_loop","","66119"
"","","1","132111","0.2","","3","5152066","radio_stretch2_loop_normal2","","66120"
"","","1","4","0.2","","3","5152066","radio_stretch2_loop_talk2","","66121"
"","0","0","0.2","","","93","5152066","","","66122"
"","","1","107511","0.2","","3","5152066","radio_stretch2R_loop","","66123"
"","","1","107611","0.2","","3","5152066","radio_stretch2R_loop","","66124"
"","","1","126911","0.2","","3","5152066","radio_stretch2R_loop","","66125"
"","","1","110311","0.2","","3","5152066","radio_stretch2R_loop","","66126"
"","","1","107811","0.2","","3","5152066","radio_stretch2R_loop","","66127"
"","","1","113511","0.2","","3","5152066","radio_stretch2R_loop","","66128"
"","0","0","1.5","","","93","5152066","","","66129"
"0","1","20","4","-10","0","11","5152066","ふっ、ふっ、ふっ……","5","66130"
"","","","0.2","","","93","5152066","0","","66131"
"","0","0","vo_rag","","","21","5152066","vo_rag_1007","","66132"
"","","","2.5","","","93","5152066","0","","66133"
"","0","0","66130","","","91","5152066","","","66134"
"","0","0","vo_rag","","","21","5152066","vo_rag_1008","","66135"
"0.5","1","10","132111","10","0","11","5152066","なんというキレのある動き……\nさすがです、姉様","5","66136"
"","","","4.5","","","93","5152066","0","","66137"
"","0","0","66136","","","91","5152066","","","66138"
"","","","0.5","","","93","5152066","0","","66139"
"","radio_victory_loop_normal2","0","131911","0.2","1","3","5152066","radio_victory_in_normal2","0","66140"
"","radio_victory_loop_normal2","0","132111","0.2","1","3","5152066","radio_victory_in_normal2","0","66141"
"","radio_victory_loop","0","4","0.2","1","3","5152066","radio_victory_in","0","66142"
"","","1","107511","0.2","","3","5152066","idle_normal","","66143"
"","","1","107611","0.2","","3","5152066","wish_idle","","66144"
"","","1","126911","0.2","","3","5152066","wish_idle_normal","","66145"
"","","1","110311","0.2","","3","5152066","idle_normal","","66146"
"","","1","107811","0.2","","3","5152066","cool_idle","","66147"
"","","1","113511","0.2","","3","5152066","sad_idle_normal","","66148"
"","0","0","vo_rag","","","21","5152066","vo_rag_1009","","66149"
"0.5","1","10","131911","-10","0","11","5152066","最後は両手を掲げて、びくとりー！","5","66150"
"","0","0","1.5","","","93","5152066","","","66151"
"","radio_victory_loop_normal2","0","107511","0.2","1","3","5152066","radio_victory_in_normal2","0","66152"
"","radio_victory_loop_normal2","0","107611","0.2","1","3","5152066","radio_victory_in_normal2","0","66153"
"","radio_victory_loop","0","126911","0.2","1","3","5152066","radio_victory_in","0","66154"
"","radio_victory_loop_normal2","0","110311","0.2","1","3","5152066","radio_victory_in_normal2","0","66155"
"","radio_victory_loop_normal2","0","107811","0.2","1","3","5152066","radio_victory_in_normal2","0","66156"
"","radio_victory_loop_normal2","0","113511","0.2","1","3","5152066","radio_victory_in_normal2","0","66157"
"","","","0.8","","","93","5152066","0","","66158"
"","radio_victory_idle","0","131911","0.2","1","3","5152066","radio_victory_out","0","66159"
"","","","1.8","","","93","5152066","0","","66160"
"","0","0","66150","","","91","5152066","","","66161"
"","radio_victory_idle","0","132111","0.2","1","3","5152066","radio_victory_out","0","66162"
"","radio_victory_idle_talk2","0","4","0.2","1","3","5152066","radio_victory_out_talk2","0","66163"
"","radio_victory_idle","0","107511","0.2","1","3","5152066","radio_victory_out","0","66164"
"","radio_victory_idle","0","107611","0.2","1","3","5152066","radio_victory_out","0","66165"
"","radio_victory_idle","0","126911","0.2","1","3","5152066","radio_victory_out","0","66166"
"","radio_victory_idle","0","110311","0.2","1","3","5152066","radio_victory_out","0","66167"
"","radio_victory_idle","0","107811","0.2","1","3","5152066","radio_victory_out","0","66168"
"","radio_victory_idle","0","113511","0.2","1","3","5152066","radio_victory_out","0","66169"
"","0","0","vo_rag","","","21","5152066","vo_rag_1010","","66170"
"","","","2","0","0","3","5152066","0610_in","","66171"
"","0.5","0.5","bgm_MC173B","0","0","27","5152066","bgm_MC173B","1","66172"
"","","0","se_10058300","","","23","5152066","se_10058300_radio_finish","","66173"
"","","","2","","","37","5152066","finish","","66174"
"","0","0","0.4","","","93","5152066","1","","66175"
"","","0","2","0","0","3","5152066","0610_mid","","66176"
"","0","0","","","","92","5152066","","","66177"
"","empty","0","2","0","0","3","5152066","0610_out","0","66178"
"","0","0","0.3","","","93","5152066","0","","66179"
"","pack_vic_idle","0","5","0.2","1","3","5152066","pack_vic_in","0","66180"
"","","0","se_10058300","","","23","5152066","se_10058300_pack_appear","","66181"
"","","1","131911","0.2","","3","5152066","radio_victory_idle","","66182"
"","0","0","0.1","","","93","5152066","","","66183"
"","","1","132111","0.2","","3","5152066","radio_victory_idle","","66184"
"","","1","4","0.2","","3","5152066","radio_victory_idle_talk2","","66185"
"","0","0","0.1","","","93","5152066","","","66186"
"","","1","107511","0.2","","3","5152066","radio_victory_lookup2_idle","","66187"
"","","1","107611","0.2","","3","5152066","radio_victory_lookup_idle","","66188"
"","","1","126911","0.2","","3","5152066","radio_victory_lookup_idle","","66189"
"","","1","110311","0.2","","3","5152066","radio_victory_lookup2_idle","","66190"
"","","1","107811","0.2","","3","5152066","radio_victory_lookup2_idle","","66191"
"","","1","113511","0.2","","3","5152066","radio_victory_lookup_idle","","66192"
"","0","0","0.3","","","93","5152066","","","66193"
"","0","0","vo_rag","","","21","5152066","vo_rag_1011","","66194"
"0","1","10","5","0","1","11","5152066","びくとりー！","5","66195"
"","0","0","0","","","91","5152066","","","66196"
"","","0","se_10058300","","","23","5152066","se_10058300_emotion_laugh","","66197"
"","","","17","","","32","5152066","1","","66198"
"","sad_idle_joy","0","131911","0.2","1","3","5152066","smile2_joy","0","66199"
"","","1","132111","0.2","","3","5152066","wish_talk","","66200"
"","doya_idle","0","4","0.2","1","3","5152066","doya_in_normal","0","66201"
"","handsup_loop","0","107511","0.2","1","3","5152066","handsup_in","0","66202"
"","","1","107611","0.2","","3","5152066","wish_idle_dere","","66203"
"","","1","126911","0.2","","3","5152066","wish2_idle","","66204"
"","","1","110311","0.2","","3","5152066","joy_idle","","66205"
"","cool_talk_dere2","0","107811","0.2","1","3","5152066","cool_in_dere2","0","66206"
"","","1","113511","0.2","","3","5152066","wish_talk_joy_shy","","66207"
"","","","2","","","93","5152066","","","66208"
"","","","4","","","32","5152066","1","","66209"
"","","","1","","","93","5152066","","","66210"
"","","","0.5","","","93","5152066","0","","66211"
"","","","66213","","","101","5152066","","","66212"
"","","","bgm_MC173B","","","25","5152066","bgm_MC173B","","66213"
"","","","0","","","22","5152066","0","","66214"
"top_idle_normal","-60","53","1","1.5","-254","1","5152067","107511","0","67001"
"","","","0.5","","","93","5152067","0","","67002"
"","","","67004","","","101","5152067","","","67003"
"","top_doya_talk","0","107511","0.2","1","3","5152067","top_doya_in","0","67004"
"","0","0","vo_rag","","","21","5152067","vo_rag_0101","","67005"
"0","1","10","107511","80","1","11","5152067","どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","-92","67006"
"","","","3.7","","","93","5152067","1","","67007"
"","","0","0","","","102","5152067","0","","67008"
"top_idle_normal","-60","53","1","1.5","-254","1","5152068","107511","0","68001"
"","","","0.5","","","93","5152068","0","","68002"
"","","","68004","","","101","5152068","","","68003"
"","","1","107511","0.2","","3","5152068","top_surprise3_loop","","68004"
"","0","0","vo_rag","","","21","5152068","vo_rag_0102","","68005"
"0","1","10","107511","80","1","11","5152068","体操した後に食べるごはん…これはもう絶対おいしいですよ☆","-92","68006"
"","","","3.6","","","93","5152068","1","","68007"
"","","0","0","","","102","5152068","0","","68008"
"top_idle_normal","-60","53","1","1.5","-254","1","5152069","107611","0","69001"
"","","","0.5","","","93","5152069","0","","69002"
"","","","69004","","","101","5152069","","","69003"
"","","1","107611","0.2","","3","5152069","top_sad_talk","","69004"
"","0","0","vo_rag","","","21","5152069","vo_rag_0201","","69005"
"0","1","10","107611","80","1","11","5152069","ここで習った体操のことは、必ずや主さまにお伝えいたします","-92","69006"
"","","","3.3","","","93","5152069","1","","69007"
"","","0","0","","","102","5152069","0","","69008"
"top_idle_normal","-60","53","1","1.5","-254","1","5152070","107611","0","70001"
"","","","0.5","","","93","5152070","0","","70002"
"","","","70004","","","101","5152070","","","70003"
"","","1","107611","0.2","","3","5152070","top_wish_talk_normal","","70004"
"","0","0","vo_rag","","","21","5152070","vo_rag_0202","","70005"
"0","1","10","107611","80","1","11","5152070","押されたスタンプは努力の証。大切な宝物となることでしょう","-92","70006"
"","","","3.3","","","93","5152070","1","","70007"
"","","0","0","","","102","5152070","0","","70008"
"top_idle_normal","-60","53","1","1.5","-254","1","5152071","107811","0","71001"
"","","","0.5","","","93","5152071","0","","71002"
"","","","71004","","","101","5152071","","","71003"
"","top_cool_talk","0","107811","0.2","1","3","5152071","top_cool_in","0","71004"
"","0","0","vo_rag","","","21","5152071","vo_rag_0301","","71005"
"0","1","10","107811","80","1","11","5152071","ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","-92","71006"
"","","","3.8","","","93","5152071","1","","71007"
"","","0","0","","","102","5152071","0","","71008"
"top_idle_normal","-60","53","1","1.5","-254","1","5152072","107811","0","72001"
"","","","0.5","","","93","5152072","0","","72002"
"","","","72004","","","101","5152072","","","72003"
"","top_armcrossed_talk_nervous","0","107811","0.2","1","3","5152072","top_armcrossed_talk_shy","0.2","72004"
"","0","0","vo_rag","","","21","5152072","vo_rag_0302","","72005"
"0","1","10","107811","80","1","11","5152072","子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","-92","72006"
"","","","3.2","","","93","5152072","1","","72007"
"","","0","0","","","102","5152072","0","","72008"
"top_idle_normal","-60","53","1","1.5","-254","1","5152073","131911","0","73001"
"","","","0.5","","","93","5152073","0","","73002"
"","","","73004","","","101","5152073","","","73003"
"","","1","131911","0.2","","3","5152073","top_wish_talk_joy","","73004"
"","0","0","vo_rag","","","21","5152073","vo_rag_0401","","73005"
"0","1","10","131911","80","1","11","5152073","夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","-92","73006"
"","","","3.6","","","93","5152073","1","","73007"
"","","0","0","","","102","5152073","0","","73008"
"top_idle_normal","-60","53","1","1.5","-254","1","5152074","131911","0","74001"
"","","","0.5","","","93","5152074","0","","74002"
"","","","74004","","","101","5152074","","","74003"
"","","1","131911","0.2","","3","5152074","top_gutsB_talk","0","74004"
"","0","0","vo_rag","","","21","5152074","vo_rag_0402","","74005"
"0","1","10","131911","80","1","11","5152074","みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","-92","74006"
"","","","3.6","","","93","5152074","1","","74007"
"","","0","0","","","102","5152074","0","","74008"
"empty","-10","60","1","1.9","-330","1","5152075","131911","0","75001"
"empty","-10","61","1","1.9","-330","5","5152075","1","0","75002"
"empty","-192","58","1","1.9","-315","1","5152075","132111","0","75003"
"empty","-192","59","1","1.9","-315","5","5152075","2","0","75004"
"empty","163","57","4","1.9","-312","5","5152075","4","0","75005"
"empty","-132","54","1","1.75","-165","1","5152075","107511","0","75006"
"empty","-292","55","1","1.75","-175","1","5152075","107811","0","75007"
"empty","-452","56","1","1.75","-190","1","5152075","107611","0","75008"
"empty","105","51","1","1.75","-165","1","5152075","110311","1","75009"
"empty","265","52","1","1.75","-175","1","5152075","126911","1","75010"
"empty","425","53","1","1.75","-190","1","5152075","113511","1","75011"
"empty","15","59","5","1.9","-324","5","5152075","5","0","75012"
"","0","0","90","0","1","31","5152075","90","","75013"
"","","","0","","","91","5152075","0","","75014"
"","","","0.6","","","93","5152075","0","","75015"
"","","","90","","","32","5152075","1","","75016"
"","","","0.1","","","93","5152075","0","","75017"
"","","0","131911","0","","3","5152075","comp_victory_F_noFace","","75018"
"","","0","1","0","","3","5152075","comp_victory_F_emilia","","75019"
"","","0","132111","0","","3","5152075","comp_victory_F_noFace","","75020"
"","","0","2","0","","3","5152075","comp_victory_F_rem","","75021"
"","","0","4","0","","3","5152075","comp_victory_F","","75022"
"","","0","107511","0","","3","5152075","comp_victory_B","","75023"
"","","0","107811","0","","3","5152075","comp_victory_B","","75024"
"","","0","107611","0","","3","5152075","comp_victory_B_kokkoro","","75025"
"","","0","110311","0","","3","5152075","comp_victory_B","","75026"
"","","0","126911","0","","3","5152075","comp_victory_B","","75027"
"","","0","113511","0","","3","5152075","comp_victory_B","","75028"
"","pack_comp_vic_idle","0","5","0","1","3","5152075","pack_comp_vic_in","0","75029"
"","","","4.5","","","93","5152075","0","","75030"
"","","","90","","","37","5152075","out","","75031"
"","1","1","131911","0.1","0","6","5152075","1","0","75032"
"","1","1","1","0.1","0","6","5152075","1","0","75033"
"","1","1","132111","0.1","0","6","5152075","1","0","75034"
"","1","1","2","0.1","0","6","5152075","1","0","75035"
"","1","1","4","0.1","0","6","5152075","1","0","75036"
"","1","1","107511","0.1","0","6","5152075","1","0","75037"
"","1","1","107811","0.1","0","6","5152075","1","0","75038"
"","1","1","107611","0.1","0","6","5152075","1","0","75039"
"","1","1","110311","0.1","0","6","5152075","1","0","75040"
"","1","1","126911","0.1","0","6","5152075","1","0","75041"
"","1","1","113511","0.1","0","6","5152075","1","0","75042"
"","1","1","5","0.1","0","6","5152075","1","0","75043"
"","","","1","","","93","5152075","0","","75044"
