6c8cc853b606241afce12939634be8e1f11f05ab2cd94924d8c460705dd5aa47,960e612aa770814ff66b79abc07330c2777bbafc5f21f315ed5346c22b9b98bd,a4031014148cb79994037f7e78a3fad574dde16d1d91bed07084071261e85f95,5cc28281341e54e7b235691f76b430aebf22b23b8b7d6a59dc8745f7ce01e35a,97b823b43c527b038824cb4a7ee3c4b05da9d39e0b9eef7f2c8acd10bae7e803,b2982c6d5e86c945f7c94aa967fa1ca3b8ac8ab1c11f902678ee4823d39830b3,781e78773f82d1602ff52ce0bdb1eaa3fbb347b66bfe61202b073885fa4eca45,97849d4906e14008c05525b6ca63718dc01b97ac0e57870f59c0775e4722c779,b68362d3750a9cfeefa7eb22701bbdc7d9493492774d5ace424bf9a759edb87a,09d8148648201a2e71c9e80ef9be93c70452d25ac1ba83ceba0f9fef8c226850,b305f06631e2fe823e874cd895bf96b4b5949262d898449a6032244bd2cab983
"0","","vo_dsb_7007","vo_dsb_1010807","1010807","21","0","","","","1010807053"
"10","0.2","まぁね。\n魔力が回復する温泉があるって聞いて\nあと……あたしは別に気にしてないけど\nついでに肌もプルプルになるらしいし？","2","1010807","11","1","1","0","0","1010807054"
"","","1","5.9","1010807","93","","","","","1010807055"
"1","","dsb_talk_arm_crossed_surprise_loop","2","1010807","3","","","","0.5","1010807056"
"","","","1010807054","1010807","91","","","","","1010807057"
"1","","dsb_talk_arm_crossed_joy_loop","2","1010807","3","","","","0.5","1010807058"
"0","","vo_dsb_7008","vo_dsb_1010807","1010807","21","0","","","","1010807059"
"10","0.2","たしかにじんわりと\n魔力は回復してきてるし……\nこのヌルヌルしたお湯の感じが\n肌にも効きそうな気がするわ。","2","1010807","11","1","1","0","0","1010807060"
"","","","0","1010807","91","","","","","1010807061"
"1","","dsb_idle_arm_joy_crossed","2","1010807","3","","","","0.5","1010807062"
"1","","dsb_talk_joy3","1","1010807","3","","","","0.5","1010807063"
"0","","vo_dsb_7009","vo_dsb_1010807","1010807","21","0","","","","1010807064"
"10","0.2","そっか～♪\nじゃあ今日の温泉は大成功だね☆\n捕まえてきてもらったかいがあったよ～","1","1010807","11","1","1","0","0","1010807065"
"","","","0","1010807","91","","","","","1010807066"
"1","","dsb_idle_normal","1","1010807","3","","","","0.5","1010807067"
"1","","dsb_talk_normal","2","1010807","3","","","","0.3","1010807068"
"0","","vo_dsb_7010","vo_dsb_1010807","1010807","21","0","","","","1010807069"
"10","0.2","なかなかやるじゃない！\n……ん？　ちょっと待って。\n捕まえてきてもらった……？","2","1010807","11","1","1","0","0","1010807070"
"","","1","2.9","1010807","93","","","","","1010807071"
"1","","dsb_talk_normal_jitome","2","1010807","3","","","","0.3","1010807072"
"","","","1010807070","1010807","91","","","","","1010807073"
"1","","dsb_idle_normal","2","1010807","3","","","","0.5","1010807074"
"1","","dsb_talk_normal_joy","1","1010807","3","","","","0.5","1010807075"
"0","","vo_dsb_7011","vo_dsb_1010807","1010807","21","0","","","","1010807076"
"10","0.2","あれ？　温泉の名前、見なかったの～？\nこの今日の温泉は……\n特製のポーションとゼラチナを混ぜた\n当旅館自慢のゼラチナの湯で～す☆","1","1010807","11","1","1","0","0","1010807077"
"","","","0","1010807","91","","","","","1010807078"
"1","","dsb_idle_joy1","1","1010807","3","","","","0.5","1010807079"
"1","","dsb_talk_surprise2_anger2","2","1010807","3","","","","0.5","1010807080"
"0","","vo_dsb_7012","vo_dsb_1010807","1010807","21","0","","","","1010807081"
"10","0.2","ゼ……ゼラチナ風呂ぉ～～！？\nそういえば、どこかでそんな\n不穏な言葉を見たような気が……","2","1010807","11","1","1","0","0","1010807082"
"","","","0","1010807","91","","","","","1010807083"
"1","","dsb_talk_surprise1_shy","2","1010807","3","","","","0.5","1010807084"
"0","","vo_dsb_7013","vo_dsb_1010807","1010807","21","0","","","","1010807085"
"10","0.2","どうりでなんだか懐かしい感じの\nする温泉だと思ったわ……じゃなくて！\nなんてものを作ってんのよ！？","2","1010807","11","1","1","0","0","1010807086"
"","","1","5.6","1010807","93","","","","","1010807087"
"1","","dsb_talk_anger_Ex2","2","1010807","3","","","","0.5","1010807088"
"","","","1010807086","1010807","91","","","","","1010807089"
"1","","dsb_talk_surprise1_normal2","1","1010807","3","","","","0.5","1010807090"
"0","","vo_dsb_7014","vo_dsb_1010807","1010807","21","0","","","","1010807091"
"10","0.2","でも効能はよかったでしょ～？\nちなみに入浴時間に比例して\n魔力の回復量も増大しちゃう\n素敵仕様となっておりま～す☆","1","1010807","11","1","1","0","0","1010807092"
"","","","0","1010807","91","","","","","1010807093"
"1","","dsb_idle_normal","1","1010807","3","","","","0.5","1010807094"
"1","","dsb_talk_sad_shy","2","1010807","3","","","","0.5","1010807095"
"0","","vo_dsb_7015","vo_dsb_1010807","1010807","21","0","","","","1010807096"
"10","0.2","いや、そういう問題じゃ……\nへっ！？　ほんとに回復量が\n増してきたような……！\nくぅううう……き、効くぅ～っ♪","2","1010807","11","1","1","0","0","1010807097"
"","","1","7.5","1010807","93","","","","","1010807098"
"1","","dsb_talk_memory_nervous","2","1010807","3","","","","0.5","1010807099"
"0","","dsb_smile2","1","1010807","3","dsb_idle_normal","1","0.5","0.5","1010807100"
"","","","1010807097","1010807","91","","","","","1010807101"
"","","0","0.3","1010807","93","","","","","1010807102"
"70","dsb_idle_normal","1","12","1010808","5","-165","-345","0","2","1010808001"
"70","dsb_idle_relax_dere2","2","9","1010808","5","165","-345","1","2","1010808002"
"0","","1","1","1010808","31","0","1","","1","1010808003"
"0","","3","3","1010808","31","0","1","","1","1010808004"
"0","","4","4","1010808","31","0","1","","1","1010808005"
"0","","10","19","1010808","31","0","1","","1","1010808006"
"0","","20","29","1010808","31","0","1","","1","1010808007"
"155","","30","39","1010808","31","-168","1","","1","1010808008"
"-155","","31","39","1010808","31","-168","1","","1","1010808009"
"","","170","1","1010808","13","","","","","1010808010"
"","","170","2","1010808","13","","","","","1010808011"
"","","","0","1010808","91","","","","","1010808012"
"1","","se_10044200_cmn_amb","se_10044200","1010808","23","","","","","1010808013"
"0","","se_10044200_cmn_steam","se_10044200","1010808","23","","","","","1010808014"
"","","0","6.2","1010808","93","","","","","1010808015"
"1","","se_10044200_hotspring_09","se_10044200","1010808","23","","","","","1010808016"
"","","0","1.3","1010808","93","","","","","1010808017"
"1","","dsb_talk_relax_Ex8","2","1010808","3","","","","0.5","1010808018"
"0","","vo_dsb_8001","vo_dsb_1010808","1010808","21","0","","","","1010808019"
"10","0.2","ふあぁ……\nあったかいのにスースーしますぅ……\nなんだか不思議な感じ……♪","2","1010808","11","1","1","0","0","1010808020"
"","","","0","1010808","91","","","","","1010808021"
"1","","dsb_idle_normal_joy","2","1010808","3","","","","0.5","1010808022"
"1","","dsb_talk_normal_joy","1","1010808","3","","","","0.5","1010808023"
"0","","vo_dsb_8002","vo_dsb_1010808","1010808","21","0","","","","1010808024"
"10","0.2","うふふ、エルフの森で採れた薬草を\n使った薬草風呂よ～\n喉の調子がとってもよくなるの。\nためしにちょっと声を出してみて～？","1","1010808","11","1","1","0","0","1010808025"
"","","","0","1010808","91","","","","","1010808026"
"1","","dsb_idle_wish_normal","1","1010808","3","","","","0.3","1010808027"
"0","","dsb_kurumi_sing_in","2","1010808","3","","","","0.3","1010808028"
"0","","vo_dsb_8003","vo_dsb_1010808","1010808","21","0","","","","1010808029"
"10","0.2","は、はいっ。\n……ふぅ。\nあーあーあー♪","2","1010808","11","1","1","0","0","1010808030"
"","","1","5","1010808","93","","","","","1010808031"
"0","","dsb_kurumi_sing_mid","2","1010808","3","dsb_kurumi_sing_loop","1","0","0.2","1010808032"
"","","","1010808030","1010808","91","","","","","1010808033"
"1","","dsb_idle_wish_talkjoy2","1","1010808","3","","","","0.5","1010808034"
"1","","dsb_talk_sad2_light","2","1010808","3","","","","0.5","1010808035"
"0","","vo_dsb_8004","vo_dsb_1010808","1010808","21","0","","","","1010808036"
"10","0.2","わぁっ……！\n本当です……\nいつもより声がずっと出しやすい……！","2","1010808","11","1","1","0","0","1010808037"
"","","","0","1010808","91","","","","","1010808038"
"1","","dsb_idle_normal_joy","2","1010808","3","","","","0.5","1010808039"
"1","","dsb_talk_joy3","1","1010808","3","","","","0.5","1010808040"
"0","","vo_dsb_8005","vo_dsb_1010808","1010808","21","0","","","","1010808041"
"10","0.2","素敵なお声ね～♪\nびっくりしちゃった～","1","1010808","11","1","1","0","0","1010808042"
"","","","0","1010808","91","","","","","1010808043"
"1","","dsb_idle_sad_talkjoy2","1","1010808","3","","","","0.5","1010808044"
"1","","dsb_talk_surprise1_talkjoy2_2","2","1010808","3","","","","0.5","1010808045"
"0","","vo_dsb_8006","vo_dsb_1010808","1010808","21","0","","","","1010808046"
"10","0.2","あ、ありがとうございます……♪\nえっと、私……\nお芝居が好きなんです。\nだから……声を出す練習はしていて……","2","1010808","11","1","1","0","0","1010808047"
"","","","0","1010808","91","","","","","1010808048"
"1","","dsb_idle_normal_joy","2","1010808","3","","","","0.5","1010808049"
"1","","dsb_talk_wish_dere","1","1010808","3","","","","0.5","1010808050"
"0","","vo_dsb_8007","vo_dsb_1010808","1010808","21","0","","","","1010808051"
"10","0.2","あらあら、役者さんだったのね～\nどんなお芝居をするのかしら……？\n気になるわ～♪","1","1010808","11","1","1","0","0","1010808052"
"","","","0","1010808","91","","","","","1010808053"
"1","","dsb_idle_wish_normal","1","1010808","3","","","","0.5","1010808054"
"1","","dsb_talk_wish_dere","2","1010808","3","","","","0.5","1010808055"
"0","","vo_dsb_8008","vo_dsb_1010808","1010808","21","0","","","","1010808056"
"10","0.2","じゃ、じゃあ……\nちょっとお芝居してみてもいいですか？\nこの温泉のお礼に……♪","2","1010808","11","1","1","0","0","1010808057"
"","","","0","1010808","91","","","","","1010808058"
"1","","dsb_idle_joy1","2","1010808","3","","","","0.5","1010808059"
"1","","dsb_talk_normal_joy","1","1010808","3","","","","0.3","1010808060"
"0","","vo_dsb_8009","vo_dsb_1010808","1010808","21","0","","","","1010808061"
"10","0.2","うれしいわ～♪\nお言葉に甘えさせてもらってもいい？","1","1010808","11","1","1","0","0","1010808062"
"","","","0","1010808","91","","","","","1010808063"
"1","","dsb_idle_normal","1","1010808","3","","","","0.5","1010808064"
"1","","dsb_talk_wish_dere","2","1010808","3","","","","0.5","1010808065"
"0","","vo_dsb_8010","vo_dsb_1010808","1010808","21","0","","","","1010808066"
"10","0.2","もちろんですっ。\nでは……","2","1010808","11","1","1","0","0","1010808067"
"","","","0","1010808","91","","","","","1010808068"
"0","","se_10044200_get_out_water","se_10044200","1010808","23","","","","","1010808069"
"0","","dsb_kurumi_acting1_in","2","1010808","3","","","","0.2","1010808070"
"","","","0","1010808","91","","","","","1010808071"
"0","","dsb_kurumi_acting1_middle","2","1010808","3","dsb_kurumi_acting1_loop","1","0.2","0.2","1010808072"
"0","","dsb_misato_surprise","1","1010808","3","dsb_misato_surprise_loop1","1","0.5","0.5","1010808073"
"","","0","0","1010808","22","","","","","1010808074"
"0","","vo_dsb_8011","vo_dsb_1010808","1010808","21","0.9","","","","1010808075"
"10","0.2","……ねえ、ハッキリして！\n私とあの女、どっちを選ぶの！？","2","1010808","11","1","1","0","0","1010808076"
"","","","0","1010808","91","","","","","1010808077"
"1","","dsb_idle_surprise1_nervous","1","1010808","3","","","","0.5","1010808078"
"0","","vo_dsb_8012","vo_dsb_1010808","1010808","21","0","","","","1010808079"
"10","0.2","あ、あらっ？","1","1010808","11","1","1","0","0","1010808080"
"","","","0","1010808","91","","","","","1010808081"
"1","","dsb_kurumi_acting2","2","1010808","3","","","","0.2","1010808082"
"0","","vo_dsb_8013","vo_dsb_1010808","1010808","21","0","","","","1010808083"
"10","0.2","都会を離れた温泉街で\n密会する日々はもうたくさんよ！\nそんなに私との仲を隠したいの！？","2","1010808","11","1","1","0","0","1010808084"
"","","","0","1010808","91","","","","","1010808085"
"1","","dsb_misato_talk_sad2_dere2","1","1010808","3","","","","0.5","1010808086"
"0","","vo_dsb_8014","vo_dsb_1010808","1010808","21","0","","","","1010808087"
"10","0.2","あらあら、まぁまぁ……\nいきなり修羅場展開だわ～\nでも、さすがは役者さんね。\n続きがとっても気になるわ～♪","1","1010808","11","1","1","0","0","1010808088"
"","","","0","1010808","91","","","","","1010808089"
"","","0","0.3","1010808","93","","","","","1010808090"
"70","dsb_idle_normal_talk1","1","11","1010809","5","-165","-345","0","2","1010809001"
"70","dsb_idle_normal","2","5","1010809","5","165","-345","1","2","1010809002"
"0","","1","1","1010809","31","0","1","","1","1010809003"
"0","","3","3","1010809","31","0","1","","1","1010809004"
"0","","4","4","1010809","31","0","1","","1","1010809005"
"0","","10","15","1010809","31","0","1","","1","1010809006"
"0","","20","25","1010809","31","0","1","","1","1010809007"
"155","","30","35","1010809","31","-168","1","","1","1010809008"
"-155","","31","35","1010809","31","-168","1","","1","1010809009"
"","","170","1","1010809","13","","","","","1010809010"
"","","170","2","1010809","13","","","","","1010809011"
"","","","0","1010809","91","","","","","1010809012"
"1","","se_10044200_cmn_amb","se_10044200","1010809","23","","","","","1010809013"
"0","","se_10044200_cmn_steam","se_10044200","1010809","23","","","","","1010809014"
"","","0","6.2","1010809","93","","","","","1010809015"
"1","","se_10044200_hotspring_05","se_10044200","1010809","23","","","","","1010809016"
"","","0","1.3","1010809","93","","","","","1010809017"
"1","","dsb_talk_sad","2","1010809","3","","","","0.5","1010809018"
"0","","vo_dsb_9001","vo_dsb_1010809","1010809","21","0","","","","1010809019"
"10","0.2","ああ……\nなんてことだ……！\nボクの……ボクの肌が……！","2","1010809","11","1","1","0","0","1010809020"
"","","","0","1010809","91","","","","","1010809021"
"1","","dsb_talk_wish_shy","2","1010809","3","","","","0.2","1010809022"
"0","","vo_dsb_9002","vo_dsb_1010809","1010809","21","0","","","","1010809023"
"10","0.2","全人類が想像しうる\n美しさの限界を超えてしまう……！","2","1010809","11","1","1","0","0","1010809024"
"","","","0","1010809","91","","","","","1010809025"
"1","","dsb_idle_wish_shy","2","1010809","3","","","","0.5","1010809026"
"1","","dsb_talk_nerrvous_surprise","1","1010809","3","","","","0.5","1010809027"
"","","0","0","1010809","22","","","","","1010809028"
"0","","vo_dsb_9003","vo_dsb_1010809","1010809","21","0.9","","","","1010809029"
"10","0.2","……へぇ。\nそれは大変ねぇ。","1","1010809","11","1","1","0","0","1010809030"
"","","","0","1010809","91","","","","","1010809031"
"1","","dsb_idle_normal","1","1010809","3","","","","0.5","1010809032"
"1","","dsb_talk_worry","2","1010809","3","","","","0.5","1010809033"
"0","","vo_dsb_9004","vo_dsb_1010809","1010809","21","0","","","","1010809034"
"10","0.2","って反応薄いよ、先生！？\nこれはもはや歴史を変える\n大事件なのに！","2","1010809","11","1","1","0","0","1010809035"
"","","","0","1010809","91","","","","","1010809036"
"1","","dsb_talk_thinking","2","1010809","3","","","","0.3","1010809037"
"0","","vo_dsb_9005","vo_dsb_1010809","1010809","21","0","","","","1010809038"
"10","0.2","この肌へのなじみかた……\nただごとじゃないよ。\nこんな温泉を作ってくれた先生は\nもはや共犯といっても過言ではないね！","2","1010809","11","1","1","0","0","1010809039"
"","","","0","1010809","91","","","","","1010809040"
"1","","dsb_talk_surprise1_shy","2","1010809","3","","","","0.3","1010809041"
"0","","vo_dsb_9006","vo_dsb_1010809","1010809","21","0","","","","1010809042"
"10","0.2","そう、ボクの共犯……\n美の共犯者だよ！","2","1010809","11","1","1","0","0","1010809043"
"","","","0","1010809","91","","","","","1010809044"
"1","","dsb_idle_surprise1_sjhy","2","1010809","3","","","","0.5","1010809045"
"1","","dsb_talk_surprise1_normal2","1","1010809","3","","","","0.5","1010809046"
"","","0","0","1010809","22","","","","","1010809047"
"0","","vo_dsb_9007","vo_dsb_1010809","1010809","21","0.9","","","","1010809048"
"10","0.2","……相変わらずねぇ、ユキ。\nまあ、気にいってもらえてよかったわ。","1","1010809","11","1","1","0","0","1010809049"
"","","","0","1010809","91","","","","","1010809050"
"1","","dsb_idle_surprise1_normal","1","1010809","3","","","","0.5","1010809051"
"0","","dsb_talk_guts2_dere","2","1010809","3","dsb_talk_guts2_dere_loop","1","0.2","0.3","1010809052"
"0","","vo_dsb_9008","vo_dsb_1010809","1010809","21","0","","","","1010809053"
"10","0.2","ということで\n今日という今日こそ\nボクの主治医になって♪","2","1010809","11","1","1","0","0","1010809054"
"","","","0","1010809","91","","","","","1010809055"
"1","","dsb_idle_normal","2","1010809","3","","","","0.5","1010809056"
"1","","dsb_talk_normal_sad","1","1010809","3","","","","0.5","1010809057"
"0","","vo_dsb_9009","vo_dsb_1010809","1010809","21","0","","","","1010809058"
"10","0.2","本当に相変わらずねぇ……\nちなみに答えはノー。","1","1010809","11","1","1","0","0","1010809059"
"","","","0","1010809","91","","","","","1010809060"
"1","","dsb_idle_normal","1","1010809","3","","","","0.5","1010809061"
"1","","dsb_talk_normal_suprise1","2","1010809","3","","","","0.5","1010809062"
"0","","vo_dsb_9010","vo_dsb_1010809","1010809","21","0","","","","1010809063"
"10","0.2","え～？\n先生も相変わらずつれないなぁ。\nま、だからって諦めないけどね？","2","1010809","11","1","1","0","0","1010809064"
"","","","0","1010809","91","","","","","1010809065"
"1","","dsb_talk_sad2_blink","2","1010809","3","","","","0.3","1010809066"
"0","","vo_dsb_9011","vo_dsb_1010809","1010809","21","0","","","","1010809067"
"10","0.2","すべてはボクの美しさのため……\nその道をはばむことはできないのさ。\nたとえ何者であってもね。","2","1010809","11","1","1","0","0","1010809068"
"","","","0","1010809","91","","","","","1010809069"
"1","","dsb_idle_sad_blink","2","1010809","3","","","","0.5","1010809070"
"1","","dsb_talk_joy3","1","1010809","3","","","","0.5","1010809071"
"0","","vo_dsb_9012","vo_dsb_1010809","1010809","21","0","","","","1010809072"
"10","0.2","ふふふ……\nユキのそういう自信たっぷりな\nところ、嫌いじゃないわよ。","1","1010809","11","1","1","0","0","1010809073"
"","","","0","1010809","91","","","","","1010809074"
"1","","dsb_idle_normal","1","1010809","3","","","","0.5","1010809075"
"1","","dsb_talk_memory_talkjoy2","2","1010809","3","","","","0.5","1010809076"
"0","","vo_dsb_9013","vo_dsb_1010809","1010809","21","0","","","","1010809077"
"10","0.2","じゃあ主治医になって♪","2","1010809","11","1","1","0","0","1010809078"
"","","","0","1010809","91","","","","","1010809079"
"1","","dsb_talk_surprise1_shy","1","1010809","3","","","","0.5","1010809080"
"0","","vo_dsb_9014","vo_dsb_1010809","1010809","21","0","","","","1010809081"
"10","0.2","いーや♪","1","1010809","11","1","1","0","0","1010809082"
"","","","0","1010809","91","","","","","1010809083"
"0","","dsb_smile2_mitsuki1","1","1010809","3","dsb_idle_normal","1","0.5","0.5","1010809084"
"1","","dsb_talk_anger","2","1010809","3","","","","0.5","1010809085"
"0","","vo_dsb_9015","vo_dsb_1010809","1010809","21","0","","","","1010809086"
"10","0.2","けち～！","2","1010809","11","1","1","0","0","1010809087"
"","","","0","1010809","91","","","","","1010809088"
"","","0","0.3","1010809","93","","","","","1010809089"
"53","dsb_top_misato_idle_normal","124631","1","1015011","1","-60","-254","0","1.5","1015011001"
"1","","dsb_top_misato_talk","124631","1015011","3","","","","0.2","1015011002"
"0","","vo_dsb_0301","vo_dsb","1015011","21","0","","","","1015011003"
"7","0.7","はぁい、お風呂の時間ですよ～♪　しっかり浸かって、体の芯まで温まりましょうね～","124631","1015011","11","1","0","-92","80","1015011004"
"","","","0","1015011","91","","","","","1015011005"
"1","","dsb_top_misato_idle_normal","124631","1015011","3","","","","0.2","1015011006"
"53","dsb_top_misato_idle_normal","124631","1","1015012","1","-60","-254","0","1.5","1015012001"
"1","","dsb_top_misato_joy","124631","1015012","3","","","","0.2","1015012002"
"0","","vo_dsb_0302","vo_dsb","1015012","21","0","","","","1015012003"
"6","0.7","私も温泉のように、みんなを優しく包んであげられる素敵な先生になりたいわ～","124631","1015012","11","1","0","-92","80","1015012004"
"","","","0","1015012","91","","","","","1015012005"
"1","","dsb_top_misato_idle_normal","124631","1015012","3","","","","0.2","1015012006"
"53","dsb_top_misato_idle_normal","124631","1","1015013","1","-60","-254","0","1.5","1015013001"
"1","","dsb_top_misato_wish","124631","1015013","3","","","","0.2","1015013002"
"0","","vo_dsb_0303","vo_dsb","1015013","21","0","","","","1015013003"
"6","0.7","お風呂上がりの牛乳は、急いで飲んだらいけませんよ～？　腰に手を当てて味わって飲みましょうね","124631","1015013","11","1","0","-92","80","1015013004"
"","","","0","1015013","91","","","","","1015013005"
"1","","dsb_top_misato_idle_normal","124631","1015013","3","","","","0.2","1015013006"
"53","dsb_top_idle_normal","124731","1","1051011","1","-60","-254","0","1.5","1051011001"
"1","","dsb_top_mitsuki_talk","124731","1051011","3","","","","0.2","1051011002"
"0","","vo_dsb_0201","vo_dsb","1051011","21","0","","","","1051011003"
"7","0.5","湯治も立派な医療法のひとつよ。Dr.ミツキの診察室、湯けむり編……といったところね","124731","1051011","11","1","0","-92","80","1051011004"
"","","","0","1051011","91","","","","","1051011005"
"1","","dsb_top_idle_normal","124731","1051011","3","","","","0.2","1051011006"
"53","dsb_top_idle_normal","124731","1","1051012","1","-60","-254","0","1.5","1051012001"
"1","","dsb_top_mitsuki_joy","124731","1051012","3","","","","0.2","1051012002"
"0","","vo_dsb_0202","vo_dsb","1051012","21","0","","","","1051012003"
"6","0.5","旅館で実験するほどヤボじゃないわ。でも……実験されたいのなら、喜んで♪","124731","1051012","11","1","0","-92","80","1051012004"
"","","","0","1051012","91","","","","","1051012005"
"1","","dsb_top_idle_normal","124731","1051012","3","","","","0.2","1051012006"
"53","dsb_top_idle_normal","124731","1","1051013","1","-60","-254","0","1.5","1051013001"
"1","","dsb_top_mitsuki_crossed","124731","1051013","3","dsb_top_mitsuki_crossed_loop","1","0.2","0.2","1051013002"
"0","","vo_dsb_0203","vo_dsb","1051013","21","0","","","","1051013003"
"6","0.5","どの温泉も自信作よ。たっぷり確かめたもの……自分の体でね。もうふやけちゃうかと思ったわ","124731","1051013","11","1","0","-92","80","1051013004"
"","","","0","1051013","91","","","","","1051013005"
"1","","dsb_top_idle_normal","124731","1051013","3","","","","0.2","1051013006"
"53","dsb_top_idle_normal","124531","1","1067011","1","-60","-254","0","1.5","1067011001"
"1","","dsb_top_homare_wish","124531","1067011","3","","","","0.2","1067011002"
"0","","vo_dsb_0101","vo_dsb","1067011","21","0","","","","1067011003"
"6","0.7","よ～し、今日もいっぱいおもてなししちゃうぞ～☆　美人若女将にお任せあれ♪","124531","1067011","11","1","0","-92","80","1067011004"
"","","","0","1067011","91","","","","","1067011005"
"1","","dsb_top_idle_normal","124531","1067011","3","","","","0.2","1067011006"
"53","dsb_top_idle_normal","124531","1","1067012","1","-60","-254","0","1.5","1067012001"
"1","","dsb_top_homare_joy","124531","1067012","3","","","","0.2","1067012002"
"0","","vo_dsb_0102","vo_dsb","1067012","21","0","","","","1067012003"
"6","0.7","私も一緒に入っちゃおうかな～。温泉回を描くときの資料も欲しいし？　体当たり取材～☆","124531","1067012","11","1","0","-92","80","1067012004"
"","","","0","1067012","91","","","","","1067012005"
"1","","dsb_top_idle_normal","124531","1067012","3","","","","0.2","1067012006"
"53","dsb_top_idle_normal","124531","1","1067013","1","-60","-254","0","1.5","1067013001"
"1","","dsb_top_homare_surprise","124531","1067013","3","","","","0.2","1067013002"
"0","","vo_dsb_0103","vo_dsb","1067013","21","0","","","","1067013003"
"6","1","たまには命のやり取りじゃなくて、命の洗濯をしないとね～。お背中……流しましょうか？","124531","1067013","11","1","0","-92","80","1067013004"
"","","","0","1067013","91","","","","","1067013005"
"1","","dsb_top_idle_normal","124531","1067013","3","","","","0.2","1067013006"
