11d376274cc1a9dc4d13fe3ae36db41f36c5251f8273a080a9f508d367df2073,d3d85f435dda77c4f1c732da6b20a435440fdf7071547335a18f678c1ac15aaa,cfc439718997deba437faf2707bf7fdadab94272946ada56fde9b57aa07364b5,af2697a15682a884dcff7b32b151b735043fbcccbeb522a2cc0c95aeea024d0e,d1a5de84812c2a5d5611310c3ac2baa4fdfccc788f5a78fb5e37e31d9df8ae89,c3bf637fcfab0090cabdd794fed5d95da1027ff3b5374915601429e8dd622f1b,4b176205fb95ca492bb1bcb537ae8ba6d5f047eb09402b0af9769ed810e40ff9,2230eaec5d03466b910787cebb66f662f7330fd1d5bdd942e3c80c235ee2147d,cb02d2c503accd922912929dd6f949220d305fba1f01dcf73559cccb3217419a,b5c49498b4a6b2abb44e10f5c4fc1f92a730e07ada8c6eeee361a5058d7ffb3e,58e8fe3324d5c5379c895e746c9a549e34ee2e48e082a208ff9615c36668b4d6,2406bb49a858c7962d8ba476e502a8eb55c47062e41e0ddf9023474006a4f35b
"それじゃあわたしたちも、\n負けじと仲良くしましょう♪\nほらほらシェフィちゃん、\nぎゅーっ☆　ですよ♪","371","0","3","ペコリーヌ","80005","3","0","0","","10","105801"
"えっ？　ええ…\nぎゅーっ…？","372","0","3","シェフィ","80005","2","0","0","","9","106401"
"3.5周年まであと11日！？\nお祝いの準備進んでないんだけど…\nああ～昨日に戻りたいわ…","373","0","4","キャル","80005","0","0","0","","11","106001"
"そういえばそんな魔道具があるって\n聞いたことがあるわね\n確か、名前はタイムラーベ…","374","0","4","シェフィ","80005","2","0","0","","10","106401"
"なにそれヤバいわね\nでも本当にあるんだったら\n準備よりももっとやり直したいこと\nたくさんあるんだけど…","375","0","4","キャル","80005","0","0","0","","12","106001"
"もしや正月の件でしょうか…？\nあの時はお金がなくて\n苦労しましたから","376","0","4","コッコロ","80005","1","0","0","","11","105901"
"あれはそうね…\nお金を湯水のように使う\nぺコリーヌを止められたら\nあんな苦労をすることもなかったし","377","0","4","キャル","80005","0","0","0","","13","106001"
"そんなこともありましたね！\nやり直したいといえば\n『きゃるきゃる～ん♪』\nの方かと思いましたよ！","378","0","4","ペコリーヌ","80005","3","0","0","","11","105801"
"バラすんじゃないわよ\nこのアホリーヌ！\nシェフィはそれ\n知らないんだから！","379","0","4","キャル","80005","0","0","0","","14","106001"
"こうなったらもう、なんとか\nタイムラーべを探し出して\n今の会話をなかったことに…\nって、どうしたのよシェフィ","380","0","4","キャル","80005","0","0","0","","15","106001"
"うん…もし、私だったら…\n私が知らないみんなとの時間を\n見てみたいな、って…","381","0","4","シェフィ","80005","2","0","0","","11","106401"
"シェフィちゃん！　タイムなんとか\nなんかなくても大丈夫ですよ！\n一緒の時間はこれから\nどんどん作ればいいんですから！","382","0","4","ペコリーヌ","80005","3","0","0","","12","105801"
"はい、今この瞬間も\n未来にはかけがえのない思い出に\nなっていることでしょう","383","0","4","コッコロ","80005","1","0","0","","12","105901"
"だからそんな顔しないの\nほら、お祝いの準備、進めるわよ！","384","0","4","キャル","80005","0","0","0","","16","106001"
"みんな…そうね\n最高のお祝いにして\n最高の思い出にしましょう！","385","0","4","シェフィ","80005","2","0","0","","12","106401"
"3.5周年まで、あと10日！\nもうすぐですよー！\n楽しみすぎて、やばいですね！","386","0","5","ペコリーヌ","80005","3","0","0","","13","105801"
"そういえば…たくさんのおもちゃが\n子どもたちを襲うっていう\n騒動もありましたね…\nなんでも勝手に動き出したとか！","387","0","5","ペコリーヌ","80005","3","0","0","","14","105801"
"学校や孤児院とかに\nちっちゃなおもちゃが乗り込んで\n暴れたみたいですよ！","388","0","5","ペコリーヌ","80005","3","0","0","","15","105801"
"暴れたって言っても\n所詮はおもちゃじゃない\nどうせちっさいんでしょ？","389","0","5","キャル","80005","0","0","0","","17","106001"
"だったら魔法で\n全部ぶっ飛ばせばいいじゃない！\n大したことないわよ！","390","0","5","キャル","80005","0","0","0","","18","106001"
"キャルってば…\n相手は子どもが\n大事にしてる物なのよ…？","391","0","5","シェフィ","80005","2","0","0","","13","106401"
"乱暴な発言は\nめっ、でございますよ？\n子どもの教育に悪影響を\n与えてしまいますから…","392","0","5","コッコロ","80005","1","0","0","","13","105901"
"キャルちゃんだって\n意外と猫グッズとか\nたっくさん集めてますよね？\nもしその子たちが暴れたら…？","393","0","5","ペコリーヌ","80005","3","0","0","","16","105801"
"う、うっさいわね！\n意外とか言うな！\n…ま、まあ確かに正面切って\n魔法でぶっ飛ばせないかもね…","394","0","5","キャル","80005","0","0","0","","19","106001"
"あはは☆\nキャルちゃんのそういうところ\n好きですよ♪","395","0","5","ペコリーヌ","80005","3","0","0","","17","105801"
"そんなキャルちゃんに猫グッズを\nプレゼントしちゃいますね！\n一部で流行っていた、たい焼き屋の\nおまけフィギュアですよ♪","396","0","5","ペコリーヌ","80005","3","0","0","","18","105801"
"乱暴に扱ったりしないでくださいね\nひとりでに暴れ出しちゃうかも\nしれませんから！","397","0","5","ペコリーヌ","80005","3","0","0","","19","105801"
"3.5周年まであと９日\nここでみなさんに\nビックニュースですよ！","398","0","6","カリン","80005","2","0","0","","4","190801"
"3.5周年を祝う生放送に\n去年と同様【美食殿】の\nみなさんにご出演いただくことが\n決定しましたー！","399","0","6","カリン","80005","2","0","0","","5","190801"
"…えっ！？","400","0","6","キャル","80005","1","0","0","","20","106001"
"本当ですか！？\nそれじゃ今から張り切って\n生放送中に食べる魔物料理を\n作らなくちゃですね☆","401","0","6","ペコリーヌ","80005","3","0","0","","20","105801"
"いや…がんばるところは\nそこじゃないような…\nというか去年も出演してたのね\nすごいじゃない！","402","0","6","シェフィ","80005","0","0","0","","14","106401"
"はい。とても緊張しますが\nやりがいのある大役です\n一緒にがんばりましょうね\nシェフィさま","403","0","6","コッコロ","80005","4","0","0","","14","105901"
"わ、私も出るの！？　でも…\n私も【美食殿】の一人だものね\nそれなら今からしっかり準備をして\nコンディションを整えないと…","404","0","6","シェフィ","80005","0","0","0","","15","106401"
"ふふん♪\n生放送直前のカチコチになった\nシェフィの姿が楽しみだわ！","405","0","6","キャル","80005","1","0","0","","21","106001"
"去年のキャルちゃんは\n緊張しすぎてずっと震えて\nかわいかったですもんね！\n今年もあの姿が見たいです！","406","0","6","ペコリーヌ","80005","3","0","0","","21","105801"
"ぶっ殺すぞ！？","407","0","6","キャル","80005","1","0","0","","22","106001"
"というわけで\n『プリンセスコネクト！\nRe:Dive』の魅力を\nお伝えする生放送をお楽しみに♪","408","0","6","カリン","80005","2","0","0","","6","190801"
"3.5周年まであと８日\nでございますよ\n楽しみですね、主さま","409","0","7","コッコロ","80005","1","0","0","","15","105901"
"そういえばあんた\n夏休みの宿題は\nきちんとやってるの？","410","0","7","キャル","80005","0","0","0","","23","106001"
"宿題…学校に通うのも\n楽しいことばかりじゃ\nないのね","411","0","7","シェフィ","80005","2","0","0","","16","106401"
"あれ？　そういえば\n少し前にルーセント学院で\n何かあったような…","412","0","7","ペコリーヌ","80005","3","0","0","","22","105801"
"ああ、始業式の日に\n大捕り物があったって\n話題になってたわね","413","0","7","キャル","80005","0","0","0","","24","106001"
"夏休みを終わらせないって\n騒いでたっていう話？\nあれ本当なの？\n都市伝説だと思ってたわ","414","0","7","シェフィ","80005","2","0","0","","17","106401"
"その一件ならよく存じ上げて\nおります。ですから主さま\n次の機会にはわたくしと一緒に\nがんばりましょう","415","0","7","コッコロ","80005","1","0","0","","16","105901"
"楽しそう…私も一緒にやりたいな\nママ…じゃ、じゃなくて！\nコッコロさん、私もまざっていい？","416","0","7","シェフィ","80005","2","0","0","","18","106401"
"もちろんでございます\n仲良くお勉強いたしましょう","417","0","7","コッコロ","80005","1","0","0","","17","105901"
"しれっと教育ママが\n生まれてる…？","418","0","7","キャル","80005","0","0","0","","25","106001"
"お勉強は大切ですよ！\nキャルちゃんも一緒に\nがんばりましょう！","419","0","7","ペコリーヌ","80005","3","0","0","","23","105801"
"え～～～～！？","420","0","7","キャル","80005","0","0","0","","26","106001"
"3.5周年まであと７日〜♪\nふふ～ん♪\nふんふふ～ん♪","421","0","8","キャル","80005","0","0","0","","27","106001"
"…\nねぇコッコロさん\nキャル、どうしちゃったの？","422","0","8","シェフィ","80005","2","0","0","","19","106401"
"とてもご機嫌そうに\n鼻歌を歌ってらっしゃいますね\n耳も尻尾もリズミカルに\n揺れて…ノリノリでございます","423","0","8","コッコロ","80005","1","0","0","","18","105901"
"あれはですね！\nカルミナのみなさんの\nサマーライブのチケットが\n手に入ったからなんですよ♪","424","0","8","ペコリーヌ","80005","3","0","0","","24","105801"
"ええっ！？\nあのライブのチケットって確か\n入手困難だったんじゃ…","425","0","8","シェフィ","80005","2","0","0","","20","106401"
"ふふふふ～ん♪\nしゃいにんぐふゅ～ちゃ～♪","426","0","8","キャル","80005","0","0","0","","28","106001"
"なるほど…\nキャルさまがあのように\nなってしまうのも頷けますね","427","0","8","コッコロ","80005","1","0","0","","19","105901"
"…カルミナの\n『Shining Future』\nの中に、シャイニングフューチャー\nって歌詞はなかったはずだけど…","428","0","8","シェフィ","80005","2","0","0","","21","106401"
"ふんふ…はっ！？\nあっ、あんたたち！\nなに人の鼻歌を\n勝手に聞いてるのよ！？","429","0","8","キャル","80005","0","0","0","","29","106001"
"こっ、これは別に\nカルミナの曲じゃなくて…\nあたしのオリジナルソングよ！\n聞いたらお金取るわよっ！？","430","0","8","キャル","80005","0","0","0","","30","106001"
"えへへ、キャルちゃん\nカルミナのサマーライブ\n思いっきり楽しみましょうね☆","431","0","8","ペコリーヌ","80005","3","0","0","","25","105801"
"も～っ！\n生暖かい目で見るな～～！\nぶっ殺すわよ～～～！","432","0","8","キャル","80005","0","0","0","","31","106001"
"3.5周年まであと６日\n３人も言ってたけど\nあっという間だったわね","433","0","9","シェフィ","80005","0","0","0","","22","106401"
"…えっ？\n生放送の意気込み！？\n突然なに！？","434","0","9","シェフィ","80005","0","0","0","","23","106401"
"ええと…\nとにかく失敗しないように\n台本たくさん読んで…\nそれから…","435","0","9","シェフィ","80005","0","0","0","","24","106401"
"えっ！？\nトラブルがあったら\nどうするのかって！？\nそ、それは…！","436","0","9","シェフィ","80005","0","0","0","","25","106401"
"とにかく落ち着いて\nスタッフさんの指示を聞いて…","437","0","9","シェフィ","80005","0","0","0","","26","106401"
"それから、それから…！\nぅ、ぅぅっ…！","438","0","9","シェフィ","80005","0","0","0","","27","106401"
"―びえぇぇ～んっ！！！","439","0","9","シェフィ","80005","0","0","0","","28","106401"
"どうされましたか、シェフィさま","440","0","9","コッコロ","80005","1","0","0","","20","105901"
"ううっ…ひっく…\nママッ…！","441","0","9","シェフィ","80005","0","0","0","","29","106401"
"よしよし、緊張されてるのですね\nママが傍におりますよ\n主さま、少々お待ちくださいませ","442","0","9","コッコロ","80005","1","0","0","","21","105901"
"…ふぅ\nシェフィさま\n生放送への意気込み\nお話しできそうですか？","443","0","9","コッコロ","80005","1","0","0","","22","105901"
"…ううっ\n恥ずかしすぎて\nもう生放送出られない…","444","0","9","シェフィ","80005","0","0","0","","30","106401"
"主さま\n3.5周年まであと５日\nでございます","445","0","10","コッコロ","80005","0","0","0","","23","105901"
"ですがその前に\n生放送がありますね","446","0","10","コッコロ","80005","0","0","0","","24","105901"
"…生放送に向けた\n意気込みでございますか？","447","0","10","コッコロ","80005","0","0","0","","25","105901"
"もちろんわたくしは\n主さまのために\n全身全霊を込めて\n楽しい時間をご提供いたします","448","0","10","コッコロ","80005","0","0","0","","26","105901"
"…と、意気込んでみましたが\nうまくできるか少し不安です\n声が小さくなったり\n間違えてしまったらどうしようと…","449","0","10","コッコロ","80005","0","0","0","","27","105901"
"ですがわたくしは\n一人ではありません\n【美食殿】のみなさまが\nおります","450","0","10","コッコロ","80005","0","0","0","","28","105901"
"どんな困難も\nみなさまと一緒なら\n乗り越えられると\nわたくし、確信しております","451","0","10","コッコロ","80005","0","0","0","","29","105901"
"それに今回はシェフィさまも\nご参加されるわけですし\nママとしてお手本に\nならねばなりませんね","452","0","10","コッコロ","80005","0","0","0","","30","105901"
"主さま。3.5周年も\n食卓を囲んでいる時のような\n楽しい思い出を\n一緒に作りましょうね","453","0","10","コッコロ","80005","0","0","0","","31","105901"
"3.5周年まであと４日！\nやばいですね☆","454","0","11","ペコリーヌ","80005","0","0","0","","26","105801"
"はいはい、やばいわね\nというかもうすぐ生放送だけど\nあんた準備はできてるの？","455","0","11","キャル","80005","1","0","0","","32","106001"
"ばっちりオイッスー☆　ですよ！\n『王家の装備』も全開です！","456","0","11","ペコリーヌ","80005","0","0","0","","27","105801"
"あとは前回を超える\n最高のオイッスー☆　を\nお届けできるように\n練習あるのみですかね！","457","0","11","ペコリーヌ","80005","0","0","0","","28","105801"
"キャルちゃんは\nどうなんですか？\nオイッスー☆　を\n毎日ちゃんと練習してますか？","458","0","11","ペコリーヌ","80005","0","0","0","","29","105801"
"はぁ！？　なんであたしまで\nその変なあいさつを練習しないと\nいけないのよ！","459","0","11","キャル","80005","1","0","0","","33","106001"
"もしかしてやってないんですか？\nダメですよキャルちゃん！\nシェフィちゃんだってちゃんと\n毎日練習してるのに！","460","0","11","ペコリーヌ","80005","0","0","0","","30","105801"
"こうなったらわたしがキャルちゃん\nにオイッスー☆　の『オ』から\nしっかり教えてあげないと！","461","0","11","ペコリーヌ","80005","0","0","0","","31","105801"
"オイッスー☆　の『オ』は\n口を大きく開いて〜\nドラゴンの骨つき肉に\nかぶりつく直前をイメージして〜","462","0","11","ペコリーヌ","80005","0","0","0","","32","105801"
"だからあたしはやるなんて一言も…","463","0","11","キャル","80005","1","0","0","","34","106001"
"オイッスー☆","464","0","11","ペコリーヌ","80005","0","0","0","","33","105801"
"聞きなさいっての！！","465","0","11","キャル","80005","1","0","0","","35","106001"
"3.5周年まであと３日…\nそして生放送は、明日…","466","0","12","シェフィ","80005","2","0","0","","31","106401"
"もっと台本を\n読み込んでおかないと…\nあと発声練習も…","467","0","12","シェフィ","80005","2","0","0","","32","106401"
"おいっす！\n…こうじゃなかったわね\nええと確か…","468","0","12","シェフィ","80005","2","0","0","","33","106401"
"うう…あんなに練習したのに\nこれじゃみんなに迷惑かけちゃう…","469","0","12","シェフィ","80005","2","0","0","","34","106401"
"【美食殿】の一員として\n認められるように\n頑張らないといけないのに\nよし、もう一度…","470","0","12","シェフィ","80005","2","0","0","","35","106401"
"やってますねシェフィちゃん！","471","0","12","ペコリーヌ","80005","3","0","0","","34","105801"
"なによ、考えることは\nみんな同じってこと？","472","0","12","キャル","80005","0","0","0","","36","106001"
"ふふ。シェフィさま\nよろしければ\n仲間に入れてください\n一緒にやればきっとうまくできます","473","0","12","コッコロ","80005","1","0","0","","32","105901"
"みんな…もちろんよ！","474","0","12","シェフィ","80005","2","0","0","","36","106401"
"それじゃ明日の生放送に向けて\n一緒に練習がんばりましょう☆","475","0","12","ペコリーヌ","80005","3","0","0","","35","105801"
"3.5周年まであと２日と\n迫った本日は…\nいよいよ生放送です！","476","0","13","カリン","80005","2","0","0","","7","190801"
"【美食殿】のみなさんが\n準備に入られていますので\nそれぞれ繋いでみましょう！\nまずはペコリーヌさんです！","477","0","13","カリン","80005","2","0","0","","8","190801"
"今日もオイッスー☆\nみんなで一緒に\nオイッスー☆","478","0","13","ペコリーヌ","80005","3","0","0","","36","105801"
"お手本になるような\n発声練習ですね！\nそれでは続いてコッコロさん","479","0","13","カリン","80005","2","0","0","","9","190801"
"はじめちょろちょろ\nなかぱっぱ～♪\n生放送前にみなさまで\n食卓を囲んで英気を養いましょう","480","0","13","コッコロ","80005","4","0","0","","33","105901"
"さすが【美食殿】のママですね！\nそしてキャルさんは…","481","0","13","カリン","80005","2","0","0","","10","190801"
"大丈夫…大丈夫…\nあたしは大丈夫…","482","0","13","キャル","80005","1","0","0","","37","106001"
"す、すごく震えてますけど\n大丈夫でしょうか…？\nそして今回初参加となる\n期待の新人シェフィさん！","483","0","13","カリン","80005","2","0","0","","11","190801"
"あうー？","484","0","13","シェフィ","80005","0","0","0","","37","106401"
"あ…","485","0","13","みんな","80005","4","0","1","105901,34,106001,38,190801,12","37","105801"
"ちょ、ちょっとシェフィ！？\nなに赤ちゃん返りしてん―\nあ痛ぁっ！\n噛んだわこいつーっ！","486","0","13","キャル","80005","1","0","0","","39","106001"
"シェフィさま\n緊張しすぎて\nしまったのでしょうね…\nおーよしよし…","487","0","13","コッコロ","80005","4","0","0","","35","105901"
"シェフィちゃん！\nそういう時は手のひらに\n好きな文字を書いて\n食べちゃうといいですよ！","488","0","13","ペコリーヌ","80005","3","0","0","","38","105801"
"…ええと、現場からは以上です！\n生放送はもうすぐ！\n特別なお知らせもありますので\nどうぞお楽しみに！","489","0","13","カリン","80005","2","0","0","","13","190801"
"3.5周年の記念日も\nいよいよ明日ね\n…って、あれ？","490","0","14","シェフィ","80005","2","0","0","","38","106401"
"記念日はこの森へ行きませんか！？\nすっごく美味しいお肉が\nとれるんです☆","491","0","14","ペコリーヌ","80005","3","0","0","","39","105801"
"うげ、またあの魔物？\nさすがに今度は\n丸焼きとかはやめてよね…\n見た目がヤバすぎるし","492","0","14","キャル","80005","0","0","0","","40","106001"
"ふふ、キャルさまもだいぶ\n魔物肉に慣れてきたようですね\n調理ならばわたくしに\nお任せください♪","493","0","14","コッコロ","80005","1","0","0","","36","105901"
"みんな、何をしているの？\nなんだか、\n不穏な単語が聞こえたんだけど…","494","0","14","シェフィ","80005","2","0","0","","39","106401"
"シェフィちゃん！\n明日の食べ尽くしツアーの\n相談をしてたんですよ！","495","0","14","ペコリーヌ","80005","3","0","0","","40","105801"
"はい。明日は【美食殿】の\n一員となったシェフィさまと一緒に\n初めて記念日を過ごすのですから\n特別なコース料理を用意しませんと","496","0","14","コッコロ","80005","1","0","0","","37","105901"
"ふふん♪\n猫の毛も逆立つような\nあれこれを食べさせられるから\n覚悟しておいたほうがいいわよ？","497","0","14","キャル","80005","0","0","0","","41","106001"
"へ、へぇ…","498","0","14","シェフィ","80005","2","0","0","","40","106401"
"期待しててくださいね！\nシェフィちゃんとあなたに\n『おいちー！』って喜んでもらえる\n最高のごちそうを準備しますから☆","499","0","14","ペコリーヌ","80005","3","0","0","","41","105801"
"ええと…その…うーんと…\nわ、分かったわ\n私も【美食殿】の一員だもの","500","0","14","シェフィ","80005","2","0","0","","41","106401"
"それにあなたも一緒みたいだし\n最後までがんばってみるわ…！","501","0","14","シェフィ","80005","2","0","0","","42","106401"
"それではいつものあれを\nやりましょう！\n準備はいいですかっ？\n…いっきますよー！","502","0","15","ペコリーヌ","80005","3","0","0","","42","105801"
"祝！","503","0","15","キャル","80005","1","0","0","","42","106001"
"3.5周年！","504","0","15","コッコロ","80005","4","0","0","","38","105901"
"おめでとうございます！","505","0","15","シェフィ","80005","0","0","0","","43","106401"
"この日を迎えられたのも\nあなたが『プリンセスコネクト！\nRe:Dive』を遊んでくれている\nおかげです！","506","0","15","カリン","80005","2","0","0","","14","190801"
"ということで\nみなさんからあなたへ一言ずつ\n感謝の言葉をどうぞ！","507","0","15","カリン","80005","2","0","0","","15","190801"
"感謝の言葉ですか？　わたしは\n毎日あなたに感謝してますよ\n【美食殿】の仲間になってくれて…\n一緒にごはんを食べてくれて…","508","0","15","ペコリーヌ","80005","3","0","0","","43","105801"
"なにより今でもわたしをぺコリーヌ\nって呼んでくれてありがとうござい\nます。これからもわたしはあなたの\nぺコリーヌです！　やばいですね☆","509","0","15","ペコリーヌ","80005","3","0","0","","44","105801"
"えっ！？　今度はあたし！？\n感謝って…まぁ、そうね…\nあんたにはあたしが\n辛くて苦しい時に助けてもらって…","510","0","15","キャル","80005","1","0","0","","43","106001"
"でもおかげで色々吹っ切れたわ！\nもしあんたが困ってたら今度は\nあたしが助けてあげるから\nその時はちゃんと言いなさいよ！","511","0","15","キャル","80005","1","0","0","","44","106001"
"ええと…次は私ね\n実はよく覚えてないのだけど\n空から落ちてきた私を受け止めて\nくれたのはあなたなのでしょう？","512","0","15","シェフィ","80005","0","0","0","","44","106401"
"最初に私を見つけてくれたのが\nあなたで良かったって思ってるの\nおかげで私は居場所を見つけたから\nあなたがくれたもの、大切にするわ","513","0","15","シェフィ","80005","0","0","0","","45","106401"
"では最後にわたくしから…\nわたくしは主さまの元を離れた日…\nこのように記念日をお祝いする\nことは二度とないと思っていました","514","0","15","コッコロ","80005","4","0","0","","39","105901"
"ですが、主さまはわたくしを\n迎えにきてくださり、今もこうして\nおそばにおいてくださっています\nわたくしにとって毎日が記念日です","515","0","15","コッコロ","80005","4","0","0","","40","105901"
"わたくしたちの物語は\nまだ続いていきます\nこれからも一緒にページを\n作っていきましょうね","516","0","15","コッコロ","80005","4","0","0","","41","105901"
"それじゃ\nいつものあれでしめますよ！\nみんなで一緒に、さんはい☆","517","0","15","ペコリーヌ","80005","3","0","0","","45","105801"
"これからも\nよろしくおねがいします！","518","0","15","みんな","80005","4","0","1","105901,42,106001,45,106401,46,190801,16","46","105801"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","519","1","0","カリン","60003","1","0","0","","1","190804"
"今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！","520","1","0","","60003","2","1","0","","0","0"
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","521","1","0","","60003","2","1","0","","0","0"
"今日の運勢は姫吉！　羽が生えたように飛躍できる絶好調の運気！新しいことに挑戦するなら今しかないわ！　やってみましょう！","522","1","0","","60003","2","1","0","","0","0"
"今日の運勢は姫吉！　精霊も新年の幸福をお祝いしています！　　主さまの笑顔が見られて、わたくしも幸せいっぱいでございます♪","523","1","0","","60003","2","1","0","","0","0"
"今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","524","2","0","","60003","2","1","0","","0","0"
"今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","525","1","0","","60003","2","2","0","","0","0"
"今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","526","1","0","","60003","2","2","0","","0","0"
"今日の運勢は大吉！　ラッキーカラーは鮮やかな黄色！　　　　　さらにシマシマのアイテムを持つと、運気倍増らしいッスよ♪","527","1","0","","60003","2","2","0","","0","0"
"今日の運勢は大吉！　秘められた力が開花するでしょう！　　　　じゃあ、私の龍眼と力比べしてみようか？　ふふ、冗談だよ～","528","1","0","","60003","2","2","0","","0","0"
"今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","529","2","0","","60003","2","2","0","","0","0"
"今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？","530","1","0","","60003","2","3","0","","0","0"
"今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？","531","1","0","","60003","2","3","0","","0","0"
"今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","532","1","0","","60003","2","3","0","","0","0"
"今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。","533","1","0","","60003","2","3","0","","0","0"
"今日の運勢は中吉！　ラッキーアイテムはかわいいもの！　　　　ア、アタシはかわいいじゃなくてキレイだってば！　も～っ！","534","1","0","","60003","2","3","0","","0","0"
"今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","535","1","0","","60003","2","3","0","","0","0"
"今日の運勢は中吉！　悩まず行動すれば強運に恵まれる！　　　　守るよりも攻めるが吉だ！　勝負事をするにはいい運勢だな！","536","2","0","","60003","2","3","0","","0","0"
"今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！","537","1","0","","60003","2","4","0","","0","0"
"今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","538","1","0","","60003","2","4","0","","0","0"
"今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","539","1","0","","60003","2","4","0","","0","0"
"今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","540","1","0","","60003","2","4","0","","0","0"
"今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","541","1","0","","60003","2","4","0","","0","0"
"今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","542","1","0","","60003","2","4","0","","0","0"
"今日の運勢は小吉！　無理は禁物、お家で静かにしていましょう　プロぼっちの私が、お家での過ごし方……教えてあげましょうか？","543","2","0","","60003","2","4","0","","0","0"
"おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","544","0","0","カリン","60003","3","0","0","","2","190804"
"おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","545","0","7","カリン","60003","3","0","0","","3","190804"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","546","1","0","カリン","60004","1","0","0","","1","190804"
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","547","1","0","","60004","2","1","0","","0","0"
"今日の運勢は姫吉！　羽が生えたように飛躍できる絶好調の運気！新しいことに挑戦するなら今しかないわ！　やってみましょう！","548","1","0","","60004","2","1","0","","0","0"
"今日の運勢は姫吉！　宴でも開きたくなるほどの絶対幸運！\nイメチェンでもしてみるのはどうだ？　ぴょんぴょん、なんてな♪","549","1","0","","60004","2","1","0","","0","0"
"今日の運勢は姫吉！　ずっと祈り続けていた願いが叶うかも！\nきっとあんたならたどり着けるわ、ハッピーエンドのその先に","550","1","0","","60004","2","1","0","","0","0"
"今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","551","1","0","","60004","2","1","0","","0","0"
"今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","552","1","0","","60004","2","2","0","","0","0"
"今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","553","2","0","","60004","2","2","0","","0","0"
"今日の運勢は大吉！　ラッキーワードは「ぴょんぴょん♪」\nおっきな声で一緒に言ってみよ～♪　うさぎさんぴょんぴょ～ん♪","554","1","0","","60004","2","2","0","","0","0"
"今日の運勢は大吉！　あなたの趣味がもっと広がるかも！\nかんわゆ～～～いショタと～騎士きゅんもゲット～んふふ～♪","555","1","0","","60004","2","2","0","","0","0"
"今日の運勢は大吉！　秘められた力が開花するでしょう！　　　　じゃあ、私の龍眼と力比べしてみようか？　ふふ、冗談だよ～","556","1","0","","60004","2","2","0","","0","0"
"今日の運勢は中吉！　ラッキーアイテムはかわいいもの！　　　　ア、アタシはかわいいじゃなくてキレイだってば！　も～っ！","557","1","0","","60004","2","3","0","","0","0"
