e51039a181e623751f9a938f232ddeeeedefe4ad9cc8a17010eaf41486fbe944,8b6ce350a37a4fbe968588dc375b26cc890ebe0011e387c92558c2355c064f14,f9b5a6693fe7e47fd609409e666e8f5371b1c1006a1fd6ec3135999d9d0f9349,ce5f340e067a79547675581a423c971534c5a7b882d9830fee97fa3c88c93380,5909029aee0266db288211ff0b730d9171cd68e3adcad832ac80d55820b6afda,8f1d152dd5726ac7b6ec4213641bfea1c0f7fee22d7741410ddb0b241b6e49b0,ce5f882f78cd59de35b42da362e90c06937643350bab89bfe953b66254dcaa22,883787c39e4c8a916e2e0fb55045c757fb49ed49867f080393315041263887cb,b8c9fd4bbf23c4c77c33d23ffebbe0de3d0805d13e7026303565a6c2a70382d2,b209ba53efcdd7b00a28cf29a2d800dfddf60f693f06f6be5e18e6c85b31fe1e,8f92c4c2e0b1aff7debcd13642e53415bd77383a74387a7479a738a49c80e4b8,cb34158ccf40a4a872838488d16c87c287e50e3ce4c73c79148a6a002959e0ee,a7dbca13c1e2a775db22ffdefe56730763d2d8cc2711efcee866969992daef0f,b34e50555db8043805c0ba6a6d91d041a8f8ac029a52079296bf24dd859f1212,e978e30b2c47159604b00839c3a1b3795144b856c5714d22f61241134e998306,a049e7553848d9fb4a946ff6b0ddc5948d967a6acec4b788f464f174ae685bcf,b2f068d339ffe387123a8a61da113ed7fc28dd48f2c575f66978a76e5096585b,7823d6a708ca40ecbd68d16070e8ce9fa5ab526c1942f7bbd598e0d2942de026,2a8c853767860ee38481b9895a964becd71068219a94da706ce805c2f6851c2b,f3a6fd93424448e98dd49266c261f122b0052a373097d0cca237ef795db959a1,42313398eabcbe966744085bf673554567733f996718b0bb92cf63b71e35cef1
"516","5","0","0","94002","2","1000000","12","0","0","1091","2","-1","0","22003","22002","16","0","0","1","80"
"517","1","0","0","94002","0","10000","12","0","0","1092","0","1","0","0","0","0","0","0","1","0"
"518","2","0","0","94002","2","250000","12","0","0","1092","2","2","0","22003","22002","4","0","0","1","20"
"519","3","0","0","94002","2","500000","12","0","0","1092","2","3","0","22003","22002","8","0","0","1","40"
"520","4","0","0","94002","2","750000","12","0","0","1092","2","4","0","22003","22002","12","0","0","1","60"
"521","5","0","0","94002","2","1000000","12","0","0","1092","2","-1","0","22003","22002","16","0","0","1","80"
"522","1","0","0","94002","0","10000","12","0","0","1093","0","1","0","0","0","0","0","0","1","0"
"523","2","0","0","94002","2","250000","12","0","0","1093","2","2","0","22003","22002","4","0","0","1","20"
"524","3","0","0","94002","2","500000","12","0","0","1093","2","3","0","22003","22002","8","0","0","1","40"
"525","4","0","0","94002","2","750000","12","0","0","1093","2","4","0","22003","22002","12","0","0","1","60"
"526","5","0","0","94002","2","1000000","12","0","0","1093","2","-1","0","22003","22002","16","0","0","1","80"
"527","1","0","0","94002","0","10000","12","0","0","1094","0","1","0","0","0","0","0","0","1","0"
"528","2","0","0","94002","2","250000","12","0","0","1094","2","2","0","22003","22002","4","0","0","1","20"
"529","3","0","0","94002","2","500000","12","0","0","1094","2","3","0","22003","22002","8","0","0","1","40"
"530","4","0","0","94002","2","750000","12","0","0","1094","2","4","0","22003","22002","12","0","0","1","60"
"531","5","0","0","94002","2","1000000","12","0","0","1094","2","-1","0","22003","22002","16","0","0","1","80"
"532","1","0","0","94002","0","10000","12","0","0","1095","0","1","0","0","0","0","0","0","1","0"
"533","2","0","0","94002","2","250000","12","0","0","1095","2","2","0","22003","22002","4","0","0","1","20"
"534","3","0","0","94002","2","500000","12","0","0","1095","2","3","0","22003","22002","8","0","0","1","40"
"535","4","0","0","94002","2","750000","12","0","0","1095","2","4","0","22003","22002","12","0","0","1","60"
"536","5","0","0","94002","2","1000000","12","0","0","1095","2","-1","0","22003","22002","16","0","0","1","80"
"537","1","0","0","94002","0","10000","12","0","0","1096","0","1","0","0","0","0","0","0","1","0"
"538","2","0","0","94002","2","250000","12","0","0","1096","2","2","0","22003","22002","4","0","0","1","20"
"539","3","0","0","94002","2","500000","12","0","0","1096","2","3","0","22003","22002","8","0","0","1","40"
"540","4","0","0","94002","2","750000","12","0","0","1096","2","4","0","22003","22002","12","0","0","1","60"
"541","5","0","0","94002","2","1000000","12","0","0","1096","2","-1","0","22003","22002","16","0","0","1","80"
"542","1","0","0","94002","0","10000","12","0","0","1097","0","1","0","0","0","0","0","0","1","0"
"543","2","0","0","94002","2","250000","12","0","0","1097","2","2","0","22003","22002","4","0","0","1","20"
"544","3","0","0","94002","2","500000","12","0","0","1097","2","3","0","22003","22002","8","0","0","1","40"
"545","4","0","0","94002","2","750000","12","0","0","1097","2","4","0","22003","22002","12","0","0","1","60"
"546","5","0","0","94002","2","1000000","12","0","0","1097","2","-1","0","22003","22002","16","0","0","1","80"
"547","1","0","0","94002","0","10000","12","0","0","1098","0","1","0","0","0","0","0","0","1","0"
"548","2","0","0","94002","2","250000","12","0","0","1098","2","2","0","22003","22002","4","0","0","1","20"
"549","3","0","0","94002","2","500000","12","0","0","1098","2","3","0","22003","22002","8","0","0","1","40"
"550","4","0","0","94002","2","750000","12","0","0","1098","2","4","0","22003","22002","12","0","0","1","60"
"551","5","0","0","94002","2","1000000","12","0","0","1098","2","-1","0","22003","22002","16","0","0","1","80"
"552","1","0","0","94002","0","10000","12","0","0","1099","0","1","0","0","0","0","0","0","1","0"
"553","2","0","0","94002","2","250000","12","0","0","1099","2","2","0","22003","22002","4","0","0","1","20"
"554","3","0","0","94002","2","500000","12","0","0","1099","2","3","0","22003","22002","8","0","0","1","40"
"555","4","0","0","94002","2","750000","12","0","0","1099","2","4","0","22003","22002","12","0","0","1","60"
"556","5","0","0","94002","2","1000000","12","0","0","1099","2","-1","0","22003","22002","16","0","0","1","80"
"557","1","0","0","94002","0","10000","12","0","0","1100","0","1","0","0","0","0","0","0","1","0"
"558","2","0","0","94002","2","250000","12","0","0","1100","2","2","0","22003","22002","4","0","0","1","20"
"559","3","0","0","94002","2","500000","12","0","0","1100","2","3","0","22003","22002","8","0","0","1","40"
"560","4","0","0","94002","2","750000","12","0","0","1100","2","4","0","22003","22002","12","0","0","1","60"
"561","5","0","0","94002","2","1000000","12","0","0","1100","2","-1","0","22003","22002","16","0","0","1","80"
