adbff9b4a424018a68748bf89c34e22b51dd398e4b4a96c24078e8fc5162ff30,7821b09e1b51e9ddb8274726517ea9012b84ab03be99a7292cb82d80a1395b3c,ff8ab0359a36aaf8ac99a52a52eade5c782ffd74e6494541d038287b13af0e4a,d033b825a4be25527f14e8bf5bd4b5d5e7bd689119b17d1236c08d47579ea453,aea25a31bff5a9c071a2efcf9495195e9d7f6b8057094ce92f37a925cd03e8b8,c7703a7755506af7a82285cff18a0d3a1de11de00c2bf35d9d20b02f5ee67a14,80a7786a500ec096f0b9474d5f3189c0c806a8c50833e0e0d444ff44fd8bfaea,275e765c836a95e1ff0769dd2fd275daa35140f4f1c906c5c3c2753bdd26f140,f1ab938215c5d9d6a5f2f0df13ca3dd6c4ae4acb983dea3388b16b1505f75530,7f404d59e24a83bbc6d259a8590270ba0938b35630d0b93b6faaeeffbd127501,16483701fdd67cb26548a88f501bbe3c87a250250f0458be73a24f79120217d4
"","110311","5152066","0.3","idle_normal","","3","","1","66082",""
"","107811","5152066","0.3","cool_idle","","3","","1","66083",""
"","113511","5152066","0.3","sad_idle_normal","","3","","1","66084",""
"","vo_rag","5152066","","vo_rag_1004","","21","","0","66085","0"
"5","132111","5152066","10","次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","0.5","11","0","10","66086","1"
"","5","5152066","","0","","93","","","66087",""
"","66086","5152066","","","","91","","0","66088","0"
"","131911","5152066","0.3","radio_stretch1_loop_surprise1","","3","","1","66089",""
"","132111","5152066","0.3","radio_stretch1_loop","","3","","1","66090",""
"","4","5152066","0.3","radio_stretch1_loop","","3","","1","66091",""
"","0.1","5152066","","","","93","","0","66092","0"
"","107511","5152066","0.3","radio_stretch1_loop","","3","","1","66093",""
"","107611","5152066","0.3","radio_stretch1_loop","","3","","1","66094",""
"","126911","5152066","0.3","radio_stretch1_loop","","3","","1","66095",""
"","110311","5152066","0.3","radio_stretch1_loop","","3","","1","66096",""
"","107811","5152066","0.3","radio_stretch1_loop","","3","","1","66097",""
"","113511","5152066","0.3","radio_stretch1_loop","","3","","1","66098",""
"","2","5152066","","","","93","","0","66099","0"
"","vo_rag","5152066","","vo_rag_1005","","21","","0","66100","0"
"5","131911","5152066","-10","よいしょ、よいしょ……！","0.5","11","0","10","66101","1"
"","5","5152066","","0","","93","","","66102",""
"","66101","5152066","","","","91","","0","66103","0"
"","0.3","5152066","","0","","93","","","66104",""
"","131911","5152066","0.3","radio_talk_normal","","3","","1","66105",""
"","132111","5152066","0.3","wish_idle_normal","","3","","1","66106",""
"","4","5152066","0.3","cool_idle","","3","","1","66107",""
"","0.1","5152066","","0","","93","","","66108",""
"","107511","5152066","0.3","idle_normal","","3","","1","66109",""
"","107611","5152066","0.3","wish_idle","","3","","1","66110",""
"","126911","5152066","0.3","wish_idle_normal","","3","","1","66111",""
"","110311","5152066","0.3","idle_normal","","3","","1","66112",""
"","107811","5152066","0.3","cool_idle","","3","","1","66113",""
"","113511","5152066","0.3","sad_idle_normal","","3","","1","66114",""
"","vo_rag","5152066","","vo_rag_1006","","21","","0","66115","0"
"5","131911","5152066","-10","さあ、今度は横曲げの運動よ\n弾みをつけてやってね","0.5","11","0","10","66116","1"
"","4.3","5152066","","0","","93","","","66117",""
"","66116","5152066","","","","91","","0","66118","0"
"","131911","5152066","0.2","radio_stretch2_loop","","3","","1","66119",""
"","132111","5152066","0.2","radio_stretch2_loop_normal2","","3","","1","66120",""
"","4","5152066","0.2","radio_stretch2_loop_talk2","","3","","1","66121",""
"","0.2","5152066","","","","93","","0","66122","0"
"","107511","5152066","0.2","radio_stretch2R_loop","","3","","1","66123",""
"","107611","5152066","0.2","radio_stretch2R_loop","","3","","1","66124",""
"","126911","5152066","0.2","radio_stretch2R_loop","","3","","1","66125",""
"","110311","5152066","0.2","radio_stretch2R_loop","","3","","1","66126",""
"","107811","5152066","0.2","radio_stretch2R_loop","","3","","1","66127",""
"","113511","5152066","0.2","radio_stretch2R_loop","","3","","1","66128",""
"","1.5","5152066","","","","93","","0","66129","0"
"5","4","5152066","-10","ふっ、ふっ、ふっ……","0","11","0","20","66130","1"
"","0.2","5152066","","0","","93","","","66131",""
"","vo_rag","5152066","","vo_rag_1007","","21","","0","66132","0"
"","2.5","5152066","","0","","93","","","66133",""
"","66130","5152066","","","","91","","0","66134","0"
"","vo_rag","5152066","","vo_rag_1008","","21","","0","66135","0"
"5","132111","5152066","10","なんというキレのある動き……\nさすがです、姉様","0.5","11","0","10","66136","1"
"","4.5","5152066","","0","","93","","","66137",""
"","66136","5152066","","","","91","","0","66138","0"
"","0.5","5152066","","0","","93","","","66139",""
"0","131911","5152066","0.2","radio_victory_in_normal2","","3","1","0","66140","radio_victory_loop_normal2"
"0","132111","5152066","0.2","radio_victory_in_normal2","","3","1","0","66141","radio_victory_loop_normal2"
"0","4","5152066","0.2","radio_victory_in","","3","1","0","66142","radio_victory_loop"
"","107511","5152066","0.2","idle_normal","","3","","1","66143",""
"","107611","5152066","0.2","wish_idle","","3","","1","66144",""
"","126911","5152066","0.2","wish_idle_normal","","3","","1","66145",""
"","110311","5152066","0.2","idle_normal","","3","","1","66146",""
"","107811","5152066","0.2","cool_idle","","3","","1","66147",""
"","113511","5152066","0.2","sad_idle_normal","","3","","1","66148",""
"","vo_rag","5152066","","vo_rag_1009","","21","","0","66149","0"
"5","131911","5152066","-10","最後は両手を掲げて、びくとりー！","0.5","11","0","10","66150","1"
"","1.5","5152066","","","","93","","0","66151","0"
"0","107511","5152066","0.2","radio_victory_in_normal2","","3","1","0","66152","radio_victory_loop_normal2"
"0","107611","5152066","0.2","radio_victory_in_normal2","","3","1","0","66153","radio_victory_loop_normal2"
"0","126911","5152066","0.2","radio_victory_in","","3","1","0","66154","radio_victory_loop"
"0","110311","5152066","0.2","radio_victory_in_normal2","","3","1","0","66155","radio_victory_loop_normal2"
"0","107811","5152066","0.2","radio_victory_in_normal2","","3","1","0","66156","radio_victory_loop_normal2"
"0","113511","5152066","0.2","radio_victory_in_normal2","","3","1","0","66157","radio_victory_loop_normal2"
"","0.8","5152066","","0","","93","","","66158",""
"0","131911","5152066","0.2","radio_victory_out","","3","1","0","66159","radio_victory_idle"
"","1.8","5152066","","0","","93","","","66160",""
"","66150","5152066","","","","91","","0","66161","0"
"0","132111","5152066","0.2","radio_victory_out","","3","1","0","66162","radio_victory_idle"
"0","4","5152066","0.2","radio_victory_out_talk2","","3","1","0","66163","radio_victory_idle_talk2"
"0","107511","5152066","0.2","radio_victory_out","","3","1","0","66164","radio_victory_idle"
"0","107611","5152066","0.2","radio_victory_out","","3","1","0","66165","radio_victory_idle"
"0","126911","5152066","0.2","radio_victory_out","","3","1","0","66166","radio_victory_idle"
"0","110311","5152066","0.2","radio_victory_out","","3","1","0","66167","radio_victory_idle"
"0","107811","5152066","0.2","radio_victory_out","","3","1","0","66168","radio_victory_idle"
"0","113511","5152066","0.2","radio_victory_out","","3","1","0","66169","radio_victory_idle"
"","vo_rag","5152066","","vo_rag_1010","","21","","0","66170","0"
"","2","5152066","0","0610_in","","3","0","","66171",""
"1","bgm_MC173B","5152066","0","bgm_MC173B","","27","0","0.5","66172","0.5"
"","se_10058300","5152066","","se_10058300_radio_finish","","23","","0","66173",""
"","2","5152066","","finish","","37","","","66174",""
"","0.4","5152066","","1","","93","","0","66175","0"
"","2","5152066","0","0610_mid","","3","0","0","66176",""
"","","5152066","","","","92","","0","66177","0"
"0","2","5152066","0","0610_out","","3","0","0","66178","empty"
"","0.3","5152066","","0","","93","","0","66179","0"
"0","5","5152066","0.2","pack_vic_in","","3","1","0","66180","pack_vic_idle"
"","se_10058300","5152066","","se_10058300_pack_appear","","23","","0","66181",""
"","131911","5152066","0.2","radio_victory_idle","","3","","1","66182",""
"","0.1","5152066","","","","93","","0","66183","0"
"","132111","5152066","0.2","radio_victory_idle","","3","","1","66184",""
"","4","5152066","0.2","radio_victory_idle_talk2","","3","","1","66185",""
"","0.1","5152066","","","","93","","0","66186","0"
"","107511","5152066","0.2","radio_victory_lookup2_idle","","3","","1","66187",""
"","107611","5152066","0.2","radio_victory_lookup_idle","","3","","1","66188",""
"","126911","5152066","0.2","radio_victory_lookup_idle","","3","","1","66189",""
"","110311","5152066","0.2","radio_victory_lookup2_idle","","3","","1","66190",""
"","107811","5152066","0.2","radio_victory_lookup2_idle","","3","","1","66191",""
"","113511","5152066","0.2","radio_victory_lookup_idle","","3","","1","66192",""
"","0.3","5152066","","","","93","","0","66193","0"
"","vo_rag","5152066","","vo_rag_1011","","21","","0","66194","0"
"5","5","5152066","0","びくとりー！","0","11","1","10","66195","1"
"","0","5152066","","","","91","","0","66196","0"
"","se_10058300","5152066","","se_10058300_emotion_laugh","","23","","0","66197",""
"","17","5152066","","1","","32","","","66198",""
"0","131911","5152066","0.2","smile2_joy","","3","1","0","66199","sad_idle_joy"
"","132111","5152066","0.2","wish_talk","","3","","1","66200",""
"0","4","5152066","0.2","doya_in_normal","","3","1","0","66201","doya_idle"
"0","107511","5152066","0.2","handsup_in","","3","1","0","66202","handsup_loop"
"","107611","5152066","0.2","wish_idle_dere","","3","","1","66203",""
"","126911","5152066","0.2","wish2_idle","","3","","1","66204",""
"","110311","5152066","0.2","joy_idle","","3","","1","66205",""
"0","107811","5152066","0.2","cool_in_dere2","","3","1","0","66206","cool_talk_dere2"
"","113511","5152066","0.2","wish_talk_joy_shy","","3","","1","66207",""
"","2","5152066","","","","93","","","66208",""
"","4","5152066","","1","","32","","","66209",""
"","1","5152066","","","","93","","","66210",""
"","0.5","5152066","","0","","93","","","66211",""
"","66213","5152066","","","","101","","","66212",""
"","bgm_MC173B","5152066","","bgm_MC173B","","25","","","66213",""
"","0","5152066","","0","","22","","","66214",""
"0","1","5152067","1.5","107511","top_idle_normal","1","-254","53","67001","-60"
"","0.5","5152067","","0","","93","","","67002",""
"","67004","5152067","","","","101","","","67003",""
"0","107511","5152067","0.2","top_doya_in","","3","1","0","67004","top_doya_talk"
"","vo_rag","5152067","","vo_rag_0101","","21","","0","67005","0"
"-92","107511","5152067","80","どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","0","11","1","10","67006","1"
"","3.7","5152067","","1","","93","","","67007",""
"","0","5152067","","0","","102","","0","67008",""
"0","1","5152068","1.5","107511","top_idle_normal","1","-254","53","68001","-60"
"","0.5","5152068","","0","","93","","","68002",""
"","68004","5152068","","","","101","","","68003",""
"","107511","5152068","0.2","top_surprise3_loop","","3","","1","68004",""
"","vo_rag","5152068","","vo_rag_0102","","21","","0","68005","0"
"-92","107511","5152068","80","体操した後に食べるごはん…これはもう絶対おいしいですよ☆","0","11","1","10","68006","1"
"","3.6","5152068","","1","","93","","","68007",""
"","0","5152068","","0","","102","","0","68008",""
"0","1","5152069","1.5","107611","top_idle_normal","1","-254","53","69001","-60"
"","0.5","5152069","","0","","93","","","69002",""
"","69004","5152069","","","","101","","","69003",""
"","107611","5152069","0.2","top_sad_talk","","3","","1","69004",""
"","vo_rag","5152069","","vo_rag_0201","","21","","0","69005","0"
"-92","107611","5152069","80","ここで習った体操のことは、必ずや主さまにお伝えいたします","0","11","1","10","69006","1"
"","3.3","5152069","","1","","93","","","69007",""
"","0","5152069","","0","","102","","0","69008",""
"0","1","5152070","1.5","107611","top_idle_normal","1","-254","53","70001","-60"
"","0.5","5152070","","0","","93","","","70002",""
"","70004","5152070","","","","101","","","70003",""
"","107611","5152070","0.2","top_wish_talk_normal","","3","","1","70004",""
"","vo_rag","5152070","","vo_rag_0202","","21","","0","70005","0"
"-92","107611","5152070","80","押されたスタンプは努力の証。大切な宝物となることでしょう","0","11","1","10","70006","1"
"","3.3","5152070","","1","","93","","","70007",""
"","0","5152070","","0","","102","","0","70008",""
"0","1","5152071","1.5","107811","top_idle_normal","1","-254","53","71001","-60"
"","0.5","5152071","","0","","93","","","71002",""
"","71004","5152071","","","","101","","","71003",""
"0","107811","5152071","0.2","top_cool_in","","3","1","0","71004","top_cool_talk"
"","vo_rag","5152071","","vo_rag_0301","","21","","0","71005","0"
"-92","107811","5152071","80","ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","0","11","1","10","71006","1"
"","3.8","5152071","","1","","93","","","71007",""
"","0","5152071","","0","","102","","0","71008",""
"0","1","5152072","1.5","107811","top_idle_normal","1","-254","53","72001","-60"
"","0.5","5152072","","0","","93","","","72002",""
"","72004","5152072","","","","101","","","72003",""
"0.2","107811","5152072","0.2","top_armcrossed_talk_shy","","3","1","0","72004","top_armcrossed_talk_nervous"
"","vo_rag","5152072","","vo_rag_0302","","21","","0","72005","0"
"-92","107811","5152072","80","子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","0","11","1","10","72006","1"
"","3.2","5152072","","1","","93","","","72007",""
"","0","5152072","","0","","102","","0","72008",""
"0","1","5152073","1.5","131911","top_idle_normal","1","-254","53","73001","-60"
"","0.5","5152073","","0","","93","","","73002",""
"","73004","5152073","","","","101","","","73003",""
"","131911","5152073","0.2","top_wish_talk_joy","","3","","1","73004",""
"","vo_rag","5152073","","vo_rag_0401","","21","","0","73005","0"
"-92","131911","5152073","80","夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","0","11","1","10","73006","1"
"","3.6","5152073","","1","","93","","","73007",""
"","0","5152073","","0","","102","","0","73008",""
"0","1","5152074","1.5","131911","top_idle_normal","1","-254","53","74001","-60"
"","0.5","5152074","","0","","93","","","74002",""
"","74004","5152074","","","","101","","","74003",""
"0","131911","5152074","0.2","top_gutsB_talk","","3","","1","74004",""
"","vo_rag","5152074","","vo_rag_0402","","21","","0","74005","0"
"-92","131911","5152074","80","みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","0","11","1","10","74006","1"
"","3.6","5152074","","1","","93","","","74007",""
"","0","5152074","","0","","102","","0","74008",""
"0","1","5152075","1.9","131911","empty","1","-330","60","75001","-10"
"0","1","5152075","1.9","1","empty","5","-330","61","75002","-10"
"0","1","5152075","1.9","132111","empty","1","-315","58","75003","-192"
"0","1","5152075","1.9","2","empty","5","-315","59","75004","-192"
"0","4","5152075","1.9","4","empty","5","-312","57","75005","163"
"0","1","5152075","1.75","107511","empty","1","-165","54","75006","-132"
"0","1","5152075","1.75","107811","empty","1","-175","55","75007","-292"
"0","1","5152075","1.75","107611","empty","1","-190","56","75008","-452"
"1","1","5152075","1.75","110311","empty","1","-165","51","75009","105"
"1","1","5152075","1.75","126911","empty","1","-175","52","75010","265"
"1","1","5152075","1.75","113511","empty","1","-190","53","75011","425"
"0","5","5152075","1.9","5","empty","5","-324","59","75012","15"
"","90","5152075","0","90","","31","1","0","75013","0"
"","0","5152075","","0","","91","","","75014",""
"","0.6","5152075","","0","","93","","","75015",""
"","90","5152075","","1","","32","","","75016",""
"","0.1","5152075","","0","","93","","","75017",""
"","131911","5152075","0","comp_victory_F_noFace","","3","","0","75018",""
"","1","5152075","0","comp_victory_F_emilia","","3","","0","75019",""
"","132111","5152075","0","comp_victory_F_noFace","","3","","0","75020",""
"","2","5152075","0","comp_victory_F_rem","","3","","0","75021",""
"","4","5152075","0","comp_victory_F","","3","","0","75022",""
"","107511","5152075","0","comp_victory_B","","3","","0","75023",""
"","107811","5152075","0","comp_victory_B","","3","","0","75024",""
"","107611","5152075","0","comp_victory_B_kokkoro","","3","","0","75025",""
"","110311","5152075","0","comp_victory_B","","3","","0","75026",""
"","126911","5152075","0","comp_victory_B","","3","","0","75027",""
"","113511","5152075","0","comp_victory_B","","3","","0","75028",""
"0","5","5152075","0","pack_comp_vic_in","","3","1","0","75029","pack_comp_vic_idle"
"","4.5","5152075","","0","","93","","","75030",""
"","90","5152075","","out","","37","","","75031",""
"0","131911","5152075","0.1","1","","6","0","1","75032","1"
"0","1","5152075","0.1","1","","6","0","1","75033","1"
"0","132111","5152075","0.1","1","","6","0","1","75034","1"
"0","2","5152075","0.1","1","","6","0","1","75035","1"
"0","4","5152075","0.1","1","","6","0","1","75036","1"
"0","107511","5152075","0.1","1","","6","0","1","75037","1"
"0","107811","5152075","0.1","1","","6","0","1","75038","1"
"0","107611","5152075","0.1","1","","6","0","1","75039","1"
"0","110311","5152075","0.1","1","","6","0","1","75040","1"
"0","126911","5152075","0.1","1","","6","0","1","75041","1"
"0","113511","5152075","0.1","1","","6","0","1","75042","1"
"0","5","5152075","0.1","1","","6","0","1","75043","1"
"","1","5152075","","0","","93","","","75044",""
