6e87856317065517c4b83cc95a6b30fa35eb5e13cb377ba905c6967233a9a853,18a0fa9decfb70bc94ab341b9d3272d99b7b953e2a593112192aa16fa03f245b,ad4d88c60fade9d83348771ceb50cdf536e84d46bcbbaf2edd64fe89080aa602,450209f20bec94c8cdcf2890c743a60975b0b308b1d342114e46dd25a8864435,7537d08d69553daf321013674c1e7df0a6d0c698cbd55c0e9a9ae04da4b9fe92,f9e63d3e52ed7dc2410168c3a1137bdde38cab5e7bf3a0bea91edbba492ee5c3,1f5cc02e8954b5d5ae39fe4d5269710449637d894cf965b4de61ee85140d65eb,b2b2c26f91a7a9510cf1ba143d517386cafbcd1ef39d6732b84c652920f9a6c7,6709f8df5c8bf228e232a143521d546764bff5b3deaefe2deac19aae70cf708b,08ac3cb876047d8c207646709f21be2787c12a5d097cef10c5d8301ca48f8902,1ff300707ff65704932506dbf112e415674b5fc69acd232b61be4120147c1548
"1.05","0.3","","","123","1.05","1.05","3217","1.05","0","132170036"
"","","","","122","0.5","75","3217","75","","132170037"
"","","","","32","","301702","3217","1","","132170038"
"","","","","93","","0.4","3217","0","","132170039"
"","","","","32","","2","3217","0","","132170040"
"","","","","32","","310000","3217","0","","132170041"
"","","","","32","","321700","3217","1","","132170042"
"","","","","93","","0.4","3217","0","","132170043"
"0.95","2","","","123","0.95","0.95","3217","0.95","2","132170044"
"","","","","93","","0.2","3217","0","","132170045"
"","","","","3","0","1000001","3217","glad","0.2","132170046"
"","","","","32","","120","3217","1","","132170047"
"","","","","93","","0.4","3217","0","","132170048"
"","","","","32","","998","3217","1","","132170049"
"","","","","93","","0.6","3217","0","","132170050"
"joy_round3_loop","1","","","3","0","1000001","3217","joy_round3_in","0.2","132170051"
"","","","","93","","5","3217","0","","132170052"
"","","","","113","","1","3217","","","132170053"
"0","1","","","31","345.4","330000","3300","330000","0","133000001"
"0","1","","","31","345.4","8","3300","8","1","133000002"
"","","","","35","","8","3300","0","","133000003"
"","","","","91","","0","3300","","","133000004"
"1.05","7.4","","","123","1.05","1.05","3300","1.05","0","133000005"
"","","","","3","0","1000001","3300","wait","0.2","133000006"
"","","","","35","","2","3300","1","","133000007"
"","","","","93","","4.9","3300","0","","133000008"
"0.95","0.4","","","123","0.95","0.95","3300","0.95","0","133000009"
"","","","","32","","330000","3300","1","","133000010"
"","","","","93","","0.1","3300","0","","133000011"
"","","","","32","","2","3300","0","","133000012"
"","","","","93","","0.1","3300","0","","133000013"
"","","","","32","","997","3300","1","","133000014"
"","","","","3","0","1000001","3300","joy_from_wait","0.2","133000015"
"","","","","93","","1.63","3300","0","","133000016"
"","","","","93","","0.3","3300","0","","133000017"
"","","","","113","","3","3300","","","133000018"
