87f146937646abe02649592cc65f5311461d9812e28b6adcfd1d88b3a4384e53,9ca1bf921db025f5f6568a899416633092d4e998c5ddd50dff2660700c5524c0,de503f3ce2a9ff121e6bda29ba3cd07dc648c1d5166735a3f2d7f2a8a9ea0bd0,5cec602654222bb3062cfe0635a9ace0883b355c7cbf240ec602697365489c76,8c2e61550fe06b3d7b83dcb7c2192a13b2945dae39a0c7a80d0d719d30944eab
"1.2","-2.8","991006","9","30090193"
"18.2","-4.7","991005","9","30090194"
"18.2","-5.7","991005","9","30090195"
"18.2","-6.7","991005","9","30090196"
"18.2","-7.7","991005","9","30090197"
"-7.7","-10.2","22","9","30090198"
"-8.2","-16.6","22","9","30090199"
"-10.4","-17","21","9","30090200"
"-13","-17.4","21","9","30090201"
"-4.3","-19","22","9","30090202"
"-6.2","-17.8","21","9","30090203"
"-8.1","-18.2","21","9","30090204"
"15.1","-21.3","22","9","30090205"
"11.9","-21.3","22","9","30090206"
"17.1","-19.4","22","9","30090207"
"16.2","-18.7","991005","9","30090208"
"16.2","-19.7","991005","9","30090209"
"16.2","-20.7","991005","9","30090210"
"16.2","-21.7","991005","9","30090211"
"16.2","-22.7","991005","9","30090212"
"-23.3","-14.1","21","9","30090213"
"-21.3","-14.1","21","9","30090214"
"-9.5","-2.8","23","9","30090216"
"-11.2","0.1","21","9","30090217"
"-13.9","-2","21","9","30090218"
"-7.5","2","22","9","30090221"
"-0.5","-1.9","23","9","30090222"
"0.6","-1.9","23","9","30090223"
"-1.2","2.9","21","9","30090224"
"-3.3","-3","21","9","30090225"
"-3","-0.1","21","9","30090227"
"1.7","3.2","21","9","30090228"
"4.1","0.7","21","9","30090229"
"11.6","1.8","22","9","30090230"
"19.8","4.2","21","9","30090231"
"23","4.2","21","9","30090232"
"8.9","-9.9","23","9","30090233"
"5.6","-10.5","23","9","30090234"
"4.5","-9.9","23","9","30090235"
"21.3","-19.5","21","9","30090236"
"-22","-19.4","23","9","30090243"
"-22","-17.4","23","9","30090244"
"-20","-18.4","23","9","30090245"
"-6.6","-20.7","991004","9","30090246"
"-6.6","-21.2","991003","9","30090247"
"-14.3","-21.6","991003","9","30090248"
"-14.3","-20.3","991004","9","30090249"
"-13.1","-5.2","991001","9","30090250"
"-12.7","-5.2","991002","9","30090251"
"-6.6","-4.2","991001","9","30090252"
"-5.2","-4.2","991002","9","30090253"
"2.8","-7.2","991002","9","30090254"
"1.4","-7.2","991001","9","30090255"
"5.9","-4.2","991001","9","30090256"
"6.3","-4.2","991002","9","30090257"
"17.8","-13.6","991003","9","30090258"
"17.8","-12.3","991004","9","30090259"
"4.4","-13.2","991001","9","30090260"
"5.8","-13.2","991002","9","30090261"
"19","-21.2","990001","10","30100003"
"-4","-21.2","990001","10","30100004"
"5.8","3","991003","10","30100019"
"6","3.4","991002","10","30100020"
"-11.2","-22","1","10","30100035"
"-8.4","-18.8","1","10","30100038"
"-15.6","-14","2","10","30100040"
"-7.4","-14","2","10","30100041"
"-9.6","-11.2","1","10","30100042"
"-18.8","-13.2","1","10","30100046"
"-20.4","-11.2","1","10","30100047"
"-20","-8.1","2","10","30100048"
"-14.9","-6.7","1","10","30100051"
"-10.9","-6","3","10","30100052"
"-5.8","-11","1","10","30100055"
"-8.7","-5.7","3","10","30100058"
"-17","-4.8","1","10","30100062"
"-12.5","-5.1","2","10","30100064"
"-19","-2.7","1","10","30100067"
"-18.4","1.3","1","10","30100069"
"-16.9","2.7","1","10","30100070"
"-22","0.4","1","10","30100072"
"-13.8","-1.9","3","10","30100077"
"-20.4","6.8","1","10","30100078"
"-18.4","9.9","1","10","30100079"
"-12.8","3.5","2","10","30100080"
"-11.7","9.5","1","10","30100081"
"-6.1","0.1","2","10","30100088"
"-6.3","7.4","1","10","30100090"
"1","0.8","3","10","30100096"
"2.6","-0.9","1","10","30100097"
"7.2","1.1","1","10","30100099"
"1.7","3.7","1","10","30100102"
"13.9","2.7","1","10","30100110"
"8.6","-1.7","1","10","30100113"
"8.5","-7","1","10","30100114"
"10.9","0.9","2","10","30100115"
"15","-5","2","10","30100116"
"13.9","-0.3","3","10","30100117"
"11.1","-9.9","3","10","30100119"
"14.9","-13.6","1","10","30100123"
"16.5","-18.9","3","10","30100124"
"13.1","-17.9","3","10","30100125"
"8.9","-13.9","1","10","30100127"
"15","-21.8","1","10","30100131"
"11.7","-19.3","3","10","30100132"
"9.5","-21.8","2","10","30100133"
"4.3","-21.6","1","10","30100134"
"1.5","-19.8","1","10","30100136"
"5.8","-18.8","3","10","30100138"
"4.1","-17.2","3","10","30100139"
"1.9","-15.5","1","10","30100141"
"5.9","-14.1","2","10","30100143"
"-0.8","-13.1","3","10","30100144"
"3.7","-11.4","3","10","30100145"
"0.7","-4.9","3","10","30100147"
"-0.6","-7.5","1","10","30100148"
"-1.2","-2.5","1","10","30100154"
"-5","-15.3","2","10","30100157"
"-5.6","-17.7","1","10","30100158"
"-1.9","-22","1","10","30100159"
"-6.8","-21.9","2","10","30100160"
"-15","-17.7","1","10","30100163"
"5.1","7.1","1","10","30100167"
"4.2","-2.2","3","10","30100171"
"4","-5","1","10","30100172"
"-10","-4.2","990001","10","30100173"
"13","-20.1","991001","10","30100179"
"13.3","-19.6","991004","10","30100181"
"-5.8","-7.7","991005","10","30100186"
"-5.8","-6.7","991005","10","30100187"
"-5.8","-5.7","991005","10","30100188"
"-5.8","-4.6","991005","10","30100189"
"-3","0.5","2","10","30100190"
"-3.2","2","2","10","30100191"
"-6.2","1.9","2","10","30100192"
"-4.8","-0.6","991005","10","30100193"
"-4.8","0.4","991005","10","30100194"
"-4.8","1.4","991005","10","30100195"
"-4.8","2.4","991005","10","30100196"
"16.8","2.9","1","10","30100197"
"13.3","4.2","991006","10","30100198"
"14.4","4.2","991006","10","30100199"
"15.6","4.2","991006","10","30100200"
"16.8","4.2","991006","10","30100201"
"18","4.2","991006","10","30100202"
"14.5","-1.2","3","10","30100203"
"7.1","-10","1","10","30100204"
"11","-5.8","991006","10","30100206"
"9.8","-5.8","991006","10","30100207"
"8.6","-5.8","991006","10","30100208"
"7.4","-5.8","991006","10","30100209"
"6.2","-5.8","991006","10","30100210"
"11.1","6.9","2","10","30100212"
"15.6","8.3","2","10","30100213"
"17.9","0.3","1","10","30100224"
"22.3","-7.9","1","10","30100227"
"21.7","-18.7","1","10","30100232"
"17","-16.4","1","10","30100233"
"17.1","-9.7","1","10","30100234"
"23.2","-10.8","3","10","30100236"
"21.4","-15.3","2","10","30100237"
"15.2","-0.4","3","10","30100240"
"21.2","3.4","2","10","30100241"
"23.1","-2.3","2","10","30100245"
"-3.1","7.4","3","10","30100247"
"-2.1","7.1","3","10","30100249"
"-2.6","7.6","3","10","30100250"
"4.7","-11.8","3","10","30100254"
"4.4","-10.8","3","10","30100255"
"1.4","7.2","2","10","30100256"
"10.8","-18.5","3","10","30100257"
"-14.6","6.1","3","10","30100258"
"-4.2","-5","2","10","30100259"
"11.3","-11.1","3","10","30100262"
"12.2","-10.4","3","10","30100263"
"17.4","-18.5","3","10","30100264"
"-15.2","-21.3","3","10","30100265"
"-15","-22.2","3","10","30100266"
"15.7","-3","2","10","30100267"
"-9","5.9","3","10","30100269"
"-9.5","1.6","3","10","30100270"
"-22.7","3.7","2","10","30100271"
"-15.9","-21.7","3","10","30100272"
"-6","4.8","990001","10","30100273"
"17.1","-22.5","990001","11","30110013"
"-8.2","-19","991004","11","30110074"
"-16","-22.5","990001","11","30110076"
"2.8","-9.4","991003","11","30110193"
"2.8","-8.3","991004","11","30110194"
"11.8","-16.6","991001","11","30110204"
"12.2","-16.6","991002","11","30110205"
"-8.2","-20.6","991003","11","30110209"
"-11","-4.5","990001","11","30110213"
"-6.4","1.7","991003","11","30110214"
"-6.4","2.2","991004","11","30110215"
"-22.2","-15.2","991001","11","30110221"
"-21.8","-15.2","991002","11","30110222"
"-0.2","-18.6","991001","11","30110223"
"0.2","-18.6","991002","11","30110224"
"-22.7","-10.6","991001","11","30110233"
"-21.3","-10.6","991002","11","30110234"
"12","-2.7","990001","11","30110235"
"-4.2","-16.7","991006","11","30110236"
"-5.7","-16.7","991006","11","30110237"
"-25.5","24.3","3","11","30110238"
"-25.2","24.5","1","11","30110239"
"8.5","-22.7","3","11","30110240"
"13.8","-20.2","1","11","30110241"
"5","-22.7","1","11","30110242"
"6.5","-22.7","3","11","30110244"
"-25.4","24.4","2","11","30110245"
"4.5","-19.2","2","11","30110246"
"2.9","-15.6","1","11","30110250"
"3","-17.8","1","11","30110251"
"8.2","-13.4","2","11","30110252"
"5.4","-11.3","3","11","30110254"
"3.6","-11","3","11","30110255"
"1.5","-10.8","1","11","30110256"
"-1.6","-11.2","1","11","30110257"
"1.5","-13.8","2","11","30110259"
"1.6","-21.3","2","11","30110260"
"1.6","-22.8","1","11","30110261"
"-0.5","-24","2","11","30110262"
"-2.7","-24","2","11","30110263"
"-4.2","-15.2","3","11","30110264"
"-5.3","-15.2","3","11","30110265"
"-5.9","-21.8","3","11","30110266"
"-4.3","-17.9","3","11","30110267"
"-5.3","-17.9","3","11","30110268"
"3.3","-20.9","3","11","30110269"
"-7","-21","1","11","30110270"
"-5.5","-19.8","2","11","30110271"
"-9.3","-17.1","2","11","30110272"
"-12.2","-17.2","2","11","30110274"
"-10","-22","1","11","30110275"
"-12","-22","1","11","30110276"
"-14.1","-16.5","2","11","30110277"
"-16.6","-15.9","1","11","30110278"
"-19.5","-16","1","11","30110279"
"-18.9","-14","2","11","30110281"
"-17","-13","2","11","30110282"
"-24","-13.8","1","11","30110284"
"-23.1","-20.6","1","11","30110286"
"-23.1","-17.7","1","11","30110287"
"-20","-22","2","11","30110288"
"-22","-22","2","11","30110289"
"-23.2","-19.3","3","11","30110290"
"-23.6","-11.5","2","11","30110292"
"-19.5","-11.9","1","11","30110294"
"-19","-8.4","2","11","30110297"
"-24.3","-8","3","11","30110300"
"-23.7","-5.4","2","11","30110303"
"-23.8","-2.9","1","11","30110305"
"-21.8","-1","1","11","30110306"
"-18","-1.2","2","11","30110309"
"-16.1","-4.1","1","11","30110310"
"-15","-2.2","1","11","30110311"
"-15.8","-5.8","3","11","30110313"
"-10.6","-11.8","1","11","30110315"
"-16.2","-7.6","2","11","30110316"
"-11.6","-6.1","3","11","30110318"
"-15","-7","3","11","30110319"
"-12.1","-15.1","3","11","30110320"
"-14.1","-14","2","11","30110321"
"-9.7","-6","1","11","30110323"
"-8.6","-8.8","1","11","30110324"
"-4.3","-6.1","2","11","30110327"
"-4.8","-8.8","3","11","30110328"
"-4.8","-2.7","1","11","30110329"
"-9","-2.2","2","11","30110330"
"-11.8","-1.7","2","11","30110331"
"-9.8","0.1","2","11","30110332"
"-17.5","0.3","3","11","30110334"
"-11.7","0.6","3","11","30110335"
"-10.5","-2","3","11","30110336"
"-16","1","1","11","30110337"
"-15.3","3.6","1","11","30110338"
"-7.5","5.1","3","11","30110340"
"-10.2","4","1","11","30110341"
"-5.2","-0.1","2","11","30110343"
"-2.9","0.3","2","11","30110344"
"-3.3","5.4","1","11","30110346"
"-1","4.2","1","11","30110347"
"4","-7.9","3","11","30110348"
"7","-10","2","11","30110349"
"7","-6","1","11","30110351"
"0","-7","1","11","30110353"
"0","-4.9","1","11","30110354"
"5.8","-2.9","2","11","30110356"
"10.8","4","1","11","30110357"
"3","2.1","1","11","30110362"
"-4","-12","2","11","30110363"
"-6","-12","1","11","30110364"
"-3","-9.6","3","11","30110365"
"-4.6","-10.5","3","11","30110366"
"5.8","2.6","1","11","30110367"
"15.8","3.6","3","11","30110368"
"18.7","0.9","3","11","30110369"
"18.7","4.1","1","11","30110370"
"13.6","1.1","2","11","30110371"
"15.8","-1","3","11","30110373"
"19","-2","1","11","30110375"
"22.8","-6.9","1","11","30110376"
"13.1","-7.5","2","11","30110377"
"13","-5","1","11","30110378"
"16","-9","3","11","30110379"
"15","-8","3","11","30110380"
"18.7","-9.8","2","11","30110384"
"11.1","-11.2","1","11","30110392"
"15.9","-13.3","3","11","30110395"
"14.5","-13.3","3","11","30110396"
"20.6","-14","3","11","30110397"
"18.6","-17.5","2","11","30110398"
"10.2","-19.9","1","11","30110402"
"15","-22.8","3","11","30110406"
"18.7","-23.3","2","11","30110407"
"21.3","-22.9","1","11","30110408"
"23.6","-21.2","2","11","30110411"
"23.6","-18.2","2","11","30110412"
"-20.6","-5.7","991006","11","30110413"
"-19.4","-5.7","991006","11","30110414"
"-2.8","-2.1","2","11","30110417"
"-0.5","0.7","2","11","30110418"
"-0.5","-1.4","2","11","30110420"
"-1.8","1","991005","11","30110421"
"-1.8","-0.8","991005","11","30110422"
"-1.8","-2.3","991005","11","30110423"
"15.2","-13.1","991005","11","30110424"
"15.2","-15","991005","11","30110425"
"15.2","-16.9","991005","11","30110426"
"7.8","-19.2","2","11","30110430"
"10.5","-22.7","3","11","30110431"
"16.7","-19.9","1","11","30110432"
"16.5","-4.8","991001","11","30110433"
"17.5","-4.8","991002","11","30110434"
"7.7","1.4","991001","11","30110435"
"8.3","1.4","991002","11","30110436"
"16","1.5","991002","11","30110437"
"15.6","1.3","991003","11","30110438"
"5.5","-17.1","991001","11","30110439"
"6.5","-17.1","991002","11","30110440"
"-9.2","-15.7","3","11","30110441"
"-11.3","-14.5","3","11","30110442"
"-9.3","-13.6","3","11","30110443"
"-19.4","-7.2","3","11","30110444"
"-18.7","-6.6","3","11","30110445"
"-19.8","-0.1","3","11","30110446"
"-20.2","-4.2","3","11","30110447"
"-19.2","-4","3","11","30110448"
"3.1","6.1","3","11","30110449"
"2.1","4.6","3","11","30110450"
"4.7","6.1","3","11","30110451"
"8","6.1","3","11","30110452"
"14.7","-9.2","3","11","30110453"
"9.7","-2.8","2","11","30110455"
"9.5","-5.6","3","11","30110456"
"8.4","-8.4","3","11","30110457"
"10.8","-7.1","3","11","30110458"
"10.1","-13","3","11","30110459"
"17.8","-13.5","3","11","30110460"
"14.5","-16.9","3","11","30110461"
"16","-16.9","3","11","30110462"
"21","-5","2","11","30110463"
"22.6","-12.6","2","11","30110464"
"-10.7","-8.4","2","11","30110465"
"-12.9","-6.9","1","11","30110466"
