3c814dfc8bfc30a25ef93a9b704d21d749b7dc1394c8122533cceb47a1cab5c6,9265ae48d25ccf63ca772eea967ab2c21e1222274797104b4827cccbffb85842,ae693823e10bf0a790e4795103a3296c3084625d3eda5e6ed106e98e0e570927,c2b952a4fe26c9f13a5af7e31d75af47aa9a4b7acdd2d5d540db0c6e3f21ad3f,fe566203a3ce0719a39f9bd5fed2aeec8c8ac8eb2c18e2b3d3b0b3c88094a4ea,5fef879c179a9718f6e8d3e1610431ebd04448c18dd8ca1316584e0bf64b0f61,eebc4f223e447fe797b918f1a005341bd0802349721a4e3ee47064319fb1baab,25a5b2d0022070b594a6e8490ca399829b5f4d7893ff8bbc1fe0cadbac82b8bf,06a5d5c1c13f036df39e9621914c4ebe94e461dc1e0570d44842c8ff7af18b09,c66c6f3aabfe1c466c0c5abe49bb2d636344f9e34c20f7e9be40b2705ca2dd22,53208276a3c32da3e8cd9cbe85ab679350c8f42e065367d18cb76cd92e0edd4f
"26214054","","se_common","23","","","","0","26214","se_sys_login_birthday_calendar_applause",""
"26214055","wac_birthday_idle_smile","103311","3","0.2","1","0.2","0","26214","wac_birthday_clap",""
"26214056","","0.1","93","","","","","26214","",""
"26214057","wac_birthday_idle_kyapi","105211","3","0.2","1","0.2","0","26214","wac_birthday_clap",""
"26214058","","0.1","93","","","","","26214","",""
"26214059","wac_birthday_idle_normal","102611","3","0.2","1","0.2","0","26214","wac_birthday_clap",""
"26214060","","2","93","","","","","26214","",""
"26214061","","1","131","","","","","26214","",""
"26214062","0","vo_wac_26214","21","","","","0","26214","vo_wac_26214_000",""
"26214063","1","103811","11","0","1","0","10","26214","わぁ、絵本に出てきそうな\n大きなケーキですね。\nもしかして、\n私の誕生日のために……？","0.5"
"26214064","","0","91","","","","","26214","",""
"26214065","","103811","3","0.2","","","1","26214","wac_birthday_idle_wish",""
"26214066","","103311","3","0.2","","","1","26214","wac_birthday_talk_smile",""
"26214067","0","vo_wac_26214","21","","","","0","26214","vo_wac_26214_001",""
"26214068","1","103311","11","0","1","0","10","26214","そうだべ！\n誕生日おめでとう、シオシオ！\nこのケーキはシオシオの好きな\n牧場特製の食材も使って作ったべや！","0.5"
"26214069","","0","91","","","","","26214","",""
"26214070","","103311","3","0.2","","","1","26214","wac_birthday_idle_smile",""
"26214071","","105211","3","0.2","","","1","26214","wac_birthday_talk_kyapi",""
"26214072","0","vo_wac_26214","21","","","","0","26214","vo_wac_26214_002",""
"26214073","1","105211","11","0","1","0","10","26214","私もだけど、彼とリンちゃんも準備を\nがんばったのよ♪\nふふっ、シオリちゃんのために～って\n張り切ってたのよね？","0.5"
"26214074","","26214073","91","","","","","26214","",""
"26214075","","105211","3","0.2","","","1","26214","wac_birthday_idle_kyapi",""
"26214076","","102611","3","0.2","","","1","26214","wac_birthday_talk_normal",""
"26214077","0","vo_wac_26214","21","","","","0","26214","vo_wac_26214_003",""
"26214078","1","102611","11","0","1","0","10","26214","そ、そりゃあしおりんのためだったら、\nあたしだって、がんばるよ。\nほんと、おめでとうしおりん。\nいつもありがとね。","0.5"
"26214079","","0","91","","","","","26214","",""
"26214080","","103811","3","0.2","","","1","26214","wac_birthday_talk_wish",""
"26214081","","102611","3","0.2","","","1","26214","wac_birthday_idle_normal",""
"26214082","0","vo_wac_26214","21","","","","0","26214","vo_wac_26214_004",""
"26214083","1","103811","11","0","1","0","10","26214","リンちゃん……それにみんな、\n本当にありがとうございます。\nあなたも来てくれるなんて、\n私、とってもうれしいです。","0.5"
"26214084","","0","91","","","","","26214","",""
"26214085","","0","22","","","","","26214","",""
"26224001","","bgm_M321","25","","","","","26224","bgm_M321_2C",""
"26224002","-1000","1","1","2","-70","0","250","26224","101411","wac_birthday_idle_normal"
"26224003","200","1","1","2","-270","1","256","26224","101711","wac_birthday_idle_kyapi"
"26224004","315","1","1","2","-310","1","258","26224","101011","wac_birthday_idle_wish"
"26224005","450","1","1","2","-290","1","257","26224","104311","wac_birthday_idle_normal"
"26224006","","101411","13","","","","","26224","300",""
"26224007","","101711","13","","","","","26224","300",""
"26224008","","101011","13","","","","","26224","300",""
"26224009","","104311","13","","","","","26224","300",""
"26224010","0","601","31","1","1","","0","26224","601",""
"26224011","0","602","31","0","1","","0","26224","602",""
"26224012","0","603","31","0","1","","0","26224","603",""
"26224013","60","604","31","1","1","","30","26224","604",""
"26224014","0","614","31","1","1","","0","26224","614",""
"26224015","0","700","31","0","1","","0","26224","700",""
"26224016","0","701","31","0","1","","0","26224","701",""
"26224017","0","702","31","0","1","","0","26224","702",""
"26224018","0","800","31","0","1","","0","26224","800",""
"26224019","60","943","31","1","1","","30","26224","943",""
"26224020","","1","93","","","","","26224","",""
"26224021","wac_birthday_reaction_04","101011","3","0.2","1","0.2","0","26224","wac_birthday_reaction_01",""
"26224022","","0.1","93","","","","","26224","",""
"26224023","wac_birthday_reaction_01","101711","3","0.2","1","0.2","0","26224","wac_birthday_reaction_03",""
"26224024","wac_birthday_reaction_03","104311","3","0.2","1","0.2","0","26224","wac_birthday_reaction_02",""
"26224025","","0.3","93","","","","","26224","",""
"26224026","","101411","3","0.2","","","1","26224","wac_birthday_run_01",""
"26224027","3","101411","2","","","","-70","26224","0",""
"26224028","","2.5","93","","","","","26224","",""
"26224029","","602","32","","","","","26224","1",""
"26224030","","0.6","93","","","","","26224","",""
"26224031","","601","32","","","","","26224","0",""
"26224032","","614","32","","","","","26224","0",""
"26224033","","604","32","","","","","26224","0",""
"26224034","","701","32","","","","","26224","1",""
"26224035","0.01","943","33","","","","0","26224","0",""
"26224036","wac_birthday_wish_kasumi","101411","3","0.2","1","0.2","0","26224","wac_birthday_blowout_01_kasumi",""
"26224037","0.01","101411","2","","","","-330","26224","-200",""
"26224038","","101711","3","0.2","","","1","26224","wac_birthday_idle_kyapi",""
"26224039","0.01","101711","2","","","","-320","26224","180",""
"26224040","","101011","3","0.2","","","1","26224","wac_birthday_idle_wish",""
"26224041","0.01","101011","2","","","","-360","26224","285",""
"26224042","","104311","3","0.2","","","1","26224","wac_birthday_idle_normal",""
"26224043","0.01","104311","2","","","","-340","26224","425",""
"26224044","","0","93","","","","","26224","",""
"26224045","","800","32","","","","","26224","1",""
"26224046","","0.7","93","","","","","26224","",""
"26224047","","702","32","","","","","26224","1",""
"26224048","","0.5","93","","","","","26224","",""
"26224049","","se_common","23","","","","0","26224","se_sys_login_birthday_blow_candle",""
"26224050","","701","32","","","","","26224","0",""
"26224051","","0.4","93","","","","","26224","",""
"26224052","","se_common","23","","","","0","26224","se_sys_login_birthday_cracker",""
"26224053","","700","32","","","","","26224","1",""
"26224054","","se_common","23","","","","0","26224","se_sys_login_birthday_calendar_applause",""
"26224055","wac_birthday_idle_kyapi","101711","3","0.2","1","0.2","0","26224","wac_birthday_clap",""
"26224056","","0.1","93","","","","","26224","",""
"26224057","wac_birthday_idle_wish","101011","3","0.2","1","0.2","0","26224","wac_birthday_clap",""
"26224058","","0.1","93","","","","","26224","",""
"26224059","wac_birthday_idle_normal","104311","3","0.2","1","0.2","0","26224","wac_birthday_clap",""
"26224060","","2","93","","","","","26224","",""
"26224061","","1","131","","","","","26224","",""
"26224062","0","vo_wac_26224","21","","","","0","26224","vo_wac_26224_000",""
"26224063","1","101411","11","0","1","0","10","26224","わっ、これは随分と豪華なケーキだね。\nふむ……今日、ケーキを準備して誰かを\n待ち、そして後から呼ばれたのは……\nこの推理だと、わ、私のためかい？","0.5"
"26224064","","0","91","","","","","26224","",""
"26224065","","101411","3","0.2","","","1","26224","wac_birthday_idle_normal",""
"26224066","","101711","3","0.2","","","1","26224","wac_birthday_talk_kyapi",""
"26224067","0","vo_wac_26224","21","","","","0","26224","vo_wac_26224_001",""
"26224068","1","101711","11","0","1","0","10","26224","その通り、今日はカスミの誕生日さ～♪\nさっすが名探偵だね～！\nそれじゃあ早速、みんなで歌って踊って\nお祝いするよ～♪","0.5"
"26224069","","0","91","","","","","26224","",""
"26224070","","101711","3","0.2","","","1","26224","wac_birthday_idle_kyapi",""
"26224071","","101011","3","0.2","","","1","26224","wac_birthday_talk_wish",""
"26224072","0","vo_wac_26224","21","","","","0","26224","vo_wac_26224_002",""
"26224073","1","101011","11","0","1","0","10","26224","そうどすえ♪\nみんなで踊りながら、お祝いしまひょ♪\nカスミはんのために、王子はんも\n準備を手伝ってくれたんよ♪","0.5"
"26224074","","26224073","91","","","","","26224","",""
"26224075","","101011","3","0.2","","","1","26224","wac_birthday_idle_wish",""
"26224076","","104311","3","0.2","","","1","26224","wac_birthday_talk_normal",""
"26224077","0","vo_wac_26224","21","","","","0","26224","vo_wac_26224_003",""
"26224078","1","104311","11","0","1","0","10","26224","おめでとう、カスミ！\nていうか、姫さんほんとに踊るのか？\nだったら、カスミも一緒に踊ろうぜ！\nみんなでやった方が楽しいからな♪","0.5"
"26224079","","0","91","","","","","26224","",""
"26224080","","101411","3","0.2","","","1","26224","wac_birthday_talk_normal",""
"26224081","","104311","3","0.2","","","1","26224","wac_birthday_idle_normal",""
"26224082","0","vo_wac_26224","21","","","","0","26224","vo_wac_26224_004",""
"26224083","1","101411","11","0","1","0","10","26224","そ、そんなに急かさなくても……！\nというか助手くんも来てくれたのかい？\nわざわざ祝いに来てくれるなんて、\nその……うん、すごく、うれしいよ。","0.5"
"26224084","","0","91","","","","","26224","",""
"26224085","","0","22","","","","","26224","",""
"26234001","","bgm_M321","25","","","","","26234","bgm_M321_2C",""
"26234002","-1000","1","1","2","-70","0","250","26234","109411","wac_birthday_idle_normal"
"26234003","230","1","1","2","-270","1","256","26234","109211","wac_birthday_idle_smile"
"26234004","410","1","1","2","-310","1","257","26234","109311","wac_birthday_idle_kyapi"
"26234005","","109411","13","","","","","26234","300",""
"26234006","","109211","13","","","","","26234","300",""
"26234007","","109311","13","","","","","26234","300",""
"26234008","0","601","31","1","1","","0","26234","601",""
"26234009","0","602","31","0","1","","0","26234","602",""
"26234010","0","603","31","0","1","","0","26234","603",""
"26234011","60","604","31","1","1","","30","26234","604",""
"26234012","0","614","31","1","1","","0","26234","614",""
"26234013","0","700","31","0","1","","0","26234","700",""
"26234014","0","701","31","0","1","","0","26234","701",""
"26234015","0","702","31","0","1","","0","26234","702",""
"26234016","0","800","31","0","1","","0","26234","800",""
"26234017","60","944","31","1","1","","30","26234","944",""
"26234018","","1","93","","","","","26234","",""
"26234019","wac_birthday_reaction_03","109311","3","0.2","1","0.2","0","26234","wac_birthday_reaction_02",""
"26234020","","0.1","93","","","","","26234","",""
"26234021","wac_birthday_reaction_04","109211","3","0.2","1","0.2","0","26234","wac_birthday_reaction_01",""
"26234022","","0.3","93","","","","","26234","",""
"26234023","","109411","3","0.2","","","1","26234","wac_birthday_run_01",""
"26234024","3","109411","2","","","","-70","26234","0",""
"26234025","","2.5","93","","","","","26234","",""
"26234026","","602","32","","","","","26234","1",""
"26234027","","0.6","93","","","","","26234","",""
"26234028","","601","32","","","","","26234","0",""
"26234029","","614","32","","","","","26234","0",""
"26234030","","604","32","","","","","26234","0",""
"26234031","","701","32","","","","","26234","1",""
"26234032","0.01","944","33","","","","0","26234","0",""
"26234033","wac_birthday_wish_gurea","109411","3","0.2","1","0.2","0","26234","wac_birthday_blowout_03",""
"26234034","0.01","109411","2","","","","-330","26234","-200",""
"26234035","","109211","3","0.2","","","1","26234","wac_birthday_idle_smile",""
"26234036","0.01","109211","2","","","","-320","26234","180",""
"26234037","","109311","3","0.2","","","1","26234","wac_birthday_idle_kyapi",""
"26234038","0.01","109311","2","","","","-340","26234","320",""
"26234039","","0","93","","","","","26234","",""
"26234040","","800","32","","","","","26234","1",""
"26234041","","0.7","93","","","","","26234","",""
"26234042","","702","32","","","","","26234","1",""
"26234043","","0.5","93","","","","","26234","",""
"26234044","","se_common","23","","","","0","26234","se_sys_login_birthday_blow_candle",""
"26234045","","701","32","","","","","26234","0",""
"26234046","","0.4","93","","","","","26234","",""
"26234047","","se_common","23","","","","0","26234","se_sys_login_birthday_cracker",""
"26234048","","700","32","","","","","26234","1",""
"26234049","","se_common","23","","","","0","26234","se_sys_login_birthday_calendar_applause",""
"26234050","wac_birthday_idle_smile","109211","3","0.2","1","0.2","0","26234","wac_birthday_clap",""
"26234051","","0.1","93","","","","","26234","",""
"26234052","wac_birthday_idle_kyapi","109311","3","0.2","1","0.2","0","26234","wac_birthday_clap",""
"26234053","","2","93","","","","","26234","",""
"26234054","","1","131","","","","","26234","",""
"26234055","0","vo_wac_26234","21","","","","0","26234","vo_wac_26234_000",""
"26234056","1","109411","11","0","1","0","10","26234","ええと……その……\nこのケーキ……","0.5"
"26234057","","0","91","","","","","26234","",""
"26234058","","109411","3","0.2","","","1","26234","wac_birthday_idle_wish",""
"26234059","","109211","3","0.2","","","1","26234","wac_birthday_talk_smile",""
"26234060","0","vo_wac_26234","21","","","","0","26234","vo_wac_26234_001",""
"26234061","1","109211","11","0","1","0","10","26234","グレアッ！　お誕生日おめでとうー！\n生クリームから生地まで、\nぜーんぶ手作りしたんだよ！\nもちろん、魔法は使わずにね！","0.5"
"26234062","","0","91","","","","","26234","",""
"26234063","","109211","3","0.2","","","1","26234","wac_birthday_idle_smile",""
"26234064","","109311","3","0.2","","","1","26234","wac_birthday_talk_kyapi",""
"26234065","0","vo_wac_26234","21","","","","0","26234","vo_wac_26234_002",""
"26234066","1","109311","11","0","1","0","10","26234","ルゥもがんばったですよー！\nフルーツをもりつけて、もりつけて\nもりつけまくったですから！","0.5"
"26234067","","0","91","","","","","26234","",""
"26234068","","109311","3","0.2","","","1","26234","wac_birthday_idle_kyapi",""
"26234069","","109411","3","0.2","","","1","26234","wac_birthday_talk_wish",""
"26234070","0","vo_wac_26234","21","","","","0","26234","vo_wac_26234_003",""
"26234071","1","109411","11","0","1","0","10","26234","ふふっ、二人ともありがとう……\nそれから、あなたも……\n私は口下手で……でも。\nありがとうって、何度も伝えるから。","0.5"
"26234072","","0","91","","","","","26234","",""
"26234073","","0","22","","","","","26234","",""
"27014001","","bgm_M321","25","","","","","27014","bgm_M321_2C",""
"27014002","-1000","1","1","2","-70","0","250","27014","104811","wac_birthday_idle_normal"
"27014003","200","1","1","2","-270","1","256","27014","103211","wac_birthday_idle_doya"
"27014004","315","1","1","2","-310","1","258","27014","104611","wac_birthday_idle_smile"
"27014005","450","1","1","2","-290","1","257","27014","103411","wac_birthday_idle_kyapi_yukari"
"27014006","","104811","13","","","","","27014","300",""
"27014007","","103211","13","","","","","27014","300",""
"27014008","","104611","13","","","","","27014","300",""
"27014009","","103411","13","","","","","27014","300",""
"27014010","0","600","31","1","1","","0","27014","600",""
"27014011","0","602","31","0","1","","0","27014","602",""
"27014012","0","603","31","0","1","","0","27014","603",""
"27014013","60","604","31","1","1","","30","27014","604",""
"27014014","0","614","31","1","1","","0","27014","614",""
"27014015","0","700","31","0","1","","0","27014","700",""
"27014016","0","701","31","0","1","","0","27014","701",""
"27014017","0","702","31","0","1","","0","27014","702",""
"27014018","0","800","31","0","1","","0","27014","800",""
"27014019","60","945","31","1","1","","30","27014","945",""
"27014020","","1","93","","","","","27014","",""
"27014021","wac_birthday_reaction_03","104611","3","0.2","1","0.2","0","27014","wac_birthday_reaction_01",""
"27014022","","0.1","93","","","","","27014","",""
"27014023","wac_birthday_reaction_01","103211","3","0.2","1","0.2","0","27014","wac_birthday_reaction_03",""
"27014024","wac_birthday_reaction_04_yukari","103411","3","0.2","1","0.2","0","27014","wac_birthday_reaction_02_yukari",""
"27014025","","0.3","93","","","","","27014","",""
"27014026","","104811","3","0.2","","","1","27014","wac_birthday_run_01",""
"27014027","3","104811","2","","","","-70","27014","0",""
"27014028","","2.5","93","","","","","27014","",""
"27014029","","602","32","","","","","27014","1",""
"27014030","","0.6","93","","","","","27014","",""
"27014031","","600","32","","","","","27014","0",""
"27014032","","614","32","","","","","27014","0",""
"27014033","","604","32","","","","","27014","0",""
"27014034","","701","32","","","","","27014","1",""
"27014035","0.01","945","33","","","","0","27014","0",""
"27014036","wac_birthday_wish_05","104811","3","0.2","1","0.2","0","27014","wac_birthday_blowout_03",""
"27014037","0.01","104811","2","","","","-330","27014","-200",""
"27014038","","103211","3","0.2","","","1","27014","wac_birthday_idle_doya",""
"27014039","0.01","103211","2","","","","-320","27014","180",""
"27014040","","104611","3","0.2","","","1","27014","wac_birthday_idle_smile",""
"27014041","0.01","104611","2","","","","-360","27014","285",""
"27014042","","103411","3","0.2","","","1","27014","wac_birthday_idle_kyapi_yukari",""
"27014043","0.01","103411","2","","","","-340","27014","425",""
"27014044","","0","93","","","","","27014","",""
"27014045","","800","32","","","","","27014","1",""
"27014046","","0.7","93","","","","","27014","",""
"27014047","","702","32","","","","","27014","1",""
"27014048","","0.5","93","","","","","27014","",""
"27014049","","se_common","23","","","","0","27014","se_sys_login_birthday_blow_candle",""
"27014050","","701","32","","","","","27014","0",""
"27014051","","0.4","93","","","","","27014","",""
"27014052","","se_common","23","","","","0","27014","se_sys_login_birthday_cracker",""
"27014053","","700","32","","","","","27014","1",""
"27014054","","se_common","23","","","","0","27014","se_sys_login_birthday_calendar_applause",""
"27014055","wac_birthday_idle_doya","103211","3","0.2","1","0.2","0","27014","wac_birthday_clap",""
"27014056","","0.1","93","","","","","27014","",""
"27014057","wac_birthday_idle_smile","104611","3","0.2","1","0.2","0","27014","wac_birthday_clap",""
"27014058","","0.1","93","","","","","27014","",""
"27014059","wac_birthday_idle_kyapi_yukari","103411","3","0.2","1","0.2","0","27014","wac_birthday_clap_yukari",""
"27014060","","2","93","","","","","27014","",""
"27014061","","1","131","","","","","27014","",""
"27014062","0","vo_wac_27014","21","","","","0","27014","vo_wac_27014_000",""
"27014063","1","104811","11","0","1","0","10","27014","最初に聞いた時は驚いたけれど。\n今日は私の誕生日を\nお祝いしてくれてありがとう♪\n素敵なケーキまで用意してくれて……","0.5"
"27014064","","0","91","","","","","27014","",""
"27014065","","104811","3","0.2","","","1","27014","wac_birthday_idle_wish",""
"27014066","","103211","3","0.2","","","1","27014","wac_birthday_talk_doya",""
"27014067","0","vo_wac_27014","21","","","","0","27014","vo_wac_27014_001",""
"27014068","1","103211","11","0","1","0","10","27014","なにを水臭いことを\nおっしゃるんですの、ミフユさん！\n私たちは天下御免の\n【メルクリウス財団】ですのよ？","0.5"
"27014069","","0","91","","","","","27014","",""
"27014070","","103211","3","0.2","","","1","27014","wac_birthday_idle_doya",""
"27014071","","104611","3","0.2","","","1","27014","wac_birthday_talk_smile",""
"27014072","0","vo_wac_27014","21","","","","0","27014","vo_wac_27014_002",""
"27014073","1","104611","11","0","1","0","10","27014","生まれし日、時は違えど！\nいっぱいお金を稼いで世の中を\nよくしようという志は同じにゃ！","0.5"
"27014074","","27014073","91","","","","","27014","",""
"27014075","","104611","3","0.2","","","1","27014","wac_birthday_idle_smile",""
"27014076","","103411","3","0.2","","","1","27014","wac_birthday_talk_kyapi_yukari",""
"27014077","0","vo_wac_27014","21","","","","0","27014","vo_wac_27014_003",""
"27014078","1","103411","11","0","1","0","10","27014","だから仲間のお祝いは、\nケーキと麦しゅわでパーッと、\n楽しく盛り上げなきゃね♪\n……ひっく。","0.5"
"27014079","","0","91","","","","","27014","",""
"27014080","","104811","3","0.2","","","1","27014","wac_birthday_talk_normal",""
"27014081","","103411","3","0.2","","","1","27014","wac_birthday_idle_kyapi_yukari",""
"27014082","0","vo_wac_27014","21","","","","0","27014","vo_wac_27014_004",""
"27014083","1","104811","11","0","1","0","10","27014","か、乾杯前にデキあがってる人が……\nでも、これくらいにぎやかな方が、\n私たちらしいかもしれないわね。\nキミもそう思うでしょ？　ふふっ♪","0.5"
"27014084","","0","91","","","","","27014","",""
"27014085","","0","22","","","","","27014","",""
"27814001","","bgm_M321","25","","","","","27814","bgm_M321_2C",""
"27814002","-1000","1","1","2","-70","0","250","27814","104511","wac_birthday_idle_normal"
"27814003","170","1","1","2","-260","1","256","27814","105311","wac_birthday_idle_normal"
"27814004","270","1","1","2","-310","1","259","27814","105511","wac_birthday_idle_smile"
"27814005","400","1","1","2","-270","1","257","27814","103011","wac_birthday_idle_kyapi"
"27814006","510","1","1","2","-310","1","258","27814","100811","wac_birthday_idle_smile"
"27814007","","104511","13","","","","","27814","300",""
"27814008","","105311","13","","","","","27814","300",""
"27814009","","105511","13","","","","","27814","300",""
"27814010","","103011","13","","","","","27814","300",""
"27814011","","100811","13","","","","","27814","300",""
"27814012","0","600","31","1","1","","0","27814","600",""
"27814013","0","602","31","0","1","","0","27814","602",""
"27814014","0","603","31","0","1","","0","27814","603",""
"27814015","60","604","31","1","1","","30","27814","604",""
"27814016","0","614","31","1","1","","0","27814","614",""
"27814017","0","700","31","0","1","","0","27814","700",""
"27814018","0","701","31","0","1","","0","27814","701",""
"27814019","0","702","31","0","1","","0","27814","702",""
"27814020","0","800","31","0","1","","0","27814","800",""
"27814021","60","946","31","1","1","","30","27814","946",""
"27814022","","1","93","","","","","27814","",""
"27814023","wac_birthday_reaction_04","105511","3","0.2","1","0.2","0","27814","wac_birthday_reaction_03",""
"27814024","wac_birthday_reaction_03","105311","3","0.2","1","0.2","0","27814","wac_birthday_reaction_01",""
"27814025","","0.1","93","","","","","27814","",""
"27814026","wac_birthday_reaction_03","103011","3","0.2","1","0.2","0","27814","wac_birthday_reaction_05",""
"27814027","wac_birthday_reaction_01","100811","3","0.2","1","0.2","0","27814","wac_birthday_reaction_04",""
"27814028","","0.3","93","","","","","27814","",""
"27814029","","104511","3","0.2","","","1","27814","wac_birthday_run_01",""
"27814030","3","104511","2","","","","-70","27814","0",""
"27814031","","2.5","93","","","","","27814","",""
"27814032","","602","32","","","","","27814","1",""
"27814033","","0.6","93","","","","","27814","",""
"27814034","","600","32","","","","","27814","0",""
"27814035","","614","32","","","","","27814","0",""
"27814036","","604","32","","","","","27814","0",""
"27814037","","701","32","","","","","27814","1",""
"27814038","0.01","946","33","","","","0","27814","0",""
"27814039","wac_birthday_wish_04","104511","3","0.2","1","0.2","0","27814","wac_birthday_blowout_03",""
"27814040","0.01","104511","2","","","","-330","27814","-200",""
"27814041","","105311","3","0.2","","","1","27814","wac_birthday_idle_normal",""
"27814042","0.01","105311","2","","","","-320","27814","150",""
"27814043","","105511","3","0.2","","","1","27814","wac_birthday_idle_smile",""
"27814044","0.01","105511","2","","","","-360","27814","260",""
"27814045","","103011","3","0.2","","","1","27814","wac_birthday_idle_kyapi",""
"27814046","0.01","103011","2","","","","-320","27814","400",""
"27814047","","100811","3","0.2","","","1","27814","wac_birthday_idle_smile",""
"27814048","0.01","100811","2","","","","-340","27814","520",""
"27814049","","0","93","","","","","27814","",""
"27814050","","800","32","","","","","27814","1",""
"27814051","","0.7","93","","","","","27814","",""
"27814052","","702","32","","","","","27814","1",""
"27814053","","0.5","93","","","","","27814","",""
"27814054","","se_common","23","","","","0","27814","se_sys_login_birthday_blow_candle",""
"27814055","","701","32","","","","","27814","0",""
"27814056","","0.4","93","","","","","27814","",""
"27814057","","se_common","23","","","","0","27814","se_sys_login_birthday_cracker",""
"27814058","","700","32","","","","","27814","1",""
"27814059","","se_common","23","","","","0","27814","se_sys_login_birthday_calendar_applause",""
"27814060","wac_birthday_idle_normal","105311","3","0.2","1","0.2","0","27814","wac_birthday_clap",""
"27814061","wac_birthday_idle_kyapi","103011","3","0.2","1","0.2","0","27814","wac_birthday_clap",""
"27814062","","0.1","93","","","","","27814","",""
"27814063","wac_birthday_idle_smile","105511","3","0.2","1","0.2","0","27814","wac_birthday_clap",""
"27814064","","0.1","93","","","","","27814","",""
"27814065","wac_birthday_idle_smile","100811","3","0.2","1","0.2","0","27814","wac_birthday_clap",""
"27814066","","2","93","","","","","27814","",""
"27814067","","1","131","","","","","27814","",""
"27814068","0","vo_wac_27814","21","","","","0","27814","vo_wac_27814_000",""
"27814069","1","104511","11","0","1","0","10","27814","こ、このケーキはクウカのために……？\nそれに、ドＳさんまで……ま、まさか、\nここにあるローソクを使ってクウカに\n何か良からぬことを……！？","0.5"
"27814070","","0","91","","","","","27814","",""
"27814071","","105311","3","0.2","","","1","27814","wac_birthday_talk_doya",""
"27814072","0","vo_wac_27814","21","","","","0","27814","vo_wac_27814_001",""
"27814073","1","105311","11","0","1","0","10","27814","ちがう！\nこれは其方を祝うために用意したのだ！\nと、とにかく……\n誕生日おめでとう、クウカ。","0.5"
"27814074","","0","91","","","","","27814","",""
"27814075","","105311","3","0.2","","","1","27814","wac_birthday_idle_doya",""
"27814076","","105511","3","0.2","","","1","27814","wac_birthday_talk_smile",""
"27814077","0","vo_wac_27814","21","","","","0","27814","vo_wac_27814_002",""
"27814078","1","105511","11","0","1","0","10","27814","お、お誕生日\nおめでとうございます、クウカさん。\nせ、せっかく、ケーキを用意したので、\nみんなでこれを食べませんか……？","0.5"
"27814079","","0","91","","","","","27814","",""
"27814080","","105511","3","0.2","","","1","27814","wac_birthday_idle_smile",""
"27814081","","103011","3","0.2","","","1","27814","wac_birthday_talk_kyapi",""
"27814082","0","vo_wac_27814","21","","","","0","27814","vo_wac_27814_003",""
"27814083","1","103011","11","0","1","0","10","27814","そうデス！\nクウカのために、\nショーグンも手伝ってくれたデスよ！\nみんなで甘いケーキを食べまショウ！","0.5"
"27814084","","0","91","","","","","27814","",""
"27814085","","103011","3","0.2","","","1","27814","wac_birthday_idle_kyapi",""
"27814086","","100811","3","0.2","","","1","27814","wac_birthday_talk_smile",""
"27814087","0","vo_wac_27814","21","","","","0","27814","vo_wac_27814_004",""
"27814088","1","100811","11","0","1","0","10","27814","うんうん、せっかくだから、\nみんなでおいしく頂こうじゃないか♪\nそれにかわいらしいボクが祝うんだから、\n最高の誕生日になるよ♪","0.5"
"27814089","","0","91","","","","","27814","",""
"27814090","","100811","3","0.2","","","1","27814","wac_birthday_idle_smile",""
"27814091","","104511","3","0.2","","","1","27814","wac_birthday_talk_wish",""
"27814092","0","vo_wac_27814","21","","","","0","27814","vo_wac_27814_005",""
"27814093","1","104511","11","0","1","0","10","27814","た、誕生日を祝ってもらえるなんて……\nありがとうございます。\nで、でもドＳさんがいるということは\nこの後にどんでん返しが……じゅるり♪","0.5"
"27814094","","0","91","","","","","27814","",""
"27814095","","0","22","","","","","27814","",""
"28114001","","bgm_M321","25","","","","","28114","bgm_M321_2C",""
"28114002","-1000","1","1","2","-70","0","250","28114","102211","wac_birthday_idle_normal"
"28114003","-1150","1","1","2","-100","0","251","28114","100611","wac_birthday_idle_normal"
"28114004","200","1","1","2","-270","1","256","28114","104411","wac_birthday_idle_doya"
"28114005","315","1","1","2","-310","1","258","28114","100711","wac_birthday_idle_smile"
"28114006","450","1","1","2","-290","1","257","28114","103111","wac_birthday_idle_wish"
"28114007","","102211","13","","","","","28114","300",""
"28114008","","100611","13","","","","","28114","300",""
"28114009","","104411","13","","","","","28114","300",""
"28114010","","100711","13","","","","","28114","300",""
"28114011","","103111","13","","","","","28114","300",""
"28114012","0","600","31","1","1","","0","28114","600",""
"28114013","0","602","31","0","1","","0","28114","602",""
"28114014","0","603","31","0","1","","0","28114","603",""
"28114015","60","604","31","1","1","","30","28114","604",""
"28114016","0","614","31","1","1","","0","28114","614",""
"28114017","0","700","31","0","1","","0","28114","700",""
"28114018","0","701","31","0","1","","0","28114","701",""
"28114019","0","702","31","0","1","","0","28114","702",""
"28114020","0","800","31","0","1","","0","28114","800",""
"28114021","60","947","31","1","1","","30","28114","947",""
"28114022","","1","93","","","","","28114","",""
"28114023","wac_birthday_reaction_03","100711","3","0.2","1","0.2","0","28114","wac_birthday_reaction_05",""
"28114024","","0.1","93","","","","","28114","",""
"28114025","wac_birthday_reaction_01","104411","3","0.2","1","0.2","0","28114","wac_birthday_reaction_03",""
"28114026","wac_birthday_reaction_04","103111","3","0.2","1","0.2","0","28114","wac_birthday_reaction_01",""
