02395acef4bfcfae3859f451167a7fb6959b7510758103b4c22f19a5e73f6959,21e406b3c555efea6f963172dbd38dd2f591278bd28c052f9343573667440721,3955f5cc1bedf1b35e951aa0f167bbcbe0ebc8559863dbe6758c0a098a22d307,15f7c70ef08f1c8508411203bc44781ad989dc792b2ab08a23e19500c1682d77,330e9a8986236f5d638376bf6ebae068c668ee6974b1626267d055408fa0c82d,8770915f8e2dc1a14de0c3ca3b0e66ce0fe13bf4654af555dd00680222c7e444,9487ae934e1ebadc74126e2ffdbc53f4eb207657744980d4676a71214f09c611,33d433577723224da2780c9b556bfc647333dcc2b21415bd989b53dfd2926ad8,50ea9275bba473f4599f3190dc835b274941e7f61fadcd752403e375985d6080,c8caaa2c2c7add9f94fef47c2a84400a653a23f89c8bbb0c01462b99634b23b7,d825605f0439701c51e3edc83879f4e9383f16a68edac668ae749ce43a9e3fda
"66085","21","","","0","vo_rag","","","5152066","vo_rag_1004","0"
"66086","11","0","10","10","132111","0.5","5","5152066","次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","1"
"66087","93","","","","5","","","5152066","0",""
"66088","91","","","0","66086","","","5152066","","0"
"66089","3","","0.3","1","131911","","","5152066","radio_stretch1_loop_surprise1",""
"66090","3","","0.3","1","132111","","","5152066","radio_stretch1_loop",""
"66091","3","","0.3","1","4","","","5152066","radio_stretch1_loop",""
"66092","93","","","0","0.1","","","5152066","","0"
"66093","3","","0.3","1","107511","","","5152066","radio_stretch1_loop",""
"66094","3","","0.3","1","107611","","","5152066","radio_stretch1_loop",""
"66095","3","","0.3","1","126911","","","5152066","radio_stretch1_loop",""
"66096","3","","0.3","1","110311","","","5152066","radio_stretch1_loop",""
"66097","3","","0.3","1","107811","","","5152066","radio_stretch1_loop",""
"66098","3","","0.3","1","113511","","","5152066","radio_stretch1_loop",""
"66099","93","","","0","2","","","5152066","","0"
"66100","21","","","0","vo_rag","","","5152066","vo_rag_1005","0"
"66101","11","0","-10","10","131911","0.5","5","5152066","よいしょ、よいしょ……！","1"
"66102","93","","","","5","","","5152066","0",""
"66103","91","","","0","66101","","","5152066","","0"
"66104","93","","","","0.3","","","5152066","0",""
"66105","3","","0.3","1","131911","","","5152066","radio_talk_normal",""
"66106","3","","0.3","1","132111","","","5152066","wish_idle_normal",""
"66107","3","","0.3","1","4","","","5152066","cool_idle",""
"66108","93","","","","0.1","","","5152066","0",""
"66109","3","","0.3","1","107511","","","5152066","idle_normal",""
"66110","3","","0.3","1","107611","","","5152066","wish_idle",""
"66111","3","","0.3","1","126911","","","5152066","wish_idle_normal",""
"66112","3","","0.3","1","110311","","","5152066","idle_normal",""
"66113","3","","0.3","1","107811","","","5152066","cool_idle",""
"66114","3","","0.3","1","113511","","","5152066","sad_idle_normal",""
"66115","21","","","0","vo_rag","","","5152066","vo_rag_1006","0"
"66116","11","0","-10","10","131911","0.5","5","5152066","さあ、今度は横曲げの運動よ\n弾みをつけてやってね","1"
"66117","93","","","","4.3","","","5152066","0",""
"66118","91","","","0","66116","","","5152066","","0"
"66119","3","","0.2","1","131911","","","5152066","radio_stretch2_loop",""
"66120","3","","0.2","1","132111","","","5152066","radio_stretch2_loop_normal2",""
"66121","3","","0.2","1","4","","","5152066","radio_stretch2_loop_talk2",""
"66122","93","","","0","0.2","","","5152066","","0"
"66123","3","","0.2","1","107511","","","5152066","radio_stretch2R_loop",""
"66124","3","","0.2","1","107611","","","5152066","radio_stretch2R_loop",""
"66125","3","","0.2","1","126911","","","5152066","radio_stretch2R_loop",""
"66126","3","","0.2","1","110311","","","5152066","radio_stretch2R_loop",""
"66127","3","","0.2","1","107811","","","5152066","radio_stretch2R_loop",""
"66128","3","","0.2","1","113511","","","5152066","radio_stretch2R_loop",""
"66129","93","","","0","1.5","","","5152066","","0"
"66130","11","0","-10","20","4","0","5","5152066","ふっ、ふっ、ふっ……","1"
"66131","93","","","","0.2","","","5152066","0",""
"66132","21","","","0","vo_rag","","","5152066","vo_rag_1007","0"
"66133","93","","","","2.5","","","5152066","0",""
"66134","91","","","0","66130","","","5152066","","0"
"66135","21","","","0","vo_rag","","","5152066","vo_rag_1008","0"
"66136","11","0","10","10","132111","0.5","5","5152066","なんというキレのある動き……\nさすがです、姉様","1"
"66137","93","","","","4.5","","","5152066","0",""
"66138","91","","","0","66136","","","5152066","","0"
"66139","93","","","","0.5","","","5152066","0",""
"66140","3","1","0.2","0","131911","","0","5152066","radio_victory_in_normal2","radio_victory_loop_normal2"
"66141","3","1","0.2","0","132111","","0","5152066","radio_victory_in_normal2","radio_victory_loop_normal2"
"66142","3","1","0.2","0","4","","0","5152066","radio_victory_in","radio_victory_loop"
"66143","3","","0.2","1","107511","","","5152066","idle_normal",""
"66144","3","","0.2","1","107611","","","5152066","wish_idle",""
"66145","3","","0.2","1","126911","","","5152066","wish_idle_normal",""
"66146","3","","0.2","1","110311","","","5152066","idle_normal",""
"66147","3","","0.2","1","107811","","","5152066","cool_idle",""
"66148","3","","0.2","1","113511","","","5152066","sad_idle_normal",""
"66149","21","","","0","vo_rag","","","5152066","vo_rag_1009","0"
"66150","11","0","-10","10","131911","0.5","5","5152066","最後は両手を掲げて、びくとりー！","1"
"66151","93","","","0","1.5","","","5152066","","0"
"66152","3","1","0.2","0","107511","","0","5152066","radio_victory_in_normal2","radio_victory_loop_normal2"
"66153","3","1","0.2","0","107611","","0","5152066","radio_victory_in_normal2","radio_victory_loop_normal2"
"66154","3","1","0.2","0","126911","","0","5152066","radio_victory_in","radio_victory_loop"
"66155","3","1","0.2","0","110311","","0","5152066","radio_victory_in_normal2","radio_victory_loop_normal2"
"66156","3","1","0.2","0","107811","","0","5152066","radio_victory_in_normal2","radio_victory_loop_normal2"
"66157","3","1","0.2","0","113511","","0","5152066","radio_victory_in_normal2","radio_victory_loop_normal2"
"66158","93","","","","0.8","","","5152066","0",""
"66159","3","1","0.2","0","131911","","0","5152066","radio_victory_out","radio_victory_idle"
"66160","93","","","","1.8","","","5152066","0",""
"66161","91","","","0","66150","","","5152066","","0"
"66162","3","1","0.2","0","132111","","0","5152066","radio_victory_out","radio_victory_idle"
"66163","3","1","0.2","0","4","","0","5152066","radio_victory_out_talk2","radio_victory_idle_talk2"
"66164","3","1","0.2","0","107511","","0","5152066","radio_victory_out","radio_victory_idle"
"66165","3","1","0.2","0","107611","","0","5152066","radio_victory_out","radio_victory_idle"
"66166","3","1","0.2","0","126911","","0","5152066","radio_victory_out","radio_victory_idle"
"66167","3","1","0.2","0","110311","","0","5152066","radio_victory_out","radio_victory_idle"
"66168","3","1","0.2","0","107811","","0","5152066","radio_victory_out","radio_victory_idle"
"66169","3","1","0.2","0","113511","","0","5152066","radio_victory_out","radio_victory_idle"
"66170","21","","","0","vo_rag","","","5152066","vo_rag_1010","0"
"66171","3","0","0","","2","","","5152066","0610_in",""
"66172","27","0","0","0.5","bgm_MC173B","","1","5152066","bgm_MC173B","0.5"
"66173","23","","","0","se_10058300","","","5152066","se_10058300_radio_finish",""
"66174","37","","","","2","","","5152066","finish",""
"66175","93","","","0","0.4","","","5152066","1","0"
"66176","3","0","0","0","2","","","5152066","0610_mid",""
"66177","92","","","0","","","","5152066","","0"
"66178","3","0","0","0","2","","0","5152066","0610_out","empty"
"66179","93","","","0","0.3","","","5152066","0","0"
"66180","3","1","0.2","0","5","","0","5152066","pack_vic_in","pack_vic_idle"
"66181","23","","","0","se_10058300","","","5152066","se_10058300_pack_appear",""
"66182","3","","0.2","1","131911","","","5152066","radio_victory_idle",""
"66183","93","","","0","0.1","","","5152066","","0"
"66184","3","","0.2","1","132111","","","5152066","radio_victory_idle",""
"66185","3","","0.2","1","4","","","5152066","radio_victory_idle_talk2",""
"66186","93","","","0","0.1","","","5152066","","0"
"66187","3","","0.2","1","107511","","","5152066","radio_victory_lookup2_idle",""
"66188","3","","0.2","1","107611","","","5152066","radio_victory_lookup_idle",""
"66189","3","","0.2","1","126911","","","5152066","radio_victory_lookup_idle",""
"66190","3","","0.2","1","110311","","","5152066","radio_victory_lookup2_idle",""
"66191","3","","0.2","1","107811","","","5152066","radio_victory_lookup2_idle",""
"66192","3","","0.2","1","113511","","","5152066","radio_victory_lookup_idle",""
"66193","93","","","0","0.3","","","5152066","","0"
"66194","21","","","0","vo_rag","","","5152066","vo_rag_1011","0"
"66195","11","1","0","10","5","0","5","5152066","びくとりー！","1"
"66196","91","","","0","0","","","5152066","","0"
"66197","23","","","0","se_10058300","","","5152066","se_10058300_emotion_laugh",""
"66198","32","","","","17","","","5152066","1",""
"66199","3","1","0.2","0","131911","","0","5152066","smile2_joy","sad_idle_joy"
"66200","3","","0.2","1","132111","","","5152066","wish_talk",""
"66201","3","1","0.2","0","4","","0","5152066","doya_in_normal","doya_idle"
"66202","3","1","0.2","0","107511","","0","5152066","handsup_in","handsup_loop"
"66203","3","","0.2","1","107611","","","5152066","wish_idle_dere",""
"66204","3","","0.2","1","126911","","","5152066","wish2_idle",""
"66205","3","","0.2","1","110311","","","5152066","joy_idle",""
"66206","3","1","0.2","0","107811","","0","5152066","cool_in_dere2","cool_talk_dere2"
"66207","3","","0.2","1","113511","","","5152066","wish_talk_joy_shy",""
"66208","93","","","","2","","","5152066","",""
"66209","32","","","","4","","","5152066","1",""
"66210","93","","","","1","","","5152066","",""
"66211","93","","","","0.5","","","5152066","0",""
"66212","101","","","","66213","","","5152066","",""
"66213","25","","","","bgm_MC173B","","","5152066","bgm_MC173B",""
"66214","22","","","","0","","","5152066","0",""
"67001","1","-254","1.5","53","1","top_idle_normal","0","5152067","107511","-60"
"67002","93","","","","0.5","","","5152067","0",""
"67003","101","","","","67004","","","5152067","",""
"67004","3","1","0.2","0","107511","","0","5152067","top_doya_in","top_doya_talk"
"67005","21","","","0","vo_rag","","","5152067","vo_rag_0101","0"
"67006","11","1","80","10","107511","0","-92","5152067","どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","1"
"67007","93","","","","3.7","","","5152067","1",""
"67008","102","","","0","0","","","5152067","0",""
"68001","1","-254","1.5","53","1","top_idle_normal","0","5152068","107511","-60"
"68002","93","","","","0.5","","","5152068","0",""
"68003","101","","","","68004","","","5152068","",""
"68004","3","","0.2","1","107511","","","5152068","top_surprise3_loop",""
"68005","21","","","0","vo_rag","","","5152068","vo_rag_0102","0"
"68006","11","1","80","10","107511","0","-92","5152068","体操した後に食べるごはん…これはもう絶対おいしいですよ☆","1"
"68007","93","","","","3.6","","","5152068","1",""
"68008","102","","","0","0","","","5152068","0",""
"69001","1","-254","1.5","53","1","top_idle_normal","0","5152069","107611","-60"
"69002","93","","","","0.5","","","5152069","0",""
"69003","101","","","","69004","","","5152069","",""
"69004","3","","0.2","1","107611","","","5152069","top_sad_talk",""
"69005","21","","","0","vo_rag","","","5152069","vo_rag_0201","0"
"69006","11","1","80","10","107611","0","-92","5152069","ここで習った体操のことは、必ずや主さまにお伝えいたします","1"
"69007","93","","","","3.3","","","5152069","1",""
"69008","102","","","0","0","","","5152069","0",""
"70001","1","-254","1.5","53","1","top_idle_normal","0","5152070","107611","-60"
"70002","93","","","","0.5","","","5152070","0",""
"70003","101","","","","70004","","","5152070","",""
"70004","3","","0.2","1","107611","","","5152070","top_wish_talk_normal",""
"70005","21","","","0","vo_rag","","","5152070","vo_rag_0202","0"
"70006","11","1","80","10","107611","0","-92","5152070","押されたスタンプは努力の証。大切な宝物となることでしょう","1"
"70007","93","","","","3.3","","","5152070","1",""
"70008","102","","","0","0","","","5152070","0",""
"71001","1","-254","1.5","53","1","top_idle_normal","0","5152071","107811","-60"
"71002","93","","","","0.5","","","5152071","0",""
"71003","101","","","","71004","","","5152071","",""
"71004","3","1","0.2","0","107811","","0","5152071","top_cool_in","top_cool_talk"
"71005","21","","","0","vo_rag","","","5152071","vo_rag_0301","0"
"71006","11","1","80","10","107811","0","-92","5152071","ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","1"
"71007","93","","","","3.8","","","5152071","1",""
"71008","102","","","0","0","","","5152071","0",""
"72001","1","-254","1.5","53","1","top_idle_normal","0","5152072","107811","-60"
"72002","93","","","","0.5","","","5152072","0",""
"72003","101","","","","72004","","","5152072","",""
"72004","3","1","0.2","0","107811","","0.2","5152072","top_armcrossed_talk_shy","top_armcrossed_talk_nervous"
"72005","21","","","0","vo_rag","","","5152072","vo_rag_0302","0"
"72006","11","1","80","10","107811","0","-92","5152072","子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","1"
"72007","93","","","","3.2","","","5152072","1",""
"72008","102","","","0","0","","","5152072","0",""
"73001","1","-254","1.5","53","1","top_idle_normal","0","5152073","131911","-60"
"73002","93","","","","0.5","","","5152073","0",""
"73003","101","","","","73004","","","5152073","",""
"73004","3","","0.2","1","131911","","","5152073","top_wish_talk_joy",""
"73005","21","","","0","vo_rag","","","5152073","vo_rag_0401","0"
"73006","11","1","80","10","131911","0","-92","5152073","夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","1"
"73007","93","","","","3.6","","","5152073","1",""
"73008","102","","","0","0","","","5152073","0",""
"74001","1","-254","1.5","53","1","top_idle_normal","0","5152074","131911","-60"
"74002","93","","","","0.5","","","5152074","0",""
"74003","101","","","","74004","","","5152074","",""
"74004","3","","0.2","1","131911","","0","5152074","top_gutsB_talk",""
"74005","21","","","0","vo_rag","","","5152074","vo_rag_0402","0"
"74006","11","1","80","10","131911","0","-92","5152074","みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","1"
"74007","93","","","","3.6","","","5152074","1",""
"74008","102","","","0","0","","","5152074","0",""
"75001","1","-330","1.9","60","1","empty","0","5152075","131911","-10"
"75002","5","-330","1.9","61","1","empty","0","5152075","1","-10"
"75003","1","-315","1.9","58","1","empty","0","5152075","132111","-192"
"75004","5","-315","1.9","59","1","empty","0","5152075","2","-192"
"75005","5","-312","1.9","57","4","empty","0","5152075","4","163"
"75006","1","-165","1.75","54","1","empty","0","5152075","107511","-132"
"75007","1","-175","1.75","55","1","empty","0","5152075","107811","-292"
"75008","1","-190","1.75","56","1","empty","0","5152075","107611","-452"
"75009","1","-165","1.75","51","1","empty","1","5152075","110311","105"
"75010","1","-175","1.75","52","1","empty","1","5152075","126911","265"
"75011","1","-190","1.75","53","1","empty","1","5152075","113511","425"
"75012","5","-324","1.9","59","5","empty","0","5152075","5","15"
"75013","31","1","0","0","90","","","5152075","90","0"
"75014","91","","","","0","","","5152075","0",""
"75015","93","","","","0.6","","","5152075","0",""
"75016","32","","","","90","","","5152075","1",""
"75017","93","","","","0.1","","","5152075","0",""
"75018","3","","0","0","131911","","","5152075","comp_victory_F_noFace",""
"75019","3","","0","0","1","","","5152075","comp_victory_F_emilia",""
"75020","3","","0","0","132111","","","5152075","comp_victory_F_noFace",""
"75021","3","","0","0","2","","","5152075","comp_victory_F_rem",""
"75022","3","","0","0","4","","","5152075","comp_victory_F",""
"75023","3","","0","0","107511","","","5152075","comp_victory_B",""
"75024","3","","0","0","107811","","","5152075","comp_victory_B",""
"75025","3","","0","0","107611","","","5152075","comp_victory_B_kokkoro",""
"75026","3","","0","0","110311","","","5152075","comp_victory_B",""
"75027","3","","0","0","126911","","","5152075","comp_victory_B",""
"75028","3","","0","0","113511","","","5152075","comp_victory_B",""
"75029","3","1","0","0","5","","0","5152075","pack_comp_vic_in","pack_comp_vic_idle"
"75030","93","","","","4.5","","","5152075","0",""
"75031","37","","","","90","","","5152075","out",""
"75032","6","0","0.1","1","131911","","0","5152075","1","1"
"75033","6","0","0.1","1","1","","0","5152075","1","1"
"75034","6","0","0.1","1","132111","","0","5152075","1","1"
"75035","6","0","0.1","1","2","","0","5152075","1","1"
"75036","6","0","0.1","1","4","","0","5152075","1","1"
"75037","6","0","0.1","1","107511","","0","5152075","1","1"
"75038","6","0","0.1","1","107811","","0","5152075","1","1"
"75039","6","0","0.1","1","107611","","0","5152075","1","1"
"75040","6","0","0.1","1","110311","","0","5152075","1","1"
"75041","6","0","0.1","1","126911","","0","5152075","1","1"
"75042","6","0","0.1","1","113511","","0","5152075","1","1"
"75043","6","0","0.1","1","5","","0","5152075","1","1"
"75044","93","","","","1","","","5152075","0",""
