80f8898bf03e39662acc58e261e095d35c61900b772d65207cd49ed529156f7a,3e8f6e15640c5864cbc95d6d76058fc72f6d59ad2e9e2e37ed965d2f1b72452a,f6f046b7c7cc95fc4ca47d8a2445bd98aacb81280266b3f27f598f96c81d7d71,faab27e9e6bb46fe78b7ff175cec63d0b802efe6fe3e8eb392e2a21275bb604e,de9ea4eca4b27bd3f67dcddb64563e404c4b805b2a42859b5b1abfe4ffe02eab,0b7ace57e7dac5254c2ecdddcbd23266551cc8986a239f3797e166259f12e50c,bf1d2125d48526be574984b34fb5937737665f0e1267dfe813af1c23b642b266,fdd7fbbd3b0de680a1b2067683e85eb471026438185c8bcdd8a85c9db6dc4127,2a9565fb777ef94056230b8b700b0e9abf71602a8d1c2ec578252e029d1f5a2a,d42c4a50b276efc0b38517d6205fe4eea3c833176f42847a8d014973ceaf36f7,1c25f97951618de8eda5936866e785028b31249ccd692dab1ba135107b7b0022,187ed8f82ffcdb7093fcd00cf2b27c0671bdebea9bfda812fe9b23d29fcc2626,11cb58959152e48e857e9d06cef326cbe1c82f9d13d9669a675aa4c4b72f3321,e407c23573727ab3ccfe294af2ff2dd9540b10c2af3458457c49f006a70f94cb,6fffcae6b98b9e281c19378cd156ac9fbbdb6438888c127f10883ebcbc3a31c7,6794aefb2305f766cf232a8bad79b260f07baf46d0682f31c1e6be6d45c21197,5004a85e0aa7660dbd726d92e2f993ef8c3bd2f8b43c17c6e3d36ff7b5868c07,8edb1adad4938c66275d89142f6ef3b3ef8984870db1c1c96ae9717fe173f056,129863e992683bd7db83bfd6ff595275383abf96ca553ae68c3869dad3677186,2074c67516a3ac5ae4bbde63aef443e886b7f6159e28f3164fb1b97c14242e2b,0e76955cc87de5aaec4d3f86ba4e19d927fee0bc9d5b22aab76bf6b54be2384b,a6f6749b39a23a680d38c38f879208b1b9dabd9f1b6046452c917423886ea435
"1080","-470","0","101201","1","0.85","1","100","1","210","1.35","0","bgm_M64","0","0","101201","1.1","-30","1","10800101","10","1"
"1080","-250","0","101201","1","0.65","2","200","1","200","1","-5","bgm_M64","-120","0","101201","0.8","-30","1","10800102","10","2"
"1080","-5","-15","101201","1","0.6","3","100","1","200","1.2","0","bgm_M64","70","0","101201","0.8","-30","1","10800103","10","3"
"1080","190","0","101201","1","0.7","4","100","1","200","1","-15","bgm_M64","-110","10","101201","0.9","-30","1","10800104","0","4"
"1080","475","-20","101202","1","1","5","100","1","250","1.45","-45","bgm_M55","-30","-50","101202","1","-30","1","10800105","10","5"
"1081","-480","0","101291","1","0.575","1","170","1","210","1","-30","bgm_M64","-100","-25","101291","0.9","-30","1","10810101","10","1"
"1081","-230","0","101291","1","0.7","2","250","1","240","1","-30","bgm_M64","-10","-30","101291","0.8","-30","1","10810102","0","2"
"1081","-10","-15","101291","1","0.75","3","100","1","200","1.2","-10","bgm_M64","-110","0","101291","1","-30","1","10810103","5","3"
"1081","200","-10","101291","1","0.8","4","300","1","200","1.3","-50","bgm_M64","55","-50","101291","1","-30","1","10810104","-20","4"
"1081","490","-20","101292","1","1.1","5","100","1","230","1.45","30","bgm_M55","-15","15","101292","1","-30","1","10810105","30","5"
"1082","-470","0","101301","1","0.8","1","100","1","210","1.45","0","bgm_M64","0","20","101301","1.1","-30","1","10820101","10","1"
"1082","-270","0","101301","1","0.75","2","100","1","200","1.2","0","bgm_M64","-120","0","101301","1.1","-30","1","10820102","10","2"
"1082","0","-15","101301","1","1.55","3","100","1","200","2.3","-10","bgm_M64","65","0","101301","2.2","-30","1","10820103","0","3"
"1082","200","0","101301","1","0.7","4","100","1","200","1","0","bgm_M64","-120","0","101301","0.7","-30","1","10820104","0","4"
"1082","470","-20","101302","1","1","5","100","1","270","1.2","-30","bgm_M55","-55","-15","101302","1.1","-30","1","10820105","10","5"
