59ed1a5f9a51c25168269ece78932b80d76fa40f3690a26d2d46cad1fa842117,dd721351a497ee7b9c59c35f45904ce618ffb6c20e588652fae8a39f8cfdc1e6,5bebe3b1a30b27a112da24523e95c1735216aff0de4e2e7ef79b0f86957c94d4,9ef9cacdd647c5e2c6160767456f7e64e2e98cb2d75dcd580b03701fd8858702,17ecc43d473f03af2a716f7332df2eace5651b77e9b9a9685ee0ad2e7fa2c12c,70a816306dca1ab23ca048c17aa2439de4d20ceae0a19fbd8d708cc4f2d22e11,62c2b41422a4f793095a8c81e30002a61ca8cdd14c5cbd86da972d3cf5010ba2,d40a8bc932557c383e4dd6735d9d2a069bfe7ae6960b04601cbe919e2db08bdf,cb782610bbb2df0f39d9d59bb80baea4667cf318ef77be8c20eacc67cd259dc5,af88b96df2a6208bf2fb3d7e7e1b3fbc4152cbdfc6f7f18663f64c65743b8bd4
"ハウンドトゥース","1","シャークトゥース","0","0","0","2530003","0","キャメルトゥース","キャットトゥース"
"ナスカン","1","ニンジンカン","0","0","0","2530004","0","カボチャカン","イモカン"
"天元","1","天命","0","0","0","2530005","0","天心","天王"
"かまぼこ","1","ねりもの","0","0","0","2530006","0","ちくわぶ","はんぺん"
"ピジョンブラッド","1","ストークブラッド","0","0","0","2530009","0","カナリーブラッド","クレーンブラッド"
"トップノート","1","イニシャルノート","0","0","0","2530010","0","ボトムノート","テールノート"
"トレーン","1","ハレーン","0","0","0","2530012","0","クレーン","ブレーン"
"お吸い物","1","お漬物","0","0","0","2530013","0","ご飯","お刺身"
"ピグマリオン効果","1","バーナム効果","0","0","0","2530014","0","ダニング＝クルーガー効果","ツァイガルニク効果"
"PA値","1","PS値","0","0","0","2530016","0","PQ値","PK値"
"インフォームド・コンセント","1","インフォームド・クライアント","0","0","0","2530018","0","インフォームド・ラチェット","インフォームド・リタイア"
"湯の花","1","湯の実","0","0","0","2530020","0","湯の茎","湯の草"
"ボンネット","1","ワイパー","0","0","0","2530021","0","ハンドル","トランク"
"5九","1","4九","0","0","0","2530022","0","7九","6九"
"361","1","289","0","0","0","2530023","0","256","324"
"48枚","1","72枚","0","0","0","2530024","0","108枚","52枚"
"11月","1","9月","0","0","0","2530025","0","5月","1月"
"舌","1","耳","0","0","0","2530028","0","目","鼻"
"赤口","1","黒口","0","0","0","2530030","0","白口","青口"
"鯨尺","1","鱒尺","0","0","0","2530032","0","鯵尺","鮪尺"
"ランナー","1","サマナー","0","0","0","2530033","0","ガンナー","パタンナー"
"長押","1","三和土","0","0","0","2530034","0","上棟","欄間"
"トリリアントカット","1","オーバルカット","0","0","0","2530035","0","マーキーズカット","ブリリアントカット"
"緑一色","1","白一色","0","0","0","2530036","0","黒一色","赤一色"
"けた","1","かり","0","0","0","2530037","0","しき","はり"
"ダイヤモンド","1","オパール","0","0","0","2530039","0","タンザナイト","エメラルド"
"五光","1","五星","0","0","0","2530041","0","五花","五全"
"虫歯","1","歯肉炎","0","0","0","2530042","0","口内炎","歯槽膿漏"
"撞木","1","片棒","0","0","0","2530043","0","枕木","倒木"
"自運","1","己運","0","0","0","2530044","0","草書","臨書"
"能","1","態","0","0","0","2530046","0","羆","熊"
"ppm","1","amp","0","0","0","2530047","0","pmp","ppp"
"ウェハー","1","ガム","0","0","0","2530048","0","ワッフル","タルト"
"C4","1","C5","0","0","0","2530049","0","C2","C3"
"88","1","99","0","0","0","2530050","0","77","66"
"52","1","88","0","0","0","2530052","0","56","36"
"バリトン","1","アルト","0","0","0","2530053","0","メゾテノール","メゾバス"
"扇子","1","手ぬぐい","0","0","0","2530054","0","座布団","羽織"
"タックイン","1","ゴーイン","0","0","0","2530056","0","スローイン","チップイン"
"10人","1","20人","0","0","0","2530058","0","3人","100人"
"シーザー暗号","1","ミモザ暗号","0","0","0","2530059","0","カール暗号","アレキサンダー暗号"
"ベルベット","1","ベルモット","0","0","0","2530060","0","ペリドット","モルモット"
"ウェッジソール","1","ブーティー","0","0","0","2530061","0","ミュール","パンプス"
"朝に変わって","1","朝がまた来て","0","0","0","2531001","0","朝が来て","朝になって"
"陽射し","1","太陽","0","0","0","2531002","0","おひさま","光"
"ラットン","1","ドリルモール","0","0","0","2531003","0","エルダークラウド","ラフレシアマンドラゴラ"
"クリティカル","1","ミスティ","0","0","0","2531004","0","スパイラル","セオリー"
"マグカップ","1","アクリルスタンド","0","0","0","2531005","0","ラバーストラップ","ポーチ"
"ノック","1","ラック","0","0","0","2610002","0","キック","パック"
"クリケット","1","フィーエルヤッペン","0","0","0","2610003","0","ハイアライ","ペサパッロ"
"キャディー","1","キャンパス","0","0","0","2610004","0","キャラメル","ギャラリー"
"地面の整備","1","球拾い","0","0","0","2610005","0","審判","警備員"
"アタリ","1","ガブリ","0","0","0","2610007","0","ツカミ","ハズレ"
"魚拓","1","魚尾","0","0","0","2610008","0","魚群","魚影"
"ハト","1","スズメ","0","0","0","2610009","0","カラス","ツバメ"
"ホーム","1","ヒット","0","0","0","2610010","0","フロント","バック"
"3カウント","1","10カウント","0","0","0","2610012","0","7カウント","5カウント"
"軍配","1","笛","0","0","0","2610013","0","拍子木","扇子"
"11人","1","3人","0","0","0","2610015","0","5人","9人"
"アウト","1","ビンゴ","0","0","0","2610016","0","パンチ","ヒット"
"ボレー","1","マレー","0","0","0","2610017","0","カレー","アレー"
"5人","1","3人","0","0","0","2610018","0","9人","11人"
"タイムアウト","1","レスト","0","0","0","2610019","0","小休止","ブレイクタイム"
"サッカー","1","野球","0","0","0","2610021","0","バレーボール","バスケットボール"
"カーリング","1","ボブスレー","0","0","0","2610023","0","アイスホッケー","ボートレース"
"アメリカンフットボール","1","バスケットボール","0","0","0","2610025","0","サッカー","ラグビー"
"鉄棒","1","ジャングルジム","0","0","0","2610027","0","シーソー","ブランコ"
"はやぶさ跳び","1","わし跳び","0","0","0","2610029","0","とんび跳び","からす跳び"
"柔道","1","アマチュアレスリング","0","0","0","2610030","0","ボクシング","剣道"
"トンネル","1","ビルディング","0","0","0","2610032","0","ダム","ブリッジ"
"勝負に負ける","1","ちゃんこがおいしい","0","0","0","2610033","0","両者の実力が近い","試合に臨む"
"野球","1","バスケットボール","0","0","0","2610034","0","サッカー","ゴルフ"
"ラップタイム","1","エプロンタイム","0","0","0","2610035","0","テーブルクロスタイム","アルミホイルタイム"
"3位","1","1位","0","0","0","2610036","0","4位","2位"
"背泳ぎ","1","平泳ぎ","0","0","0","2610037","0","クロール","バタフライ"
"ゴルフ","1","バレーボール","0","0","0","2610039","0","バスケットボール","サッカー"
"本塁手","1","三塁手","0","0","0","2610040","0","二塁手","一塁手"
"ガター","1","アウト","0","0","0","2610041","0","ファウル","バンカー"
"ピッケル","1","コッヘル","0","0","0","2610042","0","マッスル","リットル"
"捕手","1","外野手","0","0","0","2610043","0","内野手","投手"
"キュー","1","ジュー","0","0","0","2610044","0","ナナ","ハチ"
"トライ","1","オーライ","0","0","0","2610046","0","フライ","スライ"
"サービスエース","1","サービスボール","0","0","0","2610047","0","サービスアタック","サービスショット"
"面","1","頭突き","0","0","0","2610048","0","小手","胴"
"たすき","1","バケツ","0","0","0","2610050","0","タオル","コップ"
"ポール","1","オベリスク","0","0","0","2610051","0","ポスト","ポーク"
"ドクターストップ","1","ワンストップ","0","0","0","2610052","0","バスストップ","ミスターストップ"
"グリーン","1","ブラウン","0","0","0","2610053","0","ブルー","レッド"
"ノーサイド","1","コーナーキック","0","0","0","2610054","0","レッドカード","オフサイド"
"レシーブ","1","ブロック","0","0","0","2610055","0","アタック","スパイク"
"野球","1","テニス","0","0","0","2610057","0","卓球","バスケットボール"
"ダブルドリブル","1","ゼロドリブル","0","0","0","2610058","0","トリプルドリブル","シングルドリブル"
"ラグビー","1","サッカー","0","0","0","2610059","0","バスケットボール","ソフトボール"
"ツムギ（サマー）","1","ユイ（ニューイヤー）","0","0","0","2611001","0","タマキ（作業服）","リマ（シンデレラ）"
"シオリ（マジカル）","1","クウカ（ノワール）","0","0","0","2611002","0","カスミ（マジカル）","イオ（ノワール）"
"パワー","1","ガッツ","0","0","0","2611003","0","スタミナ","スピード"
"エルダータイラント","1","マダムエレクトラ","0","0","0","2611004","0","アンチビースト","ジェネラルホーン"
"ユニオンバースト","1","EXスキル","0","0","0","2611005","0","位置付け","スキル1"
"3本","1","4本","0","0","0","2620002","0","2本","1本"
"スーパー大回転","1","ハイパーモーグル","0","0","0","2620003","0","ウルトラ滑降","スペシャルジャンプ"
"デコボコしている","1","ネバネバしている","0","0","0","2620005","0","トゲトゲしている","ツルツルしている"
"5球","1","4球","0","0","0","2620006","0","6球","7球"
"ボウリング","1","卓球","0","0","0","2620007","0","ダーツ","ビリヤード"
"ピスト","1","マスト","0","0","0","2620008","0","ラスト","リスト"
"ベリーロール","1","スプロール","0","0","0","2620010","0","スチロール","マッチロール"
"20秒","1","60秒","0","0","0","2620011","0","5秒","10秒"
"自由形","1","バタフライ","0","0","0","2620012","0","背泳ぎ","平泳ぎ"
"305センチ","1","355センチ","0","0","0","2620013","0","255センチ","205センチ"
"4枚","1","6枚","0","0","0","2620014","0","3枚","2枚"
"8個","1","6個","0","0","0","2620015","0","7個","10個"
"ボランチ","1","ウイング","0","0","0","2620016","0","スイーパー","リベロ"
"20分","1","45分","0","0","0","2620017","0","30分","15分"
"手のひら","1","手の甲","0","0","0","2620018","0","小指","親指"
"さば折り","1","まぐろ折り","0","0","0","2620022","0","さけ折り","あじ折り"
"交渉権確定","1","契約権確定","0","0","0","2620024","0","指名権確定","選択権確定"
"カーリング","1","スパッタリング","0","0","0","2620025","0","イカリング","ボーリング"
"オープン戦","1","オールスター戦","0","0","0","2620026","0","イベント戦","クローズ戦"
"タッチアップ","1","タッチラップ","0","0","0","2620028","0","タッチラン","タッチアウト"
"先発投手","1","捕手","0","0","0","2620029","0","1番打者","4番打者"
"21回","1","23回","0","0","0","2620030","0","22回","20回"
"アイスホッケー","1","クリケット","0","0","0","2620031","0","ラクロス","ポロ"
"アーチ","1","お湯","0","0","0","2620032","0","ブリッジ","サークル"
"イーグル","1","ダブルボギー","0","0","0","2620033","0","ボギー","バーディ"
"パドリング","1","ピーリング","0","0","0","2620034","0","ラフティング","リフティング"
"9点","1","6点","0","0","0","2620035","0","8点","12点"
"10台","1","110台","0","0","0","2620036","0","50台","30台"
"決まっていない","1","2個","0","0","0","2620038","0","1個","0個"
"肩すかし","1","肩ぐるま","0","0","0","2620040","0","肩落とし","肩たたき"
"ペナルティボックス","1","フェイスオフボックス","0","0","0","2620041","0","ファールボックス","ダメージボックス"
"ロデオ","1","マタドール","0","0","0","2620042","0","サンボ","闘牛"
"リバウンド","1","インターセプト","0","0","0","2620044","0","スティール","スクリーン"
"ブレイクショット","1","タイガーショット","0","0","0","2620045","0","スナップショット","オープンショット"
"スプリット","1","スープレックス","0","0","0","2620046","0","スリップオン","ストリップ"
"走幅跳","1","走高跳","0","0","0","2620048","0","三段跳","棒高跳"
"短距離走","1","駅伝","0","0","0","2620049","0","長距離走","中距離走"
"スキップ","1","ディスコ","0","0","0","2620050","0","ワルツ","ダンス"
"交差跳び","1","駆け足跳び","0","0","0","2620051","0","二重跳び","綾跳び"
"42.195km","1","4.2195km","0","0","0","2620054","0","4219.5km","421.95km"
"ファール","1","フライ","0","0","0","2620057","0","バント","ホームラン"
"ホールインワン","1","バンカー","0","0","0","2620058","0","池ポチャ","最優秀ゴルファー"
"捨て身技","1","逆転技","0","0","0","2620059","0","一か八か技","ダメ元技"
"テストマッチ","1","リハーサルマッチ","0","0","0","2620060","0","プレマッチ","チャレンジマッチ"
"ビリヤード","1","卓球","0","0","0","2620061","0","ボウリング","ダーツ"
"ラップバトル","1","なぞなぞ","0","0","0","2621001","0","じゃんけん","しりとり"
"インジェクション","1","エレベーション","0","0","0","2621002","0","デストラクション","オーバーレイ"
"グレートトゥンヌス","1","テンタパス","0","0","0","2621003","0","島クジラ","ネプテリオン"
"アルティマスアヴァロン","1","デュアリティアヴァロン","0","0","0","2621004","0","ブルートゥスアヴァロン","ナンバーズアヴァロン"
"ディバインレイン","1","オーロラ・サンクチュアリ","0","0","0","2621005","0","アビスエンドバースト","超全力全開☆プリンセスストライク"
"二塁打","1","アウト","0","0","0","2630001","0","本塁打","ファウル"
"70センチメートル","1","100センチメートル","0","0","0","2630002","0","90センチメートル","80センチメートル"
"ラシャ","1","シシャ","0","0","0","2630004","0","バシャ","ムシャ"
"クリンチ","1","テンプル","0","0","0","2630006","0","キドニー","アッパー"
"盗まれないように","1","安く作れるため","0","0","0","2630007","0","気合が入るため","足の動きを際立たせるため"
"外道","1","狙外","0","0","0","2630008","0","本命外","外魚"
"ゆがけ","1","むがけ","0","0","0","2630009","0","よがけ","やがけ"
"ラボーナ","1","シャペウ","0","0","0","2630010","0","ティキタカ","エラシコ"
"黄","1","黒","0","0","0","2630011","0","赤","青"
"17階級","1","18階級","0","0","0","2630012","0","16階級","15階級"
"オープンフレーム","1","メガネフレーム","0","0","0","2630013","0","ロストフレーム","クローズフレーム"
"16枚","1","20枚","0","0","0","2630014","0","8枚","12枚"
"40mm","1","60mm","0","0","0","2630015","0","50mm","30mm"
"45cm","1","75cm","0","0","0","2630016","0","60cm","30cm"
"23.72メートル","1","38.72メートル","0","0","0","2630017","0","31.72メートル","15.72メートル"
"赤と白","1","白と黒","0","0","0","2630019","0","赤と黒","赤と青"
"キャント","1","チャント","0","0","0","2630021","0","チュート","シャウト"
"ビバーク","1","リペリング","0","0","0","2630022","0","トレッキング","グリセード"
"9人","1","7人","0","0","0","2630025","0","10人","8人"
"スローイン","1","ペナルティーキック","0","0","0","2630026","0","ゴールキック","コーナーキック"
"横綱","1","控え力士","0","0","0","2630027","0","お客さん","行事"
"オフショア","1","アウトショア","0","0","0","2630028","0","インショア","オンショア"
"バスター","1","バスサー","0","0","0","2630029","0","バスカー","バスラー"
"赤","1","茶","0","0","0","2630030","0","黒","白"
"段違い平行棒","1","平均台","0","0","0","2630031","0","床","跳馬"
"乱取り","1","手取り","0","0","0","2630035","0","舵取り","面取り"
"水入り","1","嫁入り","0","0","0","2630037","0","肝入り","中入り"
"10cm","1","70cm","0","0","0","2630038","0","50cm","30cm"
"20kg","1","3kg","0","0","0","2630040","0","10kg","5kg"
"バスケットボール","1","水球","0","0","0","2630043","0","ハンドボール","サッカー"
"4人","1","3人","0","0","0","2630044","0","5人","8人"
"ロフトボール","1","スローボール","0","0","0","2630045","0","ポートボール","ロストボール"
"サード","1","セカンド","0","0","0","2630046","0","ショ―ト","ファースト"
"ノーズ","1","テール","0","0","0","2630048","0","ボトム","デッキ"
"ともえ戦","1","はなこ戦","0","0","0","2630049","0","あかね戦","まりえ戦"
"バンキング","1","ハッキング","0","0","0","2630051","0","シンキング","ビンキング"
"キスショット","1","マスショット","0","0","0","2630052","0","パスショット","ミスショット"
"5点","1","10点","0","0","0","2630053","0","2点","1点"
"ローブロー","1","レッグブロー","0","0","0","2630054","0","ダウンブロー","アンダーロー"
"ケルン","1","ミルン","0","0","0","2630055","0","ベルン","カラン"
"ブーム","1","ボード","0","0","0","2630056","0","ジョイント","セール"
"ラグビー","1","バスケットボール","0","0","0","2630058","0","バレーボール","サッカー"
"スケルトン","1","ボブスレー","0","0","0","2630059","0","バイアスロン","リュージュ"
"Cカード","1","Dカード","0","0","0","2630060","0","Bカード","Aカード"
"ポケット","1","バゲット","0","0","0","2630061","0","ソケット","ナゲット"
"ブラストファング","1","ダイヤモンドファング","0","0","0","2631001","0","バーストファング","フロストファング"
"海神の杖","1","激波の拳","0","0","0","2631002","0","雷撃の槍","嵐撃の槍"
"ドラゴンズテイル","1","ドラゴンズウィング","0","0","0","2631003","0","ドラゴンズシザー","ドラゴンズデッドボール"
"ボートレース","1","ビーチベースボール","0","0","0","2631004","0","ビーチフラッグ","ビーチボール"
"七界覇王晦冥喝破之装","1","七海覇者晦冥喝破之装","0","0","0","2631005","0","大海帝王晦冥喝破之装","七界究極晦冥喝破之装"
