9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2
"23","","se_fpc_water_random","","","","","se_10053800","1","911","19110013"
"91","","0","","","","","19110012","","911","19110014"
"2","","175","7.94117647058824","","12","","122911","-180","911","19110015"
"2","","175","7.94117647058824","","12","","1","-180","911","19110016"
"33","","175","7.94117647058824","","12","","122911","-180","911","19110017"
"2","","425","7.79411764705882","","12","","122811","-180","911","19110018"
"2","","425","7.79411764705882","","12","","2","-180","911","19110019"
"33","","425","7.79411764705882","","12","","122811","-180","911","19110020"
"93","","0","","","","","4","","911","19110021"
"3","0.1","11_mimi_handUp_in","11_mimi_handUp_loop","","1","0.1","122911","0","911","19110022"
"3","","11_petitGryphon_float","","","","0.1","1","1","911","19110023"
"21","","vo_fpc_21100","0","","","","vo_fpc","","911","19110024"
"11","0","はーい、みんなこっちですよー\nママたちからはぐれないようにねー♪","1","0.5","0","0","122911","10","911","19110025"
"91","","","","","","","0","","911","19110026"
"93","","0","","","","","0.5","","911","19110027"
"91","","","","","","","19110015","","911","19110028"
"2","","-140","4.17647058823529","","12","","25","-180","911","19110029"
"33","","-140","4.17647058823529","","12","","25","-180","911","19110030"
"3","0.1","11_mimi_float_in","11_mimi_float_loop","","1","0.2","122911","0","911","19110031"
"3","","11_petitGryphon_float","","","","0.3","1","1","911","19110032"
"3","","11_misogi_smile","","","","0.3","122811","1","911","19110033"
"3","","cmn_boat_idle","","","","0.3","2","1","911","19110034"
"21","","vo_fpc_21101","0","","","","vo_fpc","","911","19110035"
"11","0","はっはっはー！\nミソギパパが先頭にたつぞー！\nすすめすすめー！","1","0.5","0","0","122811","10","911","19110036"
"91","","","","","","","0","","911","19110037"
"93","","0","","","","","0.5","","911","19110038"
"91","","","","","","","19110029","","911","19110039"
"3","","11_neneka_floatRing","","","","0.1","21","1","911","19110040"
"2","","-460","5.16176470588235","","12","","21","-180","911","19110041"
"33","","-460","5.16176470588235","","12","","21","-180","911","19110042"
"21","","vo_fpc_21102","0","","","","vo_fpc","","911","19110043"
"11","0","もう…探検ごっこに\nおままごとなんて\n無理にまぜなくてもいいのに…","1","0.5","0","0","25","10","911","19110044"
"91","","","","","","","0","","911","19110045"
"93","","0","","","","","0.5","","911","19110046"
"91","","","","","","","19110041","","911","19110047"
"3","0.1","11_kyouka_turn_in","11_kyouka_turn_loop","","1","0.1","25","0","911","19110048"
"93","","0","","","","","0.5","","911","19110049"
"3","0.1","11_neneka_notice_in","11_neneka_notice_loop","","1","0.1","21","0","911","19110050"
"21","","vo_fpc_21103","0","","","","vo_fpc","","911","19110051"
"11","0","何していいか\n困りますよね？","1","0.5","0","0","25","10","911","19110052"
"91","","","","","","","0","","911","19110053"
"93","","0","","","","","0.5","","911","19110054"
"3","","11_neneka_talk_loop","","","","0.1","21","1","911","19110055"
"21","","vo_fpc_21104","0","","","","vo_fpc","","911","19110056"
"11","-10","ええ…","1","0.5","0","20","21","10","911","19110057"
"91","","","","","","","0","","911","19110058"
"93","","0","","","","","0.5","","911","19110059"
"3","","11_neneka_think_loop","","","","0.1","21","1","911","19110060"
"21","","vo_fpc_21105","0","","","","vo_fpc","","911","19110061"
"11","-10","（これは…\n完全に同世代だと思われていますね）","1","0.5","0","50","21","10","911","19110062"
"91","","","","","","","0","","911","19110063"
"93","","0","","","","","0.5","","911","19110064"
"21","","vo_fpc_21106","0","","","","vo_fpc","","911","19110065"
"11","-10","（変身した際に子供のふりを\nすることはありますし\nいっそのこと演技して\n話を合わせる…？）","1","0.5","0","50","21","10","911","19110066"
"91","","","","","","","0","","911","19110067"
"93","","0","","","","","0.5","","911","19110068"
"21","","vo_fpc_21107","0","","","","vo_fpc","","911","19110069"
"11","-10","（いや、ですが目的もなく\n子供のふりなど…\nいっそのこと今からでも変身して…\nいや、目的もなく変身も何というか…）","1","0.5","0","50","21","10","911","19110070"
"91","","","","","","","0","","911","19110071"
"93","","0","","","","","0.5","","911","19110072"
"3","0.1","11_misogi_turn_in","11_misogi_turn_loop","","1","0.3","122811","0","911","19110073"
"3","","cmn_boat_idle","","","","0.3","2","1","911","19110074"
"21","","vo_fpc_21108","0","","","","vo_fpc","","911","19110075"
"11","0","みんなー！\nついてきてるかー！","1","0.5","0","0","122811","10","911","19110076"
"91","","","","","","","0","","911","19110077"
"93","","0","","","","","0.5","","911","19110078"
"3","0.1","11_mimi_handUp_in","11_mimi_handUp_loop","","1","0.3","122911","0","911","19110079"
"3","","11_petitGryphon_float","","","","0.3","1","1","911","19110080"
"21","","vo_fpc_21109","0","","","","vo_fpc","","911","19110081"
"11","0","ほらほら、いきますよー♪","1","0.5","0","0","122911","10","911","19110082"
"91","","","","","","","0","","911","19110083"
"93","","0","","","","","0.5","","911","19110084"
"3","0.1","11_kyouka_sigh_in","11_kyouka_sigh_loop","","1","0.1","25","0","911","19110085"
"21","","vo_fpc_21110","0","","","","vo_fpc","","911","19110086"
"11","0","もう、しょうがないんだから…\n一緒にいきましょ！","1","0.5","0","0","25","10","911","19110087"
"91","","","","","","","0","","911","19110088"
"93","","0","","","","","0.5","","911","19110089"
"21","","vo_fpc_21111","0","","","","vo_fpc","","911","19110090"
"11","-10","（ここは、最低限話をあわせるだけに\nしておきましょうか…）","1","0.5","0","50","21","10","911","19110091"
"91","","","","","","","0","","911","19110092"
"93","","0","","","","","0.5","","911","19110093"
"3","","11_neneka_talk_loop","","","","0.1","21","1","911","19110094"
"21","","vo_fpc_21112","0","","","","vo_fpc","","911","19110095"
"11","-10","はいはい。","1","0.5","0","20","21","10","911","19110096"
"91","","","","","","","0","","911","19110097"
"93","","0","","","","","0.5","","911","19110098"
"3","0.1","11_kyouka_smile_in","11_kyouka_smile_loop","","1","0.1","25","0","911","19110099"
"2","","850","3.97058823529412","","","","122911","-180","911","19110100"
"2","","850","3.97058823529412","","","","1","-180","911","19110101"
"33","","850","3.97058823529412","","","","122911","-180","911","19110102"
"93","","1","","","","","0.1","","911","19110103"
"2","","900","2.5","","","","122811","-180","911","19110104"
"2","","900","2.5","","","","2","-180","911","19110105"
"33","","900","2.5","","","","122811","-180","911","19110106"
"93","","1","","","","","0.3","","911","19110107"
"2","","850","9.58823529411765","","","","26","-180","911","19110108"
"33","","850","9.58823529411765","","","","26","-180","911","19110109"
"2","","850","5.82352941176471","","","","25","-180","911","19110110"
"33","","850","5.82352941176471","","","","25","-180","911","19110111"
"2","","850","7.70588235294118","","","","21","-180","911","19110112"
"33","","850","7.70588235294118","","","","21","-180","911","19110113"
"91","","","","","","","19110108","","911","19110114"
"1","0","127111","-850","cmn_float","-180","1.75","1","22","912","19120001"
"1","0","126911","-850","cmn_float","-125","1.75","1","12","912","19120002"
"1","0","122711","750","cmn_walk_r","-15","1.4875","1","12","912","19120003"
"31","","11","-180","","1","1","6","-850","912","19120004"
"31","","21","-125","","1","1","6","-850","912","19120005"
"23","","se_fpc_water_random","","","","","se_10053800","1","912","19120006"
"91","","0","","","","","19120005","","912","19120007"
"2","","-100","4.41176470588235","","12","","127111","-180","912","19120008"
"33","","-100","4.41176470588235","","12","","11","-180","912","19120009"
"93","","0","","","","","4","","912","19120010"
"2","","-350","3.67647058823529","","12","","126911","-125","912","19120011"
"33","","-350","3.67647058823529","","12","","21","-125","912","19120012"
"91","","","","","","","19120008","","912","19120013"
"3","","cmn_float","","","","0.1","127111","1","912","19120014"
"21","","vo_fpc_21200","0","","","","vo_fpc","","912","19120015"
"11","0","あっ…","1","0.5","0","0","127111","10","912","19120016"
"93","","0","","","","","0.6","","912","19120017"
"2","","100","4.97058823529412","","0","","122711","-15","912","19120018"
"93","","0","","","","","1.5","","912","19120019"
"91","","","","","","","19120016","","912","19120020"
"91","","","","","","","19120011","","912","19120021"
"3","","cmn_float","","","","0.1","126911","1","912","19120022"
"21","","vo_fpc_21201","0","","","","vo_fpc","","912","19120023"
"11","0","あっ…","1","0.5","0","0","126911","10","912","19120024"
"91","","","","","","","0","","912","19120025"
"93","","0","","","","","0.5","","912","19120026"
"91","","","","","","","19120018","","912","19120027"
"3","0.1","12_kyouka_notice","12_kyouka_notice_loop","","1","0.1","122711","0","912","19120028"
"21","","vo_fpc_21202","0","","","","vo_fpc","","912","19120029"
"11","0","えっ？\nな、なんですか？","1","0.5","0","0","122711","10","912","19120030"
"91","","","","","","","0","","912","19120031"
"93","","0","","","","","0.5","","912","19120032"
"3","","cmn_float","","","","0.1","127111","1","912","19120033"
"21","","vo_fpc_21203","0","","","","vo_fpc","","912","19120034"
"11","0","いえ、あそこ…","1","0.5","0","0","127111","10","912","19120035"
"91","","","","","","","0","","912","19120036"
"93","","0","","","","","0.5","","912","19120037"
"3","","cmn_float","","","","0.1","126911","1","912","19120038"
"21","","vo_fpc_21204","0","","","","vo_fpc","","912","19120039"
"11","0","うん…","1","0.5","0","0","126911","10","912","19120040"
"91","","","","","","","0","","912","19120041"
"93","","0","","","","","0.5","","912","19120042"
"3","0.1","12_kyouka_turn_in","12_kyouka_turn_loop","","1","0.1","122711","0","912","19120043"
"21","","vo_fpc_21205","0","","","","vo_fpc","","912","19120044"
"11","0","なに？\nなにもないみたいだけど…","1","0.5","0","0","122711","10","912","19120045"
"91","","","","","","","0","","912","19120046"
"93","","0","","","","","0.5","","912","19120047"
"3","","12_cmn_float_smile","","","","0.1","127111","1","912","19120048"
"21","","vo_fpc_21206","0","","","","vo_fpc","","912","19120049"
"11","0","ふふっ。","1","0.5","0","0","127111","10","912","19120050"
"91","","","","","","","0","","912","19120051"
"93","","0","","","","","0.5","","912","19120052"
"3","","12_cmn_float_smile","","","","0.1","126911","1","912","19120053"
"21","","vo_fpc_21207","0","","","","vo_fpc","","912","19120054"
"11","0","ふふふふっ…","1","0.5","0","0","126911","10","912","19120055"
"91","","","","","","","0","","912","19120056"
"93","","0","","","","","0.5","","912","19120057"
"2","","850","4.29864253393665","","","","127111","-180","912","19120058"
"33","","850","4.29864253393665","","","","11","-180","912","19120059"
"2","","850","5.42986425339367","","","","126911","-125","912","19120060"
"33","","850","5.42986425339367","","","","21","-125","912","19120061"
"93","","0","","","","","1","","912","19120062"
"3","0.1","12_kyouka_scare_in","12_kyouka_scare_loop","","1","0.1","122711","0","912","19120063"
"21","","vo_fpc_21208","0","","","","vo_fpc","","912","19120064"
"11","0","ひぅっ！\nな、なんなんですかあ…","1","0.5","0","0","122711","10","912","19120065"
"91","","","","","","","0","","912","19120066"
"93","","0","","","","","0.5","","912","19120067"
"3","0.1","12_kyouka_run_in","12_kyouka_run_loop","","1","0.1","122711","0","912","19120068"
"2","","-850","3.58220211161388","","","","122711","-15","912","19120069"
"91","","","","","","","19120069","","912","19120070"
"1","0","127011","-800","13_kuka_bound","-180","1.75","1","22","913","19130001"
"31","","1041","-170","","1","0","104","-600","913","19130002"
"31","","1042","-170","","1","0","104","-240","913","19130003"
"31","","1043","-170","","1","0","104","170","913","19130004"
"31","","1044","-170","","1","0","104","560","913","19130005"
"31","","1003","-85","","1","0","1003","-575","913","19130006"
"23","","se_fpc_water_random","","","","","se_10053800","1","913","19130007"
"91","","0","","","","","19130006","","913","19130008"
"32","","1","0","","","","1003","","913","19130009"
"93","","0","","","","","2","","913","19130010"
"3","","13_kuka_bound","","","","0.1","127011","1","913","19130011"
"2","","800","2.35294117647059","","","","127011","-180","913","19130012"
"93","","0","","","","","0.236666666666667","","913","19130013"
"23","","se_10053800_913_kuka","","","","","se_10053800","0","913","19130014"
"21","","vo_fpc_21300","0","","","","vo_fpc","","913","19130015"
"32","","1","0","","","","1041","","913","19130016"
"93","","0","","","","","0.536666666666667","","913","19130017"
"32","","1","0","","","","1042","","913","19130018"
"93","","0","","","","","0.536666666666667","","913","19130019"
"21","","vo_fpc_21301","0","","","","vo_fpc","","913","19130020"
"32","","1","0","","","","1043","","913","19130021"
"93","","0","","","","","0.536666666666667","","913","19130022"
"32","","1","0","","","","1044","","913","19130023"
"93","","0","","","","","2","","913","19130024"
"91","","","","","","","19130012","","913","19130025"
"1","0","110611","-1000","14_maho_idle_loop","-185","1.75","1","24","914","19140001"
"5","0","2","-1000","cmn_boat_idle","-185","1.75","2","22","914","19140002"
"5","0","3","-1000","14_maho_idle_loop","-185","1.75","3","23","914","19140003"
"1","0","110511","-1220","cmn_float","-175","1.75","1","25","914","19140004"
"1","0","110411","-1520","14_makoto_float","-125","1.75","1","12","914","19140005"
"31","","110611","-185","","1","1","116","-1000","914","19140006"
"31","","41","-175","","1","1","8","-1220","914","19140007"
"31","","120","-175","","1","0","120","-50","914","19140008"
"31","","42","-125","","1","1","4","-1520","914","19140009"
"31","","117","-125","","1","0","117","-350","914","19140010"
"23","","se_fpc_water_random","","","","","se_10053800","1","914","19140011"
"91","","0","","","","","19140010","","914","19140012"
"2","","170","8.60294117647059","","12","","110611","-185","914","19140013"
"2","","170","8.60294117647059","","12","","2","-185","914","19140014"
"2","","170","8.60294117647059","","12","","3","-185","914","19140015"
"33","","170","8.60294117647059","","12","","110611","-185","914","19140016"
"2","","-50","8.60294117647059","","12","","110511","-175","914","19140017"
"33","","-50","8.60294117647059","","12","","41","-175","914","19140018"
"2","","-350","8.60294117647059","","12","","110411","-125","914","19140019"
"33","","-350","8.60294117647059","","12","","42","-125","914","19140020"
"91","","","","","","","19140013","","914","19140021"
"3","0.1","14_maho_point_in","14_maho_point_loop","","1","0.3","110611","0","914","19140022"
"3","","cmn_boat_idle","","","","0.3","2","1","914","19140023"
"3","","14_maho_idle_loop","","","","0.3","3","1","914","19140024"
"21","","vo_fpc_21400","0","","","","vo_fpc","","914","19140025"
"11","0","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","1","0.5","0","0","110611","10","914","19140026"
"91","","","","","","","0","","914","19140027"
"93","","0","","","","","0.5","","914","19140028"
"3","0.1","14_kaori_handUp_in","14_kaori_handUp_loop","","1","0.1","110511","0","914","19140029"
"21","","vo_fpc_21401","0","","","","vo_fpc","","914","19140030"
"11","0","まーかせるさー！\nしゅっぱつしんこー！","1","0.5","0","0","110511","10","914","19140031"
"91","","","","","","","0","","914","19140032"
"93","","0","","","","","0.5","","914","19140033"
"3","","14_makoto_pazzled","","","","0.1","110411","1","914","19140034"
"21","","vo_fpc_21402","0","","","","vo_fpc","","914","19140035"
"11","0","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","1","0.5","0","0","110411","10","914","19140036"
"91","","","","","","","0","","914","19140037"
"93","","0","","","","","0.5","","914","19140038"
"3","0.1","14_maho_smile_in","14_maho_smile_loop","","1","0.3","110611","0","914","19140039"
"3","","cmn_boat_idle","","","","0.3","2","1","914","19140040"
"3","","14_maho_idle_loop","","","","0.3","3","1","914","19140041"
"21","","vo_fpc_21403","0","","","","vo_fpc","","914","19140042"
"11","0","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","1","0.5","0","0","110611","10","914","19140043"
"91","","","","","","","0","","914","19140044"
"93","","0","","","","","0.5","","914","19140045"
"21","","vo_fpc_21404","0","","","","vo_fpc","","914","19140046"
"11","0","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","1","0.5","0","0","110511","10","914","19140047"
"91","","","","","","","0","","914","19140048"
"93","","0","","","","","0.5","","914","19140049"
"3","0.1","14_kaori_flutterKick_in","14_kaori_flutterKick_loop","","1","0.1","110511","0","914","19140050"
"93","","0","","","","","0.3","","914","19140051"
"2","","1270","6.47058823529412","","","","110611","-185","914","19140052"
"2","","1270","6.47058823529412","","","","2","-185","914","19140053"
"2","","1270","6.47058823529412","","","","3","-185","914","19140054"
"33","","1270","6.47058823529412","","","","110611","-185","914","19140055"
"32","","0","","","","","41","","914","19140056"
"32","","1","","","","","120","","914","19140057"
"2","","1050","6.47058823529412","","","","110511","-175","914","19140058"
"33","","1050","6.47058823529412","","","","120","-175","914","19140059"
"93","","0","","","","","1","","914","19140060"
"21","","vo_fpc_21405","0","","","","vo_fpc","","914","19140061"
"11","0","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","1","0.5","0","0","110411","10","914","19140062"
"91","","","","","","","0","","914","19140063"
"93","","0","","","","","0.5","","914","19140064"
"3","0.1","14_makoto_dogscratch_in","cmn_swm_dogscratch","","1","0.1","110411","0","914","19140065"
"93","","0","","","","","0.3","","914","19140066"
"32","","0","","","","","42","","914","19140067"
"32","","1","","","","","117","","914","19140068"
"2","","1050","3.72637742879957","","","","110411","-125","914","19140069"
"33","","1050","3.72637742879957","","","","117","-125","914","19140070"
"91","","","s","","","","19140069","","914","19140071"
"1","0","110311","-950","15_saren_idle","-180","1.75","1","23","915","19150001"
"5","0","2","-950","cmn_boat_idle","-180","1.75","2","22","915","19150002"
"1","0","107711","-750","15_suzume_walk_loop","-15","1.75","1","12","915","19150003"
"31","","110311","-180","","1","1","101","-950","915","19150004"
"31","","109","30","","1","0","109","210","915","19150005"
"31","","4","-125","","1","0","4","330","915","19150006"
"23","","se_fpc_water_random","","","","","se_10053800","1","915","19150007"
"13","","49","","","","","107711","","915","19150008"
"91","","0","","","","","0","","915","19150009"
"2","","0","5.51470588235294","","","","107711","-15","915","19150010"
"91","","","","","","","19150010","","915","19150011"
"3","0.1","15_suzume_talk_in","15_suzume_talk_loop","","1","0.1","107711","0","915","19150012"
"21","","vo_fpc_21500","0","","","","vo_fpc","","915","19150013"
"11","0","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","1","0.5","0","0","107711","10","915","19150014"
"93","","1","","","","","3.2","","915","19150015"
"93","","0","","","","","1.5","","915","19150016"
"91","","","","","","","19150014","","915","19150017"
"3","0.1","15_suzume_walk_in","15_suzume_walk_loop","","1","0.1","107711","0","915","19150018"
"2","","-100","11.9779411764706","","","","110311","-180","915","19150019"
"2","","-100","11.9779411764706","","","","2","-180","915","19150020"
"33","","-100","11.9779411764706","","","","110311","-180","915","19150021"
"2","","460","4.22794117647059","","","","107711","-15","915","19150022"
"91","","","","","","","19150022","","915","19150023"
"3","0.1","15_suzume_turn_in","15_suzume_turn_loop","","1","0.1","107711","0","915","19150024"
"93","","0","","","","","0.6","","915","19150025"
"21","","vo_fpc_21501","0","","","","vo_fpc","","915","19150026"
"11","0","あれは…お嬢様～！\n今参ります！","1","0.5","0","-15","107711","20","915","19150027"
"93","","0","","","","","1.7","","915","19150028"
"3","0.1","15_saren_notice_in","15_saren_notice_loop","","1","0.3","110311","0","915","19150029"
"3","","cmn_boat_idle","","","","0.3","2","1","915","19150030"
"93","","0","","","","","0.35","","915","19150031"
"93","","0","","","","","1.5","","915","19150032"
"2","","330","0.5","","","","107711","-15","915","19150033"
"3","0.1","15_suzume_run","","","","0.2","107711","1","915","19150034"
"21","","vo_fpc_21502","0","","","","vo_fpc","","915","19150035"
"11","0","スズメ？\nって、走ると危なっ…","1","-0.5","0","0","110311","100","915","19150036"
"93","","0","","","","","0.5","","915","19150037"
"3","","15_suzume_fallDown","","","","0.1","107711","0","915","19150038"
"93","","0","","","","","1.3","","915","19150039"
"21","","vo_fpc_21503","0","","","","vo_fpc","","915","19150040"
"11","0","きゃあああ～！","1","-1.5","0","0","107711","150","915","19150041"
"3","0.1","15_saren_rise_in","15_saren_rise_loop","","1","0.1","110311","0","915","19150042"
"3","","cmn_boat_idle","","","","0.1","2","1","915","19150043"
"93","","0","","","","","0.5","","915","19150044"
"6","","1","1","","0","0.1","107711","1","915","19150045"
"32","","1","","","","","109","","915","19150046"
"93","","0","","","","","1","","915","19150047"
"2","","330","0","","","","107711","-125","915","19150048"
"6","","1","1","","1","0.4","107711","1","915","19150049"
"3","0.1","15_suzume_drown_in","15_suzume_drown_loop","","1","0.1","107711","0","915","19150050"
"2","","800","2.76470588235294","","","","107711","-125","915","19150051"
"33","","800","2.76470588235294","","","","4","-125","915","19150052"
"91","","","","","","","19150019","","915","19150053"
"2","","900","7.35294117647059","","","","110311","-180","915","19150054"
"2","","900","7.35294117647059","","","","2","-180","915","19150055"
"33","","900","7.35294117647059","","","","110311","-180","915","19150056"
"21","","vo_fpc_21504","0","","","","vo_fpc","","915","19150057"
"11","0","ス、スズメ？\nスズメ～っ！？","1","0.5","0","0","110311","10","915","19150058"
"91","","","","","","","0","","915","19150059"
"93","","0","","","","","1.5","","915","19150060"
"91","","","s","","","","19150054","","915","19150061"
"1","0","113111","-750","cmn_walk","-15","1.4875","1","12","916","19160001"
"1","0","113311","750","16_nanaka_run","-15","1.4875","1","12","916","19160002"
"1","0","117411","-850","cmn_swm_diving","-180","1.75","1","22","916","19160003"
"1","0","117011","-2500","cmn_swm_diving","-180","1.75","1","22","916","19160004"
"5","0","7","50","none","-180","1.75","7","22","916","19160005"
"5","0","11","-1375","cmn_floatRing_pink","-180","1.75","1","22","916","19160006"
"5","0","12","-2500","cmn_float_item_01_Ball","-125","1.75","1","12","916","19160007"
"31","","11","-180","","1","1","4","-1375","916","19160008"
"31","","12","-125","","1","1","4","-2500","916","19160009"
"31","","91","-180","","1","1","9","-850","916","19160010"
"31","","92","-180","","1","1","9","-2500","916","19160011"
"31","","1015","155","","1","0","1015","-183","916","19160012"
"31","","1013","-180","","1","0","1013","50","916","19160013"
"23","","se_fpc_water_random","","","","","se_10053800","1","916","19160014"
"91","","0","","","","","19160013","","916","19160015"
"2","","2500","19.7058823529412","","","","117411","-180","916","19160016"
"33","","2500","19.7058823529412","","","","91","-180","916","19160017"
"2","","1975","24.6323529411765","","","","11","-180","916","19160018"
"33","","1975","24.6323529411765","","","","11","-180","916","19160019"
"2","","850","19.7058823529412","","","","117011","-180","916","19160020"
"33","","850","19.7058823529412","","","","92","-180","916","19160021"
"2","","850","24.6323529411765","","","","12","-125","916","19160022"
"33","","850","24.6323529411765","","","","12","-125","916","19160023"
"93","","0","","","","","3","","916","19160024"
"2","","-150","4.41176470588235","","","","113111","-15","916","19160025"
"91","","","","","","","19160025","","916","19160026"
"3","","16_ruka_think","","","","0.3","113111","1","916","19160027"
"32","","1","","","","","1015","","916","19160028"
"21","","vo_fpc_21600","0","","","","vo_fpc","","916","19160029"
"93","","0","","","","","0.6","","916","19160030"
"93","","0","","","","","1.5","","916","19160031"
"2","","150","2.71493212669683","","","","113311","-15","916","19160032"
"91","","","","","","","19160032","","916","19160033"
"3","","16_nanaka_idle_loop","","","","0.2","113311","1","916","19160034"
"21","","vo_fpc_21601","0","","","","vo_fpc","","916","19160035"
"11","0","ル～カ～姉♪\n何見てんのかにゃ～？","1","0.5","0","0","113311","10","916","19160036"
"91","","","","","","","0","","916","19160037"
"93","","0","","","","","0.5","","916","19160038"
"3","0.1","16_ruka_notice_in","16_ruka_notice_loop","","1","0.1","113111","0","916","19160039"
"21","","vo_fpc_21602","0","","","","vo_fpc","","916","19160040"
"11","0","ん？　いや、特に何か\n考えてたわけじゃないが…","1","0.5","0","0","113111","10","916","19160041"
"91","","","","","","","0","","916","19160042"
"93","","0","","","","","0.5","","916","19160043"
"3","0.1","16_nanaka_point_in","16_nanaka_point_loop","","1","0.1","113311","0","916","19160044"
"21","","vo_fpc_21603","0","","","","vo_fpc","","916","19160045"
"11","0","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","1","0.5","0","0","113311","10","916","19160046"
"91","","","","","","","0","","916","19160047"
"93","","0","","","","","0.5","","916","19160048"
"21","","vo_fpc_21604","0","","","","vo_fpc","","916","19160049"
"11","0","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","1","0.5","0","0","113311","10","916","19160050"
"91","","","","","","","0","","916","19160051"
"93","","0","","","","","0.5","","916","19160052"
"3","0.1","16_ruka_talk_in","16_ruka_talk_loop","","1","0.1","113111","0","916","19160053"
"21","","vo_fpc_21605","0","","","","vo_fpc","","916","19160054"
"11","0","そんなことはっ…\nちょっとだけ、考えちまったね…","1","0.5","0","0","113111","10","916","19160055"
"91","","","","","","","0","","916","19160056"
"93","","0","","","","","0.5","","916","19160057"
"3","0.1","16_nanaka_idle_in","16_nanaka_idle_loop","","1","0.1","113311","0","916","19160058"
"21","","vo_fpc_21606","0","","","","vo_fpc","","916","19160059"
"11","0","なっはっは、やっぱりね～♪","1","0.5","0","0","113311","10","916","19160060"
"91","","","","","","","0","","916","19160061"
"93","","0","","","","","0.5","","916","19160062"
"3","0.1","16_nanaka_turn","cmn_run_def_N","","1","0.1","113311","0","916","19160063"
"2","","750","2.71493212669683","","","","113311","-15","916","19160064"
"3","","cmn_walk","","","","0.1","113111","1","916","19160065"
"2","","750","5.29411764705882","","","","113111","-15","916","19160066"
"93","","0","","","","","1.5","","916","19160067"
"3","0.1","fish","none","","","","7","0","916","19160068"
"32","","1","","","","","1013","","916","19160069"
"93","","0","","","","","3.2","","916","19160070"
"91","","","s","","","","19160018","","916","19160071"
"91","","","s","","","","19160064","","916","19160072"
"91","","","s","","","","19160066","","916","19160073"
"1","0","126711","-950","17_akino_worry","-180","1.75","1","23","917","19170001"
"5","0","3","-950","empty","-180","1.75","3","24","917","19170002"
"5","0","2","-950","cmn_boat_idle","-180","1.75","2","22","917","19170003"
"1","0","110311","750","cmn_walk_r","-15","1.4875","1","12","917","19170004"
"31","","126711","-180","","1","1","101","-950","917","19170005"
"23","","se_fpc_water_random","","","","","se_10053800","1","917","19170006"
"91","","0","","","","","19170005","","917","19170007"
"2","","0","6.98529411764706","","12","","126711","-180","917","19170008"
"2","","0","6.98529411764706","","12","","3","-180","917","19170009"
"2","","0","6.98529411764706","","12","","2","-180","917","19170010"
"33","","0","6.98529411764706","","12","","126711","-180","917","19170011"
"91","","","","","","","19170008","","917","19170012"
"21","","vo_fpc_21700","0","","","","vo_fpc","","917","19170013"
"11","0","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","1","0.5","0","0","126711","10","917","19170014"
"91","","","","","","","0","","917","19170015"
"93","","0","","","","","0.5","","917","19170016"
"2","","300","4.72689075630252","","","","110311","-15","917","19170017"
"3","0.1","17_akino_laugh_in","17_akino_laugh_loop","","1","0.3","126711","0","917","19170018"
"3","0.1","17_akino_laugh_in","17_akino_laugh_loop","","1","0.3","3","0","917","19170019"
"3","","cmn_boat_idle","","","","0.3","2","1","917","19170020"
"21","","vo_fpc_21701","0","","","","vo_fpc","","917","19170021"
"11","0","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","1","0.5","0","0","126711","20","917","19170022"
"91","","","","","","","19170017","","917","19170023"
"3","0.1","17_saren_talk_in","17_saren_talk_loop","","1","0.2","110311","0","917","19170024"
"93","","0","","","","","0.673109243697478","","917","19170025"
"93","","0","","","","","0.5","","917","19170026"
"91","","","","","","","19170022","","917","19170027"
"21","","vo_fpc_21702","0","","","","vo_fpc","","917","19170028"
