d4638c59d3d6083440b7af418a2e18b1a5f0c60cef7dd3aa13dc1a10b37132ee,481478f3e31948d6f2e8f3f25e8af95b13e0e8efcdc651f876bfba66f53e4057,338fecdc4b8e68d89e2431bc6191941c4515696b03456dd5a38aec036f1d9fe1,09a041c89230e438ae9953b2c0a0eb8ab3c1998996018f3245571adc2a129a43,63cf5a06dc100f55840cf540b917d736bc8e2e8f39e942eaab55a41fd975d3cb,ee087a1cc5439e62a97921e84957b6269dc021b565b074d1137010d5d0d77506,beeb9126e2ee0f773175674aba9a82731bb5ddcaa286e20f13182e698c4274d3,a296aaef3724785261f39a70505315c28ab4827aef73806f0931b68f94f98aba,bb95be496a1519bfff22bb5b974d7267cd66b8d118732d1d17e8e3bc7aab7d38,47bc91d1353515c88563cd57d44ea3d66fc50af702739e92d447956389e21697,42fe8553844eb60a3c17ff5ae8dcb6aae95a71aabf3679a23491674510beadc9,2a40ce941a7bf52845af125730ab2245172a6c4ddc3b6f1a96a7bc812420a0ec
"41252","0","2030/08/01 14:59:00","0","22","1","0","モニカ（カフェ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","モニカ（カフェ）専用リング","0","9999"
"41253","0","2030/08/01 14:59:00","0","22","1","0","コッコロ（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","コッコロ（レンジャー）専用リング","0","9999"
"41254","0","2030/08/01 14:59:00","0","22","1","0","シオリ（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","シオリ（レンジャー）専用リング","0","9999"
"41255","0","2030/08/01 14:59:00","0","22","1","0","ジータ（ウォーロック）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ジータ（ウォーロック）専用リング","0","9999"
"41256","0","2030/08/01 14:59:00","0","22","1","0","ビカラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ビカラ専用リング","0","9999"
"41257","0","2030/08/01 14:59:00","0","22","1","0","カリン（アルケミスト）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","カリン（アルケミスト）専用リング","0","9999"
"41258","0","2030/08/01 14:59:00","0","22","1","0","リリ（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","リリ（フォールン）専用リング","0","9999"
"41260","0","2030/08/01 14:59:00","0","22","1","0","クリア（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","クリア（フォールン）専用リング","0","9999"
"41261","0","2030/08/01 14:59:00","0","22","1","0","プレシア（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","プレシア（フォールン）専用リング","0","9999"
"41262","0","2030/08/01 14:59:00","0","22","1","0","イリヤ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","イリヤ（儀装束）専用リング","0","9999"
"41263","0","2030/08/01 14:59:00","0","22","1","0","ユキ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ユキ（儀装束）専用リング","0","9999"
"41264","0","2030/08/01 14:59:00","0","22","1","0","クローチェの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","クローチェ専用リング","0","9999"
"41265","0","2030/08/01 14:59:00","0","22","1","0","ライラエルの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ライラエル専用リング","0","9999"
"41266","0","2030/08/01 14:59:00","0","22","1","0","ネネカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ネネカ（サマー）専用リング","0","9999"
"41267","0","2030/08/01 14:59:00","0","22","1","0","アキノ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","アキノ（サマー）専用リング","0","9999"
"41268","0","2030/08/01 14:59:00","0","22","1","0","ユカリ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ユカリ（サマー）専用リング","0","9999"
"41269","0","2030/08/01 14:59:00","0","22","1","0","ランファ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ランファ（サマー）専用リング","0","9999"
"41270","0","2030/08/01 14:59:00","0","22","1","0","クウカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","クウカ（サマー）専用リング","0","9999"
"41271","0","2030/08/01 14:59:00","0","22","1","0","シノブ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","シノブ（サマー）専用リング","0","9999"
"41272","0","2030/08/01 14:59:00","0","22","1","0","キャル（編入生）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","キャル（編入生）専用リング","0","9999"
"41273","0","2030/08/01 14:59:00","0","22","1","0","スズナ（編入生）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","スズナ（編入生）専用リング","0","9999"
"41275","0","2030/08/01 14:59:00","0","22","1","0","サレン（サラサリア）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","サレン（サラサリア）専用リング","0","9999"
"41276","0","2030/08/01 14:59:00","0","22","1","0","ルカ（サラサリア）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ルカ（サラサリア）専用リング","0","9999"
"41277","0","2030/08/01 14:59:00","0","22","1","0","リンドの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","リンド専用リング","0","9999"
"41278","0","2030/08/01 14:59:00","0","22","1","0","ヴルムの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ヴルム専用リング","0","9999"
"41279","0","2030/08/01 14:59:00","0","22","1","0","ペコリーヌ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ペコリーヌ（クリスマス）専用リング","0","9999"
"41280","0","2030/08/01 14:59:00","0","22","1","0","クレジッタ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","クレジッタ（クリスマス）専用リング","0","9999"
"41283","0","2030/08/01 14:59:00","0","22","1","0","イノリ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","イノリ（ニューイヤー）専用リング","0","9999"
"41284","0","2030/08/01 14:59:00","0","22","1","0","ハツネ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ハツネ（ニューイヤー）専用リング","0","9999"
"41285","0","2030/08/01 14:59:00","0","22","1","0","カスミ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","カスミ（ニューイヤー）専用リング","0","9999"
"41287","0","2030/08/01 14:59:00","0","22","1","0","ヒヨリ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ヒヨリ（アストラル）専用リング","0","9999"
"41288","0","2030/08/01 14:59:00","0","22","1","0","レイ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","レイ（アストラル）専用リング","0","9999"
"41289","0","2030/08/01 14:59:00","0","22","1","0","ユイ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ユイ（アストラル）専用リング","0","9999"
"41290","0","2030/08/01 14:59:00","0","22","1","0","エリスの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","エリス専用リング","0","9999"
"41293","0","2030/08/01 14:59:00","0","22","1","0","ユニ（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ユニ（ウィンター）専用リング","0","9999"
"41294","0","2030/08/01 14:59:00","0","22","1","0","クロエ（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","クロエ（ウィンター）専用リング","0","9999"
"41295","0","2030/08/01 14:59:00","0","22","1","0","チエル（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","チエル（ウィンター）専用リング","0","9999"
"41296","0","2030/08/01 14:59:00","0","22","1","0","アネモネの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","アネモネ専用リング","0","9999"
"41297","0","2030/08/01 14:59:00","0","22","1","0","ネフィ＝ネラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ネフィ＝ネラ専用リング","0","9999"
"41298","0","2030/08/01 14:59:00","0","22","1","0","マコト（コマンダー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","マコト（コマンダー）専用リング","0","9999"
"41299","0","2030/08/01 14:59:00","0","22","1","0","エリコ（コマンダー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","エリコ（コマンダー）専用リング","0","9999"
"41300","0","2030/08/01 14:59:00","0","22","1","0","ヤマトの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ヤマト専用リング","0","9999"
"41301","0","2030/08/01 14:59:00","0","22","1","0","ワカナの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ワカナ専用リング","0","9999"
"41302","0","2030/08/01 14:59:00","0","22","1","0","フブキの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","フブキ専用リング","0","9999"
"41307","0","2030/08/01 14:59:00","0","22","1","0","キョウカ（スプリング）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","キョウカ（スプリング）専用リング","0","9999"
"41308","0","2030/08/01 14:59:00","0","22","1","0","スズメ（スプリング）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","スズメ（スプリング）専用リング","0","9999"
"41309","0","2030/08/01 14:59:00","0","22","1","0","クルルの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","クルル専用リング","0","9999"
"41310","0","2030/08/01 14:59:00","0","22","1","0","マホ（ドリームパーク）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","マホ（ドリームパーク）専用リング","0","9999"
"41311","0","2030/08/01 14:59:00","0","22","1","0","ネア（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ネア（サマー）専用リング","0","9999"
"41312","0","2030/08/01 14:59:00","0","22","1","0","ミソラ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ミソラ（サマー）専用リング","0","9999"
"41316","0","2030/08/01 14:59:00","0","22","1","0","リリ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","リリ（サマー）専用リング","0","9999"
"41317","0","2030/08/01 14:59:00","0","22","1","0","アメス（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","アメス（サマー）専用リング","0","9999"
"41318","0","2030/08/01 14:59:00","0","22","1","0","ホマレ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ホマレ（サマー）専用リング","0","9999"
"41319","0","2030/08/01 14:59:00","0","22","1","0","エミリア（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","エミリア（サマー）専用リング","0","9999"
"41320","0","2030/08/01 14:59:00","0","22","1","0","エキドナ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","エキドナ（サマー）専用リング","0","9999"
"41321","0","2030/08/01 14:59:00","0","22","1","0","レム（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","レム（サマー）専用リング","0","9999"
"41322","0","2030/08/01 14:59:00","0","22","1","0","ノゾミ（アルケミスト）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ノゾミ（アルケミスト）専用リング","0","9999"
"41323","0","2030/08/01 14:59:00","0","22","1","0","ルイズマリーの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ルイズマリー専用リング","0","9999"
"41324","0","2030/08/01 14:59:00","0","22","1","0","イロハの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","イロハ専用リング","0","9999"
"41325","0","2030/08/01 14:59:00","0","22","1","0","ソノの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ソノ専用リング","0","9999"
"41328","0","2030/08/01 14:59:00","0","22","1","0","ライラエル（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ライラエル（クリスマス）専用リング","0","9999"
"41329","0","2030/08/01 14:59:00","0","22","1","0","イオ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","イオ（クリスマス）専用リング","0","9999"
"41330","0","2030/08/01 14:59:00","0","22","1","0","グレイスの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","グレイス専用リング","0","9999"
"41331","0","2030/08/01 14:59:00","0","22","1","0","ヴァイオレットの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ヴァイオレット専用リング","0","9999"
"41332","0","2030/08/01 14:59:00","0","22","1","0","モニカ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","モニカ（ニューイヤー）専用リング","0","9999"
"41335","0","2030/08/01 14:59:00","0","22","1","0","サレン（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","サレン（ニューイヤー）専用リング","0","9999"
"41336","0","2030/08/01 14:59:00","0","22","1","0","メドゥーサの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","メドゥーサ専用リング","0","9999"
"41337","0","2030/08/01 14:59:00","0","22","1","0","ラビリスタ（アルファ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ラビリスタ（アルファ）専用リング","0","9999"
"41338","0","2030/08/01 14:59:00","0","22","1","0","ネネカ（アルファ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ネネカ（アルファ）専用リング","0","9999"
"41339","0","2030/08/01 14:59:00","0","22","1","0","クリスティーナ（アルファ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","クリスティーナ（アルファ）専用リング","0","9999"
"41340","0","2030/08/01 14:59:00","0","22","1","0","フィオの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","フィオ専用リング","0","9999"
"41343","0","2030/08/01 14:59:00","0","22","1","0","ランファ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ランファ（儀装束）専用リング","0","9999"
"41344","0","2030/08/01 14:59:00","0","22","1","0","チカ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","チカ（儀装束）専用リング","0","9999"
"41345","0","2030/08/01 14:59:00","0","22","1","0","クローチェ（エアリアル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","クローチェ（エアリアル）専用リング","0","9999"
"41346","0","2030/08/01 14:59:00","0","22","1","0","アオイ（パイロット）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","アオイ（パイロット）専用リング","0","9999"
"41347","0","2030/08/01 14:59:00","0","22","1","0","ホウオウの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ホウオウ専用リング","0","9999"
"41348","0","2030/08/01 14:59:00","0","22","1","0","ツムギ（ジオ・ゲヘナ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ツムギ（ジオ・ゲヘナ）専用リング","0","9999"
"41349","0","2030/08/01 14:59:00","0","22","1","0","カノンの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","カノン専用リング","0","9999"
"41350","0","2030/08/01 14:59:00","0","22","1","0","エリス（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","エリス（サマー）専用リング","0","9999"
"41801","0","2030/08/01 14:59:00","0","22","1","0","ヒヨリ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ヒヨリ（プリンセス）専用リング","0","9999"
"41802","0","2030/08/01 14:59:00","0","22","1","0","ユイ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ユイ（プリンセス）専用リング","0","9999"
"41803","0","2030/08/01 14:59:00","0","22","1","0","レイ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","レイ（プリンセス）専用リング","0","9999"
"41804","0","2030/08/01 14:59:00","0","22","1","0","ペコリーヌ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ペコリーヌ（プリンセス）専用リング","0","9999"
"41805","0","2030/08/01 14:59:00","0","22","1","0","コッコロ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","コッコロ（プリンセス）専用リング","0","9999"
"41806","0","2030/08/01 14:59:00","0","22","1","0","キャル（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","キャル（プリンセス）専用リング","0","9999"
"41807","0","2030/08/01 14:59:00","0","22","1","0","ハツネ＆シオリの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ハツネ＆シオリ専用リング","0","9999"
"41808","0","2030/08/01 14:59:00","0","22","1","0","ミソギ＆ミミ＆キョウカの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ミソギ＆ミミ＆キョウカ専用リング","0","9999"
"41809","0","2030/08/01 14:59:00","0","22","1","0","アキノ＆サレンの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","アキノ＆サレン専用リング","0","9999"
"41810","0","2030/08/01 14:59:00","0","22","1","0","アン＆グレアの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","アン＆グレア専用リング","0","9999"
"41811","0","2030/08/01 14:59:00","0","22","1","0","シズル＆リノの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","シズル＆リノ専用リング","0","9999"
"41812","0","2030/08/01 14:59:00","0","22","1","0","シェフィ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","シェフィ（プリンセス）専用リング","0","9999"
"50001","10","2030/08/01 14:59:59","0","7","1","200","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが10加算される。","2015/12/17 15:00:00","ハートチュロ","0","999999"
"50002","20","2030/08/01 14:59:59","0","7","2","400","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが20加算される。","2015/12/17 15:00:00","アップルパイ","0","999999"
"50003","30","2030/08/01 14:59:59","0","7","3","600","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが30加算される。","2015/12/17 15:00:00","ミックスベリーケーキ","0","999999"
"50010","50","2030/08/01 14:59:59","0","7","4","0","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが50加算される。","2015/12/17 15:00:00","ランドソル王室御用達『サガ牛』","0","999999"
"51001","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「ペコリーヌの満腹ツインおにぎり」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","ペコリーヌの満腹ツインおにぎりのレシピ","5314112","1"
"51002","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「コッコロのゆるりと休憩サラダ」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","コッコロのゆるりと休憩サラダのレシピ","1432112","1"
"51003","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「キャルの絶品五つ星バーガー」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","キャルの絶品五つ星バーガーのレシピ","1170112","1"
"51004","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「リリのコツコツまい進かしわ餅」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","リリのコツコツまい進かしわ餅のレシピ","8181112","1"
"51005","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「クリアの彩り華やかバラエティ弁当」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","クリアの彩り華やかバラエティ弁当のレシピ","1281112","1"
"51006","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「プレシアの食いしん坊ぶーぶー肉まん」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","プレシアの食いしん坊ぶーぶー肉まんのレシピ","5283112","1"
"51007","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「カヤとイノリの食欲倍増ケバブサンド」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","カヤとイノリの食欲倍増ケバブサンドのレシピ","1070112","1"
"51008","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「タマキの金運招くレインボーたい焼き」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","タマキの金運招くレインボーたい焼きのレシピ","3060112","1"
"51009","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「クローチェのフルパワーポテトサラダ」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","クローチェのフルパワーポテトサラダのレシピ","1284142","1"
"51010","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「アヤネとクルミの青空ピクニックセット」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","アヤネとクルミの青空ピクニックセットのレシピ","70112","1"
"51011","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「リマの不思議なスイートアップル」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","リマの不思議なスイートアップルのレシピ","8160112","1"
"51012","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「ニノンのオリジナル一二三寿司」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","ニノンのオリジナル一二三寿司のレシピ","4144112","1"
"51013","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「クレジッタの開運お菓子盛り合わせ」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","クレジッタの開運お菓子盛り合わせのレシピ","1283212","1"
"51014","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「リノの「時は金時」かき氷」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","リノの「時は金時」かき氷のレシピ","8144112","1"
"51015","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「シズルの愛情盛り盛りハンバーグ」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","シズルの愛情盛り盛りハンバーグのレシピ","2122112","1"
"51016","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「アオイの疾走サンドイッチ」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","アオイの疾走サンドイッチのレシピ","4112","1"
"51017","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「クウカの緊縛触手活け造り」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","クウカの緊縛触手活け造りのレシピ","1202112","1"
"51018","0","2030/08/01 14:59:59","0","28","1","0","料理のレシピ。「ランファの世話焼き三昧肉じゃが」がマイルショップに並ぶようになる。","2015/12/17 15:00:00","ランファの世話焼き三昧肉じゃがのレシピ","8092112","1"
