4d034cd9ba8ecfb6c4ce497094374927800ce1867bc457686a6e556354f16cf3,cc04ca0ef05663ab90d2475324a4645c2ac7aeded869ebe3f518b5f967d9963d,2705dc14f727915fce84e681db597133672cd92b6b5af85a43e2e5457fc1c820,db34e75101dc524f37b573b4710682e0d9880d61bd1b63a2287acc3c25f56d42,1c6f29dd4bd87fada2abb5c5bda2d877954c62948e4153184a0d0515fa685990,a111650db159bc3ee22fa3da49bbd26ee6a8ccbd1983e8c58d120352b65ccbe5,7d17f91054e4fe8d2fa77ec6df3ea04166131ceb1dc6ba14991c2e1ce0b8b418,8950725e90016571f7f6a1529272e74eb2787787b1ab741199457651142ae15d,17d359f1b3e4726bae580bf146e03d02600ea9b402cb82f01284921289ba97ff,cdf4b0f71c6f7cc29f444f9fc519f30f94cb06f3f4b273b079a61ba2ae6ff037,3a26bb031f382ea686b2bd0aff757925cb687e6d0f899fe38a843f2e163644b8
"","1","idle_normal","5152066","","0.3","","","3","110311","66082"
"","1","cool_idle","5152066","","0.3","","","3","107811","66083"
"","1","sad_idle_normal","5152066","","0.3","","","3","113511","66084"
"","0","vo_rag_1004","5152066","","","","0","21","vo_rag","66085"
"0","10","次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","5152066","0.5","10","5","1","11","132111","66086"
"","","0","5152066","","","","","93","5","66087"
"","0","","5152066","","","","0","91","66086","66088"
"","1","radio_stretch1_loop_surprise1","5152066","","0.3","","","3","131911","66089"
"","1","radio_stretch1_loop","5152066","","0.3","","","3","132111","66090"
"","1","radio_stretch1_loop","5152066","","0.3","","","3","4","66091"
"","0","","5152066","","","","0","93","0.1","66092"
"","1","radio_stretch1_loop","5152066","","0.3","","","3","107511","66093"
"","1","radio_stretch1_loop","5152066","","0.3","","","3","107611","66094"
"","1","radio_stretch1_loop","5152066","","0.3","","","3","126911","66095"
"","1","radio_stretch1_loop","5152066","","0.3","","","3","110311","66096"
"","1","radio_stretch1_loop","5152066","","0.3","","","3","107811","66097"
"","1","radio_stretch1_loop","5152066","","0.3","","","3","113511","66098"
"","0","","5152066","","","","0","93","2","66099"
"","0","vo_rag_1005","5152066","","","","0","21","vo_rag","66100"
"0","10","よいしょ、よいしょ……！","5152066","0.5","-10","5","1","11","131911","66101"
"","","0","5152066","","","","","93","5","66102"
"","0","","5152066","","","","0","91","66101","66103"
"","","0","5152066","","","","","93","0.3","66104"
"","1","radio_talk_normal","5152066","","0.3","","","3","131911","66105"
"","1","wish_idle_normal","5152066","","0.3","","","3","132111","66106"
"","1","cool_idle","5152066","","0.3","","","3","4","66107"
"","","0","5152066","","","","","93","0.1","66108"
"","1","idle_normal","5152066","","0.3","","","3","107511","66109"
"","1","wish_idle","5152066","","0.3","","","3","107611","66110"
"","1","wish_idle_normal","5152066","","0.3","","","3","126911","66111"
"","1","idle_normal","5152066","","0.3","","","3","110311","66112"
"","1","cool_idle","5152066","","0.3","","","3","107811","66113"
"","1","sad_idle_normal","5152066","","0.3","","","3","113511","66114"
"","0","vo_rag_1006","5152066","","","","0","21","vo_rag","66115"
"0","10","さあ、今度は横曲げの運動よ\n弾みをつけてやってね","5152066","0.5","-10","5","1","11","131911","66116"
"","","0","5152066","","","","","93","4.3","66117"
"","0","","5152066","","","","0","91","66116","66118"
"","1","radio_stretch2_loop","5152066","","0.2","","","3","131911","66119"
"","1","radio_stretch2_loop_normal2","5152066","","0.2","","","3","132111","66120"
"","1","radio_stretch2_loop_talk2","5152066","","0.2","","","3","4","66121"
"","0","","5152066","","","","0","93","0.2","66122"
"","1","radio_stretch2R_loop","5152066","","0.2","","","3","107511","66123"
"","1","radio_stretch2R_loop","5152066","","0.2","","","3","107611","66124"
"","1","radio_stretch2R_loop","5152066","","0.2","","","3","126911","66125"
"","1","radio_stretch2R_loop","5152066","","0.2","","","3","110311","66126"
"","1","radio_stretch2R_loop","5152066","","0.2","","","3","107811","66127"
"","1","radio_stretch2R_loop","5152066","","0.2","","","3","113511","66128"
"","0","","5152066","","","","0","93","1.5","66129"
"0","20","ふっ、ふっ、ふっ……","5152066","0","-10","5","1","11","4","66130"
"","","0","5152066","","","","","93","0.2","66131"
"","0","vo_rag_1007","5152066","","","","0","21","vo_rag","66132"
"","","0","5152066","","","","","93","2.5","66133"
"","0","","5152066","","","","0","91","66130","66134"
"","0","vo_rag_1008","5152066","","","","0","21","vo_rag","66135"
"0","10","なんというキレのある動き……\nさすがです、姉様","5152066","0.5","10","5","1","11","132111","66136"
"","","0","5152066","","","","","93","4.5","66137"
"","0","","5152066","","","","0","91","66136","66138"
"","","0","5152066","","","","","93","0.5","66139"
"1","0","radio_victory_in_normal2","5152066","","0.2","0","radio_victory_loop_normal2","3","131911","66140"
"1","0","radio_victory_in_normal2","5152066","","0.2","0","radio_victory_loop_normal2","3","132111","66141"
"1","0","radio_victory_in","5152066","","0.2","0","radio_victory_loop","3","4","66142"
"","1","idle_normal","5152066","","0.2","","","3","107511","66143"
"","1","wish_idle","5152066","","0.2","","","3","107611","66144"
"","1","wish_idle_normal","5152066","","0.2","","","3","126911","66145"
"","1","idle_normal","5152066","","0.2","","","3","110311","66146"
"","1","cool_idle","5152066","","0.2","","","3","107811","66147"
"","1","sad_idle_normal","5152066","","0.2","","","3","113511","66148"
"","0","vo_rag_1009","5152066","","","","0","21","vo_rag","66149"
"0","10","最後は両手を掲げて、びくとりー！","5152066","0.5","-10","5","1","11","131911","66150"
"","0","","5152066","","","","0","93","1.5","66151"
"1","0","radio_victory_in_normal2","5152066","","0.2","0","radio_victory_loop_normal2","3","107511","66152"
"1","0","radio_victory_in_normal2","5152066","","0.2","0","radio_victory_loop_normal2","3","107611","66153"
"1","0","radio_victory_in","5152066","","0.2","0","radio_victory_loop","3","126911","66154"
"1","0","radio_victory_in_normal2","5152066","","0.2","0","radio_victory_loop_normal2","3","110311","66155"
"1","0","radio_victory_in_normal2","5152066","","0.2","0","radio_victory_loop_normal2","3","107811","66156"
"1","0","radio_victory_in_normal2","5152066","","0.2","0","radio_victory_loop_normal2","3","113511","66157"
"","","0","5152066","","","","","93","0.8","66158"
"1","0","radio_victory_out","5152066","","0.2","0","radio_victory_idle","3","131911","66159"
"","","0","5152066","","","","","93","1.8","66160"
"","0","","5152066","","","","0","91","66150","66161"
"1","0","radio_victory_out","5152066","","0.2","0","radio_victory_idle","3","132111","66162"
"1","0","radio_victory_out_talk2","5152066","","0.2","0","radio_victory_idle_talk2","3","4","66163"
"1","0","radio_victory_out","5152066","","0.2","0","radio_victory_idle","3","107511","66164"
"1","0","radio_victory_out","5152066","","0.2","0","radio_victory_idle","3","107611","66165"
"1","0","radio_victory_out","5152066","","0.2","0","radio_victory_idle","3","126911","66166"
"1","0","radio_victory_out","5152066","","0.2","0","radio_victory_idle","3","110311","66167"
"1","0","radio_victory_out","5152066","","0.2","0","radio_victory_idle","3","107811","66168"
"1","0","radio_victory_out","5152066","","0.2","0","radio_victory_idle","3","113511","66169"
"","0","vo_rag_1010","5152066","","","","0","21","vo_rag","66170"
"0","","0610_in","5152066","","0","","","3","2","66171"
"0","0.5","bgm_MC173B","5152066","","0","1","0.5","27","bgm_MC173B","66172"
"","0","se_10058300_radio_finish","5152066","","","","","23","se_10058300","66173"
"","","finish","5152066","","","","","37","2","66174"
"","0","1","5152066","","","","0","93","0.4","66175"
"0","0","0610_mid","5152066","","0","","","3","2","66176"
"","0","","5152066","","","","0","92","","66177"
"0","0","0610_out","5152066","","0","0","empty","3","2","66178"
"","0","0","5152066","","","","0","93","0.3","66179"
"1","0","pack_vic_in","5152066","","0.2","0","pack_vic_idle","3","5","66180"
"","0","se_10058300_pack_appear","5152066","","","","","23","se_10058300","66181"
"","1","radio_victory_idle","5152066","","0.2","","","3","131911","66182"
"","0","","5152066","","","","0","93","0.1","66183"
"","1","radio_victory_idle","5152066","","0.2","","","3","132111","66184"
"","1","radio_victory_idle_talk2","5152066","","0.2","","","3","4","66185"
"","0","","5152066","","","","0","93","0.1","66186"
"","1","radio_victory_lookup2_idle","5152066","","0.2","","","3","107511","66187"
"","1","radio_victory_lookup_idle","5152066","","0.2","","","3","107611","66188"
"","1","radio_victory_lookup_idle","5152066","","0.2","","","3","126911","66189"
"","1","radio_victory_lookup2_idle","5152066","","0.2","","","3","110311","66190"
"","1","radio_victory_lookup2_idle","5152066","","0.2","","","3","107811","66191"
"","1","radio_victory_lookup_idle","5152066","","0.2","","","3","113511","66192"
"","0","","5152066","","","","0","93","0.3","66193"
"","0","vo_rag_1011","5152066","","","","0","21","vo_rag","66194"
"1","10","びくとりー！","5152066","0","0","5","1","11","5","66195"
"","0","","5152066","","","","0","91","0","66196"
"","0","se_10058300_emotion_laugh","5152066","","","","","23","se_10058300","66197"
"","","1","5152066","","","","","32","17","66198"
"1","0","smile2_joy","5152066","","0.2","0","sad_idle_joy","3","131911","66199"
"","1","wish_talk","5152066","","0.2","","","3","132111","66200"
"1","0","doya_in_normal","5152066","","0.2","0","doya_idle","3","4","66201"
"1","0","handsup_in","5152066","","0.2","0","handsup_loop","3","107511","66202"
"","1","wish_idle_dere","5152066","","0.2","","","3","107611","66203"
"","1","wish2_idle","5152066","","0.2","","","3","126911","66204"
"","1","joy_idle","5152066","","0.2","","","3","110311","66205"
"1","0","cool_in_dere2","5152066","","0.2","0","cool_talk_dere2","3","107811","66206"
"","1","wish_talk_joy_shy","5152066","","0.2","","","3","113511","66207"
"","","","5152066","","","","","93","2","66208"
"","","1","5152066","","","","","32","4","66209"
"","","","5152066","","","","","93","1","66210"
"","","0","5152066","","","","","93","0.5","66211"
"","","","5152066","","","","","101","66213","66212"
"","","bgm_MC173B","5152066","","","","","25","bgm_MC173B","66213"
"","","0","5152066","","","","","22","0","66214"
"-254","53","107511","5152067","top_idle_normal","1.5","0","-60","1","1","67001"
"","","0","5152067","","","","","93","0.5","67002"
"","","","5152067","","","","","101","67004","67003"
"1","0","top_doya_in","5152067","","0.2","0","top_doya_talk","3","107511","67004"
"","0","vo_rag_0101","5152067","","","","0","21","vo_rag","67005"
"1","10","どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","5152067","0","80","-92","1","11","107511","67006"
"","","1","5152067","","","","","93","3.7","67007"
"","0","0","5152067","","","","","102","0","67008"
"-254","53","107511","5152068","top_idle_normal","1.5","0","-60","1","1","68001"
"","","0","5152068","","","","","93","0.5","68002"
"","","","5152068","","","","","101","68004","68003"
"","1","top_surprise3_loop","5152068","","0.2","","","3","107511","68004"
"","0","vo_rag_0102","5152068","","","","0","21","vo_rag","68005"
"1","10","体操した後に食べるごはん…これはもう絶対おいしいですよ☆","5152068","0","80","-92","1","11","107511","68006"
"","","1","5152068","","","","","93","3.6","68007"
"","0","0","5152068","","","","","102","0","68008"
"-254","53","107611","5152069","top_idle_normal","1.5","0","-60","1","1","69001"
"","","0","5152069","","","","","93","0.5","69002"
"","","","5152069","","","","","101","69004","69003"
"","1","top_sad_talk","5152069","","0.2","","","3","107611","69004"
"","0","vo_rag_0201","5152069","","","","0","21","vo_rag","69005"
"1","10","ここで習った体操のことは、必ずや主さまにお伝えいたします","5152069","0","80","-92","1","11","107611","69006"
"","","1","5152069","","","","","93","3.3","69007"
"","0","0","5152069","","","","","102","0","69008"
"-254","53","107611","5152070","top_idle_normal","1.5","0","-60","1","1","70001"
"","","0","5152070","","","","","93","0.5","70002"
"","","","5152070","","","","","101","70004","70003"
"","1","top_wish_talk_normal","5152070","","0.2","","","3","107611","70004"
"","0","vo_rag_0202","5152070","","","","0","21","vo_rag","70005"
"1","10","押されたスタンプは努力の証。大切な宝物となることでしょう","5152070","0","80","-92","1","11","107611","70006"
"","","1","5152070","","","","","93","3.3","70007"
"","0","0","5152070","","","","","102","0","70008"
"-254","53","107811","5152071","top_idle_normal","1.5","0","-60","1","1","71001"
"","","0","5152071","","","","","93","0.5","71002"
"","","","5152071","","","","","101","71004","71003"
"1","0","top_cool_in","5152071","","0.2","0","top_cool_talk","3","107811","71004"
"","0","vo_rag_0301","5152071","","","","0","21","vo_rag","71005"
"1","10","ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","5152071","0","80","-92","1","11","107811","71006"
"","","1","5152071","","","","","93","3.8","71007"
"","0","0","5152071","","","","","102","0","71008"
"-254","53","107811","5152072","top_idle_normal","1.5","0","-60","1","1","72001"
"","","0","5152072","","","","","93","0.5","72002"
"","","","5152072","","","","","101","72004","72003"
"1","0","top_armcrossed_talk_shy","5152072","","0.2","0.2","top_armcrossed_talk_nervous","3","107811","72004"
"","0","vo_rag_0302","5152072","","","","0","21","vo_rag","72005"
"1","10","子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","5152072","0","80","-92","1","11","107811","72006"
"","","1","5152072","","","","","93","3.2","72007"
"","0","0","5152072","","","","","102","0","72008"
"-254","53","131911","5152073","top_idle_normal","1.5","0","-60","1","1","73001"
"","","0","5152073","","","","","93","0.5","73002"
"","","","5152073","","","","","101","73004","73003"
"","1","top_wish_talk_joy","5152073","","0.2","","","3","131911","73004"
"","0","vo_rag_0401","5152073","","","","0","21","vo_rag","73005"
"1","10","夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","5152073","0","80","-92","1","11","131911","73006"
"","","1","5152073","","","","","93","3.6","73007"
"","0","0","5152073","","","","","102","0","73008"
"-254","53","131911","5152074","top_idle_normal","1.5","0","-60","1","1","74001"
"","","0","5152074","","","","","93","0.5","74002"
"","","","5152074","","","","","101","74004","74003"
"","1","top_gutsB_talk","5152074","","0.2","0","","3","131911","74004"
"","0","vo_rag_0402","5152074","","","","0","21","vo_rag","74005"
"1","10","みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","5152074","0","80","-92","1","11","131911","74006"
"","","1","5152074","","","","","93","3.6","74007"
"","0","0","5152074","","","","","102","0","74008"
"-330","60","131911","5152075","empty","1.9","0","-10","1","1","75001"
"-330","61","1","5152075","empty","1.9","0","-10","5","1","75002"
"-315","58","132111","5152075","empty","1.9","0","-192","1","1","75003"
"-315","59","2","5152075","empty","1.9","0","-192","5","1","75004"
"-312","57","4","5152075","empty","1.9","0","163","5","4","75005"
"-165","54","107511","5152075","empty","1.75","0","-132","1","1","75006"
"-175","55","107811","5152075","empty","1.75","0","-292","1","1","75007"
"-190","56","107611","5152075","empty","1.75","0","-452","1","1","75008"
"-165","51","110311","5152075","empty","1.75","1","105","1","1","75009"
"-175","52","126911","5152075","empty","1.75","1","265","1","1","75010"
"-190","53","113511","5152075","empty","1.75","1","425","1","1","75011"
"-324","59","5","5152075","empty","1.9","0","15","5","5","75012"
"1","0","90","5152075","","0","","0","31","90","75013"
"","","0","5152075","","","","","91","0","75014"
"","","0","5152075","","","","","93","0.6","75015"
"","","1","5152075","","","","","32","90","75016"
"","","0","5152075","","","","","93","0.1","75017"
"","0","comp_victory_F_noFace","5152075","","0","","","3","131911","75018"
"","0","comp_victory_F_emilia","5152075","","0","","","3","1","75019"
"","0","comp_victory_F_noFace","5152075","","0","","","3","132111","75020"
"","0","comp_victory_F_rem","5152075","","0","","","3","2","75021"
"","0","comp_victory_F","5152075","","0","","","3","4","75022"
"","0","comp_victory_B","5152075","","0","","","3","107511","75023"
"","0","comp_victory_B","5152075","","0","","","3","107811","75024"
"","0","comp_victory_B_kokkoro","5152075","","0","","","3","107611","75025"
"","0","comp_victory_B","5152075","","0","","","3","110311","75026"
"","0","comp_victory_B","5152075","","0","","","3","126911","75027"
"","0","comp_victory_B","5152075","","0","","","3","113511","75028"
"1","0","pack_comp_vic_in","5152075","","0","0","pack_comp_vic_idle","3","5","75029"
"","","0","5152075","","","","","93","4.5","75030"
"","","out","5152075","","","","","37","90","75031"
"0","1","1","5152075","","0.1","0","1","6","131911","75032"
"0","1","1","5152075","","0.1","0","1","6","1","75033"
"0","1","1","5152075","","0.1","0","1","6","132111","75034"
"0","1","1","5152075","","0.1","0","1","6","2","75035"
"0","1","1","5152075","","0.1","0","1","6","4","75036"
"0","1","1","5152075","","0.1","0","1","6","107511","75037"
"0","1","1","5152075","","0.1","0","1","6","107811","75038"
"0","1","1","5152075","","0.1","0","1","6","107611","75039"
"0","1","1","5152075","","0.1","0","1","6","110311","75040"
"0","1","1","5152075","","0.1","0","1","6","126911","75041"
"0","1","1","5152075","","0.1","0","1","6","113511","75042"
"0","1","1","5152075","","0.1","0","1","6","5","75043"
"","","0","5152075","","","","","93","1","75044"
