926923c14d9461b441625e2dc879d151c6d2b9c34a3166cdb0b6f5725c74932c,20d5c19d2470585e815e2381b3cb9b43c2f43436b31595a2f8cf2a013b82c0f3,ad90f951a15d9f5577bb5dacf85f2080e37658341350decdb7887c942e6edf34,d6dae3e6f2c14e3f38d4222b8d505ff6cd889b3233eba1604162e1032629e9b4,ac38b4ab7b65b634ab301d5606af9f291ed9d4831320a2e9b828dc3ae8a9cc63
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001019","300101903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001019","300101904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001019","300101905"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001019","300101906"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001020","300102001"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001020","300102002"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001020","300102003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001020","300102004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001020","300102005"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001020","300102006"
"boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","83001020","300102007"
"boss_haste","行動速度アップ","バトル開始時、すべてのモンスターの行動速度を大アップさせる。","83001020","300102008"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001021","300102101"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001021","300102102"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001021","300102103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001021","300102104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001021","300102105"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001021","300102106"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001022","300102201"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001022","300102202"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001022","300102203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001022","300102204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001022","300102205"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001022","300102206"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001023","300102301"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001023","300102302"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001023","300102303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001023","300102304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001023","300102305"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001023","300102306"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001024","300102401"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001024","300102402"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001024","300102403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001024","300102404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001024","300102405"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001024","300102406"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001025","300102501"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001025","300102502"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001025","300102503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001025","300102504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001025","300102505"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001025","300102506"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001026","300102601"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001026","300102602"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001026","300102603"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001026","300102604"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001026","300102605"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001026","300102606"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001027","300102701"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001027","300102702"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001027","300102703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001027","300102704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001027","300102705"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001027","300102706"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001028","300102801"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001028","300102802"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001028","300102803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001028","300102804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001028","300102805"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001028","300102806"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001029","300102901"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001029","300102902"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001029","300102903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001029","300102904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001029","300102905"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001029","300102906"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001030","300103001"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001030","300103002"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001030","300103003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001030","300103004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001030","300103005"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001030","300103006"
"boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","83001030","300103007"
"5","物理攻撃力ダウン","バトル開始時、すべてのキャラの物理攻撃力を大ダウンさせる。","83001030","300103008"
"6","魔法攻撃力ダウン","バトル開始時、すべてのキャラの魔法攻撃力を大ダウンさせる。","83001030","300103009"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001031","300103101"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001031","300103102"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001031","300103103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001031","300103104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001031","300103105"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001031","300103106"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001032","300103201"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001032","300103202"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001032","300103203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001032","300103204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001032","300103205"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001032","300103206"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001033","300103301"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001033","300103302"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001033","300103303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001033","300103304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001033","300103305"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001033","300103306"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001034","300103401"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001034","300103402"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001034","300103403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001034","300103404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001034","300103405"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001034","300103406"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001035","300103501"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001035","300103502"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001035","300103503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001035","300103504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001035","300103505"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001035","300103506"
"25","危険領域","バトル中、「物理ダメージカット」効果が発動する。","83001036","300103601"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001036","300103602"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001036","300103603"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001036","300103604"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001036","300103605"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001036","300103606"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001036","300103607"
"boss_physics_cut","物理ダメージカット","バトル開始時、すべてのモンスターが物理ダメージ100％カット状態になる。","83001036","300103608"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001037","300103701"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001037","300103702"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001037","300103703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001037","300103704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001037","300103705"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001037","300103706"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001038","300103801"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001038","300103802"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001038","300103803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001038","300103804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001038","300103805"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001038","300103806"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001039","300103901"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001039","300103902"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001039","300103903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001039","300103904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001039","300103905"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001039","300103906"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001040","300104001"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001040","300104002"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001040","300104003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001040","300104004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001040","300104005"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","83001040","300104006"
"boss_tp_down_cut","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","83001040","300104007"
"boss_atk_up","バトル中物理攻撃力アップ","バトル開始45秒後、すべてのモンスターの物理攻撃力を特大アップさせる。","83001040","300104008"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001041","300104101"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001041","300104102"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001041","300104103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001041","300104104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001041","300104105"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001041","300104106"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001042","300104201"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001042","300104202"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001042","300104203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001042","300104204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001042","300104205"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001042","300104206"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001043","300104301"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001043","300104302"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001043","300104303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001043","300104304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001043","300104305"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001043","300104306"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001044","300104401"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001044","300104402"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001044","300104403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001044","300104404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001044","300104405"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001044","300104406"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001045","300104501"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001045","300104502"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001045","300104503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001045","300104504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001045","300104505"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001045","300104506"
"25","危険領域","バトル中、「ダメージカット」、「毒・猛毒継続ダメージアップ」効果が発動する。","83001046","300104601"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001046","300104602"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001046","300104603"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001046","300104604"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001046","300104605"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001046","300104606"
"9","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001046","300104607"
"boss_damage_cut","ダメージカット","バトル開始時、すべてのモンスターがダメージ\n50％カット状態になる。","83001046","300104608"
"19","毒・猛毒継続ダメージアップ","バトル開始時、すべてのモンスターが受ける毒、猛毒状態の継続ダメージをアップさせる。","83001046","300104609"
"14","風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001047","300104701"
"11","深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001047","300104702"
"17","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001047","300104703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001047","300104704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001047","300104705"
