46029b415c7ae245dbed3f8f104839f4aa2b81674eea58314f161e0fb5f3507c,d168f4168dc7b912ad943a71f3bd787de44ed2f2a2b2002748621c82925b56c7,26ee9569a633ad563a674b7b829bb849308755814e7d19a984f4c848484bce86,f9944f5f45173111d8eccea0f5358c8b113198bbc24aa92b2f2a5ccf6e3b9740,9e913cc8b42b638968da727f06b44449fd49c042546f081075ed29499ad54527,46089943913f98a6c41044b5dd40ea9e6f9d70acbe9ba0260f63ea5a26d715fd,abf70d161df57816d5ad26d610ec629e0b5bcfb4d979b051f76e4dfc101b0c7c,79c9f8aa83639ea8ad75f3cda600765bf130b01cf029afcc92c6f62c1af1f512,c4528e59a08550a7bf75e84b67eb4784f8b2d191b028f076ee875dfb7a10c2c0,de63d4d72ba72b11ae31dd31d9628cf9bccde60705160779a230757a3f39678b,8a0e3cc90664af63a25ba7b5a75cece1681d86669f4b1b7692801d747a3fdef8
"0.3","","3217","1.05","0","1.05","","1.05","1.05","123","132170036"
"","","3217","0.5","","75","","75","","122","132170037"
"","","3217","","","301702","","1","","32","132170038"
"","","3217","","","0.4","","0","","93","132170039"
"","","3217","","","2","","0","","32","132170040"
"","","3217","","","310000","","0","","32","132170041"
"","","3217","","","321700","","1","","32","132170042"
"","","3217","","","0.4","","0","","93","132170043"
"2","","3217","0.95","2","0.95","","0.95","0.95","123","132170044"
"","","3217","","","0.2","","0","","93","132170045"
"","","3217","0","0.2","1000001","","glad","","3","132170046"
"","","3217","","","120","","1","","32","132170047"
"","","3217","","","0.4","","0","","93","132170048"
"","","3217","","","998","","1","","32","132170049"
"","","3217","","","0.6","","0","","93","132170050"
"1","","3217","0","0.2","1000001","","joy_round3_in","joy_round3_loop","3","132170051"
"","","3217","","","5","","0","","93","132170052"
"","","3217","","","1","","","","113","132170053"
"1","","3300","345.4","0","330000","","330000","0","31","133000001"
"1","","3300","345.4","1","8","","8","0","31","133000002"
"","","3300","","","8","","0","","35","133000003"
"","","3300","","","0","","","","91","133000004"
"7.4","","3300","1.05","0","1.05","","1.05","1.05","123","133000005"
"","","3300","0","0.2","1000001","","wait","","3","133000006"
"","","3300","","","2","","1","","35","133000007"
"","","3300","","","4.9","","0","","93","133000008"
"0.4","","3300","0.95","0","0.95","","0.95","0.95","123","133000009"
"","","3300","","","330000","","1","","32","133000010"
"","","3300","","","0.1","","0","","93","133000011"
"","","3300","","","2","","0","","32","133000012"
"","","3300","","","0.1","","0","","93","133000013"
"","","3300","","","997","","1","","32","133000014"
"","","3300","0","0.2","1000001","","joy_from_wait","","3","133000015"
"","","3300","","","1.63","","0","","93","133000016"
"","","3300","","","0.3","","0","","93","133000017"
"","","3300","","","3","","","","113","133000018"
