921f3494ee8a736aa9883b4e94a200ad26042bc109221c1e34d4069352b00a5e,26fcde31b7e124ddda74729e474a88e8aa9328da211f903a3b3b4cd2907443a1,939dbab3b5c17e2fc708612dec60ce6ef8f22879dffc1b7554fa9cfe4e9dcb74,cbb84825853e051792f50c972b63c841af8aba477c0c8961b8eca3097bc8533d,5b3249259bc97d0424368cf517b97275393b26052fa55c9dfff6824fd32a3cc6,93c8d819c7745f0c1f4a32cd443377d7e3abf081886e20f78724812dd0f4a962,703c64118475f662a3f3a6cb1df6c8541354581b8323a2a31a1e46998564f1d0,3fc0281943728e2c4dfd203516c6c061b0fe04cdfaa6ad542c4b8ca9ab2dc194,194efee254ebca297bac721f4d86fbd4668dd3b7e2b26fb28107876749af231a,d107e97beb0abb2daade0967200f1c53606125af737b71810edae2629c8a5b71,647b19bffcf32e2dde1cb6895ab3f85c0b090a0de83f5d48ffb8af9cd1f886c8
"66083","","107811","","5152066","","cool_idle","1","0.3","","3"
"66084","","113511","","5152066","","sad_idle_normal","1","0.3","","3"
"66085","0","vo_rag","","5152066","","vo_rag_1004","0","","","21"
"66086","1","132111","5","5152066","0.5","次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","10","10","0","11"
"66087","","5","","5152066","","0","","","","93"
"66088","0","66086","","5152066","","","0","","","91"
"66089","","131911","","5152066","","radio_stretch1_loop_surprise1","1","0.3","","3"
"66090","","132111","","5152066","","radio_stretch1_loop","1","0.3","","3"
"66091","","4","","5152066","","radio_stretch1_loop","1","0.3","","3"
"66092","0","0.1","","5152066","","","0","","","93"
"66093","","107511","","5152066","","radio_stretch1_loop","1","0.3","","3"
"66094","","107611","","5152066","","radio_stretch1_loop","1","0.3","","3"
"66095","","126911","","5152066","","radio_stretch1_loop","1","0.3","","3"
"66096","","110311","","5152066","","radio_stretch1_loop","1","0.3","","3"
"66097","","107811","","5152066","","radio_stretch1_loop","1","0.3","","3"
"66098","","113511","","5152066","","radio_stretch1_loop","1","0.3","","3"
"66099","0","2","","5152066","","","0","","","93"
"66100","0","vo_rag","","5152066","","vo_rag_1005","0","","","21"
"66101","1","131911","5","5152066","0.5","よいしょ、よいしょ……！","10","-10","0","11"
"66102","","5","","5152066","","0","","","","93"
"66103","0","66101","","5152066","","","0","","","91"
"66104","","0.3","","5152066","","0","","","","93"
"66105","","131911","","5152066","","radio_talk_normal","1","0.3","","3"
"66106","","132111","","5152066","","wish_idle_normal","1","0.3","","3"
"66107","","4","","5152066","","cool_idle","1","0.3","","3"
"66108","","0.1","","5152066","","0","","","","93"
"66109","","107511","","5152066","","idle_normal","1","0.3","","3"
"66110","","107611","","5152066","","wish_idle","1","0.3","","3"
"66111","","126911","","5152066","","wish_idle_normal","1","0.3","","3"
"66112","","110311","","5152066","","idle_normal","1","0.3","","3"
"66113","","107811","","5152066","","cool_idle","1","0.3","","3"
"66114","","113511","","5152066","","sad_idle_normal","1","0.3","","3"
"66115","0","vo_rag","","5152066","","vo_rag_1006","0","","","21"
"66116","1","131911","5","5152066","0.5","さあ、今度は横曲げの運動よ\n弾みをつけてやってね","10","-10","0","11"
"66117","","4.3","","5152066","","0","","","","93"
"66118","0","66116","","5152066","","","0","","","91"
"66119","","131911","","5152066","","radio_stretch2_loop","1","0.2","","3"
"66120","","132111","","5152066","","radio_stretch2_loop_normal2","1","0.2","","3"
"66121","","4","","5152066","","radio_stretch2_loop_talk2","1","0.2","","3"
"66122","0","0.2","","5152066","","","0","","","93"
"66123","","107511","","5152066","","radio_stretch2R_loop","1","0.2","","3"
"66124","","107611","","5152066","","radio_stretch2R_loop","1","0.2","","3"
"66125","","126911","","5152066","","radio_stretch2R_loop","1","0.2","","3"
"66126","","110311","","5152066","","radio_stretch2R_loop","1","0.2","","3"
"66127","","107811","","5152066","","radio_stretch2R_loop","1","0.2","","3"
"66128","","113511","","5152066","","radio_stretch2R_loop","1","0.2","","3"
"66129","0","1.5","","5152066","","","0","","","93"
"66130","1","4","5","5152066","0","ふっ、ふっ、ふっ……","20","-10","0","11"
"66131","","0.2","","5152066","","0","","","","93"
"66132","0","vo_rag","","5152066","","vo_rag_1007","0","","","21"
"66133","","2.5","","5152066","","0","","","","93"
"66134","0","66130","","5152066","","","0","","","91"
"66135","0","vo_rag","","5152066","","vo_rag_1008","0","","","21"
"66136","1","132111","5","5152066","0.5","なんというキレのある動き……\nさすがです、姉様","10","10","0","11"
"66137","","4.5","","5152066","","0","","","","93"
"66138","0","66136","","5152066","","","0","","","91"
"66139","","0.5","","5152066","","0","","","","93"
"66140","radio_victory_loop_normal2","131911","0","5152066","","radio_victory_in_normal2","0","0.2","1","3"
"66141","radio_victory_loop_normal2","132111","0","5152066","","radio_victory_in_normal2","0","0.2","1","3"
"66142","radio_victory_loop","4","0","5152066","","radio_victory_in","0","0.2","1","3"
"66143","","107511","","5152066","","idle_normal","1","0.2","","3"
"66144","","107611","","5152066","","wish_idle","1","0.2","","3"
"66145","","126911","","5152066","","wish_idle_normal","1","0.2","","3"
"66146","","110311","","5152066","","idle_normal","1","0.2","","3"
"66147","","107811","","5152066","","cool_idle","1","0.2","","3"
"66148","","113511","","5152066","","sad_idle_normal","1","0.2","","3"
"66149","0","vo_rag","","5152066","","vo_rag_1009","0","","","21"
"66150","1","131911","5","5152066","0.5","最後は両手を掲げて、びくとりー！","10","-10","0","11"
"66151","0","1.5","","5152066","","","0","","","93"
"66152","radio_victory_loop_normal2","107511","0","5152066","","radio_victory_in_normal2","0","0.2","1","3"
"66153","radio_victory_loop_normal2","107611","0","5152066","","radio_victory_in_normal2","0","0.2","1","3"
"66154","radio_victory_loop","126911","0","5152066","","radio_victory_in","0","0.2","1","3"
"66155","radio_victory_loop_normal2","110311","0","5152066","","radio_victory_in_normal2","0","0.2","1","3"
"66156","radio_victory_loop_normal2","107811","0","5152066","","radio_victory_in_normal2","0","0.2","1","3"
"66157","radio_victory_loop_normal2","113511","0","5152066","","radio_victory_in_normal2","0","0.2","1","3"
"66158","","0.8","","5152066","","0","","","","93"
"66159","radio_victory_idle","131911","0","5152066","","radio_victory_out","0","0.2","1","3"
"66160","","1.8","","5152066","","0","","","","93"
"66161","0","66150","","5152066","","","0","","","91"
"66162","radio_victory_idle","132111","0","5152066","","radio_victory_out","0","0.2","1","3"
"66163","radio_victory_idle_talk2","4","0","5152066","","radio_victory_out_talk2","0","0.2","1","3"
"66164","radio_victory_idle","107511","0","5152066","","radio_victory_out","0","0.2","1","3"
"66165","radio_victory_idle","107611","0","5152066","","radio_victory_out","0","0.2","1","3"
"66166","radio_victory_idle","126911","0","5152066","","radio_victory_out","0","0.2","1","3"
"66167","radio_victory_idle","110311","0","5152066","","radio_victory_out","0","0.2","1","3"
"66168","radio_victory_idle","107811","0","5152066","","radio_victory_out","0","0.2","1","3"
"66169","radio_victory_idle","113511","0","5152066","","radio_victory_out","0","0.2","1","3"
"66170","0","vo_rag","","5152066","","vo_rag_1010","0","","","21"
"66171","","2","","5152066","","0610_in","","0","0","3"
"66172","0.5","bgm_MC173B","1","5152066","","bgm_MC173B","0.5","0","0","27"
"66173","","se_10058300","","5152066","","se_10058300_radio_finish","0","","","23"
"66174","","2","","5152066","","finish","","","","37"
"66175","0","0.4","","5152066","","1","0","","","93"
"66176","","2","","5152066","","0610_mid","0","0","0","3"
"66177","0","","","5152066","","","0","","","92"
"66178","empty","2","0","5152066","","0610_out","0","0","0","3"
"66179","0","0.3","","5152066","","0","0","","","93"
"66180","pack_vic_idle","5","0","5152066","","pack_vic_in","0","0.2","1","3"
"66181","","se_10058300","","5152066","","se_10058300_pack_appear","0","","","23"
"66182","","131911","","5152066","","radio_victory_idle","1","0.2","","3"
"66183","0","0.1","","5152066","","","0","","","93"
"66184","","132111","","5152066","","radio_victory_idle","1","0.2","","3"
"66185","","4","","5152066","","radio_victory_idle_talk2","1","0.2","","3"
"66186","0","0.1","","5152066","","","0","","","93"
"66187","","107511","","5152066","","radio_victory_lookup2_idle","1","0.2","","3"
"66188","","107611","","5152066","","radio_victory_lookup_idle","1","0.2","","3"
"66189","","126911","","5152066","","radio_victory_lookup_idle","1","0.2","","3"
"66190","","110311","","5152066","","radio_victory_lookup2_idle","1","0.2","","3"
"66191","","107811","","5152066","","radio_victory_lookup2_idle","1","0.2","","3"
"66192","","113511","","5152066","","radio_victory_lookup_idle","1","0.2","","3"
"66193","0","0.3","","5152066","","","0","","","93"
"66194","0","vo_rag","","5152066","","vo_rag_1011","0","","","21"
"66195","1","5","5","5152066","0","びくとりー！","10","0","1","11"
"66196","0","0","","5152066","","","0","","","91"
"66197","","se_10058300","","5152066","","se_10058300_emotion_laugh","0","","","23"
"66198","","17","","5152066","","1","","","","32"
"66199","sad_idle_joy","131911","0","5152066","","smile2_joy","0","0.2","1","3"
"66200","","132111","","5152066","","wish_talk","1","0.2","","3"
"66201","doya_idle","4","0","5152066","","doya_in_normal","0","0.2","1","3"
"66202","handsup_loop","107511","0","5152066","","handsup_in","0","0.2","1","3"
"66203","","107611","","5152066","","wish_idle_dere","1","0.2","","3"
"66204","","126911","","5152066","","wish2_idle","1","0.2","","3"
"66205","","110311","","5152066","","joy_idle","1","0.2","","3"
"66206","cool_talk_dere2","107811","0","5152066","","cool_in_dere2","0","0.2","1","3"
"66207","","113511","","5152066","","wish_talk_joy_shy","1","0.2","","3"
"66208","","2","","5152066","","","","","","93"
"66209","","4","","5152066","","1","","","","32"
"66210","","1","","5152066","","","","","","93"
"66211","","0.5","","5152066","","0","","","","93"
"66212","","66213","","5152066","","","","","","101"
"66213","","bgm_MC173B","","5152066","","bgm_MC173B","","","","25"
"66214","","0","","5152066","","0","","","","22"
"67001","-60","1","0","5152067","top_idle_normal","107511","53","1.5","-254","1"
"67002","","0.5","","5152067","","0","","","","93"
"67003","","67004","","5152067","","","","","","101"
"67004","top_doya_talk","107511","0","5152067","","top_doya_in","0","0.2","1","3"
"67005","0","vo_rag","","5152067","","vo_rag_0101","0","","","21"
"67006","1","107511","-92","5152067","0","どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","10","80","1","11"
"67007","","3.7","","5152067","","1","","","","93"
"67008","","0","","5152067","","0","0","","","102"
"68001","-60","1","0","5152068","top_idle_normal","107511","53","1.5","-254","1"
"68002","","0.5","","5152068","","0","","","","93"
"68003","","68004","","5152068","","","","","","101"
"68004","","107511","","5152068","","top_surprise3_loop","1","0.2","","3"
"68005","0","vo_rag","","5152068","","vo_rag_0102","0","","","21"
"68006","1","107511","-92","5152068","0","体操した後に食べるごはん…これはもう絶対おいしいですよ☆","10","80","1","11"
"68007","","3.6","","5152068","","1","","","","93"
"68008","","0","","5152068","","0","0","","","102"
"69001","-60","1","0","5152069","top_idle_normal","107611","53","1.5","-254","1"
"69002","","0.5","","5152069","","0","","","","93"
"69003","","69004","","5152069","","","","","","101"
"69004","","107611","","5152069","","top_sad_talk","1","0.2","","3"
"69005","0","vo_rag","","5152069","","vo_rag_0201","0","","","21"
"69006","1","107611","-92","5152069","0","ここで習った体操のことは、必ずや主さまにお伝えいたします","10","80","1","11"
"69007","","3.3","","5152069","","1","","","","93"
"69008","","0","","5152069","","0","0","","","102"
"70001","-60","1","0","5152070","top_idle_normal","107611","53","1.5","-254","1"
"70002","","0.5","","5152070","","0","","","","93"
"70003","","70004","","5152070","","","","","","101"
"70004","","107611","","5152070","","top_wish_talk_normal","1","0.2","","3"
"70005","0","vo_rag","","5152070","","vo_rag_0202","0","","","21"
"70006","1","107611","-92","5152070","0","押されたスタンプは努力の証。大切な宝物となることでしょう","10","80","1","11"
"70007","","3.3","","5152070","","1","","","","93"
"70008","","0","","5152070","","0","0","","","102"
"71001","-60","1","0","5152071","top_idle_normal","107811","53","1.5","-254","1"
"71002","","0.5","","5152071","","0","","","","93"
"71003","","71004","","5152071","","","","","","101"
"71004","top_cool_talk","107811","0","5152071","","top_cool_in","0","0.2","1","3"
"71005","0","vo_rag","","5152071","","vo_rag_0301","0","","","21"
"71006","1","107811","-92","5152071","0","ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","10","80","1","11"
"71007","","3.8","","5152071","","1","","","","93"
"71008","","0","","5152071","","0","0","","","102"
"72001","-60","1","0","5152072","top_idle_normal","107811","53","1.5","-254","1"
"72002","","0.5","","5152072","","0","","","","93"
"72003","","72004","","5152072","","","","","","101"
"72004","top_armcrossed_talk_nervous","107811","0.2","5152072","","top_armcrossed_talk_shy","0","0.2","1","3"
"72005","0","vo_rag","","5152072","","vo_rag_0302","0","","","21"
"72006","1","107811","-92","5152072","0","子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","10","80","1","11"
"72007","","3.2","","5152072","","1","","","","93"
"72008","","0","","5152072","","0","0","","","102"
"73001","-60","1","0","5152073","top_idle_normal","131911","53","1.5","-254","1"
"73002","","0.5","","5152073","","0","","","","93"
"73003","","73004","","5152073","","","","","","101"
"73004","","131911","","5152073","","top_wish_talk_joy","1","0.2","","3"
"73005","0","vo_rag","","5152073","","vo_rag_0401","0","","","21"
"73006","1","131911","-92","5152073","0","夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","10","80","1","11"
"73007","","3.6","","5152073","","1","","","","93"
"73008","","0","","5152073","","0","0","","","102"
"74001","-60","1","0","5152074","top_idle_normal","131911","53","1.5","-254","1"
"74002","","0.5","","5152074","","0","","","","93"
"74003","","74004","","5152074","","","","","","101"
"74004","","131911","0","5152074","","top_gutsB_talk","1","0.2","","3"
"74005","0","vo_rag","","5152074","","vo_rag_0402","0","","","21"
"74006","1","131911","-92","5152074","0","みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","10","80","1","11"
"74007","","3.6","","5152074","","1","","","","93"
"74008","","0","","5152074","","0","0","","","102"
"75001","-10","1","0","5152075","empty","131911","60","1.9","-330","1"
"75002","-10","1","0","5152075","empty","1","61","1.9","-330","5"
"75003","-192","1","0","5152075","empty","132111","58","1.9","-315","1"
"75004","-192","1","0","5152075","empty","2","59","1.9","-315","5"
"75005","163","4","0","5152075","empty","4","57","1.9","-312","5"
"75006","-132","1","0","5152075","empty","107511","54","1.75","-165","1"
"75007","-292","1","0","5152075","empty","107811","55","1.75","-175","1"
"75008","-452","1","0","5152075","empty","107611","56","1.75","-190","1"
"75009","105","1","1","5152075","empty","110311","51","1.75","-165","1"
"75010","265","1","1","5152075","empty","126911","52","1.75","-175","1"
"75011","425","1","1","5152075","empty","113511","53","1.75","-190","1"
"75012","15","5","0","5152075","empty","5","59","1.9","-324","5"
"75013","0","90","","5152075","","90","0","0","1","31"
"75014","","0","","5152075","","0","","","","91"
"75015","","0.6","","5152075","","0","","","","93"
"75016","","90","","5152075","","1","","","","32"
"75017","","0.1","","5152075","","0","","","","93"
"75018","","131911","","5152075","","comp_victory_F_noFace","0","0","","3"
"75019","","1","","5152075","","comp_victory_F_emilia","0","0","","3"
"75020","","132111","","5152075","","comp_victory_F_noFace","0","0","","3"
"75021","","2","","5152075","","comp_victory_F_rem","0","0","","3"
"75022","","4","","5152075","","comp_victory_F","0","0","","3"
"75023","","107511","","5152075","","comp_victory_B","0","0","","3"
"75024","","107811","","5152075","","comp_victory_B","0","0","","3"
"75025","","107611","","5152075","","comp_victory_B_kokkoro","0","0","","3"
"75026","","110311","","5152075","","comp_victory_B","0","0","","3"
"75027","","126911","","5152075","","comp_victory_B","0","0","","3"
"75028","","113511","","5152075","","comp_victory_B","0","0","","3"
"75029","pack_comp_vic_idle","5","0","5152075","","pack_comp_vic_in","0","0","1","3"
"75030","","4.5","","5152075","","0","","","","93"
"75031","","90","","5152075","","out","","","","37"
"75032","1","131911","0","5152075","","1","1","0.1","0","6"
"75033","1","1","0","5152075","","1","1","0.1","0","6"
"75034","1","132111","0","5152075","","1","1","0.1","0","6"
"75035","1","2","0","5152075","","1","1","0.1","0","6"
"75036","1","4","0","5152075","","1","1","0.1","0","6"
"75037","1","107511","0","5152075","","1","1","0.1","0","6"
"75038","1","107811","0","5152075","","1","1","0.1","0","6"
"75039","1","107611","0","5152075","","1","1","0.1","0","6"
"75040","1","110311","0","5152075","","1","1","0.1","0","6"
"75041","1","126911","0","5152075","","1","1","0.1","0","6"
"75042","1","113511","0","5152075","","1","1","0.1","0","6"
"75043","1","5","0","5152075","","1","1","0.1","0","6"
"75044","","1","","5152075","","0","","","","93"
