9c3ab16df7a1bd95ea8ad19a46349066854d1a6cc72d6b38cf2439030196d6d6,182c4c7bd6a5ea420aa3ad37232bea929b535e94f62a295d7f9cd94bfb3374bf,a74c88d412046016d4aa426757e80a5b547e3b4316ca08b3d85a4db40547f27d,6197d73e48c5efb283a803302a52bbd8541bca4405cc3ec35581974ce1346e9a,7b18f699991e2c68fe19af693ed5c8c1b6712acd63075bf2546dad3998e5da3b,82842308103ddbaaea9a892e8de900430a71d0747dfa33c26db33d7bdaaa06ad,e8f97a7941720e71369bc6876333faaae6a75f5fb92edac992c5859b4aea364c,4f05798d8fb8537f86de767590cf862c92330f701167ba0e7fd757c11d9bc727,319d9aa2e6076585e125d8bbf9cca378051bc62da1c6fa9a9a881e1fb9660898,962efc0c6909c5884d918d8191568b70542526e62f684cff7a4d95abe318dd8c,fa31626b699ce1f9d1a81dc85ff0664550f53732fcc95a42b923a3a34f25c0e1,b10b260f337f85893ca9fdeef61a49455c366fa2056a1bdd31d4b603ac568464,b6c1189d4f1229b8f47e9b5d8d2a30a319d0d561b3a33ff766031f6ea75f66d2
"3001","2","22300132","14","2","2","0","0","2","1","10","vo_minigame_1012_result_2068","10個以上〇だね♪\nヒデサイのおかげで\nうちも、ちょっち\n頭よくなったかな？"
"3001","10","22300133","14","2","2","2.28","0","2","1","10","vo_minigame_1012_result_2069","けっこー解けたよね？\nやっぱ〇増えると\nバイブス上がる～"
"3001","2","22300134","14","2","2","0","0","2","2","10","vo_minigame_1012_result_2070","ベンキョーってあれだね\nわかった気すると\nまあまあたのしーかも！"
"3001","6","22300135","14","2","2","2.1","0","2","2","10","vo_minigame_1012_result_2071","10個以上解けてる！？\nけっこーいいペースだよね？\nいい調子、いい調子～"
"3001","2","22300136","14","2","2","2.13","0","3","2","10","vo_minigame_1012_result_2072","けっこー解けてる！\nムズい問題もヒデサイと\n一緒なら怖くないね♪"
"3001","7","22300137","14","2","2","0","0","7","3","10","vo_minigame_1012_result_2073","おにムズ問題でも教えるの\n超やさしーし、マジ感謝！\n一緒にがんばろーね♪"
"3001","6","22300138","14","2","2","0","0","6","3","10","vo_minigame_1012_result_2074","おにムズなのに\n〇けっこーあるし\nヒデサイすごくない？"
"3001","6","22300139","14","2","2","4.21","0","5","3","10","vo_minigame_1012_result_2075","おにムズでこのペースは\nすごいんじゃ…？\nうちもがんばってついてくね！"
"3001","0","22300146","9","2","2","1.94","0","3","1","5","vo_minigame_1012_result_2078","悪くないよね？\nでもでも\nヒデサイとうちなら\nもっとできる気する！"
"3001","4","22300147","9","2","2","2.28","0","0","1","5","vo_minigame_1012_result_2079","もっと〇ほしーね…\n地道にやるしか\nないっぽいし\nもっかい教えてくれる？"
"3001","4","22300148","9","2","2","0","0","4","1","5","vo_minigame_1012_result_2080","ベンキョーしたけど\nわかんないとこばっか…\nヒデサイセンセー、助けて～"
"3001","4","22300149","9","2","2","2.67","0","3","2","5","vo_minigame_1012_result_2081","やっぱムズかったね…\nでも次はもうちょい\nできそーな気がするよ！"
"3001","10","22300150","9","2","2","4.68","0","6","2","5","vo_minigame_1012_result_2082","問題ムズいし、この点数は\nありよりのありっしょ？\nえ、もっとできた感じ？"
"3001","9","22300151","9","2","2","0","0","9","2","5","vo_minigame_1012_result_2083","どこ間違ったんだろ？\nうちさっぱりだった…\nやっぱムズいだけあるね"
"3001","0","22300152","9","2","2","3.55","0","3","3","5","vo_minigame_1012_result_2084","激ムズだけど\nやることは一緒だよね？\nうちもヒデサイについてくから\nコツコツがんばろ！"
"3001","4","22300153","9","2","2","2.51","0","6","3","5","vo_minigame_1012_result_2085","やっぱおにムズだね…\nそだ、迷ったら\nヒント使うのも\nありよりのあり？"
"3001","9","22300154","9","2","2","6.15","0","5","3","5","vo_minigame_1012_result_2086","やっぱテストって\nなんとなくじゃ無理？\n覚えるしかないの？\nじゃあがんばるしかないね…"
"3001","4","22300155","4","2","2","4.12","6","9","1","1","vo_minigame_1012_result_2087","できたと思ったけど\nそーじゃなかった系？\nテストってマジきびしー…"
"3001","4","22300156","4","2","2","0.01","6","4","1","1","vo_minigame_1012_result_2088","うーん…さっぱり！\nでも簡単な問題なんだよね…？\nもっかいやってみる？"
"3001","0","22300157","4","2","2","5.28","0","3","1","1","vo_minigame_1012_result_2089","うちらまだまだ\nベンキョーちうだし…\nこれからだよねっ？\nね、ヒデサイ！"
"3001","0","22300158","4","2","2","2.89","0","3","2","1","vo_minigame_1012_result_2090","ちょっとずつ覚えれば\nおーけーっしょ！\nうちと一緒に\nベンキョーだね！"
"3001","0","22300159","4","2","2","5.45","0","7","2","1","vo_minigame_1012_result_2091","うちベンキョー苦手でも\nヒデサイとベンキョー\nするのは好き！　だから\nもっかい教えてくれる？"
"3001","4","22300160","4","2","2","4.29","3","10","2","1","vo_minigame_1012_result_2092","覚えても、すぐ忘れるんだけど\nどしたらいい？\nあ、そーゆうとき\nフクシューする感じ？"
"3001","4","22300161","4","2","2","4.64","6","8","3","1","vo_minigame_1012_result_2093","ムズ過ぎ！\n頭パンクするかと思った…！\nヒデサイ、うちの頭\nふぅふぅして～"
"3001","9","22300162","4","2","2","3.14","0","5","3","1","vo_minigame_1012_result_2094","おにムズ過ぎてテンサゲ～\nでもヒデサイがんばってるし\nうちもがんばる！"
"3001","7","22300163","4","2","2","6.59","0","4","3","1","vo_minigame_1012_result_2095","ヒデサイと同じ点数で\nちょっち安心したかも\n一緒にがんばろーね！\n置いてっちゃやだよ？"
"3001","3","22300164","0","2","2","0","0","3","1","0","vo_minigame_1012_result_2096","…まあ、これより下はないし\n次は大逆転\n点数爆上がりっしょ！"
"3001","9","22300165","0","2","2","2.2","5","10","1","0","vo_minigame_1012_result_2097","０点じゃん…\nそだ、次はえんぴつ転がして\n選ぶ作戦やってみる？"
"3001","4","22300166","0","2","2","0.01","6","4","1","0","vo_minigame_1012_result_2098","考えるの無理な時あるよね…\nヒデサイもそーゆう\n感じだったの？"
"3001","6","22300167","0","2","2","2.8","3","2","2","0","vo_minigame_1012_result_2099","え、ヒデサイも０点？\nじゃあうちと一緒じゃん♪\nまあ焦んないで\nベンキョーしてこーよ！"
"3001","9","22300168","0","2","2","3.22","6","4","2","0","vo_minigame_1012_result_2100","むむむ～…０点…！\n覚えてもすぐ忘れちゃうし\nベンキョーってマジ大変"
"3001","4","22300169","0","2","2","2.1","11","0","2","0","vo_minigame_1012_result_2101","０点だね…\nでも、へーきへーき\nリベンジしたら、結果オーライ！"
"3001","0","22300170","0","2","2","2.74","3","2","3","0","vo_minigame_1012_result_2102","おやつ休憩して\nリベンジしよっ！\n甘いの食べたら、イケるっしょ！"
"3001","6","22300171","0","2","2","3","9","9","3","0","vo_minigame_1012_result_2103","ヒデサイでも\nおにムズな感じ？\nじゃあ、このテスト\n誰も解けなくない？"
"3001","10","22300172","0","2","2","4.37","0","2","3","0","vo_minigame_1012_result_2104","…あれ？\n０が〇に見えてきた！\nきゃはっ、ちょっち\nやる気出てきたかも！"
"1001","0","23100101","0","2","3","0.01","10","0","0","0","vo_minigame_1012_gamestart_200","よーし、がんばるぞー"
"1001","2","23100102","0","2","3","0","0","2","0","0","vo_minigame_1012_gamestart_201","ベンキョー、\nベンキョー！"
"1001","3","23100103","0","2","3","0","0","3","0","0","vo_minigame_1012_gamestart_202","ヒデサイ、よろ～"
"1002","0","23100201","-1","2","3","0.01","4","0","0","3","vo_minigame_1012_gamestart_203","繰り返しがジューヨーだもんね♪"
"1002","7","23100202","-1","2","3","0","0","7","0","3","vo_minigame_1012_gamestart_204","ねねね、もっと教えて～"
"1003","5","23100301","1","2","3","0","0","5","0","1","vo_minigame_1012_gamestart_205","まずは、こっからだね…！"
"1003","0","23100302","1","2","3","0","0","0","0","1","vo_minigame_1012_gamestart_206","手加減よろ～"
"1003","6","23100303","2","2","3","0","0","6","0","2","vo_minigame_1012_gamestart_207","まあまあムズいらしーよ？"
"1003","5","23100304","2","2","3","0","0","5","0","2","vo_minigame_1012_gamestart_208","おっけー、がんばってみる…！"
"1003","4","23100305","3","2","3","0","0","4","0","3","vo_minigame_1012_gamestart_209","やば、おにムズじゃん…！"
"1003","10","23100306","3","2","3","0","0","10","0","3","vo_minigame_1012_gamestart_210","これ、頭パンクするやつじゃね？"
"1004","3","23100401","0","2","3","0","0","3","0","0","vo_minigame_1012_gamestart_211","おっけー、うちも諦めないよ～"
"1004","2","23100402","0","2","3","0","0","2","0","0","vo_minigame_1012_gamestart_212","もっかいベンキョーだね！"
"1005","3","23100501","0","2","3","0","0","3","0","0","vo_minigame_1012_gamestart_213","キャルっちと\nベンキョーしてたの\n見ちゃった♪"
"1005","0","23100502","0","2","3","0","0","0","0","0","vo_minigame_1012_gamestart_214","キャルっちみたいに、うちもメガネかけよっかな？"
"1101","3","23110101","0","2","3","0","0","3","0","0","vo_minigame_1012_start_200","かもーん！"
"1101","4","23110102","0","2","3","0","0","4","0","0","vo_minigame_1012_start_201","解けるかな？"
"1101","2","23110103","0","2","3","0","0","2","0","0","vo_minigame_1012_start_202","ヒデサイセンセー！"
"1102","5","23110201","0","2","3","0","0","5","0","0","vo_minigame_1012_start_203","まだまだ！"
"1102","0","23110202","0","2","3","0","0","0","0","0","vo_minigame_1012_start_204","取り返そう！"
"1102","5","23110203","0","2","3","0","0","5","0","0","vo_minigame_1012_start_205","集中、集中！"
"1103","3","23110301","4","2","3","0","0","3","0","2","vo_minigame_1012_start_206","これからだね！"
"1103","3","23110302","4","2","3","0","0","3","0","2","vo_minigame_1012_start_207","どんどんいくよー！"
"1103","2","23110303","4","2","3","0","0","2","0","2","vo_minigame_1012_start_208","盛り上がってこー"
"1103","2","23110304","7","2","3","0","0","2","0","5","vo_minigame_1012_start_209","フレッフレッ！"
"1103","5","23110305","7","2","1","0","0","5","0","5","vo_minigame_1012_start_210","あと半分…！"
"1103","5","23110306","7","2","1","0","0","5","0","5","vo_minigame_1012_start_211","後半戦…！"
"1103","0","23110307","10","2","1","0","0","0","0","8","vo_minigame_1012_start_212","そろそろフィニッシュ！"
"1103","2","23110308","10","2","1","0","0","2","0","8","vo_minigame_1012_start_213","あとちょいだよ！"
"1103","5","23110309","10","2","1","0","0","5","0","8","vo_minigame_1012_start_214","もうひと踏ん張り…！"
"1104","0","23110401","2","2","3","0","0","0","0","2","vo_minigame_1012_start_215","正解を選べばいいんだね"
"1104","6","23110402","2","2","3","0","0","6","0","2","vo_minigame_1012_start_216","どれが正解かな～？"
"1104","0","23110403","2","2","3","0","0","0","0","2","vo_minigame_1012_start_217","四択みたいだね！"
"1104","3","23110404","1","2","3","0","0","3","0","1","vo_minigame_1012_start_218","○×クイズだね！"
"1104","6","23110405","1","2","3","0","0","6","0","1","vo_minigame_1012_start_219","〇かな、×かな？"
"1104","0","23110406","1","2","3","0","0","0","0","1","vo_minigame_1012_start_220","どっちだと思う？"
"1104","2","23110407","3","2","3","0","0","2","0","3","vo_minigame_1012_start_221","正解を全部\n選ぶんだね！"
"1104","0","23110408","3","2","3","0","0","0","0","3","vo_minigame_1012_start_222","何個か正解があるみたい"
"1104","6","23110409","3","2","3","0","0","6","0","3","vo_minigame_1012_start_223","正解だけ選ぶらしーよ"
"1105","6","23110501","0","2","3","0","0","6","0","0","vo_minigame_1012_start_227","これ知ってるかも！"
"1105","5","23110502","0","2","3","0","0","5","0","0","vo_minigame_1012_start_228","えーっと、たしか…"
"1105","10","23110503","0","2","3","0","0","10","0","0","vo_minigame_1012_start_229","解いたことあるっけ？"
"1106","4","23110601","0","2","3","0","0","4","0","0","vo_minigame_1012_start_224","ムズいやつだ…！"
"1106","10","23110602","0","2","3","0","0","10","0","0","vo_minigame_1012_start_225","これなんだっけ？"
"1106","0","23110603","0","2","3","0","0","0","0","0","vo_minigame_1012_start_226","見たことあるよね？"
"1107","3","23110701","0","2","3","0","0","3","0","0","vo_minigame_1012_start_230","よし、リーチリーチ！"
"1107","2","23110702","0","2","3","0.01","4","2","0","0","vo_minigame_1012_start_231","あっとひっとつ～♪"
"1108","6","23110801","0","2","3","0","0","6","0","0","vo_minigame_1012_start_232","あれ、\nおにヤバじゃね…？"
"1108","4","23110802","0","2","3","0","0","4","0","0","vo_minigame_1012_start_233","これ、赤点かな…？"
"1201","6","23120101","0","2","3","0","0","6","0","0","vo_minigame_1012_correct_200","なるほどー"
"1201","2","23120102","0","2","3","0","0","2","0","0","vo_minigame_1012_correct_201","そーなんだ！"
"1201","3","23120103","0","2","3","0.01","11","3","0","0","vo_minigame_1012_correct_202","イェーイ！"
"1201","3","23120104","0","2","3","0","0","3","0","0","vo_minigame_1012_correct_203","あったりー！"
"1201","1","23120105","0","2","3","0.01","2","1","0","0","vo_minigame_1012_correct_204","ふむふむ…"
"1201","6","23120106","0","2","3","0","0","6","0","0","vo_minigame_1012_correct_205","知らなかった…"
"1201","3","23120107","0","2","3","0","0","3","0","0","vo_minigame_1012_correct_206","バッチリじゃん！"
"1202","6","23120201","3000","2","3","0","0","6","0","0","vo_minigame_1012_correct_210","おにはや～"
"1202","6","23120202","3000","2","3","0","0","6","0","0","vo_minigame_1012_correct_211","ちょっち待って！"
"1202","6","23120203","6000","2","3","0.01","8","6","0","3001","vo_minigame_1012_correct_212","もー次！？"
"1202","6","23120204","6000","2","3","0.01","8","6","0","3001","vo_minigame_1012_correct_213","はやくね！？"
"1202","3","23120205","6000","2","3","0","0","3","0","3001","vo_minigame_1012_correct_214","やるじゃん！"
"1202","4","23120206","-1","2","3","0","0","4","0","13333","vo_minigame_1012_correct_216","ムズかったね"
"1203","3","23120301","0","2","3","0","0","3","0","0","vo_minigame_1012_correct_220","バイブス爆上げ～"
"1204","3","23120401","0","2","3","0","0","3","0","0","vo_minigame_1012_correct_224","よゆーっしょ！"
"1204","3","23120402","0","2","3","0","0","3","0","0","vo_minigame_1012_correct_226","もーバッチリだね！"
"1205","2","23120501","0","2","3","0","0","2","0","0","vo_minigame_1012_correct_221","あたったー！"
"1205","3","23120502","0","2","3","0","0","3","0","0","vo_minigame_1012_correct_222","リベンジだね！"
"1206","2","23120601","-1","2","3","0","0","2","0","3","vo_minigame_1012_correct_227","いい感じ～"
"1206","3","23120602","-1","2","3","0.01","4","3","0","3","vo_minigame_1012_correct_229","バイブス上がる～！"
"1207","5","23120701","-1","2","3","0","0","5","0","3","vo_minigame_1012_correct_230","これからっしょ！"
"1301","4","23130101","0","2","3","0.01","6","4","0","0","vo_minigame_1012_incorrect_200","うーん…"
"1301","4","23130102","0","2","3","0","0","4","0","0","vo_minigame_1012_incorrect_201","そんな～"
"1301","10","23130103","0","2","3","0","0","10","0","0","vo_minigame_1012_incorrect_202","そーなんだ"
"1301","9","23130104","0","2","3","0","0","9","0","0","vo_minigame_1012_incorrect_203","うそだー！？"
"1301","4","23130105","0","2","3","0","0","4","0","0","vo_minigame_1012_incorrect_204","はずれ？"
"1301","4","23130106","0","2","3","0.01","6","4","0","0","vo_minigame_1012_incorrect_205","ショック～…"
"1301","9","23130107","0","2","3","0","0","9","0","0","vo_minigame_1012_incorrect_206","なんでなんでー！"
"1302","6","23130201","3000","2","3","0.01","8","6","0","0","vo_minigame_1012_incorrect_210","マジで！？"
"1302","6","23130202","3000","2","3","0.01","8","6","0","0","vo_minigame_1012_incorrect_211","ヒデサイ！？"
"1302","4","23130203","6000","2","3","0","0","4","0","3001","vo_minigame_1012_incorrect_212","あれぇ…？"
"1302","4","23130204","6000","2","3","0","0","4","0","3001","vo_minigame_1012_incorrect_213","違った！？"
"1302","4","23130205","6000","2","3","0","0","4","0","3001","vo_minigame_1012_incorrect_214","焦らずいこ？"
"1302","4","23130206","-1","2","3","0","0","4","0","20000","vo_minigame_1012_incorrect_215","時間切れ？"
"1303","9","23130301","0","2","3","0","0","9","0","0","vo_minigame_1012_incorrect_220","まじイミフだし～"
"1304","10","23130401","0","2","3","0","0","10","0","0","vo_minigame_1012_incorrect_221","忘れちゃった…"
"1304","4","23130402","0","2","3","0","0","4","0","0","vo_minigame_1012_incorrect_222","そーだったっけ？"
"1305","10","23130501","0","2","3","0","0","10","0","0","vo_minigame_1012_incorrect_224","ギリアウト？"
"1305","5","23130502","0","2","3","0","0","5","0","0","vo_minigame_1012_incorrect_225","おしい～…！"
"1401","5","23140101","0","2","3","0","0","5","0","0","vo_minigame_1012_hint_200","むむむ～…"
"1401","5","23140102","0","2","3","0","0","5","0","0","vo_minigame_1012_hint_201","どれかな～？"
"1401","4","23140103","0","2","3","0","0","4","0","0","vo_minigame_1012_hint_202","わかんないよ～"
"1401","5","23140104","0","2","3","0","0","5","0","0","vo_minigame_1012_hint_203","考えちう…"
"1401","5","23140105","0","2","3","0.01","7","5","0","0","vo_minigame_1012_hint_204","ね、寝てないし…！"
"1401","2","23140106","0","2","3","0.01","4","2","0","0","vo_minigame_1012_hint_205","ふんふふーん♪"
"1401","3","23140107","0","2","3","0.01","11","3","0","0","vo_minigame_1012_hint_206","きゃはっ、\n目合ったね♪"
"1401","0","23140108","0","2","3","0","0","0","0","0","vo_minigame_1012_hint_207","ねね、お菓子食べる？"
"1401","4","23140109","0","2","3","0","0","4","0","0","vo_minigame_1012_hint_208","頭パンクしそう…"
"1401","10","23140110","0","2","3","0","0","10","0","0","vo_minigame_1012_hint_209","なんとなく\nこれじゃね？"
"1402","4","23140201","0","2","3","0","0","4","0","0","vo_minigame_1012_hint_210","これ答えなくね…？"
"1402","10","23140202","0","2","3","0","0","10","0","0","vo_minigame_1012_hint_211","イミフでわろ～"
"1402","9","23140203","0","2","3","0","0","9","0","0","vo_minigame_1012_hint_212","おにムズ過ぎ～"
"1501","0","23150101","20000","2","3","0","0","0","0","3001","vo_minigame_1012_hint_213","ヒントちょーだい！"
"1501","2","23150102","20000","2","3","0","0","2","0","3001","vo_minigame_1012_hint_214","手伝って～"
"1501","3","23150103","20000","2","3","0","0","3","0","3001","vo_minigame_1012_hint_215","ヒントかもーん！"
"1501","2","23150104","3000","2","3","0","0","2","0","0","vo_minigame_1012_hint_216","ヒントヒント―！"
"1501","8","23150105","3000","2","3","0","0","8","0","0","vo_minigame_1012_hint_217","助けて～"
"1601","6","23160101","4","2","3","0.01","8","6","0","1","vo_minigame_1012_tap_200","うわ！\nビックリした！"
"1601","3","23160102","4","2","3","0.01","11","3","0","1","vo_minigame_1012_tap_201","ちょすちょすー"
"1601","2","23160103","9","2","3","0.01","4","2","0","5","vo_minigame_1012_tap_202","イェーイ！"
"1601","7","23160104","9","2","3","0","0","7","0","5","vo_minigame_1012_tap_203","テンアゲしちゃう？"
"1601","2","23160105","-1","2","3","0","0","2","0","10","vo_minigame_1012_tap_204","くすぐったいってばー！"
"1601","3","23160106","-1","2","3","0.01","11","3","0","10","vo_minigame_1012_tap_205","バイブス爆上げ～♪"
"2001","0","23200101","0","2","3","0","0","0","0","0","vo_minigame_1012_select_200","どのベンキョーを\n教えてくれるの？"
"2001","8","23200102","0","2","3","0","0","8","0","0","vo_minigame_1012_select_201","どれもムズそーだね"
"2001","0","23200103","0","2","3","0.99","0","7","0","0","vo_minigame_1012_select_202","ねねね、せーのっ、で選ぶ？"
"4001","2","23400101","0","2","3","3.43","0","3","0","0","vo_minigame_1012_archive_200","これまでに教えてもらった\n内容を振り返れるんだって\nヨシューフクシュー\n…ってやつでしょ！"
