f0a88ebe1baa1fd51a2ef5efeafbcb553d51fea86879a026735d885219f76182,fc8d50b30f31cc5a1aada3c83f664d14865b5fe76b816911161beef2c05903c4,b2454412ac5d21f487814da044676945d16593f5604f1edfb2c768d59d2d952c,a64ca319f4ab9bc0ea1518b588b818ba452bf43dceb0d46210de72f63fa7a337,012b16d1bbc567d52f06e7da1f915ef7cfc5cdf0604d872d1c7a5bedee1529cc,2badbf66164b454b22b487e07ee5d12f5df5071bf987f04cb9562a16c842afc9,41741da2a26176c4e40e561eac438585ed9704c044b8eab5ae5b787fd28a34b2
"1:30","bgm_M606","231","0:43","bgm_M606","キャラクターソング\n\n時間 / 01:30\n歌　 / ユイ（種田梨沙）\n　　　ヒヨリ（東山奈央）\n　　　レイ（早見沙織）\n作詞 / PandaBoY\n作曲 / PandaBoY\n編曲 / PandaBoY","Secret Star"
"1:42","bgm_M605","232","0:00","bgm_M605_juke","ミニゲーム\n-｢Secret Star｣アレンジ-\n\n時間 / 01:42\n作曲 / PandaBoY\n編曲 / 関根修平（Cygames）","駆けろ常夏！アルティメットビーチフラッグス"
"1:08","bgm_M608","233","0:00","bgm_M608_juke","ストーリーイベントテーマ\n-｢わくわくSUMMER TIME！｣アレンジ-\n\n時間 / 01:08\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / Enarak（Cygames）","リトル・サマー・メモリーズ　渚でみつけた小さな幸せ"
"3:10","bgm_M611","234","0:00","bgm_M611_juke","ストーリーイベントボスバトル\n-｢わくわくSUMMER TIME！｣アレンジ-\n\n時間 / 03:10\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / 市橋卓也（Cygames）","ムーンレイゲート"
"1:31","bgm_M607","235","0:48","bgm_M607","キャラクターソング\n\n時間 / 01:31\n歌　 / キョウカ（小倉唯）\n　　　ミソギ（諸星すみれ）\n　　　ミミ（日高里菜）\n作詞 / Mitsu（TRYTONELABO）\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / 滝澤俊輔（TRYTONELABO）","わくわくSUMMER TIME！"
"2:40","bgm_M612","236","0:00","bgm_M612_juke","ストーリーイベントミニコンテンツ\n-｢わくわくSUMMER TIME！｣アレンジ-\n\n時間 / 02:40\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / 畑田浩孝（Cygames）","みゅ～ちゃんすくすく日記"
"2:02","bgm_M618","237","0:00","bgm_M618_juke","ストーリーイベントテーマ\n-｢はんなり乙女道中｣アレンジ-\n\n時間 / 02:02\n作曲 / 金山秀士（Dream Monster）\n編曲 / 多田彰文","マホマホ・ミラクル・ジャーニー！　旅する少女と最果ての大樹"
"1:30","bgm_M621","238","0:00","bgm_M621_juke","ストーリーイベントボスバトル\n\n時間 / 01:30\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","哀執のバロメッツ"
"1:36","bgm_M617","239","0:55","bgm_M617","キャラクターソング\n\n時間 / 01:36\n歌　 / マホ（内田真礼）\n作詞 / 金山秀士（Dream Monster）\n作曲 / 金山秀士（Dream Monster）\n編曲 / 金山秀士（Dream Monster）","はんなり乙女道中"
"1:34","bgm_M623","240","0:00","bgm_M623_juke","ストーリーイベントテーマ\n-｢O-TA-O-TA WORLD｣アレンジ-\n\n時間 / 01:34\n作曲 / Heart's Cry (TOKYO LOGIC)\n編曲 / 市橋卓也（Cygames）","ファボ！ラブ！大集合！　至高の祭典と少女の秘めた推し事"
"2:00","bgm_M625","241","0:00","bgm_M625_juke","ストーリーイベントボスバトル\n\n時間 / 02:00\n作曲 / 榎本 三和子（Cygames）\n編曲 / 榎本 三和子（Cygames）","狂乱の配信者・カガミ"
"1:35","bgm_M622","242","1:01","bgm_M622","キャラクターソング\n\n時間 / 01:35\n歌　 / トモ（茅原実里）\n　　　ナナカ（佳村はるか）\n　　　リン（小岩井ことり）\n作詞 / Heart's Cry (TOKYO LOGIC)\n作曲 / Heart's Cry (TOKYO LOGIC)\n編曲 / Heart's Cry (TOKYO LOGIC)","O-TA-O-TA WORLD"
"1:37","bgm_M630","243","0:00","bgm_M630_juke","ストーリーイベントテーマ\n-｢Knight's Soul｣アレンジ-\n\n時間 / 01:37\n作曲 / 設楽哲也\n編曲 / 畑田浩孝（Cygames）","トライバルスピリッツ　掲げる剣と誇りの架け橋"
"1:59","bgm_M634","244","0:00","bgm_M634_juke","ストーリーイベントボスバトル\n\n時間 / 01:59\n作曲 / 西村真吾\n編曲 / 西村真吾","オブシダンゴーレム"
"1:28","bgm_M637","245","0:52","bgm_M637","キャラクターソング\n\n時間 / 01:28\n歌　 / マツリ（下田麻美）\n　　　クリスティーナ（たかはし智秋）\n作詞 / eNu\n作曲 / 設楽哲也\n編曲 / 設楽哲也","Knight's Soul"
"1:08","bgm_M638","246","0:00","bgm_M638_juke","ストーリーイベントテーマ\n-｢はつゆきツインアプローチ｣アレンジ-\n\n時間 / 01:08\n作曲 / 森本練\n編曲 / 中村早織（Cygames）","ハッピー・ハプニング　幸せの双子天使と聖夜の贈り物"
"2:01","bgm_M641","247","0:00","bgm_M641_juke","ストーリーイベントボスバトル\n\n時間 / 02:01\n作曲 / 守谷勇人\n編曲 / 守谷勇人","アンハッピートレント"
"1:29","bgm_M656","248","0:52","bgm_M656","キャラクターソング\n\n時間 / 01:29\n歌　 / ヨリ（原紗友里）\n　　　アカリ（浅倉杏美）\n作詞 / 森本練\n作曲 / 森本練\n編曲 / 森本練","はつゆきツインアプローチ"
"1:21","bgm_M647","249","0:00","bgm_M647_juke","ストーリーイベントテーマ\n-｢ma.sa.yu.me.｣アレンジ-\n\n時間 / 01:21\n作曲 / ウツミタカアキ\n編曲 / 佐藤遥（Cygames）","湯けむり忘年奇譚　初日の出に盃を"
"1:54","bgm_M650","250","0:00","bgm_M650_juke","ストーリーイベントボスバトル\n\n時間 / 01:54\n作曲 / 亀井瑠美\n編曲 / 亀井瑠美","穢れし湯ノ神・陽卵"
"1:39","bgm_M666","251","1:05","bgm_M666","キャラクターソング\n\n時間 / 01:39\n歌　 / ホマレ（大西沙織）\n　　　ミサト（國府田マリ子）\n作詞 / ウツミタカアキ\n作曲 / ウツミタカアキ\n編曲 / ウツミタカアキ","ma.sa.yu.me."
"2:04","bgm_M651","252","0:00","bgm_M651_juke","ストーリーイベントミニコンテンツ\n-｢ma.sa.yu.me.｣アレンジ-\n\n時間 / 02:04\n作曲 / ウツミタカアキ\n編曲 / Enarak（Cygames）","新春日替わり湯"
"1:03","bgm_M643","253","0:00","bgm_M643_juke","終炎のエリュシオン\n\n時間 / 01:03\n作曲 / 中町友洋\n編曲 / 中町友洋","終炎のエリュシオン"
"2:05","bgm_M645","254","0:00","bgm_M645_juke","終炎のエリュシオンボスバトル\n\n時間 / 02:05\n作曲 / 植田能平\n編曲 / 植田能平","甦りし脅威たち"
"1:35","bgm_M646","255","0:00","bgm_M646_Mode1_juke","終炎のエリュシオンボスバトル\n\n時間 / 01:35\n作曲 / 千葉梓（Cygames）、関根修平（Cygames）\n編曲 / 関根修平（Cygames）","偽りの救済者"
"1:40","bgm_M646","256","0:00","bgm_M646_Mode2_juke","終炎のエリュシオンボスバトル\n\n時間 / 01:40\n作曲 / 千葉梓（Cygames）、関根修平（Cygames）\n編曲 / 関根修平（Cygames）","終炎を司りし魔術師"
"2:00","bgm_M646","257","0:00","bgm_M646_Mode3_juke","終炎のエリュシオンボスバトル\n-｢Mirage Game｣アレンジ-\n\n時間 / 02:00\n作曲 / 田中公平\n編曲 / 吉川美矩、関根修平（Cygames）","理外の力を求めし者"
"1:00","bgm_M659","258","0:00","bgm_M659_juke","ストーリーイベントテーマ\n-｢ネバールーズアゲイン｣アレンジ-\n\n時間 / 01:00\n作曲 / 奥井康介\n編曲 / 榎本三和子（Cygames）","希望を夢見る楽園"
"1:17","bgm_M660","259","0:00","bgm_M660_juke","ストーリーイベントテーマ\n-｢ネバールーズアゲイン｣アレンジ-\n\n時間 / 01:17\n作曲 / 奥井康介\n編曲 / Enarak（Cygames）","不確かな未来でも"
"2:12","bgm_M664","260","0:00","bgm_M664_juke","ストーリーイベントボスバトル\n\n時間 / 02:12\n作曲 / 西木康智\n編曲 / 佐藤遥（Cygames）","楽園の守護者"
"3:26","bgm_M665","261","0:00","bgm_M665_juke","ストーリーイベントボスバトル\n\n時間 / 03:26\n作曲 / 畑田浩孝（Cygames）\n編曲 / 畑田浩孝（Cygames）","久遠の園を象る者"
"1:22","bgm_M667","262","0:42","bgm_M667","キャラクターソング\n\n時間 / 01:22\n歌　 / ムイミ（潘めぐみ）\n作詞 / 稲葉エミ\n作曲 / 奥井康介\n編曲 / 奥井康介","ネバールーズアゲイン"
"1:39","bgm_M668","263","0:00","bgm_M668_juke","ストーリーイベントテーマ\n-｢にゃんだフルスウィング｣アレンジ-\n\n時間 / 01:39\n作曲 / TAKT (TRYTONELABO)\n編曲 / 佐藤遥（Cygames）","猫と駄菓子の喫茶店　カフェ・ナッシュカッツェにようこそ"
"1:34","bgm_M671","264","0:00","bgm_M671_juke","ストーリーイベントボスバトル\n\n時間 / 01:34\n作曲 / 多田彰文\n編曲 / 多田彰文","願福寄災の招き猫"
"1:35","bgm_M674","265","0:51","bgm_M674","キャラクターソング\n\n時間 / 01:35\n歌　 / タマキ（沼倉愛美）\n作詞 / TAKT (TRYTONELABO)\n作曲 / TAKT (TRYTONELABO)\n編曲 / TAKT (TRYTONELABO)","にゃんだフルスウィング"
"1:21","bgm_MC017","266","0:00","bgm_MC017_juke","ストーリーイベントテーマ\n-｢私色STORY｣アレンジ-\n\n時間 / 01:21\n作曲 / 高木龍一 (Dream Monster)\n編曲 / Max Mullowney（Cygames）","Dears　おかえりとただいまの約束"
"2:31","bgm_MC020","267","0:00","bgm_MC020_juke","ストーリーイベントボスバトル\n\n時間 / 02:31\n作曲 / 小半大\n編曲 / 小半大","ダイオウショウジョウ"
"1:29","bgm_MC034","268","0:59","bgm_MC034","キャラクターソング\n\n時間 / 01:29\n歌　 / シオリ（小清水亜美）\n作詞 / Cocoro. (Dream Monster)\n作曲 / 高木龍一 (Dream Monster)\n編曲 / 高木龍一 (Dream Monster)","私色STORY"
"2:19","bgm_MC021","269","0:00","bgm_MC021_juke","ストーリーイベントミニコンテンツ\n-｢私色STORY｣アレンジ-\n\n時間 / 02:19\n作曲 / 高木龍一 (Dream Monster)\n編曲 / Enarak（Cygames）","魔物生態報告書"
"2:06","bgm_MC001","270","0:00","bgm_MC001_juke","メインクエスト\n\n時間 / 02:06\n作曲 / 佐藤遥（Cygames）\n編曲 / 佐藤遥（Cygames）","万華色めく新天地"
"1:23","bgm_MC022","271","0:00","bgm_MC022_juke","メインクエスト\n\n時間 / 01:23\n作曲 / 長谷部翔（Cygames）\n編曲 / 長谷部翔（Cygames）","ジオ・テオゴニアの戦い"
"2:09","bgm_MC026","272","0:00","bgm_MC026_juke","ストーリーイベントテーマ\n-｢ツバサのプロローグ｣アレンジ-\n\n時間 / 02:09\n作曲 / 本多友紀 (Arte Refact)\n編曲 / 畑田浩孝（Cygames）","コネクト・ウィズ・ブルー　少女が空に至るまで"
"2:08","bgm_MC029","273","0:00","bgm_MC029_juke","ストーリーイベントボスバトル\n\n時間 / 02:08\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","叡智の錬金術師・モーヴ"
"1:32","bgm_MC035","274","1:03","bgm_MC035","キャラクターソング\n\n時間 / 01:32\n歌　 / ジータ（金元寿子）\n作詞 / 真崎エリカ\n作曲 / 本多友紀 (Arte Refact)\n編曲 / 本多友紀 (Arte Refact)","ツバサのプロローグ"
"1:58","bgm_MC030","275","0:00","bgm_MC030_juke","ストーリーイベントミニコンテンツ\n-｢ツバサのプロローグ｣アレンジ-\n\n時間 / 01:58\n作曲 / 本多友紀 (Arte Refact)\n編曲 / 亀井瑠美","ランドソル一期一会"
"1:07","bgm_MC007","276","0:00","bgm_MC007_juke","次元断層\n\n時間 / 01:07\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","次元断層"
"1:46","bgm_MC008","277","0:00","bgm_MC008_juke","次元断層\n\n時間 / 01:46\n作曲 / 中村博\n編曲 / 中村博","次元の狭間に現れし脅威"
"1:32","bgm_MC023","278","0:00","bgm_MC023_juke","メインクエストボスバトル\n\n時間 / 01:32\n作曲 / 中町友洋\n編曲 / 中町友洋","華麗なる世界の強敵"
"1:13","bgm_MC036","279","0:00","bgm_MC036_juke","ストーリーイベントテーマ\n-｢Gothical Radical † Eternal Wedding｣\nアレンジ-\n\n時間 / 01:13\n作曲 / 毛蟹（LIVE LAB.）\n編曲 / 佐藤遥（Cygames）","ヴァンパイアフォークロア　夜と美の饗宴"
"2:07","bgm_MC039","280","0:00","bgm_MC039_juke","ストーリーイベントボスバトル\n\n時間 / 02:07\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","変貌せし従者・ブラド"
"1:29","bgm_MC052","281","0:48","bgm_MC052","キャラクターソング\n\n時間 / 01:29\n歌　 / イリヤ（丹下桜）\n作詞 / 毛蟹（LIVE LAB.）\n作曲 / 毛蟹（LIVE LAB.）\n編曲 / 毛蟹（LIVE LAB.）","Gothical Radical † Eternal Wedding"
"1:28","bgm_MC040","282","0:00","bgm_MC040_juke","ストーリーイベントミニコンテンツ\n-｢Gothical Radical † Eternal Wedding｣\nアレンジ-\n\n時間 / 01:28\n作曲 / 毛蟹（LIVE LAB.）\n編曲 / 中村早織（Cygames）","ユキの審美会"
"0:54","bgm_M06","283","0:00","bgm_M06_juke","メインクエスト\n\n時間 / 00:54\n作曲 / 西木康智\n編曲 / 西木康智","プリンセス・ファイト☆"
"1:10","bgm_M169","284","0:00","bgm_M169_juke","メインクエスト\n\n時間 / 01:10\n作曲 / 白井友規（Cygames）\n編曲 / 白井友規（Cygames）","エルピス島の戦い"
"1:14","bgm_MC046","285","0:00","bgm_MC046_juke","ストーリーイベントテーマ\n-｢メタモル・カレイドスコープ｣アレンジ-\n\n時間 / 01:14\n作曲 / やしきん\n編曲 / 守谷勇人","オーマの水からっぽ大作戦　秘密主義者と禁断の海"
"2:28","bgm_MC048","286","0:00","bgm_MC048_juke","ストーリーイベントボスバトル\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 中町友洋","復活の白き島クジラ"
"1:29","bgm_MC055","287","0:51","bgm_MC055","キャラクターソング\n\n時間 / 01:29\n歌　 / ネネカ（井口裕香）\n作詞 / 高瀬愛虹\n作曲 / やしきん\n編曲 / やしきん","メタモル・カレイドスコープ"
"1:42","bgm_MC049","288","0:00","bgm_MC049_juke","ストーリーイベントミニコンテンツ\n-｢メタモル・カレイドスコープ｣アレンジ-\n\n時間 / 01:42\n作曲 / やしきん\n編曲 / 塚越廉","プリンセスの秘密"
"1:39","bgm_MC043","289","0:00","bgm_MC043_juke","キャラバン\n-｢Precious Journey｣アレンジ-\n\n時間 / 01:39\n作曲 / 東大路憲太\n編曲 / 市橋卓也（Cygames）","グルメチェイサー号、出発進行！"
"1:08","bgm_MC056","290","0:00","bgm_MC056_juke","ストーリーイベントテーマ\n-｢アイノキズナ｣アレンジ-\n\n時間 / 01:08\n作曲 / 松坂康司 (SUPA LOVE)\n編曲 / 関根修平（Cygames）","戦慄幽奇海岸　～サマーリゾートスリラーズ～"
"1:27","bgm_MC058","291","0:00","bgm_MC058_juke","ストーリーイベントボスバトル\n\n時間 / 01:27\n作曲 / 畑田浩孝（Cygames）\n編曲 / 畑田浩孝（Cygames）","グラッジレイス"
"1:33","bgm_MC072","292","0:55","bgm_MC072_juke","キャラクターソング\n\n時間 / 01:33\n歌　 / ランファ（原田彩楓）\n作詞 / 松坂康司 (SUPA LOVE)\n作曲 / 松坂康司 (SUPA LOVE)\n編曲 / 松坂康司 (SUPA LOVE)","アイノキズナ"
"1:50","bgm_MC070","293","1:00","bgm_MC070_juke","キャラクターソング\n\n時間 / 01:50\n歌　 / ペコリーヌ（Ｍ・Ａ・Ｏ）\n　　　コッコロ（伊藤美来）\n　　　キャル（立花理香）\n　　　リリ(鈴木みのり)\n　　　クリア(前田佳織里)\n　　　プレシア(高尾奏音)\n作詞 / マイクスギヤマ\n作曲 / 東大路憲太\n編曲 / 東大路憲太","Precious Journey"
"1:32","bgm_MC071","294","0:52","bgm_MC071_juke","キャラクターソング\n\n時間 / 01:32\n歌　 / ペコリーヌ（Ｍ・Ａ・Ｏ）\n　　　コッコロ（伊藤美来）\n　　　キャル（立花理香）\n作詞 / 瀬名航（SOVA）\n作曲 / 白戸佑輔(Dream Monster)\n編曲 / 白戸佑輔(Dream Monster)","茜色の寄り道"
"1:24","bgm_MC063","295","0:00","bgm_MC063_juke","ストーリーイベントテーマ\n-｢その春、日記の続きから｣アレンジ-\n\n時間 / 01:24\n作曲 / 瀬名航（SOVA）\n編曲 / 中川峻彰","ウィザーディング・アオハル・デイズ　魔法学園と奇跡の鐘"
"2:25","bgm_MC066","296","0:00","bgm_MC066_juke","ストーリーイベントボスバトル\n\n時間 / 02:25\n作曲 / 松尾早人\n編曲 / 松尾早人","放たれし暴魔・アルゲース"
"1:29","bgm_MC073","297","0:42","bgm_MC073","キャラクターソング\n\n時間 / 01:29\n歌　 / キャル（立花理香）\n作詞 / 瀬名航（SOVA）\n作曲 / 瀬名航（SOVA）\n編曲 / 瀬名航（SOVA）","その春、日記の続きから"
"2:37","bgm_MC024","298","0:00","bgm_MC024_juke","キャラクターテーマ\n-｢万華色めく新天地｣アレンジ-\n\n時間 / 02:37\n作曲 / 守谷勇人・佐藤遥（Cygames）\n編曲 / 守谷勇人","ライラエル"
"1:19","bgm_MC067","299","0:00","bgm_MC067_juke","ミニゲーム\n-｢その春、日記の続きから｣アレンジ-\n\n時間 / 01:19\n作曲 / 瀬名航（SOVA）\n編曲 / 畑田浩孝（Cygames）","勉強の準備はできてる？"
"1:15","bgm_MC068","300","0:00","bgm_MC068_juke","ミニゲーム\n-｢その春、日記の続きから｣アレンジ-\n\n時間 / 01:15\n作曲 / 瀬名航（SOVA）\n編曲 / Enarak（Cygames）","放課後エデュケーション"
"1:46","bgm_MC075","301","0:00","bgm_MC075_juke","ストーリーイベントテーマ\n-｢Adenium｣アレンジ-\n\n時間 / 01:46\n作曲 / 山口朗彦\n編曲 / 畑田浩孝（Cygames）","ロマンシング・サラサリア　～砂漠の花嫁と不思議のランプ～"
"2:18","bgm_MC077","302","0:00","bgm_MC077_juke","ストーリーイベントボスバトル\n\n時間 / 02:18\n作曲 / 植田能平\n編曲 / 植田能平","カリド"
"1:37","bgm_MC074","303","0:57","bgm_MC074","キャラクターソング\n\n時間 / 01:37\n歌　 / サレン（堀江由衣）\n　　　ルカ（佐藤利奈）\n作詞 / 山口朗彦\n作曲 / 山口朗彦\n編曲 / 山口朗彦","Adenium"
"1:59","bgm_MC032","304","0:00","bgm_MC032_juke","キャラクターテーマ\n\n時間 / 01:59\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","バンディ・シスターズ"
"2:52","bgm_MC078","305","0:00","bgm_MC078_juke","ストーリーイベントミニコンテンツ\n-｢Adenium｣アレンジ-\n\n時間 / 02:52\n作曲 / 山口朗彦\n編曲 / 佐藤遥（Cygames）","夢幻のマリッジ・シム"
"0:50","bgm_M17","306","0:00","bgm_M17_02_juke","メインクエストボスバトル\n\n時間 / 00:50\n作曲 / 本田晃弘（Cygames）\n編曲 / 多田彰文","魔物が！！"
"1:02","bgm_M170","307","0:00","bgm_M170_juke","メインクエストボスバトル\n\n時間 / 01:02\n作曲 / 東大路憲太\n編曲 / 東大路憲太","新天地の強敵"
"1:31","bgm_MC082","308","0:00","bgm_MC082_juke","ストーリーイベントテーマ\n-｢イリドロータス｣アレンジ-\n\n時間 / 01:31\n作曲 / 宮谷礼治\n編曲 / 佐藤遥（Cygames）","クリミナル ルーキー　天使たちのパラドクス"
"2:15","bgm_MC085","309","0:00","bgm_MC085_juke","ストーリーイベントボスバトル\n\n時間 / 02:15\n作曲 / IM.Lab\n編曲 / IM.Lab","最終クエストです★"
"1:27","bgm_MC089","310","0:41","bgm_MC089","キャラクターソング\n\n時間 / 01:27\n歌　 / リリ（鈴木みのり）\n　　　クリア（前田佳織里）\n　　　プレシア（高尾奏音）\n作詞 / 宮谷礼治\n作曲 / 宮谷礼治\n編曲 / アッシュ井上（Dream Monster）","イリドロータス"
"1:35","bgm_MC083B","311","0:00","bgm_MC083B_02_juke","ストーリーイベントミニコンテンツ\n-｢イリドロータス｣アレンジ-\n\n時間 / 01:35\n作曲 / 宮谷礼治\n編曲 / 田山里奈","旅と成長（と反省）の記録"
"2:41","bgm_MC002","312","0:00","bgm_MC002_juke","キャラクターテーマ\n\n時間 / 02:41\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）","アルターメイデン"
"1:21","bgm_M615","313","0:00","bgm_M615_juke","アドベンチャー\n\n時間 / 01:21\n作曲 / 西村真吾\n編曲 / 西村真吾","アドベンチャー"
"1:06","bgm_MC091","314","0:00","bgm_MC091_juke","ストーリーイベントテーマ\n-｢Christmas Blessing｣アレンジ-\n\n時間 / 01:06\n作曲 / 高橋修平 (SUPA LOVE)\n編曲 / 松尾早人","クライ・ベイビー・クリスマス　誰が為の幸福なる日"
"1:50","bgm_MC094","315","0:00","bgm_MC094_juke","ストーリーイベントボスバトル\n\n時間 / 01:50\n作曲 / 田山里奈\n編曲 / 田山里奈","バジリスク・アロス"
"1:32","bgm_MC090","316","0:50","bgm_MC090","キャラクターソング\n\n時間 / 01:32\n歌　 / ペコリーヌ（M・A・O）\n　　　クレジッタ（Lynn）\n作詞 / 藤原優樹 (SUPA LOVE)\n作曲 / 高橋修平 (SUPA LOVE)\n編曲 / 高橋修平 (SUPA LOVE)\nストリングスアレンジ / 曽木琢磨 (SUPA LOVE)","Christmas Blessing"
"2:09","bgm_MC095","317","0:00","bgm_MC095_juke","ストーリーイベントミニコンテンツ\n-｢Christmas Blessing｣アレンジ-\n\n時間 / 02:09\n作曲 / 高橋修平 (SUPA LOVE)\n編曲 / Enarak（Cygames）","アドベントカレンダー"
"2:02","bgm_MC079","318","0:00","bgm_MC079_juke","メインクエスト\n\n時間 / 02:02\n作曲 / IM.Lab\n編曲 / IM.Lab","業火燃え盛りし密林"
"1:38","bgm_MC086","319","0:00","bgm_MC086_juke","メインクエスト\n\n時間 / 01:38\n作曲 / 植田能平\n編曲 / 植田能平","ジオ・ゲヘナの戦い"
"1:10","bgm_MC099","320","0:00","bgm_MC099_juke","ストーリーイベントテーマ\n-｢ミライノユメ｣アレンジ-\n\n時間 / 01:10\n作曲 / 篠崎あやと\n編曲 / 塚越廉","迎春ドリーマーズ！　新年、あけましてお隕石（メテオ）！？"
"2:44","bgm_MC101","321","0:00","bgm_MC101_juke","ストーリーイベントボスバトル\n\n時間 / 02:44\n作曲 / 佐藤遥（Cygames）\n編曲 / 佐藤遥（Cygames）","メテオ・イン・ドリーム"
"1:27","bgm_MC107","322","0:59","bgm_MC107","キャラクターソング\n\n時間 / 01:27\n歌　 / ハツネ（大橋彩香）\n作詞 / 篠崎あやと\n作曲 / 篠崎あやと\n編曲 / 篠崎あやと","ミライノユメ"
"1:31","bgm_MC102","323","0:00","bgm_MC102_juke","ストーリーイベントミニコンテンツ\n-｢ミライノユメ｣アレンジ-\n\n時間 / 01:31\n作曲 / 篠崎あやと\n編曲 / 小出大和（Cygames）","初夢チャレンジ"
"1:40","bgm_MC087","324","0:00","bgm_MC087_juke","メインクエストボスバトル\n\n時間 / 01:40\n作曲 / IM.Lab\n編曲 / IM.Lab","灼けつく世界の強敵"
"1:45","bgm_MC081","325","0:00","bgm_MC081_Fubuki_juke","EXクエストボスバトル\n-｢バンディ・シスターズ｣アレンジ-\n\n時間 / 01:45\n作曲 / 関根修平（Cygames）\n編曲 / 植田能平","天才発明家の三女　フブキ"
"1:45","bgm_MC081","326","0:00","bgm_MC081_Wakana_juke","EXクエストボスバトル\n-｢バンディ・シスターズ｣アレンジ-\n\n時間 / 01:45\n作曲 / 関根修平（Cygames）\n編曲 / 植田能平","受難体質の次女　ワカナ"
"1:45","bgm_MC081","327","0:00","bgm_MC081_Yamato_juke","EXクエストボスバトル\n-｢バンディ・シスターズ｣アレンジ-\n\n時間 / 01:45\n作曲 / 関根修平（Cygames）\n編曲 / 植田能平","豪放磊落の長女　ヤマト"
"2:30","bgm_MC096","328","0:00","bgm_MC096_juke","キャラクターテーマ\n-｢業火燃え盛りし密林｣アレンジ-\n\n時間 / 02:30\n作曲 / IM.Lab\n編曲 / IM.Lab","ネフィ＝ネラ"
"1:28","bgm_MC110","329","0:00","bgm_MC110_juke","ストーリーイベントテーマ\n-｢Prayer｣アレンジ-\n\n時間 / 01:28\n作曲 / 伊藤翼\n編曲 / Enarak（Cygames）","鏡映しの来訪者"
"2:31","bgm_MC111","330","0:00","bgm_MC111_juke","ストーリーイベントテーマ\n-｢Prayer｣アレンジ-\n\n時間 / 02:31\n作曲 / 伊藤翼\n編曲 / 佐藤遥（Cygames）","もう一度。そして、もう二度と。"
"1:51","bgm_MC114","331","0:00","bgm_MC114_juke","ストーリーイベントボスバトル\n\n時間 / 01:51\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）","赤い霧の精霊"
"2:28","bgm_MC115","332","0:00","bgm_MC115_juke","ストーリーイベントボスバトル\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 東大路憲太","顕れる苦衷 アイラ＆シナツ"
"1:36","bgm_MC108","333","1:02","bgm_MC108","キャラクターソング\n\n時間 / 01:36\n歌　 / エリス（桑島法子）\n　　　ユイ（種田梨沙）\n作詞 / 磯谷佳江\n作曲 / 伊藤翼\n編曲 / 伊藤翼","Prayer"
"4:38","bgm_MC116","334","0:00","bgm_MC116_juke","ストーリーイベントミニコンテンツ\n-｢Prayer｣アレンジ-\n\n時間 / 04:38\n作曲 / 伊藤翼\n編曲 / 吉川美矩","アナザーウィッシュ・ログ"
"1:37","bgm_MC103","335","0:00","bgm_MC103_juke","キャラバン\n-｢Precious Journey｣アレンジ-\n\n時間 / 01:37\n作曲 / 東大路憲太\n編曲 / IM.Lab","灼けつく世界をゆく"
"1:40","bgm_MC104","336","0:00","bgm_MC104_juke","キャラバン\n-｢バンディ・シスターズ｣アレンジ-\n\n時間 / 01:40\n作曲 / 関根修平（Cygames）\n編曲 / IM.Lab","乱入！バンディ・シスターズ"
"2:28","bgm_M471","337","0:00","bgm_M471_juke","キャラクターテーマ\n\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 東大路憲太","エリス"
"1:18","bgm_MC124","338","0:00","bgm_MC124_juke","ストーリーイベントテーマ\n-｢妄想サマーハレーション｣アレンジ-\n\n時間 / 01:18\n作曲 / 出口遼\n編曲 / 関根修平（Cygames）","真冬の真夏と聖なる学舎の異端児"
"1:42","bgm_MC126","339","0:00","bgm_MC126_juke","ストーリーイベントボスバトル\n\n時間 / 01:42\n作曲 / 小半大\n編曲 / 小半大","奈落の聖女トミヱ"
"1:41","bgm_MC109","340","0:59","bgm_MC109","キャラクターソング\n\n時間 / 01:41\n歌　 / チエル（佐倉綾音）\n　　　クロエ（種﨑敦美）\n　　　ユニ（小原好美）\n作詞 / 出口遼\n作曲 / 出口遼\n編曲 / 出口遼、半田翼","妄想サマーハレーション"
"2:10","bgm_MC127","341","0:00","bgm_MC127_01_juke","ストーリーイベントミニコンテンツ\n-｢妄想サマーハレーション｣アレンジ-\n\n時間 / 02:10\n作曲 / 出口遼\n編曲 / 古見千桜子（Cygames）","【LIVE】流れるプール　昼"
"2:10","bgm_MC128","342","0:00","bgm_MC128_01_juke","ストーリーイベントミニコンテンツ\n-｢妄想サマーハレーション｣アレンジ-\n\n時間 / 02:10\n作曲 / 出口遼\n編曲 / 小出大和（Cygames）","【LIVE】流れるプール　夜"
