6d58dbb51ab56d6b38b7386742d1d72e9daa55915fd59e5fe417dd3f1de648b9,dc1b9cf84c4b4ae287a9e571d686ad4a05f59dadad9cbfcbb735a88d587682e1,740e86808c8ac3f1f0dc0983863223ff2f1064068a2d08cc4b63ebc5cdaa2f2f,5efae36648e7844bc99914c286018a6439a6f0dede52c27161088b9cc558b0d5,2c72ecc502016060dfdc4c7e86a8e2370e6b741acce54ce3644624fc2a4da07a,f9d0b95dd21118f23accd02028292649d15bc3f0486d99465e6db9db81c6c643,770fa5e56107580e613aa00a51781b751d05eada0b719f0492308ade7d522815,6540272299ab30fca139439e26be80aeb3663cecfbaaee7ae624090d3992d66f,5a13b4a6fb1781f9a96436b5045c9cabcbae92943dfb829557f5660bc1fc0318,158eae5e15fa20a91a613e12fa9ebffd5711f1d7a18606698ee4fc1c4861acf0,0230d68ddd2a6f2b91cf6332dfa4c85531fa632fa6c37f4a61d09b5c64d08aff,64988ce3675ebbd28269bd1f9724f7feb5d110b70b22d5091ab698d30fea963b,7aa829118a165f3ba1a7d44a6f51e760250deb4379496c307fe735e23fb7b92c,17a9085fec75b9b7c108eaee86b24ae331470109b12de0c414993d46634def2b,bdc853d7a09201bfb4981cfd2847cab701156ecf7052aff44052a04f5abbc348,c883d72308081d427d0eb194a5da756eafa04bc1d95ba2dee0f640d6c15aec4e,b72441722097d455121cbbc90072a8bef3aad467b1ae57e9c0690c8a09e20f83,a453ddabdc487dfdfc09884474c4f4fb38119c5cb3a5f9744812abd2ca449525,c578241c28eb5312dc064e0387c8b9a98896f7f1b9ed1f7eef7324485ae7f4be,8d6c91f750ae8b0edf6b5965c211d424e04a205e10bea4a06a190896b2274687,3fd84994405612d471bfdd204bc5eb4e535101cb90709a680c25212e9e6900ce,f681de44b25b20154630d791ed0a5b9a710771a8b292d863508df1aba3c24737
"1080","0.6","1","1","1","10800103","100","200","0","bgm_M64","0.8","0","3","3","-30","10","1.2","70","-5","101201","101201","-15"
"1080","0.7","1","1","1","10800104","100","200","-15","bgm_M64","0.9","10","4","4","-30","0","1","-110","190","101201","101201","0"
"1080","1","1","1","1","10800105","100","250","-45","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101202","101202","-20"
"1081","0.575","1","1","1","10810101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-100","-480","101291","101291","0"
"1081","0.7","1","1","1","10810102","250","240","-30","bgm_M64","0.8","-30","2","2","-30","0","1","-10","-230","101291","101291","0"
"1081","0.75","1","1","1","10810103","100","200","-10","bgm_M64","1","0","3","3","-30","5","1.2","-110","-10","101291","101291","-15"
"1081","0.8","1","1","1","10810104","300","200","-50","bgm_M64","1","-50","4","4","-30","-20","1.3","55","200","101291","101291","-10"
"1081","1.1","1","1","1","10810105","100","230","30","bgm_M55","1","15","5","5","-30","30","1.45","-15","490","101292","101292","-20"
"1082","0.8","1","1","1","10820101","100","210","0","bgm_M64","1.1","20","1","1","-30","10","1.45","0","-470","101301","101301","0"
"1082","0.75","1","1","1","10820102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-270","101301","101301","0"
"1082","1.55","1","1","1","10820103","100","200","-10","bgm_M64","2.2","0","3","3","-30","0","2.3","65","0","101301","101301","-15"
"1082","0.7","1","1","1","10820104","100","200","0","bgm_M64","0.7","0","4","4","-30","0","1","-120","200","101301","101301","0"
"1082","1","1","1","1","10820105","100","270","-30","bgm_M55","1.1","-15","5","5","-30","10","1.2","-55","470","101302","101302","-20"
"1083","0.575","1","1","1","10830101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","0","-450","101441","101441","0"
"1083","0.75","1","1","1","10830102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-90","-250","101441","101441","0"
"1083","0.85","1","1","1","10830103","200","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","60","-25","101441","101441","-15"
"1083","0.75","1","1","1","10830104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.2","-70","220","101441","101441","0"
"1083","0.95","1","1","1","10830105","100","230","-30","bgm_M55","1.1","-35","5","5","-30","10","1.2","-70","470","101442","101442","-20"
