882ad8dedb6c1c8a023f9fae32e9af61c1c0fdd0c043ded4b12fddc8590305b9,8385238cce2395966fc8d0466867deff82b8ebaede89d18dd29d10a508c32587,1eafb561efde59751d1e2e39bdde2539f8dbb32410d2455d35c77d9caac729b7,eb06f75a720e0d1a11ccb5d2a6352ce8c9830cadae29ee60863496479a2d7e7a,a2b7944f6896358d31a20da86e8f9328d8a4ef9da649ddacbf18105f913dc4c1,9b1e83840eb7be615653a001e2dc73588f87613df9c49f2b063a64e11fbbcc65,4f7c6b476b17fb80b3c79f1763341528fd0ad524ed0fdae45b3388d21028c2c9,825ff47ae0c2b63a000271ce47b6b4dfddb618bb957110ef7e015b2e4665bea8,a6d9ca8e990e6691e9183eee684fed8c9ad96fded38f9e8cfb7c9c9609d662b6,be444183664d6ab7df26874b009ac557eb2cd07950d4193a806f0cc48932218d,220d330c693995eb3ed162843c593aec09b4fe8d6dc7893fa82988368378d7b0,c21f85beb96485cb1a7cb7eff41df3670a7917a487ea53b7083974fc60763952,ddc24f48be34139decfc598dc1ec672b9729225ffb0d72924f8b2c9a00a46dca,9b300a217afe3cbe5f21c506aa70b521c9fe8f94b990d030bd8dac39c3107cd1,d678538f1947b8df29be7e72f7a91b6a307cab6200b044aceea6a8c8784b63c2,d79252e054f2df628f5a43b7204a293782521a6c3cae265f4000d007cdb14970
"クウカ（サマー）","長妻樹里","0","15","157","19","49","18","127001","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","11","ヴァイスフリューゲル　ランドソル支部","ヒューマン","妄想大好き！　ほんとは照れ屋な女の子","AB","小説を読むこと"
"シノブ（サマー）","大坪由佳","0","7","157","22","42","18","127101","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","12","悪魔偽王国軍（ディアボロス）","魔族","占いが得意な霊能少女","AB","占い"
"キャル（編入生）","立花理香","0","1","152","2","39","14","127201","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","9","美食殿","獣人族","行き倒れの謎のネコミミ魔法使い","A","猫と遊ぶ"
"スズナ（編入生）","上坂すみれ","0","14","167","10","48","17","127301","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","4","ルーセント学院","魔族","天真爛漫で人気者のカリスマモデル","O","ファッション"
"サレン（サラサリア）","堀江由衣","0","9","156","4","43","17","127501","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","10","サレンディア救護院","エルフ","救護院を経営する優しい庶民派お嬢様","A","経営、お茶会"
"ルカ（サラサリア）","佐藤利奈","0","13","167","11","54","25","127601","","7","トワイライトキャラバン","ヒューマン","人情味溢れる粋でいなせな「姉御」","B","釣り"
"リンド","豊田萌絵","0","","145","5","???","12","127701","","2","？？？","ドラゴン族","真面目で一生懸命なドラゴンメイド（姉）","?","妹と過ごす休日"
"ヴルム","関根明良","0","","145","5","???","12","127801","","2","？？？","ドラゴン族","不真面目で気怠げなドラゴンメイド（妹）","?","サボり、姉と過ごす休日"
"ペコリーヌ（クリスマス）","M・A・O","0","1","156","31","46","17","127901","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","3","美食殿","ヒューマン","いつも元気な腹ペコ少女","O","食べ歩き、料理"
"クレジッタ（クリスマス）","Lynn","0","18","160","19","57","26","128001","","9","リッチモンド商工会","ヒューマン","忠義に目覚めた女商人","A","お金を数えること、悪だくみ"
"イノリ（ニューイヤー）","藤田茜","0","17","145","29","???","13","128301","","9","ドラゴンズネスト","ドラゴン族","口が達者なヘタレドラゴン","AB","ゲーム"
"ハツネ（ニューイヤー）","大橋彩香","0","6","156","24","46","17","128401","私はハツネ！　困っている人の味方だよ！\n困った時は、いつでも言ってね♪\n私のちょ…ま、魔法で助けてあげるから！","12","フォレスティエ","エルフ","みんなのために超能力を使う眠り姫","A","妹と遊ぶこと、二度寝、昼寝、早寝"
"カスミ（ニューイヤー）","水瀬いのり","0","10","152","3","41","15","128501","","11","自警団（カォン）","獣人族","頭脳明晰な美少女名探偵","AB","読書、推理"
"ヒヨリ（アストラル）","東山奈央","0","2","155","27","44","16","128701","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","8","トゥインクルウィッシュ","獣人族","人助けが大好き！　前向き格闘娘","A","人助け、応援"
"レイ（アストラル）","早見沙織","0","2","163","12","46","18","128801","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","1","トゥインクルウィッシュ","魔族","クールで何事にも真っ直ぐな剣士","B","読書、乗馬、お茶"
"ユイ（アストラル）","種田梨沙","0","2","158","5","47","17","128901","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","4","トゥインクルウィッシュ","ヒューマン","戦闘のサポートが得意な、心優しい少女","O","料理、人間観察"
"エリス","桑島法子","0","","168","15","??","??","129001","","2","？？？","ヒューマン","悲劇の根源に咲き誇る美しき黒薔薇","?","騎士クンの話を聞くこと"
"ユニ（ウィンター）","小原好美","0","16","142","28","36","18","129301","","2","聖テレサ女学院（なかよし部）","ヒューマン","書庫に眠れる小さな賢人","O","読書"
"クロエ（ウィンター）","種﨑敦美","0","16","154","7","42","17","129401","","8","聖テレサ女学院（なかよし部）","エルフ","ダウンタウン育ちのダウナー系エルフ","O","ダーツ"
"チエル（ウィンター）","佐倉綾音","0","16","156","15","46","16","129501","","9","聖テレサ女学院（なかよし部）","ヒューマン","自由奔放ナチュラル無礼な現代っ子","O","ダンス、カラオケ"
"アネモネ","立花日菜","0","","145","2","39","13","129601","","4","？？？","妖魔人","孤絶の香を纏う花の妖魔人","A","花の手入れ、トゲぬき"
"ネフィ＝ネラ","大久保瑠美","0","","139","31","??","??","129701","","12","？？？","妖魔人","万魔の頂点、煉獄の媛君","?","おままごと、人間観察"
"マコト（コマンダー）","小松未可子","0","10","168","9","54","17","129801","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","8","自警団（カォン）","獣人族","男勝りで情に厚いワイルド娘","O","お菓子作り"
"エリコ（コマンダー）","橋本ちなみ","0","13","154","30","43","16","129901","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","7","トワイライトキャラバン","魔族","運命の相手に一途すぎる乙女","B","実験、裁縫、料理"
"ヤマト","ファイルーズあい","0","21","168","8","55","21","130001","","1","バンディ・シスターズ","エルフ","悪運に愛された、盗賊ギルドの頭領長女","B","妹たちを躾ける"
"ワカナ","石見舞菜香","0","21","158","30","45","16","130101","","5","バンディ・シスターズ","ヒューマン","大変だけど元気です。盗賊ギルドの次女","A","編み物"
"フブキ","花井美春","0","21","136","5","37","12","130201","","3","バンディ・シスターズ","獣人族","生意気だけど超天才！　盗賊ギルドの三女","AB","ワカナをいぢめること"
"キョウカ（スプリング）","小倉唯","0","5","118","2","21","8","130701","","2","リトルリリカル","エルフ","礼儀正しくしっかり者のちびっ子優等生","A","お勉強"
"スズメ（スプリング）","悠木碧","0","9","154","12","43","15","130801","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","12","サレンディア救護院","ヒューマン","お嬢さまのためにがんばるドジっ娘メイド","O","ご奉仕"
"クルル","田中美海","0","","158","2","46","16","130901","","8","ジオ・テオゴニア","宝石兎族","なんでもあげちゃうポンコツ支配人バニー","A","掃除、宝石や遊園地の手入れ"
"マホ（ドリームパーク）","内田真礼","0","10","155","22","42","16","131001","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","9","自警団（カォン）","獣人族","マホマホ王国のプリンセス","O","空想、ぬいぐるみ集め"
"ネア（サマー）","和氣あず未","0","19","157","13","55","19","131101","","6","レイジ・レギオン","魔族？","ショタ大好き♪　ギャル系スライム娘","B","可愛いショタと遊ぶ、買い物"
"ミソラ（サマー）","鬼頭明里","0","19","159","2","??","16","131201","","7","レイジ・レギオン","ヒューマン","明朗快活、なれど破滅に流るる溌溂少女","A","特に無し"
"リリ（サマー）","鈴木みのり","0","20","154","29","44","15","131601","","4","アルターメイデン","ヒューマン","贖罪を胸に強さを求める妹系大和撫子","A","華道、読書（古典）、トーゴク画"
"アメス（サマー）","相坂優歌","0","","150","?","???","??","131701","","?","？？？","？？？","新たな姿で騎士の冒険を支え続ける妖精","?","？？？"
"ホマレ（サマー）","大西沙織","0","17","168","17","???","25","131801","","4","ドラゴンズネスト","ドラゴン族","妖しい微笑で全てを見透かす臥竜の頭領","O","絵画、読書"
"エミリア（サマー）","高橋李依","0","","164","23","??","??","131901","","9","？？？","ハーフエルフ","銀髪のおっとりハーフエルフ","?","パックの毛繕い、勉強"
"エキドナ（サマー）","坂本真綾","0","","164","24","???","??","132001","","1","？？？","？？？","強欲の魔女","?","知識欲を満たすこと"
"レム（サマー）","水瀬いのり","0","","154","2","??","17","132101","","2","？？？","鬼族","鬼がかりの万能妹メイド","?","演劇鑑賞、詩文"
"ノゾミ（アルケミスト）","日笠陽子","0","4","157","24","40","17","132201","","1","カルミナ","ヒューマン","歌って踊れる大人気アイドル","B","舞台鑑賞、ダンス"
"ルイズマリー","鈴代紗弓","0","22","160","2","47","17","132301","","1","アルケス錬金堂","獣人族","むっつりスケベなチョロイン錬金術師","A","妄想"
"イロハ","青山吉能","0","22","170","8","53","26","132401","","9","アルケス錬金堂","ヒューマン","おっきな体と無邪気な心の天才剣士","O","虫捕り"
"ソノ","井上ほの花","0","22","136","8","34","10","132501","","11","アルケス錬金堂","エルフ","体は子ども、頭脳は大人な錬金堂店主","AB","健康サプリを試すこと"
"ライラエル（クリスマス）","河瀬茉希","0","","162","17","??","??","132801","","1","？？？","天使族","優しさと傲慢さを併せ持つプリンセス","?","昼寝、新作スイーツの試食"
"イオ（クリスマス）","伊藤静","0","14","162","14","52","23","132901","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","8","ルーセント学院","魔族","多くの男性を魅了する無垢な女教師","B","恋愛小説、恋愛舞台、恋愛漫画の鑑賞"
"グレイス","富田美憂","0","","166","31","0","21","133001","","10","？？？","ヒューマン","怜悧で幽愁、オバケでオトボケな守護騎士","AB","水墨画"
"ヴァイオレット","長縄まりあ","0","","158","21","49","17","133101","","2","？？？","ヒューマン","冥府に咲くアンデッド系プリンセス","A","香水集め、物語を読むこと"
"モニカ（ニューイヤー）","辻あゆみ","0","15","140","28","33","17","133201","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","7","ヴァイスフリューゲル　ランドソル支部","ヒューマン","見た目も中身もお子ちゃまな異国の軍人","A","お菓子屋通い"
"サレン（ニューイヤー）","堀江由衣","0","9","156","4","43","17","133501","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","10","サレンディア救護院","エルフ","救護院を経営する優しい庶民派お嬢様","A","経営、お茶会"
"メドゥーサ","水橋かおり","0","","141","7","??","14","133601","","12","？？？","妖魔人","わがままで意地っ張りな末っ子系蛇娘","B","メドゥシアナと空を飛ぶこと"
"ラビリスタ（アルファ）","沢城みゆき","0","3","160","25","??","25","133701","","7","ラビリンス","ヒューマン","秘密結社ラビリンスの『迷宮女王』","AB","人間観察"
"ネネカ（アルファ）","井口裕香","0","","149","24","??","24","133801","","3","？？？","エルフ","研究所に隠れ住む物静かなお姉さん","O","物真似、芸術鑑賞"
"クリスティーナ（アルファ）","たかはし智秋","0","8","165","7","??","27","133901","","2","王宮騎士団（NIGHTMARE）","ヒューマン","傍若無人な王宮騎士団副団長","O","強敵との闘争"
"フィオ","相坂優歌","0","","???","?","???","??","134001","","?","？？？","？？？","貴方と共にある導きの妖精","?","貴方と冒険すること"
"ランファ（儀装束）","原田彩楓","0","19","165","28","53","20","134301","","12","レイジ・レギオン","魔族","静寂を求め歌う陰気少女","O","歌、読書、詩を書くこと"
"チカ（儀装束）","福原綾香","0","4","163","3","46","17","134401","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","6","カルミナ","ヒューマン","人々を守るために歌う、唱喚士の少女","O","各種楽器"
"クローチェ（エアリアル）","長谷川育美","0","","170","11","全備重量278.1","??","134501","","11","？？？","機械人族","スマイル満タン！　パワフル機械少女","?","昼寝、誰かの役に立つこと"
"アオイ（パイロット）","花澤香菜","0","6","158","6","44","13","134601","","6","フォレスティエ","エルフ","「友達」に憧れる、エルフの森の女の子","AB","友達作りのイメトレ"
"ホウオウ","篠田みなみ","0","","142","10","40","18","134701","","10","？？？","妖魔人","偉大にして優雅、時々ぴよぴよ","?","湯浴み"
"ツムギ（ジオ・ゲヘナ）","木戸衣吹","0","4","153","7","45","14","134801","","9","カルミナ","ヒューマン","ファッション大好きなキュートガール","AB","裁縫"
"カノン","幸村恵理","0","","155","9","48","18","134901","","10","？？？","妖魔人","奴隷ながらもお高貴なド令嬢","B","狩り、おジュエリー集め"
"エリス（サマー）","桑島法子","0","","168","15","??","??","135001","","2","？？？","ヒューマン","悲劇の根源に咲き誇る美しき黒薔薇","?","騎士クンの話を聞くこと"
"シェフィ（サマー）","近藤玲奈","0","1","147","14","???","14","135101","","12","美食殿","ドラゴン族","記憶喪失のドラゴン娘","B","読書、ストレッチ"
"プレシア（サマー）","高尾奏音","0","20","135","1","34","10","135201","","3","アルターメイデン","獣人族","正義の魂を受け継ぐ、爆食系天然天才娘","O","ごはんをたべること"
"クリア（サマー）","前田佳織里","0","20","147","1","42","13","135301","","11","アルターメイデン","ヒューマン","忘れ難い罪過を抱える、黒き翼の聖女","O","お菓子作り、花の世話、バイオリン演奏"
"アネモネ（サマー）","立花日菜","0","","145","2","39","13","135401","","4","？？？","妖魔人","孤絶の香を纏う花の妖魔人","A","花の手入れ、トゲぬき"
"アイラ","松岡由貴","0","","162","27","??","??","135501","","3","？？？","獣人族","太陽と熱砂の国で未来を願う笑顔の豪炎","?","人助け、街歩き、利き麦しゅわ"
"シナツ","皆川純子","0","","167","9","??","??","135601","","2","？？？","魔族","曙光と翠嵐の国で未来を護る寡黙な剣豪","?","武器の手入れ、瞑想、釣り"
"ヒヨリ（サラサリア）","東山奈央","0","2","155","27","44","16","135701","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","8","トゥインクルウィッシュ","獣人族","人助けが大好き！　前向き格闘娘","A","人助け、応援"
"ユキノ","天野聡美","0","","179","30","63","19","135801","","12","？？？","雪女","真白き冬化粧を纏う、一途な心の雪女","O","三味線、死魔エナガのお世話"
"サツキ","島袋美由利","0","","135","2","29","20","135901","","2","？？？","鬼族","怪力無双、ハードボイルドな仁義の鬼嬢","O","強敵との手合わせ、夜廻り"
"アラクネ","遠藤綾","0","","240","15","108","28","136001","","1","？？？","妖魔人","新たな道を歩み始めた女郎蜘蛛","AB","光を追うこと、整理整頓"
"サクラ","本渡楓","0","","158","2","46","享年17","136101","","4","？？？","ゾンビ","サガを救うアイドルゾンビ","A","お菓子作り、パズルゲーム"
"ナーナ","黒沢ともよ","0","","152","10","53","16","136201","","2","？？？","妖魔人","落ちこぼれでもめげない、アルミラージ娘","O","巣ごもり、昼寝"
"ユイ（クリスマス）","種田梨沙","0","2","158","5","47","17","136401","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","4","トゥインクルウィッシュ","ヒューマン","戦闘のサポートが得意な、心優しい少女","O","料理、人間観察"
"ニノン（サマー）","佐藤聡美","0","15","163","31","51","16","137101","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","8","ヴァイスフリューゲル　ランドソル支部","ヒューマン","トーゴクの神秘、オシエテクダサイ！","O","忍法開発"
"カスミ（シスター）","水瀬いのり","0","10","152","3","41","15","137401","","11","自警団（カォン）","獣人族","頭脳明晰な美少女名探偵","AB","読書、推理"
"ヒヨリ（プリンセス）","東山奈央","0","2","155","27","44","16","180101","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","8","トゥインクルウィッシュ","獣人族","人助けが大好き！　前向き格闘娘","A","人助け、応援"
"ユイ（プリンセス）","種田梨沙","0","2","158","5","47","17","180201","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","4","トゥインクルウィッシュ","ヒューマン","戦闘のサポートが得意な、心優しい少女","O","料理、人間観察"
"レイ（プリンセス）","早見沙織","0","2","163","12","46","18","180301","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","1","トゥインクルウィッシュ","魔族","クールで何事にも真っ直ぐな剣士","B","読書、乗馬、お茶"
"ぺコリーヌ（プリンセス）","M・A・O","0","1","156","31","46","17","180401","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","3","美食殿","ヒューマン","いつも元気な腹ペコ少女","O","食べ歩き、料理"
"コッコロ（プリンセス）","伊藤美来","0","1","140","11","35","11","180501","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","5","美食殿","エルフ","主を慕う、小さなガイド役","B","瞑想、動植物の飼育"
"キャル（プリンセス）","立花理香","0","1","152","2","39","14","180601","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","9","美食殿","獣人族","行き倒れの謎のネコミミ魔法使い","A","猫と遊ぶ"
"ハツネ＆シオリ","大橋彩香、小清水亜美","0","500","-","-","-","-","180701","","-","フォレスティエ、牧場（エリザベスパーク）","エルフ、獣人族","絆でつながる信愛の姉妹","-","二人でピクニックに行くこと"
"ミソギ＆ミミ＆キョウカ","諸星すみれ、日高里菜、小倉唯","0","5","-","-","-","-","180801","","-","リトルリリカル","ヒューマン、獣人族、エルフ","勇気！　友情！　リリカルズ！","-","みんなで冒険すること"
"アキノ＆サレン","松嵜麗、堀江由衣","0","501","-","-","-","-","180901","","-","メルクリウス財団、サレンディア救護院","ヒューマン、エルフ","気高き友情で結ばれた好敵手","-","切磋琢磨"
"アン＆グレア","日笠陽子、福原綾香","0","","-","-","-","-","181001","","-","？？？","ヒューマン、半人半竜","約束を誓い合うマナリアの双姫","-","一緒にピアノを連弾すること"
"シズル＆リノ","生天目仁美、阿澄佳奈","0","3","-","-","-","-","181101","","-","ラビリンス","ヒューマン、ヒューマン","真実も偽りも超えるきょうだい","-","弟を愛でること＆兄に甘えること"
"シェフィ（プリンセス）","近藤玲奈","0","1","147","14","???","14","181201","","12","美食殿","ドラゴン族","記憶喪失のドラゴン娘","B","読書、ストレッチ"
"ドクロ親父","-","0","","-","-","-","-","427101","","-","-","-","美女と娘が大好き♪　ろくでなし骸骨男","-","-"
"ヒヨリ","東山奈央","0","2","155","27","44","16","900103","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","8","トゥインクルウィッシュ","獣人族","人助けが大好き！　前向き格闘娘","A","人助け、応援"
"イノリ","藤田茜","0","17","145","29","???","13","906601","","9","ドラゴンズネスト","ドラゴン族","口が達者なヘタレドラゴン","AB","ゲーム"
"レイ（アストラル）","早見沙織","0","17","163","12","46","18","928801","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","1","トゥインクルウィッシュ","魔族","クールで何事にも真っ直ぐな剣士","B","読書、乗馬、お茶"
