b35c5f3eb8364669c76fe971ff7659b4adef2ce6b78e9b17cd9f9e15e474002b,80cd2948e0895d79cc2b825bbfe5765f6390dd606104d8c97d4793ec8cb334a9,89cfabd4349d0541cf33e63342538123bc33b7cee17825b9b1a3a7ffda9a3430,a328b8d407fb42beb6987cb95c401eed0354e55560e7d4cd7b65199180d83c6d,3ef5ae4828a878c3d3d4d4025a7a9cf6561989a626c28d5dcc94a10fd913cf91,0d880fecd54a9b61752a94712978004cfdfc36854fc8ac0c8a8742641420452e,cdc666d14da9e274442d00c6b20b4250f1da66b1d6537d374d8e697969460cf0,8e6f1836ab0891fff3dbb84c7c110e2584969d59658fb1809a98fb12a1c58a25,cb1789a82ca8d5ad8635952da34f24c74ac1ec453e9c964e88e98d4a137e5002,c3f69437ced53a54ffab11b40c2858ab70688f4faeb1e2b84a8e4edc28bce343
"イモカン","カボチャカン","1","2530004","ニンジンカン","0","0","0","ナスカン","0"
"天王","天心","1","2530005","天命","0","0","0","天元","0"
"はんぺん","ちくわぶ","1","2530006","ねりもの","0","0","0","かまぼこ","0"
"クレーンブラッド","カナリーブラッド","1","2530009","ストークブラッド","0","0","0","ピジョンブラッド","0"
"テールノート","ボトムノート","1","2530010","イニシャルノート","0","0","0","トップノート","0"
"ブレーン","クレーン","1","2530012","ハレーン","0","0","0","トレーン","0"
"お刺身","ご飯","1","2530013","お漬物","0","0","0","お吸い物","0"
"ツァイガルニク効果","ダニング＝クルーガー効果","1","2530014","バーナム効果","0","0","0","ピグマリオン効果","0"
"PK値","PQ値","1","2530016","PS値","0","0","0","PA値","0"
"インフォームド・リタイア","インフォームド・ラチェット","1","2530018","インフォームド・クライアント","0","0","0","インフォームド・コンセント","0"
"湯の草","湯の茎","1","2530020","湯の実","0","0","0","湯の花","0"
"トランク","ハンドル","1","2530021","ワイパー","0","0","0","ボンネット","0"
"6九","7九","1","2530022","4九","0","0","0","5九","0"
"324","256","1","2530023","289","0","0","0","361","0"
"52枚","108枚","1","2530024","72枚","0","0","0","48枚","0"
"1月","5月","1","2530025","9月","0","0","0","11月","0"
"鼻","目","1","2530028","耳","0","0","0","舌","0"
"青口","白口","1","2530030","黒口","0","0","0","赤口","0"
"鮪尺","鯵尺","1","2530032","鱒尺","0","0","0","鯨尺","0"
"パタンナー","ガンナー","1","2530033","サマナー","0","0","0","ランナー","0"
"欄間","上棟","1","2530034","三和土","0","0","0","長押","0"
"ブリリアントカット","マーキーズカット","1","2530035","オーバルカット","0","0","0","トリリアントカット","0"
"赤一色","黒一色","1","2530036","白一色","0","0","0","緑一色","0"
"はり","しき","1","2530037","かり","0","0","0","けた","0"
"エメラルド","タンザナイト","1","2530039","オパール","0","0","0","ダイヤモンド","0"
"五全","五花","1","2530041","五星","0","0","0","五光","0"
"歯槽膿漏","口内炎","1","2530042","歯肉炎","0","0","0","虫歯","0"
"倒木","枕木","1","2530043","片棒","0","0","0","撞木","0"
"臨書","草書","1","2530044","己運","0","0","0","自運","0"
"熊","羆","1","2530046","態","0","0","0","能","0"
"ppp","pmp","1","2530047","amp","0","0","0","ppm","0"
"タルト","ワッフル","1","2530048","ガム","0","0","0","ウェハー","0"
"C3","C2","1","2530049","C5","0","0","0","C4","0"
"66","77","1","2530050","99","0","0","0","88","0"
"36","56","1","2530052","88","0","0","0","52","0"
"メゾバス","メゾテノール","1","2530053","アルト","0","0","0","バリトン","0"
"羽織","座布団","1","2530054","手ぬぐい","0","0","0","扇子","0"
"チップイン","スローイン","1","2530056","ゴーイン","0","0","0","タックイン","0"
"100人","3人","1","2530058","20人","0","0","0","10人","0"
"アレキサンダー暗号","カール暗号","1","2530059","ミモザ暗号","0","0","0","シーザー暗号","0"
"モルモット","ペリドット","1","2530060","ベルモット","0","0","0","ベルベット","0"
"パンプス","ミュール","1","2530061","ブーティー","0","0","0","ウェッジソール","0"
"朝になって","朝が来て","1","2531001","朝がまた来て","0","0","0","朝に変わって","0"
"光","おひさま","1","2531002","太陽","0","0","0","陽射し","0"
"ラフレシアマンドラゴラ","エルダークラウド","1","2531003","ドリルモール","0","0","0","ラットン","0"
"セオリー","スパイラル","1","2531004","ミスティ","0","0","0","クリティカル","0"
"ポーチ","ラバーストラップ","1","2531005","アクリルスタンド","0","0","0","マグカップ","0"
"パック","キック","1","2610002","ラック","0","0","0","ノック","0"
"ペサパッロ","ハイアライ","1","2610003","フィーエルヤッペン","0","0","0","クリケット","0"
"ギャラリー","キャラメル","1","2610004","キャンパス","0","0","0","キャディー","0"
"警備員","審判","1","2610005","球拾い","0","0","0","地面の整備","0"
"ハズレ","ツカミ","1","2610007","ガブリ","0","0","0","アタリ","0"
"魚影","魚群","1","2610008","魚尾","0","0","0","魚拓","0"
"ツバメ","カラス","1","2610009","スズメ","0","0","0","ハト","0"
"バック","フロント","1","2610010","ヒット","0","0","0","ホーム","0"
"5カウント","7カウント","1","2610012","10カウント","0","0","0","3カウント","0"
"扇子","拍子木","1","2610013","笛","0","0","0","軍配","0"
"9人","5人","1","2610015","3人","0","0","0","11人","0"
"ヒット","パンチ","1","2610016","ビンゴ","0","0","0","アウト","0"
"アレー","カレー","1","2610017","マレー","0","0","0","ボレー","0"
"11人","9人","1","2610018","3人","0","0","0","5人","0"
"ブレイクタイム","小休止","1","2610019","レスト","0","0","0","タイムアウト","0"
"バスケットボール","バレーボール","1","2610021","野球","0","0","0","サッカー","0"
"ボートレース","アイスホッケー","1","2610023","ボブスレー","0","0","0","カーリング","0"
"ラグビー","サッカー","1","2610025","バスケットボール","0","0","0","アメリカンフットボール","0"
"ブランコ","シーソー","1","2610027","ジャングルジム","0","0","0","鉄棒","0"
"からす跳び","とんび跳び","1","2610029","わし跳び","0","0","0","はやぶさ跳び","0"
"剣道","ボクシング","1","2610030","アマチュアレスリング","0","0","0","柔道","0"
"ブリッジ","ダム","1","2610032","ビルディング","0","0","0","トンネル","0"
"試合に臨む","両者の実力が近い","1","2610033","ちゃんこがおいしい","0","0","0","勝負に負ける","0"
"ゴルフ","サッカー","1","2610034","バスケットボール","0","0","0","野球","0"
"アルミホイルタイム","テーブルクロスタイム","1","2610035","エプロンタイム","0","0","0","ラップタイム","0"
"2位","4位","1","2610036","1位","0","0","0","3位","0"
"バタフライ","クロール","1","2610037","平泳ぎ","0","0","0","背泳ぎ","0"
"サッカー","バスケットボール","1","2610039","バレーボール","0","0","0","ゴルフ","0"
"一塁手","二塁手","1","2610040","三塁手","0","0","0","本塁手","0"
"バンカー","ファウル","1","2610041","アウト","0","0","0","ガター","0"
"リットル","マッスル","1","2610042","コッヘル","0","0","0","ピッケル","0"
"投手","内野手","1","2610043","外野手","0","0","0","捕手","0"
"ハチ","ナナ","1","2610044","ジュー","0","0","0","キュー","0"
"スライ","フライ","1","2610046","オーライ","0","0","0","トライ","0"
"サービスショット","サービスアタック","1","2610047","サービスボール","0","0","0","サービスエース","0"
"胴","小手","1","2610048","頭突き","0","0","0","面","0"
"コップ","タオル","1","2610050","バケツ","0","0","0","たすき","0"
"ポーク","ポスト","1","2610051","オベリスク","0","0","0","ポール","0"
"ミスターストップ","バスストップ","1","2610052","ワンストップ","0","0","0","ドクターストップ","0"
"レッド","ブルー","1","2610053","ブラウン","0","0","0","グリーン","0"
"オフサイド","レッドカード","1","2610054","コーナーキック","0","0","0","ノーサイド","0"
"スパイク","アタック","1","2610055","ブロック","0","0","0","レシーブ","0"
"バスケットボール","卓球","1","2610057","テニス","0","0","0","野球","0"
"シングルドリブル","トリプルドリブル","1","2610058","ゼロドリブル","0","0","0","ダブルドリブル","0"
"ソフトボール","バスケットボール","1","2610059","サッカー","0","0","0","ラグビー","0"
"リマ（シンデレラ）","タマキ（作業服）","1","2611001","ユイ（ニューイヤー）","0","0","0","ツムギ（サマー）","0"
"イオ（ノワール）","カスミ（マジカル）","1","2611002","クウカ（ノワール）","0","0","0","シオリ（マジカル）","0"
"スピード","スタミナ","1","2611003","ガッツ","0","0","0","パワー","0"
"ジェネラルホーン","アンチビースト","1","2611004","マダムエレクトラ","0","0","0","エルダータイラント","0"
"スキル1","位置付け","1","2611005","EXスキル","0","0","0","ユニオンバースト","0"
"1本","2本","1","2620002","4本","0","0","0","3本","0"
"スペシャルジャンプ","ウルトラ滑降","1","2620003","ハイパーモーグル","0","0","0","スーパー大回転","0"
"ツルツルしている","トゲトゲしている","1","2620005","ネバネバしている","0","0","0","デコボコしている","0"
"7球","6球","1","2620006","4球","0","0","0","5球","0"
"ビリヤード","ダーツ","1","2620007","卓球","0","0","0","ボウリング","0"
"リスト","ラスト","1","2620008","マスト","0","0","0","ピスト","0"
"マッチロール","スチロール","1","2620010","スプロール","0","0","0","ベリーロール","0"
"10秒","5秒","1","2620011","60秒","0","0","0","20秒","0"
"平泳ぎ","背泳ぎ","1","2620012","バタフライ","0","0","0","自由形","0"
"205センチ","255センチ","1","2620013","355センチ","0","0","0","305センチ","0"
"2枚","3枚","1","2620014","6枚","0","0","0","4枚","0"
"10個","7個","1","2620015","6個","0","0","0","8個","0"
"リベロ","スイーパー","1","2620016","ウイング","0","0","0","ボランチ","0"
"15分","30分","1","2620017","45分","0","0","0","20分","0"
"親指","小指","1","2620018","手の甲","0","0","0","手のひら","0"
"あじ折り","さけ折り","1","2620022","まぐろ折り","0","0","0","さば折り","0"
"選択権確定","指名権確定","1","2620024","契約権確定","0","0","0","交渉権確定","0"
"ボーリング","イカリング","1","2620025","スパッタリング","0","0","0","カーリング","0"
"クローズ戦","イベント戦","1","2620026","オールスター戦","0","0","0","オープン戦","0"
"タッチアウト","タッチラン","1","2620028","タッチラップ","0","0","0","タッチアップ","0"
"4番打者","1番打者","1","2620029","捕手","0","0","0","先発投手","0"
"20回","22回","1","2620030","23回","0","0","0","21回","0"
"ポロ","ラクロス","1","2620031","クリケット","0","0","0","アイスホッケー","0"
"サークル","ブリッジ","1","2620032","お湯","0","0","0","アーチ","0"
"バーディ","ボギー","1","2620033","ダブルボギー","0","0","0","イーグル","0"
"リフティング","ラフティング","1","2620034","ピーリング","0","0","0","パドリング","0"
"12点","8点","1","2620035","6点","0","0","0","9点","0"
"30台","50台","1","2620036","110台","0","0","0","10台","0"
"0個","1個","1","2620038","2個","0","0","0","決まっていない","0"
"肩たたき","肩落とし","1","2620040","肩ぐるま","0","0","0","肩すかし","0"
"ダメージボックス","ファールボックス","1","2620041","フェイスオフボックス","0","0","0","ペナルティボックス","0"
"闘牛","サンボ","1","2620042","マタドール","0","0","0","ロデオ","0"
"スクリーン","スティール","1","2620044","インターセプト","0","0","0","リバウンド","0"
"オープンショット","スナップショット","1","2620045","タイガーショット","0","0","0","ブレイクショット","0"
"ストリップ","スリップオン","1","2620046","スープレックス","0","0","0","スプリット","0"
"棒高跳","三段跳","1","2620048","走高跳","0","0","0","走幅跳","0"
"中距離走","長距離走","1","2620049","駅伝","0","0","0","短距離走","0"
"ダンス","ワルツ","1","2620050","ディスコ","0","0","0","スキップ","0"
"綾跳び","二重跳び","1","2620051","駆け足跳び","0","0","0","交差跳び","0"
"421.95km","4219.5km","1","2620054","4.2195km","0","0","0","42.195km","0"
"ホームラン","バント","1","2620057","フライ","0","0","0","ファール","0"
"最優秀ゴルファー","池ポチャ","1","2620058","バンカー","0","0","0","ホールインワン","0"
"ダメ元技","一か八か技","1","2620059","逆転技","0","0","0","捨て身技","0"
"チャレンジマッチ","プレマッチ","1","2620060","リハーサルマッチ","0","0","0","テストマッチ","0"
"ダーツ","ボウリング","1","2620061","卓球","0","0","0","ビリヤード","0"
"しりとり","じゃんけん","1","2621001","なぞなぞ","0","0","0","ラップバトル","0"
"オーバーレイ","デストラクション","1","2621002","エレベーション","0","0","0","インジェクション","0"
"ネプテリオン","島クジラ","1","2621003","テンタパス","0","0","0","グレートトゥンヌス","0"
"ナンバーズアヴァロン","ブルートゥスアヴァロン","1","2621004","デュアリティアヴァロン","0","0","0","アルティマスアヴァロン","0"
"超全力全開☆プリンセスストライク","アビスエンドバースト","1","2621005","オーロラ・サンクチュアリ","0","0","0","ディバインレイン","0"
"ファウル","本塁打","1","2630001","アウト","0","0","0","二塁打","0"
"80センチメートル","90センチメートル","1","2630002","100センチメートル","0","0","0","70センチメートル","0"
"ムシャ","バシャ","1","2630004","シシャ","0","0","0","ラシャ","0"
"アッパー","キドニー","1","2630006","テンプル","0","0","0","クリンチ","0"
"足の動きを際立たせるため","気合が入るため","1","2630007","安く作れるため","0","0","0","盗まれないように","0"
"外魚","本命外","1","2630008","狙外","0","0","0","外道","0"
"やがけ","よがけ","1","2630009","むがけ","0","0","0","ゆがけ","0"
"エラシコ","ティキタカ","1","2630010","シャペウ","0","0","0","ラボーナ","0"
"青","赤","1","2630011","黒","0","0","0","黄","0"
"15階級","16階級","1","2630012","18階級","0","0","0","17階級","0"
"クローズフレーム","ロストフレーム","1","2630013","メガネフレーム","0","0","0","オープンフレーム","0"
"12枚","8枚","1","2630014","20枚","0","0","0","16枚","0"
"30mm","50mm","1","2630015","60mm","0","0","0","40mm","0"
"30cm","60cm","1","2630016","75cm","0","0","0","45cm","0"
"15.72メートル","31.72メートル","1","2630017","38.72メートル","0","0","0","23.72メートル","0"
"赤と青","赤と黒","1","2630019","白と黒","0","0","0","赤と白","0"
"シャウト","チュート","1","2630021","チャント","0","0","0","キャント","0"
"グリセード","トレッキング","1","2630022","リペリング","0","0","0","ビバーク","0"
"8人","10人","1","2630025","7人","0","0","0","9人","0"
"コーナーキック","ゴールキック","1","2630026","ペナルティーキック","0","0","0","スローイン","0"
"行事","お客さん","1","2630027","控え力士","0","0","0","横綱","0"
"オンショア","インショア","1","2630028","アウトショア","0","0","0","オフショア","0"
"バスラー","バスカー","1","2630029","バスサー","0","0","0","バスター","0"
"白","黒","1","2630030","茶","0","0","0","赤","0"
"跳馬","床","1","2630031","平均台","0","0","0","段違い平行棒","0"
"面取り","舵取り","1","2630035","手取り","0","0","0","乱取り","0"
"中入り","肝入り","1","2630037","嫁入り","0","0","0","水入り","0"
"30cm","50cm","1","2630038","70cm","0","0","0","10cm","0"
"5kg","10kg","1","2630040","3kg","0","0","0","20kg","0"
"サッカー","ハンドボール","1","2630043","水球","0","0","0","バスケットボール","0"
"8人","5人","1","2630044","3人","0","0","0","4人","0"
"ロストボール","ポートボール","1","2630045","スローボール","0","0","0","ロフトボール","0"
"ファースト","ショ―ト","1","2630046","セカンド","0","0","0","サード","0"
"デッキ","ボトム","1","2630048","テール","0","0","0","ノーズ","0"
"まりえ戦","あかね戦","1","2630049","はなこ戦","0","0","0","ともえ戦","0"
"ビンキング","シンキング","1","2630051","ハッキング","0","0","0","バンキング","0"
"ミスショット","パスショット","1","2630052","マスショット","0","0","0","キスショット","0"
"1点","2点","1","2630053","10点","0","0","0","5点","0"
"アンダーロー","ダウンブロー","1","2630054","レッグブロー","0","0","0","ローブロー","0"
"カラン","ベルン","1","2630055","ミルン","0","0","0","ケルン","0"
"セール","ジョイント","1","2630056","ボード","0","0","0","ブーム","0"
"サッカー","バレーボール","1","2630058","バスケットボール","0","0","0","ラグビー","0"
"リュージュ","バイアスロン","1","2630059","ボブスレー","0","0","0","スケルトン","0"
"Aカード","Bカード","1","2630060","Dカード","0","0","0","Cカード","0"
"ナゲット","ソケット","1","2630061","バゲット","0","0","0","ポケット","0"
"フロストファング","バーストファング","1","2631001","ダイヤモンドファング","0","0","0","ブラストファング","0"
"嵐撃の槍","雷撃の槍","1","2631002","激波の拳","0","0","0","海神の杖","0"
"ドラゴンズデッドボール","ドラゴンズシザー","1","2631003","ドラゴンズウィング","0","0","0","ドラゴンズテイル","0"
"ビーチボール","ビーチフラッグ","1","2631004","ビーチベースボール","0","0","0","ボートレース","0"
"七界究極晦冥喝破之装","大海帝王晦冥喝破之装","1","2631005","七海覇者晦冥喝破之装","0","0","0","七界覇王晦冥喝破之装","0"
