061a870dc31789256e9bb561f05f131bcd00281c21bce1a885394f1b6f728011,4e52dcad9e1f7a2c6a909508807b10474b78ab15480995b72828c5eccb7904ae,7df8f751e9f081aac29534d08f1bb929d009c8689904a0c4708599eca6455bd8,527835777fd691a38fe7d0ab61679a913a912fa692ece50b09df48f5fe7b3ca3,e8ea3ba20cd7c3314064fe1dc2c22269a5f78db7fcbb12b10457ed1e9dea300a,f305962c297c680ae98e22de76d459517345cddf9e0d066f8fd89bd8a14bfddf,6d241e14da77b77efd293c2d2d0bded1cdb4edcfa655d9a958c2451ff814ed7f,303da7c3e5ee1d2e146a1772a59b6e4919a5217896ebf9ac68ce4c5b7a288602,e94bb96d0f7114925060c4ba1e500398f9aa834ec529a9a4caa68a6d6796b1ba,b9c53e39e9352a22677bd82a9b9f589ed153dcff69733bc61e8599780073469a,5816e0fac182e7da658527ec8d2eed66d78a94c9c006287a2e300becf2a55fd3
"65083","130911","0.2","0","1","","3","0","kururu_kurukuru_in","5146065","kururu_kurukuru_loop"
"65084","97","0.2","0","1","","3","0","kururu_kurukuru_inF","5146065","kururu_kurukuru_loopF"
"65085","96","0.2","0","1","","3","0","kururu_kurukuru_inB","5146065","kururu_kurukuru_loopB"
"65086","vo_apg","","0","","","21","","vo_apg_0511","5146065","0"
"65087","131011","0","10","0","1.1","11","0","くるくる～♪","5146065","0"
"65088","0","","","","","91","","","5146065",""
"65089","vo_apg","","0","","","21","","vo_apg_0512","5146065","0"
"65090","130911","0","10","0","1","11","0","くるくるくる～♪","5146065","0"
"65091","0","","","","","91","","","5146065",""
"65092","131011","0","2","0","0","12","10","6","5146065","0"
"65093","130911","0","2","0","0","12","10","7","5146065","0"
"65094","106011","0.2","1","","","3","","walk_normal","5146065",""
"65095","1060","0.2","1","","","3","","walk_normal","5146065",""
"65096","106011","","-305","0","","2","","-376","5146065","3.4"
"65097","1060","","-305","0","","2","","-376","5146065","3.4"
"65098","3.4","","","","","93","","0","5146065",""
"65099","106011","","-305","14","","2","","-446","5146065","0.6"
"65100","1060","","-305","14","","2","","-446","5146065","0.6"
"65101","106011","0","0","","","3","","kyaru_damage","5146065",""
"65102","1060","0","0","","","3","","kyaru_damage","5146065",""
"65103","0.8","","","","","93","","0","5146065",""
"65104","106011","0.2","0","1","","3","0","cool_in_jitome","5146065","cool_talk_jitome"
"65105","1060","0.2","0","1","","3","0","cool_in_jitome","5146065","cool_talk_jitome"
"65106","vo_apg","","0","","","21","","vo_apg_0513","5146065","0"
"65107","106011","0","10","1","0","11","0","なにやってんの、あんたら…","5146065","1"
"65108","0","","","","","91","","","5146065",""
"65109","65110","","","","","101","","","5146065",""
"65110","0","","","","","22","","0.2","5146065",""
"66001","1","1.8","140","-278","aoi_walk_fear","1","0","104011","5146066","-500"
"66002","1","1.8","141","-262","idle_normal","5","0","99","5146066","30"
"66003","1","1.8","100","-278","idle_normal_noface","1","1","130911","5146066","290"
"66004","1","1.8","101","-278","idle_normal_kururu","5","1","98","5146066","290"
"66005","104011","","","","","13","","201","5146066",""
"66006","130911","","","","","13","","200","5146066",""
"66007","8","0.85","15","-174","idle","5","0","8","5146066","0"
"66008","20","1","210","-79","empty","5","0","20","5146066","-119"
"66009","22","1","210","-194","empty","5","0","22","5146066","0"
"66010","1","1","0","1","","31","","1","5146066","0"
"66011","2","0","0","1","","31","","2","5146066","-57.7"
"66012","13","0","0","1","","31","","13","5146066","0"
"66013","19","0","11","1","","31","","19","5146066","-69"
"66014","20","1","0","1","","31","","20","5146066","0"
"66015","20","","","","","36","","104011","5146066",""
"66016","20","","","","","36","","99","5146066",""
"66017","20","","","","","36","","20","5146066",""
"66018","20","","","","","36","","22","5146066",""
"66019","0","","","","","91","","0","5146066",""
"66020","0","","0","","","102","","0","5146066",""
"66021","104011","","-278","0","","2","","-290","5146066","2.7"
"66022","104011","0.2","1","","","3","","aoi_walk_fear","5146066",""
"66023","2.7","","","","","93","","0","5146066",""
"66024","104011","0.2","1","","","3","","see_talk","5146066",""
"66025","vo_apg","","0","","","21","","vo_apg_0601","5146066","0"
"66026","104011","0","10","1","0","11","0","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","5146066","1"
"66027","0","","","","","91","","","5146066",""
"66028","104011","0.2","1","","","3","","see_idle","5146066",""
"66029","130911","0.2","0","1","","3","0.2","smile","5146066","talk_normal"
"66030","98","0.2","0","1","","3","0.2","smile","5146066","talk_normal"
"66031","vo_apg","","0","","","21","","vo_apg_0602","5146066","0"
"66032","130911","0","10","1","0","11","0","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","5146066","1"
"66033","0","","","","","91","","","5146066",""
"66034","130911","0.2","1","","","3","","idle_normal_surprise","5146066",""
"66035","104011","0.2","1","","","3","","panic","5146066",""
"66036","vo_apg","","0","","","21","","vo_apg_0603","5146066","0"
"66037","104011","0","15","1","0","11","0","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","5146066","1"
"66038","0","","","","","91","","","5146066",""
"66039","130911","0.2","1","","","3","","anger_talk_pain","5146066",""
"66040","98","0.2","1","","","3","","anger_talk_pain","5146066",""
"66041","vo_apg","","0","","","21","","vo_apg_0604","5146066","0"
"66042","130911","0","10","1","0","11","0","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","5146066","1"
"66043","0","","","","","91","","","5146066",""
"66044","130911","0.2","1","","","3","","idle_normal_dere","5146066",""
"66045","104011","0","0","1","","3","0.1","aoi_surprise_in","5146066","surprise_talk_search_dere"
"66046","vo_apg","","0","","","21","","vo_apg_0605","5146066","0"
"66047","104011","0","10","1","0","11","0","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","5146066","1"
"66048","0","","","","","91","","","5146066",""
"66049","104011","0.2","1","","","3","","surprise_idle_dere","5146066",""
"66050","130911","0.2","0","1","","3","0.2","kururu_surprise_talk_long","5146066","kururu_guid_talk"
"66051","98","0.2","0","1","","3","0.2","kururu_surprise_talk_long","5146066","kururu_guid_talk"
"66052","vo_apg","","0","","","21","","vo_apg_0606","5146066","0"
"66053","130911","0","10","1","0","11","0","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","5146066","1"
"66054","0","","","","","91","","","5146066",""
"66055","130911","0.2","1","","","3","","idle_normal_noface","5146066",""
"66056","98","0.2","1","","","3","","idle_normal_kururu","5146066",""
"66057","104011","0.2","0","1","","3","0","guts2_in_surprise2","5146066","guts2_talk_surprise2"
"66058","vo_apg","","0","","","21","","vo_apg_0607","5146066","0"
"66059","104011","0","10","1","0","11","0","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","5146066","1"
"66060","0","","","","","91","","","5146066",""
"66061","104011","0.2","1","","","3","","guts2_idle_surprise2","5146066",""
"66062","130911","0.2","1","","","3","","joy_talk_dere","5146066",""
"66063","98","0.2","1","","","3","","joy_talk","5146066",""
"66064","vo_apg","","0","","","21","","vo_apg_0608","5146066","0"
"66065","130911","0","10","1","0","11","0","別に料金は変わりませんので…\n気が済むまでお乗りください♪","5146066","1"
"66066","0","","","","","91","","","5146066",""
"66067","0","","","","","22","","0","5146066",""
"66068","130911","0.4","0","1","","3","0.1","hello","5146066","idle_normal_joy"
"66069","104011","0.2","1","","","3","","walk_jog_dere","5146066",""
"66070","104011","","-278","0","","2","","-50","5146066","2"
"66071","1","","","","","93","","0","5146066",""
"66072","2","","","","","32","","1","5146066",""
"66073","1.5","","","","","93","","0","5146066",""
"66074","104011","","-480","0","","2","","0","5146066","0"
"66075","104011","0","1","","","3","","empty","5146066",""
"66076","20","","","","","37","","scale15","5146066",""
"66077","2","","","","","37","","fade_out","5146066",""
"66078","13","","","","","32","","1","5146066",""
"66079","2","","","","","93","","0","5146066",""
"66080","vo_apg","","0","","","21","","vo_apg_0609","5146066","0"
"66081","22","0","0","","","3","","0609_in","5146066",""
"66082","2.2","","","","","93","","1","5146066",""
"66083","22","0","0","","","3","","0609_mid","5146066",""
"66084","","","","","","92","","","5146066",""
"66085","22","0","0","","","3","","0609_out","5146066",""
"66086","0.2","","","","","93","","0","5146066",""
"66087","20","","-79","0","","2","","-132","5146066","0"
"66088","vo_apg","","0","","","21","","vo_apg_0610","5146066","0"
"66089","22","0","0","","","3","","0610_in","5146066",""
"66090","2.2","","","","","93","","1","5146066",""
"66091","22","0","0","","","3","","0610_mid","5146066",""
"66092","","","","","","92","","","5146066",""
"66093","22","0","0","","","3","","0610_out","5146066",""
"66094","0.2","","","","","93","","0","5146066",""
"66095","vo_apg","","0","","","21","","vo_apg_0611","5146066","0"
"66096","22","0","0","","","3","","0611_in","5146066",""
"66097","2.3","","","","","93","","1","5146066",""
"66098","22","0","0","","","3","","0611_mid","5146066",""
"66099","","","","","","92","","","5146066",""
"66100","22","0","0","","","3","","0611_out","5146066",""
"66101","0.2","","","","","93","","0","5146066",""
"66102","0","","","","","22","","0","5146066",""
"66103","104011","0","1","","","3","","empty","5146066",""
"66104","2","","","","","37","","fade_in","5146066",""
"66105","1","","","","","93","","0","5146066",""
"66106","13","","","","","32","","0","5146066",""
"66107","2","","","","","37","","fade_out","5146066",""
"66108","130911","0","1","","","3","","kururu_wish_talk_surprise_lookup","5146066",""
"66109","1","","","","","93","","0","5146066",""
"66110","130911","0.2","0","1","","3","0.2","kururu_wish_talk_surprise_lookup","5146066","kururu_surprise_talk_joy"
"66111","vo_apg","","0","","","21","","vo_apg_0612","5146066","0"
"66112","130911","0","10","1","0","11","0","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","5146066","1"
"66113","0","","","","","91","","","5146066",""
"66114","0","","","","","22","","0","5146066",""
"66115","2","","","","","37","","fade_in","5146066",""
"66116","1","","","","","93","","0","5146066",""
"66117","20","","","","","37","","scale1","5146066",""
"66118","2","","","","","37","","blackroom_in","5146066",""
"66119","0","10","1.15","9","","121","","20","5146066","1.15"
"66120","104011","","-248","0","","2","","27","5146066","0"
"66121","99","","-248","0","","2","","27","5146066","0"
"66122","104011","0","1","","","3","","aoi_satori_in","5146066",""
"66123","99","0","1","","","3","","aoi_satori_in","5146066",""
"66124","0.5","","","","","93","","0","5146066",""
"66125","vo_apg","","0","","","21","","vo_apg_0613","5146066","0"
"66126","104011","0","4","1","1","11","0","ふふ…ふふふふふ…\nああ、これが悟り…！","5146066","0"
"66127","3","","","","","93","","","5146066",""
"66128","19","","","","","32","","1","5146066",""
"66129","se_10055900","","0","","","23","","se_10055900_satori","5146066",""
"66130","0.5","","","","","93","","","5146066",""
"66131","104011","0.2","0","1","","3","0","aoi_satori_mid","5146066","aoi_satori_loop"
"66132","99","0.2","0","1","","3","0","aoi_satori_mid","5146066","aoi_satori_loop"
"66133","4","","","","","93","","0","5146066",""
"66134","","","","","","92","","","5146066",""
"66135","66136","","","","","101","","","5146066",""
"66136","0","","","","","22","","0.2","5146066",""
"67001","1","1.8","106","-288","idle_normal","1","0","106611","5146067","-385"
"67002","3","1.8","107","-288","idle_normal","5","0","1066","5146067","-385"
"67003","1","1.8","103","-278","idle_normal","1","0","106511","5146067","-225"
"67004","2","1.8","104","-278","idle_normal","5","0","1065","5146067","-225"
"67005","1","1.8","100","-278","idle_normal","1","1","131011","5146067","290"
"67006","106611","","","","","13","","206","5146067",""
"67007","106511","","","","","13","","203","5146067",""
"67008","131011","","","","","13","","200","5146067",""
"67009","9","0.85","15","-174","idle","5","0","9","5146067","0"
"67010","20","1","210","71","empty","5","0","201","5146067","-292"
"67011","20","1","210","71","empty","5","0","202","5146067","-61"
"67012","22","1","210","-43","empty","5","0","22","5146067","126"
"67013","21","1","60","94","empty","5","0","21","5146067","0"
"67014","1","1","0","1","","31","","1","5146067","0"
"67015","2","0","0","1","","31","","2","5146067","-57.7"
"67016","10","0","0","1","","31","","10","5146067","0"
"67017","20","1","0","1","","31","","20","5146067","0"
"67018","20","","","","","36","","106611","5146067",""
"67019","20","","","","","36","","106511","5146067",""
"67020","20","","","","","36","","201","5146067",""
"67021","20","","","","","36","","202","5146067",""
"67022","20","","","","","36","","22","5146067",""
"67023","0","","","","","91","","0","5146067",""
"67024","0","","0","","","102","","0","5146067",""
"67025","1","","","","","93","","0","5146067",""
"67026","106511","0.2","1","","","3","","talk_normal_noface","5146067",""
"67027","1065","0.2","1","","","3","","talk_normal_kaya","5146067",""
"67028","vo_apg","","0","","","21","","vo_apg_0701","5146067","0"
"67029","106511","0","10","1","0","11","0","イノリー\n次はこれ乗ってみようぜ","5146067","1"
"67030","0","","","","","91","","","5146067",""
"67031","106511","0.2","1","","","3","","idle_normal_look","5146067",""
"67032","1065","0.2","1","","","3","","idle_normal_look","5146067",""
"67033","106611","0.2","0","1","","3","0","cool_in_sad","5146067","cool_talk_sad"
"67034","1066","0.2","0","1","","3","0","cool_in_sad","5146067","cool_talk_sad"
"67035","vo_apg","","0","","","21","","vo_apg_0702","5146067","0"
"67036","106611","0","10","1","0","11","0","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","5146067","1"
"67037","0","","","","","91","","","5146067",""
"67038","106611","0.2","1","","","3","","cool_idle","5146067",""
"67039","1066","0.2","1","","","3","","cool_idle","5146067",""
"67040","106511","0.2","1","","","3","","idle_normal","5146067",""
"67041","1065","0.2","1","","","3","","idle_normal","5146067",""
"67042","131011","0.2","1","","","3","","joy_talk_normal","5146067",""
"67043","vo_apg","","0","","","21","","vo_apg_0703","5146067","0"
"67044","131011","0","10","1","0","11","0","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","5146067","1"
"67045","0","","","","","91","","","5146067",""
"67046","131011","0.2","1","","","3","","idle_normal","5146067",""
"67047","106511","0.2","0","1","","3","0","doya_in_normal","5146067","doya_talk_normal"
"67048","1065","0.2","0","1","","3","0","doya_in_normal","5146067","doya_talk_normal"
"67049","vo_apg","","0","","","21","","vo_apg_0704","5146067","0"
"67050","106511","0","10","1","0","11","0","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","5146067","1"
"67051","0","","","","","91","","","5146067",""
"67052","106511","0.2","1","","","3","","doya_idle_normal","5146067",""
"67053","1065","0.2","1","","","3","","doya_idle_normal","5146067",""
"67054","131011","0.2","1","","","3","","wish_talk_joy","5146067",""
"67055","vo_apg","","0","","","21","","vo_apg_0705","5146067","0"
"67056","131011","0","10","1","0","11","0","は～い♪\nまかしておくれやす～","5146067","1"
"67057","0","","","","","91","","","5146067",""
"67058","0","","","","","22","","0","5146067",""
"67059","131011","0.4","0","1","","3","0.1","hello","5146067","idle_normal"
"67060","106611","0.4","1","","","3","","walk_yareyare","5146067",""
"67061","1066","0.4","1","","","3","","walk_yareyare","5146067",""
"67062","106511","0.2","1","","","3","","walk_kyapi","5146067",""
"67063","1065","0.2","1","","","3","","walk_kyapi","5146067",""
"67064","106611","","-288","0","","2","","-194","5146067","2"
"67065","1066","","-288","0","","2","","-194","5146067","2"
"67066","106511","","-278","0","","2","","-34","5146067","2"
"67067","1065","","-278","0","","2","","-34","5146067","2"
"67068","1","","","","","93","","0","5146067",""
"67069","2","","","","","32","","1","5146067",""
"67070","1.5","","","","","93","","0","5146067",""
"67071","se_10055900","","1","","","23","","se_10055900_coffee_01","5146067",""
"67072","106611","","-331","0","","2","","-126","5146067","0"
"67073","1066","","-331","0","","2","","-126","5146067","0"
"67074","106511","","-331","0","","2","","126","5146067","0"
"67075","1065","","-331","0","","2","","126","5146067","0"
"67076","20","","","","","37","","scale15","5146067",""
"67077","vo_apg","","0","","","21","","vo_apg_0706","5146067","0"
"67078","22","0","0","","","3","","0706_in","5146067",""
"67079","3","","","","","93","","1","5146067",""
"67080","22","0","0","","","3","","0706_mid","5146067",""
"67081","","","","","","92","","","5146067",""
"67082","22","0","0","","","3","","0706_out","5146067",""
"67083","0.2","","","","","93","","0","5146067",""
"67084","22","","-43","0","","2","","-126","5146067","0"
"67085","vo_apg","","0","","","21","","vo_apg_0707","5146067","0"
"67086","22","0","0","","","3","","0707_in","5146067",""
"67087","3.7","","","","","93","","1","5146067",""
"67088","22","0","0","","","3","","0707_mid","5146067",""
"67089","","","","","","92","","","5146067",""
"67090","22","0","0","","","3","","0707_out","5146067",""
"67091","0.2","","","","","93","","0","5146067",""
"67092","0.1","","","","","93","","0","5146067",""
"67093","10","","","","","32","","1","5146067",""
"67094","10","","","","","37","","horizontal","5146067",""
"67095","se_10055900_coffee_01","","","","","24","","0.3","5146067",""
"67096","se_10055900","","1","","","23","","se_10055900_coffee_02","5146067",""
"67097","202","","-12","0","","2","","179","5146067","0"
"67098","20","","","","","37","","scale1","5146067",""
"67099","30","","0.5","","","122","","30","5146067",""
"67100","vo_apg","","0","","","21","","vo_apg_0708","5146067","0"
"67101","202","0","0","","","3","","0708_in","5146067",""
"67102","1.8","","","","","93","","1","5146067",""
"67103","202","0","0","","","3","","0708_mid","5146067",""
"67104","","","","","","92","","","5146067",""
"67105","202","0","0","","","3","","0708_out","5146067",""
"67106","0.2","","","","","93","","0","5146067",""
"67107","201","","71","0","","2","","-237","5146067","0"
"67108","20","","","","","37","","scale15","5146067",""
"67109","vo_apg","","0","","","21","","vo_apg_0709","5146067","0"
"67110","22","0","0","","","3","","0709_in","5146067",""
"67111","2.3","","","","","93","","1","5146067",""
"67112","22","0","0","","","3","","0709_mid","5146067",""
"67113","","","","","","92","","","5146067",""
"67114","22","0","0","","","3","","0709_out","5146067",""
"67115","0.2","","","","","93","","0","5146067",""
"67116","0.1","","","","","93","","0","5146067",""
"67117","20","","","","","37","","scale1","5146067",""
"67118","202","","-12","0","","2","","0","5146067","0"
"67119","30","","0.5","","","122","","30","5146067",""
"67120","vo_apg","","0","","","21","","vo_apg_0710","5146067","0"
"67121","202","0","0","","","3","","0710_in","5146067",""
"67122","2.2","","","","","93","","1","5146067",""
"67123","202","0","0","","","3","","0710_mid","5146067",""
"67124","","","","","","92","","","5146067",""
"67125","202","0","0","","","3","","0710_out","5146067",""
"67126","0.2","","","","","93","","0","5146067",""
"67127","0","","","","","22","","0","5146067",""
"67128","202","0","0","","","3","","empty","5146067",""
"67129","10","","","","","32","","0","5146067",""
"67130","1","","","","","93","","0","5146067",""
"67131","se_10055900_coffee_02","","","","","24","","0.5","5146067",""
"67132","131011","0","1","","","3","","see_guru","5146067",""
"67133","106611","0.2","1","","","3","","empty","5146067",""
"67134","1066","0.2","1","","","3","","empty","5146067",""
"67135","106611","","-195","0","","2","","-104","5146067","0"
"67136","1066","","-195","0","","2","","-104","5146067","0"
"67137","2","","","","","37","","iris_out","5146067",""
"67138","106511","","-278","0","","2","","-129","5146067","0"
"67139","1065","","-278","0","","2","","-129","5146067","0"
"67140","106511","0.2","1","","","3","","walk_normal_doya","5146067",""
"67141","1065","0.2","1","","","3","","walk_normal_doya","5146067",""
"67142","106511","","-278","0","","2","","-290","5146067","2"
"67143","1065","","-278","0","","2","","-290","5146067","2"
"67144","202","","21","0","","2","","-290","5146067","0"
"67145","106511","","","","","4","","1","5146067",""
"67146","1065","","","","","4","","1","5146067",""
"67147","2","","","","","93","","0","5146067",""
"67148","106511","","","","","4","","0","5146067",""
"67149","1065","","","","","4","","0","5146067",""
"67150","106511","0.2","1","","","3","","cool_idle_doya","5146067",""
"67151","1065","0.2","1","0","","3","","cool_idle_doya","5146067",""
"67152","0.2","","","","","93","","0","5146067",""
"67153","106511","0.2","0","1","","3","0","cool_in_nobi","5146067","cool_talk_dere"
"67154","1065","0.2","0","1","","3","0","cool_in_nobi","5146067","cool_talk_dere"
"67155","vo_apg","","0","","","21","","vo_apg_0711","5146067","0"
"67156","106511","0","10","1","0","11","0","ふう…全力で回してやったぜ…\nで、何回だった？","5146067","1"
"67157","0","","","","","91","","","5146067",""
"67158","106511","0.2","1","","","3","","cool_idle_doya","5146067",""
"67159","1065","0.2","1","","","3","","cool_idle_doya","5146067",""
"67160","vo_apg","","0","","","21","","vo_apg_0712","5146067","0"
"67161","131011","0","10","1","0","11","0","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","5146067","1"
"67162","0","","","","","91","","","5146067",""
"67163","131011","0.5","0","1","","3","0","maho_idle_normal_in","5146067","idle_normal_shy"
"67164","106511","0.2","0","1","","3","0.3","cool_talk_surprise","5146067","surprise_talk_search"
"67165","1065","0.2","0","1","","3","0.3","cool_talk_surprise","5146067","surprise_talk_search"
"67166","vo_apg","","0","","","21","","vo_apg_0713","5146067","0"
"67167","106511","0","10","1","0","11","0","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","5146067","1"
"67168","0","","","","","91","","","5146067",""
"67169","106511","0.3","1","","","3","","surprise_idle_talk1R","5146067",""
"67170","1065","0.3","1","","","3","","surprise_idle_talk1R","5146067",""
"67171","131011","0.2","1","","","3","","sad_talk","5146067",""
"67172","vo_apg","","0","","","21","","vo_apg_0714","5146067","0"
"67173","131011","0","10","1","0","11","0","イノリはんなら、\n吹き飛ばされてあそこに…","5146067","1"
"67174","0","","","","","91","","","5146067",""
"67175","131011","0.2","1","","","3","","sad_idle_lookup","5146067",""
"67176","106511","0.2","1","","","3","","surprise_idle_noface_lookup","5146067",""
"67177","1065","0.2","1","","","3","","surprise_idle_kaya_lookup","5146067",""
"67178","21","0","0","1","","3","0","coffee_1_in","5146067","coffee_1_loop"
"67179","se_10055900","","0","","","23","","se_10055900_photo","5146067",""
"67180","0.5","","","","","93","","0","5146067",""
"67181","201","","0","0","","2","","0","5146067","0"
"67182","vo_apg","","0","","","21","","vo_apg_0715","5146067","0"
"67183","106611","0","10","1","0","11","0","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","5146067","1"
"67184","0","","","","","91","","","5146067",""
"67185","21","0","0","","","3","","coffee_1_out","5146067",""
"67186","se_10055900","","0","","","23","","se_10055900_down","5146067",""
"67187","0.7","","","","","93","","0","5146067",""
"67188","131011","0.2","1","","","3","","sad_idle_sad2_lookup","5146067",""
"67189","106511","0.2","0","1","","3","0","surprise3_in_lookup","5146067","surprise3_loop_lookup"
"67190","1065","0.2","0","1","","3","0","surprise3_in_lookup","5146067","surprise3_loop_lookup"
"67191","vo_apg","","0","","","21","","vo_apg_0716","5146067","0"
"67192","30","","0.5","","","122","","30","5146067",""
"67193","202","0","0","","","3","","0716_in","5146067",""
"67194","1.2","","","","","93","","1","5146067",""
"67195","202","0","0","","","3","","0716_mid","5146067",""
"67196","","","","","","92","","","5146067",""
"67197","202","0","0","","","3","","0716_out","5146067",""
"67198","0","","","","","91","","","5146067",""
"67199","67200","","","","","101","","","5146067",""
"67200","0","","","","","22","","0.2","5146067",""
"68001","1","1.8","106","-288","idle_normal_eating_noface","1","0","105811","5146068","-385"
"68002","6","1.8","107","-288","idle_normal_eating_peko","5","0","1058","5146068","-385"
"68003","1","1.8","100","-278","idle_normal","1","0","106011","5146068","-225"
"68004","4","1.8","101","-278","idle_normal","5","0","1060","5146068","-225"
"68005","1","1.8","103","-278","idle_normal_noface","1","1","130911","5146068","225"
"68006","1","1.8","104","-278","idle_normal_kururu","5","1","97","5146068","225"
"68007","105811","","","","","13","","206","5146068",""
"68008","106011","","","","","13","","200","5146068",""
"68009","130911","","","","","13","","203","5146068",""
"68010","9","0.85","15","-174","idle","5","0","9","5146068","0"
"68011","20","1","210","71","empty","5","0","20","5146068","-132"
"68012","21","1","60","153","empty","5","0","21","5146068","0"
"68013","1","1","0","1","","31","","1","5146068","0"
"68014","0","","","","","91","","0","5146068",""
"68015","0","","0","","","102","","0","5146068",""
"68016","1","","","","","93","","0","5146068",""
"68017","130911","0.2","0","1","","3","0","kururu_guid_in","5146068","kururu_guid_talk"
"68018","97","0.2","0","1","","3","0","kururu_guid_in","5146068","kururu_guid_talk"
"68019","vo_apg","","0","","","21","","vo_apg_0801","5146068","0"
"68020","130911","0","10","1","0","11","0","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","5146068","1"
"68021","0","","","","","91","","","5146068",""
"68022","130911","0.2","1","","","3","","kururu_guid_idle","5146068",""
"68023","97","0.2","1","","","3","","kururu_guid_idle","5146068",""
"68024","21","0","0","1","","3","0","coffee_3_in","5146068","coffee_3_loop"
"68025","se_10055900","","0","","","23","","se_10055900_photo","5146068",""
"68026","105811","0.2","0","1","","3","0","peko_notice_in","5146068","peko_notice_idle"
"68027","1058","0.2","0","1","","3","0","peko_notice_in","5146068","peko_notice_idle"
"68028","106011","0.2","1","","","3","","cool_talk_surprise_lookup","5146068",""
"68029","1060","0.2","1","","","3","","cool_talk_surprise_lookup","5146068",""
"68030","vo_apg","","0","","","21","","vo_apg_0802","5146068","0"
"68031","106011","0","10","1","0","11","0","真ん中にハンドルなんかないけど？","5146068","1"
"68032","0","","","","","91","","","5146068",""
"68033","106011","0.2","1","","","3","","cool_idle_talkR","5146068",""
"68034","1060","0.2","1","","","3","","cool_idle_talkR","5146068",""
"68035","130911","0.2","0","1","","3","0.2","hawawa_lookup","5146068","anger_talk_surprise2_lookup"
"68036","97","0.2","1","","","3","","hawawa","5146068",""
"68037","vo_apg","","0","","","21","","vo_apg_0803","5146068","0"
"68038","130911","0","10","1","0","11","0","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","5146068","1"
"68039","0","","","","","91","","","5146068",""
"68040","21","0","0","","","3","","coffee_3_out","5146068",""
"68041","130911","0.2","1","","","3","","anger_idle_sad","5146068",""
"68042","105811","0.2","1","","","3","","sad_idle_noface","5146068",""
"68043","1058","0.2","1","1","","3","0","sad_idle_peko_in","5146068","sad_idle_peko_loop"
"68044","vo_apg","","0","","","21","","vo_apg_0804","5146068","0"
"68045","105811","0","10","1","0","11","0","…………","5146068","1"
"68046","0","","","","","91","","","5146068",""
"68047","106011","","","","","4","","1","5146068",""
"68048","1060","","","","","4","","1","5146068",""
"68049","130911","0.2","1","","","3","","idle_normal_surprise","5146068",""
"68050","106011","0.2","1","","","3","","shock_loop_doteyes","5146068",""
"68051","1060","0.2","1","","","3","","shock_loop_doteyes","5146068",""
"68052","105811","0.2","0","1","","3","0","peko_bowbowbow_in","5146068","peko_bowbowbow_loop"
"68053","1058","0.2","0","1","","3","0","peko_bowbowbow_in","5146068","peko_bowbowbow_loop"
"68054","vo_apg","","0","","","21","","vo_apg_0805","5146068","0"
"68055","105811","0","10","1","0","11","0","すみません～っ！！","5146068","1"
"68056","0","","","","","91","","","5146068",""
"68057","106011","0.2","1","","","3","","anger_talk_shy","5146068",""
"68058","1060","0.2","1","","","3","","anger_talk_shy","5146068",""
"68059","vo_apg","","0","","","21","","vo_apg_0806","5146068","0"
"68060","106011","0","10","1","0","11","0","あんた食べたの！？\n何やってんのよ～！？","5146068","1"
"68061","0","","","","","91","","","5146068",""
"68062","106011","0.2","1","","","3","","anger_idle_shy","5146068",""
"68063","1060","0.2","1","","","3","","anger_idle_shy","5146068",""
"68064","105811","0.2","0","1","","3","0","tahaha_in","5146068","tahaha_talk"
"68065","1058","0.2","0","1","","3","0","tahaha_in","5146068","tahaha_talk"
"68066","vo_apg","","0","","","21","","vo_apg_0807","5146068","0"
"68067","105811","0","10","1","0","11","0","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","5146068","1"
"68068","0","","","","","91","","","5146068",""
"68069","105811","0.2","1","","","3","","tahaha_idle","5146068",""
"68070","1058","0.2","1","","","3","","tahaha_idle","5146068",""
