ccd3dcd6e0890cf6ef7dec61aa6510fad91d5a9b0444f9cf8eeb7cfab6abb653,33acb2aab9ae4aec8a5dd35b4a02ce800f71c6b3705e2147d1d9c0c432c0c784,5889e435b70ce9af451894da0c4853ada4b5797c604e32f30fa00db92384ae53,5211efcfd0f5e4c50af243847e77ba91a8fa9154e4267b1533f4c337a616b925,fc34520ea0f394dbbd967aef4afd8b7d1f8de22932c68cf76232737ecf858427,e6f41d7a1024f2f007020b6a5eb55fd47494ac59a8ccfa5bcc202f7d5ea44ab1,04ea5b9461c6ffaec5e473bde9af213b0f681e1dd7fed26b002b5419dfff06ca,9bf5ae7a0a4287719ee2f88b76a17dba3a15cad6b56440e7794ff1f4a57867d4,19ebb6a566baef6b59b91ccf418379bc3a93ca0a143e353d0091b218c8f4300a,6b0b5960a3e414a77f689cc1296fe8e50740150da5f65c82c282a014949fe2a4,6d6b5fe8531f70503c3d8ddd1ad6e2b8e0c7b61d8f808135d39961dc8b476901
"1","-100","travel_topdrama_r_4000_idle","40012","1.46","50","1","0","-510","1000002","1400120002"
"5","-150","disappear","40012","0.6","55","6","1","0","6","1400120003"
"31","1","","40012","1","0","400100","","0","400100","1400120004"
"31","1","","40012","1","0","400101","","0","400101","1400120005"
"31","1","","40012","0","0","400102","","0","400102","1400120006"
"31","1","","40012","0","0","400103","","0","400103","1400120007"
"31","1","","40012","0","140","400104","","190","400104","1400120008"
"31","1","","40012","0","0","400105","","0","400105","1400120009"
"31","1","","40012","0","0","400001","","0","400001","1400120010"
"91","","","40012","","","0","","","0","1400120011"
"32","","","40012","","","400001","","","1","1400120012"
"23","","","40012","","0","se_travel_top","","","se_travel_top_yamagami_foot","1400120013"
"3","","","40012","0.2","1","1000001","","","travel_topdrama_r_4001_A_01","1400120014"
"2","","","40012","","-75","1000001","","2.3","60","1400120015"
"3","","","40012","0.2","1","1000002","","","travel_topdrama_r_4001_B_01","1400120016"
"2","","","40012","","-100","1000002","","2.3","-60","1400120017"
"93","","","40012","","","2","","","0","1400120018"
"23","","","40012","","0","se_travel_top","","","se_travel_top_yamagami_rumble","1400120019"
"122","","","40012","","1.3","5","","","5","1400120020"
"93","","","40012","","","0.3","","","0","1400120021"
"122","","","40012","","2.5","7.5","","","7.5","1400120022"
"23","","","40012","","0","se_travel_top","","","se_travel_top_yamagami_emote_common","1400120023"
"3","","","40012","0.2","0","1000001","","","travel_topdrama_r_4001_A_02","1400120024"
"12","0","","40012","","0.3","1000001","","0","3","1400120025"
"93","","","40012","","","0.1","","","0","1400120026"
"3","","","40012","0.2","0","1000002","","","travel_topdrama_r_4001_B_02","1400120027"
"12","0","","40012","","0.2","1000002","","0","3","1400120028"
"93","","","40012","","","0.6","","","0","1400120029"
"122","","","40012","","4","10","","","10","1400120030"
"3","","","40012","0","0","6","","disappear","run","1400120031"
"32","","","40012","","","400102","","","1","1400120032"
"32","","","40012","","","400103","","","1","1400120033"
"93","","","40012","","","0.5","","","0","1400120034"
"23","","","40012","","0","se_travel_top","","","se_travel_top_yamagami_passaway","1400120035"
"93","","","40012","","","0.2","","","0","1400120036"
"23","","","40012","","0","se_travel_top","","","se_travel_top_yamagami_pass_wind","1400120037"
"93","","","40012","","","0.2","","","0","1400120038"
"23","","","40012","","0","se_travel_top","","","se_travel_top_yamagami_rumble2","1400120039"
"23","","","40012","","0","se_travel_top","","","se_travel_top_yamagami_rolling","1400120040"
"32","","","40012","","","400104","","","1","1400120041"
"3","","","40012","0.2","0","1000002","","","travel_topdrama_r_4001_B_03","1400120042"
"93","","","40012","","","0.1","","","0","1400120043"
"3","","","40012","0.2","0","1000001","","","travel_topdrama_r_4001_A_03","1400120044"
"93","","","40012","","","1.75","","","0","1400120045"
"32","","","40012","","","400105","","","1","1400120046"
"93","","","40012","","","0.2","","","0","1400120047"
"23","","","40012","","0","se_travel_top","","","se_travel_top_yamagami_drop_box","1400120048"
"93","","","40012","","","1.55","","","0","1400120049"
"111","","","40012","","","","","","","1400120050"
"91","","","40012","","","0","","","","1400120051"
"1","-55","travel_topdrama_r_4001_idle_A","40021","0.8","50","1","0","25","1000001","1400210001"
"1","-65","travel_topdrama_r_4001_idle_B","40021","0.8","51","1","0","-25","1000002","1400210002"
"5","-75","normal","40021","1","55","0","0","0","0","1400210003"
"91","","","40021","","","0","","","0","1400210004"
"3","","","40021","0.2","1","1000001","0","","travel_topdrama_r_4001_idle_A","1400210005"
"3","","","40021","0.2","1","1000002","0","","travel_topdrama_r_4001_idle_B","1400210006"
"91","","","40021","","","0","","","0","1400210007"
"101","","","40021","","","1400210005","","","","1400210008"
"91","","","40021","","","0","","","0","1400210009"
"1","-75","travel_topdrama_r_4000_idle","40022","1.46","49","1","0","-390","1000001","1400220001"
"1","-100","travel_topdrama_r_4000_idle","40022","1.46","50","1","0","-510","1000002","1400220002"
"5","-150","disappear","40022","0.6","55","6","1","0","6","1400220003"
"31","1","","40022","1","0","400200","","0","400200","1400220004"
"31","1","","40022","1","0","400201","","0","400201","1400220005"
"31","1","","40022","0","0","400202","","0","400202","1400220006"
"31","1","","40022","0","0","400203","","0","400203","1400220007"
"31","1","","40022","0","140","400204","","190","400204","1400220008"
"31","1","","40022","0","0","400205","","0","400205","1400220009"
"31","1","","40022","0","0","400002","","0","400002","1400220010"
"91","","","40022","","","0","","","0","1400220011"
"32","","","40022","","","400002","","","1","1400220012"
"23","","","40022","","0","se_travel_top","","","se_travel_top_yamagami_foot","1400220013"
"3","","","40022","0.2","1","1000001","","","travel_topdrama_r_4001_A_01","1400220014"
"2","","","40022","","-75","1000001","","2.3","60","1400220015"
"3","","","40022","0.2","1","1000002","","","travel_topdrama_r_4001_B_01","1400220016"
"2","","","40022","","-100","1000002","","2.3","-60","1400220017"
"93","","","40022","","","2","","","0","1400220018"
"23","","","40022","","0","se_travel_top","","","se_travel_top_yamagami_rumble","1400220019"
"122","","","40022","","1.3","5","","","5","1400220020"
"93","","","40022","","","0.3","","","0","1400220021"
"122","","","40022","","2.5","7.5","","","7.5","1400220022"
"23","","","40022","","0","se_travel_top","","","se_travel_top_yamagami_emote_common","1400220023"
"3","","","40022","0.2","0","1000001","","","travel_topdrama_r_4001_A_02","1400220024"
"12","0","","40022","","0.3","1000001","","0","3","1400220025"
"93","","","40022","","","0.1","","","0","1400220026"
"3","","","40022","0.2","0","1000002","","","travel_topdrama_r_4001_B_02","1400220027"
"12","0","","40022","","0.2","1000002","","0","3","1400220028"
"93","","","40022","","","0.6","","","0","1400220029"
"122","","","40022","","4","10","","","10","1400220030"
"3","","","40022","0","0","6","","disappear","run","1400220031"
"32","","","40022","","","400202","","","1","1400220032"
"32","","","40022","","","400203","","","1","1400220033"
"93","","","40022","","","0.5","","","0","1400220034"
"23","","","40022","","0","se_travel_top","","","se_travel_top_yamagami_passaway","1400220035"
"93","","","40022","","","0.2","","","0","1400220036"
"23","","","40022","","0","se_travel_top","","","se_travel_top_yamagami_pass_wind","1400220037"
"93","","","40022","","","0.2","","","0","1400220038"
"23","","","40022","","0","se_travel_top","","","se_travel_top_yamagami_rumble2","1400220039"
"23","","","40022","","0","se_travel_top","","","se_travel_top_yamagami_rolling","1400220040"
"32","","","40022","","","400204","","","1","1400220041"
"3","","","40022","0.2","0","1000002","","","travel_topdrama_r_4001_B_03","1400220042"
"93","","","40022","","","0.1","","","0","1400220043"
"3","","","40022","0.2","0","1000001","","","travel_topdrama_r_4001_A_03","1400220044"
"93","","","40022","","","1.75","","","0","1400220045"
"32","","","40022","","","400205","","","1","1400220046"
"93","","","40022","","","0.2","","","0","1400220047"
"23","","","40022","","0","se_travel_top","","","se_travel_top_yamagami_drop_box","1400220048"
"23","","","40022","","0","se_travel_top","","","se_travel_top_yamagami_drop_silverbox","1400220049"
"93","","","40022","","","1.55","","","0","1400220050"
"111","","","40022","","","","","","","1400220051"
"91","","","40022","","","0","","","","1400220052"
"5","-23","idle","40051","0.3","50","5","0","0","5","1400510001"
"5","-43","normal","40051","1","55","0","0","0","0","1400510002"
"91","","","40051","","","0","","","0","1400510003"
"3","","","40051","0","1","5","0","","idle","1400510004"
"91","","","40051","","","0","","","0","1400510005"
"101","","","40051","","","1400510004","","","","1400510006"
"91","","","40051","","","0","","","0","1400510007"
"1","-110","travel_topdrama_r_4000_idle","40052","1.46","50","1","0","-640","1000001","1400520001"
"5","-110","disappear","40052","0.4","50","5","0","210","5","1400520002"
"31","1","","40052","1","0","400500","","0","400500","1400520003"
"31","1","","40052","0","0","400501","","-100","400501","1400520004"
"31","1","","40052","0","0","400502","","-100","400502","1400520005"
"31","1","","40052","0","0","400503","","0","400503","1400520006"
"31","1","","40052","0","0","400504","","0","400504","1400520007"
"31","1","","40052","0","0","400505","","0","400505","1400520008"
"31","1","","40052","0","0","400506","","0","400506","1400520009"
"31","1","","40052","0","0","400507","","0","400507","1400520010"
"31","1","","40052","0","0","400508","","0","400508","1400520011"
"31","1","","40052","0","0","400509","","0","400509","1400520012"
"31","1","","40052","1","400","400510","","-70","400510","1400520013"
"31","1","","40052","0","0","400005","","0","400005","1400520014"
"91","","","40052","","","0","","","0","1400520015"
"32","","","40052","","","400005","","","1","1400520016"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_foot1","1400520017"
"3","","","40052","0.2","1","1000001","","","travel_topdrama_r_4000_run_normal","1400520018"
"2","","","40052","","-110","1000001","","1","-300","1400520019"
"93","","","40052","","","1","","","0","1400520020"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_emote_note","1400520021"
"3","1","","40052","0.2","0","1000001","0.2","travel_topdrama_r_4000_idle_surprise1","travel_topdrama_r_4000_surprise","1400520022"
"12","0","","40052","","0.3","1000001","","0","10","1400520023"
"93","","","40052","","","1.2","","","0","1400520024"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_foot2","1400520025"
"3","","","40052","0.2","1","1000001","","","travel_topdrama_r_4000_run_joy","1400520026"
"2","","","40052","","-110","1000001","","0.8","0","1400520027"
"93","","","40052","","","0.8","","","0","1400520028"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_open_hole","1400520029"
"32","","","40052","","","400501","","","1","1400520030"
"32","","","40052","","","400502","","","1","1400520031"
"3","","","40052","0","1","1000001","","","travel_topdrama_r_4005_fall1","1400520032"
"93","","","40052","","","0.3","","","0","1400520033"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_panic","1400520034"
"32","","","40052","","","400505","","","1","1400520035"
"93","","","40052","","","1","","","0","1400520036"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_fall","1400520037"
"3","","","40052","0","0","1000001","","","travel_topdrama_r_4005_fall2","1400520038"
"32","","","40052","","","400506","","","1","1400520039"
"32","","","40052","","","400507","","","1","1400520040"
"93","","","40052","","","0.3","","","0","1400520041"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_drillmall1","1400520042"
"3","","","40052","0","0","5","","","appear","1400520043"
"93","","","40052","","","0.3","","","0","1400520044"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_drillmall2","1400520045"
"93","","","40052","","","0.7","","","0","1400520046"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_wipe","1400520047"
"32","","","40052","","","400503","","","1","1400520048"
"93","","","40052","","","0.2","","","0","1400520049"
"3","","","40052","0","1","1000001","","","travel_topdrama_r_4005_fall3","1400520050"
"2","","","40052","","-60","1000001","","0.01","-200","1400520051"
"3","","","40052","0","0","5","","","disappear","1400520052"
"33","","","40052","","-10","400510","","0.01","200","1400520053"
"32","","","40052","","","400501","","","0","1400520054"
"32","","","40052","","","400502","","","0","1400520055"
"32","","","40052","","","400504","","","1","1400520056"
"32","","","40052","","","400507","","","0","1400520057"
"93","","","40052","","","0.2","","","0","1400520058"
"32","","","40052","","","400508","","","1","1400520059"
"32","","","40052","","","400509","","","1","1400520060"
"3","","","40052","0.2","0","1000001","","","travel_topdrama_r_4005_fall4","1400520061"
"93","","","40052","","","0.1","","","0","1400520062"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_bodyfall","1400520063"
"93","","","40052","","","0.9","","","0","1400520064"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_lookig_around","1400520065"
"93","","","40052","","","1.3","","","0","1400520066"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_emote_notice","1400520067"
"12","0","","40052","20","0.01","1000001","","0","4","1400520068"
"91","","","40052","","","1400520061","","","","1400520069"
"23","","","40052","","0","se_travel_top","","","se_travel_top_pitfall_emote_joy","1400520070"
"3","","","40052","0.2","0","1000001","","","travel_topdrama_r_4005_guts","1400520071"
"93","","","40052","","","1","","","0","1400520072"
"111","","","40052","","","","","","","1400520073"
"91","","","40052","","","0","","","","1400520074"
"5","-23","idle","40061","0.3","50","5","0","0","5","1400610001"
"5","-43","normal","40061","1","55","0","0","0","0","1400610002"
"91","","","40061","","","0","","","0","1400610003"
"3","","","40061","0","1","5","0","","idle","1400610004"
"91","","","40061","","","0","","","0","1400610005"
"101","","","40061","","","1400610004","","","","1400610006"
"91","","","40061","","","0","","","0","1400610007"
"1","-110","travel_topdrama_r_4000_idle","40062","1.46","50","1","0","-640","1000001","1400620001"
"5","-110","disappear","40062","0.4","50","5","0","210","5","1400620002"
"31","1","","40062","1","0","400600","","0","400600","1400620003"
"31","1","","40062","0","0","400601","","-100","400601","1400620004"
"31","1","","40062","0","0","400602","","-100","400602","1400620005"
"31","1","","40062","0","0","400603","","0","400603","1400620006"
"31","1","","40062","0","0","400604","","0","400604","1400620007"
"31","1","","40062","0","0","400605","","0","400605","1400620008"
"31","1","","40062","0","0","400606","","0","400606","1400620009"
"31","1","","40062","0","0","400607","","0","400607","1400620010"
"31","1","","40062","0","0","400608","","0","400608","1400620011"
"31","1","","40062","0","0","400609","","0","400609","1400620012"
"31","1","","40062","1","400","400610","","-70","400610","1400620013"
"31","1","","40062","0","200","400611","","-10","400611","1400620014"
"31","1","","40062","0","0","400006","","0","400006","1400620015"
"91","","","40062","","","0","","","0","1400620016"
"32","","","40062","","","400006","","","1","1400620017"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_foot1","1400620018"
"3","","","40062","0.2","1","1000001","","","travel_topdrama_r_4000_run_normal","1400620019"
"2","","","40062","","-110","1000001","","1","-300","1400620020"
"93","","","40062","","","1","","","0","1400620021"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_emote_note","1400620022"
"3","1","","40062","0.2","0","1000001","0.2","travel_topdrama_r_4000_idle_surprise1","travel_topdrama_r_4000_surprise","1400620023"
"12","0","","40062","","0.3","1000001","","0","10","1400620024"
"93","","","40062","","","1.2","","","0","1400620025"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_foot2","1400620026"
"3","","","40062","0.2","1","1000001","","","travel_topdrama_r_4000_run_joy","1400620027"
"2","","","40062","","-110","1000001","","0.8","0","1400620028"
"93","","","40062","","","0.8","","","0","1400620029"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_open_hole","1400620030"
"32","","","40062","","","400601","","","1","1400620031"
"32","","","40062","","","400602","","","1","1400620032"
"3","","","40062","0","1","1000001","","","travel_topdrama_r_4005_fall1","1400620033"
"93","","","40062","","","0.3","","","0","1400620034"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_panic","1400620035"
"32","","","40062","","","400605","","","1","1400620036"
"93","","","40062","","","1","","","0","1400620037"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_fall","1400620038"
"3","","","40062","0","0","1000001","","","travel_topdrama_r_4005_fall2","1400620039"
"32","","","40062","","","400606","","","1","1400620040"
"32","","","40062","","","400607","","","1","1400620041"
"93","","","40062","","","0.3","","","0","1400620042"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_drillmall1","1400620043"
"3","","","40062","0","0","5","","","appear","1400620044"
"93","","","40062","","","0.3","","","0","1400620045"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_drillmall2","1400620046"
"93","","","40062","","","0.7","","","0","1400620047"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_wipe","1400620048"
"32","","","40062","","","400603","","","1","1400620049"
"93","","","40062","","","0.2","","","0","1400620050"
"3","","","40062","0","1","1000001","","","travel_topdrama_r_4005_fall3","1400620051"
"2","","","40062","","-60","1000001","","0.01","-200","1400620052"
"3","","","40062","0","0","5","","","disappear","1400620053"
"32","","","40062","","","400610","","","0","1400620054"
"32","","","40062","","","400611","","","1","1400620055"
"32","","","40062","","","400601","","","0","1400620056"
"32","","","40062","","","400602","","","0","1400620057"
"32","","","40062","","","400604","","","1","1400620058"
"32","","","40062","","","400607","","","0","1400620059"
"93","","","40062","","","0.2","","","0","1400620060"
"32","","","40062","","","400608","","","1","1400620061"
"32","","","40062","","","400609","","","1","1400620062"
"3","","","40062","0.2","0","1000001","","","travel_topdrama_r_4005_fall4","1400620063"
"93","","","40062","","","0.1","","","0","1400620064"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_bodyfall","1400620065"
"93","","","40062","","","0.9","","","0","1400620066"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_lookig_around","1400620067"
"93","","","40062","","","1.3","","","0","1400620068"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_emote_notice","1400620069"
"12","0","","40062","20","0.01","1000001","","0","4","1400620070"
"91","","","40062","","","1400620063","","","","1400620071"
"23","","","40062","","0","se_travel_top","","","se_travel_top_pitfall_emote_joy","1400620072"
"3","","","40062","0.2","0","1000001","","","travel_topdrama_r_4005_guts","1400620073"
"93","","","40062","","","1","","","0","1400620074"
"111","","","40062","","","","","","","1400620075"
"91","","","40062","","","0","","","","1400620076"
"5","-113","idle","40071","0.3","50","9","1","0","9","1400710001"
"5","-83","rare","40071","1","55","0","0","0","0","1400710002"
"91","","","40071","","","0","","","0","1400710003"
"3","","","40071","0","1","9","","","idle","1400710004"
"91","","","40071","","","0","","","0","1400710005"
"101","","","40071","","","1400710004","","","","1400710006"
"91","","","40071","","","0","","","0","1400710007"
"1","-150","travel_topdrama_r_4000_idle_normal","40072","1.46","51","1","0","-400","1000001","1400720001"
"5","-250","disappear","40072","1","50","9","1","0","9","1400720002"
"5","-250","disappear","40072","1","53","16","1","0","16","1400720003"
"31","1","","40072","1","0","400700","","0","400700","1400720004"
"31","1","","40072","1","0","400701","","0","400701","1400720005"
"31","1","","40072","0","0","400702","","0","400702","1400720006"
"31","1","","40072","0","0","400703","","0","400703","1400720007"
"31","1","","40072","0","0","400704","","0","400704","1400720008"
"31","1","","40072","0","0","400705","","0","400705","1400720009"
"31","1","","40072","1","0","400720","","0","400720","1400720010"
"31","1","","40072","0","0","400721","","0","400721","1400720011"
"31","1","","40072","0","0","400722","","0","400722","1400720012"
"31","1","","40072","0","0","400723","","0","400723","1400720013"
"31","1","","40072","0","0","400724","","0","400724","1400720014"
"31","1","","40072","0","0","400730","","0","400730","1400720015"
"31","1","","40072","0","0","400740","","0","400740","1400720016"
"31","1","","40072","0","0","400741","","0","400741","1400720017"
"31","1","","40072","0","0","400742","","0","400742","1400720018"
"31","1","","40072","0","0","400743","","0","400743","1400720019"
"31","1","","40072","0","0","400744","","0","400744","1400720020"
"31","1","","40072","0","0","400750","","0","400750","1400720021"
"31","1","","40072","0","0","400751","","0","400751","1400720022"
"31","1","","40072","0","0","400752","","0","400752","1400720023"
"31","1","","40072","0","0","400753","","0","400753","1400720024"
"31","1","","40072","0","0","400754","","0","400754","1400720025"
"31","1","","40072","0","0","400780","","0","400780","1400720026"
"31","1","","40072","0","0","400781","","0","400781","1400720027"
"31","1","","40072","0","0","400790","","0","400790","1400720028"
"31","1","","40072","0","0","400007","","0","400007","1400720029"
"91","","","40072","","","0","","","0","1400720030"
"93","","","40072","","","0","","","0","1400720031"
"32","","","40072","","","400007","","","1","1400720032"
"23","","","40072","","0","se_travel_top","","","se_travel_top_ziz_foot","1400720033"
"3","","","40072","0.2","0","1000001","","","travel_topdrama_r_4007_walk_to_surprise","1400720034"
"2","","","40072","","-150","1000001","","1.8","-100","1400720035"
"93","","","40072","","","1","","","0","1400720036"
"23","","","40072","","0","se_travel_top","","","se_travel_top_ziz_approach","1400720037"
"93","","","40072","","","0.6","","","0","1400720038"
"23","","","40072","","0","se_travel_top","","","se_travel_top_ziz_emote_notice","1400720039"
"12","0","","40072","","0.5","1000001","","0","4","1400720040"
"93","","","40072","","","1.2","","","0","1400720041"
"122","","","40072","","1","3","","","3","1400720042"
"93","","","40072","","","0.3","","","0","1400720043"
"23","","","40072","","0","se_travel_top","","","se_travel_top_ziz_surprise","1400720044"
"32","","","40072","","","400722","","","1","1400720045"
"93","","","40072","","","0.2","","","0","1400720046"
"122","","","40072","","1","5","","","5","1400720047"
"93","","","40072","","","0.5","","","0","1400720048"
"23","","","40072","","0","se_travel_top","","","se_travel_top_ziz_whoosh","1400720049"
"122","","","40072","","1","10","","","10","1400720050"
"93","","","40072","","","0.25","","","0","1400720051"
"32","","","40072","","","400723","","","1","1400720052"
"93","","","40072","","","0.05","","","0","1400720053"
"32","","","40072","","","400700","","","0","1400720054"
"32","","","40072","","","400701","","","0","1400720055"
"23","","","40072","","0","se_travel_top","","","se_travel_top_ziz_hit","1400720056"
"32","","","40072","","","400721","","","1","1400720057"
"93","","","40072","","","0.1","","","0","1400720058"
"32","","","40072","","","400702","","","1","1400720059"
"23","","","40072","","1","se_travel_top","","","se_travel_top_ziz_wing","1400720060"
"3","","","40072","0.2","1","1000001","","","travel_topdrama_r_4007_grab","1400720061"
"2","","","40072","","-200","1000001","","0.01","0","1400720062"
"3","","","40072","0.2","1","9","","","idle","1400720063"
"3","","","40072","0.2","1","16","","","idle","1400720064"
"93","","","40072","","","0.2","","","0","1400720065"
"32","","","40072","","","400720","","","0","1400720066"
"32","","","40072","","","400721","","","0","1400720067"
"32","","","40072","","","400722","","","0","1400720068"
"93","","","40072","","","2","","","0","1400720069"
"32","","","40072","","","400790","","","1","1400720070"
"103","","","40072","","0","もがいて逃げる","","","1400720073","1400720071"
"103","","","40072","","0","おとなしくしている","","","1400720075","1400720072"
"102","","","40072","","","1","","","0","1400720073"
"101","","","40072","","","1400720077","","","","1400720074"
"102","","","40072","","","2","","","0","1400720075"
"101","","","40072","","","1400720077","","","","1400720076"
"91","","","40072","","","0","","","","1400720077"
"93","","","40073","","","0","","","0","1400730001"
"24","","","40073","","","se_travel_top_ziz_wing","","","0.2","1400730002"
"32","","","40073","","","400790","","","0","1400730003"
"23","","","40073","","0","se_travel_top","","","se_travel_top_ziz_panic","1400730004"
"32","","","40073","","","400724","","","1","1400730005"
"3","","","40073","0.2","0","1000001","","","travel_topdrama_r_4007_fall1","1400730006"
"3","","","40073","0.2","0","9","","","fall","1400730007"
"3","","","40073","0.2","0","16","","","fall","1400730008"
"93","","","40073","","","1.8","","","0","1400730009"
"23","","","40073","","0","se_travel_top","","","se_travel_top_ziz_cry","1400730010"
"23","","","40073","","0","se_travel_top","","","se_travel_top_ziz_fall","1400730011"
"93","","","40073","","","1","","","0","1400730012"
"32","","","40073","","","400740","","","1","1400730013"
"93","","","40073","","","0.2","","","0","1400730014"
"3","","","40073","0","0","1000001","","","travel_topdrama_r_4007_fall2","1400730015"
"2","","","40073","","-180","1000001","","0.01","-200","1400730016"
"3","","","40073","0","0","9","","","disappear","1400730017"
"3","","","40073","0","0","16","","","disappear","1400730018"
"32","","","40073","","","400702","","","0","1400730019"
"32","","","40073","","","400704","","","1","1400730020"
"32","","","40073","","","400705","","","1","1400730021"
"32","","","40073","","","400724","","","0","1400730022"
"32","","","40073","","","400750","","","1","1400730023"
"32","","","40073","","","400751","","","1","1400730024"
"32","","","40073","","","400753","","","1","1400730025"
"93","","","40073","","","0.3","","","0","1400730026"
"23","","","40073","","0","se_travel_top","","","se_travel_top_ziz_drop2","1400730027"
"93","","","40073","","","0.3","","","0","1400730028"
"32","","","40073","","","400741","","","1","1400730029"
"32","","","40073","","","400742","","","1","1400730030"
"32","","","40073","","","400752","","","1","1400730031"
"3","","","40073","0.2","0","1000001","","","travel_topdrama_r_4007_fall3","1400730032"
"93","","","40073","","","0.3","","","0","1400730033"
"23","","","40073","","0","se_travel_top","","","se_travel_top_ziz_drop3","1400730034"
"93","","","40073","","","0.6","","","0","1400730035"
"23","","","40073","","0","se_travel_top","","","se_travel_top_ziz_look_around","1400730036"
"91","","","40073","","","1400730032","","","","1400730037"
"3","","","40073","0","0","1000001","","","travel_topdrama_r_4007_fall4_hit","1400730038"
"93","","","40073","","","0.5","","","0","1400730039"
"23","","","40073","","0","se_travel_top","","","se_travel_top_ziz_joy2","1400730040"
"12","0","","40073","","0.5","1000001","","0","10","1400730041"
"93","","","40073","","","1.5","","","0","1400730042"
"111","","","40073","","","","","","","1400730043"
"91","","","40073","","","0","","","","1400730044"
"93","","","40074","","","0","","","0","1400740001"
"24","","","40074","","","se_travel_top_ziz_wing","","","0.2","1400740002"
"32","","","40074","","","400790","","","0","1400740003"
"23","","","40074","","0","se_travel_top","","","se_travel_top_ziz_panic","1400740004"
"32","","","40074","","","400724","","","1","1400740005"
"3","","","40074","0.2","0","1000001","","","travel_topdrama_r_4007_fall1","1400740006"
"3","","","40074","0.2","0","9","","","fall","1400740007"
"3","","","40074","0.2","0","16","","","fall","1400740008"
"93","","","40074","","","1.8","","","0","1400740009"
"23","","","40074","","0","se_travel_top","","","se_travel_top_ziz_cry","1400740010"
"23","","","40074","","0","se_travel_top","","","se_travel_top_ziz_fall","1400740011"
"93","","","40074","","","1","","","0","1400740012"
"32","","","40074","","","400740","","","1","1400740013"
"93","","","40074","","","0.2","","","0","1400740014"
"3","","","40074","0","0","1000001","","","travel_topdrama_r_4007_fall2","1400740015"
"2","","","40074","","-180","1000001","","0.01","-200","1400740016"
"3","","","40074","0","0","9","","","disappear","1400740017"
"3","","","40074","0","0","16","","","disappear","1400740018"
"32","","","40074","","","400702","","","0","1400740019"
"32","","","40074","","","400704","","","1","1400740020"
"32","","","40074","","","400705","","","1","1400740021"
"32","","","40074","","","400724","","","0","1400740022"
"32","","","40074","","","400750","","","1","1400740023"
"32","","","40074","","","400751","","","1","1400740024"
"32","","","40074","","","400754","","","1","1400740025"
"93","","","40074","","","0.3","","","0","1400740026"
"23","","","40074","","0","se_travel_top","","","se_travel_top_ziz_drop2","1400740027"
"93","","","40074","","","0.3","","","0","1400740028"
"32","","","40074","","","400741","","","1","1400740029"
"32","","","40074","","","400742","","","1","1400740030"
"32","","","40074","","","400752","","","1","1400740031"
"3","","","40074","0.2","0","1000001","","","travel_topdrama_r_4007_fall3","1400740032"
"93","","","40074","","","0.3","","","0","1400740033"
"23","","","40074","","0","se_travel_top","","","se_travel_top_ziz_drop3","1400740034"
"93","","","40074","","","0.6","","","0","1400740035"
"23","","","40074","","0","se_travel_top","","","se_travel_top_ziz_look_around","1400740036"
"91","","","40074","","","1400740032","","","","1400740037"
"3","","","40074","0","0","1000001","","","travel_topdrama_r_4007_fall4_hit","1400740038"
"93","","","40074","","","0.5","","","0","1400740039"
"23","","","40074","","0","se_travel_top","","","se_travel_top_ziz_joy2","1400740040"
"12","0","","40074","","0.5","1000001","","0","10","1400740041"
"93","","","40074","","","1.5","","","0","1400740042"
"111","","","40074","","","","","","","1400740043"
"91","","","40074","","","0","","","","1400740044"
"93","","","40075","","","0","","","0","1400750001"
"24","","","40075","","","se_travel_top_ziz_wing","","","0.2","1400750002"
"32","","","40075","","","400790","","","0","1400750003"
"93","","","40075","","","1","","","0","1400750004"
"23","","","40075","","0","se_travel_top","","","se_travel_top_ziz_passaway","1400750005"
"3","","","40075","0.2","0","1000001","","","travel_topdrama_r_4007_grab_move","1400750006"
