cbb8432234366cf32b15613316da2c5850a6880676bbb55d2ada9eadf6f2d49a,cbf5cbf6422d4cb26810c4a91f9a274ae9dfc3a386d3018ad6dddbbfd8ea4e23,69ab8bd9c86f5265882bc0359370691528afbcad98dcdd94aece31a0779934ae,203dc2f1825d4b99ae3e635b693b5e1d4810009bd92e547df0b4cd08ae66f767,07569e853600141ef66f070ad2a33e75d4576cc186ddaf82982453da210666e0,a7851828d13078bcfe48a971401e9a2bbd9c4b5f12bf3f92cd6ec38029129f18,ec30dc7dd6f1a1f7a430fd7739763bbec02c542752de10dc27088cd1e612dc9e,47aaaecc34dcccf0fb4a402165653de14513a8ae681ccc55e7784448369b14c3,1f5c7a382f396e51c09ec919b3912bee81a547ea68fb01c2731d1be8f8258fa0,a148286a74e73dfc193780aca8e5717d58d15b2860ec1e8d9234c8d6cc660b8a,7e50cf649ef420dc82b9b7cb5be32f2cdd8eed2b83440d05bf44c4a846bc9962
"4","きゃあ！\nど、どうでした、か……","0","0","1007409","11","1","102511","1007409071","0","0.5"
"","","","","1007409","91","","0","1007409072","",""
"1","mhp_sit_idle_sad","","0.2","1007409","3","","102511","1007409073","",""
"1","mhp_sit_talk_thinking","","0.2","1007409","3","","117531","1007409074","",""
"0","vo_mhp_2210","","","1007409","21","0","vo_mhp_1007409","1007409075","",""
"4","ふ、ふふ……この目であなたの全てを\n見通したわ。でも、体は極めて健康で\n身体能力に異常もない。\n全くドジの原因が分からないわ……","0","0","1007409","11","1","117531","1007409076","0","0.5"
"","","","","1007409","91","","0","1007409077","",""
"1","mhp_sit_talk_sad2","","0.2","1007409","3","","117531","1007409078","",""
"0","vo_mhp_2211","","","1007409","21","0","vo_mhp_1007409","1007409079","",""
"5","これ以上は医学が踏み込めない\n禁忌の領域だわ。\n悔しいけど、お手上げね……","0","0","1007409","11","1","117531","1007409080","0","0.5"
"","","","","1007409","91","","0","1007409081","",""
"1","mhp_sit_talk_worry","","0.2","1007409","3","","117531","1007409082","",""
"0","vo_mhp_2212","","","1007409","21","0","vo_mhp_1007409","1007409083","",""
"6","辛いと思うけど、ドジという業と\nしっかり向き合い、強く生きてね。","0","0","1007409","11","1","117531","1007409084","0","0.5"
"","","","","1007409","91","","0","1007409085","",""
"0","mhp_suzume_tohoho_in","0.2","0.2","1007409","3","mhp_suzume_tohoho_loop","102511","1007409086","1",""
"","0","","","1007409","93","","1","1007409087","",""
"","1","","","1007409","32","","110","1007409088","1",""
"-100","-205","","","1007409","33","0","110","1007409089","1",""
"-100","-205","","","1007409","33","0","114","1007409090","1",""
"","0","","","1007409","93","","0.8","1007409091","",""
"0","vo_mhp_2213","","","1007409","21","0","vo_mhp_1007409","1007409092","",""
"","10001","","","1007409","13","","102511","1007409093","",""
"4","えぇ～、そんな～！","0","0","1007409","11","1","102511","1007409094","0","0.5"
"","","","","1007409","91","","0","1007409095","",""
"","0","","","1007409","22","","0","1007409096","",""
"","0","","","1007409","93","","0.2","1007409097","",""
"","1","","","1007409","32","","114","1007409098","1",""
"","0","","","1007409","93","","1","1007409099","",""
"","1","","","1007409","32","","130","1007409100","",""
"","0","","","1007409","93","","4","1007409101","",""
"","0","","","1007409","32","","130","1007409102","",""
"100","104431","0","1.7","1007410","1","-1000","1","1007410001","-240","mhp_idle_normal"
"100","117631","1","1.7","1007410","1","365","1","1007410002","-200","mhp_sit_idle"
"100","117531","1","1.7","1007410","1","185","1","1007410003","-220","mhp_sit_idle"
"-240","1","","1","1007410","31","-154","1","1007410004","0.85",""
"110","11","0","1.7","1007410","5","-200","1","1007410005","-220","NoItem"
"105","12","0","1.7","1007410","5","-200","1","1007410006","-220","NoItem"
"110","21","1","1.7","1007410","5","185","1","1007410007","-220","NoItem"
"105","22","1","1.7","1007410","5","185","1","1007410008","-220","NoItem"
"1","1","0","0","1007410","6","1","11","1007410009","0",""
"1","1","0","0","1007410","6","1","12","1007410010","0",""
"1","1","0","0","1007410","6","1","21","1007410011","0",""
"1","1","0","0","1007410","6","1","22","1007410012","0",""
"","","","","1007410","91","","0","1007410013","",""
"1","mhp_sit_talk_normal","","0.2","1007410","3","","117531","1007410014","",""
"0","vo_mhp_5001","","","1007410","21","0","vo_mhp_1007410","1007410015","",""
"8","次の方どうぞー","0","0","1007410","11","0","117531","1007410016","0","0.5"
"","","","","1007410","91","","0","1007410017","",""
"1","mhp_sit_idle","","0.2","1007410","3","","117531","1007410018","",""
"1","mhp_walk","","0.2","1007410","3","","104431","1007410019","",""
"-220","-200","","","1007410","2","4","104431","1007410020","0",""
"","","","","1007410","91","","0","1007410021","",""
"0","mhp_sit_in","","0.2","1007410","3","","104431","1007410022","",""
"","","","","1007410","91","","0","1007410023","",""
"1","mhp_sit_idle","","0.2","1007410","3","","104431","1007410024","",""
"","0","","","1007410","93","","1","1007410025","",""
"1","mhp_sit_talk_normal","","0.2","1007410","3","","117531","1007410026","",""
"0","vo_mhp_5002","","","1007410","21","0","vo_mhp_1007410","1007410027","",""
"6","あら、これはまた\n只者じゃない人が来たわね。","0","0","1007410","11","1","117531","1007410028","0","0.5"
"","","","","1007410","91","","0","1007410029","",""
"1","mhp_sit_idle","","0.2","1007410","3","","117531","1007410030","",""
"0","mhp_ilya_doya_in","0","0.2","1007410","3","mhp_ilya_doya_talk_loop","104431","1007410031","1",""
"0","vo_mhp_5003","","","1007410","21","0","vo_mhp_1007410","1007410032","",""
"4","ほう、分かるか？　いかにも！\n我が名はイリヤ・オーンスタイン\n夜を総べる者であるぞ！","0","0","1007410","11","1","104431","1007410033","0","1.5"
"","","","","1007410","91","","0","1007410034","",""
"1","mhp_ilya_doya_loop","","0.2","1007410","3","","104431","1007410035","",""
"1","mhp_sit_talk_wish","","0.2","1007410","3","","117531","1007410036","",""
"0","vo_mhp_5004","","","1007410","21","0","vo_mhp_1007410","1007410037","",""
"5","ふーん、伝説の吸血鬼が復活したって\n噂では聞いたけど、もしかして\nあなたがそうなのかしら。","0","0","1007410","11","1","117531","1007410038","0","0.5"
"","","","","1007410","91","","0","1007410039","",""
"1","mhp_sit_idle_memory","","0.2","1007410","3","","117531","1007410040","",""
"1","mhp_sit_talk_normal","","0.2","1007410","3","","104431","1007410041","",""
"0","vo_mhp_5005","","","1007410","21","0","vo_mhp_1007410","1007410042","",""
"5","さすが名医、理解が早くて助かる……\nって、ど、どうした？　なんだか\n興奮しておるようじゃが……","0","0","1007410","11","1","104431","1007410043","0","0.5"
"","1","","","1007410","93","","5","1007410044","",""
"1","mhp_sit_talk_sad","","0.2","1007410","3","","104431","1007410045","",""
"","","","","1007410","91","","1007410043","1007410046","",""
"1","mhp_sit_idle_sad","","0.2","1007410","3","","104431","1007410047","",""
"1","mhp_mitsuki_sit_ecstatic_talk","","0.2","1007410","3","","117531","1007410048","",""
"0","vo_mhp_5006","","","1007410","21","0","vo_mhp_1007410","1007410049","",""
"5","当然よ。だって伝説の吸血鬼でしょ？\nこんな魅力的な研究対象を前にすれば\n誰だって興奮するわ。だから――","0","0","1007410","11","1","117531","1007410050","0","0.5"
"","","","","1007410","91","","0","1007410051","",""
"0","1007410055","","","1007410","103","","その体、解剖させてくれない？","1007410052","",""
"0","1007410066","","","1007410","103","","私の血を吸ってみる？","1007410053","",""
"0","1007410072","","","1007410","103","","私の目、使っちゃおうかしら？","1007410054","",""
"1","mhp_mitsuki_sit_ecstatic_idle","","0.2","1007410","3","","117531","1007410055","",""
"1","mhp_sit_talk_surprise2","","0.2","1007410","3","","104431","1007410056","",""
"0","vo_mhp_5007","","","1007410","21","0","vo_mhp_1007410","1007410057","",""
"6","怖い怖い！　急に何を言い出すんじゃ！\nいいわけないじゃろ！","0","0","1007410","11","1","104431","1007410058","0","0.5"
"","","","","1007410","91","","0","1007410059","",""
"1","mhp_sit_idle_surprise2","","0.2","1007410","3","","104431","1007410060","",""
"1","mhp_mitsuki_sit_ecstatic_talk","","0.2","1007410","3","","117531","1007410061","",""
"0","vo_mhp_5008","","","1007410","21","0","vo_mhp_1007410","1007410062","",""
"6","そこをなんとか。安心して？\n切られたことも気付かないうちに\n終わらせるから？","0","0","1007410","11","1","117531","1007410063","0","0.5"
"","","","","1007410","91","","0","1007410064","",""
"","","","","1007410","101","","1007410081","1007410065","",""
"1","mhp_mitsuki_sit_ecstatic_idle","","0.2","1007410","3","","117531","1007410066","",""
"1","mhp_sit_talk_sad","","0.2","1007410","3","","104431","1007410067","",""
"0","vo_mhp_5009","","","1007410","21","0","vo_mhp_1007410","1007410068","",""
"5","え、う、ううん……なんじゃろうか。\nありがたい申し出のはずなのに\n何か取り返しがつかなさそうだから\n遠慮させてもらおう……","0","0","1007410","11","1","104431","1007410069","0","0.5"
"","","","","1007410","91","","0","1007410070","",""
"","","","","1007410","101","","1007410081","1007410071","",""
"0","mhp_mitsuki_sit_kaihou_in","0","0.2","1007410","3","mhp_mitsuki_sit_kaihou_loop","117531","1007410072","1",""
"1","mhp_sit_talk_worry","","0.2","1007410","3","","104431","1007410073","",""
"0","vo_mhp_5010","","","1007410","21","0","vo_mhp_1007410","1007410074","",""
"5","ん？　お、お主何をするつもりじゃ？\nおそらくその眼帯\nあまり取っていいものではなかろう？","0","0","1007410","11","1","104431","1007410075","0","0.5"
"","","","","1007410","91","","0","1007410076","",""
"1","mhp_sit_idle_sad","","0.2","1007410","3","","104431","1007410077","",""
"1","mhp_sit_talk_joy1","","0.2","1007410","3","","117531","1007410078","",""
"0","vo_mhp_5011","","","1007410","21","0","vo_mhp_1007410","1007410079","",""
"6","そうね。でも、あなたになら特別に\n見せてあげてもいいかなって\n思ったのよ♪","0","0","1007410","11","1","117531","1007410080","0","0.5"
"","","","","1007410","91","","0","1007410081","",""
"","0.5","","","1007410","22","","0","1007410082","",""
"1","mhp_mitsuki_sit_ecstatic_idle","","0.2","1007410","3","","117531","1007410083","",""
"0","mhp_sit_out_sad","0.2","0.2","1007410","3","mhp_talk_anger2","104431","1007410084","1",""
"","1","","","1007410","93","","1","1007410085","",""
"0","vo_mhp_5012","","","1007410","21","0","vo_mhp_1007410","1007410086","",""
"6","こ、こんな危険なところにいられるか！\n退散、退散じゃ！","0","0","1007410","11","1","104431","1007410087","0","0.5"
"","1","","","1007410","93","","0.5","1007410088","",""
"","","","","1007410","91","","1007410087","1007410089","",""
"","1","","","1007410","4","","104431","1007410090","",""
"2","1","0","0","1007410","12","","104431","1007410091","",""
"1","mhp_run_sad","","0.2","1007410","3","","104431","1007410092","",""
"-220","-1000","","","1007410","2","2","104431","1007410093","0",""
"","0","","","1007410","93","","0.2","1007410094","",""
"0","mhp_sit_wavehand","0.2","0.2","1007410","3","mhp_sit_talk_normal","117531","1007410095","1",""
"0","vo_mhp_5013","","","1007410","21","0","vo_mhp_1007410","1007410096","",""
"6","そう、残念だわ。また来てね♪","0","0","1007410","11","1","117531","1007410097","0","0.5"
"","","","","1007410","91","","0","1007410098","",""
"","0.5","","","1007410","22","","0","1007410099","",""
"1","mhp_sit_idle","","0.2","1007410","3","","117531","1007410100","",""
"","0","","","1007410","93","","1.8","1007410101","",""
"","","","","1007410","91","","0","1007410102","",""
"100","104431","0","1.7","1007411","1","-1000","1","1007411001","-240","mhp_idle_normal"
"100","117631","1","1.7","1007411","1","365","1","1007411002","-200","mhp_sit_idle"
"120","117531","1","1.7","1007411","1","185","1","1007411003","-220","mhp_sit_idle"
"-240","1","","1","1007411","31","-154","1","1007411004","0.85",""
"110","11","1","1.7","1007411","5","365","1","1007411005","-200","NoItem"
"1","1","0","0","1007411","6","1","11","1007411006","1",""
"","","","","1007411","91","","0","1007411007","",""
"1","mhp_sit_talk_normal","","0.2","1007411","3","","117531","1007411008","",""
"0","vo_mhp_5101","","","1007411","21","0","vo_mhp_1007411","1007411009","",""
"8","イリヤさん、どうぞー","0","0","1007411","11","0","117531","1007411010","0","0.5"
"","","","","1007411","91","","0","1007411011","",""
"1","mhp_sit_idle","","0.2","1007411","3","","117531","1007411012","",""
"1","mhp_walk","","0.2","1007411","3","","104431","1007411013","",""
"-220","-200","","","1007411","2","4","104431","1007411014","0",""
"","","","","1007411","91","","0","1007411015","",""
"0","mhp_sit_in_sad","","0.2","1007411","3","","104431","1007411016","",""
"","","","","1007411","91","","0","1007411017","",""
"1","mhp_sit_idle_sad","","0.2","1007411","3","","104431","1007411018","",""
"","0","","","1007411","93","","1","1007411019","",""
"1","mhp_sit_talk_worry","","0.2","1007411","3","","104431","1007411020","",""
"0","vo_mhp_5102","","","1007411","21","0","vo_mhp_1007411","1007411021","",""
"5","……気は進まんかったが\n目的達成のため背に腹は代えられん。\n頼む、この姿を保つために\n協力をしてくれんか？","0","0","1007411","11","1","104431","1007411022","0","0.5"
"","","","","1007411","91","","0","1007411023","",""
"1","mhp_sit_idle_sad","","0.2","1007411","3","","104431","1007411024","",""
"1","mhp_sit_talk_normal","","0.2","1007411","3","","117631","1007411025","",""
"0","vo_mhp_5103","","","1007411","21","0","vo_mhp_1007411","1007411026","",""
"7","なんだか別の姿が\nあるみたいな言い方だね？","0","0","1007411","11","1","117631","1007411027","0","0.5"
"","","","","1007411","91","","0","1007411028","",""
"1","mhp_sit_idle","","0.2","1007411","3","","117631","1007411029","",""
"1","mhp_sit_talk_sad","","0.2","1007411","3","","104431","1007411030","",""
"0","vo_mhp_5104","","","1007411","21","0","vo_mhp_1007411","1007411031","",""
"5","実は魔力不足で子どもの姿に\nなってしまうのじゃ。\n今は相当無理しているが、とある条件下\nでなら本来の姿を保てるのだが……","0","0","1007411","11","1","104431","1007411032","0","1"
"","","","","1007411","91","","0","1007411033","",""
"1","mhp_sit_idle_sad","","0.2","1007411","3","","104431","1007411034","",""
"1","mhp_sit_talk_normal","","0.2","1007411","3","","117531","1007411035","",""
"0","vo_mhp_5105","","","1007411","21","0","vo_mhp_1007411","1007411036","",""
"6","そういうことなのね\nちなみにその条件というのは\nどういうものなのかしら？","0","0","1007411","11","1","117531","1007411037","0","0.5"
"","","","","1007411","91","","0","1007411038","",""
"1","mhp_sit_idle","","0.2","1007411","3","","117531","1007411039","",""
"1","mhp_sit_talk_wish","","0.2","1007411","3","","104431","1007411040","",""
"0","vo_mhp_5106","","","1007411","21","0","vo_mhp_1007411","1007411041","",""
"6","とある者がそばにいることじゃ。\nだからあやつがずっとわらわの側に\nおれば手っ取り早いのじゃが……","0","0","1007411","11","1","104431","1007411042","0","0.5"
"","","","","1007411","91","","0","1007411043","",""
"1","mhp_sit_talk_worry","","0.2","1007411","3","","104431","1007411044","",""
"0","vo_mhp_5107","","","1007411","21","0","vo_mhp_1007411","1007411045","",""
"6","わらわに遠慮しておるのか……\nとにかく、なかなか\nわらわの魅力が届かんのじゃ。","0","0","1007411","11","1","104431","1007411046","0","0.5"
"","","","","1007411","91","","0","1007411047","",""
"1","mhp_sit_idle_sad","","0.2","1007411","3","","104431","1007411048","",""
"1","mhp_sit_talk_thinking","","0.2","1007411","3","","117631","1007411049","",""
"0","vo_mhp_5108","","","1007411","21","0","vo_mhp_1007411","1007411050","",""
"5","うーん、ボクほどじゃないにしても\n十分魅力的だと思うけど……\nそれなら――","0","0","1007411","11","1","117631","1007411051","0","0.5"
"","1","","","1007411","93","","7.5","1007411052","",""
"1","mhp_sit_idle_thinking","","0.2","1007411","3","","117631","1007411053","",""
"","","","","1007411","91","","1007411051","1007411054","",""
"","0","","","1007411","22","","0","1007411055","",""
"0","1007411059","","","1007411","103","","かわいさで魅了しちゃおう！","1007411056","",""
"0","1007411076","","","1007411","103","","美しさで迫ろう！","1007411057","",""
"0","1007411093","","","1007411","103","","ボクがプロデュースしてあげるよ！","1007411058","",""
"1","mhp_sit_idle_memory","","0.2","1007411","3","","117631","1007411059","",""
"1","mhp_sit_talk_anger2","","0.2","1007411","3","","104431","1007411060","",""
"0","vo_mhp_5109","","","1007411","21","0","vo_mhp_1007411","1007411061","",""
"6","か、かわいい、じゃと？\nや、やめんかそういうのは。\n恥ずかしい、じゃろ……","0","0","1007411","11","1","104431","1007411062","0","0.5"
"","","","","1007411","91","","0","1007411063","",""
"1","mhp_sit_idle_anger2","","0.2","1007411","3","","104431","1007411064","",""
"0","mhp_sit_out","0.2","0.2","1007411","3","mhp_idle_normal","117631","1007411065","1",""
"","","","","1007411","93","","1","1007411066","",""
"0","mhp_yuki_pose","0.2","0.2","1007411","3","mhp_yuki_idle","117631","1007411067","1",""
"0","mhp_yuki_pose","0.2","0.2","1007411","3","mhp_yuki_idle","11","1007411068","1",""
"0","vo_mhp_5110","","","1007411","21","0","vo_mhp_1007411","1007411069","",""
"5","何言ってるのさ\nそこが最高の武器になるんだよ！\nもし自信がないならボクに任せてよ？","10","0","1007411","11","1","117631","1007411070","0","0.5"
"","1","","","1007411","93","","6.5","1007411071","",""
"0","mhp_yuki_pose_2","0.2","0.2","1007411","3","mhp_yuki_idle_2","117631","1007411072","1",""
"0","mhp_yuki_pose_2","0.2","0.2","1007411","3","mhp_yuki_idle_2","11","1007411073","1",""
"","","","","1007411","91","","1007411070","1007411074","",""
"","","","","1007411","101","","1007411109","1007411075","",""
"1","mhp_sit_idle_memory","","0.2","1007411","3","","117631","1007411076","",""
"1","mhp_sit_talk_thinking","","0.2","1007411","3","","104431","1007411077","",""
"0","vo_mhp_5111","","","1007411","21","0","vo_mhp_1007411","1007411078","",""
"5","美しさな。悪い手ではないが\nあやつは外見で人を判断するヤツでは\nないからのう……\nそこがいいところでもあるのじゃが。","0","0","1007411","11","1","104431","1007411079","0","0.5"
"","","","","1007411","91","","0","1007411080","",""
"1","mhp_sit_idle_thinking","","0.2","1007411","3","","104431","1007411081","",""
"0","mhp_sit_out","0.2","0.2","1007411","3","mhp_idle_normal","117631","1007411082","1",""
"","","","","1007411","93","","1","1007411083","",""
"0","mhp_yuki_pose","0.2","0.2","1007411","3","mhp_yuki_idle","117631","1007411084","1",""
"0","mhp_yuki_pose","0.2","0.2","1007411","3","mhp_yuki_idle","11","1007411085","1",""
"0","vo_mhp_5112","","","1007411","21","0","vo_mhp_1007411","1007411086","",""
"5","安心して、美の化身たるボクにかかれば\nどんな人間だって虜にできるよ。\nさあ、ボクと一緒に\n美の高みを目指そうね♪","0","0","1007411","11","1","117631","1007411087","0","0.5"
"","1","","","1007411","93","","7","1007411088","",""
"0","mhp_yuki_pose_2","0.2","0.2","1007411","3","mhp_yuki_idle_2","117631","1007411089","1",""
"0","mhp_yuki_pose_2","0.2","0.2","1007411","3","mhp_yuki_idle_2","11","1007411090","1",""
"","","","","1007411","91","","1007411087","1007411091","",""
"","","","","1007411","101","","1007411109","1007411092","",""
"1","mhp_sit_idle_memory","","0.2","1007411","3","","117631","1007411093","",""
"1","mhp_sit_talk_anger2","","0.2","1007411","3","","104431","1007411094","",""
"0","vo_mhp_5113","","","1007411","21","0","vo_mhp_1007411","1007411095","",""
"5","か、看護師が何を言っとるんじゃ？\nいや、そもそもお主本当に看護師か？\nわらわが言うのもなんだが\n色々怪しいぞ！","0","0","1007411","11","1","104431","1007411096","0","0.5"
"","","","","1007411","91","","0","1007411097","",""
"1","mhp_sit_idle_anger2","","0.2","1007411","3","","104431","1007411098","",""
"0","mhp_sit_out","0.2","0.2","1007411","3","mhp_idle_normal","117631","1007411099","1",""
"","","","","1007411","93","","1","1007411100","",""
"0","mhp_yuki_pose","0.2","0.2","1007411","3","mhp_yuki_idle","117631","1007411101","1",""
"0","mhp_yuki_pose","0.2","0.2","1007411","3","mhp_yuki_idle","11","1007411102","1",""
"0","vo_mhp_5114","","","1007411","21","0","vo_mhp_1007411","1007411103","",""
"5","大丈夫大丈夫、ぜーんぶボクに\n任せてくれれば問題なしだよ\nこれはボクの腕の見せ所だね♪","0","0","1007411","11","1","117631","1007411104","0","0.5"
"","1","","","1007411","93","","3.5","1007411105","",""
"0","mhp_yuki_pose_2","0.2","0.2","1007411","3","mhp_yuki_idle_2","117631","1007411106","1",""
"0","mhp_yuki_pose_2","0.2","0.2","1007411","3","mhp_yuki_idle_2","11","1007411107","1",""
"","","","","1007411","91","","1007411104","1007411108","",""
"","","","","1007411","91","","0","1007411109","",""
"0","mhp_sit_in","0.2","0","1007411","3","mhp_sit_idle","117631","1007411110","1",""
"1","NoItem","","0","1007411","3","","11","1007411111","",""
"1","mhp_sit_talk_worry","","0.2","1007411","3","","104431","1007411112","",""
"0","vo_mhp_5115","","","1007411","21","0","vo_mhp_1007411","1007411113","",""
"6","お、おい、お主こやつの主であろう。\n任せて大丈夫なのか？","0","0","1007411","11","1","104431","1007411114","0","0.5"
"","","","","1007411","91","","0","1007411115","",""
"1","mhp_sit_idle_sad","","0.2","1007411","3","","104431","1007411116","",""
"1","mhp_sit_talk_normal","","0.2","1007411","3","","117531","1007411117","",""
"0","vo_mhp_5116","","","1007411","21","0","vo_mhp_1007411","1007411118","",""
"6","この手のことに関しては私より\nユキの方が適任よ。\n私じゃあまり力になれそうにないから\n任せてみるのもアリかもね♪","0","","1007411","11","1","117531","1007411119","0","0.5"
"","","","","1007411","91","","0","1007411120","",""
"","0.5","","","1007411","22","","0","1007411121","",""
"","","","","1007411","93","","0.5","1007411122","",""
"1","mhp_sit_idle","","0.2","1007411","3","","117531","1007411123","",""
"0","mhp_sit_out_sad","0.2","0.2","1007411","3","mhp_idle_sad","104431","1007411124","1",""
"","","","","1007411","93","","0.5","1007411125","",""
"2","1","0","0","1007411","12","","104431","1007411126","",""
"","","","","1007411","93","","0.5","1007411127","",""
"1","mhp_walk_sad","","0.2","1007411","3","","104431","1007411128","",""
"","1","","","1007411","4","","104431","1007411129","",""
"-220","-1000","","","1007411","2","5","104431","1007411130","0",""
"","0","","","1007411","93","","4.1","1007411131","",""
"","0","","","1007411","91","","0","1007411132","",""
"100","104431","0","1.7","1007412","1","-1000","1","1007412001","-240","mhp_idle_normal"
"104","117631","1","1.7","1007412","1","185","1","1007412002","-220","mhp_sit_idle"
"100","117531","1","1.7","1007412","1","365","1","1007412003","-200","mhp_sit_idle"
"-240","1","","1","1007412","31","-154","1","1007412004","0.85",""
"173","120","","0","1007412","31","-237","24","1007412005","1",""
"0","130","","0","1007412","31","160","30","1007412006","1",""
"0","111","","0","1007412","31","0","11","1007412007","1",""
"110","11","0","1.7","1007412","5","-200","1","1007412008","-220","NoItem"
"105","12","0","1.7","1007412","5","-200","1","1007412009","-220","NoItem"
"110","21","1","1.7","1007412","5","185","1","1007412010","-220","NoItem"
"105","22","1","1.7","1007412","5","185","1","1007412011","-220","NoItem"
"1","1","0","0","1007412","6","1","11","1007412012","1",""
"1","1","0","0","1007412","6","1","12","1007412013","0",""
"1","1","0","0","1007412","6","1","21","1007412014","0",""
"1","1","0","0","1007412","6","1","22","1007412015","0",""
"","0","","","1007412","91","","0","1007412016","",""
"1","mhp_sit_talk_normal","","0.2","1007412","3","","117531","1007412017","",""
"0","vo_mhp_5201","","","1007412","21","0","vo_mhp_1007412","1007412018","",""
"8","イリヤさん、どうぞー","0","0","1007412","11","0","117531","1007412019","0","0.5"
"","","","","1007412","91","","0","1007412020","",""
"1","mhp_sit_idle","","0.2","1007412","3","","117531","1007412021","",""
"1","mhp_walk","","0.2","1007412","3","","104431","1007412022","",""
"-220","-200","","","1007412","2","4","104431","1007412023","0",""
"","","","","1007412","91","","0","1007412024","",""
"0","mhp_sit_in","","0.2","1007412","3","","104431","1007412025","",""
"","","","","1007412","91","","0","1007412026","",""
"1","mhp_sit_idle","","0.2","1007412","3","","104431","1007412027","",""
"","0","","","1007412","93","","1","1007412028","",""
"1","mhp_sit_talk_wish2","","0.2","1007412","3","","104431","1007412029","",""
"0","vo_mhp_5202","","","1007412","21","0","vo_mhp_1007412","1007412030","",""
"6","う、うむ。今日もよろしく頼むぞ。","0","0","1007412","11","1","104431","1007412031","0","0.5"
"","","","","1007412","91","","0","1007412032","",""
"1","mhp_sit_idle","","0.2","1007412","3","","104431","1007412033","",""
"1","mhp_sit_talk_normal","","0.2","1007412","3","","117631","1007412034","",""
"0","vo_mhp_5203","","","1007412","21","0","vo_mhp_1007412","1007412035","",""
"5","それじゃあさっそく始めようか。\nまずは煽情的に迫ってみて！","0","0","1007412","11","1","117631","1007412036","0","0.5"
"","","","","1007412","91","","0","1007412037","",""
"1","mhp_sit_idle","","0.2","1007412","3","","117631","1007412038","",""
"0","mhp_ilya_approach_in","0","0.2","1007412","3","mhp_ilya_approach_loop","104431","1007412039","1",""
"0","NoItem","0","0.2","1007412","3","mhp_ilya_approach_loop","11","1007412040","1",""
"0","vo_mhp_5204","","","1007412","21","0","vo_mhp_1007412","1007412041","",""
"5","ふふ、緊張しておるのか？\n愛いヤツじゃのう……","0","0","1007412","11","1","104431","1007412042","0","1"
"","","","","1007412","91","","0","1007412043","",""
"1","mhp_sit_talk_joy1","","0.2","1007412","3","","117631","1007412044","",""
"0","vo_mhp_5205","","","1007412","21","0","vo_mhp_1007412","1007412045","",""
"6","いいよいいよイリヤさん♪\n今度は上目遣いちょうだい！","0","0","1007412","11","1","117631","1007412046","0","0.5"
"","","","","1007412","91","","0","1007412047","",""
"1","mhp_sit_idle_joy1","","0.2","1007412","3","","117631","1007412048","",""
"0","mhp_ilya_uwame_in","0","0.2","1007412","3","mhp_ilya_uwame_loop","104431","1007412049","1",""
"0","mhp_ilya_uwame_in","0","0.2","1007412","3","mhp_ilya_uwame_loop","11","1007412050","1",""
"0","vo_mhp_5206","","","1007412","21","0","vo_mhp_1007412","1007412051","",""
"4","お主……\n目を、そらすでないぞ？","0","0","1007412","11","1","104431","1007412052","0","1"
"","","","","1007412","91","","0","1007412053","",""
"1","mhp_sit_talk_joy1","","0.2","1007412","3","","117631","1007412054","",""
"0","vo_mhp_5207","","","1007412","21","0","vo_mhp_1007412","1007412055","",""
"6","うーんあざとい！　でもそれがいい♪\n次は小悪魔ムーブで迫ってみてよ！","0","0","1007412","11","1","117631","1007412056","0","0.5"
"","","","","1007412","91","","0","1007412057","",""
"1","mhp_sit_idle_joy1","","0.2","1007412","3","","117631","1007412058","",""
"0","mhp_ilya_koakuma_in","0","0.2","1007412","3","mhp_ilya_koakuma_loop","104431","1007412059","1",""
"0","mhp_ilya_koakuma_in","0","0.2","1007412","3","NoItem","11","1007412060","1",""
"0","vo_mhp_5208","","","1007412","21","0","vo_mhp_1007412","1007412061","",""
"6","わらわだけを、見てほしいのじゃ……","0","0","1007412","11","1","104431","1007412062","0","1"
"","","","","1007412","91","","0","1007412063","",""
"1","mhp_sit_talk_joy2","","0.2","1007412","3","","117631","1007412064","",""
"0","vo_mhp_5209","","","1007412","21","0","vo_mhp_1007412","1007412065","",""
"7","エクセレント！\n最後は壁ドンで決めちゃおう！","0","0","1007412","11","1","117631","1007412066","0","0.5"
"","0","","","1007412","91","","0","1007412067","",""
"1","mhp_sit_idle_joy2","","0.2","1007412","3","","117631","1007412068","",""
"0","mhp_ilya_kabedon_in","0","0.2","1007412","3","mhp_ilya_kabedon_loop","104431","1007412069","1",""
"0","vo_mhp_5210","","","1007412","21","0","vo_mhp_1007412","1007412070","",""
"7","わらわのものに、なるのじゃ……","0","0","1007412","11","1","104431","1007412071","0","1"
"","","","","1007412","91","","0","1007412072","",""
"","","","","1007412","93","","1","1007412073","",""
"1","mhp_sit_talk_memory","","0.2","1007412","3","","117631","1007412074","",""
"0","vo_mhp_5211","","","1007412","21","0","vo_mhp_1007412","1007412075","",""
"5","完璧だよイリヤさん♪\n今のイリヤさんはキュートな堕天使！\nこれで落ちない人はいないね\nさっそく例の人に披露してみよう！","0","0","1007412","11","1","117631","1007412076","0","0.5"
"","","","","1007412","91","","0","1007412077","",""
"1","mhp_sit_idle","","0.2","1007412","3","","117631","1007412078","",""
"1","mhp_talk_memory","","0.2","1007412","3","","104431","1007412079","",""
"0","vo_mhp_5212","","","1007412","21","0","vo_mhp_1007412","1007412080","",""
