63a5058001c9f3a337f74996151ba49b540d98ad99081d769ea1657b5e71b8f0,d4ee17c683f99f909153748837b325f101c10bf1e2219dd1277b55a53308d784,4a7676e7741f0d53803ca1de448526790187cab84f6094706bd0c41892e9ebf4,1c6c16b23200ca6b51ee3e843570e65df97cf086bd14990a91f650c078d93603,33cbccd19305c9e2ae3bb5de45d1b8bfda86b4520b443c73d929c726362f0bdf,aff445f2e64def5f5978e987ec0be3a96a999a6cecffc51b8132b26c1e62c94c,9cc3aade1544d57cbc58f1e447b232674986813972cd6054e8f8b5dbd3403912,ddf892491fe30e7a93d449fe9e065d16f3f0c6decf5978efbee809cc8f578aef,7b3abed053604f0a6e313419b41d58a0375a2431a3b83a33c2e14f305dd231ce,066ae74d555f7a311cc4c7678ca037c3f4d7b6ac787c6281bac5fc603b568026,06194a8f8c171062dae6f96d31640105d37f7e88bde17ea296cc0fa6d516a285,20ff79ef5660e3f045e27ca44c3772ee9e93453737c3772476df0433c8124b6f,9858cf94bd05c6080abd9c724aa6dacaff6c1393d1ef71da5ba4c58c0058ef78,4ebf2fb6fb0698f57c267620bf833cb6b6d75e36f2e2ee6eb5728778f678996a,4138af59d7badeb865e5bcb94092c7f9d0122f20669a65bd63c10f9e8e8a15e4,ff6a24d305e3c799d99868aec3ef8736b9e4560257e40942c956d31967a74e7b,39fcaf00a00230eb91ee6ac471035082ff040f4f77b293cd7897e3e34b328c5c,f04fd7e1d04ca22d96804a35b6ee93269292ce9901e93d43274d5b6e8b3743e6,3098a71d11cd24dc5a6e103d52ea70272304c6b53dd69ec3a48f5d63928cbe00,9c8d705e4d06f65427e1e14e26162ee82e911c2a2325e71a38ac4c10ce0e6fbb,0fdae240239147f1e25de167d64512d3c528a13592dbe7f4d950017d3d8e98d5
"501","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1047","2000","31043"
"502","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1047","1500","31043"
"503","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1047","1000","31043"
"504","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1047","750","31043"
"505","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1047","500","31043"
"506","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1048","5000","31018"
"507","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1048","4500","31018"
"508","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1048","4000","31018"
"509","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1048","3500","31018"
"510","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1048","3000","31018"
"511","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1048","2500","31018"
"512","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1048","2000","31018"
"513","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1048","1500","31018"
"514","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1048","1000","31018"
"515","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1048","750","31018"
"516","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1048","500","31018"
"517","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1049","5000","31145"
"518","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1049","4500","31145"
"519","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1049","4000","31145"
"520","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1049","3500","31145"
"521","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1049","3000","31145"
"522","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1049","2500","31145"
"523","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1049","2000","31145"
"524","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1049","1500","31145"
"525","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1049","1000","31145"
"526","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1049","750","31145"
"527","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1049","500","31145"
"528","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1050","5000","31025"
"529","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1050","4500","31025"
"530","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1050","4000","31025"
"531","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1050","3500","31025"
"532","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1050","3000","31025"
"533","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1050","2500","31025"
"534","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1050","2000","31025"
"535","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1050","1500","31025"
"536","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1050","1000","31025"
"537","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1050","750","31025"
"538","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1050","500","31025"
"539","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1051","5000","31042"
"540","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1051","4500","31042"
"541","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1051","4000","31042"
"542","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1051","3500","31042"
"543","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1051","3000","31042"
"544","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1051","2500","31042"
"545","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1051","2000","31042"
"546","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1051","1500","31042"
"547","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1051","1000","31042"
"548","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1051","750","31042"
"549","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1051","500","31042"
"550","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1052","5000","31022"
"551","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1052","4500","31022"
"552","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1052","4000","31022"
"553","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1052","3500","31022"
"554","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1052","3000","31022"
"555","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1052","2500","31022"
"556","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1052","2000","31022"
"557","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1052","1500","31022"
"558","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1052","1000","31022"
"559","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1052","750","31022"
"560","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1052","500","31022"
"561","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1053","5000","31043"
"562","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1053","4500","31043"
"563","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1053","4000","31043"
"564","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1053","3500","31043"
"565","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1053","3000","31043"
"566","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1053","2500","31043"
"567","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1053","2000","31043"
"568","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1053","1500","31043"
"569","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1053","1000","31043"
"570","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1053","750","31043"
"571","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1053","500","31043"
"572","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1054","5000","31018"
"573","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1054","4500","31018"
"574","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1054","4000","31018"
"575","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1054","3500","31018"
"576","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1054","3000","31018"
"577","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1054","2500","31018"
"578","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1054","2000","31018"
"579","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1054","1500","31018"
"580","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1054","1000","31018"
"581","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1054","750","31018"
"582","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1054","500","31018"
"583","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1055","5000","31145"
"584","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1055","4500","31145"
"585","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1055","4000","31145"
"586","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1055","3500","31145"
"587","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1055","3000","31145"
"588","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1055","2500","31145"
"589","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1055","2000","31145"
"590","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1055","1500","31145"
"591","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1055","1000","31145"
"592","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1055","750","31145"
"593","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1055","500","31145"
"594","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1056","5000","31025"
"595","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1056","4500","31025"
"596","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1056","4000","31025"
"597","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1056","3500","31025"
"598","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1056","3000","31025"
"599","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1056","2500","31025"
"600","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1056","2000","31025"
"601","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1056","1500","31025"
"602","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1056","1000","31025"
"603","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1056","750","31025"
"604","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1056","500","31025"
"605","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1057","5000","31042"
"606","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1057","4500","31042"
"607","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1057","4000","31042"
"608","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1057","3500","31042"
"609","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1057","3000","31042"
"610","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1057","2500","31042"
"611","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1057","2000","31042"
"612","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1057","1500","31042"
"613","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1057","1000","31042"
"614","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1057","750","31042"
"615","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1057","500","31042"
"616","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1058","5000","31022"
"617","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1058","4500","31022"
"618","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1058","4000","31022"
"619","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1058","3500","31022"
"620","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1058","3000","31022"
"621","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1058","2500","31022"
"622","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1058","2000","31022"
"623","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1058","1500","31022"
"624","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1058","1000","31022"
"625","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1058","750","31022"
"626","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1058","500","31022"
"627","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1059","5000","31043"
"628","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1059","4500","31043"
"629","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1059","4000","31043"
"630","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1059","3500","31043"
"631","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1059","3000","31043"
"632","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1059","2500","31043"
"633","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1059","2000","31043"
"634","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1059","1500","31043"
"635","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1059","1000","31043"
"636","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1059","750","31043"
"637","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1059","500","31043"
"638","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1060","5000","31018"
"639","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1060","4500","31018"
"640","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1060","4000","31018"
"641","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1060","3500","31018"
"642","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1060","3000","31018"
"643","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1060","2500","31018"
"644","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1060","2000","31018"
"645","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1060","1500","31018"
"646","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1060","1000","31018"
"647","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1060","750","31018"
"648","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1060","500","31018"
"649","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1061","5000","31145"
"650","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1061","4500","31145"
"651","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1061","4000","31145"
"652","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1061","3500","31145"
"653","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1061","3000","31145"
"654","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1061","2500","31145"
"655","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1061","2000","31145"
"656","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1061","1500","31145"
"657","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1061","1000","31145"
"658","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1061","750","31145"
"659","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1061","500","31145"
"660","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1063","5000","31025"
"661","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1063","4500","31025"
"662","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1063","4000","31025"
"663","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1063","3500","31025"
"664","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1063","3000","31025"
"665","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1063","2500","31025"
"666","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1063","2000","31025"
"667","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1063","1500","31025"
"668","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1063","1000","31025"
"669","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1063","750","31025"
"670","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1063","500","31025"
"671","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1064","5000","31042"
"672","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1064","4500","31042"
"673","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1064","4000","31042"
"674","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1064","3500","31042"
"675","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1064","3000","31042"
"676","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1064","2500","31042"
"677","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1064","2000","31042"
"678","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1064","1500","31042"
"679","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1064","1000","31042"
"680","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1064","750","31042"
"681","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1064","500","31042"
"682","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1065","5000","31022"
"683","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1065","4500","31022"
"684","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1065","4000","31022"
"685","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1065","3500","31022"
"686","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1065","3000","31022"
"687","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1065","2500","31022"
"688","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1065","2000","31022"
"689","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1065","1500","31022"
"690","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1065","1000","31022"
"691","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1065","750","31022"
"692","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1065","500","31022"
"693","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1066","5000","31043"
"694","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1066","4500","31043"
"695","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1066","4000","31043"
"696","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1066","3500","31043"
"697","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1066","3000","31043"
"698","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1066","2500","31043"
"699","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1066","2000","31043"
"700","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1066","1500","31043"
"701","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1066","1000","31043"
"702","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1066","750","31043"
"703","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1066","500","31043"
"704","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1067","5000","31018"
"705","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1067","4500","31018"
"706","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1067","4000","31018"
"707","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1067","3500","31018"
"708","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1067","3000","31018"
"709","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1067","2500","31018"
"710","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1067","2000","31018"
"711","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1067","1500","31018"
"712","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1067","1000","31018"
"713","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1067","750","31018"
"714","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1067","500","31018"
"715","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1068","5000","31145"
"716","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1068","4500","31145"
"717","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1068","4000","31145"
"718","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1068","3500","31145"
"719","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1068","3000","31145"
"720","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1068","2500","31145"
"721","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1068","2000","31145"
"722","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1068","1500","31145"
"723","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1068","1000","31145"
"724","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1068","750","31145"
"725","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1068","500","31145"
"726","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1069","5000","31025"
"727","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1069","4500","31025"
"728","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1069","4000","31025"
"729","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1069","3500","31025"
"730","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1069","3000","31025"
"731","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1069","2500","31025"
"732","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1069","2000","31025"
"733","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1069","1500","31025"
"734","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1069","1000","31025"
"735","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1069","750","31025"
"736","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1069","500","31025"
"737","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1070","5000","31042"
"738","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1070","4500","31042"
"739","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1070","4000","31042"
"740","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1070","3500","31042"
"741","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1070","3000","31042"
"742","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1070","2500","31042"
"743","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1070","2000","31042"
"744","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1070","1500","31042"
"745","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1070","1000","31042"
"746","20000","0","0","15001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1070","750","31042"
"747","-1","0","0","20001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1070","500","31042"
"748","100","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1071","5000","31022"
"749","300","0","0","101","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1071","4500","31022"
"750","500","0","0","301","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1071","4000","31022"
"751","1000","0","0","501","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1071","3500","31022"
"752","2000","0","0","1001","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1071","3000","31022"
"753","4500","0","0","2001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1071","2500","31022"
"754","7000","0","0","4501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1071","2000","31022"
"755","10000","0","0","7001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1071","1500","31022"
"756","15000","0","0","10001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1071","1000","31022"
