ddf70c340351a2126e105b03e0c219cff21738661c9345955a66dd8fb313dc6b,7bb1485b5b532ea7d20fff5403df631fdd4d6a87aee163fffa7ca175ef87db00,b11fdf98b706297ca382a968b0133f0b0363c055b06547720a500274a7776b11,43a60f735223c4297083edad8abf9deeae4650507a877cbc21a154219161b57b,3ae6a27c298996cdd12ac3432b4a7ae64322fcb55a146dc2e84441b25159ce6c,00f7e1292ef3cbeec1e5449ccff033fe0b0c60743486e627190e759e0e43ebd4,2043ea6bc911be64728f476e1efa92470ba0d333044166d61764bc595cac9f65,0c81707f4f8d97ccd6695bcc7aafb6a71152ecdd7a05f520b188f3d94ab55139,54bd65e887f3a2ee4ce22a768ccc24bd3dd997d58ecc52d9eec768bc98d75664,79a8fe8cb3c92383578b8ce3f468a1d2cab62e152efe36d8da2d0c5dc7a103a6,3437c134e501fb763988824612a9934e623e4e1bb94e2f1cce55df99edb87677
"16","vo_alces","","16031","","vo_alces_1603","21","0","","0",""
"16","5","0","16032","0","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","11","1","3.9","10","0"
"16","16027","","16033","","","91","0","","0",""
"16","16032","","16034","","","91","0","","0",""
"16","0","","16035","","0.5","22","","","",""
"16","se_alces","","16036","","se_alces_surprise","23","","","",""
"16","5","0","16037","1","iroha_shock_in","3","iroha_shock_loop","","0","0.2"
"16","1001","","16038","","iroha_shock_in","3","","","0","0.2"
"16","1","","16039","","0","93","","","",""
"16","3","","16040","","sono_armcrossed_talk","3","","","1","0.2"
"16","vo_alces","","16041","","vo_alces_1604","21","0","","0",""
"16","3","0","16042","0","…私のフリしてどこ行くのかしら？\nイロハちゃん？","11","1","1.7","10","0"
"16","0","","16043","","","91","0","","0",""
"16","0","","16044","","0.5","22","","","",""
"16","3","0","16045","1","sono_doya_in","3","sono_doya_idle","","0","0.2"
"16","5","","16046","","iroha_kyorokyoro","3","","","0","0.2"
"16","1.8","","16047","","0","93","","","",""
"16","se_alces","","16048","","se_alces_dotabata","23","","","",""
"16","5","0","16049","1","iroha_escape_in","3","iroha_escape","","0","0"
"16","5","","16050","0","-1200","2","3.5","","-160",""
"16","11","","16051","","1","32","","","",""
"16","11","","16052","","sweatR_Loop","37","","","",""
"16","11","","16053","0","-1200","33","3.5","","-160",""
"16","0.1","","16054","","0","93","","","",""
"16","3","","16055","","sono_notice_in_anger","3","","","1","0.2"
"16","1002","","16056","","sono_notice_in_anger","3","","","0","0.2"
"16","0.3","","16057","","0","93","","","",""
"16","132211","0","16058","1","surprise2_turn","3","surprise2R_idle","","0","0.2"
"16","0.4","","16059","","0","93","","","",""
"16","3","","16060","","run_chase","3","","","1","0.2"
"16","3","","16061","0","-1050","2","3.5","","-160",""
"16","2","","16062","","0","93","","","",""
"16","132211","","16063","","sadR_idle_nervous","3","","","1","0.2"
"16","1003","0","16064","1","sad_idle_nervous_in","3","sad_idle_nervous","","0","0.2"
"16","2","","16065","","0","93","","","",""
"16","0","","16066","","0","22","","","",""
"16","3","","16067","","0","93","","","",""
"16","16067","","16068","","","101","0","","0",""
"17","5","0","17001","-190","5","5","-100","idle_normal","100","1.47"
"17","11","","17002","1","1101","31","-190","","-100","0"
"17","10","0","17003","-190","1001","5","-100","empty","101","1.47"
"17","5","","17004","","130","13","","","",""
"17","4","1","17005","-190","4","5","125","idle_kyapi_normal","101","1.43"
"17","11","","17006","1","1102","31","-190","","125","0"
"17","0","","17007","","0","91","","","",""
"17","se_alces","","17008","","se_alces_breath","23","","","",""
"17","5","0","17009","1","sono_relief_in","3","sono_relief_talk","","0","0.2"
"17","1001","","17010","","sono_relief_in","3","","","0","0.2"
"17","0.5","","17011","","0","93","","","",""
"17","vo_alces","","17012","","vo_alces_1700","21","0","","0",""
"17","5","0","17013","0","はあ…\n元の姿に戻っちゃった…","11","1","2.4","10","0"
"17","3.5","","17014","","1","93","","","",""
"17","17013","","17015","","","91","0","","0",""
"17","5","0","17016","1","sono_ache_in","3","sono_tired_talk","","0","0.2"
"17","vo_alces","","17017","","vo_alces_1701","21","0","","0",""
"17","5","0","17018","0","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","11","1","3.7","10","0"
"17","0","","17019","","","91","0","","0",""
"17","5","","17020","","sono_tired_idle","3","","","1","0.2"
"17","4","","17021","","jump_loop","3","","","1","0.2"
"17","vo_alces","","17022","","vo_alces_1702","21","0","","0",""
"17","4","0","17023","0","あはははーっ！！\nイロハの体、なまってるー！！","11","1","1.4","10","0"
"17","0","","17024","","","91","0","","0",""
"17","4","","17025","","joy_talk_normal2","3","","","1","0.2"
"17","vo_alces","","17026","","vo_alces_1703","21","0","","0",""
"17","4","0","17027","0","ちょっと全力で走ってくるねー！！","11","1","0.3","10","0"
"17","0","","17028","","","91","0","","0",""
"17","4","0","17029","1","iroha_joy_to_run","3","iroha_run_dash","","0","0.1"
"17","0","","17030","","0.5","22","","","",""
"17","4","","17031","0","1200","2","2.1","","-190",""
"17","1102","","17032","","1","32","","","",""
"17","1102","","17033","","smokeL","37","","","",""
"17","1102","","17034","0","1200","33","2.1","","-190",""
"17","2","","17035","","0","93","","","",""
"17","5","0","17036","1","tired_to_sad","3","sad_talk_anger","","0","0.2"
"17","vo_alces","","17037","","vo_alces_1704","21","0","","0",""
"17","5","0","17038","0","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","11","1","4.3","10","0"
"17","0","","17039","","","91","0","","0",""
"17","5","","17040","","run_chase_Ex0006","3","","","1","0.1"
"17","5","","17041","0","1100","2","3.5","","-190",""
"17","1101","","17042","","1","32","","","",""
"17","1101","","17043","","sweatL_Loop","37","","","",""
"17","1101","","17044","0","1100","33","3.5","","-190",""
"17","vo_alces","","17045","","vo_alces_1705","21","0","","0",""
"17","5","0","17046","0","コラ待てーっ！！","11","1","0.5","10","0"
"17","3","","17047","","0","93","","","",""
"17","0","","17048","","","91","0","","0",""
"17","0","","17049","","0","22","","","",""
"17","3","","17050","","0","93","","","",""
"17","17050","","17051","","","101","0","","0",""
"18","5","1","18001","-130","5","5","400","sit_drink_loop","100","1.4"
"18","4","0","18002","-145","4","5","235","iroha_sad_lookup_surprise","101","1.37"
"18","0","","18003","","0","91","","","",""
"18","vo_alces","","18004","","vo_alces_1800","21","0","","0",""
"18","5","0","18005","0","ごきゅっ…ごきゅっ…ごきゅっ！","11","1","0.5","10","0"
"18","0","","18006","","","91","0","","0",""
"18","5","0","18007","1","sit_drink_handup_in","3","sit_drink_handup_talk","","0","0.2"
"18","0.2","","18008","","0","93","","","",""
"18","4","0","18009","1","iroha_surprise_in","3","iroha_surprise_look_idle","","0","0.2"
"18","0.2","","18010","","0","93","","","",""
"18","vo_alces","","18011","","vo_alces_1801","21","0","","0",""
"18","5","0","18012","0","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","11","1","4.2","10","0"
"18","0","","18013","","","91","0","","0",""
"18","5","0","18014","1","sit_drink_idle_in","3","sit_drink_idle","","0","0.2"
"18","4","","18015","","iroha_anger_talk_lookup","3","","","1","0.2"
"18","vo_alces","","18016","","vo_alces_1802","21","0","","0",""
"18","4","20","18017","0","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","11","1","3.8","10","0"
"18","0","","18018","","","91","0","","0",""
"18","4","","18019","","iroha_anger_idle_lookup","3","","","1","0.2"
"18","5","0","18020","1","sit_drink_idle_notice","3","sit_drink_idle_Jitome","","0","0.2"
"18","vo_alces","","18021","","vo_alces_1803","21","0","","0",""
"18","5","0","18022","0","ふ、10年早いわ。\nぐびぐび","11","1","3.7","10","0"
"18","0","","18023","","","91","0","","0",""
"18","5","0","18024","1","sit_drink_idle_to_yareyare","3","sit_drink_yareyare","","0","0.2"
"18","vo_alces","","18025","","vo_alces_1804","21","0","","0",""
"18","5","0","18026","0","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","11","1","3.9","10","0"
"18","0","","18027","","","91","0","","0",""
"18","0","","18028","","0","22","","","",""
"18","4","0","18029","1","iroha_anger_to_sad","3","iroha_sad_lookup_shy","","0","0.2"
"18","5","0","18030","1","sit_drink_yareyare_to_loop","3","sit_drink_loop","","0","0.2"
"18","2","","18031","","0","93","","","",""
"18","5","0","18032","1","sit_drink_handup_in_dead","3","sit_drink_handup_idle_dead","","0","0.2"
"18","2","","18033","","0","93","","","",""
"18","vo_alces","","18034","","vo_alces_1805","21","0","","0",""
"18","5","0","18035","0","…うぃ～、ヒックッ","11","1","1.2","10","0"
"18","0","","18036","","","91","0","","0",""
"18","4","","18037","","iroha_sad_talk_lookup","3","","","1","0.2"
"18","vo_alces","","18038","","vo_alces_1806","21","0","","0",""
"18","4","20","18039","0","ダメな大人だ…","11","1","0.5","10","0"
"18","0","","18040","","","91","0","","0",""
"18","4","","18041","","iroha_sad_lookup_shy","3","","","1","0.2"
"18","0","","18042","","0","22","","","",""
"18","3","","18043","","0","93","","","",""
"18","18043","","18044","","","101","0","","0",""
"19","1","1","19001","-158","1","5","407","idle_normal","105","1.45"
"19","2","0","19002","-156","2","5","32","doyaB_idle","100","1.47"
"19","3","0","19003","-168","3","5","-124","idle_normal","108","1.42"
"19","4","0","19004","600","4","5","1500","idle_kyapi_normal","108","1.42"
"19","5","0","19005","600","5","5","1500","idle_normal","100","1.47"
"19","18","","19006","1","18","31","-158","","407","0"
"19","19","","19007","1","19","31","-156","","32","0"
"19","20","","19008","1","20","31","-168","","-124","0"
"19","21","","19009","1","21","31","-168","","-124","0"
"19","0","","19010","","0","91","","","",""
"19","0.5","","19011","","0","93","","","",""
"19","2","","19012","","doyaB_idle_look","3","","","1","0.2"
"19","3","0","19013","1","cool_in_joy_lookup","3","cool_talk_joy_lookup","","0","0.2"
"19","vo_alces","","19014","","vo_alces_1900","21","0","","0",""
"19","3","0","19015","0","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ","11","1","2.5","10","0"
"19","0","","19016","","","91","0","","0",""
"19","3","0","19017","1","cool_idle_normal_lookup","3","cool_idle_normal","","0","0.2"
"19","2","0","19018","1","iroha_ok_luichan","3","gutsB_idle_joy","","0","0.2"
"19","vo_alces","","19019","","vo_alces_1901","21","0","","0",""
"19","2","0","19020","0","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！","11","1","0.5","10","0"
"19","0","","19021","","","91","","","",""
"19","2","","19022","","idle_kyapi_normal","3","","","1","0.2"
"19","3","","19023","","idle_normal","3","","","1","0.2"
"19","1","","19024","","luis_swap","3","","","0","0.2"
"19","vo_alces","","19025","","vo_alces_1902","21","0","","0",""
"19","1","10","19026","0","はいはい。\n『入れ替わりの秘薬』噴射～♪","11","1","1.2","10","0"
"19","1.2","","19027","","0","93","","","",""
"19","se_alces","","19028","","se_alces_replace","23","","","0",""
"19","2.8","","19029","","0","93","","","",""
"19","18","","19030","","1","32","","","",""
"19","19","","19031","","1","32","","","",""
"19","0.5","","19032","","0","93","","","",""
"19","2","0","19033","0","1","6","0","","0","1"
"19","3","0","19034","0","1","6","0","","0","1"
"19","1.5","","19035","","0","93","","","",""
"19","2","","19036","0","1500","2","0","","600",""
"19","3","","19037","0","1500","2","0","","600",""
"19","4","","19038","0","-124","2","0","","-168",""
"19","5","","19039","0","32","2","0","","-156",""
"19","1.2","","19040","","0","93","","","",""
"19","1","0","19041","1","luis_swap_out","3","idle_normal_talkjoy1","","0","0.1"
"19","0.5","","19042","","0","93","","","",""
"19","4","0","19043","1","speedMode_in","3","speedMode_loop","","0","0.2"
"19","5","0","19044","1","lookback_in","3","lookback_idle","","0","0.1"
"19","vo_alces","","19045","","vo_alces_1903","21","0","","0",""
"19","4","0","19046","0","よーしっ！！\nイロハスピードモード！！","11","1","1.3","10","0"
"19","0","","19047","","","91","","","",""
"19","0","","19048","","0","22","","","",""
"19","0.3","","19049","","0","93","","","",""
"19","se_alces","","19050","","se_alces_dash","23","","","0",""
"19","4","0","19051","1","speedDash_in","3","speedDash_loop","","0","0"
"19","5","0","19052","1","sono_blown","3","sono_idle_glasses_crooked","","0","0.2"
"19","1","0","19053","1","luis_blown","3","luis_blown_idle","","0","0.2"
"19","20","","19054","","1","32","","","",""
"19","0.4","","19055","","0","93","","","",""
"19","4","","19056","0","1500","2","0.5","","-156",""
"19","21","","19057","","1","32","","","",""
"19","21","","19058","0","1500","33","0.5","","-156",""
"19","3.5","","19059","","0","93","","","",""
"19","5","0","19060","1","sono_idle_glasses_up","3","sono_idle_shy","","0","0.2"
"19","vo_alces","","19061","","vo_alces_1904","21","0","","0",""
"19","5","0","19062","0","はっや","11","1","0.5","10","0"
"19","0","","19063","","","91","0","","0",""
"19","0","","19064","","0","22","","","",""
"20","2","0","20001","-190","2","5","-60","naderare_idle","100","1.47"
"20","10","0","20002","-190","101","5","-60","empty","103","1.47"
"20","3","0","20003","-190","3","5","50","nadenade_idle","101","1.42"
"20","10","0","20004","-190","102","5","50","empty","103","1.42"
"20","1","1","20005","-190","101111","1","270","idle_normal","102","1.45"
"20","0","","20006","","0","91","","","",""
"20","0.8","","20007","","0","93","","","",""
"20","se_alces","","20008","","se_alces_emotion_note","23","","","",""
"20","101","","20009","","naderare_idle_note","3","","","0","0"
"20","2.5","","20010","","0","93","","","",""
"20","101111","","20011","","talk_normal_joy","3","","","1","0.2"
"20","vo_alces","","20012","","vo_alces_2000","21","0","","0",""
"20","101111","0","20013","0","ふふ。\n仲のいい姉妹ですね～♪","11","1","1.3","10","0"
"20","0","","20014","","","91","0","","0",""
"20","101111","","20015","","idle_normal","3","","","1","0.2"
"20","2","0","20016","1","doya_in_joy","3","doya_talk_joy","","0","0.2"
"20","3","0","20017","1","nadenade_to_idle","3","idle_normal","","0","0.2"
"20","0.2","","20018","","0","93","","","",""
"20","vo_alces","","20019","","vo_alces_2001","21","0","","0",""
"20","2","0","20020","0","姉妹じゃないよ！\n姪と叔母なんだ～！","11","1","1","10","0"
"20","0","","20021","","","91","0","","0",""
"20","2","","20022","","doya_idle_Ex0004","3","","","1","0.2"
"20","0.2","","20023","","0","93","","","",""
"20","101111","0.2","20024","1","notice_in_talk2","3","talk_normal_joy","","0","0.2"
"20","vo_alces","","20025","","vo_alces_2002","21","0","","0",""
"20","101111","0","20026","0","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！","11","1","2.2","10","0"
"20","0","","20027","","","91","0","","0",""
"20","101111","","20028","","idle_normal_joyR","3","","","1","0.2"
"20","0.2","","20029","","0","93","","","",""
"20","3","","20030","","idle_surprise","3","","","1","0.2"
"20","2","","20031","","idle_normal","3","","","1","0.2"
"20","0.8","","20032","","0","93","","","",""
"20","se_alces","","20033","","se_alces_emotion_quiet","23","","","",""
"20","3","0","20034","0","12","12","0","","1","0"
"20","3","","20035","","0","93","","","",""
"20","3","","20036","","talk_normal_surprise","3","","","1","0.2"
"20","vo_alces","","20037","","vo_alces_2003","21","0","","0",""
"20","3","0","20038","0","……３親等のことかしら？","11","1","0.6","10","0"
"20","0","","20039","","","91","0","","0",""
"20","0","","20040","","0.5","22","","","",""
"20","3","","20041","","idle_surprise","3","","","1","0.2"
"20","0.5","","20042","","0","93","","","",""
"20","se_alces","","20043","","se_alces_emotion_question","23","","","",""
"20","101111","0","20044","0","5","12","0","","1","0"
"20","101111","","20045","","surprise_idle_normal2","3","","","1","0.5"
"20","2","","20046","","idle_surprise","3","","","1","0.2"
"20","0.8","","20047","","0","93","","","",""
"20","3","","20048","","sad_idle_Ex0007","3","","","1","0.2"
"20","102","0","20049","1","sad_idle_in","3","sad_idle","","0",""
"20","0","","20050","","0","22","","","",""
"20","3","","20051","","0","93","","","",""
"20","20051","","20052","","","101","0","","0",""
"101","1","0","101001","-140","1","5","-1.7","adv_luis","100","1.4"
"101","1","","101002","1","1","31","87","","108.3","1"
"102","1","0","102001","-140","1","5","-1.7","adv_luis","100","1.4"
"102","1","","102002","1","1","31","87","","108.3","1"
"103","1","0","103001","-140","1","5","-1.7","adv_luis","100","1.4"
"103","1","","103002","1","1","31","87","","108.3","1"
"104","2","0","104001","-190","2","5","90","adv_iroha","100","1.5"
"104","1","","104002","1","1","31","37","","200","1"
"105","2","0","105001","-190","2","5","90","adv_iroha","100","1.5"
"105","1","","105002","1","1","31","37","","200","1"
"106","2","0","106001","-190","2","5","90","adv_iroha","100","1.5"
"106","1","","106002","1","1","31","37","","200","1"
"107","3","1","107001","-130","3","5","350","adv_sono","100","1.38"
"107","10","","107002","1","10","31","-18","","475","1"
"107","1","","107003","1","1","31","125","","460","1"
"108","3","1","108001","-130","3","5","350","adv_sono","100","1.38"
"108","10","","108002","1","10","31","-18","","475","1"
"108","1","","108003","1","1","31","125","","460","1"
"109","3","1","109001","-130","3","5","350","adv_sono","100","1.38"
"109","10","","109002","1","10","31","-18","","475","1"
"109","1","","109003","1","1","31","125","","460","1"
"110","3","1","110001","-130","3","5","350","adv_sono","100","1.38"
"110","10","","110002","1","10","31","-18","","475","1"
"110","1","","110003","1","1","31","125","","460","1"
"111","1","0","111001","-140","1","5","-1.7","adv_luis","100","1.4"
"111","1","","111002","1","1","31","87","","108.3","1"
"111","1","","111003","","special","37","","","",""
"112","3","1","112001","-130","3","5","350","adv_sono","100","1.38"
"112","10","","112002","1","10","31","-18","","475","1"
"112","1","","112003","1","1","31","125","","460","1"
"112","1","","112004","","special","37","","","",""
"113","2","0","113001","-190","2","5","90","adv_iroha","100","1.5"
"113","1","","113002","1","1","31","37","","200","1"
"113","1","","113003","","special","37","","","",""
"114","2","0","114001","-190","2","5","90","adv_iroha","100","1.5"
"114","1","","114002","1","1","31","37","","200","1"
"114","1","","114003","","special","37","","","",""
"115","1","0","115001","-140","1","5","-1.7","adv_luis","100","1.4"
"115","1","","115002","1","1","31","87","","108.3","1"
"115","1","","115003","","special","37","","","",""
"116","2","0","116001","-190","2","5","90","adv_iroha","100","1.5"
"116","1","","116002","1","1","31","37","","200","1"
"116","1","","116003","","special","37","","","",""
"117","3","1","117001","-130","3","5","350","adv_sono","100","1.38"
"117","10","","117002","1","10","31","-18","","475","1"
"117","1","","117003","1","1","31","125","","460","1"
"117","1","","117004","","special","37","","","",""
"118","4","0","118001","-190","4","5","90","adv_iroha_kodomo","100","1.48"
"118","1","","118002","1","1","31","37","","200","1"
"118","1","","118003","","special","37","","","",""
"119","3","1","119001","-130","3","5","350","adv_sono","100","1.38"
"119","10","","119002","1","10","31","-18","","475","1"
"119","1","","119003","1","1","31","125","","460","1"
"119","1","","119004","","special","37","","","",""
"120","3","1","120001","-130","3","5","350","adv_sono","100","1.38"
"120","10","","120002","1","10","31","-18","","475","1"
"120","1","","120003","1","1","31","125","","460","1"
"120","1","","120004","","special","37","","","",""
"121","1","0","121001","-140","1","5","-1.7","adv_luis","100","1.4"
"121","1","","121002","1","1","31","87","","108.3","1"
"121","1","","121003","","special","37","","","",""
"122","3","1","122001","-130","3","5","350","adv_sono","100","1.38"
"122","10","","122002","1","10","31","-18","","475","1"
"122","1","","122003","1","1","31","125","","460","1"
"122","1","","122004","","special","37","","","",""
"123","5","1","123001","-130","5","5","350","adv_sono_otona","100","1.4"
"123","10","","123002","1","10","31","-18","","475","1"
"123","1","","123003","1","1","31","125","","460","1"
"123","1","","123004","","special","37","","","",""
"124","3","1","124001","-130","3","5","350","adv_sono","100","1.38"
"124","10","","124002","1","10","31","-18","","475","1"
"124","1","","124003","1","1","31","125","","460","1"
"124","1","","124004","","special","37","","","",""
"125","1","0","125001","-140","1","5","-1.7","adv_luis","100","1.4"
"125","1","","125002","1","1","31","87","","108.3","1"
"125","1","","125003","","special","37","","","",""
"126","4","0","126001","-190","4","5","90","adv_iroha_kodomo","100","1.48"
"126","1","","126002","1","1","31","37","","200","1"
"126","1","","126003","","special","37","","","",""
"127","2","0","127001","-190","2","5","90","adv_iroha","100","1.5"
"127","1","","127002","1","1","31","37","","200","1"
"127","1","","127003","","special","37","","","",""
"128","1","0","128001","-140","1","5","-1.7","adv_luis","100","1.4"
"128","1","","128002","1","1","31","87","","108.3","1"
"128","1","","128003","","special","37","","","",""
"129","5","1","129001","-130","5","5","350","adv_sono_otona","100","1.4"
"129","10","","129002","1","10","31","-18","","475","1"
"129","1","","129003","1","1","31","125","","460","1"
"129","1","","129004","","special","37","","","",""
"130","3","1","130001","-130","3","5","350","adv_sono","100","1.38"
"130","10","","130002","1","10","31","-18","","475","1"
"130","1","","130003","1","1","31","125","","460","1"
"130","1","","130004","","special","37","","","",""
"131","1","0","131001","-140","1","5","-1.7","adv_luis","100","1.4"
"131","1","","131002","1","1","31","87","","108.3","1"
"131","1","","131003","","special","37","","","",""
"132","2","0","132001","-190","2","5","90","adv_iroha","100","1.5"
"132","1","","132002","1","1","31","37","","200","1"
"132","1","","132003","","special","37","","","",""
