cd37dcb8f3afb1570047eb8b1ea7db09e030370c09a9884ed0c6a70cd55beb92,36f3521ba4628b578ddff65e0014ca79401f83866de7e58b6db35e645c0a6198,9f321a76e4f630f68281e930b4ed1f3abe2c60205889aea6cd3418f4d1688d2d,f01428a1a81a74d1495cabe40fdc57eb1bb2e78a6ed1f0a0cdf5343dd1ba6b63,254fbabc7066c5048278104c33e73516920e63183f08ae8578f2c86f5f7a47ef,5f61c4172ed9fa4ff4cd94fee4c461cbabf1b83ced1f01bb9477b50057921ece,43ab9a6fd76ab97043e6e4b432b3523a67603d8a6e29f73aa2840d036e54ff2f,77c5888488a2936ce941aee59c950cb60ee8882fa4635f7bbcf53e3978b30e1f,95e16a804b1c0977523c5f5080dc91643a3e0cba34e931faa5103a12bea56e88,84cba2a47728275c243a1fe10b1b371dfa687effed9cc702331076aed9e5d939,545276adc06d60f2125f0e0a62a281267c7a7dd5880fab2534d9a34d91881944
"0","","0.2","maho_kurukuru_inB","1","3","0","98","maho_kurukuru_loopB","5146065","65082"
"0","","0.2","kururu_kurukuru_in","1","3","0","130911","kururu_kurukuru_loop","5146065","65083"
"0","","0.2","kururu_kurukuru_inF","1","3","0","97","kururu_kurukuru_loopF","5146065","65084"
"0","","0.2","kururu_kurukuru_inB","1","3","0","96","kururu_kurukuru_loopB","5146065","65085"
"0","","","vo_apg_0511","","21","","vo_apg","0","5146065","65086"
"10","1.1","0","くるくる～♪","0","11","0","131011","0","5146065","65087"
"","","","","","91","","0","","5146065","65088"
"0","","","vo_apg_0512","","21","","vo_apg","0","5146065","65089"
"10","1","0","くるくるくる～♪","0","11","0","130911","0","5146065","65090"
"","","","","","91","","0","","5146065","65091"
"2","0","0","6","0","12","10","131011","0","5146065","65092"
"2","0","0","7","0","12","10","130911","0","5146065","65093"
"1","","0.2","walk_normal","","3","","106011","","5146065","65094"
"1","","0.2","walk_normal","","3","","1060","","5146065","65095"
"-305","","","-376","0","2","","106011","3.4","5146065","65096"
"-305","","","-376","0","2","","1060","3.4","5146065","65097"
"","","","0","","93","","3.4","","5146065","65098"
"-305","","","-446","14","2","","106011","0.6","5146065","65099"
"-305","","","-446","14","2","","1060","0.6","5146065","65100"
"0","","0","kyaru_damage","","3","","106011","","5146065","65101"
"0","","0","kyaru_damage","","3","","1060","","5146065","65102"
"","","","0","","93","","0.8","","5146065","65103"
"0","","0.2","cool_in_jitome","1","3","0","106011","cool_talk_jitome","5146065","65104"
"0","","0.2","cool_in_jitome","1","3","0","1060","cool_talk_jitome","5146065","65105"
"0","","","vo_apg_0513","","21","","vo_apg","0","5146065","65106"
"10","0","0","なにやってんの、あんたら…","1","11","0","106011","1","5146065","65107"
"","","","","","91","","0","","5146065","65108"
"","","","","","101","","65110","","5146065","65109"
"","","","0.2","","22","","0","","5146065","65110"
"140","aoi_walk_fear","1.8","104011","-278","1","0","1","-500","5146066","66001"
"141","idle_normal","1.8","99","-262","5","0","1","30","5146066","66002"
"100","idle_normal_noface","1.8","130911","-278","1","1","1","290","5146066","66003"
"101","idle_normal_kururu","1.8","98","-278","5","1","1","290","5146066","66004"
"","","","201","","13","","104011","","5146066","66005"
"","","","200","","13","","130911","","5146066","66006"
"15","idle","0.85","8","-174","5","0","8","0","5146066","66007"
"210","empty","1","20","-79","5","0","20","-119","5146066","66008"
"210","empty","1","22","-194","5","0","22","0","5146066","66009"
"0","","1","1","1","31","","1","0","5146066","66010"
"0","","0","2","1","31","","2","-57.7","5146066","66011"
"0","","0","13","1","31","","13","0","5146066","66012"
"11","","0","19","1","31","","19","-69","5146066","66013"
"0","","1","20","1","31","","20","0","5146066","66014"
"","","","104011","","36","","20","","5146066","66015"
"","","","99","","36","","20","","5146066","66016"
"","","","20","","36","","20","","5146066","66017"
"","","","22","","36","","20","","5146066","66018"
"","","","0","","91","","0","","5146066","66019"
"0","","","0","","102","","0","","5146066","66020"
"-278","","","-290","0","2","","104011","2.7","5146066","66021"
"1","","0.2","aoi_walk_fear","","3","","104011","","5146066","66022"
"","","","0","","93","","2.7","","5146066","66023"
"1","","0.2","see_talk","","3","","104011","","5146066","66024"
"0","","","vo_apg_0601","","21","","vo_apg","0","5146066","66025"
"10","0","0","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","1","11","0","104011","1","5146066","66026"
"","","","","","91","","0","","5146066","66027"
"1","","0.2","see_idle","","3","","104011","","5146066","66028"
"0","","0.2","smile","1","3","0.2","130911","talk_normal","5146066","66029"
"0","","0.2","smile","1","3","0.2","98","talk_normal","5146066","66030"
"0","","","vo_apg_0602","","21","","vo_apg","0","5146066","66031"
"10","0","0","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","1","11","0","130911","1","5146066","66032"
"","","","","","91","","0","","5146066","66033"
"1","","0.2","idle_normal_surprise","","3","","130911","","5146066","66034"
"1","","0.2","panic","","3","","104011","","5146066","66035"
"0","","","vo_apg_0603","","21","","vo_apg","0","5146066","66036"
"15","0","0","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","1","11","0","104011","1","5146066","66037"
"","","","","","91","","0","","5146066","66038"
"1","","0.2","anger_talk_pain","","3","","130911","","5146066","66039"
"1","","0.2","anger_talk_pain","","3","","98","","5146066","66040"
"0","","","vo_apg_0604","","21","","vo_apg","0","5146066","66041"
"10","0","0","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","1","11","0","130911","1","5146066","66042"
"","","","","","91","","0","","5146066","66043"
"1","","0.2","idle_normal_dere","","3","","130911","","5146066","66044"
"0","","0","aoi_surprise_in","1","3","0.1","104011","surprise_talk_search_dere","5146066","66045"
"0","","","vo_apg_0605","","21","","vo_apg","0","5146066","66046"
"10","0","0","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","1","11","0","104011","1","5146066","66047"
"","","","","","91","","0","","5146066","66048"
"1","","0.2","surprise_idle_dere","","3","","104011","","5146066","66049"
"0","","0.2","kururu_surprise_talk_long","1","3","0.2","130911","kururu_guid_talk","5146066","66050"
"0","","0.2","kururu_surprise_talk_long","1","3","0.2","98","kururu_guid_talk","5146066","66051"
"0","","","vo_apg_0606","","21","","vo_apg","0","5146066","66052"
"10","0","0","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","1","11","0","130911","1","5146066","66053"
"","","","","","91","","0","","5146066","66054"
"1","","0.2","idle_normal_noface","","3","","130911","","5146066","66055"
"1","","0.2","idle_normal_kururu","","3","","98","","5146066","66056"
"0","","0.2","guts2_in_surprise2","1","3","0","104011","guts2_talk_surprise2","5146066","66057"
"0","","","vo_apg_0607","","21","","vo_apg","0","5146066","66058"
"10","0","0","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","1","11","0","104011","1","5146066","66059"
"","","","","","91","","0","","5146066","66060"
"1","","0.2","guts2_idle_surprise2","","3","","104011","","5146066","66061"
"1","","0.2","joy_talk_dere","","3","","130911","","5146066","66062"
"1","","0.2","joy_talk","","3","","98","","5146066","66063"
"0","","","vo_apg_0608","","21","","vo_apg","0","5146066","66064"
"10","0","0","別に料金は変わりませんので…\n気が済むまでお乗りください♪","1","11","0","130911","1","5146066","66065"
"","","","","","91","","0","","5146066","66066"
"","","","0","","22","","0","","5146066","66067"
"0","","0.4","hello","1","3","0.1","130911","idle_normal_joy","5146066","66068"
"1","","0.2","walk_jog_dere","","3","","104011","","5146066","66069"
"-278","","","-50","0","2","","104011","2","5146066","66070"
"","","","0","","93","","1","","5146066","66071"
"","","","1","","32","","2","","5146066","66072"
"","","","0","","93","","1.5","","5146066","66073"
"-480","","","0","0","2","","104011","0","5146066","66074"
"1","","0","empty","","3","","104011","","5146066","66075"
"","","","scale15","","37","","20","","5146066","66076"
"","","","fade_out","","37","","2","","5146066","66077"
"","","","1","","32","","13","","5146066","66078"
"","","","0","","93","","2","","5146066","66079"
"0","","","vo_apg_0609","","21","","vo_apg","0","5146066","66080"
"0","","0","0609_in","","3","","22","","5146066","66081"
"","","","1","","93","","2.2","","5146066","66082"
"0","","0","0609_mid","","3","","22","","5146066","66083"
"","","","","","92","","","","5146066","66084"
"0","","0","0609_out","","3","","22","","5146066","66085"
"","","","0","","93","","0.2","","5146066","66086"
"-79","","","-132","0","2","","20","0","5146066","66087"
"0","","","vo_apg_0610","","21","","vo_apg","0","5146066","66088"
"0","","0","0610_in","","3","","22","","5146066","66089"
"","","","1","","93","","2.2","","5146066","66090"
"0","","0","0610_mid","","3","","22","","5146066","66091"
"","","","","","92","","","","5146066","66092"
"0","","0","0610_out","","3","","22","","5146066","66093"
"","","","0","","93","","0.2","","5146066","66094"
"0","","","vo_apg_0611","","21","","vo_apg","0","5146066","66095"
"0","","0","0611_in","","3","","22","","5146066","66096"
"","","","1","","93","","2.3","","5146066","66097"
"0","","0","0611_mid","","3","","22","","5146066","66098"
"","","","","","92","","","","5146066","66099"
"0","","0","0611_out","","3","","22","","5146066","66100"
"","","","0","","93","","0.2","","5146066","66101"
"","","","0","","22","","0","","5146066","66102"
"1","","0","empty","","3","","104011","","5146066","66103"
"","","","fade_in","","37","","2","","5146066","66104"
"","","","0","","93","","1","","5146066","66105"
"","","","0","","32","","13","","5146066","66106"
"","","","fade_out","","37","","2","","5146066","66107"
"1","","0","kururu_wish_talk_surprise_lookup","","3","","130911","","5146066","66108"
"","","","0","","93","","1","","5146066","66109"
"0","","0.2","kururu_wish_talk_surprise_lookup","1","3","0.2","130911","kururu_surprise_talk_joy","5146066","66110"
"0","","","vo_apg_0612","","21","","vo_apg","0","5146066","66111"
"10","0","0","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","1","11","0","130911","1","5146066","66112"
"","","","","","91","","0","","5146066","66113"
"","","","0","","22","","0","","5146066","66114"
"","","","fade_in","","37","","2","","5146066","66115"
"","","","0","","93","","1","","5146066","66116"
"","","","scale1","","37","","20","","5146066","66117"
"","","","blackroom_in","","37","","2","","5146066","66118"
"1.15","","10","20","9","121","","0","1.15","5146066","66119"
"-248","","","27","0","2","","104011","0","5146066","66120"
"-248","","","27","0","2","","99","0","5146066","66121"
"1","","0","aoi_satori_in","","3","","104011","","5146066","66122"
"1","","0","aoi_satori_in","","3","","99","","5146066","66123"
"","","","0","","93","","0.5","","5146066","66124"
"0","","","vo_apg_0613","","21","","vo_apg","0","5146066","66125"
"4","1","0","ふふ…ふふふふふ…\nああ、これが悟り…！","1","11","0","104011","0","5146066","66126"
"","","","","","93","","3","","5146066","66127"
"","","","1","","32","","19","","5146066","66128"
"0","","","se_10055900_satori","","23","","se_10055900","","5146066","66129"
"","","","","","93","","0.5","","5146066","66130"
"0","","0.2","aoi_satori_mid","1","3","0","104011","aoi_satori_loop","5146066","66131"
"0","","0.2","aoi_satori_mid","1","3","0","99","aoi_satori_loop","5146066","66132"
"","","","0","","93","","4","","5146066","66133"
"","","","","","92","","","","5146066","66134"
"","","","","","101","","66136","","5146066","66135"
"","","","0.2","","22","","0","","5146066","66136"
"106","idle_normal","1.8","106611","-288","1","0","1","-385","5146067","67001"
"107","idle_normal","1.8","1066","-288","5","0","3","-385","5146067","67002"
"103","idle_normal","1.8","106511","-278","1","0","1","-225","5146067","67003"
"104","idle_normal","1.8","1065","-278","5","0","2","-225","5146067","67004"
"100","idle_normal","1.8","131011","-278","1","1","1","290","5146067","67005"
"","","","206","","13","","106611","","5146067","67006"
"","","","203","","13","","106511","","5146067","67007"
"","","","200","","13","","131011","","5146067","67008"
"15","idle","0.85","9","-174","5","0","9","0","5146067","67009"
"210","empty","1","201","71","5","0","20","-292","5146067","67010"
"210","empty","1","202","71","5","0","20","-61","5146067","67011"
"210","empty","1","22","-43","5","0","22","126","5146067","67012"
"60","empty","1","21","94","5","0","21","0","5146067","67013"
"0","","1","1","1","31","","1","0","5146067","67014"
"0","","0","2","1","31","","2","-57.7","5146067","67015"
"0","","0","10","1","31","","10","0","5146067","67016"
"0","","1","20","1","31","","20","0","5146067","67017"
"","","","106611","","36","","20","","5146067","67018"
"","","","106511","","36","","20","","5146067","67019"
"","","","201","","36","","20","","5146067","67020"
"","","","202","","36","","20","","5146067","67021"
"","","","22","","36","","20","","5146067","67022"
"","","","0","","91","","0","","5146067","67023"
"0","","","0","","102","","0","","5146067","67024"
"","","","0","","93","","1","","5146067","67025"
"1","","0.2","talk_normal_noface","","3","","106511","","5146067","67026"
"1","","0.2","talk_normal_kaya","","3","","1065","","5146067","67027"
"0","","","vo_apg_0701","","21","","vo_apg","0","5146067","67028"
"10","0","0","イノリー\n次はこれ乗ってみようぜ","1","11","0","106511","1","5146067","67029"
"","","","","","91","","0","","5146067","67030"
"1","","0.2","idle_normal_look","","3","","106511","","5146067","67031"
"1","","0.2","idle_normal_look","","3","","1065","","5146067","67032"
"0","","0.2","cool_in_sad","1","3","0","106611","cool_talk_sad","5146067","67033"
"0","","0.2","cool_in_sad","1","3","0","1066","cool_talk_sad","5146067","67034"
"0","","","vo_apg_0702","","21","","vo_apg","0","5146067","67035"
"10","0","0","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","1","11","0","106611","1","5146067","67036"
"","","","","","91","","0","","5146067","67037"
"1","","0.2","cool_idle","","3","","106611","","5146067","67038"
"1","","0.2","cool_idle","","3","","1066","","5146067","67039"
"1","","0.2","idle_normal","","3","","106511","","5146067","67040"
"1","","0.2","idle_normal","","3","","1065","","5146067","67041"
"1","","0.2","joy_talk_normal","","3","","131011","","5146067","67042"
"0","","","vo_apg_0703","","21","","vo_apg","0","5146067","67043"
"10","0","0","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","1","11","0","131011","1","5146067","67044"
"","","","","","91","","0","","5146067","67045"
"1","","0.2","idle_normal","","3","","131011","","5146067","67046"
"0","","0.2","doya_in_normal","1","3","0","106511","doya_talk_normal","5146067","67047"
"0","","0.2","doya_in_normal","1","3","0","1065","doya_talk_normal","5146067","67048"
"0","","","vo_apg_0704","","21","","vo_apg","0","5146067","67049"
"10","0","0","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","1","11","0","106511","1","5146067","67050"
"","","","","","91","","0","","5146067","67051"
"1","","0.2","doya_idle_normal","","3","","106511","","5146067","67052"
"1","","0.2","doya_idle_normal","","3","","1065","","5146067","67053"
"1","","0.2","wish_talk_joy","","3","","131011","","5146067","67054"
"0","","","vo_apg_0705","","21","","vo_apg","0","5146067","67055"
"10","0","0","は～い♪\nまかしておくれやす～","1","11","0","131011","1","5146067","67056"
"","","","","","91","","0","","5146067","67057"
"","","","0","","22","","0","","5146067","67058"
"0","","0.4","hello","1","3","0.1","131011","idle_normal","5146067","67059"
"1","","0.4","walk_yareyare","","3","","106611","","5146067","67060"
"1","","0.4","walk_yareyare","","3","","1066","","5146067","67061"
"1","","0.2","walk_kyapi","","3","","106511","","5146067","67062"
"1","","0.2","walk_kyapi","","3","","1065","","5146067","67063"
"-288","","","-194","0","2","","106611","2","5146067","67064"
"-288","","","-194","0","2","","1066","2","5146067","67065"
"-278","","","-34","0","2","","106511","2","5146067","67066"
"-278","","","-34","0","2","","1065","2","5146067","67067"
"","","","0","","93","","1","","5146067","67068"
"","","","1","","32","","2","","5146067","67069"
"","","","0","","93","","1.5","","5146067","67070"
"1","","","se_10055900_coffee_01","","23","","se_10055900","","5146067","67071"
"-331","","","-126","0","2","","106611","0","5146067","67072"
"-331","","","-126","0","2","","1066","0","5146067","67073"
"-331","","","126","0","2","","106511","0","5146067","67074"
"-331","","","126","0","2","","1065","0","5146067","67075"
"","","","scale15","","37","","20","","5146067","67076"
"0","","","vo_apg_0706","","21","","vo_apg","0","5146067","67077"
"0","","0","0706_in","","3","","22","","5146067","67078"
"","","","1","","93","","3","","5146067","67079"
"0","","0","0706_mid","","3","","22","","5146067","67080"
"","","","","","92","","","","5146067","67081"
"0","","0","0706_out","","3","","22","","5146067","67082"
"","","","0","","93","","0.2","","5146067","67083"
"-43","","","-126","0","2","","22","0","5146067","67084"
"0","","","vo_apg_0707","","21","","vo_apg","0","5146067","67085"
"0","","0","0707_in","","3","","22","","5146067","67086"
"","","","1","","93","","3.7","","5146067","67087"
"0","","0","0707_mid","","3","","22","","5146067","67088"
"","","","","","92","","","","5146067","67089"
"0","","0","0707_out","","3","","22","","5146067","67090"
"","","","0","","93","","0.2","","5146067","67091"
"","","","0","","93","","0.1","","5146067","67092"
"","","","1","","32","","10","","5146067","67093"
"","","","horizontal","","37","","10","","5146067","67094"
"","","","0.3","","24","","se_10055900_coffee_01","","5146067","67095"
"1","","","se_10055900_coffee_02","","23","","se_10055900","","5146067","67096"
"-12","","","179","0","2","","202","0","5146067","67097"
"","","","scale1","","37","","20","","5146067","67098"
"0.5","","","30","","122","","30","","5146067","67099"
"0","","","vo_apg_0708","","21","","vo_apg","0","5146067","67100"
"0","","0","0708_in","","3","","202","","5146067","67101"
"","","","1","","93","","1.8","","5146067","67102"
"0","","0","0708_mid","","3","","202","","5146067","67103"
"","","","","","92","","","","5146067","67104"
"0","","0","0708_out","","3","","202","","5146067","67105"
"","","","0","","93","","0.2","","5146067","67106"
"71","","","-237","0","2","","201","0","5146067","67107"
"","","","scale15","","37","","20","","5146067","67108"
"0","","","vo_apg_0709","","21","","vo_apg","0","5146067","67109"
"0","","0","0709_in","","3","","22","","5146067","67110"
"","","","1","","93","","2.3","","5146067","67111"
"0","","0","0709_mid","","3","","22","","5146067","67112"
"","","","","","92","","","","5146067","67113"
"0","","0","0709_out","","3","","22","","5146067","67114"
"","","","0","","93","","0.2","","5146067","67115"
"","","","0","","93","","0.1","","5146067","67116"
"","","","scale1","","37","","20","","5146067","67117"
"-12","","","0","0","2","","202","0","5146067","67118"
"0.5","","","30","","122","","30","","5146067","67119"
"0","","","vo_apg_0710","","21","","vo_apg","0","5146067","67120"
"0","","0","0710_in","","3","","202","","5146067","67121"
"","","","1","","93","","2.2","","5146067","67122"
"0","","0","0710_mid","","3","","202","","5146067","67123"
"","","","","","92","","","","5146067","67124"
"0","","0","0710_out","","3","","202","","5146067","67125"
"","","","0","","93","","0.2","","5146067","67126"
"","","","0","","22","","0","","5146067","67127"
"0","","0","empty","","3","","202","","5146067","67128"
"","","","0","","32","","10","","5146067","67129"
"","","","0","","93","","1","","5146067","67130"
"","","","0.5","","24","","se_10055900_coffee_02","","5146067","67131"
"1","","0","see_guru","","3","","131011","","5146067","67132"
"1","","0.2","empty","","3","","106611","","5146067","67133"
"1","","0.2","empty","","3","","1066","","5146067","67134"
"-195","","","-104","0","2","","106611","0","5146067","67135"
"-195","","","-104","0","2","","1066","0","5146067","67136"
"","","","iris_out","","37","","2","","5146067","67137"
"-278","","","-129","0","2","","106511","0","5146067","67138"
"-278","","","-129","0","2","","1065","0","5146067","67139"
"1","","0.2","walk_normal_doya","","3","","106511","","5146067","67140"
"1","","0.2","walk_normal_doya","","3","","1065","","5146067","67141"
"-278","","","-290","0","2","","106511","2","5146067","67142"
"-278","","","-290","0","2","","1065","2","5146067","67143"
"21","","","-290","0","2","","202","0","5146067","67144"
"","","","1","","4","","106511","","5146067","67145"
"","","","1","","4","","1065","","5146067","67146"
"","","","0","","93","","2","","5146067","67147"
"","","","0","","4","","106511","","5146067","67148"
"","","","0","","4","","1065","","5146067","67149"
"1","","0.2","cool_idle_doya","","3","","106511","","5146067","67150"
"1","","0.2","cool_idle_doya","0","3","","1065","","5146067","67151"
"","","","0","","93","","0.2","","5146067","67152"
"0","","0.2","cool_in_nobi","1","3","0","106511","cool_talk_dere","5146067","67153"
"0","","0.2","cool_in_nobi","1","3","0","1065","cool_talk_dere","5146067","67154"
"0","","","vo_apg_0711","","21","","vo_apg","0","5146067","67155"
"10","0","0","ふう…全力で回してやったぜ…\nで、何回だった？","1","11","0","106511","1","5146067","67156"
"","","","","","91","","0","","5146067","67157"
"1","","0.2","cool_idle_doya","","3","","106511","","5146067","67158"
"1","","0.2","cool_idle_doya","","3","","1065","","5146067","67159"
"0","","","vo_apg_0712","","21","","vo_apg","0","5146067","67160"
"10","0","0","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","1","11","0","131011","1","5146067","67161"
"","","","","","91","","0","","5146067","67162"
"0","","0.5","maho_idle_normal_in","1","3","0","131011","idle_normal_shy","5146067","67163"
"0","","0.2","cool_talk_surprise","1","3","0.3","106511","surprise_talk_search","5146067","67164"
"0","","0.2","cool_talk_surprise","1","3","0.3","1065","surprise_talk_search","5146067","67165"
"0","","","vo_apg_0713","","21","","vo_apg","0","5146067","67166"
"10","0","0","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","1","11","0","106511","1","5146067","67167"
"","","","","","91","","0","","5146067","67168"
"1","","0.3","surprise_idle_talk1R","","3","","106511","","5146067","67169"
"1","","0.3","surprise_idle_talk1R","","3","","1065","","5146067","67170"
"1","","0.2","sad_talk","","3","","131011","","5146067","67171"
"0","","","vo_apg_0714","","21","","vo_apg","0","5146067","67172"
"10","0","0","イノリはんなら、\n吹き飛ばされてあそこに…","1","11","0","131011","1","5146067","67173"
"","","","","","91","","0","","5146067","67174"
"1","","0.2","sad_idle_lookup","","3","","131011","","5146067","67175"
"1","","0.2","surprise_idle_noface_lookup","","3","","106511","","5146067","67176"
"1","","0.2","surprise_idle_kaya_lookup","","3","","1065","","5146067","67177"
"0","","0","coffee_1_in","1","3","0","21","coffee_1_loop","5146067","67178"
"0","","","se_10055900_photo","","23","","se_10055900","","5146067","67179"
"","","","0","","93","","0.5","","5146067","67180"
"0","","","0","0","2","","201","0","5146067","67181"
"0","","","vo_apg_0715","","21","","vo_apg","0","5146067","67182"
"10","0","0","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","1","11","0","106611","1","5146067","67183"
"","","","","","91","","0","","5146067","67184"
"0","","0","coffee_1_out","","3","","21","","5146067","67185"
"0","","","se_10055900_down","","23","","se_10055900","","5146067","67186"
"","","","0","","93","","0.7","","5146067","67187"
"1","","0.2","sad_idle_sad2_lookup","","3","","131011","","5146067","67188"
"0","","0.2","surprise3_in_lookup","1","3","0","106511","surprise3_loop_lookup","5146067","67189"
"0","","0.2","surprise3_in_lookup","1","3","0","1065","surprise3_loop_lookup","5146067","67190"
"0","","","vo_apg_0716","","21","","vo_apg","0","5146067","67191"
"0.5","","","30","","122","","30","","5146067","67192"
"0","","0","0716_in","","3","","202","","5146067","67193"
"","","","1","","93","","1.2","","5146067","67194"
"0","","0","0716_mid","","3","","202","","5146067","67195"
"","","","","","92","","","","5146067","67196"
"0","","0","0716_out","","3","","202","","5146067","67197"
"","","","","","91","","0","","5146067","67198"
"","","","","","101","","67200","","5146067","67199"
"","","","0.2","","22","","0","","5146067","67200"
"106","idle_normal_eating_noface","1.8","105811","-288","1","0","1","-385","5146068","68001"
"107","idle_normal_eating_peko","1.8","1058","-288","5","0","6","-385","5146068","68002"
"100","idle_normal","1.8","106011","-278","1","0","1","-225","5146068","68003"
"101","idle_normal","1.8","1060","-278","5","0","4","-225","5146068","68004"
"103","idle_normal_noface","1.8","130911","-278","1","1","1","225","5146068","68005"
"104","idle_normal_kururu","1.8","97","-278","5","1","1","225","5146068","68006"
"","","","206","","13","","105811","","5146068","68007"
"","","","200","","13","","106011","","5146068","68008"
"","","","203","","13","","130911","","5146068","68009"
"15","idle","0.85","9","-174","5","0","9","0","5146068","68010"
"210","empty","1","20","71","5","0","20","-132","5146068","68011"
"60","empty","1","21","153","5","0","21","0","5146068","68012"
"0","","1","1","1","31","","1","0","5146068","68013"
"","","","0","","91","","0","","5146068","68014"
"0","","","0","","102","","0","","5146068","68015"
"","","","0","","93","","1","","5146068","68016"
"0","","0.2","kururu_guid_in","1","3","0","130911","kururu_guid_talk","5146068","68017"
"0","","0.2","kururu_guid_in","1","3","0","97","kururu_guid_talk","5146068","68018"
"0","","","vo_apg_0801","","21","","vo_apg","0","5146068","68019"
"10","0","0","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","1","11","0","130911","1","5146068","68020"
"","","","","","91","","0","","5146068","68021"
"1","","0.2","kururu_guid_idle","","3","","130911","","5146068","68022"
"1","","0.2","kururu_guid_idle","","3","","97","","5146068","68023"
"0","","0","coffee_3_in","1","3","0","21","coffee_3_loop","5146068","68024"
"0","","","se_10055900_photo","","23","","se_10055900","","5146068","68025"
"0","","0.2","peko_notice_in","1","3","0","105811","peko_notice_idle","5146068","68026"
"0","","0.2","peko_notice_in","1","3","0","1058","peko_notice_idle","5146068","68027"
"1","","0.2","cool_talk_surprise_lookup","","3","","106011","","5146068","68028"
"1","","0.2","cool_talk_surprise_lookup","","3","","1060","","5146068","68029"
"0","","","vo_apg_0802","","21","","vo_apg","0","5146068","68030"
"10","0","0","真ん中にハンドルなんかないけど？","1","11","0","106011","1","5146068","68031"
"","","","","","91","","0","","5146068","68032"
"1","","0.2","cool_idle_talkR","","3","","106011","","5146068","68033"
"1","","0.2","cool_idle_talkR","","3","","1060","","5146068","68034"
"0","","0.2","hawawa_lookup","1","3","0.2","130911","anger_talk_surprise2_lookup","5146068","68035"
"1","","0.2","hawawa","","3","","97","","5146068","68036"
"0","","","vo_apg_0803","","21","","vo_apg","0","5146068","68037"
"10","0","0","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","1","11","0","130911","1","5146068","68038"
"","","","","","91","","0","","5146068","68039"
"0","","0","coffee_3_out","","3","","21","","5146068","68040"
"1","","0.2","anger_idle_sad","","3","","130911","","5146068","68041"
"1","","0.2","sad_idle_noface","","3","","105811","","5146068","68042"
"1","","0.2","sad_idle_peko_in","1","3","0","1058","sad_idle_peko_loop","5146068","68043"
"0","","","vo_apg_0804","","21","","vo_apg","0","5146068","68044"
"10","0","0","…………","1","11","0","105811","1","5146068","68045"
"","","","","","91","","0","","5146068","68046"
"","","","1","","4","","106011","","5146068","68047"
"","","","1","","4","","1060","","5146068","68048"
"1","","0.2","idle_normal_surprise","","3","","130911","","5146068","68049"
"1","","0.2","shock_loop_doteyes","","3","","106011","","5146068","68050"
"1","","0.2","shock_loop_doteyes","","3","","1060","","5146068","68051"
"0","","0.2","peko_bowbowbow_in","1","3","0","105811","peko_bowbowbow_loop","5146068","68052"
"0","","0.2","peko_bowbowbow_in","1","3","0","1058","peko_bowbowbow_loop","5146068","68053"
"0","","","vo_apg_0805","","21","","vo_apg","0","5146068","68054"
"10","0","0","すみません～っ！！","1","11","0","105811","1","5146068","68055"
"","","","","","91","","0","","5146068","68056"
"1","","0.2","anger_talk_shy","","3","","106011","","5146068","68057"
"1","","0.2","anger_talk_shy","","3","","1060","","5146068","68058"
"0","","","vo_apg_0806","","21","","vo_apg","0","5146068","68059"
"10","0","0","あんた食べたの！？\n何やってんのよ～！？","1","11","0","106011","1","5146068","68060"
"","","","","","91","","0","","5146068","68061"
"1","","0.2","anger_idle_shy","","3","","106011","","5146068","68062"
"1","","0.2","anger_idle_shy","","3","","1060","","5146068","68063"
"0","","0.2","tahaha_in","1","3","0","105811","tahaha_talk","5146068","68064"
"0","","0.2","tahaha_in","1","3","0","1058","tahaha_talk","5146068","68065"
"0","","","vo_apg_0807","","21","","vo_apg","0","5146068","68066"
"10","0","0","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","1","11","0","105811","1","5146068","68067"
"","","","","","91","","0","","5146068","68068"
