4ef1b3a0b92bd294e2dfedc0fd7888e833f331758c98e2f8614ca0f3ca5d72d2,a27b644709c05047c43e6483bc97f0daa982ee6c104f3413073b6a68d36f5dff,eed499aecf8084d21493d2428457a6f912188d062a7866f0f16c4e5195c21e62,c37f73cf054229fb7d2ec4328b434d5c3560bf7b3b88868a0e491f0a016853b6,cd4b191ba1fdf934db01b68f3d157c04ac040a12dabd81abc67346293aadb872,ec3ce700cca1b151ee669ff0bed30f852a9836ea0332d0c12be7dce70cd995d3,21040413017a3e6c151e30cc1e27b4659e39f16c9e26569cfafc18ba75f043f7,20f81933ff407c26003869bcf9453c687a525ef5f35e3a4821e1bf1293cf6475,5ec91dd1043f54075d789810e096519f629decae883f32877bc84a42b42d5c23,19da2dcf5ac2ca1caba1cc785455c82d67f7d986bb82733964ce2b1404fcaf16,a995040453a08e855b53bcdfae43d7f48e0bfae637f6ef4bbbf7a112fd8cdf98,ffbb0a9077d9f5880e8f9ce0900bd5b760164d073f5e60f6f4c2488f303a9477,ce1988e6438ea33ab4d9215dc132728a4b54ff9d7ce2550ef51b9fdf5bff08a7,1b153965b393aff9ff145a6d667d931badafb287b1535e0f44de44224466444c,425125f7c623ec5b9ffed08d3171afa5b1aa1ed154205ad4a7e2379875321d19,b25a6beeb13515ef3d371a091f2c477b0d537dfc7e9d082ecb7606dedbe95f9a,8216e4e60547afdbae4963e33bcc62e521a065b7bfb6c0577005a87877ae1963,9ec0720896ca740dcc5c86e87d1485e2f0718da0fa9c6a30b6c20b9159c35606,4397fc4d064cdfb4a1a4aa8b2e4c9d03cdf93eaac861f0350b5da5ab232e2a38,ab8a46f0729da0a264429474be3162c0461d8bf0b6841f5dc5456c9200db30f8,dab1d6e64ec4422ffc464d9dfb9d9783266222478772259cd1b57c5f83abcfdc
"10","0","2","0","9","10","0","0","0","0","0","","1","","1","0","1","8","303303102","1","0"
"1","0","41","0","10","0.4","0","0","0","0","0","","1","","1","8","1","0.4","303303103","1","1"
"10","0","2","3000","1","10","0","0","0","3","0","","1","","1","0","3","0.8","303303201","1","0"
"8","0","80","3000","12","0","0","0","0","99","0","","1","","1","0","3","100","303303202","1","0"
"15","0","1","3000","1","15","0","0","0","1","0","","1","","1","0","3","1.2","303303301","1","0"
"0","0","500","3000","23","0","0","0","0","99","0","","1","","1","0","3","0","303303302","1","303303303"
"10","0","2","3000","1","10","0","0","0","99","0","","1","","1","0","3","8","303303303","1","0"
"100","0","3","0","17","0","0","0","0","1","0","","0","","0","0","7","85","303303401","1","0"
"180","0","1","0","22","0","0","0","0","1","0","","2","","1","0","7","0","303303402","1","30330302"
"2","0","30","0","10","20","0","0","0","1","0","","2","","1","90","7","0","303303403","1","1"
"2","0","40","0","10","20","0","0","0","1","0","","2","","1","90","7","0","303303404","1","1"
"0","0","0","3000","92","0","0","0","0","99","0","","1","","1","0","3","0","303304101","1","0"
"10","0","2","3000","1","10","0","0","0","99","0","","1","","1","0.003","3","1","303304102","1","0"
"10","0","2","0","9","5","0","0","0","0","0","","1","","1","0","1","8","303304103","1","0"
"2","0","41","0","10","20","0","0","0","0","0","","1","","1","18","1","0","303304104","1","1"
"6","0","2","3000","1","6","0","0","0","99","0","","1","","1","0.004","3","0.5","303304201","1","0"
"2","0","31","3000","10","25","0","0","0","99","0","","1","","1","12","3","0","303304202","1","0"
"2","0","11","3000","10","25","0","0","0","99","0","","1","","1","12","3","0","303304203","1","0"
"6","0","2","3000","1","6","0","0","0","1","0","","1","","1","0.01","3","2","303304204","1","0"
"1","0","2","3000","9","0.1","100","0","0","99","0","","1","","6","0","20","10.5","303305101","1","0"
"1","0","2","3000","9","0.1","100","0","0","99","0","","1","","6","0","21","10.5","303305102","1","0"
"9","0","303305101","0","26","10","0","0","0","1","0","","2","","3","0","7","0","303305103","1","1"
"10","0","303305102","0","26","10","0","0","0","1","0","","2","","3","0","7","0","303305104","1","1"
"2","0","91","3000","10","100","0","0","0","99","0","","1","","6","16","3","0","303305105","1","0"
"1","0","1","3000","1","1","100","0","0","99","0","","1","","3","0.00008","3","1","303305201","1","0"
"400","0","3","3000","3","0","0","0","0","99","0","","1","","3","0","3","430","303305202","1","0"
"0","0","2","3000","1","1","100","0","99999","1","0","","1","","3","0","3","0","303305203","1","0"
"5","0","1","3000","1","5","80","0","0","1","0","","1","","3","0.00037","3","1","303305301","1","0"
"301","0","2","3000","9","0","100","0","0","99","0","","1","","3","0","20","10.5","303306101","1","0"
"301","0","2","3000","9","0","100","0","0","99","0","","1","","3","0","21","10.5","303306102","1","0"
"9","0","303306101","0","26","1","0","0","0","1","0","","2","","3","0","7","0.0001","303306103","1","1"
"10","0","303306102","0","26","1","0","0","0","1","0","","2","","3","0","7","0.0001","303306104","1","1"
"3","0","91","3000","10","100","0","0","0","99","0","","1","","3","16","3","0","303306105","1","0"
"1.3","0","2","3000","1","1.3","100","0","0","99","0","","1","","3","0.00001","3","1","303306201","1","0"
"400","0","3","3000","3","0","0","0","0","99","0","","1","","3","0","3","430","303306202","1","0"
"0","0","2","3000","1","1","100","0","9999999","1","0","","1","","3","0","3","0","303306203","1","0"
"7.6","0","1","3000","1","7.6","100","0","0","1","0","","1","","3","0.00017","3","1","303306301","1","0"
"18","0","1","3000","1","18","0","0","0","99","0","","1","","1","0","3","1.44","303400101","1","0"
"0.8","0","1","0","8","0","0","0","0","0","0","","1","","1","0","1","6","303400102","1","0"
"2","0","10","3000","10","120","0","0.05","0","99","0","","2","","3","6","3","0","303400103","1","1"
"0","0","1","3000","7","0","0","0","0","1","0","","1","","2","0","3","0","303400201","1","0"
"9","0","1","10","1","9","0","0","0","99","0","","1","","2","0","1","0.72","303400202","1","0"
"3","0","1","0","9","3","0","0","0","0","0","","1","","2","0","1","6","303400203","1","0"
"2","0","21","0","10","80","0","0","0","0","0","","1","","2","6","1","0","303400204","1","1"
"30","0","1","3000","1","30","0","0","0","99","0","","1","","2","0","3","1.44","303401101","1","0"
"200","0","2","3000","16","0","0","0","0","99","0","","1","","2","0","3","0","303401102","1","0"
"20","0","1","3000","1","20","0","0","0","2","0","","1","","2","0","3","1.1","303401201","1","0"
"5","0","1","3000","9","5","0","0","0","2","0","","1","","2","0","3","8","303401202","1","0"
"20","0","1","3000","1","20","0","0","0","3","0","","1","","2","0","3","1.1","303401301","1","0"
"20","0","1","3000","1","20","0","0","0","1","0","","1","","2","0","3","1.44","303401302","1","0"
"2","0","21","3000","10","50","0","0","0","1","0","","1","","2","12","3","0","303401303","1","1"
"2","0","41","3000","10","50","0","0","0","1","0","","1","","2","12","3","0","303401304","1","1"
"100","0","3","0","17","0","0","0","0","1","0","","0","","0","0","7","80","303401401","1","0"
"180","0","1","0","22","0","0","0","0","1","0","","2","","1","0","7","0","303401402","1","30340102"
"2","0","10","0","10","35","0","0","0","1","0","","2","","1","90","7","0","303401403","1","0"
"30","0","1","3000","1","30","0","0","0","99","0","","1","","2","0","3","1.44","303402101","1","0"
"200","0","2","3000","16","0","0","0","0","99","0","","1","","2","0","3","0","303402102","1","0"
"20","0","1","3000","1","20","0","0","0","2","0","","1","","2","0","3","1.1","303402201","1","0"
"4","0","1","3000","9","4","0","0","0","2","0","","1","","2","0","3","8","303402202","1","0"
"20","0","1","3000","1","20","0","0","0","3","0","","1","","2","0","3","1.1","303402301","1","0"
"20","0","1","3000","1","20","0","0","0","1","0","","1","","2","0","3","1.44","303402302","1","0"
"2","0","21","3000","10","60","0","0","0","1","0","","1","","2","12","3","0","303402303","1","1"
"2","0","41","3000","10","60","0","0","0","1","0","","1","","2","12","3","0","303402304","1","1"
"100","0","3","0","17","0","0","0","0","1","0","","0","","0","0","7","80","303402401","1","0"
"180","0","1","0","22","0","0","0","0","1","0","","2","","1","0","7","0","303402402","1","30340102"
"2","0","10","0","10","35","0","0","0","1","0","","2","","1","90","7","0","303402403","1","0"
"100","0","10","3000","49","0","0","0","0","99","0","","1","","3","0","3","1","303403101","1","0"
"3","0","1","3000","1","3","100","0","0","99","0","","1","","3","0.00004","3","1","303403102","1","0"
"3","0","11","3000","10","20","0","0","0","99","0","","1","","3","90","3","0","303403103","1","1"
"3","0","31","3000","10","20","0","0","0","99","0","","1","","3","90","3","0","303403104","1","1"
"2","0","1","3000","1","2","100","0","0","99","0","","1","","3","0.00002","3","1","303403201","1","0"
"2","0","1","3000","1","2","100","0","0","99","0","","1","","3","0.00002","3","1","303403202","1","0"
"1","0","21","3000","10","100","0","0","0","99","0","","1","","3","90","3","0.004","303403203","1","1"
"14","0","1","3000","1","14","100","0","0","1","0","","1","","3","0.00026","3","1","303403301","1","0"
"100","0","10","3000","49","0","0","0","0","99","0","","1","","3","0","3","1","303404101","1","0"
"3","0","1","3000","1","3","100","0","0","99","0","","1","","3","0.00004","3","1","303404102","1","0"
"3","0","11","3000","10","40","0","0","0","99","0","","1","","3","90","3","0","303404103","1","1"
"3","0","31","3000","10","40","0","0","0","99","0","","1","","3","90","3","0","303404104","1","1"
"2","0","1","3000","1","2","100","0","0","99","0","","1","","3","0.00002","3","1","303404201","1","0"
"2","0","1","3000","1","2","100","0","0","99","0","","1","","3","0.00002","3","1","303404202","1","0"
"1","0","21","3000","10","100","0","0","0","99","0","","1","","3","90","3","0.004","303404203","1","1"
"14","0","1","3000","1","14","100","0","0","1","0","","1","","3","0.00026","3","1","303404301","1","0"
"1","0","181","3000","10","70","0","0","0","1","0","","1","","3","10","3","0","303404302","1","1"
"1","0","191","3000","10","70","0","0","0","1","0","","1","","3","10","3","0","303404303","1","1"
"1","0","0","3000","35","181","0","0","0","1","0","","1","","3","1","3","10","303404304","1","0"
"1","0","0","3000","35","182","0","0","0","1","0","","1","","3","1","3","10","303404305","1","0"
"100","0","10","3000","49","0","0","0","0","99","0","","1","","3","0","3","1","303405101","1","0"
"3","0","1","3000","1","3","100","0","0","99","0","","1","","3","0.00004","3","1","303405102","1","0"
"3","0","11","3000","10","40","0","0","0","99","0","","1","","3","90","3","0","303405103","1","1"
"3","0","31","3000","10","40","0","0","0","99","0","","1","","3","90","3","0","303405104","1","1"
"2","0","1","3000","1","2","100","0","0","99","0","","1","","3","0.00002","3","1","303405201","1","0"
"2","0","1","3000","1","2","100","0","0","99","0","","1","","3","0.00002","3","1","303405202","1","0"
"1","0","21","3000","10","100","0","0","0","99","0","","1","","3","90","3","0.006","303405203","1","1"
"20","0","1","3000","1","20","100","0","0","1","0","","1","","3","0.00038","3","1","303405301","1","0"
"1","0","181","3000","10","70","0","0","0","1","0","","1","","3","8","3","0","303405302","1","1"
"1","0","191","3000","10","70","0","0","0","1","0","","1","","3","8","3","0","303405303","1","1"
"1","0","0","3000","35","181","0","0","0","1","0","","1","","3","1","3","8","303405304","1","0"
"1","0","0","3000","35","182","0","0","0","1","0","","1","","3","1","3","8","303405305","1","0"
"12","0","2","3000","1","12","0","0","0","99","0","","1","","1","0","3","1.1","303500101","1","0"
"150","0","2","3000","16","2.5","0","0","0","99","0","","1","","1","0","21","0","303500102","1","0"
"0","0","1","3000","7","0.1","0","0","0","1","0","","1","","2","0","3","0","303500201","1","0"
"7","0","2","3000","1","3","0","0","0","2","0","","1","","2","0","1","0.4","303500202","1","0"
"2","0","41","3000","10","50","0","0","0","2","0","","1","","2","6","1","0","303500203","1","1"
"6.3","0","2","3000","1","6.3","100","0","0","99","0","","1","","6","0.00027","3","1","303501101","1","0"
"9","0","1","3000","9","0.6","100","0","0","99","0","","1","","6","0","3","10.5","303501102","1","0"
"1","0","11","3000","10","0","1","0","0","99","0","","1","","6","18","3","4","303501103","1","1"
"1","0","31","3000","10","0","1","0","0","99","0","","1","","6","18","3","4","303501104","1","1"
"42","0","1","400","1","42","50","0","0","99","0","","1","","2","0.00153","3","1","303501201","1","0"
"0.5","0","1","400","59","10.5","0","0","0","99","0","","1","","2","0","3","0","303501202","1","0"
"0","0","7","400","8","0","0","0","0","99","0","","1","","2","0","3","5","303501203","1","0"
"24","0","1","3000","1","24","50","0","0","1","0","","1","","1","0.00083","3","1","303501301","1","0"
"6.3","0","2","3000","1","6.3","100","0","0","99","0","","1","","6","0.00027","3","1","303502101","1","0"
"9","0","1","3000","9","0.6","100","0","0","99","0","","1","","6","0","3","10.5","303502102","1","0"
"1","0","11","3000","10","0","1","0","0","99","0","","1","","6","18","3","4","303502103","1","1"
"1","0","31","3000","10","0","1","0","0","99","0","","1","","6","18","3","4","303502104","1","1"
"2","0","91","3000","10","100","1","0","0","99","0","","1","","6","18","3","0","303502105","1","1"
"42","0","1","400","1","42","80","0","0","99","0","","1","","2","0.00153","3","1","303502201","1","0"
"0.9","0","1","400","59","10.5","0","0","0","99","0","","1","","2","0","3","0","303502202","1","0"
"0","0","7","400","8","0","0","0","0","99","0","","1","","2","0","3","5","303502203","1","0"
"24","0","1","3000","1","24","80","0","0","1","0","","1","","1","0.00083","3","1","303502301","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","303503401","1","0"
"100000","0","3","0","73","0","0","850000","0","1","0","","2","","3","0","7","90","303503402","1","0"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","2","0","3","0","303504101","1","0"
"300","0","1","300","9","3","100","0","0","99","0","","1","","1","0","3","6.5","303504102","1","0"
"1","0","11","3000","10","36000","1","0","0","99","0","","1","","2","18","3","0","303504103","1","1"
"1","0","31","3000","10","36000","1","0","0","99","0","","1","","2","18","3","0","303504104","1","1"
"2","0","91","3000","10","100","1","0","0","99","0","","1","","2","18","3","0","303504105","1","1"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","2","0","3","0","303504201","1","0"
"100","0","1","300","1","10","30","0","0","99","0","","1","","2","0.01","3","1","303504202","1","0"
"100","0","1","3000","1","10","30","0","0","1","0","","1","","1","0.01","3","1","303504301","1","0"
"6.3","0","2","3000","1","6.3","100","0","0","99","0","","1","","6","0.00027","3","1","303505101","1","0"
"9","0","1","3000","9","0.4","100","0","0","99","0","","1","","6","0","3","10.5","303505102","1","0"
"1","0","11","3000","10","0","1","0","0","99","0","","1","","6","18","3","9","303505103","1","1"
"1","0","31","3000","10","0","1","0","0","99","0","","1","","6","18","3","9","303505104","1","1"
"2","0","91","3000","10","100","1","0","0","99","0","","1","","6","18","3","0","303505105","1","1"
"42","0","1","400","1","42","80","0","0","99","0","","1","","2","0.00153","3","1","303505201","1","0"
"0.9","0","1","400","59","10.5","0","0","0","99","0","","1","","2","0","3","0","303505202","1","0"
"0","0","7","400","8","0","0","0","0","99","0","","1","","2","0","3","5","303505203","1","0"
"24","0","1","3000","1","24","80","0","0","1","0","","1","","1","0.00083","3","1","303505301","1","0"
"12","0","1","3000","1","12","0","3","0","99","0","","1","","1","0","3","1.1","303600101","1","0"
"2","0","2","9999","8","0","0","0","0","1","0","","2","","3","0","7","8","303600102","1","0"
"12","0","1","3000","1","12","0","3","0","3","0","","1","","1","0","3","1.1","303600201","1","0"
"0.5","0","1","9999","8","0","0","0","0","3","0","","1","","1","0","3","4","303600202","1","0"
"0","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","303601101","1","0"
"50","0","1","3000","1","0.5","0","3","0","99","0","","1","","3","0.0005","3","1.5","303601102","1","0"
"2","0","2","3000","8","0","0","0","0","1","0","","2","","3","0","7","8","303601103","1","0"
"50","0","1","3000","1","0.5","0","3","0","3","0","","1","","1","0.0005","3","2.2","303601201","1","0"
"0.5","0","1","3000","8","0","0","0","0","3","0","","1","","1","0","3","4","303601202","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","1","0","3","0","303601301","1","0"
"90","0","1","3000","1","0.9","0","3","0","1","0","","1","","1","0.0018","3","3.5","303601302","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","303601401","1","0"
"100000","0","3","0","73","0","0","850000","0","1","0","","2","","3","0","7","90","303601402","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303601403","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303601404","1","0"
"0","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","303602101","1","0"
"50","0","1","3000","1","0.5","0","3","0","99","0","","1","","3","0.0005","3","1.5","303602102","1","0"
"2","0","2","3000","8","0","0","0","0","1","0","","2","","3","0","7","8","303602103","1","0"
"50","0","1","3000","1","0.5","0","3","0","3","0","","1","","1","0.0005","3","2.2","303602201","1","0"
"0.5","0","1","3000","8","0","0","0","0","3","0","","1","","1","0","3","4","303602202","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","1","0","3","0","303602301","1","0"
"90","0","1","3000","1","0.9","0","3","0","1","0","","1","","1","0.0018","3","3.5","303602302","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","303602401","1","0"
"100000","0","3","0","73","0","0","850000","0","1","0","","2","","3","0","7","90","303602402","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303602403","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303602404","1","0"
"1","0","10","0","10","10000","1","0","1","1","0","","2","","3","30","7","0","303602405","1","0"
"0","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","303603101","1","0"
"50","0","1","3000","1","0.5","0","3","0","99","0","","1","","3","0.0005","3","1.5","303603102","1","0"
"2","0","2","3000","8","0","0","0","0","1","0","","2","","3","0","7","8","303603103","1","0"
"50","0","1","3000","1","0.5","0","3","0","3","0","","1","","1","0.0005","3","2.2","303603201","1","0"
"0.5","0","1","3000","8","0","0","0","0","3","0","","1","","1","0","3","4","303603202","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","1","0","3","0","303603301","1","0"
"90","0","1","3000","1","0.9","0","3","0","1","0","","1","","1","0.0018","3","3.5","303603302","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","303603401","1","0"
"100000","0","3","0","73","0","0","850000","0","1","0","","2","","3","0","7","90","303603402","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303603403","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303603404","1","0"
"1","0","10","0","10","10000","1","0","1","1","0","","2","","3","30","7","0","303603405","1","0"
"0","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","303604101","1","0"
"50","0","1","3000","1","0.5","0","3","0","99","0","","1","","3","0.0005","3","1.5","303604102","1","0"
"2","0","2","3000","8","0","0","0","0","1","0","","2","","3","0","7","8","303604103","1","0"
"1","0","10","0","10","10000","1","0","1","1","0","","2","","3","18","7","0","303604104","1","0"
"50","0","1","3000","1","0.5","0","3","0","3","0","","1","","1","0.0005","3","2.2","303604201","1","0"
"0.5","0","1","3000","8","0","0","0","0","3","0","","1","","1","0","3","4","303604202","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","1","0","3","0","303604301","1","0"
"90","0","1","3000","1","0.9","0","3","0","1","0","","1","","1","0.0018","3","3.5","303604302","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","303604401","1","0"
"100000","0","3","0","73","0","0","850000","0","1","0","","2","","3","0","7","90","303604402","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303604403","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303604404","1","0"
"1","0","10","0","10","10000","1","0","1","1","0","","2","","3","30","7","0","303604405","1","0"
"0","0","0","3000","92","0","0","0","0","99","0","","1","","3","0","3","0","303605101","1","0"
"50","0","1","3000","1","0.5","0","3","0","99","0","","1","","3","0.0005","3","1.5","303605102","1","0"
"2","0","2","3000","8","0","0","0","0","1","0","","2","","3","0","7","8","303605103","1","0"
"1","0","10","0","10","10000","1","0","1","1","0","","2","","3","18","7","0","303605104","1","0"
"50","0","1","3000","1","0.5","0","3","0","3","0","","1","","1","0.0005","3","2.2","303605201","1","0"
"0.5","0","1","3000","8","0","0","0","0","3","0","","1","","1","0","3","4","303605202","1","0"
"0.5","0","0","3000","92","0","0","0","0","1","0","","1","","1","0","3","0","303605301","1","0"
"90","0","1","3000","1","0.9","0","3","0","1","0","","1","","1","0.0018","3","3.5","303605302","1","0"
"100","0","7","0","17","0","0","0","0","1","0","","2","","3","0","7","90","303605401","1","0"
"100000","0","3","0","73","0","0","850000","0","1","0","","2","","3","0","7","90","303605402","1","0"
"1","0","1020","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303605403","1","0"
"1","0","1040","0","10","0","0","0","1","1","0","","2","","3","90","7","1","303605404","1","0"
"1","0","10","0","10","10000","1","0","1","1","0","","2","","3","30","7","0","303605405","1","0"
"2","0","1","0","10","20","1","0","1","99","0","","1","","3","90","3","0","303605406","1","0"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","3","0","3","0","303606101","1","0"
"4","0","303606103","560","74","1","0","0","0","99","0","","1","","2","0","3","0","303606102","1","3"
"40","0","1","560","1","3","100","0","0","99","0","","1","","2","0.0002","3","3.5","303606103","1","0"
"2","0","2","0","8","0","0","0","0","1","0","","2","","3","0","7","12","303606104","1","0"
"3","0","11","560","10","100","0","0","0","99","0","","1","","2","12","3","0","303606105","1","1"
"4","0","303606105","560","74","1","0","0","0","99","0","","1","","2","0","3","0","303606106","1","2"
"3","0","31","560","10","100","0","0","0","99","0","","1","","2","12","3","0","303606107","1","1"
"4","0","303606107","560","74","1","0","0","0","99","0","","1","","2","0","3","0","303606108","1","2"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","3","0","3","0","303606201","1","0"
"6","0","1","560","1","6","100","0","0","99","0","","1","","2","0.00004","3","1","303606202","1","0"
"4","0","303606204","560","74","1","0","0","0","99","0","","1","","2","0","3","0","303606203","1","2"
"3","0","21","560","10","100","0","0","0","99","0","","1","","2","12","3","0","303606204","1","1"
"24","0","1","3000","1","24","100","0","0","1","0","","1","","3","0.00022","3","1","303606301","1","0"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","3","0","3","0","303607101","1","0"
"4","0","303607103","560","74","1","0","0","0","99","0","","1","","2","0","3","0","303607102","1","3"
"40","0","1","560","1","3","100","0","0","99","0","","1","","2","0.0002","3","3.5","303607103","1","0"
"2","0","2","0","8","0","0","0","0","1","0","","2","","3","0","7","12","303607104","1","0"
"3","0","11","560","10","450","0","0","0","99","0","","1","","2","12","3","0","303607105","1","1"
"4","0","303607105","560","74","1","0","0","0","99","0","","1","","2","0","3","0","303607106","1","2"
"3","0","31","560","10","400","0","0","0","99","0","","1","","2","12","3","0","303607107","1","1"
"4","0","303607107","560","74","1","0","0","0","99","0","","1","","2","0","3","0","303607108","1","2"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","3","0","3","0","303607201","1","0"
"6","0","1","560","1","6","100","0","0","99","0","","1","","2","0.00004","3","1","303607202","1","0"
"4","0","303607204","560","74","1","0","0","0","99","0","","1","","2","0","3","0","303607203","1","2"
"3","0","21","560","10","150","0","0","0","99","0","","1","","2","12","3","0","303607204","1","1"
"24","0","1","3000","1","24","100","0","0","1","0","","1","","3","0.00022","3","1","303607301","1","0"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","3","0","3","0","303608101","1","0"
"4","0","303608103","400","74","1","0","0","0","99","0","","1","","2","0","3","0","303608102","1","3"
"100","0","1","400","1","10","100","0","0","99","0","","1","","2","0.01","3","1","303608103","1","0"
"2","0","2","0","8","0","0","0","0","1","0","","2","","3","0","7","12","303608104","1","0"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","3","0","3","0","303608201","1","0"
"100","0","1","400","1","10","80","0","0","99","0","","1","","2","0.01","3","1","303608202","1","0"
"4","0","303608204","400","74","1","0","0","0","99","0","","1","","2","0","3","0","303608203","1","2"
"2","0","21","400","10","275","0","0","0","99","0","","1","","2","12","3","0","303608204","1","0"
"100","0","1","3000","1","10","80","0","0","1","0","","1","","1","0.01","3","1","303608301","1","0"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","3","0","3","0","303609101","1","0"
"4","0","303609103","400","74","1","0","0","0","99","0","","1","","2","0","3","0","303609102","1","3"
"1","0","1","400","1","1","100","0","0","99","0","","1","","2","0.0009","3","1","303609103","1","0"
"2","0","2","0","8","0","0","0","0","1","0","","2","","3","0","7","12","303609104","1","0"
"0","0","4","3000","7","0","0","0","0","1","0","","1","","3","0","3","0","303609201","1","0"
"6","0","1","400","1","6","100","0","0","99","0","","1","","2","0","3","1","303609202","1","0"
"4","0","303609204","400","74","1","0","0","0","99","0","","1","","2","0","3","0","303609203","1","2"
"3","0","21","400","10","275","0","0","0","99","0","","1","","2","12","3","0","303609204","1","0"
"48","0","1","3000","1","48.01","100","0","0","1","0","","1","","1","0.00033","3","1","303609301","1","0"
"12","0","1","9999","1","14.4","0","0","0","99","0","ターゲットを中心に範囲魔法ダメージ","1","","2","0","14","0.72","303700101","1","0"
"3","0","2","9999","9","9","0","0","0","99","0","対象範囲に判定○で火傷","1","","2","0","14","3","303700102","1","0"
"1","0","1","9999","4","3.2","0","0","0","1","0","最も遠い前方の味方を回復","2","","1","1","18","3.2","303700103","1","0"
"0","0","2","-1","15","0","1","1","400","1","1","","2","","1","0","7","1","303700201","1","101151408"
"12","0","1","9999","1","14.4","0","0","0","99","0","","1","","2","0","14","1.5","303701101","1","0"
"3","0","2","9999","9","9","0","0","0","99","0","","1","","2","0","14","3","303701102","1","0"
"1","0","1","9999","4","3.2","0","0","0","1","0","","2","","1","1","18","3.2","303701103","1","0"
"0","0","2","-1","15","0","1","1","400","1","1","","2","","1","0","7","1","303701201","1","100000004"
"12","0","1","9999","1","14.4","0","0","0","99","0","","1","","2","0","3","0.72","303701301","1","0"
"0.5","0","1","9999","8","0","0","0","0","0","0","","1","","2","0","1","18","303701302","1","0"
"1","0","10","9999","10","70","0","0","0","99","0","","2","","3","18","3","7.5","303701303","1","0"
"100","0","3","0","17","0","0","0","0","1","0","","0","","0","0","7","85","303701401","1","0"
"180","0","1","0","22","0","0","0","0","1","0","","2","","1","0","7","0","303701402","1","30370102"
"2","0","20","0","10","20","0","0","0","1","0","","2","","1","90","7","0","303701403","1","1"
"2","0","40","0","10","20","0","0","0","1","0","","2","","1","90","7","0","303701404","1","1"
"30","0","1","9999","46","0","0","0","0","99","0","","1","","1","0","3","0","303800101","1","2"
"0","0","1","9999","7","0","0","0","0","1","0","","1","","1","0","3","0","303800201","1","0"
"15","0","1","100","47","15","300","1.5","400","3","2","","1","","1","0","1","1.2","303800202","1","200"
"0","0","1","9999","7","0","0","0","0","1","0","","1","","1","0","6","0","303800301","1","0"
"30","0","1","9999","46","0","0","0","0","1","0","","1","","1","0","6","0","303800302","1","2"
"0","0","3","9999","8","0","0","0","0","1","0","","1","","1","0","6","3","303800303","1","0"
"100","0","3","0","17","0","0","0","0","0","0","","0","","0","0","0","50","303800401","1","0"
"1.62","0","2","-1","8","0","0","0","2","1","0","","2","","3","0","7","90","303800402","1","0"
"180","0","1","0","22","0","0","0","0","1","0","","2","","1","0","1","0","303800403","1","30380102"
"60","0","1","9999","46","0","0","0","0","99","0","","1","","1","0","3","0","303801101","1","2"
"0","0","1","9999","7","0","0","0","0","1","0","","1","","1","0","3","0","303801201","1","0"
"15","0","1","100","47","15","1400","1.5","1600","3","2","","1","","1","0","1","1.2","303801202","1","1000"
"20","0","1","3000","46","0.001","100","0","0","99","0","","1","","6","0","3","0","303900101","1","2"
"0.8","0","1","3000","59","90","0","0","0","99","0","","1","","6","0","3","0","303900102","1","0"
"1000","0","2","3000","16","0","0","0","0","99","0","","1","","6","0","3","0","303900103","1","0"
"3","0","11","3000","10","50","1","0","0","99","0","","1","","6","90","3","0","303900104","1","0"
"3","0","31","3000","10","50","1","0","0","99","0","","1","","6","90","3","0","303900105","1","0"
