385871ce547a029e362893412d4c73ee96e3b18cc60c66ee2022d5c40bf18e69,b463e82f9734c2c5258588694575ac8787602da7edb30c6d5e507bdd90ba84ad,d5a90e05b1a494b576361f5a51f765cd4758bcbde25b1056a8754302fb212235,663afbb17db02e01dfaef3f56103c8d0f5b144f52426b3821a805635cbb49d0e,4140bea346ba61d4c61d2f9e06d22b9b3490185a520e97ef27a5f908eadad4f3,fc260c9af3d06d216892ace86c7fc2fe0bbac8b7e2c512b23e3a48c9705e15cf,980e02fa78cd8ebf12d16985e7c7353414803fbf00fa962b14862a33834d5949,a919f09347a0b6ea00c4d02c1801847b2c73092d41a9bbc097e6115e65307bbf,fefe0238df6e139d5b7ab3b64b3196151a41b1dcdb1a8d0f51ff5efbddf419b0,14f35130b03c28cd28eef9b407a7494e6877a2a484f4471a543d767b31909c08,bd1c34eccfd5f43a38f708221abb22f7e4414464fff0427861041b4273727e89
"65083","1","","0","5146065","kururu_kurukuru_in","0.2","kururu_kurukuru_loop","3","130911","0"
"65084","1","","0","5146065","kururu_kurukuru_inF","0.2","kururu_kurukuru_loopF","3","97","0"
"65085","1","","0","5146065","kururu_kurukuru_inB","0.2","kururu_kurukuru_loopB","3","96","0"
"65086","","","0","5146065","vo_apg_0511","","0","21","vo_apg",""
"65087","0","1.1","10","5146065","くるくる～♪","0","0","11","131011","0"
"65088","","","","5146065","","","","91","0",""
"65089","","","0","5146065","vo_apg_0512","","0","21","vo_apg",""
"65090","0","1","10","5146065","くるくるくる～♪","0","0","11","130911","0"
"65091","","","","5146065","","","","91","0",""
"65092","0","0","2","5146065","6","0","0","12","131011","10"
"65093","0","0","2","5146065","7","0","0","12","130911","10"
"65094","","","1","5146065","walk_normal","0.2","","3","106011",""
"65095","","","1","5146065","walk_normal","0.2","","3","1060",""
"65096","0","","-305","5146065","-376","","3.4","2","106011",""
"65097","0","","-305","5146065","-376","","3.4","2","1060",""
"65098","","","","5146065","0","","","93","3.4",""
"65099","14","","-305","5146065","-446","","0.6","2","106011",""
"65100","14","","-305","5146065","-446","","0.6","2","1060",""
"65101","","","0","5146065","kyaru_damage","0","","3","106011",""
"65102","","","0","5146065","kyaru_damage","0","","3","1060",""
"65103","","","","5146065","0","","","93","0.8",""
"65104","1","","0","5146065","cool_in_jitome","0.2","cool_talk_jitome","3","106011","0"
"65105","1","","0","5146065","cool_in_jitome","0.2","cool_talk_jitome","3","1060","0"
"65106","","","0","5146065","vo_apg_0513","","0","21","vo_apg",""
"65107","1","0","10","5146065","なにやってんの、あんたら…","0","1","11","106011","0"
"65108","","","","5146065","","","","91","0",""
"65109","","","","5146065","","","","101","65110",""
"65110","","","","5146065","0.2","","","22","0",""
"66001","-278","aoi_walk_fear","140","5146066","104011","1.8","-500","1","1","0"
"66002","-262","idle_normal","141","5146066","99","1.8","30","5","1","0"
"66003","-278","idle_normal_noface","100","5146066","130911","1.8","290","1","1","1"
"66004","-278","idle_normal_kururu","101","5146066","98","1.8","290","5","1","1"
"66005","","","","5146066","201","","","13","104011",""
"66006","","","","5146066","200","","","13","130911",""
"66007","-174","idle","15","5146066","8","0.85","0","5","8","0"
"66008","-79","empty","210","5146066","20","1","-119","5","20","0"
"66009","-194","empty","210","5146066","22","1","0","5","22","0"
"66010","1","","0","5146066","1","1","0","31","1",""
"66011","1","","0","5146066","2","0","-57.7","31","2",""
"66012","1","","0","5146066","13","0","0","31","13",""
"66013","1","","11","5146066","19","0","-69","31","19",""
"66014","1","","0","5146066","20","1","0","31","20",""
"66015","","","","5146066","104011","","","36","20",""
"66016","","","","5146066","99","","","36","20",""
"66017","","","","5146066","20","","","36","20",""
"66018","","","","5146066","22","","","36","20",""
"66019","","","","5146066","0","","","91","0",""
"66020","","","0","5146066","0","","","102","0",""
"66021","0","","-278","5146066","-290","","2.7","2","104011",""
"66022","","","1","5146066","aoi_walk_fear","0.2","","3","104011",""
"66023","","","","5146066","0","","","93","2.7",""
"66024","","","1","5146066","see_talk","0.2","","3","104011",""
"66025","","","0","5146066","vo_apg_0601","","0","21","vo_apg",""
"66026","1","0","10","5146066","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","0","1","11","104011","0"
"66027","","","","5146066","","","","91","0",""
"66028","","","1","5146066","see_idle","0.2","","3","104011",""
"66029","1","","0","5146066","smile","0.2","talk_normal","3","130911","0.2"
"66030","1","","0","5146066","smile","0.2","talk_normal","3","98","0.2"
"66031","","","0","5146066","vo_apg_0602","","0","21","vo_apg",""
"66032","1","0","10","5146066","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","0","1","11","130911","0"
"66033","","","","5146066","","","","91","0",""
"66034","","","1","5146066","idle_normal_surprise","0.2","","3","130911",""
"66035","","","1","5146066","panic","0.2","","3","104011",""
"66036","","","0","5146066","vo_apg_0603","","0","21","vo_apg",""
"66037","1","0","15","5146066","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","0","1","11","104011","0"
"66038","","","","5146066","","","","91","0",""
"66039","","","1","5146066","anger_talk_pain","0.2","","3","130911",""
"66040","","","1","5146066","anger_talk_pain","0.2","","3","98",""
"66041","","","0","5146066","vo_apg_0604","","0","21","vo_apg",""
"66042","1","0","10","5146066","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","0","1","11","130911","0"
"66043","","","","5146066","","","","91","0",""
"66044","","","1","5146066","idle_normal_dere","0.2","","3","130911",""
"66045","1","","0","5146066","aoi_surprise_in","0","surprise_talk_search_dere","3","104011","0.1"
"66046","","","0","5146066","vo_apg_0605","","0","21","vo_apg",""
"66047","1","0","10","5146066","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","0","1","11","104011","0"
"66048","","","","5146066","","","","91","0",""
"66049","","","1","5146066","surprise_idle_dere","0.2","","3","104011",""
"66050","1","","0","5146066","kururu_surprise_talk_long","0.2","kururu_guid_talk","3","130911","0.2"
"66051","1","","0","5146066","kururu_surprise_talk_long","0.2","kururu_guid_talk","3","98","0.2"
"66052","","","0","5146066","vo_apg_0606","","0","21","vo_apg",""
"66053","1","0","10","5146066","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","0","1","11","130911","0"
"66054","","","","5146066","","","","91","0",""
"66055","","","1","5146066","idle_normal_noface","0.2","","3","130911",""
"66056","","","1","5146066","idle_normal_kururu","0.2","","3","98",""
"66057","1","","0","5146066","guts2_in_surprise2","0.2","guts2_talk_surprise2","3","104011","0"
"66058","","","0","5146066","vo_apg_0607","","0","21","vo_apg",""
"66059","1","0","10","5146066","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","0","1","11","104011","0"
"66060","","","","5146066","","","","91","0",""
"66061","","","1","5146066","guts2_idle_surprise2","0.2","","3","104011",""
"66062","","","1","5146066","joy_talk_dere","0.2","","3","130911",""
"66063","","","1","5146066","joy_talk","0.2","","3","98",""
"66064","","","0","5146066","vo_apg_0608","","0","21","vo_apg",""
"66065","1","0","10","5146066","別に料金は変わりませんので…\n気が済むまでお乗りください♪","0","1","11","130911","0"
"66066","","","","5146066","","","","91","0",""
"66067","","","","5146066","0","","","22","0",""
"66068","1","","0","5146066","hello","0.4","idle_normal_joy","3","130911","0.1"
"66069","","","1","5146066","walk_jog_dere","0.2","","3","104011",""
"66070","0","","-278","5146066","-50","","2","2","104011",""
"66071","","","","5146066","0","","","93","1",""
"66072","","","","5146066","1","","","32","2",""
"66073","","","","5146066","0","","","93","1.5",""
"66074","0","","-480","5146066","0","","0","2","104011",""
"66075","","","1","5146066","empty","0","","3","104011",""
"66076","","","","5146066","scale15","","","37","20",""
"66077","","","","5146066","fade_out","","","37","2",""
"66078","","","","5146066","1","","","32","13",""
"66079","","","","5146066","0","","","93","2",""
"66080","","","0","5146066","vo_apg_0609","","0","21","vo_apg",""
"66081","","","0","5146066","0609_in","0","","3","22",""
"66082","","","","5146066","1","","","93","2.2",""
"66083","","","0","5146066","0609_mid","0","","3","22",""
"66084","","","","5146066","","","","92","",""
"66085","","","0","5146066","0609_out","0","","3","22",""
"66086","","","","5146066","0","","","93","0.2",""
"66087","0","","-79","5146066","-132","","0","2","20",""
"66088","","","0","5146066","vo_apg_0610","","0","21","vo_apg",""
"66089","","","0","5146066","0610_in","0","","3","22",""
"66090","","","","5146066","1","","","93","2.2",""
"66091","","","0","5146066","0610_mid","0","","3","22",""
"66092","","","","5146066","","","","92","",""
"66093","","","0","5146066","0610_out","0","","3","22",""
"66094","","","","5146066","0","","","93","0.2",""
"66095","","","0","5146066","vo_apg_0611","","0","21","vo_apg",""
"66096","","","0","5146066","0611_in","0","","3","22",""
"66097","","","","5146066","1","","","93","2.3",""
"66098","","","0","5146066","0611_mid","0","","3","22",""
"66099","","","","5146066","","","","92","",""
"66100","","","0","5146066","0611_out","0","","3","22",""
"66101","","","","5146066","0","","","93","0.2",""
"66102","","","","5146066","0","","","22","0",""
"66103","","","1","5146066","empty","0","","3","104011",""
"66104","","","","5146066","fade_in","","","37","2",""
"66105","","","","5146066","0","","","93","1",""
"66106","","","","5146066","0","","","32","13",""
"66107","","","","5146066","fade_out","","","37","2",""
"66108","","","1","5146066","kururu_wish_talk_surprise_lookup","0","","3","130911",""
"66109","","","","5146066","0","","","93","1",""
"66110","1","","0","5146066","kururu_wish_talk_surprise_lookup","0.2","kururu_surprise_talk_joy","3","130911","0.2"
"66111","","","0","5146066","vo_apg_0612","","0","21","vo_apg",""
"66112","1","0","10","5146066","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","0","1","11","130911","0"
"66113","","","","5146066","","","","91","0",""
"66114","","","","5146066","0","","","22","0",""
"66115","","","","5146066","fade_in","","","37","2",""
"66116","","","","5146066","0","","","93","1",""
"66117","","","","5146066","scale1","","","37","20",""
"66118","","","","5146066","blackroom_in","","","37","2",""
"66119","9","","1.15","5146066","20","10","1.15","121","0",""
"66120","0","","-248","5146066","27","","0","2","104011",""
"66121","0","","-248","5146066","27","","0","2","99",""
"66122","","","1","5146066","aoi_satori_in","0","","3","104011",""
"66123","","","1","5146066","aoi_satori_in","0","","3","99",""
"66124","","","","5146066","0","","","93","0.5",""
"66125","","","0","5146066","vo_apg_0613","","0","21","vo_apg",""
"66126","1","1","4","5146066","ふふ…ふふふふふ…\nああ、これが悟り…！","0","0","11","104011","0"
"66127","","","","5146066","","","","93","3",""
"66128","","","","5146066","1","","","32","19",""
"66129","","","0","5146066","se_10055900_satori","","","23","se_10055900",""
"66130","","","","5146066","","","","93","0.5",""
"66131","1","","0","5146066","aoi_satori_mid","0.2","aoi_satori_loop","3","104011","0"
"66132","1","","0","5146066","aoi_satori_mid","0.2","aoi_satori_loop","3","99","0"
"66133","","","","5146066","0","","","93","4",""
"66134","","","","5146066","","","","92","",""
"66135","","","","5146066","","","","101","66136",""
"66136","","","","5146066","0.2","","","22","0",""
"67001","-288","idle_normal","106","5146067","106611","1.8","-385","1","1","0"
"67002","-288","idle_normal","107","5146067","1066","1.8","-385","5","3","0"
"67003","-278","idle_normal","103","5146067","106511","1.8","-225","1","1","0"
"67004","-278","idle_normal","104","5146067","1065","1.8","-225","5","2","0"
"67005","-278","idle_normal","100","5146067","131011","1.8","290","1","1","1"
"67006","","","","5146067","206","","","13","106611",""
"67007","","","","5146067","203","","","13","106511",""
"67008","","","","5146067","200","","","13","131011",""
"67009","-174","idle","15","5146067","9","0.85","0","5","9","0"
"67010","71","empty","210","5146067","201","1","-292","5","20","0"
"67011","71","empty","210","5146067","202","1","-61","5","20","0"
"67012","-43","empty","210","5146067","22","1","126","5","22","0"
"67013","94","empty","60","5146067","21","1","0","5","21","0"
"67014","1","","0","5146067","1","1","0","31","1",""
"67015","1","","0","5146067","2","0","-57.7","31","2",""
"67016","1","","0","5146067","10","0","0","31","10",""
"67017","1","","0","5146067","20","1","0","31","20",""
"67018","","","","5146067","106611","","","36","20",""
"67019","","","","5146067","106511","","","36","20",""
"67020","","","","5146067","201","","","36","20",""
"67021","","","","5146067","202","","","36","20",""
"67022","","","","5146067","22","","","36","20",""
"67023","","","","5146067","0","","","91","0",""
"67024","","","0","5146067","0","","","102","0",""
"67025","","","","5146067","0","","","93","1",""
"67026","","","1","5146067","talk_normal_noface","0.2","","3","106511",""
"67027","","","1","5146067","talk_normal_kaya","0.2","","3","1065",""
"67028","","","0","5146067","vo_apg_0701","","0","21","vo_apg",""
"67029","1","0","10","5146067","イノリー\n次はこれ乗ってみようぜ","0","1","11","106511","0"
"67030","","","","5146067","","","","91","0",""
"67031","","","1","5146067","idle_normal_look","0.2","","3","106511",""
"67032","","","1","5146067","idle_normal_look","0.2","","3","1065",""
"67033","1","","0","5146067","cool_in_sad","0.2","cool_talk_sad","3","106611","0"
"67034","1","","0","5146067","cool_in_sad","0.2","cool_talk_sad","3","1066","0"
"67035","","","0","5146067","vo_apg_0702","","0","21","vo_apg",""
"67036","1","0","10","5146067","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","0","1","11","106611","0"
"67037","","","","5146067","","","","91","0",""
"67038","","","1","5146067","cool_idle","0.2","","3","106611",""
"67039","","","1","5146067","cool_idle","0.2","","3","1066",""
"67040","","","1","5146067","idle_normal","0.2","","3","106511",""
"67041","","","1","5146067","idle_normal","0.2","","3","1065",""
"67042","","","1","5146067","joy_talk_normal","0.2","","3","131011",""
"67043","","","0","5146067","vo_apg_0703","","0","21","vo_apg",""
"67044","1","0","10","5146067","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","0","1","11","131011","0"
"67045","","","","5146067","","","","91","0",""
"67046","","","1","5146067","idle_normal","0.2","","3","131011",""
"67047","1","","0","5146067","doya_in_normal","0.2","doya_talk_normal","3","106511","0"
"67048","1","","0","5146067","doya_in_normal","0.2","doya_talk_normal","3","1065","0"
"67049","","","0","5146067","vo_apg_0704","","0","21","vo_apg",""
"67050","1","0","10","5146067","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","0","1","11","106511","0"
"67051","","","","5146067","","","","91","0",""
"67052","","","1","5146067","doya_idle_normal","0.2","","3","106511",""
"67053","","","1","5146067","doya_idle_normal","0.2","","3","1065",""
"67054","","","1","5146067","wish_talk_joy","0.2","","3","131011",""
"67055","","","0","5146067","vo_apg_0705","","0","21","vo_apg",""
"67056","1","0","10","5146067","は～い♪\nまかしておくれやす～","0","1","11","131011","0"
"67057","","","","5146067","","","","91","0",""
"67058","","","","5146067","0","","","22","0",""
"67059","1","","0","5146067","hello","0.4","idle_normal","3","131011","0.1"
"67060","","","1","5146067","walk_yareyare","0.4","","3","106611",""
"67061","","","1","5146067","walk_yareyare","0.4","","3","1066",""
"67062","","","1","5146067","walk_kyapi","0.2","","3","106511",""
"67063","","","1","5146067","walk_kyapi","0.2","","3","1065",""
"67064","0","","-288","5146067","-194","","2","2","106611",""
"67065","0","","-288","5146067","-194","","2","2","1066",""
"67066","0","","-278","5146067","-34","","2","2","106511",""
"67067","0","","-278","5146067","-34","","2","2","1065",""
"67068","","","","5146067","0","","","93","1",""
"67069","","","","5146067","1","","","32","2",""
"67070","","","","5146067","0","","","93","1.5",""
"67071","","","1","5146067","se_10055900_coffee_01","","","23","se_10055900",""
"67072","0","","-331","5146067","-126","","0","2","106611",""
"67073","0","","-331","5146067","-126","","0","2","1066",""
"67074","0","","-331","5146067","126","","0","2","106511",""
"67075","0","","-331","5146067","126","","0","2","1065",""
"67076","","","","5146067","scale15","","","37","20",""
"67077","","","0","5146067","vo_apg_0706","","0","21","vo_apg",""
"67078","","","0","5146067","0706_in","0","","3","22",""
"67079","","","","5146067","1","","","93","3",""
"67080","","","0","5146067","0706_mid","0","","3","22",""
"67081","","","","5146067","","","","92","",""
"67082","","","0","5146067","0706_out","0","","3","22",""
"67083","","","","5146067","0","","","93","0.2",""
"67084","0","","-43","5146067","-126","","0","2","22",""
"67085","","","0","5146067","vo_apg_0707","","0","21","vo_apg",""
"67086","","","0","5146067","0707_in","0","","3","22",""
"67087","","","","5146067","1","","","93","3.7",""
"67088","","","0","5146067","0707_mid","0","","3","22",""
"67089","","","","5146067","","","","92","",""
"67090","","","0","5146067","0707_out","0","","3","22",""
"67091","","","","5146067","0","","","93","0.2",""
"67092","","","","5146067","0","","","93","0.1",""
"67093","","","","5146067","1","","","32","10",""
"67094","","","","5146067","horizontal","","","37","10",""
"67095","","","","5146067","0.3","","","24","se_10055900_coffee_01",""
"67096","","","1","5146067","se_10055900_coffee_02","","","23","se_10055900",""
"67097","0","","-12","5146067","179","","0","2","202",""
"67098","","","","5146067","scale1","","","37","20",""
"67099","","","0.5","5146067","30","","","122","30",""
"67100","","","0","5146067","vo_apg_0708","","0","21","vo_apg",""
"67101","","","0","5146067","0708_in","0","","3","202",""
"67102","","","","5146067","1","","","93","1.8",""
"67103","","","0","5146067","0708_mid","0","","3","202",""
"67104","","","","5146067","","","","92","",""
"67105","","","0","5146067","0708_out","0","","3","202",""
"67106","","","","5146067","0","","","93","0.2",""
"67107","0","","71","5146067","-237","","0","2","201",""
"67108","","","","5146067","scale15","","","37","20",""
"67109","","","0","5146067","vo_apg_0709","","0","21","vo_apg",""
"67110","","","0","5146067","0709_in","0","","3","22",""
"67111","","","","5146067","1","","","93","2.3",""
"67112","","","0","5146067","0709_mid","0","","3","22",""
"67113","","","","5146067","","","","92","",""
"67114","","","0","5146067","0709_out","0","","3","22",""
"67115","","","","5146067","0","","","93","0.2",""
"67116","","","","5146067","0","","","93","0.1",""
"67117","","","","5146067","scale1","","","37","20",""
"67118","0","","-12","5146067","0","","0","2","202",""
"67119","","","0.5","5146067","30","","","122","30",""
"67120","","","0","5146067","vo_apg_0710","","0","21","vo_apg",""
"67121","","","0","5146067","0710_in","0","","3","202",""
"67122","","","","5146067","1","","","93","2.2",""
"67123","","","0","5146067","0710_mid","0","","3","202",""
"67124","","","","5146067","","","","92","",""
"67125","","","0","5146067","0710_out","0","","3","202",""
"67126","","","","5146067","0","","","93","0.2",""
"67127","","","","5146067","0","","","22","0",""
"67128","","","0","5146067","empty","0","","3","202",""
"67129","","","","5146067","0","","","32","10",""
"67130","","","","5146067","0","","","93","1",""
"67131","","","","5146067","0.5","","","24","se_10055900_coffee_02",""
"67132","","","1","5146067","see_guru","0","","3","131011",""
"67133","","","1","5146067","empty","0.2","","3","106611",""
"67134","","","1","5146067","empty","0.2","","3","1066",""
"67135","0","","-195","5146067","-104","","0","2","106611",""
"67136","0","","-195","5146067","-104","","0","2","1066",""
"67137","","","","5146067","iris_out","","","37","2",""
"67138","0","","-278","5146067","-129","","0","2","106511",""
"67139","0","","-278","5146067","-129","","0","2","1065",""
"67140","","","1","5146067","walk_normal_doya","0.2","","3","106511",""
"67141","","","1","5146067","walk_normal_doya","0.2","","3","1065",""
"67142","0","","-278","5146067","-290","","2","2","106511",""
"67143","0","","-278","5146067","-290","","2","2","1065",""
"67144","0","","21","5146067","-290","","0","2","202",""
"67145","","","","5146067","1","","","4","106511",""
"67146","","","","5146067","1","","","4","1065",""
"67147","","","","5146067","0","","","93","2",""
"67148","","","","5146067","0","","","4","106511",""
"67149","","","","5146067","0","","","4","1065",""
"67150","","","1","5146067","cool_idle_doya","0.2","","3","106511",""
"67151","0","","1","5146067","cool_idle_doya","0.2","","3","1065",""
"67152","","","","5146067","0","","","93","0.2",""
"67153","1","","0","5146067","cool_in_nobi","0.2","cool_talk_dere","3","106511","0"
"67154","1","","0","5146067","cool_in_nobi","0.2","cool_talk_dere","3","1065","0"
"67155","","","0","5146067","vo_apg_0711","","0","21","vo_apg",""
"67156","1","0","10","5146067","ふう…全力で回してやったぜ…\nで、何回だった？","0","1","11","106511","0"
"67157","","","","5146067","","","","91","0",""
"67158","","","1","5146067","cool_idle_doya","0.2","","3","106511",""
"67159","","","1","5146067","cool_idle_doya","0.2","","3","1065",""
"67160","","","0","5146067","vo_apg_0712","","0","21","vo_apg",""
"67161","1","0","10","5146067","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","0","1","11","131011","0"
"67162","","","","5146067","","","","91","0",""
"67163","1","","0","5146067","maho_idle_normal_in","0.5","idle_normal_shy","3","131011","0"
"67164","1","","0","5146067","cool_talk_surprise","0.2","surprise_talk_search","3","106511","0.3"
"67165","1","","0","5146067","cool_talk_surprise","0.2","surprise_talk_search","3","1065","0.3"
"67166","","","0","5146067","vo_apg_0713","","0","21","vo_apg",""
"67167","1","0","10","5146067","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","0","1","11","106511","0"
"67168","","","","5146067","","","","91","0",""
"67169","","","1","5146067","surprise_idle_talk1R","0.3","","3","106511",""
"67170","","","1","5146067","surprise_idle_talk1R","0.3","","3","1065",""
"67171","","","1","5146067","sad_talk","0.2","","3","131011",""
"67172","","","0","5146067","vo_apg_0714","","0","21","vo_apg",""
"67173","1","0","10","5146067","イノリはんなら、\n吹き飛ばされてあそこに…","0","1","11","131011","0"
"67174","","","","5146067","","","","91","0",""
"67175","","","1","5146067","sad_idle_lookup","0.2","","3","131011",""
"67176","","","1","5146067","surprise_idle_noface_lookup","0.2","","3","106511",""
"67177","","","1","5146067","surprise_idle_kaya_lookup","0.2","","3","1065",""
"67178","1","","0","5146067","coffee_1_in","0","coffee_1_loop","3","21","0"
"67179","","","0","5146067","se_10055900_photo","","","23","se_10055900",""
"67180","","","","5146067","0","","","93","0.5",""
"67181","0","","0","5146067","0","","0","2","201",""
"67182","","","0","5146067","vo_apg_0715","","0","21","vo_apg",""
"67183","1","0","10","5146067","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","0","1","11","106611","0"
"67184","","","","5146067","","","","91","0",""
"67185","","","0","5146067","coffee_1_out","0","","3","21",""
"67186","","","0","5146067","se_10055900_down","","","23","se_10055900",""
"67187","","","","5146067","0","","","93","0.7",""
"67188","","","1","5146067","sad_idle_sad2_lookup","0.2","","3","131011",""
"67189","1","","0","5146067","surprise3_in_lookup","0.2","surprise3_loop_lookup","3","106511","0"
"67190","1","","0","5146067","surprise3_in_lookup","0.2","surprise3_loop_lookup","3","1065","0"
"67191","","","0","5146067","vo_apg_0716","","0","21","vo_apg",""
"67192","","","0.5","5146067","30","","","122","30",""
"67193","","","0","5146067","0716_in","0","","3","202",""
"67194","","","","5146067","1","","","93","1.2",""
"67195","","","0","5146067","0716_mid","0","","3","202",""
"67196","","","","5146067","","","","92","",""
"67197","","","0","5146067","0716_out","0","","3","202",""
"67198","","","","5146067","","","","91","0",""
"67199","","","","5146067","","","","101","67200",""
"67200","","","","5146067","0.2","","","22","0",""
"68001","-288","idle_normal_eating_noface","106","5146068","105811","1.8","-385","1","1","0"
"68002","-288","idle_normal_eating_peko","107","5146068","1058","1.8","-385","5","6","0"
"68003","-278","idle_normal","100","5146068","106011","1.8","-225","1","1","0"
"68004","-278","idle_normal","101","5146068","1060","1.8","-225","5","4","0"
"68005","-278","idle_normal_noface","103","5146068","130911","1.8","225","1","1","1"
"68006","-278","idle_normal_kururu","104","5146068","97","1.8","225","5","1","1"
"68007","","","","5146068","206","","","13","105811",""
"68008","","","","5146068","200","","","13","106011",""
"68009","","","","5146068","203","","","13","130911",""
"68010","-174","idle","15","5146068","9","0.85","0","5","9","0"
"68011","71","empty","210","5146068","20","1","-132","5","20","0"
"68012","153","empty","60","5146068","21","1","0","5","21","0"
"68013","1","","0","5146068","1","1","0","31","1",""
"68014","","","","5146068","0","","","91","0",""
"68015","","","0","5146068","0","","","102","0",""
"68016","","","","5146068","0","","","93","1",""
"68017","1","","0","5146068","kururu_guid_in","0.2","kururu_guid_talk","3","130911","0"
"68018","1","","0","5146068","kururu_guid_in","0.2","kururu_guid_talk","3","97","0"
"68019","","","0","5146068","vo_apg_0801","","0","21","vo_apg",""
"68020","1","0","10","5146068","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","0","1","11","130911","0"
"68021","","","","5146068","","","","91","0",""
"68022","","","1","5146068","kururu_guid_idle","0.2","","3","130911",""
"68023","","","1","5146068","kururu_guid_idle","0.2","","3","97",""
"68024","1","","0","5146068","coffee_3_in","0","coffee_3_loop","3","21","0"
"68025","","","0","5146068","se_10055900_photo","","","23","se_10055900",""
"68026","1","","0","5146068","peko_notice_in","0.2","peko_notice_idle","3","105811","0"
"68027","1","","0","5146068","peko_notice_in","0.2","peko_notice_idle","3","1058","0"
"68028","","","1","5146068","cool_talk_surprise_lookup","0.2","","3","106011",""
"68029","","","1","5146068","cool_talk_surprise_lookup","0.2","","3","1060",""
"68030","","","0","5146068","vo_apg_0802","","0","21","vo_apg",""
"68031","1","0","10","5146068","真ん中にハンドルなんかないけど？","0","1","11","106011","0"
"68032","","","","5146068","","","","91","0",""
"68033","","","1","5146068","cool_idle_talkR","0.2","","3","106011",""
"68034","","","1","5146068","cool_idle_talkR","0.2","","3","1060",""
"68035","1","","0","5146068","hawawa_lookup","0.2","anger_talk_surprise2_lookup","3","130911","0.2"
"68036","","","1","5146068","hawawa","0.2","","3","97",""
"68037","","","0","5146068","vo_apg_0803","","0","21","vo_apg",""
"68038","1","0","10","5146068","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","0","1","11","130911","0"
"68039","","","","5146068","","","","91","0",""
"68040","","","0","5146068","coffee_3_out","0","","3","21",""
"68041","","","1","5146068","anger_idle_sad","0.2","","3","130911",""
"68042","","","1","5146068","sad_idle_noface","0.2","","3","105811",""
"68043","1","","1","5146068","sad_idle_peko_in","0.2","sad_idle_peko_loop","3","1058","0"
"68044","","","0","5146068","vo_apg_0804","","0","21","vo_apg",""
"68045","1","0","10","5146068","…………","0","1","11","105811","0"
"68046","","","","5146068","","","","91","0",""
"68047","","","","5146068","1","","","4","106011",""
"68048","","","","5146068","1","","","4","1060",""
"68049","","","1","5146068","idle_normal_surprise","0.2","","3","130911",""
"68050","","","1","5146068","shock_loop_doteyes","0.2","","3","106011",""
"68051","","","1","5146068","shock_loop_doteyes","0.2","","3","1060",""
"68052","1","","0","5146068","peko_bowbowbow_in","0.2","peko_bowbowbow_loop","3","105811","0"
"68053","1","","0","5146068","peko_bowbowbow_in","0.2","peko_bowbowbow_loop","3","1058","0"
"68054","","","0","5146068","vo_apg_0805","","0","21","vo_apg",""
"68055","1","0","10","5146068","すみません～っ！！","0","1","11","105811","0"
"68056","","","","5146068","","","","91","0",""
"68057","","","1","5146068","anger_talk_shy","0.2","","3","106011",""
"68058","","","1","5146068","anger_talk_shy","0.2","","3","1060",""
"68059","","","0","5146068","vo_apg_0806","","0","21","vo_apg",""
"68060","1","0","10","5146068","あんた食べたの！？\n何やってんのよ～！？","0","1","11","106011","0"
"68061","","","","5146068","","","","91","0",""
"68062","","","1","5146068","anger_idle_shy","0.2","","3","106011",""
"68063","","","1","5146068","anger_idle_shy","0.2","","3","1060",""
"68064","1","","0","5146068","tahaha_in","0.2","tahaha_talk","3","105811","0"
"68065","1","","0","5146068","tahaha_in","0.2","tahaha_talk","3","1058","0"
"68066","","","0","5146068","vo_apg_0807","","0","21","vo_apg",""
"68067","1","0","10","5146068","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","0","1","11","105811","0"
"68068","","","","5146068","","","","91","0",""
"68069","","","1","5146068","tahaha_idle","0.2","","3","105811",""
"68070","","","1","5146068","tahaha_idle","0.2","","3","1058",""
