ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"","","19110061","vo_fpc","","vo_fpc_21105","","911","21","","0"
"0","10","19110062","21","-10","（これは…\n完全に同世代だと思われていますね）","0.5","911","11","50","1"
"","","19110063","0","","","","911","91","",""
"","","19110064","0.5","","0","","911","93","",""
"","","19110065","vo_fpc","","vo_fpc_21106","","911","21","","0"
"0","10","19110066","21","-10","（変身した際に子供のふりを\nすることはありますし\nいっそのこと演技して\n話を合わせる…？）","0.5","911","11","50","1"
"","","19110067","0","","","","911","91","",""
"","","19110068","0.5","","0","","911","93","",""
"","","19110069","vo_fpc","","vo_fpc_21107","","911","21","","0"
"0","10","19110070","21","-10","（いや、ですが目的もなく\n子供のふりなど…\nいっそのこと今からでも変身して…\nいや、目的もなく変身も何というか…）","0.5","911","11","50","1"
"","","19110071","0","","","","911","91","",""
"","","19110072","0.5","","0","","911","93","",""
"1","0","19110073","122811","0.1","11_misogi_turn_in","","911","3","0.3","11_misogi_turn_loop"
"","1","19110074","2","","cmn_boat_idle","","911","3","0.3",""
"","","19110075","vo_fpc","","vo_fpc_21108","","911","21","","0"
"0","10","19110076","122811","0","みんなー！\nついてきてるかー！","0.5","911","11","0","1"
"","","19110077","0","","","","911","91","",""
"","","19110078","0.5","","0","","911","93","",""
"1","0","19110079","122911","0.1","11_mimi_handUp_in","","911","3","0.3","11_mimi_handUp_loop"
"","1","19110080","1","","11_petitGryphon_float","","911","3","0.3",""
"","","19110081","vo_fpc","","vo_fpc_21109","","911","21","","0"
"0","10","19110082","122911","0","ほらほら、いきますよー♪","0.5","911","11","0","1"
"","","19110083","0","","","","911","91","",""
"","","19110084","0.5","","0","","911","93","",""
"1","0","19110085","25","0.1","11_kyouka_sigh_in","","911","3","0.1","11_kyouka_sigh_loop"
"","","19110086","vo_fpc","","vo_fpc_21110","","911","21","","0"
"0","10","19110087","25","0","もう、しょうがないんだから…\n一緒にいきましょ！","0.5","911","11","0","1"
"","","19110088","0","","","","911","91","",""
"","","19110089","0.5","","0","","911","93","",""
"","","19110090","vo_fpc","","vo_fpc_21111","","911","21","","0"
"0","10","19110091","21","-10","（ここは、最低限話をあわせるだけに\nしておきましょうか…）","0.5","911","11","50","1"
"","","19110092","0","","","","911","91","",""
"","","19110093","0.5","","0","","911","93","",""
"","1","19110094","21","","11_neneka_talk_loop","","911","3","0.1",""
"","","19110095","vo_fpc","","vo_fpc_21112","","911","21","","0"
"0","10","19110096","21","-10","はいはい。","0.5","911","11","20","1"
"","","19110097","0","","","","911","91","",""
"","","19110098","0.5","","0","","911","93","",""
"1","0","19110099","25","0.1","11_kyouka_smile_in","","911","3","0.1","11_kyouka_smile_loop"
"","-180","19110100","122911","","850","","911","2","","3.97058823529412"
"","-180","19110101","1","","850","","911","2","","3.97058823529412"
"","-180","19110102","122911","","850","","911","33","","3.97058823529412"
"","","19110103","0.1","","1","","911","93","",""
"","-180","19110104","122811","","900","","911","2","","2.5"
"","-180","19110105","2","","900","","911","2","","2.5"
"","-180","19110106","122811","","900","","911","33","","2.5"
"","","19110107","0.3","","1","","911","93","",""
"","-180","19110108","26","","850","","911","2","","9.58823529411765"
"","-180","19110109","26","","850","","911","33","","9.58823529411765"
"","-180","19110110","25","","850","","911","2","","5.82352941176471"
"","-180","19110111","25","","850","","911","33","","5.82352941176471"
"","-180","19110112","21","","850","","911","2","","7.70588235294118"
"","-180","19110113","21","","850","","911","33","","7.70588235294118"
"","","19110114","19110108","","","","911","91","",""
"-180","22","19120001","1","0","127111","cmn_float","912","1","1.75","-850"
"-125","12","19120002","1","0","126911","cmn_float","912","1","1.75","-850"
"-15","12","19120003","1","0","122711","cmn_walk_r","912","1","1.4875","750"
"1","-850","19120004","6","","11","","912","31","1","-180"
"1","-850","19120005","6","","21","","912","31","1","-125"
"","1","19120006","se_10053800","","se_fpc_water_random","","912","23","",""
"","","19120007","19120005","","0","","912","91","",""
"12","-180","19120008","127111","","-100","","912","2","","4.41176470588235"
"12","-180","19120009","11","","-100","","912","33","","4.41176470588235"
"","","19120010","4","","0","","912","93","",""
"12","-125","19120011","126911","","-350","","912","2","","3.67647058823529"
"12","-125","19120012","21","","-350","","912","33","","3.67647058823529"
"","","19120013","19120008","","","","912","91","",""
"","1","19120014","127111","","cmn_float","","912","3","0.1",""
"","","19120015","vo_fpc","","vo_fpc_21200","","912","21","","0"
"0","10","19120016","127111","0","あっ…","0.5","912","11","0","1"
"","","19120017","0.6","","0","","912","93","",""
"0","-15","19120018","122711","","100","","912","2","","4.97058823529412"
"","","19120019","1.5","","0","","912","93","",""
"","","19120020","19120016","","","","912","91","",""
"","","19120021","19120011","","","","912","91","",""
"","1","19120022","126911","","cmn_float","","912","3","0.1",""
"","","19120023","vo_fpc","","vo_fpc_21201","","912","21","","0"
"0","10","19120024","126911","0","あっ…","0.5","912","11","0","1"
"","","19120025","0","","","","912","91","",""
"","","19120026","0.5","","0","","912","93","",""
"","","19120027","19120018","","","","912","91","",""
"1","0","19120028","122711","0.1","12_kyouka_notice","","912","3","0.1","12_kyouka_notice_loop"
"","","19120029","vo_fpc","","vo_fpc_21202","","912","21","","0"
"0","10","19120030","122711","0","えっ？\nな、なんですか？","0.5","912","11","0","1"
"","","19120031","0","","","","912","91","",""
"","","19120032","0.5","","0","","912","93","",""
"","1","19120033","127111","","cmn_float","","912","3","0.1",""
"","","19120034","vo_fpc","","vo_fpc_21203","","912","21","","0"
"0","10","19120035","127111","0","いえ、あそこ…","0.5","912","11","0","1"
"","","19120036","0","","","","912","91","",""
"","","19120037","0.5","","0","","912","93","",""
"","1","19120038","126911","","cmn_float","","912","3","0.1",""
"","","19120039","vo_fpc","","vo_fpc_21204","","912","21","","0"
"0","10","19120040","126911","0","うん…","0.5","912","11","0","1"
"","","19120041","0","","","","912","91","",""
"","","19120042","0.5","","0","","912","93","",""
"1","0","19120043","122711","0.1","12_kyouka_turn_in","","912","3","0.1","12_kyouka_turn_loop"
"","","19120044","vo_fpc","","vo_fpc_21205","","912","21","","0"
"0","10","19120045","122711","0","なに？\nなにもないみたいだけど…","0.5","912","11","0","1"
"","","19120046","0","","","","912","91","",""
"","","19120047","0.5","","0","","912","93","",""
"","1","19120048","127111","","12_cmn_float_smile","","912","3","0.1",""
"","","19120049","vo_fpc","","vo_fpc_21206","","912","21","","0"
"0","10","19120050","127111","0","ふふっ。","0.5","912","11","0","1"
"","","19120051","0","","","","912","91","",""
"","","19120052","0.5","","0","","912","93","",""
"","1","19120053","126911","","12_cmn_float_smile","","912","3","0.1",""
"","","19120054","vo_fpc","","vo_fpc_21207","","912","21","","0"
"0","10","19120055","126911","0","ふふふふっ…","0.5","912","11","0","1"
"","","19120056","0","","","","912","91","",""
"","","19120057","0.5","","0","","912","93","",""
"","-180","19120058","127111","","850","","912","2","","4.29864253393665"
"","-180","19120059","11","","850","","912","33","","4.29864253393665"
"","-125","19120060","126911","","850","","912","2","","5.42986425339367"
"","-125","19120061","21","","850","","912","33","","5.42986425339367"
"","","19120062","1","","0","","912","93","",""
"1","0","19120063","122711","0.1","12_kyouka_scare_in","","912","3","0.1","12_kyouka_scare_loop"
"","","19120064","vo_fpc","","vo_fpc_21208","","912","21","","0"
"0","10","19120065","122711","0","ひぅっ！\nな、なんなんですかあ…","0.5","912","11","0","1"
"","","19120066","0","","","","912","91","",""
"","","19120067","0.5","","0","","912","93","",""
"1","0","19120068","122711","0.1","12_kyouka_run_in","","912","3","0.1","12_kyouka_run_loop"
"","-15","19120069","122711","","-850","","912","2","","3.58220211161388"
"","","19120070","19120069","","","","912","91","",""
"-180","22","19130001","1","0","127011","13_kuka_bound","913","1","1.75","-800"
"1","-600","19130002","104","","1041","","913","31","0","-170"
"1","-240","19130003","104","","1042","","913","31","0","-170"
"1","170","19130004","104","","1043","","913","31","0","-170"
"1","560","19130005","104","","1044","","913","31","0","-170"
"1","-575","19130006","1003","","1003","","913","31","0","-85"
"","1","19130007","se_10053800","","se_fpc_water_random","","913","23","",""
"","","19130008","19130006","","0","","913","91","",""
"","","19130009","1003","","1","","913","32","","0"
"","","19130010","2","","0","","913","93","",""
"","1","19130011","127011","","13_kuka_bound","","913","3","0.1",""
"","-180","19130012","127011","","800","","913","2","","2.35294117647059"
"","","19130013","0.236666666666667","","0","","913","93","",""
"","0","19130014","se_10053800","","se_10053800_913_kuka","","913","23","",""
"","","19130015","vo_fpc","","vo_fpc_21300","","913","21","","0"
"","","19130016","1041","","1","","913","32","","0"
"","","19130017","0.536666666666667","","0","","913","93","",""
"","","19130018","1042","","1","","913","32","","0"
"","","19130019","0.536666666666667","","0","","913","93","",""
"","","19130020","vo_fpc","","vo_fpc_21301","","913","21","","0"
"","","19130021","1043","","1","","913","32","","0"
"","","19130022","0.536666666666667","","0","","913","93","",""
"","","19130023","1044","","1","","913","32","","0"
"","","19130024","2","","0","","913","93","",""
"","","19130025","19130012","","","","913","91","",""
"-185","24","19140001","1","0","110611","14_maho_idle_loop","914","1","1.75","-1000"
"-185","22","19140002","2","0","2","cmn_boat_idle","914","5","1.75","-1000"
"-185","23","19140003","3","0","3","14_maho_idle_loop","914","5","1.75","-1000"
"-175","25","19140004","1","0","110511","cmn_float","914","1","1.75","-1220"
"-125","12","19140005","1","0","110411","14_makoto_float","914","1","1.75","-1520"
"1","-1000","19140006","116","","110611","","914","31","1","-185"
"1","-1220","19140007","8","","41","","914","31","1","-175"
"1","-50","19140008","120","","120","","914","31","0","-175"
"1","-1520","19140009","4","","42","","914","31","1","-125"
"1","-350","19140010","117","","117","","914","31","0","-125"
"","1","19140011","se_10053800","","se_fpc_water_random","","914","23","",""
"","","19140012","19140010","","0","","914","91","",""
"12","-185","19140013","110611","","170","","914","2","","8.60294117647059"
"12","-185","19140014","2","","170","","914","2","","8.60294117647059"
"12","-185","19140015","3","","170","","914","2","","8.60294117647059"
"12","-185","19140016","110611","","170","","914","33","","8.60294117647059"
"12","-175","19140017","110511","","-50","","914","2","","8.60294117647059"
"12","-175","19140018","41","","-50","","914","33","","8.60294117647059"
"12","-125","19140019","110411","","-350","","914","2","","8.60294117647059"
"12","-125","19140020","42","","-350","","914","33","","8.60294117647059"
"","","19140021","19140013","","","","914","91","",""
"1","0","19140022","110611","0.1","14_maho_point_in","","914","3","0.3","14_maho_point_loop"
"","1","19140023","2","","cmn_boat_idle","","914","3","0.3",""
"","1","19140024","3","","14_maho_idle_loop","","914","3","0.3",""
"","","19140025","vo_fpc","","vo_fpc_21400","","914","21","","0"
"0","10","19140026","110611","0","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","0.5","914","11","0","1"
"","","19140027","0","","","","914","91","",""
"","","19140028","0.5","","0","","914","93","",""
"1","0","19140029","110511","0.1","14_kaori_handUp_in","","914","3","0.1","14_kaori_handUp_loop"
"","","19140030","vo_fpc","","vo_fpc_21401","","914","21","","0"
"0","10","19140031","110511","0","まーかせるさー！\nしゅっぱつしんこー！","0.5","914","11","0","1"
"","","19140032","0","","","","914","91","",""
"","","19140033","0.5","","0","","914","93","",""
"","1","19140034","110411","","14_makoto_pazzled","","914","3","0.1",""
"","","19140035","vo_fpc","","vo_fpc_21402","","914","21","","0"
"0","10","19140036","110411","0","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","0.5","914","11","0","1"
"","","19140037","0","","","","914","91","",""
"","","19140038","0.5","","0","","914","93","",""
"1","0","19140039","110611","0.1","14_maho_smile_in","","914","3","0.3","14_maho_smile_loop"
"","1","19140040","2","","cmn_boat_idle","","914","3","0.3",""
"","1","19140041","3","","14_maho_idle_loop","","914","3","0.3",""
"","","19140042","vo_fpc","","vo_fpc_21403","","914","21","","0"
"0","10","19140043","110611","0","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","0.5","914","11","0","1"
"","","19140044","0","","","","914","91","",""
"","","19140045","0.5","","0","","914","93","",""
"","","19140046","vo_fpc","","vo_fpc_21404","","914","21","","0"
"0","10","19140047","110511","0","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","0.5","914","11","0","1"
"","","19140048","0","","","","914","91","",""
"","","19140049","0.5","","0","","914","93","",""
"1","0","19140050","110511","0.1","14_kaori_flutterKick_in","","914","3","0.1","14_kaori_flutterKick_loop"
"","","19140051","0.3","","0","","914","93","",""
"","-185","19140052","110611","","1270","","914","2","","6.47058823529412"
"","-185","19140053","2","","1270","","914","2","","6.47058823529412"
"","-185","19140054","3","","1270","","914","2","","6.47058823529412"
"","-185","19140055","110611","","1270","","914","33","","6.47058823529412"
"","","19140056","41","","0","","914","32","",""
"","","19140057","120","","1","","914","32","",""
"","-175","19140058","110511","","1050","","914","2","","6.47058823529412"
"","-175","19140059","120","","1050","","914","33","","6.47058823529412"
"","","19140060","1","","0","","914","93","",""
"","","19140061","vo_fpc","","vo_fpc_21405","","914","21","","0"
"0","10","19140062","110411","0","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","0.5","914","11","0","1"
"","","19140063","0","","","","914","91","",""
"","","19140064","0.5","","0","","914","93","",""
"1","0","19140065","110411","0.1","14_makoto_dogscratch_in","","914","3","0.1","cmn_swm_dogscratch"
"","","19140066","0.3","","0","","914","93","",""
"","","19140067","42","","0","","914","32","",""
"","","19140068","117","","1","","914","32","",""
"","-125","19140069","110411","","1050","","914","2","","3.72637742879957"
"","-125","19140070","117","","1050","","914","33","","3.72637742879957"
"","","19140071","19140069","","","","914","91","","s"
"-180","23","19150001","1","0","110311","15_saren_idle","915","1","1.75","-950"
"-180","22","19150002","2","0","2","cmn_boat_idle","915","5","1.75","-950"
"-15","12","19150003","1","0","107711","15_suzume_walk_loop","915","1","1.75","-750"
"1","-950","19150004","101","","110311","","915","31","1","-180"
"1","210","19150005","109","","109","","915","31","0","30"
"1","330","19150006","4","","4","","915","31","0","-125"
"","1","19150007","se_10053800","","se_fpc_water_random","","915","23","",""
"","","19150008","107711","","49","","915","13","",""
"","","19150009","0","","0","","915","91","",""
"","-15","19150010","107711","","0","","915","2","","5.51470588235294"
"","","19150011","19150010","","","","915","91","",""
"1","0","19150012","107711","0.1","15_suzume_talk_in","","915","3","0.1","15_suzume_talk_loop"
"","","19150013","vo_fpc","","vo_fpc_21500","","915","21","","0"
"0","10","19150014","107711","0","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","0.5","915","11","0","1"
"","","19150015","3.2","","1","","915","93","",""
"","","19150016","1.5","","0","","915","93","",""
"","","19150017","19150014","","","","915","91","",""
"1","0","19150018","107711","0.1","15_suzume_walk_in","","915","3","0.1","15_suzume_walk_loop"
"","-180","19150019","110311","","-100","","915","2","","11.9779411764706"
"","-180","19150020","2","","-100","","915","2","","11.9779411764706"
"","-180","19150021","110311","","-100","","915","33","","11.9779411764706"
"","-15","19150022","107711","","460","","915","2","","4.22794117647059"
"","","19150023","19150022","","","","915","91","",""
"1","0","19150024","107711","0.1","15_suzume_turn_in","","915","3","0.1","15_suzume_turn_loop"
"","","19150025","0.6","","0","","915","93","",""
"","","19150026","vo_fpc","","vo_fpc_21501","","915","21","","0"
"0","20","19150027","107711","0","あれは…お嬢様～！\n今参ります！","0.5","915","11","-15","1"
"","","19150028","1.7","","0","","915","93","",""
"1","0","19150029","110311","0.1","15_saren_notice_in","","915","3","0.3","15_saren_notice_loop"
"","1","19150030","2","","cmn_boat_idle","","915","3","0.3",""
"","","19150031","0.35","","0","","915","93","",""
"","","19150032","1.5","","0","","915","93","",""
"","-15","19150033","107711","","330","","915","2","","0.5"
"","1","19150034","107711","0.1","15_suzume_run","","915","3","0.2",""
"","","19150035","vo_fpc","","vo_fpc_21502","","915","21","","0"
"0","100","19150036","110311","0","スズメ？\nって、走ると危なっ…","-0.5","915","11","0","1"
"","","19150037","0.5","","0","","915","93","",""
"","0","19150038","107711","","15_suzume_fallDown","","915","3","0.1",""
"","","19150039","1.3","","0","","915","93","",""
"","","19150040","vo_fpc","","vo_fpc_21503","","915","21","","0"
"0","150","19150041","107711","0","きゃあああ～！","-1.5","915","11","0","1"
"1","0","19150042","110311","0.1","15_saren_rise_in","","915","3","0.1","15_saren_rise_loop"
"","1","19150043","2","","cmn_boat_idle","","915","3","0.1",""
"","","19150044","0.5","","0","","915","93","",""
"0","1","19150045","107711","","1","","915","6","0.1","1"
"","","19150046","109","","1","","915","32","",""
"","","19150047","1","","0","","915","93","",""
"","-125","19150048","107711","","330","","915","2","","0"
"1","1","19150049","107711","","1","","915","6","0.4","1"
"1","0","19150050","107711","0.1","15_suzume_drown_in","","915","3","0.1","15_suzume_drown_loop"
"","-125","19150051","107711","","800","","915","2","","2.76470588235294"
"","-125","19150052","4","","800","","915","33","","2.76470588235294"
"","","19150053","19150019","","","","915","91","",""
"","-180","19150054","110311","","900","","915","2","","7.35294117647059"
"","-180","19150055","2","","900","","915","2","","7.35294117647059"
"","-180","19150056","110311","","900","","915","33","","7.35294117647059"
"","","19150057","vo_fpc","","vo_fpc_21504","","915","21","","0"
"0","10","19150058","110311","0","ス、スズメ？\nスズメ～っ！？","0.5","915","11","0","1"
"","","19150059","0","","","","915","91","",""
"","","19150060","1.5","","0","","915","93","",""
"","","19150061","19150054","","","","915","91","","s"
"-15","12","19160001","1","0","113111","cmn_walk","916","1","1.4875","-750"
"-15","12","19160002","1","0","113311","16_nanaka_run","916","1","1.4875","750"
"-180","22","19160003","1","0","117411","cmn_swm_diving","916","1","1.75","-850"
"-180","22","19160004","1","0","117011","cmn_swm_diving","916","1","1.75","-2500"
"-180","22","19160005","7","0","7","none","916","5","1.75","50"
"-180","22","19160006","1","0","11","cmn_floatRing_pink","916","5","1.75","-1375"
"-125","12","19160007","1","0","12","cmn_float_item_01_Ball","916","5","1.75","-2500"
"1","-1375","19160008","4","","11","","916","31","1","-180"
"1","-2500","19160009","4","","12","","916","31","1","-125"
"1","-850","19160010","9","","91","","916","31","1","-180"
"1","-2500","19160011","9","","92","","916","31","1","-180"
"1","-183","19160012","1015","","1015","","916","31","0","155"
"1","50","19160013","1013","","1013","","916","31","0","-180"
"","1","19160014","se_10053800","","se_fpc_water_random","","916","23","",""
"","","19160015","19160013","","0","","916","91","",""
"","-180","19160016","117411","","2500","","916","2","","19.7058823529412"
"","-180","19160017","91","","2500","","916","33","","19.7058823529412"
"","-180","19160018","11","","1975","","916","2","","24.6323529411765"
"","-180","19160019","11","","1975","","916","33","","24.6323529411765"
"","-180","19160020","117011","","850","","916","2","","19.7058823529412"
"","-180","19160021","92","","850","","916","33","","19.7058823529412"
"","-125","19160022","12","","850","","916","2","","24.6323529411765"
"","-125","19160023","12","","850","","916","33","","24.6323529411765"
"","","19160024","3","","0","","916","93","",""
"","-15","19160025","113111","","-150","","916","2","","4.41176470588235"
"","","19160026","19160025","","","","916","91","",""
"","1","19160027","113111","","16_ruka_think","","916","3","0.3",""
"","","19160028","1015","","1","","916","32","",""
"","","19160029","vo_fpc","","vo_fpc_21600","","916","21","","0"
"","","19160030","0.6","","0","","916","93","",""
"","","19160031","1.5","","0","","916","93","",""
"","-15","19160032","113311","","150","","916","2","","2.71493212669683"
"","","19160033","19160032","","","","916","91","",""
"","1","19160034","113311","","16_nanaka_idle_loop","","916","3","0.2",""
"","","19160035","vo_fpc","","vo_fpc_21601","","916","21","","0"
"0","10","19160036","113311","0","ル～カ～姉♪\n何見てんのかにゃ～？","0.5","916","11","0","1"
"","","19160037","0","","","","916","91","",""
"","","19160038","0.5","","0","","916","93","",""
"1","0","19160039","113111","0.1","16_ruka_notice_in","","916","3","0.1","16_ruka_notice_loop"
"","","19160040","vo_fpc","","vo_fpc_21602","","916","21","","0"
"0","10","19160041","113111","0","ん？　いや、特に何か\n考えてたわけじゃないが…","0.5","916","11","0","1"
"","","19160042","0","","","","916","91","",""
"","","19160043","0.5","","0","","916","93","",""
"1","0","19160044","113311","0.1","16_nanaka_point_in","","916","3","0.1","16_nanaka_point_loop"
"","","19160045","vo_fpc","","vo_fpc_21603","","916","21","","0"
"0","10","19160046","113311","0","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","0.5","916","11","0","1"
"","","19160047","0","","","","916","91","",""
"","","19160048","0.5","","0","","916","93","",""
"","","19160049","vo_fpc","","vo_fpc_21604","","916","21","","0"
"0","10","19160050","113311","0","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","0.5","916","11","0","1"
"","","19160051","0","","","","916","91","",""
"","","19160052","0.5","","0","","916","93","",""
"1","0","19160053","113111","0.1","16_ruka_talk_in","","916","3","0.1","16_ruka_talk_loop"
"","","19160054","vo_fpc","","vo_fpc_21605","","916","21","","0"
"0","10","19160055","113111","0","そんなことはっ…\nちょっとだけ、考えちまったね…","0.5","916","11","0","1"
"","","19160056","0","","","","916","91","",""
"","","19160057","0.5","","0","","916","93","",""
"1","0","19160058","113311","0.1","16_nanaka_idle_in","","916","3","0.1","16_nanaka_idle_loop"
"","","19160059","vo_fpc","","vo_fpc_21606","","916","21","","0"
"0","10","19160060","113311","0","なっはっは、やっぱりね～♪","0.5","916","11","0","1"
"","","19160061","0","","","","916","91","",""
"","","19160062","0.5","","0","","916","93","",""
"1","0","19160063","113311","0.1","16_nanaka_turn","","916","3","0.1","cmn_run_def_N"
"","-15","19160064","113311","","750","","916","2","","2.71493212669683"
"","1","19160065","113111","","cmn_walk","","916","3","0.1",""
"","-15","19160066","113111","","750","","916","2","","5.29411764705882"
"","","19160067","1.5","","0","","916","93","",""
"","0","19160068","7","0.1","fish","","916","3","","none"
"","","19160069","1013","","1","","916","32","",""
"","","19160070","3.2","","0","","916","93","",""
"","","19160071","19160018","","","","916","91","","s"
"","","19160072","19160064","","","","916","91","","s"
"","","19160073","19160066","","","","916","91","","s"
"-180","23","19170001","1","0","126711","17_akino_worry","917","1","1.75","-950"
"-180","24","19170002","3","0","3","empty","917","5","1.75","-950"
"-180","22","19170003","2","0","2","cmn_boat_idle","917","5","1.75","-950"
"-15","12","19170004","1","0","110311","cmn_walk_r","917","1","1.4875","750"
"1","-950","19170005","101","","126711","","917","31","1","-180"
"","1","19170006","se_10053800","","se_fpc_water_random","","917","23","",""
"","","19170007","19170005","","0","","917","91","",""
"12","-180","19170008","126711","","0","","917","2","","6.98529411764706"
"12","-180","19170009","3","","0","","917","2","","6.98529411764706"
"12","-180","19170010","2","","0","","917","2","","6.98529411764706"
"12","-180","19170011","126711","","0","","917","33","","6.98529411764706"
"","","19170012","19170008","","","","917","91","",""
"","","19170013","vo_fpc","","vo_fpc_21700","","917","21","","0"
"0","10","19170014","126711","0","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","0.5","917","11","0","1"
"","","19170015","0","","","","917","91","",""
"","","19170016","0.5","","0","","917","93","",""
"","-15","19170017","110311","","300","","917","2","","4.72689075630252"
"1","0","19170018","126711","0.1","17_akino_laugh_in","","917","3","0.3","17_akino_laugh_loop"
"1","0","19170019","3","0.1","17_akino_laugh_in","","917","3","0.3","17_akino_laugh_loop"
"","1","19170020","2","","cmn_boat_idle","","917","3","0.3",""
"","","19170021","vo_fpc","","vo_fpc_21701","","917","21","","0"
"0","20","19170022","126711","0","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","0.5","917","11","0","1"
"","","19170023","19170017","","","","917","91","",""
"1","0","19170024","110311","0.1","17_saren_talk_in","","917","3","0.2","17_saren_talk_loop"
"","","19170025","0.673109243697478","","0","","917","93","",""
"","","19170026","0.5","","0","","917","93","",""
"","","19170027","19170022","","","","917","91","",""
"","","19170028","vo_fpc","","vo_fpc_21702","","917","21","","0"
"0","10","19170029","110311","0","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","0.5","917","11","0","1"
"","","19170030","0","","","","917","91","",""
"1","0","19170031","126711","0.1","17_akino_pause_in","","917","3","0.1","17_akino_pause_loop"
"1","0","19170032","3","0.1","17_akino_pause_in","","917","3","0.1","17_akino_pause_loop"
"","1","19170033","2","","cmn_boat_idle","","917","3","0.1",""
"","","19170034","2","","0","","917","93","",""
"1","0","19170035","126711","0.1","17_akino_shock_in","","917","3","0.3","17_akino_shock_loop"
"","0","19170036","3","","empty","","917","3","",""
"","1","19170037","2","","cmn_boat_idle","","917","3","0.3",""
"","","19170038","vo_fpc","","vo_fpc_21703","","917","21","","0"
"0","10","19170039","126711","0","そ、そうなんですの！？\n盲点でしたわーーー！","0.5","917","11","0","1"
"","","19170040","0","","","","917","91","",""
"","","19170041","0.5","","0","","917","93","",""
"","-180","19170042","126711","","900","","917","2","","5.29411764705882"
"","-180","19170043","2","","900","","917","2","","5.29411764705882"
"","-180","19170044","126711","","900","","917","33","","5.29411764705882"
"","","19170045","2.7","","0","","917","93","",""
"1","0","19170046","110311","0.1","17_saren_turn","","917","3","0.1","cmn_walk"
"","-15","19170047","110311","","750","","917","2","","2.64705882352941"
"","","19170048","19170042","","","","917","91","",""
"","","19170049","19170047","","","","917","91","",""
"-180","22","19180001","1","0","113511","18_misato_backWalk","918","1","1.75","-850"
"-180","23","19180002","1","0","110111","18_io_flutterKick","918","1","1.75","-1010"
"1","-850","19180003","14","","41","","918","31","0","-180"
"1","50","19180004","2","","11","","918","31","0","-180"
"1","-110","19180005","14","","42","","918","31","0","-180"
"1","-1010","19180006","123","","12","","918","31","1","-180"
"","1","19180007","se_10053800","","se_fpc_water_random","","918","23","",""
"","","19180008","19180006","","0","","918","91","",""
"12","-180","19180009","113511","","50","","918","2","","6.61764705882353"
"12","-180","19180010","41","","50","","918","33","","6.61764705882353"
"12","-180","19180011","110111","","-110","","918","2","","6.61764705882353"
"12","-180","19180012","12","","-110","","918","33","","6.61764705882353"
"","","19180013","19180009","","","","918","91","",""
"","1","19180014","113511","","18_misato_backWalkIdle","","918","3","0.2",""
"","","19180015","vo_fpc","","vo_fpc_21800","","918","21","","0"
"0","10","19180016","113511","0","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","0.5","918","11","0","1"
"","","19180017","0","","","","918","91","",""
"","","19180018","0.5","","0","","918","93","",""
"","","19180019","vo_fpc","","vo_fpc_21801","","918","21","","0"
"0","10","19180020","110111","0","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","0.5","918","11","0","1"
"","","19180021","0","","","","918","91","",""
"","","19180022","0.5","","0","","918","93","",""
"","","19180023","vo_fpc","","vo_fpc_21802","","918","21","","0"
"0","10","19180024","113511","0","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","0.5","918","11","0","1"
"","","19180025","0","","","","918","91","",""
"","","19180026","0.5","","0","","918","93","",""
"","","19180027","12","","0","","918","32","",""
"","","19180028","42","","1","","918","32","",""
