c26ee01f6e747f40a6585e7d6a91c4fdee2b1f5090dab9dcd4aaa3dbb463adb5,b1fedd9f929700847bf4faa4988441430f6b83c6a1deeef0cd86de211ba61892,2daa82abf2dc1271aef89d050c4f01c1040e39983d3c0c9f647e9d1801cc2bdc,5a7c2f62677b6ff2ec0ec0af224fdeb74a69d4ee6ec8e75895668502becd902a,845268f0c70817c2d677a8fec79671fe47c1e825d133e1a8a889f5a40faaab87,953ad7b90d843ab5ccc0ee82c619f7ad691f1d3c0141e0161c5cd7d0aab10631,49e8a76cbc4066ee23f9d8e1f4920f40c550ec8889e0f0637f13a0240ebf4036,307a935604278d363d76922ce3ef2c3d8c2b6dd576cf6de9c7344794caa27a1a,b0dcae6c5c5e932557b19dfac6e8d4d8297b57d86d1569594e132c6f4998d101,c19a44b64f8b386ce3e09daf0fbc0dd406879513f5bbe5c16f56de4c5fec2c42,b8625a00f5ac8dc968cd9b1ba5db6cf1cf22464bc19aaf9250544e03b58041d2,f2b8adac5a5cb21ea2f6531abb26296d257878ab3ca4bd5b6a6233adc11abae3
"聖学祭かぁ…なんだか楽しそうね\nそれになかよし部の人たちも\n気になるわ","8","0","2","3","80005","0","106401","0","","370","シェフィ"
"それじゃあわたしたちも、\n負けじと仲良くしましょう♪\nほらほらシェフィちゃん、\nぎゅーっ☆　ですよ♪","10","0","3","3","80005","0","105801","0","","371","ペコリーヌ"
"えっ？　ええ…\nぎゅーっ…？","9","0","2","3","80005","0","106401","0","","372","シェフィ"
"3.5周年まであと11日！？\nお祝いの準備進んでないんだけど…\nああ～昨日に戻りたいわ…","11","0","0","4","80005","0","106001","0","","373","キャル"
"そういえばそんな魔道具があるって\n聞いたことがあるわね\n確か、名前はタイムラーベ…","10","0","2","4","80005","0","106401","0","","374","シェフィ"
"なにそれヤバいわね\nでも本当にあるんだったら\n準備よりももっとやり直したいこと\nたくさんあるんだけど…","12","0","0","4","80005","0","106001","0","","375","キャル"
"もしや正月の件でしょうか…？\nあの時はお金がなくて\n苦労しましたから","11","0","1","4","80005","0","105901","0","","376","コッコロ"
"あれはそうね…\nお金を湯水のように使う\nぺコリーヌを止められたら\nあんな苦労をすることもなかったし","13","0","0","4","80005","0","106001","0","","377","キャル"
"そんなこともありましたね！\nやり直したいといえば\n『きゃるきゃる～ん♪』\nの方かと思いましたよ！","11","0","3","4","80005","0","105801","0","","378","ペコリーヌ"
"バラすんじゃないわよ\nこのアホリーヌ！\nシェフィはそれ\n知らないんだから！","14","0","0","4","80005","0","106001","0","","379","キャル"
"こうなったらもう、なんとか\nタイムラーべを探し出して\n今の会話をなかったことに…\nって、どうしたのよシェフィ","15","0","0","4","80005","0","106001","0","","380","キャル"
"うん…もし、私だったら…\n私が知らないみんなとの時間を\n見てみたいな、って…","11","0","2","4","80005","0","106401","0","","381","シェフィ"
"シェフィちゃん！　タイムなんとか\nなんかなくても大丈夫ですよ！\n一緒の時間はこれから\nどんどん作ればいいんですから！","12","0","3","4","80005","0","105801","0","","382","ペコリーヌ"
"はい、今この瞬間も\n未来にはかけがえのない思い出に\nなっていることでしょう","12","0","1","4","80005","0","105901","0","","383","コッコロ"
"だからそんな顔しないの\nほら、お祝いの準備、進めるわよ！","16","0","0","4","80005","0","106001","0","","384","キャル"
"みんな…そうね\n最高のお祝いにして\n最高の思い出にしましょう！","12","0","2","4","80005","0","106401","0","","385","シェフィ"
"3.5周年まで、あと10日！\nもうすぐですよー！\n楽しみすぎて、やばいですね！","13","0","3","5","80005","0","105801","0","","386","ペコリーヌ"
"そういえば…たくさんのおもちゃが\n子どもたちを襲うっていう\n騒動もありましたね…\nなんでも勝手に動き出したとか！","14","0","3","5","80005","0","105801","0","","387","ペコリーヌ"
"学校や孤児院とかに\nちっちゃなおもちゃが乗り込んで\n暴れたみたいですよ！","15","0","3","5","80005","0","105801","0","","388","ペコリーヌ"
"暴れたって言っても\n所詮はおもちゃじゃない\nどうせちっさいんでしょ？","17","0","0","5","80005","0","106001","0","","389","キャル"
"だったら魔法で\n全部ぶっ飛ばせばいいじゃない！\n大したことないわよ！","18","0","0","5","80005","0","106001","0","","390","キャル"
"キャルってば…\n相手は子どもが\n大事にしてる物なのよ…？","13","0","2","5","80005","0","106401","0","","391","シェフィ"
"乱暴な発言は\nめっ、でございますよ？\n子どもの教育に悪影響を\n与えてしまいますから…","13","0","1","5","80005","0","105901","0","","392","コッコロ"
"キャルちゃんだって\n意外と猫グッズとか\nたっくさん集めてますよね？\nもしその子たちが暴れたら…？","16","0","3","5","80005","0","105801","0","","393","ペコリーヌ"
"う、うっさいわね！\n意外とか言うな！\n…ま、まあ確かに正面切って\n魔法でぶっ飛ばせないかもね…","19","0","0","5","80005","0","106001","0","","394","キャル"
"あはは☆\nキャルちゃんのそういうところ\n好きですよ♪","17","0","3","5","80005","0","105801","0","","395","ペコリーヌ"
"そんなキャルちゃんに猫グッズを\nプレゼントしちゃいますね！\n一部で流行っていた、たい焼き屋の\nおまけフィギュアですよ♪","18","0","3","5","80005","0","105801","0","","396","ペコリーヌ"
"乱暴に扱ったりしないでくださいね\nひとりでに暴れ出しちゃうかも\nしれませんから！","19","0","3","5","80005","0","105801","0","","397","ペコリーヌ"
"3.5周年まであと９日\nここでみなさんに\nビックニュースですよ！","4","0","2","6","80005","0","190801","0","","398","カリン"
"3.5周年を祝う生放送に\n去年と同様【美食殿】の\nみなさんにご出演いただくことが\n決定しましたー！","5","0","2","6","80005","0","190801","0","","399","カリン"
"…えっ！？","20","0","1","6","80005","0","106001","0","","400","キャル"
"本当ですか！？\nそれじゃ今から張り切って\n生放送中に食べる魔物料理を\n作らなくちゃですね☆","20","0","3","6","80005","0","105801","0","","401","ペコリーヌ"
"いや…がんばるところは\nそこじゃないような…\nというか去年も出演してたのね\nすごいじゃない！","14","0","0","6","80005","0","106401","0","","402","シェフィ"
"はい。とても緊張しますが\nやりがいのある大役です\n一緒にがんばりましょうね\nシェフィさま","14","0","4","6","80005","0","105901","0","","403","コッコロ"
"わ、私も出るの！？　でも…\n私も【美食殿】の一人だものね\nそれなら今からしっかり準備をして\nコンディションを整えないと…","15","0","0","6","80005","0","106401","0","","404","シェフィ"
"ふふん♪\n生放送直前のカチコチになった\nシェフィの姿が楽しみだわ！","21","0","1","6","80005","0","106001","0","","405","キャル"
"去年のキャルちゃんは\n緊張しすぎてずっと震えて\nかわいかったですもんね！\n今年もあの姿が見たいです！","21","0","3","6","80005","0","105801","0","","406","ペコリーヌ"
"ぶっ殺すぞ！？","22","0","1","6","80005","0","106001","0","","407","キャル"
"というわけで\n『プリンセスコネクト！\nRe:Dive』の魅力を\nお伝えする生放送をお楽しみに♪","6","0","2","6","80005","0","190801","0","","408","カリン"
"3.5周年まであと８日\nでございますよ\n楽しみですね、主さま","15","0","1","7","80005","0","105901","0","","409","コッコロ"
"そういえばあんた\n夏休みの宿題は\nきちんとやってるの？","23","0","0","7","80005","0","106001","0","","410","キャル"
"宿題…学校に通うのも\n楽しいことばかりじゃ\nないのね","16","0","2","7","80005","0","106401","0","","411","シェフィ"
"あれ？　そういえば\n少し前にルーセント学院で\n何かあったような…","22","0","3","7","80005","0","105801","0","","412","ペコリーヌ"
"ああ、始業式の日に\n大捕り物があったって\n話題になってたわね","24","0","0","7","80005","0","106001","0","","413","キャル"
"夏休みを終わらせないって\n騒いでたっていう話？\nあれ本当なの？\n都市伝説だと思ってたわ","17","0","2","7","80005","0","106401","0","","414","シェフィ"
"その一件ならよく存じ上げて\nおります。ですから主さま\n次の機会にはわたくしと一緒に\nがんばりましょう","16","0","1","7","80005","0","105901","0","","415","コッコロ"
"楽しそう…私も一緒にやりたいな\nママ…じゃ、じゃなくて！\nコッコロさん、私もまざっていい？","18","0","2","7","80005","0","106401","0","","416","シェフィ"
"もちろんでございます\n仲良くお勉強いたしましょう","17","0","1","7","80005","0","105901","0","","417","コッコロ"
"しれっと教育ママが\n生まれてる…？","25","0","0","7","80005","0","106001","0","","418","キャル"
"お勉強は大切ですよ！\nキャルちゃんも一緒に\nがんばりましょう！","23","0","3","7","80005","0","105801","0","","419","ペコリーヌ"
"え～～～～！？","26","0","0","7","80005","0","106001","0","","420","キャル"
"3.5周年まであと７日〜♪\nふふ～ん♪\nふんふふ～ん♪","27","0","0","8","80005","0","106001","0","","421","キャル"
"…\nねぇコッコロさん\nキャル、どうしちゃったの？","19","0","2","8","80005","0","106401","0","","422","シェフィ"
"とてもご機嫌そうに\n鼻歌を歌ってらっしゃいますね\n耳も尻尾もリズミカルに\n揺れて…ノリノリでございます","18","0","1","8","80005","0","105901","0","","423","コッコロ"
"あれはですね！\nカルミナのみなさんの\nサマーライブのチケットが\n手に入ったからなんですよ♪","24","0","3","8","80005","0","105801","0","","424","ペコリーヌ"
"ええっ！？\nあのライブのチケットって確か\n入手困難だったんじゃ…","20","0","2","8","80005","0","106401","0","","425","シェフィ"
"ふふふふ～ん♪\nしゃいにんぐふゅ～ちゃ～♪","28","0","0","8","80005","0","106001","0","","426","キャル"
"なるほど…\nキャルさまがあのように\nなってしまうのも頷けますね","19","0","1","8","80005","0","105901","0","","427","コッコロ"
"…カルミナの\n『Shining Future』\nの中に、シャイニングフューチャー\nって歌詞はなかったはずだけど…","21","0","2","8","80005","0","106401","0","","428","シェフィ"
"ふんふ…はっ！？\nあっ、あんたたち！\nなに人の鼻歌を\n勝手に聞いてるのよ！？","29","0","0","8","80005","0","106001","0","","429","キャル"
"こっ、これは別に\nカルミナの曲じゃなくて…\nあたしのオリジナルソングよ！\n聞いたらお金取るわよっ！？","30","0","0","8","80005","0","106001","0","","430","キャル"
"えへへ、キャルちゃん\nカルミナのサマーライブ\n思いっきり楽しみましょうね☆","25","0","3","8","80005","0","105801","0","","431","ペコリーヌ"
"も～っ！\n生暖かい目で見るな～～！\nぶっ殺すわよ～～～！","31","0","0","8","80005","0","106001","0","","432","キャル"
"3.5周年まであと６日\n３人も言ってたけど\nあっという間だったわね","22","0","0","9","80005","0","106401","0","","433","シェフィ"
"…えっ？\n生放送の意気込み！？\n突然なに！？","23","0","0","9","80005","0","106401","0","","434","シェフィ"
"ええと…\nとにかく失敗しないように\n台本たくさん読んで…\nそれから…","24","0","0","9","80005","0","106401","0","","435","シェフィ"
"えっ！？\nトラブルがあったら\nどうするのかって！？\nそ、それは…！","25","0","0","9","80005","0","106401","0","","436","シェフィ"
"とにかく落ち着いて\nスタッフさんの指示を聞いて…","26","0","0","9","80005","0","106401","0","","437","シェフィ"
"それから、それから…！\nぅ、ぅぅっ…！","27","0","0","9","80005","0","106401","0","","438","シェフィ"
"―びえぇぇ～んっ！！！","28","0","0","9","80005","0","106401","0","","439","シェフィ"
"どうされましたか、シェフィさま","20","0","1","9","80005","0","105901","0","","440","コッコロ"
"ううっ…ひっく…\nママッ…！","29","0","0","9","80005","0","106401","0","","441","シェフィ"
"よしよし、緊張されてるのですね\nママが傍におりますよ\n主さま、少々お待ちくださいませ","21","0","1","9","80005","0","105901","0","","442","コッコロ"
"…ふぅ\nシェフィさま\n生放送への意気込み\nお話しできそうですか？","22","0","1","9","80005","0","105901","0","","443","コッコロ"
"…ううっ\n恥ずかしすぎて\nもう生放送出られない…","30","0","0","9","80005","0","106401","0","","444","シェフィ"
"主さま\n3.5周年まであと５日\nでございます","23","0","0","10","80005","0","105901","0","","445","コッコロ"
"ですがその前に\n生放送がありますね","24","0","0","10","80005","0","105901","0","","446","コッコロ"
"…生放送に向けた\n意気込みでございますか？","25","0","0","10","80005","0","105901","0","","447","コッコロ"
"もちろんわたくしは\n主さまのために\n全身全霊を込めて\n楽しい時間をご提供いたします","26","0","0","10","80005","0","105901","0","","448","コッコロ"
"…と、意気込んでみましたが\nうまくできるか少し不安です\n声が小さくなったり\n間違えてしまったらどうしようと…","27","0","0","10","80005","0","105901","0","","449","コッコロ"
"ですがわたくしは\n一人ではありません\n【美食殿】のみなさまが\nおります","28","0","0","10","80005","0","105901","0","","450","コッコロ"
"どんな困難も\nみなさまと一緒なら\n乗り越えられると\nわたくし、確信しております","29","0","0","10","80005","0","105901","0","","451","コッコロ"
"それに今回はシェフィさまも\nご参加されるわけですし\nママとしてお手本に\nならねばなりませんね","30","0","0","10","80005","0","105901","0","","452","コッコロ"
"主さま。3.5周年も\n食卓を囲んでいる時のような\n楽しい思い出を\n一緒に作りましょうね","31","0","0","10","80005","0","105901","0","","453","コッコロ"
"3.5周年まであと４日！\nやばいですね☆","26","0","0","11","80005","0","105801","0","","454","ペコリーヌ"
"はいはい、やばいわね\nというかもうすぐ生放送だけど\nあんた準備はできてるの？","32","0","1","11","80005","0","106001","0","","455","キャル"
"ばっちりオイッスー☆　ですよ！\n『王家の装備』も全開です！","27","0","0","11","80005","0","105801","0","","456","ペコリーヌ"
"あとは前回を超える\n最高のオイッスー☆　を\nお届けできるように\n練習あるのみですかね！","28","0","0","11","80005","0","105801","0","","457","ペコリーヌ"
"キャルちゃんは\nどうなんですか？\nオイッスー☆　を\n毎日ちゃんと練習してますか？","29","0","0","11","80005","0","105801","0","","458","ペコリーヌ"
"はぁ！？　なんであたしまで\nその変なあいさつを練習しないと\nいけないのよ！","33","0","1","11","80005","0","106001","0","","459","キャル"
"もしかしてやってないんですか？\nダメですよキャルちゃん！\nシェフィちゃんだってちゃんと\n毎日練習してるのに！","30","0","0","11","80005","0","105801","0","","460","ペコリーヌ"
"こうなったらわたしがキャルちゃん\nにオイッスー☆　の『オ』から\nしっかり教えてあげないと！","31","0","0","11","80005","0","105801","0","","461","ペコリーヌ"
"オイッスー☆　の『オ』は\n口を大きく開いて〜\nドラゴンの骨つき肉に\nかぶりつく直前をイメージして〜","32","0","0","11","80005","0","105801","0","","462","ペコリーヌ"
"だからあたしはやるなんて一言も…","34","0","1","11","80005","0","106001","0","","463","キャル"
"オイッスー☆","33","0","0","11","80005","0","105801","0","","464","ペコリーヌ"
"聞きなさいっての！！","35","0","1","11","80005","0","106001","0","","465","キャル"
"3.5周年まであと３日…\nそして生放送は、明日…","31","0","2","12","80005","0","106401","0","","466","シェフィ"
"もっと台本を\n読み込んでおかないと…\nあと発声練習も…","32","0","2","12","80005","0","106401","0","","467","シェフィ"
"おいっす！\n…こうじゃなかったわね\nええと確か…","33","0","2","12","80005","0","106401","0","","468","シェフィ"
"うう…あんなに練習したのに\nこれじゃみんなに迷惑かけちゃう…","34","0","2","12","80005","0","106401","0","","469","シェフィ"
"【美食殿】の一員として\n認められるように\n頑張らないといけないのに\nよし、もう一度…","35","0","2","12","80005","0","106401","0","","470","シェフィ"
"やってますねシェフィちゃん！","34","0","3","12","80005","0","105801","0","","471","ペコリーヌ"
"なによ、考えることは\nみんな同じってこと？","36","0","0","12","80005","0","106001","0","","472","キャル"
"ふふ。シェフィさま\nよろしければ\n仲間に入れてください\n一緒にやればきっとうまくできます","32","0","1","12","80005","0","105901","0","","473","コッコロ"
"みんな…もちろんよ！","36","0","2","12","80005","0","106401","0","","474","シェフィ"
"それじゃ明日の生放送に向けて\n一緒に練習がんばりましょう☆","35","0","3","12","80005","0","105801","0","","475","ペコリーヌ"
"3.5周年まであと２日と\n迫った本日は…\nいよいよ生放送です！","7","0","2","13","80005","0","190801","0","","476","カリン"
"【美食殿】のみなさんが\n準備に入られていますので\nそれぞれ繋いでみましょう！\nまずはペコリーヌさんです！","8","0","2","13","80005","0","190801","0","","477","カリン"
"今日もオイッスー☆\nみんなで一緒に\nオイッスー☆","36","0","3","13","80005","0","105801","0","","478","ペコリーヌ"
"お手本になるような\n発声練習ですね！\nそれでは続いてコッコロさん","9","0","2","13","80005","0","190801","0","","479","カリン"
"はじめちょろちょろ\nなかぱっぱ～♪\n生放送前にみなさまで\n食卓を囲んで英気を養いましょう","33","0","4","13","80005","0","105901","0","","480","コッコロ"
"さすが【美食殿】のママですね！\nそしてキャルさんは…","10","0","2","13","80005","0","190801","0","","481","カリン"
"大丈夫…大丈夫…\nあたしは大丈夫…","37","0","1","13","80005","0","106001","0","","482","キャル"
"す、すごく震えてますけど\n大丈夫でしょうか…？\nそして今回初参加となる\n期待の新人シェフィさん！","11","0","2","13","80005","0","190801","0","","483","カリン"
"あうー？","37","0","0","13","80005","0","106401","0","","484","シェフィ"
"あ…","37","1","4","13","80005","0","105801","0","105901,34,106001,38,190801,12","485","みんな"
"ちょ、ちょっとシェフィ！？\nなに赤ちゃん返りしてん―\nあ痛ぁっ！\n噛んだわこいつーっ！","39","0","1","13","80005","0","106001","0","","486","キャル"
"シェフィさま\n緊張しすぎて\nしまったのでしょうね…\nおーよしよし…","35","0","4","13","80005","0","105901","0","","487","コッコロ"
"シェフィちゃん！\nそういう時は手のひらに\n好きな文字を書いて\n食べちゃうといいですよ！","38","0","3","13","80005","0","105801","0","","488","ペコリーヌ"
"…ええと、現場からは以上です！\n生放送はもうすぐ！\n特別なお知らせもありますので\nどうぞお楽しみに！","13","0","2","13","80005","0","190801","0","","489","カリン"
"3.5周年の記念日も\nいよいよ明日ね\n…って、あれ？","38","0","2","14","80005","0","106401","0","","490","シェフィ"
"記念日はこの森へ行きませんか！？\nすっごく美味しいお肉が\nとれるんです☆","39","0","3","14","80005","0","105801","0","","491","ペコリーヌ"
"うげ、またあの魔物？\nさすがに今度は\n丸焼きとかはやめてよね…\n見た目がヤバすぎるし","40","0","0","14","80005","0","106001","0","","492","キャル"
"ふふ、キャルさまもだいぶ\n魔物肉に慣れてきたようですね\n調理ならばわたくしに\nお任せください♪","36","0","1","14","80005","0","105901","0","","493","コッコロ"
"みんな、何をしているの？\nなんだか、\n不穏な単語が聞こえたんだけど…","39","0","2","14","80005","0","106401","0","","494","シェフィ"
"シェフィちゃん！\n明日の食べ尽くしツアーの\n相談をしてたんですよ！","40","0","3","14","80005","0","105801","0","","495","ペコリーヌ"
"はい。明日は【美食殿】の\n一員となったシェフィさまと一緒に\n初めて記念日を過ごすのですから\n特別なコース料理を用意しませんと","37","0","1","14","80005","0","105901","0","","496","コッコロ"
"ふふん♪\n猫の毛も逆立つような\nあれこれを食べさせられるから\n覚悟しておいたほうがいいわよ？","41","0","0","14","80005","0","106001","0","","497","キャル"
"へ、へぇ…","40","0","2","14","80005","0","106401","0","","498","シェフィ"
"期待しててくださいね！\nシェフィちゃんとあなたに\n『おいちー！』って喜んでもらえる\n最高のごちそうを準備しますから☆","41","0","3","14","80005","0","105801","0","","499","ペコリーヌ"
"ええと…その…うーんと…\nわ、分かったわ\n私も【美食殿】の一員だもの","41","0","2","14","80005","0","106401","0","","500","シェフィ"
"それにあなたも一緒みたいだし\n最後までがんばってみるわ…！","42","0","2","14","80005","0","106401","0","","501","シェフィ"
"それではいつものあれを\nやりましょう！\n準備はいいですかっ？\n…いっきますよー！","42","0","3","15","80005","0","105801","0","","502","ペコリーヌ"
"祝！","42","0","1","15","80005","0","106001","0","","503","キャル"
"3.5周年！","38","0","4","15","80005","0","105901","0","","504","コッコロ"
"おめでとうございます！","43","0","0","15","80005","0","106401","0","","505","シェフィ"
"この日を迎えられたのも\nあなたが『プリンセスコネクト！\nRe:Dive』を遊んでくれている\nおかげです！","14","0","2","15","80005","0","190801","0","","506","カリン"
"ということで\nみなさんからあなたへ一言ずつ\n感謝の言葉をどうぞ！","15","0","2","15","80005","0","190801","0","","507","カリン"
"感謝の言葉ですか？　わたしは\n毎日あなたに感謝してますよ\n【美食殿】の仲間になってくれて…\n一緒にごはんを食べてくれて…","43","0","3","15","80005","0","105801","0","","508","ペコリーヌ"
"なにより今でもわたしをぺコリーヌ\nって呼んでくれてありがとうござい\nます。これからもわたしはあなたの\nぺコリーヌです！　やばいですね☆","44","0","3","15","80005","0","105801","0","","509","ペコリーヌ"
"えっ！？　今度はあたし！？\n感謝って…まぁ、そうね…\nあんたにはあたしが\n辛くて苦しい時に助けてもらって…","43","0","1","15","80005","0","106001","0","","510","キャル"
"でもおかげで色々吹っ切れたわ！\nもしあんたが困ってたら今度は\nあたしが助けてあげるから\nその時はちゃんと言いなさいよ！","44","0","1","15","80005","0","106001","0","","511","キャル"
"ええと…次は私ね\n実はよく覚えてないのだけど\n空から落ちてきた私を受け止めて\nくれたのはあなたなのでしょう？","44","0","0","15","80005","0","106401","0","","512","シェフィ"
"最初に私を見つけてくれたのが\nあなたで良かったって思ってるの\nおかげで私は居場所を見つけたから\nあなたがくれたもの、大切にするわ","45","0","0","15","80005","0","106401","0","","513","シェフィ"
"では最後にわたくしから…\nわたくしは主さまの元を離れた日…\nこのように記念日をお祝いする\nことは二度とないと思っていました","39","0","4","15","80005","0","105901","0","","514","コッコロ"
"ですが、主さまはわたくしを\n迎えにきてくださり、今もこうして\nおそばにおいてくださっています\nわたくしにとって毎日が記念日です","40","0","4","15","80005","0","105901","0","","515","コッコロ"
"わたくしたちの物語は\nまだ続いていきます\nこれからも一緒にページを\n作っていきましょうね","41","0","4","15","80005","0","105901","0","","516","コッコロ"
"それじゃ\nいつものあれでしめますよ！\nみんなで一緒に、さんはい☆","45","0","3","15","80005","0","105801","0","","517","ペコリーヌ"
"これからも\nよろしくおねがいします！","46","1","4","15","80005","0","105801","0","105901,42,106001,45,106401,46,190801,16","518","みんな"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","1","0","1","0","60003","0","190804","1","","519","カリン"
"今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！","0","0","2","0","60003","1","0","1","","520",""
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","0","0","2","0","60003","1","0","1","","521",""
"今日の運勢は姫吉！　羽が生えたように飛躍できる絶好調の運気！新しいことに挑戦するなら今しかないわ！　やってみましょう！","0","0","2","0","60003","1","0","1","","522",""
"今日の運勢は姫吉！　精霊も新年の幸福をお祝いしています！　　主さまの笑顔が見られて、わたくしも幸せいっぱいでございます♪","0","0","2","0","60003","1","0","1","","523",""
"今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","0","0","2","0","60003","1","0","2","","524",""
"今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","0","0","2","0","60003","2","0","1","","525",""
"今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","0","0","2","0","60003","2","0","1","","526",""
"今日の運勢は大吉！　ラッキーカラーは鮮やかな黄色！　　　　　さらにシマシマのアイテムを持つと、運気倍増らしいッスよ♪","0","0","2","0","60003","2","0","1","","527",""
"今日の運勢は大吉！　秘められた力が開花するでしょう！　　　　じゃあ、私の龍眼と力比べしてみようか？　ふふ、冗談だよ～","0","0","2","0","60003","2","0","1","","528",""
"今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","0","0","2","0","60003","2","0","2","","529",""
"今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？","0","0","2","0","60003","3","0","1","","530",""
"今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？","0","0","2","0","60003","3","0","1","","531",""
"今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","0","0","2","0","60003","3","0","1","","532",""
"今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。","0","0","2","0","60003","3","0","1","","533",""
"今日の運勢は中吉！　ラッキーアイテムはかわいいもの！　　　　ア、アタシはかわいいじゃなくてキレイだってば！　も～っ！","0","0","2","0","60003","3","0","1","","534",""
"今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","0","0","2","0","60003","3","0","1","","535",""
"今日の運勢は中吉！　悩まず行動すれば強運に恵まれる！　　　　守るよりも攻めるが吉だ！　勝負事をするにはいい運勢だな！","0","0","2","0","60003","3","0","2","","536",""
"今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！","0","0","2","0","60003","4","0","1","","537",""
"今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","0","0","2","0","60003","4","0","1","","538",""
"今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","0","0","2","0","60003","4","0","1","","539",""
"今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","0","0","2","0","60003","4","0","1","","540",""
"今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","0","0","2","0","60003","4","0","1","","541",""
"今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","0","0","2","0","60003","4","0","1","","542",""
"今日の運勢は小吉！　無理は禁物、お家で静かにしていましょう　プロぼっちの私が、お家での過ごし方……教えてあげましょうか？","0","0","2","0","60003","4","0","2","","543",""
"おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","2","0","3","0","60003","0","190804","0","","544","カリン"
"おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","3","0","3","7","60003","0","190804","0","","545","カリン"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","1","0","1","0","60004","0","190804","1","","546","カリン"
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","0","0","2","0","60004","1","0","1","","547",""
"今日の運勢は姫吉！　羽が生えたように飛躍できる絶好調の運気！新しいことに挑戦するなら今しかないわ！　やってみましょう！","0","0","2","0","60004","1","0","1","","548",""
"今日の運勢は姫吉！　宴でも開きたくなるほどの絶対幸運！\nイメチェンでもしてみるのはどうだ？　ぴょんぴょん、なんてな♪","0","0","2","0","60004","1","0","1","","549",""
"今日の運勢は姫吉！　ずっと祈り続けていた願いが叶うかも！\nきっとあんたならたどり着けるわ、ハッピーエンドのその先に","0","0","2","0","60004","1","0","1","","550",""
"今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","0","0","2","0","60004","1","0","1","","551",""
"今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","0","0","2","0","60004","2","0","1","","552",""
"今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","0","0","2","0","60004","2","0","2","","553",""
"今日の運勢は大吉！　ラッキーワードは「ぴょんぴょん♪」\nおっきな声で一緒に言ってみよ～♪　うさぎさんぴょんぴょ～ん♪","0","0","2","0","60004","2","0","1","","554",""
"今日の運勢は大吉！　あなたの趣味がもっと広がるかも！\nかんわゆ～～～いショタと～騎士きゅんもゲット～んふふ～♪","0","0","2","0","60004","2","0","1","","555",""
"今日の運勢は大吉！　秘められた力が開花するでしょう！　　　　じゃあ、私の龍眼と力比べしてみようか？　ふふ、冗談だよ～","0","0","2","0","60004","2","0","1","","556",""
