ec2e1fe69dcbd3c9e51ff4035943fe71766d9d82aa2f6f4558f47bae30ba3cc2,63911f49d18e3256edd55e00171afbf9489515b2fc5b73201fe7f81c81482686,977de6d90d46d690497c128fb89c5a554214715212571f74977b134dca58938f,cde1792a591067a1be04215306a1e84521956837d95850458f9c937a12318260,844518bcfcdc9d7c0cd0c3387a824d22fd2cca4bd2f5660fcbcaa3bd0d75ceea,f7aa4f51cccc58f50f580d394b5b0e5c331d12155e346332f73d8b5c4aa377c4,51c7bd2460e7fee0eaa2e7678428d895d2db6558c29e803b4667a1450ab864e9,9552a177aee75724590b0a62554c23d8d81316272cdde2fe5f2611c0590c65f3,5b77ace9045de9440818f4539230b2b9460c326edeffbaa20e114cea125d2673,8245427ff3378fc3b45d730b8f649a8e352638a5ac7ed48e1b4dc59fb7830796,69ba278cc783b993f8ad2d40da52385927908a38a14f8d581da7a27a1b95ac14,bf384befda6d9bd04126a647bf7c4e803ba2c2b36d6f0bfe466a8e9c9669b0e2,d187a953e2ba3c5c235bde134fac7ea929ceb5f046def8d0d29d84b6a5d12457,2da644eccd564540d6c43c74a03de8fc910a9755c05199a9fa4e48311583d623,21ef226d4d0a7c0a89b46dff164a12d2dc3d6da8695ddbd4eaed8bb82480e065,7553bf783c49f5bff90f50164d1a97f14b68b2b27487b140e3f749df4dbeb883,a27aa147d2b9d72a203d6e58162fa126e8ab673e40a0854dd56d46973861c298,5d45c2aa120c61c634024ffa8d99298ce33883578d5301b7e6c18baf98ac5b47,68d56f72b5fc7e286b550983e5aaee3ea73376047a5768d2ed5adeb52b50d0d8,c8e064a6d7b86c32988a64e5fe62307e864018427e6eaac661b6163bf1943a46
"12483","これ、何と読む？","2","12452","12488","","5","5","4","12540","数学記号で「≠」","5","4038","3","ノットイコール","12467","0","5","5","ットイコー"
"12385","これ、何と読む？","2","12387","12423","","4","4","4","12367","数学記号で「∟」","4","4040","3","ちょっかく","12363","0","4","4","ちょっかく"
"12452","これ、何と読む？","2","12471","12503","","5","5","4","12531","数学記号で「ε」","5","4041","3","イプシロン","12525","0","5","5","イプシロン"
"38642","これ、何と言う？","1","12398","28023","","4","6","4","33032","","6","4042","2","ダンジョンNORMAL『雲海の山脈』","23665","4042","6","6","雲海の山脈"
"23494","これ、何と言う？","1","12398","26519","","4","6","4","27193","","6","4043","2","ダンジョンHARD『密林の大樹』","22823","4043","6","6","密林の大樹"
"26029","これ、何と言う？","1","12398","23830","","4","6","4","36321","","6","4044","2","ダンジョンVERY HARD『断崖の遺跡』","36986","4044","6","6","断崖の遺跡"
"33980","これ、何と言う？","1","12398","28023","","4","6","4","22612","","6","4045","2","ダンジョンEXTREME『蒼海の孤塔』","23396","4045","6","6","蒼海の孤塔"
"27602","これ、何と言う？","1","12398","30260","","4","6","4","31260","","6","4046","2","ダンジョンEXTREME Ⅱ『毒瘴の闇稜』","38343","4046","6","6","毒瘴の闇稜"
"32209","これ、何と言う？","1","12398","31452","","4","6","4","23994","","6","4047","2","ダンジョンEXTREME Ⅲ『緑竜の骸嶺』","39608","4047","6","6","緑竜の骸嶺"
"22825","これ、何と言う？","1","12398","19978","","4","6","4","22478","","6","4048","2","ダンジョンEXTREME Ⅳ『天上の浮城』","28014","4048","6","6","天上の浮城"
"12394","これ、何と言う？","1","12424","12363","","4","4","4","65336","イベント「授けの財団と聖なる学舎の異端児」のボス","2","4049","1","なかよしＸ","12375","4049","4","4","なかよしＸ"
"12488","これ、何と言う？","1","12461","12452","","5","5","4","12464","イベント「以心電心！　アオイ　トイ　フレンズ」のボス","5","4050","1","究極玩具王　メガトイキング","12531","4050","5","5","トイキング"
"12513","これ、何と言う？","1","12522","12514","","5","5","4","12523","思い出いっぱいの様々なBGMを購入し、各種メニューに設定できるギルドハウス家具","5","4051","1","メモリアルサウンドボックス","12450","4051","5","5","メモリアル"
"12397","これ、何と言う？","1","12356","12364","","4","4","4","12369","ランドソルのとある村で七夕の日に現れる不思議な竹。短冊を飾った笹が、光る竹へと変化する","4","4052","3","ねがいだけ","12384","0","4","4","ねがいだけ"
"12363","これ、何と言う？","1","12426","12435","","4","4","4","12435","タイムトラベルを行う魔道具『タイムラーベ』のナビゲーター","4","4053","2","時のかんりにん","12395","4053","4","4","かんりにん"
"12471","この魔道具、何と言う？","1","12483","12519","","5","5","4","12540","オーマの町の漁師たち\nが使う魔道具。電気を\n流し獲物を気絶させる","5","4054","3","ライトニングショッカー","12459","4054","5","5","ショッカー"
"12510","これ、何と言う？","1","29983","12490","","6","5","4","27231","ギルドハウスに置くと自動でマナを作ってくれる器。取り扱いには資格が必要らしい","6","4055","1","マナ生成機","25104","4055","6","5","マナ生成機"
"12514","これ、何と言う？","2","12524","12494","","5","5","4","12523","2本の線路上を走る普通の電車などと違い、1本の軌道のみで進行する乗り物。別名「単軌鉄道」","5","4056","1","モノレール","12540","0","5","5","モノレール"
"12354","これ、何と言う？","2","12398","12414","","4","4","4","12431","七夕の物語でもおなじみの、夜空を横切るように見える、帯状の星の集まり","4","4057","1","あまのがわ","12364","0","4","4","あまのがわ"
"22799","これ、何と言う？","2","22823","12398","","6","6","4","35282","「デネブ」「アルタイル」「ベガ」の3つの明るい星を結んでできる大きな三角形","6","4058","1","夏の大三角","19977","0","6","4","夏の大三角"
"12473","これ、何と言う？","2","12531","12486","","5","5","4","12473","「さびない」という意味を持つ、鉄を主とした合金。スプーンから車まで幅広い用途に使われる","5","4059","1","ステンレス","12524","0","5","5","ステンレス"
"12471","これ、何と言う？","2","12459","12522","","5","5","4","12523","乾燥剤として、食品の保管をはじめ幅広く使われる加工品。水晶の成分と同じものから作られる","5","4060","1","シリカゲル","12466","0","5","5","シリカゲル"
"12456","これ、何と言う？","2","12521","12513","","5","5","4","12489","きれいな緑色をしたポピュラーな宝石。透き通った海の色を表現する言葉にも使われる","5","4061","1","エメラルド","12523","0","5","5","エメラルド"
"12467","これ、何と言う？","2","12540","12521","","5","5","4","12531","皮膚や軟骨などを構成する、美容や健康維持に大切なたんぱく質。ゼラチンの原料でもある","5","4062","1","コラーゲン","12466","0","5","5","コラーゲン"
"51","これ、いくつ？","2","52","49","円周率＝3.1415926……","1","1","4","53","","1","4063","1","円周率＝3.1415926……","49","0","1","1","31415"
"49","これ、いくつ？","2","49","52","√2＝1.41421356……","1","1","4","50","","1","4064","2","√2＝1.41421356……","52","0","1","1","14142"
"52","これ、いくつ？","2","48","53","","1","1","4","48","44556を「百の位」で四捨五入した数","1","4065","1","=45000","48","0","1","1","45000"
"12487","これ、何と言う？","2","12540","12451","","5","5","4","12523","ガソリンではなく、「軽油」を燃料として走る車のこと","5","4066","1","ディーゼル車","12476","0","5","5","ディーゼル"
"12458","これ、何と言う？","2","12497","12540","","5","5","4","12484","それが作られた時代の技術や知識レベルでは作れるはずのない、謎に包まれた人工物の出土品","5","4067","2","オーパーツ","12540","0","5","5","オーパーツ"
"12369","これ、何と言う？","2","12381","12356","","4","4","4","12393","水分をよく吸うことから近年はバスマットなどによく使われる素材。特定の植物の化石からなる","4","4068","2","けいそうど","12358","0","4","4","けいそうど"
"12488","これ、何と言う？","2","12491","12522","","5","5","4","12525","爆薬としておなじみの「TNT」。略さずに言うと？","5","4069","3","トリニトロトルエン","12488","0","5","5","トリニトロ"
"12376","これ、何と言う？","2","12375","12423","","4","4","4","12365","","4","4070","1","加湿器⇔じょしつき","12388","0","4","4","じょしつき"
"12507","これ、何と言う？","2","12510","12523","","5","5","4","12531","学校の理科室でおなじみの薬液。生物を標本にするときに、これに漬ける","5","4071","1","ホルマリン","12522","0","5","5","ホルマリン"
"27963","これ、何？","2","21360","29256","","6","6","4","34899","一般に「世界三大発明」と言われるもの。火薬と羅針盤と、あと一つは？","6","4072","3","活版印刷術","21047","0","6","6","活版印刷術"
"12399","これ、何と言う？","2","12384","12435","","4","4","4","12390","「はんだ付け」を行うための工具","4","4073","2","はんだごて","12372","0","4","4","はんだごて"
"12471","これ、何と言う？","2","12462","12531","","5","5","4","12521","いつかAIの能力が人間を超える転換点。また、それにより社会に起こる変化の概念のこと","5","4074","3","シンギュラリティ","12517","0","5","5","シンギュラ"
"26126","これ、何と言う？","2","12398","12369","","4","6","4","26143","","6","4075","3","宵の明星⇔明けの明星","26126","0","6","4","明けの明星"
"12504","これ、何と言う？","2","12469","12461","","5","5","4","12531","魚介類などに多く含まれる、人間の活動に必須の栄養素","5","4076","3","DHA＝ドコサヘキサエン酸","12456","0","5","5","ヘキサエン"
"12376","これ、何と言う？","2","12358","12423","","4","4","4","12435","","4","4077","3","たし算⇒加算　かけ算⇒じょうざん","12374","0","4","4","じょうざん"
"12402","これ、何と言う？","2","12367","12419","","4","4","4","12435","「‰」を用いて数量をあらわす方法は「千分率」。では「%」を用いる場合はなんと呼ぶ？","4","4078","3","ひゃくぶん率","12406","0","4","4","ひゃくぶん"
"12395","これ、何と言う？","2","12358","12421","","4","4","4","12358","夏の空に見られる大きなもくもくとした雲、「お坊さん」の頭に似ていることからなんと呼ぶ？","4","4079","2","にゅうどう雲","12393","0","4","4","にゅうどう"
"12405","これ、何と言う？","2","12426","12358","","4","4","4","12367","","4","4080","1","ダム⇒水力発電　風車⇒ふうりょく発電","12423","0","4","4","ふうりょく"
"87","これ、何と言う？","2","82","69","Q⇒W⇒E⇒R⇒T⇒Y","2","2","4","89","パソコンのキーボードの並び、一般に「Q」の右側はどのように並んでいることが多い？","2","4081","3","Q⇒W⇒E⇒R⇒T⇒Y","84","0","2","2","WERTY"
"12405","これ、何と言う？","2","12423","12375","","4","4","4","12405","マスクの素材としておなじみ。繊維を織った普通の布とは異なり、織らずに化学的に結合したもの","4","4082","2","ふしょくふ","12367","0","4","4","ふしょくふ"
"12365","これ、何と言う？","2","12388","12379","","4","4","4","12358","「モンスーン」という気象現象、和訳すると？","4","4083","2","きせつふう","12405","0","4","4","きせつふう"
"12488","これ、何と言う？","2","12452","12525","トロイの木馬","5","5","4","39340","無害なソフトを装ってPCを攻撃する悪質なプログラム。神話の戦争に登場する罠の名が元ネタ","6","4084","3","トロイの木馬","26408","0","6","5","トロイ木馬"
"12390","これ、何と言う？","2","12398","12371","","4","4","4","29702","小さな力で重いものを動かすのに便利な物理の原理。支点・力点・作用点の位置で働きが決まる","6","4085","2","てこの原理","21407","0","6","4","てこの原理"
"12475","これ、何と言う？","2","12531","12459","","5","5","4","12522","地震の説明に使われる「P波」と「S波」。「P」は「プライマリー」の略で、「S」は何の略？","5","4086","3","セカンダリー","12480","0","5","5","セカンダリ"
"12362","このAI機能付き人形、何と言う？","1","12419","12375","","4","4","4","12426","","4","4087","3","おしゃべりチエルちゃん","12409","4087","4","4","おしゃべり"
"12518","この空飛ぶからくり、何と言う？","1","12467","12491","","5","5","4","12479","","5","4088","3","ぷかぷかユニコプター","12503","4088","5","5","ユニコプタ"
"12511","これ、何と言う？","1","12523","12493","","5","5","4","12449","『七冠』が開発したAIの名称","5","4089","3","ミネルヴァ","12532","4089","5","5","ミネルヴァ"
"12527","これ、何と言う？","2","12516","12452","","5","5","4","12473","ケーブルで繋がない、無線式のイヤホン","5","4090","1","ワイヤレスイヤホン","12524","0","5","5","ワイヤレス"
"12372","この問題の答えは？","2","12421","12376","","4","4","4","12372","1+2+3+4+5+6+7+8+9+10=?　（答えをひらがなで）","4","4091","3","ごじゅうご","12358","0","4","4","ごじゅうご"
"12360","これ、何と言う？","2","12375","12435","","4","4","4","12367","花火などで使われる化学反応の一種。金属を火の中に入れると火の色が変わる現象","4","4099","3","えんしょく反応","12423","0","4","4","えんしょく"
"12467","これ、何と言う？","2","12497","12531","","5","5","4","12488","記録媒体の「CD」、略さずに言うと？","5","4100","1","コンパクトディスク","12463","0","5","5","コンパクト"
"36229","これ、何と言う？","2","26143","26032","","6","6","4","30330","質量の大きい星が寿命を迎える際に起こる爆発現象。太陽の数億倍の明るさを放つ","6","4106","2","超新星爆発","29190","0","6","6","超新星爆発"
"12464","これ、何と言う？","2","12531","12521","","5","5","4","12517","地球と月などの、2つの天体の引力によりちょうど釣り合いがとれて、安定するポイントのこと","5","4108","3","ラグランジュ・ポイント","12472","0","5","5","グランジュ"
"12499","これ、何と言う？","2","12464","12483","","5","5","4","12531","これを始まりとして宇宙が生まれたとされる、大爆発のこと","5","4110","1","ビッグバン","12496","0","5","5","ビッグバン"
"12509","このアイテムの名前は？","1","12471","12540","","5","5","4","12531","キャラのEXPを上昇させる強化アイテム","5","4114","1","EXPメガポーション","12519","4114","5","5","ポーション"
"12458","これ、何と言う？","2","12512","12540","オームの法則","5","5","4","21063","抵抗器や電熱線を流れる電流は、加えた電圧に比例する。この関係の名前は？","6","4117","2","オームの法則","27861","0","6","5","オーム法則"
"12501","これ、何と言う？","2","12540","12457","","5","5","4","12473","カメラ用語の「AF」、どんな言葉の略？","5","4125","2","オートフォーカス","12459","0","5","5","フォーカス"
"12458","これ、何と言う？","2","12495","12522","","5","5","4","12467","ファンタジー作品でお馴染みの架空の金属。比類なき硬さを誇り、青や銀色で描かれる","5","4126","1","オリハルコン","12523","0","5","5","オリハルコ"
"12479","これ、何と言う？","1","12512","12452","タイムラーベ","5","5","4","12505","イノリとカヤが\nタイムトラベル\nに使った魔道具","5","4127","3","タイムラーベ","12521","4127","5","5","タイムラベ"
"12510","これ、何と読む？","1","12463","12540","","5","5","4","12540","『なかよしX Mk-Ⅱ』の\n『Mk-Ⅱ』をカタカナで","5","4128","1","Mk-Ⅱ＝マークツー","12484","4128","5","5","マークツー"
"12469","これ、何と言う？","2","12449","12501","0","5","5","4","12450","9月の誕生石。色は青色で、「蒼玉」「青玉」とも呼ばれる宝石","5","4134","2","0","12452","0","5","5","サファイア"
"12356","これ、何と言う？","2","12426","12435","","4","4","4","12367","「あらゆるものは、互いに引き寄せ合う力がある」とする法則","4","4138","1","万有いんりょくの法則","12423","0","4","4","いんりょく"
"12489","これ、何と言う？","2","12503","12483","","5","5","4","12540","物理法則の一つ。救急車のサイレンが通り過ぎた後に低く聞こえるのはこのため","5","4139","2","ドップラー効果","12521","0","5","5","ドップラー"
"12372","これ、何と言う？","2","12364","12358","","4","4","4","12419","一、十、百、千、万、億……正、載、極、□□□□□、阿僧祇…","4","4140","3","ごうがしゃ","12375","0","4","4","ごうがしゃ"
"12450","これ、何と言う？","2","12523","12510","","5","5","4","12512","水銀と他の金属を合わせた合金のこと。歯の治療の詰め物に使われることも","5","4141","2","アマルガム","12460","0","5","5","アマルガム"
"12495","これ、何と言う？","2","12499","12452","","5","5","4","12512","自動車のライトを上向きにして、100メートルほど先まで照らせるようにした状態","5","4143","2","ハイビーム","12540","0","5","5","ハイビーム"
"12456","これ、何と言う？","2","12463","12522","","5","5","4","12540","ファンタジー作品でもおなじみ、不老不死の霊薬。賢者の石から作られたとされる","5","4144","3","エリクサー","12469","0","5","5","エリクサー"
"12511","これ、何と言う？","2","12486","12473","","5","5","4","12540","畑などの穀物が円形に倒されて、模様が描かれたもの。宇宙人のしわざと言われることも","5","4145","1","ミステリーサークル","12522","0","5","5","ミステリー"
"12503","これ、何と言う？","2","12486","12525","","5","5","4","12531","この栄養素の、英語での呼び方","5","4146","1","たんぱく質＝プロテイン","12452","0","5","5","プロテイン"
"12514","これ、何と言う？","1","12450","12523","メタモルアップル","5","5","4","12523","『リマ』が人間の姿に変身できるように『ネネカ』が用意した、特殊なリンゴの果実","5","4147","2","メタモルアップル","12503","4147","5","5","モルアプル"
"12496","これ、何と言う？","2","12517","12511","","5","5","4","12480","「魔の海域」とも呼ばれる三角形の海域。かつて、船や飛行機の失踪が相次いだ","5","4148","2","バミューダ・トライアングル","12540","0","5","5","バミューダ"
"12369","これ、何と言う？","1","12375","12387","","4","4","4","12358","キャラの装備強化に使用するアイテム","4","4150","2","精錬けっしょう","12423","4150","4","4","けっしょう"
"22899","これ、何と言う？","1","12398","31070","","4","6","4","30707","ショップでメモリーピースを購入するのに使うアイテム","6","4151","1","女神の秘石","31192","4151","6","6","女神の秘石"
"12463","これ、何と言う？","2","12510","12525","","5","5","4","12540","映像の合成技術の一つ。グリーンなどの色の背景を用い、映像の一部分のみを切り抜く","5","4152","2","クロマキー合成","12461","0","5","5","クロマキー"
"12420","これ、何と言う？","2","12356","12373","","4","4","4","12388","数人家族用の冷蔵庫の構成。冷蔵室・冷凍室・製氷室と、あと一つはなんという部分？","4","4153","2","やさいしつ","12375","0","4","4","やさいしつ"
"12513","これ、何と言う？","2","12454","12499","メビウスの輪","5","5","4","36650","リボン状の長方形の端っこを半周ひねって繋げたもの。数学や芸術においてもおなじみの題材","6","4154","2","メビウスの輪","12473","0","5","5","メビウス輪"
"12362","これ、何と言う？","2","12372","12358","","4","4","4","12402","「1:1.618」とあらわされる、建築などにおいて美しく感じるとされる理想的な縦横比率","4","4155","2","おうごんひ","12435","0","4","4","おうごんひ"
"12487","これ、略さずに言うと？","2","12471","12451","","5","5","4","12490","","5","4156","2","エアコン\n＝エアーコンディショナー","12519","0","5","5","ディショナ"
"12393","これ、何と言う？","2","12356","12358","","4","4","4","12356","この化学用語、和訳すると？","4","4157","3","アイソトープ＝どういたい","12383","0","4","4","どういたい"
"12504","これ、何と言う？","2","12509","12522","","5","5","4","12488","ヘリコプターの離陸・着陸を行う場所。ビルの屋上で大きく「H」と書かれた場所はこれにあたる","5","4158","2","ヘリポート","12540","0","5","5","ヘリポート"
"12473","これ、何と言う？","2","12522","12488","","5","5","4","12512","レースなどでおなじみの物理現象。前を走る車のすぐ後ろにつけると、空気抵抗を避けられる","5","4159","3","スリップストリーム","12540","0","5","5","ストリーム"
"20108","これ、何と言う？","2","38542","27573","","6","6","4","35388","ID・パスワードに加えてもう一段階他の情報で本人確認を行うことでセキュリティを高めること","6","4160","3","二段階認証","35469","0","6","6","二段階認証"
"12514","これ、何と言う？","2","12461","12473","","5","5","4","12488","蚊の羽音に似ていることに由来する、周波数の高いキーンとした音。人によっては聞き取れない","5","4161","3","モスキート音","12540","0","5","5","モスキート"
"12381","これ、何と言う？","2","12375","12358","","4","4","4","12358","植物の分類方法の一つ","4","4162","3","単子葉類⇔そうしよう類","12424","0","4","4","そうしよう"
"12450","これ、何と言う？","2","12477","12452","同位体＝アイソトープ","5","5","4","12503","この化学用語、英語で言うと？","5","4163","3","同位体＝アイソトープ","12488","0","5","5","アイソトプ"
"12456","これ、何と言う？","2","12494","12467","","5","5","4","12540","きゅうくつな姿勢で長時間いると身体にあらわれる悪い症状。適度に身体を動かすのが大事","5","4164","2","エコノミークラス症候群","12511","0","5","5","エコノミー"
"21514","これ、何と言う？","2","27211","12426","","6","6","4","26524","吊り橋の上など不安を抱きやすい状況では、一緒にいる相手に恋愛感情を持ちやすいとする心理現象","6","4165","2","吊り橋効果","21177","0","6","4","吊り橋効果"
"12472","これ、何と言う？","2","12500","12517","","5","5","4","12540","「木星」の英名（カタカナで）","5","4166","2","ジュピター","12479","0","5","5","ジュピター"
"12393","これ、何と言う？","2","12381","12358","","4","4","4","12356","鉛筆の芯とダイヤモンドはどちらも「炭素」だが性質が異なる。このようなものを化学で何と呼ぶ？","4","4167","3","どうそたい","12383","0","4","4","どうそたい"
"12458","これ、何と言う？","2","12531","12478","","5","5","4","12358","太陽の有害な紫外線を吸収するのに重要な気体の層で、人間の活動による破壊が問題視される","4","4168","2","オゾンそう","12381","0","4","5","オゾンそう"
"12490","これ、何と言う？","2","12522","12488","","5","5","4","12512","食卓に欠かせない調味料の「食塩」、化学においてはなんと言う名前の物質？","5","4169","2","塩化ナトリウム","12454","0","5","5","ナトリウム"
"12503","これ、何と言う？","2","12500","12525","","5","5","4","12531","いわゆる「ポリ袋」の原料として多いもの。一つは「ポリエチレン」で、もう一つは何？","5","4170","3","ポリプロピレン","12524","0","5","5","プロピレン"
"19968","これ、何と言う？","2","21270","37240","","6","6","4","32032","「CO」という化学式であらわされるのは、何という物質？","6","4171","2","一酸化炭素","28845","0","6","6","一酸化炭素"
"12522","これ、略さずに言うと？","2","12522","12450","","5","5","4","12451","","5","4172","2","VR＝バーチャルリアリティ","12486","0","5","5","リアリティ"
"12363","これ、何と言う？","2","12385","12367","","4","4","4","12358","「VR」は「仮想現実」。では、「AR」は？","4","4173","3","AR＝かくちょう現実","12423","0","4","4","かくちょう"
"12354","これ、何と言う？","2","12415","12362","あお・みどり","4","4","4","12426","「光の三原色」と定義される3つの色は何？（ひらがなで）","4","4175","3","あか・あお・みどり","12393","0","4","4","あおみどり"
"12456","これ、何と言う？","2","12479","12531","","5","5","4","12473","神殿などの建築において、丸い柱の真ん中に膨らみを持たせて作ること。見た目が安定して見える","5","4176","3","エンタシス","12471","0","5","5","エンタシス"
"12395","これ、何と言う？","2","12375","12387","","4","4","4","12367","地球の影によって月が欠けて見えるのは「月食」。では月によって太陽が欠けて見えるのは？","4","4177","1","にっしょく","12423","0","4","4","にっしょく"
"12497","これ、何と言う？","2","12477","12540","","5","5","4","12523","心理学で、自分の周囲の「ここまでは他人が近づいても許せる」という限度の範囲を指す言葉","5","4178","2","パーソナルスペース","12490","0","5","5","パーソナル"
"12466","これ、何と言う？","2","12517","12471","","5","5","4","12523","漢字をずっと眺めていると「こんな漢字だったっけ？」と違和感を覚えることに代表される心理現象","5","4179","2","ゲシュタルト崩壊","12479","0","5","5","ゲシュタル"
"12459","これ、何と言う？","2","12462","12522","","5","5","4","12521","「するな」と言われると、かえってしたくなってしまう心理現象","5","4180","3","カリギュラ効果","12517","0","5","5","カリギュラ"
"12463","これ、略さずに言うと？","2","12501","12525","","5","5","4","12531","","5","4181","1","マイク＝マイクロフォン","12457","0","5","5","クロフォン"
"12497","これ、何と言う？","2","12480","12454","パウダースノー","5","5","4","12494","水分が少なくさらさらとした雪のこと。スキーやスノーボードをするには絶好の雪質","5","4182","2","パウダースノー","12473","0","5","5","パウダスノ"
"12497","これ、何と言う？","2","12525","12502","パブロフの犬","5","5","4","29356","「条件反射」という脳の仕組みが発見されるきっかけとなった実験。とある動物が関係している","6","4183","3","パブロフの犬","12501","0","5","5","パブロフ犬"
"12450","これ、何と言う？","2","12452","12531","","5","5","4","12473","","5","4184","1","インストール⇔アンインストール","12531","0","5","5","アンインス"
"12496","これ、何と言う？","2","12473","12463","バックスペース","5","5","4","12473","パソコンのキーボードで、通常「エンター」の上に配置されているキー","5","4185","1","バックスペース","12506","0","5","5","バクスペス"
"12467","これ、何と言う？","2","12488","12531","コントロール","5","5","4","12523","パソコンのキーボードで、「Ctrl」と書かれたキーを何と読む？","5","4186","2","コントロール","12525","0","5","5","コントロル"
"12467","これ、略さずに言うと？","2","12506","12500","コピペ＝コピー&ペースト","5","5","4","12488","","5","4187","1","コピペ＝コピー&ペースト","12473","0","5","5","コピペスト"
"12501","これ、何と言う？","2","12483","12525","","5","5","4","12540","「FD」とも表記される、かつて主流だった記録媒体。四角いカバーにおおわれている","5","4188","3","フロッピーディスク","12500","0","5","5","フロッピー"
"12411","これ、何と言う？","2","12365","12387","","4","4","4","12367","北の空に煌々と光る大きな星。古くから旅人が道しるべにしてきた。なお南半球からは見えない","4","4189","1","ほっきょく星","12423","0","4","4","ほっきょく"
"12411","これ、何と言う？","2","12365","12358","","4","4","4","12375","「彗星」の別名。ちりや氷がシャワー状に尾を引いている姿が、とある生活用品に似ているため","4","4190","2","ほうきぼし","12412","0","4","4","ほうきぼし"
"12385","これ、何と言う？","2","12367","12423","","4","4","4","12388","電流を流すための回路の、2種類のつなぎ方","4","4191","1","並列回路⇔ちょくれつ回路","12428","0","4","4","ちょくれつ"
"12375","これ、何と言う？","2","12356","12364","","4","4","4","12435","太陽から届く目に見えない光線の一つで、日焼けの原因となるもの","4","4192","1","しがいせん","12379","0","4","4","しがいせん"
"12450","これ、何と言う？","2","12459","12523","","5","5","4","24615","水溶液の性質を表す3つの分類","6","4193","1","酸性・中性・アルカリ性","12522","0","5","5","アルカリ性"
"26368","これ、何と言う？","2","20844","22823","","6","6","4","25968","2つの異なる数字をどちらも割り切れる「約数」のうち、最も大きいもの","6","4194","1","最大公約数","32004","0","6","6","最大公約数"
"26368","これ、何と言う？","2","20844","23567","","6","6","4","25968","2つの異なる数字にとっての共通の「倍数」のうち、最も小さいもの","6","4195","1","最小公倍数","20493","0","6","6","最小公倍数"
"24213","これ、何と言う？","2","39640","36794","底辺×高さ÷2","6","6","4","50","三角形の面積の求め方","1","4196","1","底辺×高さ÷2","12373","0","4","6","底辺高さ2"
"30452","これ、何と言う？","2","20870","24452","直径×円周率","6","6","4","29575","円をぐるっと一周した長さ、どのように求められる？","6","4197","2","直径×円周率","21608","0","6","6","直径円周率"
"12429","この問題の答えは？","2","12404","12387","","4","4","4","12367","「秒速10メートル」なら、「分速」だと何メートル？（ひらがなで）","4","4198","1","分速ろっぴゃくメートル","12419","0","4","4","ろっぴゃく"
"12504","これ、何と読む？","2","12488","12463","","5","5","4","12473","台風のニュースでよく目にする、圧力の単位である「hPa」という記号、なんと読む？","5","4199","2","ヘクトパスカル","12497","0","5","5","ヘクトパス"
"12456","この場所の名前は？","1","12501","12523","","5","5","4","37324","","6","4200","3","エルフの里","12398","4200","4","5","エルフの里"
"12402","これ、何と言う？","2","12385","12358","","4","4","4","12375","古くは火花を発火させて火起こしに使った石だが、現在は厄除けとして客人が帰る時に使うもの","4","4201","2","ひうちいし","12356","0","4","4","ひうちいし"
"12383","これ、何と言う？","2","12399","12414","","4","4","4","12397","日本刀の原料として知られる金属。特定の製法で作られる、通常の鋼よりもはるかに純度の高い鋼","4","4202","2","たまはがね","12364","0","4","4","たまはがね"
"12402","これ、何と言う？","2","12376","12388","","4","4","4","12418","秋の空によく見る雲。モコモコとしたひとかたまりがいくつも集まり、とある動物の群れに見える","4","4203","2","ひつじぐも","12368","0","4","4","ひつじぐも"
"12469","これ、何と言う？","1","12461","12452","","5","5","4","12463","「超能力者」を英語にすると？","5","4204","2","サイキック","12483","4204","5","5","サイキック"
"34442","これ、何と言う？","2","12426","21462","","4","6","4","39321","夏の風物詩で、蚊を駆除するために火をつける殺虫剤。うずまき状の形が特徴的","6","4205","1","蚊取り線香","32218","0","6","6","蚊取り線香"
"12496","これ、何と言う？","2","12494","12452","バイノーラル録音","5","5","4","12523","近年は「ASMR」などで知名度を上げた録音技術。人の両耳での実際の聞こえ方を再現できる","5","4206","3","バイノーラル録音","12521","0","5","5","バイノラル"
"12469","これ、何と言う？","2","12522","12502","","5","5","4","12490","映像の中で、さりげなく一瞬だけ情報を差し込んで、潜在意識の下でそれを意識させる手法","5","4207","2","サブリミナル効果","12511","0","5","5","サブリミナ"
"12511","これ、何と言う？","2","12540","12521","","5","5","4","12473","一眼レフカメラのミラー機構を省略することで小型軽量化したカメラのこと。入門にも好まれる","5","4208","3","ミラーレス一眼カメラ","12524","0","5","5","ミラーレス"
"12473","これ、何と言う？","2","12466","12497","","5","5","4","12451","プログラミングで、書いた本人しか解読できないほど煩雑なコードを指す俗語。ある食べ物が由来","5","4209","3","スパゲティコード","12486","0","5","5","スパゲティ"
"12495","これ、何と言う？","2","12459","12491","","5","5","4","27083","ハチの巣のように六角形を敷き詰めた形のことで、非常に強度があるため工業でも広く応用される","6","4210","3","ハニカム構造","12512","0","5","5","ハニカム構"
"12385","これ、何と言う？","2","12358","12421","","4","4","4","12358","刀などの製法で、金属を直接叩いて作るのは「鍛造」。溶かした金属を鋳型に流し込んで作るのは？","4","4211","3","ちゅうぞう","12382","0","4","4","ちゅうぞう"
"39770","これ、何と言う？","2","12524","30524","","5","6","4","12474","カメラのレンズの一種。魚の目線で見たかのように、普通より広い範囲を湾曲させてレンズに映す","5","4212","2","魚眼レンズ","12531","0","5","6","魚眼レンズ"
"12510","これ、何と言う？","2","12517","12491","","5","5","4","12523","「AT車」は「オートマチック車」。では「MT車」は？","5","4213","1","マニュアル車","12450","0","5","5","マニュアル"
