6f1ad0beb2aa9434327f1291faa528e1629bdb3f52effbbc31534508e0e10a1b,a9a307a151b1e75d3115ebdcddde43fa69749f341e8a673c813399d4815ac2fc,75a248fb8d4e13db845f432318fed353275f69ea373d0b18cd90cab548120f80,4bf07342da246ebe98a176f66bbf52e48da732bff43e3956d76f4ec18c95f7b4,db90e33b660c3e2c1d841f3894c00da86e047333d7515343d8c6a4ff17635855,14e9c632f676231d311c780405688493aa6cc67c39669d60e7ff80c2caa3388d
"マイページ4","","102901","vo_cmn_102901_mypage_004","vo_cmn_102901","10290125"
"マイページ5","","102901","vo_cmn_102901_mypage_005","vo_cmn_102901","10290126"
"ガチャ登場セリフ","","102901","vo_cmn_102901_gacha_001","vo_cmn_102901","10290127"
"自己紹介","","102901","vo_cmn_102901_profile_001","vo_cmn_102901","10290128"
"ギルドハウス1","","102901","vo_room_102901_auto_001","vo_room_102901","10290129"
"ギルドハウス2","","102901","vo_room_102901_auto_002","vo_room_102901","10290130"
"ギルドハウス3","","102901","vo_room_102901_auto_003","vo_room_102901","10290131"
"ギルドハウス4","","102901","vo_room_102901_auto_004","vo_room_102901","10290132"
"ギルドハウス5","","102901","vo_room_102901_auto_005","vo_room_102901","10290133"
"ギルドハウスタップ1","","102901","vo_room_102901_tap_001","vo_room_102901","10290134"
"ギルドハウスタップ2","","102901","vo_room_102901_tap_002","vo_room_102901","10290135"
"ギルドハウスタップ3","","102901","vo_room_102901_tap_003","vo_room_102901","10290136"
"ギルドハウスタップ4","","102901","vo_room_102901_tap_004","vo_room_102901","10290137"
"勝利1","","102902","vo_btl_102902_win_001","vo_btl_102902","10290201"
"勝利2","","102902","vo_btl_102902_win_002","vo_btl_102902","10290202"
"勝利3","","102902","vo_btl_102902_win_003","vo_btl_102902","10290203"
"敗北1","","102902","vo_btl_102902_lose_001","vo_btl_102902","10290204"
"敗北2","","102902","vo_btl_102902_lose_002","vo_btl_102902","10290205"
"敗北3","","102902","vo_btl_102902_lose_003","vo_btl_102902","10290206"
"気絶1","","102902","vo_btl_102902_retire_001","vo_btl_102902","10290207"
"気絶2","","102902","vo_btl_102902_retire_002","vo_btl_102902","10290208"
"気絶3","","102902","vo_btl_102902_retire_003","vo_btl_102902","10290209"
"スキルカットイン1","","102902","vo_btl_102902_cutin_001","vo_btl_102902","10290210"
"スキルカットイン2","","102902","vo_btl_102902_cutin_002","vo_btl_102902","10290211"
"スキルカットイン3","","102902","vo_btl_102902_cutin_003","vo_btl_102902","10290212"
"ユニオンバースト1","","102902","vo_btl_102902_skill_000_001","vo_btl_102902","10290213"
"ユニオンバースト2","","102902","vo_btl_102902_skill_000_002","vo_btl_102902","10290214"
"ユニオンバースト3","","102902","vo_btl_102902_skill_000_003","vo_btl_102902","10290215"
"バトルスタート","","102902","vo_btl_102902_wavestart","vo_btl_102902","10290216"
"次のwaveへ","","102902","vo_btl_102902_nextwave","vo_btl_102902","10290217"
"最終waveへ","","102902","vo_btl_102902_lastwave","vo_btl_102902","10290218"
"バトルへのローディング","","102902","vo_cmn_102902_battlestart_001","vo_cmn_102902","10290219"
"バトル結果1","","102902","vo_cmn_102902_battleresult_001","vo_cmn_102902","10290220"
"バトル結果2","","102902","vo_cmn_102902_battleresult_002","vo_cmn_102902","10290221"
"マイページ1","","102902","vo_cmn_102902_mypage_001","vo_cmn_102902","10290222"
"マイページ2","","102902","vo_cmn_102902_mypage_002","vo_cmn_102902","10290223"
"マイページ3","","102902","vo_cmn_102902_mypage_003","vo_cmn_102902","10290224"
"マイページ4","","102902","vo_cmn_102902_mypage_004","vo_cmn_102902","10290225"
"マイページ5","","102902","vo_cmn_102902_mypage_005","vo_cmn_102902","10290226"
"ガチャ登場セリフ","","102902","vo_cmn_102902_gacha_001","vo_cmn_102902","10290227"
"自己紹介","","102902","vo_cmn_102902_profile_001","vo_cmn_102902","10290228"
"ギルドハウス1","","102902","vo_room_102902_auto_001","vo_room_102902","10290229"
"ギルドハウス2","","102902","vo_room_102902_auto_002","vo_room_102902","10290230"
"ギルドハウス3","","102902","vo_room_102902_auto_003","vo_room_102902","10290231"
"ギルドハウス4","","102902","vo_room_102902_auto_004","vo_room_102902","10290232"
"ギルドハウス5","","102902","vo_room_102902_auto_005","vo_room_102902","10290233"
"ギルドハウスタップ1","","102902","vo_room_102902_tap_001","vo_room_102902","10290234"
"ギルドハウスタップ2","","102902","vo_room_102902_tap_002","vo_room_102902","10290235"
"ギルドハウスタップ3","","102902","vo_room_102902_tap_003","vo_room_102902","10290236"
"ギルドハウスタップ4","","102902","vo_room_102902_tap_004","vo_room_102902","10290237"
"勝利1","","103001","vo_btl_103001_win_001","vo_btl_103001","10300101"
"勝利2","","103001","vo_btl_103001_win_002","vo_btl_103001","10300102"
"勝利3","","103001","vo_btl_103001_win_003","vo_btl_103001","10300103"
"敗北1","","103001","vo_btl_103001_lose_001","vo_btl_103001","10300104"
"敗北2","","103001","vo_btl_103001_lose_002","vo_btl_103001","10300105"
"敗北3","","103001","vo_btl_103001_lose_003","vo_btl_103001","10300106"
"気絶1","","103001","vo_btl_103001_retire_001","vo_btl_103001","10300107"
"気絶2","","103001","vo_btl_103001_retire_002","vo_btl_103001","10300108"
"気絶3","","103001","vo_btl_103001_retire_003","vo_btl_103001","10300109"
"スキルカットイン1","","103001","vo_btl_103001_cutin_001","vo_btl_103001","10300110"
"スキルカットイン2","","103001","vo_btl_103001_cutin_002","vo_btl_103001","10300111"
"スキルカットイン3","","103001","vo_btl_103001_cutin_003","vo_btl_103001","10300112"
"ユニオンバースト1","","103001","vo_btl_103001_skill_000_001","vo_btl_103001","10300113"
"ユニオンバースト2","","103001","vo_btl_103001_skill_000_002","vo_btl_103001","10300114"
"ユニオンバースト3","","103001","vo_btl_103001_skill_000_003","vo_btl_103001","10300115"
"バトルスタート","","103001","vo_btl_103001_wavestart","vo_btl_103001","10300116"
"次のwaveへ","","103001","vo_btl_103001_nextwave","vo_btl_103001","10300117"
"最終waveへ","","103001","vo_btl_103001_lastwave","vo_btl_103001","10300118"
"バトルへのローディング","","103001","vo_cmn_103001_battlestart_001","vo_cmn_103001","10300119"
"バトル結果1","","103001","vo_cmn_103001_battleresult_001","vo_cmn_103001","10300120"
"バトル結果2","","103001","vo_cmn_103001_battleresult_002","vo_cmn_103001","10300121"
"マイページ1","","103001","vo_cmn_103001_mypage_001","vo_cmn_103001","10300122"
"マイページ2","","103001","vo_cmn_103001_mypage_002","vo_cmn_103001","10300123"
"マイページ3","","103001","vo_cmn_103001_mypage_003","vo_cmn_103001","10300124"
"マイページ4","","103001","vo_cmn_103001_mypage_004","vo_cmn_103001","10300125"
"マイページ5","","103001","vo_cmn_103001_mypage_005","vo_cmn_103001","10300126"
"ガチャ登場セリフ","","103001","vo_cmn_103001_gacha_001","vo_cmn_103001","10300127"
"自己紹介","","103001","vo_cmn_103001_profile_001","vo_cmn_103001","10300128"
"ギルドハウス1","","103001","vo_room_103001_auto_001","vo_room_103001","10300129"
"ギルドハウス2","","103001","vo_room_103001_auto_002","vo_room_103001","10300130"
"ギルドハウス3","","103001","vo_room_103001_auto_003","vo_room_103001","10300131"
"ギルドハウス4","","103001","vo_room_103001_auto_004","vo_room_103001","10300132"
"ギルドハウス5","","103001","vo_room_103001_auto_005","vo_room_103001","10300133"
"ギルドハウスタップ1","","103001","vo_room_103001_tap_001","vo_room_103001","10300134"
"ギルドハウスタップ2","","103001","vo_room_103001_tap_002","vo_room_103001","10300135"
"ギルドハウスタップ3","","103001","vo_room_103001_tap_003","vo_room_103001","10300136"
"ギルドハウスタップ4","","103001","vo_room_103001_tap_004","vo_room_103001","10300137"
"勝利1","","103002","vo_btl_103002_win_001","vo_btl_103002","10300201"
"勝利2","","103002","vo_btl_103002_win_002","vo_btl_103002","10300202"
"勝利3","","103002","vo_btl_103002_win_003","vo_btl_103002","10300203"
"敗北1","","103002","vo_btl_103002_lose_001","vo_btl_103002","10300204"
"敗北2","","103002","vo_btl_103002_lose_002","vo_btl_103002","10300205"
"敗北3","","103002","vo_btl_103002_lose_003","vo_btl_103002","10300206"
"気絶1","","103002","vo_btl_103002_retire_001","vo_btl_103002","10300207"
"気絶2","","103002","vo_btl_103002_retire_002","vo_btl_103002","10300208"
"気絶3","","103002","vo_btl_103002_retire_003","vo_btl_103002","10300209"
"スキルカットイン1","","103002","vo_btl_103002_cutin_001","vo_btl_103002","10300210"
"スキルカットイン2","","103002","vo_btl_103002_cutin_002","vo_btl_103002","10300211"
"スキルカットイン3","","103002","vo_btl_103002_cutin_003","vo_btl_103002","10300212"
"ユニオンバースト1","","103002","vo_btl_103002_skill_000_001","vo_btl_103002","10300213"
"ユニオンバースト2","","103002","vo_btl_103002_skill_000_002","vo_btl_103002","10300214"
"ユニオンバースト3","","103002","vo_btl_103002_skill_000_003","vo_btl_103002","10300215"
"バトルスタート","","103002","vo_btl_103002_wavestart","vo_btl_103002","10300216"
"次のwaveへ","","103002","vo_btl_103002_nextwave","vo_btl_103002","10300217"
"最終waveへ","","103002","vo_btl_103002_lastwave","vo_btl_103002","10300218"
"バトルへのローディング","","103002","vo_cmn_103002_battlestart_001","vo_cmn_103002","10300219"
"バトル結果1","","103002","vo_cmn_103002_battleresult_001","vo_cmn_103002","10300220"
"バトル結果2","","103002","vo_cmn_103002_battleresult_002","vo_cmn_103002","10300221"
"マイページ1","","103002","vo_cmn_103002_mypage_001","vo_cmn_103002","10300222"
"マイページ2","","103002","vo_cmn_103002_mypage_002","vo_cmn_103002","10300223"
"マイページ3","","103002","vo_cmn_103002_mypage_003","vo_cmn_103002","10300224"
"マイページ4","","103002","vo_cmn_103002_mypage_004","vo_cmn_103002","10300225"
"マイページ5","","103002","vo_cmn_103002_mypage_005","vo_cmn_103002","10300226"
"ガチャ登場セリフ","","103002","vo_cmn_103002_gacha_001","vo_cmn_103002","10300227"
"自己紹介","","103002","vo_cmn_103002_profile_001","vo_cmn_103002","10300228"
"ギルドハウス1","","103002","vo_room_103002_auto_001","vo_room_103002","10300229"
"ギルドハウス2","","103002","vo_room_103002_auto_002","vo_room_103002","10300230"
"ギルドハウス3","","103002","vo_room_103002_auto_003","vo_room_103002","10300231"
"ギルドハウス4","","103002","vo_room_103002_auto_004","vo_room_103002","10300232"
"ギルドハウス5","","103002","vo_room_103002_auto_005","vo_room_103002","10300233"
"ギルドハウスタップ1","","103002","vo_room_103002_tap_001","vo_room_103002","10300234"
"ギルドハウスタップ2","","103002","vo_room_103002_tap_002","vo_room_103002","10300235"
"ギルドハウスタップ3","","103002","vo_room_103002_tap_003","vo_room_103002","10300236"
"ギルドハウスタップ4","","103002","vo_room_103002_tap_004","vo_room_103002","10300237"
"勝利1","","103101","vo_btl_103101_win_001","vo_btl_103101","10310101"
"勝利2","","103101","vo_btl_103101_win_002","vo_btl_103101","10310102"
"勝利3","","103101","vo_btl_103101_win_003","vo_btl_103101","10310103"
"敗北1","","103101","vo_btl_103101_lose_001","vo_btl_103101","10310104"
"敗北2","","103101","vo_btl_103101_lose_002","vo_btl_103101","10310105"
"敗北3","","103101","vo_btl_103101_lose_003","vo_btl_103101","10310106"
"気絶1","","103101","vo_btl_103101_retire_001","vo_btl_103101","10310107"
"気絶2","","103101","vo_btl_103101_retire_002","vo_btl_103101","10310108"
"気絶3","","103101","vo_btl_103101_retire_003","vo_btl_103101","10310109"
"スキルカットイン1","","103101","vo_btl_103101_cutin_001","vo_btl_103101","10310110"
"スキルカットイン2","","103101","vo_btl_103101_cutin_002","vo_btl_103101","10310111"
"スキルカットイン3","","103101","vo_btl_103101_cutin_003","vo_btl_103101","10310112"
"ユニオンバースト1","","103101","vo_btl_103101_skill_000_001","vo_btl_103101","10310113"
"ユニオンバースト2","","103101","vo_btl_103101_skill_000_002","vo_btl_103101","10310114"
"ユニオンバースト3","","103101","vo_btl_103101_skill_000_003","vo_btl_103101","10310115"
"バトルスタート","","103101","vo_btl_103101_wavestart","vo_btl_103101","10310116"
"次のwaveへ","","103101","vo_btl_103101_nextwave","vo_btl_103101","10310117"
"最終waveへ","","103101","vo_btl_103101_lastwave","vo_btl_103101","10310118"
"バトルへのローディング","","103101","vo_cmn_103101_battlestart_001","vo_cmn_103101","10310119"
"バトル結果1","","103101","vo_cmn_103101_battleresult_001","vo_cmn_103101","10310120"
"バトル結果2","","103101","vo_cmn_103101_battleresult_002","vo_cmn_103101","10310121"
"マイページ1","","103101","vo_cmn_103101_mypage_001","vo_cmn_103101","10310122"
"マイページ2","","103101","vo_cmn_103101_mypage_002","vo_cmn_103101","10310123"
"マイページ3","","103101","vo_cmn_103101_mypage_003","vo_cmn_103101","10310124"
"マイページ4","","103101","vo_cmn_103101_mypage_004","vo_cmn_103101","10310125"
"マイページ5","","103101","vo_cmn_103101_mypage_005","vo_cmn_103101","10310126"
"ガチャ登場セリフ","","103101","vo_cmn_103101_gacha_001","vo_cmn_103101","10310127"
"自己紹介","","103101","vo_cmn_103101_profile_001","vo_cmn_103101","10310128"
"ギルドハウス1","","103101","vo_room_103101_auto_001","vo_room_103101","10310129"
"ギルドハウス2","","103101","vo_room_103101_auto_002","vo_room_103101","10310130"
"ギルドハウス3","","103101","vo_room_103101_auto_003","vo_room_103101","10310131"
"ギルドハウス4","","103101","vo_room_103101_auto_004","vo_room_103101","10310132"
"ギルドハウス5","","103101","vo_room_103101_auto_005","vo_room_103101","10310133"
"ギルドハウスタップ1","","103101","vo_room_103101_tap_001","vo_room_103101","10310134"
"ギルドハウスタップ2","","103101","vo_room_103101_tap_002","vo_room_103101","10310135"
"ギルドハウスタップ3","","103101","vo_room_103101_tap_003","vo_room_103101","10310136"
"ギルドハウスタップ4","","103101","vo_room_103101_tap_004","vo_room_103101","10310137"
"勝利1","","103102","vo_btl_103102_win_001","vo_btl_103102","10310201"
"勝利2","","103102","vo_btl_103102_win_002","vo_btl_103102","10310202"
"勝利3","","103102","vo_btl_103102_win_003","vo_btl_103102","10310203"
"敗北1","","103102","vo_btl_103102_lose_001","vo_btl_103102","10310204"
"敗北2","","103102","vo_btl_103102_lose_002","vo_btl_103102","10310205"
"敗北3","","103102","vo_btl_103102_lose_003","vo_btl_103102","10310206"
"気絶1","","103102","vo_btl_103102_retire_001","vo_btl_103102","10310207"
"気絶2","","103102","vo_btl_103102_retire_002","vo_btl_103102","10310208"
"気絶3","","103102","vo_btl_103102_retire_003","vo_btl_103102","10310209"
"スキルカットイン1","","103102","vo_btl_103102_cutin_001","vo_btl_103102","10310210"
"スキルカットイン2","","103102","vo_btl_103102_cutin_002","vo_btl_103102","10310211"
"スキルカットイン3","","103102","vo_btl_103102_cutin_003","vo_btl_103102","10310212"
"ユニオンバースト1","","103102","vo_btl_103102_skill_000_001","vo_btl_103102","10310213"
"ユニオンバースト2","","103102","vo_btl_103102_skill_000_002","vo_btl_103102","10310214"
"ユニオンバースト3","","103102","vo_btl_103102_skill_000_003","vo_btl_103102","10310215"
"バトルスタート","","103102","vo_btl_103102_wavestart","vo_btl_103102","10310216"
"次のwaveへ","","103102","vo_btl_103102_nextwave","vo_btl_103102","10310217"
"最終waveへ","","103102","vo_btl_103102_lastwave","vo_btl_103102","10310218"
"バトルへのローディング","","103102","vo_cmn_103102_battlestart_001","vo_cmn_103102","10310219"
"バトル結果1","","103102","vo_cmn_103102_battleresult_001","vo_cmn_103102","10310220"
"バトル結果2","","103102","vo_cmn_103102_battleresult_002","vo_cmn_103102","10310221"
"マイページ1","","103102","vo_cmn_103102_mypage_001","vo_cmn_103102","10310222"
"マイページ2","","103102","vo_cmn_103102_mypage_002","vo_cmn_103102","10310223"
"マイページ3","","103102","vo_cmn_103102_mypage_003","vo_cmn_103102","10310224"
"マイページ4","","103102","vo_cmn_103102_mypage_004","vo_cmn_103102","10310225"
"マイページ5","","103102","vo_cmn_103102_mypage_005","vo_cmn_103102","10310226"
"ガチャ登場セリフ","","103102","vo_cmn_103102_gacha_001","vo_cmn_103102","10310227"
"自己紹介","","103102","vo_cmn_103102_profile_001","vo_cmn_103102","10310228"
"ギルドハウス1","","103102","vo_room_103102_auto_001","vo_room_103102","10310229"
"ギルドハウス2","","103102","vo_room_103102_auto_002","vo_room_103102","10310230"
"ギルドハウス3","","103102","vo_room_103102_auto_003","vo_room_103102","10310231"
"ギルドハウス4","","103102","vo_room_103102_auto_004","vo_room_103102","10310232"
"ギルドハウス5","","103102","vo_room_103102_auto_005","vo_room_103102","10310233"
"ギルドハウスタップ1","","103102","vo_room_103102_tap_001","vo_room_103102","10310234"
"ギルドハウスタップ2","","103102","vo_room_103102_tap_002","vo_room_103102","10310235"
"ギルドハウスタップ3","","103102","vo_room_103102_tap_003","vo_room_103102","10310236"
"ギルドハウスタップ4","","103102","vo_room_103102_tap_004","vo_room_103102","10310237"
"勝利1","","103201","vo_btl_103201_win_001","vo_btl_103201","10320101"
"勝利2","","103201","vo_btl_103201_win_002","vo_btl_103201","10320102"
"勝利3","","103201","vo_btl_103201_win_003","vo_btl_103201","10320103"
"敗北1","","103201","vo_btl_103201_lose_001","vo_btl_103201","10320104"
"敗北2","","103201","vo_btl_103201_lose_002","vo_btl_103201","10320105"
"敗北3","","103201","vo_btl_103201_lose_003","vo_btl_103201","10320106"
"気絶1","","103201","vo_btl_103201_retire_001","vo_btl_103201","10320107"
"気絶2","","103201","vo_btl_103201_retire_002","vo_btl_103201","10320108"
"気絶3","","103201","vo_btl_103201_retire_003","vo_btl_103201","10320109"
"スキルカットイン1","","103201","vo_btl_103201_cutin_001","vo_btl_103201","10320110"
"スキルカットイン2","","103201","vo_btl_103201_cutin_002","vo_btl_103201","10320111"
"スキルカットイン3","","103201","vo_btl_103201_cutin_003","vo_btl_103201","10320112"
"ユニオンバースト1","","103201","vo_btl_103201_skill_000_001","vo_btl_103201","10320113"
"ユニオンバースト2","","103201","vo_btl_103201_skill_000_002","vo_btl_103201","10320114"
"ユニオンバースト3","","103201","vo_btl_103201_skill_000_003","vo_btl_103201","10320115"
"バトルスタート","","103201","vo_btl_103201_wavestart","vo_btl_103201","10320116"
"次のwaveへ","","103201","vo_btl_103201_nextwave","vo_btl_103201","10320117"
"最終waveへ","","103201","vo_btl_103201_lastwave","vo_btl_103201","10320118"
"バトルへのローディング","","103201","vo_cmn_103201_battlestart_001","vo_cmn_103201","10320119"
"バトル結果1","","103201","vo_cmn_103201_battleresult_001","vo_cmn_103201","10320120"
"バトル結果2","","103201","vo_cmn_103201_battleresult_002","vo_cmn_103201","10320121"
"マイページ1","","103201","vo_cmn_103201_mypage_001","vo_cmn_103201","10320122"
"マイページ2","","103201","vo_cmn_103201_mypage_002","vo_cmn_103201","10320123"
"マイページ3","","103201","vo_cmn_103201_mypage_003","vo_cmn_103201","10320124"
"マイページ4","","103201","vo_cmn_103201_mypage_004","vo_cmn_103201","10320125"
"マイページ5","","103201","vo_cmn_103201_mypage_005","vo_cmn_103201","10320126"
"ガチャ登場セリフ","","103201","vo_cmn_103201_gacha_001","vo_cmn_103201","10320127"
"自己紹介","","103201","vo_cmn_103201_profile_001","vo_cmn_103201","10320128"
"ギルドハウス1","","103201","vo_room_103201_auto_001","vo_room_103201","10320129"
"ギルドハウス2","","103201","vo_room_103201_auto_002","vo_room_103201","10320130"
"ギルドハウス3","","103201","vo_room_103201_auto_003","vo_room_103201","10320131"
"ギルドハウス4","","103201","vo_room_103201_auto_004","vo_room_103201","10320132"
"ギルドハウス5","","103201","vo_room_103201_auto_005","vo_room_103201","10320133"
"ギルドハウスタップ1","","103201","vo_room_103201_tap_001","vo_room_103201","10320134"
"ギルドハウスタップ2","","103201","vo_room_103201_tap_002","vo_room_103201","10320135"
"ギルドハウスタップ3","","103201","vo_room_103201_tap_003","vo_room_103201","10320136"
"ギルドハウスタップ4","","103201","vo_room_103201_tap_004","vo_room_103201","10320137"
"勝利1","","103202","vo_btl_103202_win_001","vo_btl_103202","10320201"
"勝利2","","103202","vo_btl_103202_win_002","vo_btl_103202","10320202"
"勝利3","","103202","vo_btl_103202_win_003","vo_btl_103202","10320203"
"敗北1","","103202","vo_btl_103202_lose_001","vo_btl_103202","10320204"
"敗北2","","103202","vo_btl_103202_lose_002","vo_btl_103202","10320205"
"敗北3","","103202","vo_btl_103202_lose_003","vo_btl_103202","10320206"
"気絶1","","103202","vo_btl_103202_retire_001","vo_btl_103202","10320207"
"気絶2","","103202","vo_btl_103202_retire_002","vo_btl_103202","10320208"
"気絶3","","103202","vo_btl_103202_retire_003","vo_btl_103202","10320209"
"スキルカットイン1","","103202","vo_btl_103202_cutin_001","vo_btl_103202","10320210"
"スキルカットイン2","","103202","vo_btl_103202_cutin_002","vo_btl_103202","10320211"
"スキルカットイン3","","103202","vo_btl_103202_cutin_003","vo_btl_103202","10320212"
"ユニオンバースト1","","103202","vo_btl_103202_skill_000_001","vo_btl_103202","10320213"
"ユニオンバースト2","","103202","vo_btl_103202_skill_000_002","vo_btl_103202","10320214"
"ユニオンバースト3","","103202","vo_btl_103202_skill_000_003","vo_btl_103202","10320215"
"バトルスタート","","103202","vo_btl_103202_wavestart","vo_btl_103202","10320216"
"次のwaveへ","","103202","vo_btl_103202_nextwave","vo_btl_103202","10320217"
"最終waveへ","","103202","vo_btl_103202_lastwave","vo_btl_103202","10320218"
"バトルへのローディング","","103202","vo_cmn_103202_battlestart_001","vo_cmn_103202","10320219"
"バトル結果1","","103202","vo_cmn_103202_battleresult_001","vo_cmn_103202","10320220"
"バトル結果2","","103202","vo_cmn_103202_battleresult_002","vo_cmn_103202","10320221"
"マイページ1","","103202","vo_cmn_103202_mypage_001","vo_cmn_103202","10320222"
"マイページ2","","103202","vo_cmn_103202_mypage_002","vo_cmn_103202","10320223"
"マイページ3","","103202","vo_cmn_103202_mypage_003","vo_cmn_103202","10320224"
"マイページ4","","103202","vo_cmn_103202_mypage_004","vo_cmn_103202","10320225"
"マイページ5","","103202","vo_cmn_103202_mypage_005","vo_cmn_103202","10320226"
"ガチャ登場セリフ","","103202","vo_cmn_103202_gacha_001","vo_cmn_103202","10320227"
"自己紹介","","103202","vo_cmn_103202_profile_001","vo_cmn_103202","10320228"
"ギルドハウス1","","103202","vo_room_103202_auto_001","vo_room_103202","10320229"
"ギルドハウス2","","103202","vo_room_103202_auto_002","vo_room_103202","10320230"
"ギルドハウス3","","103202","vo_room_103202_auto_003","vo_room_103202","10320231"
"ギルドハウス4","","103202","vo_room_103202_auto_004","vo_room_103202","10320232"
"ギルドハウス5","","103202","vo_room_103202_auto_005","vo_room_103202","10320233"
"ギルドハウスタップ1","","103202","vo_room_103202_tap_001","vo_room_103202","10320234"
"ギルドハウスタップ2","","103202","vo_room_103202_tap_002","vo_room_103202","10320235"
"ギルドハウスタップ3","","103202","vo_room_103202_tap_003","vo_room_103202","10320236"
"ギルドハウスタップ4","","103202","vo_room_103202_tap_004","vo_room_103202","10320237"
"勝利1","","103301","vo_btl_103301_win_001","vo_btl_103301","10330101"
"勝利2","","103301","vo_btl_103301_win_002","vo_btl_103301","10330102"
"勝利3","","103301","vo_btl_103301_win_003","vo_btl_103301","10330103"
"敗北1","","103301","vo_btl_103301_lose_001","vo_btl_103301","10330104"
"敗北2","","103301","vo_btl_103301_lose_002","vo_btl_103301","10330105"
"敗北3","","103301","vo_btl_103301_lose_003","vo_btl_103301","10330106"
"気絶1","","103301","vo_btl_103301_retire_001","vo_btl_103301","10330107"
"気絶2","","103301","vo_btl_103301_retire_002","vo_btl_103301","10330108"
"気絶3","","103301","vo_btl_103301_retire_003","vo_btl_103301","10330109"
"スキルカットイン1","","103301","vo_btl_103301_cutin_001","vo_btl_103301","10330110"
"スキルカットイン2","","103301","vo_btl_103301_cutin_002","vo_btl_103301","10330111"
"スキルカットイン3","","103301","vo_btl_103301_cutin_003","vo_btl_103301","10330112"
"ユニオンバースト1","","103301","vo_btl_103301_skill_000_001","vo_btl_103301","10330113"
"ユニオンバースト2","","103301","vo_btl_103301_skill_000_002","vo_btl_103301","10330114"
"ユニオンバースト3","","103301","vo_btl_103301_skill_000_003","vo_btl_103301","10330115"
"バトルスタート","","103301","vo_btl_103301_wavestart","vo_btl_103301","10330116"
"次のwaveへ","","103301","vo_btl_103301_nextwave","vo_btl_103301","10330117"
"最終waveへ","","103301","vo_btl_103301_lastwave","vo_btl_103301","10330118"
"バトルへのローディング","","103301","vo_cmn_103301_battlestart_001","vo_cmn_103301","10330119"
"バトル結果1","","103301","vo_cmn_103301_battleresult_001","vo_cmn_103301","10330120"
"バトル結果2","","103301","vo_cmn_103301_battleresult_002","vo_cmn_103301","10330121"
"マイページ1","","103301","vo_cmn_103301_mypage_001","vo_cmn_103301","10330122"
"マイページ2","","103301","vo_cmn_103301_mypage_002","vo_cmn_103301","10330123"
"マイページ3","","103301","vo_cmn_103301_mypage_003","vo_cmn_103301","10330124"
"マイページ4","","103301","vo_cmn_103301_mypage_004","vo_cmn_103301","10330125"
"マイページ5","","103301","vo_cmn_103301_mypage_005","vo_cmn_103301","10330126"
"ガチャ登場セリフ","","103301","vo_cmn_103301_gacha_001","vo_cmn_103301","10330127"
"自己紹介","","103301","vo_cmn_103301_profile_001","vo_cmn_103301","10330128"
"ギルドハウス1","","103301","vo_room_103301_auto_001","vo_room_103301","10330129"
"ギルドハウス2","","103301","vo_room_103301_auto_002","vo_room_103301","10330130"
"ギルドハウス3","","103301","vo_room_103301_auto_003","vo_room_103301","10330131"
"ギルドハウス4","","103301","vo_room_103301_auto_004","vo_room_103301","10330132"
"ギルドハウス5","","103301","vo_room_103301_auto_005","vo_room_103301","10330133"
"ギルドハウスタップ1","","103301","vo_room_103301_tap_001","vo_room_103301","10330134"
"ギルドハウスタップ2","","103301","vo_room_103301_tap_002","vo_room_103301","10330135"
"ギルドハウスタップ3","","103301","vo_room_103301_tap_003","vo_room_103301","10330136"
"ギルドハウスタップ4","","103301","vo_room_103301_tap_004","vo_room_103301","10330137"
"勝利1","","103302","vo_btl_103302_win_001","vo_btl_103302","10330201"
"勝利2","","103302","vo_btl_103302_win_002","vo_btl_103302","10330202"
"勝利3","","103302","vo_btl_103302_win_003","vo_btl_103302","10330203"
"敗北1","","103302","vo_btl_103302_lose_001","vo_btl_103302","10330204"
"敗北2","","103302","vo_btl_103302_lose_002","vo_btl_103302","10330205"
"敗北3","","103302","vo_btl_103302_lose_003","vo_btl_103302","10330206"
"気絶1","","103302","vo_btl_103302_retire_001","vo_btl_103302","10330207"
"気絶2","","103302","vo_btl_103302_retire_002","vo_btl_103302","10330208"
"気絶3","","103302","vo_btl_103302_retire_003","vo_btl_103302","10330209"
"スキルカットイン1","","103302","vo_btl_103302_cutin_001","vo_btl_103302","10330210"
"スキルカットイン2","","103302","vo_btl_103302_cutin_002","vo_btl_103302","10330211"
"スキルカットイン3","","103302","vo_btl_103302_cutin_003","vo_btl_103302","10330212"
"ユニオンバースト1","","103302","vo_btl_103302_skill_000_001","vo_btl_103302","10330213"
"ユニオンバースト2","","103302","vo_btl_103302_skill_000_002","vo_btl_103302","10330214"
"ユニオンバースト3","","103302","vo_btl_103302_skill_000_003","vo_btl_103302","10330215"
"バトルスタート","","103302","vo_btl_103302_wavestart","vo_btl_103302","10330216"
"次のwaveへ","","103302","vo_btl_103302_nextwave","vo_btl_103302","10330217"
"最終waveへ","","103302","vo_btl_103302_lastwave","vo_btl_103302","10330218"
"バトルへのローディング","","103302","vo_cmn_103302_battlestart_001","vo_cmn_103302","10330219"
"バトル結果1","","103302","vo_cmn_103302_battleresult_001","vo_cmn_103302","10330220"
"バトル結果2","","103302","vo_cmn_103302_battleresult_002","vo_cmn_103302","10330221"
"マイページ1","","103302","vo_cmn_103302_mypage_001","vo_cmn_103302","10330222"
"マイページ2","","103302","vo_cmn_103302_mypage_002","vo_cmn_103302","10330223"
