2e3540724dd42da4d8f12c754e5937a901536c9487417e4e5c9b2020b1613536,6ed4c0772cc33f959bd9acc9eed1c1fc4ae812dfc23fe0179f2c6a09bd053768,78cf17335bdf093d5da53bbab1d36d1fe6d6c0dbb919a9faf1206b43cc3a277d,cc8e2ba5096f8b4f9ef3609f4a5ee48abc6976ff86f7ea8c3ebc05a11c2e87ed,a9c10dcf73a0c1711de69714f639da73340403bc62d31202dfd12f2a6bd3eb5b
"9","ＨＰ吸収ダウン","83001025","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300102506"
"14","風属性ボーナス特大アップ","83001026","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300102601"
"11","深域モンスター","83001026","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300102602"
"17","ＴＰ上昇上限付与","83001026","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300102603"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001026","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","300102604"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001026","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300102605"
"9","ＨＰ吸収ダウン","83001026","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300102606"
"14","風属性ボーナス特大アップ","83001027","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300102701"
"11","深域モンスター","83001027","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300102702"
"17","ＴＰ上昇上限付与","83001027","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300102703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001027","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","300102704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001027","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300102705"
"9","ＨＰ吸収ダウン","83001027","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300102706"
"14","風属性ボーナス特大アップ","83001028","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300102801"
"11","深域モンスター","83001028","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300102802"
"17","ＴＰ上昇上限付与","83001028","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300102803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001028","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","300102804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001028","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300102805"
"9","ＨＰ吸収ダウン","83001028","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300102806"
"14","風属性ボーナス特大アップ","83001029","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300102901"
"11","深域モンスター","83001029","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300102902"
"17","ＴＰ上昇上限付与","83001029","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300102903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001029","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","300102904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001029","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300102905"
"9","ＨＰ吸収ダウン","83001029","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300102906"
"14","風属性ボーナス特大アップ","83001030","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103001"
"11","深域モンスター","83001030","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103002"
"17","ＴＰ上昇上限付与","83001030","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001030","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001030","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103005"
"9","ＨＰ吸収ダウン","83001030","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103006"
"boss_tp_down_cut","ＴＰダウンカット","83001030","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","300103007"
"5","物理攻撃力ダウン","83001030","バトル開始時、すべてのキャラの物理攻撃力を大ダウンさせる。","300103008"
"6","魔法攻撃力ダウン","83001030","バトル開始時、すべてのキャラの魔法攻撃力を大ダウンさせる。","300103009"
"14","風属性ボーナス特大アップ","83001031","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103101"
"11","深域モンスター","83001031","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103102"
"17","ＴＰ上昇上限付与","83001031","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001031","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001031","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103105"
"9","ＨＰ吸収ダウン","83001031","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103106"
"14","風属性ボーナス特大アップ","83001032","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103201"
"11","深域モンスター","83001032","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103202"
"17","ＴＰ上昇上限付与","83001032","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001032","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001032","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103205"
"9","ＨＰ吸収ダウン","83001032","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103206"
"14","風属性ボーナス特大アップ","83001033","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103301"
"11","深域モンスター","83001033","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103302"
"17","ＴＰ上昇上限付与","83001033","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001033","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001033","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103305"
"9","ＨＰ吸収ダウン","83001033","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103306"
"14","風属性ボーナス特大アップ","83001034","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103401"
"11","深域モンスター","83001034","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103402"
"17","ＴＰ上昇上限付与","83001034","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001034","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001034","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103405"
"9","ＨＰ吸収ダウン","83001034","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103406"
"14","風属性ボーナス特大アップ","83001035","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103501"
"11","深域モンスター","83001035","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103502"
"17","ＴＰ上昇上限付与","83001035","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001035","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001035","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103505"
"9","ＨＰ吸収ダウン","83001035","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103506"
"25","危険領域","83001036","バトル中、「物理ダメージカット」効果が発動する。","300103601"
"14","風属性ボーナス特大アップ","83001036","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103602"
"11","深域モンスター","83001036","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103603"
"17","ＴＰ上昇上限付与","83001036","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103604"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001036","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103605"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001036","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103606"
"9","ＨＰ吸収ダウン","83001036","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103607"
"boss_physics_cut","物理ダメージカット","83001036","バトル開始時、すべてのモンスターが物理ダメージ100％カット状態になる。","300103608"
"14","風属性ボーナス特大アップ","83001037","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103701"
"11","深域モンスター","83001037","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103702"
"17","ＴＰ上昇上限付与","83001037","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001037","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001037","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103705"
"9","ＨＰ吸収ダウン","83001037","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103706"
"14","風属性ボーナス特大アップ","83001038","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103801"
"11","深域モンスター","83001038","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103802"
"17","ＴＰ上昇上限付与","83001038","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001038","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001038","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103805"
"9","ＨＰ吸収ダウン","83001038","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103806"
"14","風属性ボーナス特大アップ","83001039","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300103901"
"11","深域モンスター","83001039","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300103902"
"17","ＴＰ上昇上限付与","83001039","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300103903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001039","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300103904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001039","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300103905"
"9","ＨＰ吸収ダウン","83001039","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300103906"
"14","風属性ボーナス特大アップ","83001040","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104001"
"11","深域モンスター","83001040","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104002"
"17","ＴＰ上昇上限付与","83001040","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001040","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001040","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104005"
"9","ＨＰ吸収ダウン","83001040","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","300104006"
"boss_tp_down_cut","ＴＰダウンカット","83001040","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","300104007"
"boss_atk_up","バトル中物理攻撃力アップ","83001040","バトル開始45秒後、すべてのモンスターの物理攻撃力を特大アップさせる。","300104008"
"14","風属性ボーナス特大アップ","83001041","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104101"
"11","深域モンスター","83001041","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104102"
"17","ＴＰ上昇上限付与","83001041","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001041","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001041","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104105"
"9","ＨＰ吸収ダウン","83001041","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300104106"
"14","風属性ボーナス特大アップ","83001042","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104201"
"11","深域モンスター","83001042","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104202"
"17","ＴＰ上昇上限付与","83001042","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001042","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001042","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104205"
"9","ＨＰ吸収ダウン","83001042","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300104206"
"14","風属性ボーナス特大アップ","83001043","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104301"
"11","深域モンスター","83001043","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104302"
"17","ＴＰ上昇上限付与","83001043","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001043","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001043","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104305"
"9","ＨＰ吸収ダウン","83001043","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300104306"
"14","風属性ボーナス特大アップ","83001044","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104401"
"11","深域モンスター","83001044","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104402"
"17","ＴＰ上昇上限付与","83001044","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001044","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001044","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104405"
"9","ＨＰ吸収ダウン","83001044","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300104406"
"14","風属性ボーナス特大アップ","83001045","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104501"
"11","深域モンスター","83001045","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104502"
"17","ＴＰ上昇上限付与","83001045","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001045","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001045","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104505"
"9","ＨＰ吸収ダウン","83001045","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300104506"
"25","危険領域","83001046","バトル中、「ダメージカット」、「毒・猛毒継続ダメージアップ」効果が発動する。","300104601"
"14","風属性ボーナス特大アップ","83001046","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104602"
"11","深域モンスター","83001046","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104603"
"17","ＴＰ上昇上限付与","83001046","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104604"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001046","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104605"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001046","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104606"
"9","ＨＰ吸収ダウン","83001046","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300104607"
"boss_damage_cut","ダメージカット","83001046","バトル開始時、すべてのモンスターがダメージ\n50％カット状態になる。","300104608"
"19","毒・猛毒継続ダメージアップ","83001046","バトル開始時、すべてのモンスターが受ける毒、猛毒状態の継続ダメージをアップさせる。","300104609"
"14","風属性ボーナス特大アップ","83001047","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104701"
"11","深域モンスター","83001047","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104702"
"17","ＴＰ上昇上限付与","83001047","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001047","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001047","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104705"
"9","ＨＰ吸収ダウン","83001047","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300104706"
"14","風属性ボーナス特大アップ","83001048","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104801"
"11","深域モンスター","83001048","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104802"
"17","ＴＰ上昇上限付与","83001048","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001048","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001048","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104805"
"9","ＨＰ吸収ダウン","83001048","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300104806"
"14","風属性ボーナス特大アップ","83001049","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300104901"
"11","深域モンスター","83001049","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300104902"
"17","ＴＰ上昇上限付与","83001049","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300104903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001049","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300104904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001049","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300104905"
"9","ＨＰ吸収ダウン","83001049","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300104906"
"14","風属性ボーナス特大アップ","83001050","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105001"
"11","深域モンスター","83001050","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105002"
"17","ＴＰ上昇上限付与","83001050","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105003"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001050","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105004"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001050","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105005"
"9","ＨＰ吸収ダウン","83001050","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","300105006"
"boss_tp_down_cut","ＴＰダウンカット","83001050","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","300105007"
"4","行動速度ダウン","83001050","バトル開始時、すべてのキャラの行動速度を大ダウンさせる。","300105008"
"14","風属性ボーナス特大アップ","83001051","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105101"
"11","深域モンスター","83001051","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105102"
"17","ＴＰ上昇上限付与","83001051","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001051","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001051","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105105"
"9","ＨＰ吸収ダウン","83001051","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300105106"
"14","風属性ボーナス特大アップ","83001052","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105201"
"11","深域モンスター","83001052","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105202"
"17","ＴＰ上昇上限付与","83001052","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001052","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001052","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105205"
"9","ＨＰ吸収ダウン","83001052","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300105206"
"14","風属性ボーナス特大アップ","83001053","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105301"
"11","深域モンスター","83001053","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105302"
"17","ＴＰ上昇上限付与","83001053","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001053","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001053","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105305"
"9","ＨＰ吸収ダウン","83001053","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300105306"
"14","風属性ボーナス特大アップ","83001054","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105401"
"11","深域モンスター","83001054","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105402"
