9ecd376445305791e3024b14921c4bd32fc8f443264177986370c2a374422e98,c9d67418493c478d07a8fae1ef3ebcda40ca09c21d0793eaac381a0095b2246d,11992eea048f82aa4f273f01667dfd049c5b3c4d1a95042f51416f00c96d40bf,d2007a24207b05365484dc4d3257f9ba02bbab0a19ab2c8d6794ab9a5d4101c0,c4cedfb9b221f64405be610ecb1d8fd0a65b3d62f42e652a3b139465efdad7d1,4a2988f68f45901adad5e2ff53c63e2d3af861aaed8bee2869d6d87b6ea6b4f6,9d78f63822ea23cadd6d05776428111e96f8c991aa99df82de990c8b4643af75,76cd05e6a38f9a31c055e4b7429e3ff3f85ded2cc1c6e9d2c4092570b107605d,2fe1587ba75b2a9754002f4d9d68f180b14c66a75a3f553eb4ae691e5072e960,47561e7e914284ff7a2a2fed2c2df42b2d75bff69be55a9c8514a9e0646d89f4,83739ebabc5ebf30cdb55e3766b1b9b4d76254d1a395e610ae83e6208f56fbca
"","65082","0","maho_kurukuru_loopB","0.2","98","3","5146065","0","maho_kurukuru_inB","1"
"","65083","0","kururu_kurukuru_loop","0.2","130911","3","5146065","0","kururu_kurukuru_in","1"
"","65084","0","kururu_kurukuru_loopF","0.2","97","3","5146065","0","kururu_kurukuru_inF","1"
"","65085","0","kururu_kurukuru_loopB","0.2","96","3","5146065","0","kururu_kurukuru_inB","1"
"","65086","","0","","vo_apg","21","5146065","0","vo_apg_0511",""
"1.1","65087","0","0","0","131011","11","5146065","10","くるくる～♪","0"
"","65088","","","","0","91","5146065","","",""
"","65089","","0","","vo_apg","21","5146065","0","vo_apg_0512",""
"1","65090","0","0","0","130911","11","5146065","10","くるくるくる～♪","0"
"","65091","","","","0","91","5146065","","",""
"0","65092","10","0","0","131011","12","5146065","2","6","0"
"0","65093","10","0","0","130911","12","5146065","2","7","0"
"","65094","","","0.2","106011","3","5146065","1","walk_normal",""
"","65095","","","0.2","1060","3","5146065","1","walk_normal",""
"","65096","","3.4","","106011","2","5146065","-305","-376","0"
"","65097","","3.4","","1060","2","5146065","-305","-376","0"
"","65098","","","","3.4","93","5146065","","0",""
"","65099","","0.6","","106011","2","5146065","-305","-446","14"
"","65100","","0.6","","1060","2","5146065","-305","-446","14"
"","65101","","","0","106011","3","5146065","0","kyaru_damage",""
"","65102","","","0","1060","3","5146065","0","kyaru_damage",""
"","65103","","","","0.8","93","5146065","","0",""
"","65104","0","cool_talk_jitome","0.2","106011","3","5146065","0","cool_in_jitome","1"
"","65105","0","cool_talk_jitome","0.2","1060","3","5146065","0","cool_in_jitome","1"
"","65106","","0","","vo_apg","21","5146065","0","vo_apg_0513",""
"0","65107","0","1","0","106011","11","5146065","10","なにやってんの、あんたら…","1"
"","65108","","","","0","91","5146065","","",""
"","65109","","","","65110","101","5146065","","",""
"","65110","","","","0","22","5146065","","0.2",""
"aoi_walk_fear","66001","0","-500","1.8","1","1","5146066","140","104011","-278"
"idle_normal","66002","0","30","1.8","1","5","5146066","141","99","-262"
"idle_normal_noface","66003","1","290","1.8","1","1","5146066","100","130911","-278"
"idle_normal_kururu","66004","1","290","1.8","1","5","5146066","101","98","-278"
"","66005","","","","104011","13","5146066","","201",""
"","66006","","","","130911","13","5146066","","200",""
"idle","66007","0","0","0.85","8","5","5146066","15","8","-174"
"empty","66008","0","-119","1","20","5","5146066","210","20","-79"
"empty","66009","0","0","1","22","5","5146066","210","22","-194"
"","66010","","0","1","1","31","5146066","0","1","1"
"","66011","","-57.7","0","2","31","5146066","0","2","1"
"","66012","","0","0","13","31","5146066","0","13","1"
"","66013","","-69","0","19","31","5146066","11","19","1"
"","66014","","0","1","20","31","5146066","0","20","1"
"","66015","","","","20","36","5146066","","104011",""
"","66016","","","","20","36","5146066","","99",""
"","66017","","","","20","36","5146066","","20",""
"","66018","","","","20","36","5146066","","22",""
"","66019","","","","0","91","5146066","","0",""
"","66020","","","","0","102","5146066","0","0",""
"","66021","","2.7","","104011","2","5146066","-278","-290","0"
"","66022","","","0.2","104011","3","5146066","1","aoi_walk_fear",""
"","66023","","","","2.7","93","5146066","","0",""
"","66024","","","0.2","104011","3","5146066","1","see_talk",""
"","66025","","0","","vo_apg","21","5146066","0","vo_apg_0601",""
"0","66026","0","1","0","104011","11","5146066","10","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","1"
"","66027","","","","0","91","5146066","","",""
"","66028","","","0.2","104011","3","5146066","1","see_idle",""
"","66029","0.2","talk_normal","0.2","130911","3","5146066","0","smile","1"
"","66030","0.2","talk_normal","0.2","98","3","5146066","0","smile","1"
"","66031","","0","","vo_apg","21","5146066","0","vo_apg_0602",""
"0","66032","0","1","0","130911","11","5146066","10","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","1"
"","66033","","","","0","91","5146066","","",""
"","66034","","","0.2","130911","3","5146066","1","idle_normal_surprise",""
"","66035","","","0.2","104011","3","5146066","1","panic",""
"","66036","","0","","vo_apg","21","5146066","0","vo_apg_0603",""
"0","66037","0","1","0","104011","11","5146066","15","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","1"
"","66038","","","","0","91","5146066","","",""
"","66039","","","0.2","130911","3","5146066","1","anger_talk_pain",""
"","66040","","","0.2","98","3","5146066","1","anger_talk_pain",""
"","66041","","0","","vo_apg","21","5146066","0","vo_apg_0604",""
"0","66042","0","1","0","130911","11","5146066","10","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","1"
"","66043","","","","0","91","5146066","","",""
"","66044","","","0.2","130911","3","5146066","1","idle_normal_dere",""
"","66045","0.1","surprise_talk_search_dere","0","104011","3","5146066","0","aoi_surprise_in","1"
"","66046","","0","","vo_apg","21","5146066","0","vo_apg_0605",""
"0","66047","0","1","0","104011","11","5146066","10","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","1"
"","66048","","","","0","91","5146066","","",""
"","66049","","","0.2","104011","3","5146066","1","surprise_idle_dere",""
"","66050","0.2","kururu_guid_talk","0.2","130911","3","5146066","0","kururu_surprise_talk_long","1"
"","66051","0.2","kururu_guid_talk","0.2","98","3","5146066","0","kururu_surprise_talk_long","1"
"","66052","","0","","vo_apg","21","5146066","0","vo_apg_0606",""
"0","66053","0","1","0","130911","11","5146066","10","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","1"
"","66054","","","","0","91","5146066","","",""
"","66055","","","0.2","130911","3","5146066","1","idle_normal_noface",""
"","66056","","","0.2","98","3","5146066","1","idle_normal_kururu",""
"","66057","0","guts2_talk_surprise2","0.2","104011","3","5146066","0","guts2_in_surprise2","1"
"","66058","","0","","vo_apg","21","5146066","0","vo_apg_0607",""
"0","66059","0","1","0","104011","11","5146066","10","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","1"
"","66060","","","","0","91","5146066","","",""
"","66061","","","0.2","104011","3","5146066","1","guts2_idle_surprise2",""
"","66062","","","0.2","130911","3","5146066","1","joy_talk_dere",""
"","66063","","","0.2","98","3","5146066","1","joy_talk",""
"","66064","","0","","vo_apg","21","5146066","0","vo_apg_0608",""
"0","66065","0","1","0","130911","11","5146066","10","別に料金は変わりませんので…\n気が済むまでお乗りください♪","1"
"","66066","","","","0","91","5146066","","",""
"","66067","","","","0","22","5146066","","0",""
"","66068","0.1","idle_normal_joy","0.4","130911","3","5146066","0","hello","1"
"","66069","","","0.2","104011","3","5146066","1","walk_jog_dere",""
"","66070","","2","","104011","2","5146066","-278","-50","0"
"","66071","","","","1","93","5146066","","0",""
"","66072","","","","2","32","5146066","","1",""
"","66073","","","","1.5","93","5146066","","0",""
"","66074","","0","","104011","2","5146066","-480","0","0"
"","66075","","","0","104011","3","5146066","1","empty",""
"","66076","","","","20","37","5146066","","scale15",""
"","66077","","","","2","37","5146066","","fade_out",""
"","66078","","","","13","32","5146066","","1",""
"","66079","","","","2","93","5146066","","0",""
"","66080","","0","","vo_apg","21","5146066","0","vo_apg_0609",""
"","66081","","","0","22","3","5146066","0","0609_in",""
"","66082","","","","2.2","93","5146066","","1",""
"","66083","","","0","22","3","5146066","0","0609_mid",""
"","66084","","","","","92","5146066","","",""
"","66085","","","0","22","3","5146066","0","0609_out",""
"","66086","","","","0.2","93","5146066","","0",""
"","66087","","0","","20","2","5146066","-79","-132","0"
"","66088","","0","","vo_apg","21","5146066","0","vo_apg_0610",""
"","66089","","","0","22","3","5146066","0","0610_in",""
"","66090","","","","2.2","93","5146066","","1",""
"","66091","","","0","22","3","5146066","0","0610_mid",""
"","66092","","","","","92","5146066","","",""
"","66093","","","0","22","3","5146066","0","0610_out",""
"","66094","","","","0.2","93","5146066","","0",""
"","66095","","0","","vo_apg","21","5146066","0","vo_apg_0611",""
"","66096","","","0","22","3","5146066","0","0611_in",""
"","66097","","","","2.3","93","5146066","","1",""
"","66098","","","0","22","3","5146066","0","0611_mid",""
"","66099","","","","","92","5146066","","",""
"","66100","","","0","22","3","5146066","0","0611_out",""
"","66101","","","","0.2","93","5146066","","0",""
"","66102","","","","0","22","5146066","","0",""
"","66103","","","0","104011","3","5146066","1","empty",""
"","66104","","","","2","37","5146066","","fade_in",""
"","66105","","","","1","93","5146066","","0",""
"","66106","","","","13","32","5146066","","0",""
"","66107","","","","2","37","5146066","","fade_out",""
"","66108","","","0","130911","3","5146066","1","kururu_wish_talk_surprise_lookup",""
"","66109","","","","1","93","5146066","","0",""
"","66110","0.2","kururu_surprise_talk_joy","0.2","130911","3","5146066","0","kururu_wish_talk_surprise_lookup","1"
"","66111","","0","","vo_apg","21","5146066","0","vo_apg_0612",""
"0","66112","0","1","0","130911","11","5146066","10","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","1"
"","66113","","","","0","91","5146066","","",""
"","66114","","","","0","22","5146066","","0",""
"","66115","","","","2","37","5146066","","fade_in",""
"","66116","","","","1","93","5146066","","0",""
"","66117","","","","20","37","5146066","","scale1",""
"","66118","","","","2","37","5146066","","blackroom_in",""
"","66119","","1.15","10","0","121","5146066","1.15","20","9"
"","66120","","0","","104011","2","5146066","-248","27","0"
"","66121","","0","","99","2","5146066","-248","27","0"
"","66122","","","0","104011","3","5146066","1","aoi_satori_in",""
"","66123","","","0","99","3","5146066","1","aoi_satori_in",""
"","66124","","","","0.5","93","5146066","","0",""
"","66125","","0","","vo_apg","21","5146066","0","vo_apg_0613",""
"1","66126","0","0","0","104011","11","5146066","4","ふふ…ふふふふふ…\nああ、これが悟り…！","1"
"","66127","","","","3","93","5146066","","",""
"","66128","","","","19","32","5146066","","1",""
"","66129","","","","se_10055900","23","5146066","0","se_10055900_satori",""
"","66130","","","","0.5","93","5146066","","",""
"","66131","0","aoi_satori_loop","0.2","104011","3","5146066","0","aoi_satori_mid","1"
"","66132","0","aoi_satori_loop","0.2","99","3","5146066","0","aoi_satori_mid","1"
"","66133","","","","4","93","5146066","","0",""
"","66134","","","","","92","5146066","","",""
"","66135","","","","66136","101","5146066","","",""
"","66136","","","","0","22","5146066","","0.2",""
"idle_normal","67001","0","-385","1.8","1","1","5146067","106","106611","-288"
"idle_normal","67002","0","-385","1.8","3","5","5146067","107","1066","-288"
"idle_normal","67003","0","-225","1.8","1","1","5146067","103","106511","-278"
"idle_normal","67004","0","-225","1.8","2","5","5146067","104","1065","-278"
"idle_normal","67005","1","290","1.8","1","1","5146067","100","131011","-278"
"","67006","","","","106611","13","5146067","","206",""
"","67007","","","","106511","13","5146067","","203",""
"","67008","","","","131011","13","5146067","","200",""
"idle","67009","0","0","0.85","9","5","5146067","15","9","-174"
"empty","67010","0","-292","1","20","5","5146067","210","201","71"
"empty","67011","0","-61","1","20","5","5146067","210","202","71"
"empty","67012","0","126","1","22","5","5146067","210","22","-43"
"empty","67013","0","0","1","21","5","5146067","60","21","94"
"","67014","","0","1","1","31","5146067","0","1","1"
"","67015","","-57.7","0","2","31","5146067","0","2","1"
"","67016","","0","0","10","31","5146067","0","10","1"
"","67017","","0","1","20","31","5146067","0","20","1"
"","67018","","","","20","36","5146067","","106611",""
"","67019","","","","20","36","5146067","","106511",""
"","67020","","","","20","36","5146067","","201",""
"","67021","","","","20","36","5146067","","202",""
"","67022","","","","20","36","5146067","","22",""
"","67023","","","","0","91","5146067","","0",""
"","67024","","","","0","102","5146067","0","0",""
"","67025","","","","1","93","5146067","","0",""
"","67026","","","0.2","106511","3","5146067","1","talk_normal_noface",""
"","67027","","","0.2","1065","3","5146067","1","talk_normal_kaya",""
"","67028","","0","","vo_apg","21","5146067","0","vo_apg_0701",""
"0","67029","0","1","0","106511","11","5146067","10","イノリー\n次はこれ乗ってみようぜ","1"
"","67030","","","","0","91","5146067","","",""
"","67031","","","0.2","106511","3","5146067","1","idle_normal_look",""
"","67032","","","0.2","1065","3","5146067","1","idle_normal_look",""
"","67033","0","cool_talk_sad","0.2","106611","3","5146067","0","cool_in_sad","1"
"","67034","0","cool_talk_sad","0.2","1066","3","5146067","0","cool_in_sad","1"
"","67035","","0","","vo_apg","21","5146067","0","vo_apg_0702",""
"0","67036","0","1","0","106611","11","5146067","10","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","1"
"","67037","","","","0","91","5146067","","",""
"","67038","","","0.2","106611","3","5146067","1","cool_idle",""
"","67039","","","0.2","1066","3","5146067","1","cool_idle",""
"","67040","","","0.2","106511","3","5146067","1","idle_normal",""
"","67041","","","0.2","1065","3","5146067","1","idle_normal",""
"","67042","","","0.2","131011","3","5146067","1","joy_talk_normal",""
"","67043","","0","","vo_apg","21","5146067","0","vo_apg_0703",""
"0","67044","0","1","0","131011","11","5146067","10","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","1"
"","67045","","","","0","91","5146067","","",""
"","67046","","","0.2","131011","3","5146067","1","idle_normal",""
"","67047","0","doya_talk_normal","0.2","106511","3","5146067","0","doya_in_normal","1"
"","67048","0","doya_talk_normal","0.2","1065","3","5146067","0","doya_in_normal","1"
"","67049","","0","","vo_apg","21","5146067","0","vo_apg_0704",""
"0","67050","0","1","0","106511","11","5146067","10","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","1"
"","67051","","","","0","91","5146067","","",""
"","67052","","","0.2","106511","3","5146067","1","doya_idle_normal",""
"","67053","","","0.2","1065","3","5146067","1","doya_idle_normal",""
"","67054","","","0.2","131011","3","5146067","1","wish_talk_joy",""
"","67055","","0","","vo_apg","21","5146067","0","vo_apg_0705",""
"0","67056","0","1","0","131011","11","5146067","10","は～い♪\nまかしておくれやす～","1"
"","67057","","","","0","91","5146067","","",""
"","67058","","","","0","22","5146067","","0",""
"","67059","0.1","idle_normal","0.4","131011","3","5146067","0","hello","1"
"","67060","","","0.4","106611","3","5146067","1","walk_yareyare",""
"","67061","","","0.4","1066","3","5146067","1","walk_yareyare",""
"","67062","","","0.2","106511","3","5146067","1","walk_kyapi",""
"","67063","","","0.2","1065","3","5146067","1","walk_kyapi",""
"","67064","","2","","106611","2","5146067","-288","-194","0"
"","67065","","2","","1066","2","5146067","-288","-194","0"
"","67066","","2","","106511","2","5146067","-278","-34","0"
"","67067","","2","","1065","2","5146067","-278","-34","0"
"","67068","","","","1","93","5146067","","0",""
"","67069","","","","2","32","5146067","","1",""
"","67070","","","","1.5","93","5146067","","0",""
"","67071","","","","se_10055900","23","5146067","1","se_10055900_coffee_01",""
"","67072","","0","","106611","2","5146067","-331","-126","0"
"","67073","","0","","1066","2","5146067","-331","-126","0"
"","67074","","0","","106511","2","5146067","-331","126","0"
"","67075","","0","","1065","2","5146067","-331","126","0"
"","67076","","","","20","37","5146067","","scale15",""
"","67077","","0","","vo_apg","21","5146067","0","vo_apg_0706",""
"","67078","","","0","22","3","5146067","0","0706_in",""
"","67079","","","","3","93","5146067","","1",""
"","67080","","","0","22","3","5146067","0","0706_mid",""
"","67081","","","","","92","5146067","","",""
"","67082","","","0","22","3","5146067","0","0706_out",""
"","67083","","","","0.2","93","5146067","","0",""
"","67084","","0","","22","2","5146067","-43","-126","0"
"","67085","","0","","vo_apg","21","5146067","0","vo_apg_0707",""
"","67086","","","0","22","3","5146067","0","0707_in",""
"","67087","","","","3.7","93","5146067","","1",""
"","67088","","","0","22","3","5146067","0","0707_mid",""
"","67089","","","","","92","5146067","","",""
"","67090","","","0","22","3","5146067","0","0707_out",""
"","67091","","","","0.2","93","5146067","","0",""
"","67092","","","","0.1","93","5146067","","0",""
"","67093","","","","10","32","5146067","","1",""
"","67094","","","","10","37","5146067","","horizontal",""
"","67095","","","","se_10055900_coffee_01","24","5146067","","0.3",""
"","67096","","","","se_10055900","23","5146067","1","se_10055900_coffee_02",""
"","67097","","0","","202","2","5146067","-12","179","0"
"","67098","","","","20","37","5146067","","scale1",""
"","67099","","","","30","122","5146067","0.5","30",""
"","67100","","0","","vo_apg","21","5146067","0","vo_apg_0708",""
"","67101","","","0","202","3","5146067","0","0708_in",""
"","67102","","","","1.8","93","5146067","","1",""
"","67103","","","0","202","3","5146067","0","0708_mid",""
"","67104","","","","","92","5146067","","",""
"","67105","","","0","202","3","5146067","0","0708_out",""
"","67106","","","","0.2","93","5146067","","0",""
"","67107","","0","","201","2","5146067","71","-237","0"
"","67108","","","","20","37","5146067","","scale15",""
"","67109","","0","","vo_apg","21","5146067","0","vo_apg_0709",""
"","67110","","","0","22","3","5146067","0","0709_in",""
"","67111","","","","2.3","93","5146067","","1",""
"","67112","","","0","22","3","5146067","0","0709_mid",""
"","67113","","","","","92","5146067","","",""
"","67114","","","0","22","3","5146067","0","0709_out",""
"","67115","","","","0.2","93","5146067","","0",""
"","67116","","","","0.1","93","5146067","","0",""
"","67117","","","","20","37","5146067","","scale1",""
"","67118","","0","","202","2","5146067","-12","0","0"
"","67119","","","","30","122","5146067","0.5","30",""
"","67120","","0","","vo_apg","21","5146067","0","vo_apg_0710",""
"","67121","","","0","202","3","5146067","0","0710_in",""
"","67122","","","","2.2","93","5146067","","1",""
"","67123","","","0","202","3","5146067","0","0710_mid",""
"","67124","","","","","92","5146067","","",""
"","67125","","","0","202","3","5146067","0","0710_out",""
"","67126","","","","0.2","93","5146067","","0",""
"","67127","","","","0","22","5146067","","0",""
"","67128","","","0","202","3","5146067","0","empty",""
"","67129","","","","10","32","5146067","","0",""
"","67130","","","","1","93","5146067","","0",""
"","67131","","","","se_10055900_coffee_02","24","5146067","","0.5",""
"","67132","","","0","131011","3","5146067","1","see_guru",""
"","67133","","","0.2","106611","3","5146067","1","empty",""
"","67134","","","0.2","1066","3","5146067","1","empty",""
"","67135","","0","","106611","2","5146067","-195","-104","0"
"","67136","","0","","1066","2","5146067","-195","-104","0"
"","67137","","","","2","37","5146067","","iris_out",""
"","67138","","0","","106511","2","5146067","-278","-129","0"
"","67139","","0","","1065","2","5146067","-278","-129","0"
"","67140","","","0.2","106511","3","5146067","1","walk_normal_doya",""
"","67141","","","0.2","1065","3","5146067","1","walk_normal_doya",""
"","67142","","2","","106511","2","5146067","-278","-290","0"
"","67143","","2","","1065","2","5146067","-278","-290","0"
"","67144","","0","","202","2","5146067","21","-290","0"
"","67145","","","","106511","4","5146067","","1",""
"","67146","","","","1065","4","5146067","","1",""
"","67147","","","","2","93","5146067","","0",""
"","67148","","","","106511","4","5146067","","0",""
"","67149","","","","1065","4","5146067","","0",""
"","67150","","","0.2","106511","3","5146067","1","cool_idle_doya",""
"","67151","","","0.2","1065","3","5146067","1","cool_idle_doya","0"
"","67152","","","","0.2","93","5146067","","0",""
"","67153","0","cool_talk_dere","0.2","106511","3","5146067","0","cool_in_nobi","1"
"","67154","0","cool_talk_dere","0.2","1065","3","5146067","0","cool_in_nobi","1"
"","67155","","0","","vo_apg","21","5146067","0","vo_apg_0711",""
"0","67156","0","1","0","106511","11","5146067","10","ふう…全力で回してやったぜ…\nで、何回だった？","1"
"","67157","","","","0","91","5146067","","",""
"","67158","","","0.2","106511","3","5146067","1","cool_idle_doya",""
"","67159","","","0.2","1065","3","5146067","1","cool_idle_doya",""
"","67160","","0","","vo_apg","21","5146067","0","vo_apg_0712",""
"0","67161","0","1","0","131011","11","5146067","10","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","1"
"","67162","","","","0","91","5146067","","",""
"","67163","0","idle_normal_shy","0.5","131011","3","5146067","0","maho_idle_normal_in","1"
"","67164","0.3","surprise_talk_search","0.2","106511","3","5146067","0","cool_talk_surprise","1"
"","67165","0.3","surprise_talk_search","0.2","1065","3","5146067","0","cool_talk_surprise","1"
"","67166","","0","","vo_apg","21","5146067","0","vo_apg_0713",""
"0","67167","0","1","0","106511","11","5146067","10","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","1"
"","67168","","","","0","91","5146067","","",""
"","67169","","","0.3","106511","3","5146067","1","surprise_idle_talk1R",""
"","67170","","","0.3","1065","3","5146067","1","surprise_idle_talk1R",""
"","67171","","","0.2","131011","3","5146067","1","sad_talk",""
"","67172","","0","","vo_apg","21","5146067","0","vo_apg_0714",""
"0","67173","0","1","0","131011","11","5146067","10","イノリはんなら、\n吹き飛ばされてあそこに…","1"
"","67174","","","","0","91","5146067","","",""
"","67175","","","0.2","131011","3","5146067","1","sad_idle_lookup",""
"","67176","","","0.2","106511","3","5146067","1","surprise_idle_noface_lookup",""
"","67177","","","0.2","1065","3","5146067","1","surprise_idle_kaya_lookup",""
"","67178","0","coffee_1_loop","0","21","3","5146067","0","coffee_1_in","1"
"","67179","","","","se_10055900","23","5146067","0","se_10055900_photo",""
"","67180","","","","0.5","93","5146067","","0",""
"","67181","","0","","201","2","5146067","0","0","0"
"","67182","","0","","vo_apg","21","5146067","0","vo_apg_0715",""
"0","67183","0","1","0","106611","11","5146067","10","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","1"
"","67184","","","","0","91","5146067","","",""
"","67185","","","0","21","3","5146067","0","coffee_1_out",""
"","67186","","","","se_10055900","23","5146067","0","se_10055900_down",""
"","67187","","","","0.7","93","5146067","","0",""
"","67188","","","0.2","131011","3","5146067","1","sad_idle_sad2_lookup",""
"","67189","0","surprise3_loop_lookup","0.2","106511","3","5146067","0","surprise3_in_lookup","1"
"","67190","0","surprise3_loop_lookup","0.2","1065","3","5146067","0","surprise3_in_lookup","1"
"","67191","","0","","vo_apg","21","5146067","0","vo_apg_0716",""
"","67192","","","","30","122","5146067","0.5","30",""
"","67193","","","0","202","3","5146067","0","0716_in",""
"","67194","","","","1.2","93","5146067","","1",""
"","67195","","","0","202","3","5146067","0","0716_mid",""
"","67196","","","","","92","5146067","","",""
"","67197","","","0","202","3","5146067","0","0716_out",""
"","67198","","","","0","91","5146067","","",""
"","67199","","","","67200","101","5146067","","",""
"","67200","","","","0","22","5146067","","0.2",""
"idle_normal_eating_noface","68001","0","-385","1.8","1","1","5146068","106","105811","-288"
"idle_normal_eating_peko","68002","0","-385","1.8","6","5","5146068","107","1058","-288"
"idle_normal","68003","0","-225","1.8","1","1","5146068","100","106011","-278"
"idle_normal","68004","0","-225","1.8","4","5","5146068","101","1060","-278"
"idle_normal_noface","68005","1","225","1.8","1","1","5146068","103","130911","-278"
"idle_normal_kururu","68006","1","225","1.8","1","5","5146068","104","97","-278"
"","68007","","","","105811","13","5146068","","206",""
"","68008","","","","106011","13","5146068","","200",""
"","68009","","","","130911","13","5146068","","203",""
"idle","68010","0","0","0.85","9","5","5146068","15","9","-174"
"empty","68011","0","-132","1","20","5","5146068","210","20","71"
"empty","68012","0","0","1","21","5","5146068","60","21","153"
"","68013","","0","1","1","31","5146068","0","1","1"
"","68014","","","","0","91","5146068","","0",""
"","68015","","","","0","102","5146068","0","0",""
"","68016","","","","1","93","5146068","","0",""
"","68017","0","kururu_guid_talk","0.2","130911","3","5146068","0","kururu_guid_in","1"
"","68018","0","kururu_guid_talk","0.2","97","3","5146068","0","kururu_guid_in","1"
"","68019","","0","","vo_apg","21","5146068","0","vo_apg_0801",""
"0","68020","0","1","0","130911","11","5146068","10","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","1"
"","68021","","","","0","91","5146068","","",""
"","68022","","","0.2","130911","3","5146068","1","kururu_guid_idle",""
"","68023","","","0.2","97","3","5146068","1","kururu_guid_idle",""
"","68024","0","coffee_3_loop","0","21","3","5146068","0","coffee_3_in","1"
"","68025","","","","se_10055900","23","5146068","0","se_10055900_photo",""
"","68026","0","peko_notice_idle","0.2","105811","3","5146068","0","peko_notice_in","1"
"","68027","0","peko_notice_idle","0.2","1058","3","5146068","0","peko_notice_in","1"
"","68028","","","0.2","106011","3","5146068","1","cool_talk_surprise_lookup",""
"","68029","","","0.2","1060","3","5146068","1","cool_talk_surprise_lookup",""
"","68030","","0","","vo_apg","21","5146068","0","vo_apg_0802",""
"0","68031","0","1","0","106011","11","5146068","10","真ん中にハンドルなんかないけど？","1"
"","68032","","","","0","91","5146068","","",""
"","68033","","","0.2","106011","3","5146068","1","cool_idle_talkR",""
"","68034","","","0.2","1060","3","5146068","1","cool_idle_talkR",""
"","68035","0.2","anger_talk_surprise2_lookup","0.2","130911","3","5146068","0","hawawa_lookup","1"
"","68036","","","0.2","97","3","5146068","1","hawawa",""
"","68037","","0","","vo_apg","21","5146068","0","vo_apg_0803",""
"0","68038","0","1","0","130911","11","5146068","10","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","1"
"","68039","","","","0","91","5146068","","",""
"","68040","","","0","21","3","5146068","0","coffee_3_out",""
"","68041","","","0.2","130911","3","5146068","1","anger_idle_sad",""
"","68042","","","0.2","105811","3","5146068","1","sad_idle_noface",""
"","68043","0","sad_idle_peko_loop","0.2","1058","3","5146068","1","sad_idle_peko_in","1"
"","68044","","0","","vo_apg","21","5146068","0","vo_apg_0804",""
"0","68045","0","1","0","105811","11","5146068","10","…………","1"
"","68046","","","","0","91","5146068","","",""
"","68047","","","","106011","4","5146068","","1",""
"","68048","","","","1060","4","5146068","","1",""
"","68049","","","0.2","130911","3","5146068","1","idle_normal_surprise",""
"","68050","","","0.2","106011","3","5146068","1","shock_loop_doteyes",""
"","68051","","","0.2","1060","3","5146068","1","shock_loop_doteyes",""
"","68052","0","peko_bowbowbow_loop","0.2","105811","3","5146068","0","peko_bowbowbow_in","1"
"","68053","0","peko_bowbowbow_loop","0.2","1058","3","5146068","0","peko_bowbowbow_in","1"
"","68054","","0","","vo_apg","21","5146068","0","vo_apg_0805",""
"0","68055","0","1","0","105811","11","5146068","10","すみません～っ！！","1"
"","68056","","","","0","91","5146068","","",""
"","68057","","","0.2","106011","3","5146068","1","anger_talk_shy",""
"","68058","","","0.2","1060","3","5146068","1","anger_talk_shy",""
"","68059","","0","","vo_apg","21","5146068","0","vo_apg_0806",""
"0","68060","0","1","0","106011","11","5146068","10","あんた食べたの！？\n何やってんのよ～！？","1"
"","68061","","","","0","91","5146068","","",""
"","68062","","","0.2","106011","3","5146068","1","anger_idle_shy",""
"","68063","","","0.2","1060","3","5146068","1","anger_idle_shy",""
"","68064","0","tahaha_talk","0.2","105811","3","5146068","0","tahaha_in","1"
"","68065","0","tahaha_talk","0.2","1058","3","5146068","0","tahaha_in","1"
"","68066","","0","","vo_apg","21","5146068","0","vo_apg_0807",""
"0","68067","0","1","0","105811","11","5146068","10","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","1"
"","68068","","","","0","91","5146068","","",""
