6dc6ef531450dcd3d61c1543979e99901174d51284498e6a13af7bb0b8a37313,e4383af6985356e8e4835ba365515d157efe5e0070c1b7647237d18157ae0392,8c770acca6a3cdb193775bcf7b82d5980675d3695f0e4b319ffd521e77426935,2bd80d7f815dc79bbcfebf0a31a62aa8de706c7b152d3b06a6dd1ea32a7bde0d,98dea087deca53c0964787bc61855e804b13c41f3b727776bacd6d18160c31d5,cc9c2974fff288591f26703a906f38b79ab099acf7cba14de782b4daf26e3312,061d2fcaa5aee60aa57bcaa782d5ba9da0613b8d4e05672861274ec87416f717,1d6074855de5d0e65f02f5d91e26b02e53905f971ced0e37779f255d1c7ccbbe
"32911","0","0","101","1","0","0","5"
"33011","0","0","4","46","0","0","1"
"33021","0","0","4","92","0","0","1"
"33031","0","0","4","138","0","0","1"
"33041","0","0","4","184","0","0","1"
"33051","0","0","4","230","0","0","1"
"33111","0","0","2","46","0","0","4"
"33121","0","0","2","92","0","0","4"
"33131","0","0","2","138","0","0","4"
"33141","0","0","2","184","0","0","4"
"33151","0","0","2","230","0","0","4"
"33211","0","0","101","1","0","0","2"
"33311","0","0","6","7","0","0","3"
"33321","0","0","6","14","0","0","3"
"33331","0","0","6","21","0","0","3"
"33341","0","0","6","28","0","0","3"
"33351","0","0","6","35","0","0","3"
"33411","0","0","6","7","0","0","4"
"33421","0","0","6","14","0","0","4"
"33431","0","0","6","21","0","0","4"
"33441","0","0","6","28","0","0","4"
"33451","0","0","6","35","0","0","4"
"33511","0","0","7","7","0","0","5"
"33521","0","0","7","14","0","0","5"
"33531","0","0","7","21","0","0","5"
"33541","0","0","7","28","0","0","5"
"33551","0","0","7","35","0","0","5"
"33611","0","0","4","46","0","0","4"
"33621","0","0","4","92","0","0","4"
"33631","0","0","4","138","0","0","4"
"33641","0","0","4","184","0","0","4"
"33651","0","0","4","230","0","0","4"
"33711","0","0","2","46","0","0","1"
"33721","0","0","2","92","0","0","1"
"33731","0","0","2","138","0","0","1"
"33741","0","0","2","184","0","0","1"
"33751","0","0","2","230","0","0","1"
"33811","0","0","100","1","0","0","3"
"33911","3","5","1","26","4","2","1"
"33921","3","5","1","52","4","2","1"
"33931","3","5","1","78","4","2","1"
"33941","3","5","1","104","4","2","1"
"33951","3","5","1","130","4","2","1"
"34011","0","0","2","46","0","0","3"
"34021","0","0","2","92","0","0","3"
"34031","0","0","2","138","0","0","3"
"34041","0","0","2","184","0","0","3"
"34051","0","0","2","230","0","0","3"
"34111","0","0","4","46","0","0","2"
"34121","0","0","4","92","0","0","2"
"34131","0","0","4","138","0","0","2"
"34141","0","0","4","184","0","0","2"
"34151","0","0","4","230","0","0","2"
"34211","0","0","4","46","0","0","5"
"34221","0","0","4","92","0","0","5"
"34231","0","0","4","138","0","0","5"
"34241","0","0","4","184","0","0","5"
"34251","0","0","4","230","0","0","5"
"34311","0","0","101","1","0","0","4"
"34411","0","0","7","7","0","0","1"
"34421","0","0","7","14","0","0","1"
"34431","0","0","7","21","0","0","1"
"34441","0","0","7","28","0","0","1"
"34451","0","0","7","35","0","0","1"
"34511","0","0","100","1","0","0","5"
"34611","0","0","4","46","0","0","2"
"34621","0","0","4","92","0","0","2"
"34631","0","0","4","138","0","0","2"
"34641","0","0","4","184","0","0","2"
"34651","0","0","4","230","0","0","2"
"34711","0","0","101","1","0","0","3"
"34811","0","0","7","7","0","0","4"
"34821","0","0","7","14","0","0","4"
"34831","0","0","7","21","0","0","4"
"34841","0","0","7","28","0","0","4"
"34851","0","0","7","35","0","0","4"
"34911","0","0","2","46","0","0","2"
"34921","0","0","2","92","0","0","2"
"34931","0","0","2","138","0","0","2"
"34941","0","0","2","184","0","0","2"
"34951","0","0","2","230","0","0","2"
"35011","0","0","2","46","0","0","4"
"35021","0","0","2","92","0","0","4"
"35031","0","0","2","138","0","0","4"
"35041","0","0","2","184","0","0","4"
"35051","0","0","2","230","0","0","4"
"35111","0","0","6","7","0","0","1"
"35121","0","0","6","14","0","0","1"
"35131","0","0","6","21","0","0","1"
"35141","0","0","6","28","0","0","1"
"35151","0","0","6","35","0","0","1"
"35211","3","5","5","24","4","2","1"
"35221","3","5","5","48","4","2","1"
"35231","3","5","5","72","4","2","1"
"35241","3","5","5","96","4","2","1"
"35251","3","5","5","120","4","2","1"
"35311","0","0","2","46","0","0","5"
"35321","0","0","2","92","0","0","5"
"35331","0","0","2","138","0","0","5"
"35341","0","0","2","184","0","0","5"
"35351","0","0","2","230","0","0","5"
"35411","0","0","101","1","0","0","1"
"35511","0","0","6","7","0","0","4"
"35521","0","0","6","14","0","0","4"
"35531","0","0","6","21","0","0","4"
"35541","0","0","6","28","0","0","4"
"35551","0","0","6","35","0","0","4"
"35611","0","0","4","46","0","0","2"
"35621","0","0","4","92","0","0","2"
"35631","0","0","4","138","0","0","2"
"35641","0","0","4","184","0","0","2"
"35651","0","0","4","230","0","0","2"
"35711","0","0","4","46","0","0","1"
"35721","0","0","4","92","0","0","1"
"35731","0","0","4","138","0","0","1"
"35741","0","0","4","184","0","0","1"
"35751","0","0","4","230","0","0","1"
"35811","0","0","4","46","0","0","5"
"35821","0","0","4","92","0","0","5"
"35831","0","0","4","138","0","0","5"
"35841","0","0","4","184","0","0","5"
"35851","0","0","4","230","0","0","5"
"35911","0","0","4","46","0","0","3"
"35921","0","0","4","92","0","0","3"
"35931","0","0","4","138","0","0","3"
"35941","0","0","4","184","0","0","3"
"35951","0","0","4","230","0","0","3"
"36011","0","0","7","7","0","0","3"
"36021","0","0","7","14","0","0","3"
"36031","0","0","7","21","0","0","3"
"36041","0","0","7","28","0","0","3"
"36051","0","0","7","35","0","0","3"
"36111","0","0","6","7","0","0","5"
"36121","0","0","6","14","0","0","5"
"36131","0","0","6","21","0","0","5"
"36141","0","0","6","28","0","0","5"
"36151","0","0","6","35","0","0","5"
"36211","0","0","101","1","0","0","4"
"36311","0","0","2","46","0","0","2"
"36321","0","0","2","92","0","0","2"
"36331","0","0","2","138","0","0","2"
"36341","0","0","2","184","0","0","2"
"36351","0","0","2","230","0","0","2"
"36411","0","0","7","7","0","0","2"
"36421","0","0","7","14","0","0","2"
"36431","0","0","7","21","0","0","2"
"36441","0","0","7","28","0","0","2"
"36451","0","0","7","35","0","0","2"
"36511","3","5","1","26","4","2","1"
"36521","3","5","1","52","4","2","1"
"36531","3","5","1","78","4","2","1"
"36541","3","5","1","104","4","2","1"
"36551","3","5","1","130","4","2","1"
"36611","0","0","7","7","0","0","1"
"36621","0","0","7","14","0","0","1"
"36631","0","0","7","21","0","0","1"
"36641","0","0","7","28","0","0","1"
"36651","0","0","7","35","0","0","1"
"36711","0","0","101","1","0","0","3"
"36811","0","0","2","46","0","0","5"
"36821","0","0","2","92","0","0","5"
"36831","0","0","2","138","0","0","5"
"36841","0","0","2","184","0","0","5"
"36851","0","0","2","230","0","0","5"
"36911","0","0","100","1","0","0","4"
"37011","0","0","101","1","0","0","2"
"37111","0","0","4","46","0","0","4"
"37121","0","0","4","92","0","0","4"
"37131","0","0","4","138","0","0","4"
"37141","0","0","4","184","0","0","4"
"37151","0","0","4","230","0","0","4"
"37211","0","0","101","1","0","0","5"
"37311","0","0","6","7","0","0","1"
"37321","0","0","6","14","0","0","1"
"37331","0","0","6","21","0","0","1"
"37341","0","0","6","28","0","0","1"
"37351","0","0","6","35","0","0","1"
"37411","0","0","4","46","0","0","1"
"37421","0","0","4","92","0","0","1"
"37431","0","0","4","138","0","0","1"
"37441","0","0","4","184","0","0","1"
"37451","0","0","4","230","0","0","1"
"37511","0","0","6","7","0","0","2"
"37521","0","0","6","14","0","0","2"
"37531","0","0","6","21","0","0","2"
"37541","0","0","6","28","0","0","2"
"37551","0","0","6","35","0","0","2"
"37611","0","0","100","1","0","0","2"
"37711","0","0","2","46","0","0","4"
"37721","0","0","2","92","0","0","4"
"37731","0","0","2","138","0","0","4"
"37741","0","0","2","184","0","0","4"
"37751","0","0","2","230","0","0","4"
"37811","3","5","5","24","4","2","1"
"37821","3","5","5","48","4","2","1"
"37831","3","5","5","72","4","2","1"
"37841","3","5","5","96","4","2","1"
"37851","3","5","5","120","4","2","1"
"37911","0","0","7","7","0","0","2"
"37921","0","0","7","14","0","0","2"
"37931","0","0","7","21","0","0","2"
"37941","0","0","7","28","0","0","2"
"37951","0","0","7","35","0","0","2"
"38011","0","0","100","1","0","0","1"
"38111","0","0","100","1","0","0","5"
"38211","0","0","100","1","0","0","3"
"38311","0","0","6","7","0","0","2"
"38321","0","0","6","14","0","0","2"
"38331","0","0","6","21","0","0","2"
"38341","0","0","6","28","0","0","2"
"38351","0","0","6","35","0","0","2"
"38411","0","0","4","46","0","0","3"
"38421","0","0","4","92","0","0","3"
"38431","0","0","4","138","0","0","3"
"38441","0","0","4","184","0","0","3"
"38451","0","0","4","230","0","0","3"
"38511","0","0","100","1","0","0","4"
"38611","0","0","2","46","0","0","1"
"38621","0","0","2","92","0","0","1"
"38631","0","0","2","138","0","0","1"
"38641","0","0","2","184","0","0","1"
"38651","0","0","2","230","0","0","1"
"38711","0","0","2","46","0","0","2"
"38721","0","0","2","92","0","0","2"
"38731","0","0","2","138","0","0","2"
"38741","0","0","2","184","0","0","2"
"38751","0","0","2","230","0","0","2"
"38811","0","0","6","7","0","0","5"
"38821","0","0","6","14","0","0","5"
"38831","0","0","6","21","0","0","5"
"38841","0","0","6","28","0","0","5"
"38851","0","0","6","35","0","0","5"
"38911","0","0","7","7","0","0","4"
"38921","0","0","7","14","0","0","4"
"38931","0","0","7","21","0","0","4"
"38941","0","0","7","28","0","0","4"
"38951","0","0","7","35","0","0","4"
"39011","0","0","6","7","0","0","3"
"39021","0","0","6","14","0","0","3"
"39031","0","0","6","21","0","0","3"
"39041","0","0","6","28","0","0","3"
"39051","0","0","6","35","0","0","3"
"39111","3","5","3","24","4","2","1"
"39121","3","5","3","48","4","2","1"
"39131","3","5","3","72","4","2","1"
"39141","3","5","3","96","4","2","1"
"39151","3","5","3","120","4","2","1"
"39211","0","0","101","1","0","0","1"
"39311","0","0","7","7","0","0","5"
"39321","0","0","7","14","0","0","5"
"39331","0","0","7","21","0","0","5"
"39341","0","0","7","28","0","0","5"
"39351","0","0","7","35","0","0","5"
"39411","0","0","4","46","0","0","4"
"39421","0","0","4","92","0","0","4"
"39431","0","0","4","138","0","0","4"
"39441","0","0","4","184","0","0","4"
"39451","0","0","4","230","0","0","4"
"39511","0","0","7","7","0","0","3"
"39521","0","0","7","14","0","0","3"
"39531","0","0","7","21","0","0","3"
"39541","0","0","7","28","0","0","3"
"39551","0","0","7","35","0","0","3"
"39611","0","0","4","46","0","0","2"
"39621","0","0","4","92","0","0","2"
"39631","0","0","4","138","0","0","2"
"39641","0","0","4","184","0","0","2"
"39651","0","0","4","230","0","0","2"
"39711","0","0","6","7","0","0","2"
"39721","0","0","6","14","0","0","2"
"39731","0","0","6","21","0","0","2"
"39741","0","0","6","28","0","0","2"
"39751","0","0","6","35","0","0","2"
"39811","0","0","100","1","0","0","5"
"39911","0","0","101","1","0","0","1"
"40011","0","0","6","7","0","0","3"
"40021","0","0","6","14","0","0","3"
"40031","0","0","6","21","0","0","3"
"40041","0","0","6","28","0","0","3"
"40051","0","0","6","35","0","0","3"
"40111","0","0","100","1","0","0","1"
"40211","0","0","100","1","0","0","4"
"40311","0","0","100","1","0","0","3"
"40411","3","5","1","26","4","2","1"
"40421","3","5","1","52","4","2","1"
"40431","3","5","1","78","4","2","1"
"40441","3","5","1","104","4","2","1"
"40451","3","5","1","130","4","2","1"
"40511","0","0","4","46","0","0","1"
"40521","0","0","4","92","0","0","1"
"40531","0","0","4","138","0","0","1"
"40541","0","0","4","184","0","0","1"
"40551","0","0","4","230","0","0","1"
"40611","0","0","2","46","0","0","5"
"40621","0","0","2","92","0","0","5"
"40631","0","0","2","138","0","0","5"
"40641","0","0","2","184","0","0","5"
"40651","0","0","2","230","0","0","5"
"40711","0","0","6","7","0","0","4"
"40721","0","0","6","14","0","0","4"
"40731","0","0","6","21","0","0","4"
"40741","0","0","6","28","0","0","4"
"40751","0","0","6","35","0","0","4"
"40811","0","0","2","46","0","0","3"
"40821","0","0","2","92","0","0","3"
"40831","0","0","2","138","0","0","3"
"40841","0","0","2","184","0","0","3"
"40851","0","0","2","230","0","0","3"
"40911","0","0","2","46","0","0","1"
"40921","0","0","2","92","0","0","1"
"40931","0","0","2","138","0","0","1"
"40941","0","0","2","184","0","0","1"
"40951","0","0","2","230","0","0","1"
"41011","0","0","6","7","0","0","5"
"41021","0","0","6","14","0","0","5"
"41031","0","0","6","21","0","0","5"
"41041","0","0","6","28","0","0","5"
"41051","0","0","6","35","0","0","5"
"41111","0","0","2","46","0","0","2"
"41121","0","0","2","92","0","0","2"
"41131","0","0","2","138","0","0","2"
"41141","0","0","2","184","0","0","2"
"41151","0","0","2","230","0","0","2"
"41211","0","0","2","46","0","0","4"
"41221","0","0","2","92","0","0","4"
"41231","0","0","2","138","0","0","4"
"41241","0","0","2","184","0","0","4"
"41251","0","0","2","230","0","0","4"
"41311","0","0","101","1","0","0","3"
"41411","0","0","101","1","0","0","2"
"41511","0","0","7","7","0","0","5"
"41521","0","0","7","14","0","0","5"
"41531","0","0","7","21","0","0","5"
"41541","0","0","7","28","0","0","5"
"41551","0","0","7","35","0","0","5"
"41611","0","0","4","46","0","0","4"
"41621","0","0","4","92","0","0","4"
"41631","0","0","4","138","0","0","4"
"41641","0","0","4","184","0","0","4"
"41651","0","0","4","230","0","0","4"
"41711","3","5","3","24","4","2","1"
"41721","3","5","3","48","4","2","1"
"41731","3","5","3","72","4","2","1"
"41741","3","5","3","96","4","2","1"
"41751","3","5","3","120","4","2","1"
"41811","0","0","101","1","0","0","4"
"41911","0","0","7","7","0","0","3"
"41921","0","0","7","14","0","0","3"
"41931","0","0","7","21","0","0","3"
"41941","0","0","7","28","0","0","3"
"41951","0","0","7","35","0","0","3"
"42011","0","0","2","46","0","0","5"
"42021","0","0","2","92","0","0","5"
"42031","0","0","2","138","0","0","5"
"42041","0","0","2","184","0","0","5"
"42051","0","0","2","230","0","0","5"
"42111","0","0","7","7","0","0","1"
"42121","0","0","7","14","0","0","1"
"42131","0","0","7","21","0","0","1"
"42141","0","0","7","28","0","0","1"
"42151","0","0","7","35","0","0","1"
"42211","0","0","101","1","0","0","5"
"42311","0","0","100","1","0","0","1"
"42411","0","0","4","46","0","0","3"
"42421","0","0","4","92","0","0","3"
"42431","0","0","4","138","0","0","3"
"42441","0","0","4","184","0","0","3"
"42451","0","0","4","230","0","0","3"
"42511","0","0","7","7","0","0","4"
"42521","0","0","7","14","0","0","4"
"42531","0","0","7","21","0","0","4"
"42541","0","0","7","28","0","0","4"
"42551","0","0","7","35","0","0","4"
"42611","0","0","6","7","0","0","1"
"42621","0","0","6","14","0","0","1"
"42631","0","0","6","21","0","0","1"
"42641","0","0","6","28","0","0","1"
"42651","0","0","6","35","0","0","1"
"42711","0","0","100","1","0","0","2"
"42811","0","0","7","7","0","0","2"
"42821","0","0","7","14","0","0","2"
"42831","0","0","7","21","0","0","2"
"42841","0","0","7","28","0","0","2"
"42851","0","0","7","35","0","0","2"
"42911","0","0","4","46","0","0","5"
"42921","0","0","4","92","0","0","5"
"42931","0","0","4","138","0","0","5"
"42941","0","0","4","184","0","0","5"
"42951","0","0","4","230","0","0","5"
"43011","3","5","1","26","4","2","1"
"43021","3","5","1","52","4","2","1"
"43031","3","5","1","78","4","2","1"
"43041","3","5","1","104","4","2","1"
"43051","3","5","1","130","4","2","1"
"43111","0","0","6","7","0","0","1"
"43121","0","0","6","14","0","0","1"
"43131","0","0","6","21","0","0","1"
"43141","0","0","6","28","0","0","1"
"43151","0","0","6","35","0","0","1"
"43211","0","0","100","1","0","0","5"
"43311","0","0","4","46","0","0","3"
"43321","0","0","4","92","0","0","3"
"43331","0","0","4","138","0","0","3"
"43341","0","0","4","184","0","0","3"
"43351","0","0","4","230","0","0","3"
"43411","0","0","7","7","0","0","2"
"43421","0","0","7","14","0","0","2"
"43431","0","0","7","21","0","0","2"
"43441","0","0","7","28","0","0","2"
"43451","0","0","7","35","0","0","2"
"43511","0","0","7","7","0","0","4"
"43521","0","0","7","14","0","0","4"
"43531","0","0","7","21","0","0","4"
"43541","0","0","7","28","0","0","4"
"43551","0","0","7","35","0","0","4"
"43611","0","0","2","46","0","0","1"
"43621","0","0","2","92","0","0","1"
"43631","0","0","2","138","0","0","1"
"43641","0","0","2","184","0","0","1"
"43651","0","0","2","230","0","0","1"
"43711","0","0","2","46","0","0","5"
"43721","0","0","2","92","0","0","5"
"43731","0","0","2","138","0","0","5"
"43741","0","0","2","184","0","0","5"
"43751","0","0","2","230","0","0","5"
"43811","0","0","4","46","0","0","2"
"43821","0","0","4","92","0","0","2"
"43831","0","0","4","138","0","0","2"
"43841","0","0","4","184","0","0","2"
"43851","0","0","4","230","0","0","2"
"43911","0","0","101","1","0","0","1"
"44011","0","0","101","1","0","0","3"
"44111","0","0","4","46","0","0","5"
"44121","0","0","4","92","0","0","5"
"44131","0","0","4","138","0","0","5"
"44141","0","0","4","184","0","0","5"
"44151","0","0","4","230","0","0","5"
"44211","0","0","2","46","0","0","4"
"44221","0","0","2","92","0","0","4"
"44231","0","0","2","138","0","0","4"
"44241","0","0","2","184","0","0","4"
"44251","0","0","2","230","0","0","4"
"44311","3","5","3","24","4","2","1"
"44321","3","5","3","48","4","2","1"
"44331","3","5","3","72","4","2","1"
"44341","3","5","3","96","4","2","1"
"44351","3","5","3","120","4","2","1"
"44411","0","0","2","46","0","0","2"
"44421","0","0","2","92","0","0","2"
"44431","0","0","2","138","0","0","2"
"44441","0","0","2","184","0","0","2"
"44451","0","0","2","230","0","0","2"
"44511","0","0","4","46","0","0","1"
"44521","0","0","4","92","0","0","1"
"44531","0","0","4","138","0","0","1"
"44541","0","0","4","184","0","0","1"
"44551","0","0","4","230","0","0","1"
"44611","0","0","2","46","0","0","3"
"44621","0","0","2","92","0","0","3"
"44631","0","0","2","138","0","0","3"
"44641","0","0","2","184","0","0","3"
"44651","0","0","2","230","0","0","3"
"44711","0","0","100","1","0","0","4"
"44811","0","0","6","7","0","0","5"
"44821","0","0","6","14","0","0","5"
"44831","0","0","6","21","0","0","5"
"44841","0","0","6","28","0","0","5"
"44851","0","0","6","35","0","0","5"
"44911","0","0","101","1","0","0","4"
"45011","0","0","2","46","0","0","1"
"45021","0","0","2","92","0","0","1"
"45031","0","0","2","138","0","0","1"
"45041","0","0","2","184","0","0","1"
"45051","0","0","2","230","0","0","1"
"45111","0","0","6","7","0","0","2"
"45121","0","0","6","14","0","0","2"
"45131","0","0","6","21","0","0","2"
"45141","0","0","6","28","0","0","2"
"45151","0","0","6","35","0","0","2"
"45211","0","0","100","1","0","0","3"
"45311","0","0","4","46","0","0","4"
"45321","0","0","4","92","0","0","4"
"45331","0","0","4","138","0","0","4"
"45341","0","0","4","184","0","0","4"
"45351","0","0","4","230","0","0","4"
"45411","0","0","6","7","0","0","3"
"45421","0","0","6","14","0","0","3"
"45431","0","0","6","21","0","0","3"
"45441","0","0","6","28","0","0","3"
"45451","0","0","6","35","0","0","3"
"45511","0","0","100","1","0","0","5"
"45611","3","5","5","24","4","2","1"
"45621","3","5","5","48","4","2","1"
"45631","3","5","5","72","4","2","1"
"45641","3","5","5","96","4","2","1"
"45651","3","5","5","120","4","2","1"
"45711","0","0","6","7","0","0","4"
"45721","0","0","6","14","0","0","4"
"45731","0","0","6","21","0","0","4"
"45741","0","0","6","28","0","0","4"
"45751","0","0","6","35","0","0","4"
"45811","0","0","2","46","0","0","2"
"45821","0","0","2","92","0","0","2"
"45831","0","0","2","138","0","0","2"
"45841","0","0","2","184","0","0","2"
"45851","0","0","2","230","0","0","2"
"45911","0","0","101","1","0","0","5"
"46011","0","0","7","7","0","0","5"
"46021","0","0","7","14","0","0","5"
"46031","0","0","7","21","0","0","5"
"46041","0","0","7","28","0","0","5"
"46051","0","0","7","35","0","0","5"
"46111","0","0","7","7","0","0","1"
"46121","0","0","7","14","0","0","1"
"46131","0","0","7","21","0","0","1"
"46141","0","0","7","28","0","0","1"
"46151","0","0","7","35","0","0","1"
"46211","0","0","100","1","0","0","2"
"46311","0","0","4","46","0","0","3"
"46321","0","0","4","92","0","0","3"
"46331","0","0","4","138","0","0","3"
"46341","0","0","4","184","0","0","3"
"46351","0","0","4","230","0","0","3"
"46411","0","0","101","1","0","0","5"
"46511","0","0","100","1","0","0","1"
"46611","0","0","101","1","0","0","4"
"46711","0","0","2","46","0","0","2"
"46721","0","0","2","92","0","0","2"
"46731","0","0","2","138","0","0","2"
"46741","0","0","2","184","0","0","2"
"46751","0","0","2","230","0","0","2"
"46811","0","0","101","1","0","0","3"
"46911","3","5","1","26","4","2","1"
"46921","3","5","1","52","4","2","1"
"46931","3","5","1","78","4","2","1"
"46941","3","5","1","104","4","2","1"
"46951","3","5","1","130","4","2","1"
"47011","0","0","4","46","0","0","1"
"47021","0","0","4","92","0","0","1"
"47031","0","0","4","138","0","0","1"
"47041","0","0","4","184","0","0","1"
"47051","0","0","4","230","0","0","1"
"47111","0","0","7","7","0","0","2"
"47121","0","0","7","14","0","0","2"
"47131","0","0","7","21","0","0","2"
"47141","0","0","7","28","0","0","2"
"47151","0","0","7","35","0","0","2"
"47211","0","0","2","46","0","0","5"
"47221","0","0","2","92","0","0","5"
"47231","0","0","2","138","0","0","5"
"47241","0","0","2","184","0","0","5"
"47251","0","0","2","230","0","0","5"
"47311","0","0","2","46","0","0","4"
"47321","0","0","2","92","0","0","4"
"47331","0","0","2","138","0","0","4"
"47341","0","0","2","184","0","0","4"
"47351","0","0","2","230","0","0","4"
"47411","0","0","7","7","0","0","3"
"47421","0","0","7","14","0","0","3"
"47431","0","0","7","21","0","0","3"
"47441","0","0","7","28","0","0","3"
"47451","0","0","7","35","0","0","3"
"47511","0","0","6","7","0","0","2"
"47521","0","0","6","14","0","0","2"
"47531","0","0","6","21","0","0","2"
"47541","0","0","6","28","0","0","2"
"47551","0","0","6","35","0","0","2"
"47611","0","0","6","7","0","0","3"
"47621","0","0","6","14","0","0","3"
"47631","0","0","6","21","0","0","3"
"47641","0","0","6","28","0","0","3"
"47651","0","0","6","35","0","0","3"
"47711","0","0","4","46","0","0","4"
"47721","0","0","4","92","0","0","4"
"47731","0","0","4","138","0","0","4"
"47741","0","0","4","184","0","0","4"
"47751","0","0","4","230","0","0","4"
"47811","0","0","6","7","0","0","1"
"47821","0","0","6","14","0","0","1"
"47831","0","0","6","21","0","0","1"
"47841","0","0","6","28","0","0","1"
"47851","0","0","6","35","0","0","1"
"47911","0","0","100","1","0","0","3"
"48011","0","0","6","7","0","0","5"
"48021","0","0","6","14","0","0","5"
"48031","0","0","6","21","0","0","5"
"48041","0","0","6","28","0","0","5"
"48051","0","0","6","35","0","0","5"
"48111","0","0","4","46","0","0","2"
"48121","0","0","4","92","0","0","2"
"48131","0","0","4","138","0","0","2"
"48141","0","0","4","184","0","0","2"
"48151","0","0","4","230","0","0","2"
"48211","3","5","1","26","4","2","1"
"48221","3","5","1","52","4","2","1"
"48231","3","5","1","78","4","2","1"
"48241","3","5","1","104","4","2","1"
"48251","3","5","1","130","4","2","1"
"48311","0","0","6","7","0","0","3"
"48321","0","0","6","14","0","0","3"
"48331","0","0","6","21","0","0","3"
"48341","0","0","6","28","0","0","3"
"48351","0","0","6","35","0","0","3"
"48411","0","0","100","1","0","0","2"
"48511","0","0","4","46","0","0","5"
"48521","0","0","4","92","0","0","5"
"48531","0","0","4","138","0","0","5"
"48541","0","0","4","184","0","0","5"
"48551","0","0","4","230","0","0","5"
"48611","0","0","101","1","0","0","1"
"48711","0","0","7","7","0","0","4"
"48721","0","0","7","14","0","0","4"
"48731","0","0","7","21","0","0","4"
"48741","0","0","7","28","0","0","4"
"48751","0","0","7","35","0","0","4"
"48811","0","0","7","7","0","0","5"
"48821","0","0","7","14","0","0","5"
"48831","0","0","7","21","0","0","5"
"48841","0","0","7","28","0","0","5"
"48851","0","0","7","35","0","0","5"
"48911","0","0","4","46","0","0","4"
"48921","0","0","4","92","0","0","4"
"48931","0","0","4","138","0","0","4"
"48941","0","0","4","184","0","0","4"
"48951","0","0","4","230","0","0","4"
"49011","0","0","2","46","0","0","3"
"49021","0","0","2","92","0","0","3"
"49031","0","0","2","138","0","0","3"
"49041","0","0","2","184","0","0","3"
"49051","0","0","2","230","0","0","3"
"49111","0","0","6","7","0","0","4"
"49121","0","0","6","14","0","0","4"
"49131","0","0","6","21","0","0","4"
"49141","0","0","6","28","0","0","4"
"49151","0","0","6","35","0","0","4"
"49211","0","0","2","46","0","0","1"
"49221","0","0","2","92","0","0","1"
"49231","0","0","2","138","0","0","1"
"49241","0","0","2","184","0","0","1"
"49251","0","0","2","230","0","0","1"
"49311","0","0","2","46","0","0","2"
"49321","0","0","2","92","0","0","2"
"49331","0","0","2","138","0","0","2"
"49341","0","0","2","184","0","0","2"
"49351","0","0","2","230","0","0","2"
"49411","0","0","101","1","0","0","2"
"49511","3","5","5","24","4","2","1"
"49521","3","5","5","48","4","2","1"
"49531","3","5","5","72","4","2","1"
"49541","3","5","5","96","4","2","1"
"49551","3","5","5","120","4","2","1"
"49611","0","0","2","46","0","0","5"
"49621","0","0","2","92","0","0","5"
"49631","0","0","2","138","0","0","5"
"49641","0","0","2","184","0","0","5"
"49651","0","0","2","230","0","0","5"
"49711","0","0","100","1","0","0","1"
"49811","0","0","100","1","0","0","3"
"49911","0","0","2","46","0","0","4"
"49921","0","0","2","92","0","0","4"
"49931","0","0","2","138","0","0","4"
"49941","0","0","2","184","0","0","4"
"49951","0","0","2","230","0","0","4"
"50011","0","0","2","46","0","0","3"
"50021","0","0","2","92","0","0","3"
"50031","0","0","2","138","0","0","3"
"50041","0","0","2","184","0","0","3"
"50051","0","0","2","230","0","0","3"
"50111","0","0","7","7","0","0","2"
"50121","0","0","7","14","0","0","2"
"50131","0","0","7","21","0","0","2"
"50141","0","0","7","28","0","0","2"
"50151","0","0","7","35","0","0","2"
"50211","0","0","101","1","0","0","4"
"50311","0","0","6","7","0","0","5"
"50321","0","0","6","14","0","0","5"
"50331","0","0","6","21","0","0","5"
"50341","0","0","6","28","0","0","5"
"50351","0","0","6","35","0","0","5"
"50411","0","0","4","46","0","0","2"
"50421","0","0","4","92","0","0","2"
"50431","0","0","4","138","0","0","2"
"50441","0","0","4","184","0","0","2"
"50451","0","0","4","230","0","0","2"
"50511","0","0","4","46","0","0","3"
"50521","0","0","4","92","0","0","3"
"50531","0","0","4","138","0","0","3"
"50541","0","0","4","184","0","0","3"
"50551","0","0","4","230","0","0","3"
"50611","0","0","100","1","0","0","4"
"50711","0","0","7","7","0","0","1"
"50721","0","0","7","14","0","0","1"
"50731","0","0","7","21","0","0","1"
"50741","0","0","7","28","0","0","1"
"50751","0","0","7","35","0","0","1"
"50811","3","5","1","26","4","2","1"
"50821","3","5","1","52","4","2","1"
"50831","3","5","1","78","4","2","1"
"50841","3","5","1","104","4","2","1"
"50851","3","5","1","130","4","2","1"
"50911","0","0","101","1","0","0","4"
"51011","0","0","6","7","0","0","2"
"51021","0","0","6","14","0","0","2"
"51031","0","0","6","21","0","0","2"
"51041","0","0","6","28","0","0","2"
"51051","0","0","6","35","0","0","2"
"51111","0","0","4","46","0","0","1"
"51121","0","0","4","92","0","0","1"
"51131","0","0","4","138","0","0","1"
"51141","0","0","4","184","0","0","1"
"51151","0","0","4","230","0","0","1"
"51211","0","0","101","1","0","0","3"
"51311","0","0","7","7","0","0","4"
"51321","0","0","7","14","0","0","4"
"51331","0","0","7","21","0","0","4"
"51341","0","0","7","28","0","0","4"
"51351","0","0","7","35","0","0","4"
"51411","0","0","6","7","0","0","1"
"51421","0","0","6","14","0","0","1"
