b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740,d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1
"","","","","1009807","91","","","0","","1009807140"
"lsv_idle_normal_joyR","","","","1009807","3","1","","103611","0.2","1009807141"
"","","","","1009807","101","","","1009807143","","1009807142"
"","","","","1009807","91","","","0","","1009807143"
"","","","","1009807","102","","","","","1009807144"
"0.2","","","","1009807","22","","","0","","1009807145"
"","","","","1009807","93","","","0.2","","1009807146"
"4","0","0","0","1009807","12","1","0","102011","0","1009807147"
"lsv_talk_surprise","","","","1009807","3","1","","102011","0.2","1009807148"
"0","","","","1009807","93","","","3","","1009807149"
"lsv_idle_normal_joyR","","","","1009807","3","1","","102011","0.2","1009807150"
"6","0","0","0","1009807","12","1","0","100411","0","1009807151"
"lsv_talk_joy1_normal","","","","1009807","3","1","","100411","0.2","1009807152"
"0","","","","1009807","93","","","3","","1009807153"
"lsv_idle_normal_joy","","","","1009807","3","1","","100411","0.2","1009807154"
"10","0","0","0","1009807","12","1","0","103611","0","1009807155"
"lsv_talk_joy3_dere","","","","1009807","3","1","","103611","0.2","1009807156"
"0","","","","1009807","93","","","3","","1009807157"
"lsv_idle_wish","","","","1009807","3","1","","103611","0.2","1009807158"
"","","","","1009807","101","","","1009807147","","1009807159"
"1","","0","0","1009807","6","1","1","333","1","1009807160"
"1","","","","1009807","4","","","102011","","1009807161"
"lsv_run","","","","1009807","3","1","","102011","0.2","1009807162"
"-750","","","0","1009807","2","-235","0.8","102011","","1009807163"
"0","","","","1009807","4","","","100411","","1009807164"
"lsv_run","","","","1009807","3","1","","100411","0.2","1009807165"
"750","","","0","1009807","2","-220","0.8","100411","","1009807166"
"0","","","","1009807","4","","","103611","","1009807167"
"lsv_run","","","","1009807","3","1","","103611","0.2","1009807168"
"850","","","0","1009807","2","-250","0.8","103611","","1009807169"
"","","","","1009807","93","","","0.6","","1009807170"
"1","","0","0","1009807","6","1","1","102011","0.2","1009807171"
"1","","0","0","1009807","6","1","1","100411","0.2","1009807172"
"1","","0","0","1009807","6","1","1","103611","0.2","1009807173"
"","","","","1009807","91","","","0","","1009807174"
"100411","lsv_idle_normal","0","-220","1009808","1","101","-700","1","1.95","1009808001"
"102011","lsv_idle_normal","0","-235","1009808","1","100","-550","1","1.95","1009808002"
"103611","lsv_idle_normal","0","-250","1009808","1","102","-800","1","1.95","1009808003"
"333","lsv_white_loop","0","0","1009808","5","0","0","1","1","1009808004"
"1","","0","0","1009808","6","1","1","333","0","1009808005"
"13","","","1.3","1009808","31","-630","110","3","0","1009808006"
"1","","0","0","1009808","6","1","1","100411","0","1009808007"
"1","","0","0","1009808","6","1","1","102011","0","1009808008"
"1","","0","0","1009808","6","1","1","103611","0","1009808009"
"0","","","","1009808","93","","","1","","1009808010"
"1","","0","0.4","1009808","6","1","1","333","0.8","1009808011"
"lsv_walk_glad","","","","1009808","3","1","","100411","0.2","1009808012"
"-100","","","0","1009808","2","-220","2","100411","","1009808013"
"1","","0","1","1009808","6","1","1","100411","0.4","1009808014"
"lsv_walk_glad2","","","","1009808","3","1","","102011","0.2","1009808015"
"100","","","0","1009808","2","-235","2.2","102011","","1009808016"
"1","","0","1","1009808","6","1","1","102011","0.4","1009808017"
"lsv_walk_glad","","","","1009808","3","1","","103611","0.2","1009808018"
"-270","","","0","1009808","2","-250","2","103611","","1009808019"
"1","","0","1","1009808","6","1","1","103611","0.4","1009808020"
"1","","","","1009808","32","","","13","","1009808021"
"-180","","","0","1009808","33","110","2","13","","1009808022"
"","","","","1009808","93","","","2","","1009808023"
"0","","","","1009808","32","","","13","","1009808024"
"lsv_idle_normal","","","","1009808","3","1","","100411","0.2","1009808025"
"lsv_idle_normal","","","","1009808","3","1","","103611","0.2","1009808026"
"","","","","1009808","93","","","0.2","","1009808027"
"1","","","","1009808","4","","","102011","","1009808028"
"lsv_idle_normal","","","","1009808","3","1","","102011","0.2","1009808029"
"","","","","1009808","93","","","0.5","","1009808030"
"10","","0","","1009808","12","0.5","","100411","0","1009808031"
"lsv_smile2","","0.2","1","1009808","3","0","lsv_idle_normal","100411","0","1009808032"
"10","","0","","1009808","12","0.5","","102011","0","1009808033"
"lsv_smile2","","0.2","1","1009808","3","0","lsv_idle_normal","102011","0","1009808034"
"10","","0","","1009808","12","0.5","","103611","0","1009808035"
"lsv_smile2","","0.2","1","1009808","3","0","lsv_idle_normal","103611","0","1009808036"
"","","","","1009808","93","","","1.5","","1009808037"
"0","","","","1009808","4","","","102011","","1009808038"
"lsv_walk","","","","1009808","3","1","","102011","0.2","1009808039"
"200","","","0","1009808","2","-235","1","102011","","1009808040"
"","","","","1009808","93","","","1","","1009808041"
"lsv_idle_normal","","","","1009808","3","1","","102011","0.2","1009808042"
"","","","","1009808","93","","","0","","1009808043"
"1","","","","1009808","4","","","102011","","1009808044"
"","","","","1009808","93","","","0.6","","1009808045"
"lsv_talk_arm_crossed_joy","","0.2","1","1009808","3","0","lsv_talk_arm_crossed_loop_joy","100411","0","1009808046"
"vo_lsv_0821","","","","1009808","21","0","0","vo_lsv","","1009808047"
"ニャットちゃん\nおっきくてかわいかったねー！","0","0","1","1009808","11","10","1","100411","0","1009808048"
"","","","","1009808","91","","","0","","1009808049"
"lsv_idle_arm_crossed_joy","","","","1009808","3","1","","100411","0.2","1009808050"
"lsv_talk_memory_dere2","","","","1009808","3","1","","102011","0.2","1009808051"
"vo_lsv_0822","","","","1009808","21","0","0","vo_lsv","","1009808052"
"うんっ♪\nそれにとってもやさしくて…\nとってもフワフワ♪","0","0","1","1009808","11","10","1","102011","0","1009808053"
"","","","","1009808","91","","","0","","1009808054"
"lsv_idle_memory","","","","1009808","3","1","","102011","0.2","1009808055"
"lsv_talk_thinking_joyR","","","","1009808","3","1","","103611","0.2","1009808056"
"vo_lsv_0823","","","","1009808","21","0","0","vo_lsv","","1009808057"
"シオリさんもやさしくて、\n協力してもらえることも\nわかったし…いい日だったよ。","0","0","1","1009808","11","10","1","103611","0","1009808058"
"","","","","1009808","91","","","0","","1009808059"
"lsv_idle_normal","","","","1009808","3","1","","103611","0.2","1009808060"
"lsv_idle_normal","","","","1009808","3","1","","102011","0.2","1009808061"
"lsv_talk_cool_normal2","","0.2","1","1009808","3","0","lsv_talk_cool_normal2_loop","100411","0","1009808062"
"vo_lsv_0824","","","","1009808","21","0","0","vo_lsv","","1009808063"
"この調子でみゅ～ちゃんと\nいろんなところに行って、\nいろんな遊びをしようよ！","0","0","1","1009808","11","10","1","100411","0","1009808064"
"","","","","1009808","91","","","0","","1009808065"
"lsv_idle_cool_joy","","","","1009808","3","1","","100411","0.2","1009808066"
"lsv_talk_doya","","0.2","1","1009808","3","0","lsv_talk_doya_anger_loop","103611","0","1009808067"
"vo_lsv_0825","","","","1009808","21","0","0","vo_lsv","","1009808068"
"うん！\n…あっ。観察するのも\n忘れないようにねっ？","0","0","1","1009808","11","10","1","103611","0","1009808069"
"","","","","1009808","91","","","0","","1009808070"
"lsv_idle_doya","","","","1009808","3","1","","103611","0.2","1009808071"
"lsv_talk_bitter","","","","1009808","3","1","","100411","0.2","1009808072"
"vo_lsv_0826","","","","1009808","21","0","0","vo_lsv","","1009808073"
"も、もちろんだって～！\nあはははは～","0","0","1","1009808","11","10","1","100411","0","1009808074"
"","","","","1009808","91","","","0","","1009808075"
"lsv_idle_bitter","","","","1009808","3","1","","100411","0.2","1009808076"
"lsv_talk_surprise_talkjoy","","","","1009808","3","1","","102011","0.2","1009808077"
"vo_lsv_0827","","","","1009808","21","0","0","vo_lsv","","1009808078"
"ねえねえ、おにいちゃんっ♪\nみゅ～ちゃんとなかよしになって\nくれる子、もっと知ってる？","0","0","1","1009808","11","10","1","102011","0","1009808079"
"","","","","1009808","91","","","0","","1009808080"
"lsv_idle_surprise_joy","","","","1009808","3","1","","102011","0.2","1009808081"
"lsv_choice","","0.2","1","1009808","3","0","lsv_look_idle_normal","100411","0","1009808082"
"lsv_choice","","0.2","1","1009808","3","0","lsv_look_idle_normal","102011","0","1009808083"
"lsv_choice","","0.2","1","1009808","3","0","lsv_look_idle_normal","103611","0","1009808084"
"0","","","","1009808","93","","","0.1","","1009808085"
"-420","","0.2","2","1009808","2","-220","0.33","100411","","1009808086"
"452","","0.2","2","1009808","2","-235","0.33","102011","","1009808087"
"-545","","0.2","2","1009808","2","-250","0.33","103611","","1009808088"
"0","","","","1009808","22","1","","0","0.2","1009808089"
"1009808093","","","","1009808","103","0","","牧場の牛たち。","","1009808090"
"1009808117","","","","1009808","103","0","","ぷうきち。","","1009808091"
"1009808141","","","","1009808","103","0","","ラーゴ。","","1009808092"
"lsv_choice","","0.2","1","1009808","3","0","lsv_idle_normal","100411","0","1009808093"
"lsv_choice","","0.2","1","1009808","3","0","lsv_idle_normal","102011","0","1009808094"
"lsv_choice","","0.2","1","1009808","3","0","lsv_idle_normal","103611","0","1009808095"
"0","","","","1009808","93","","","0.1","","1009808096"
"-100","","0.2","2","1009808","2","-220","0.33","100411","","1009808097"
"200","","0.2","2","1009808","2","-235","0.33","102011","","1009808098"
"-270","","0.2","2","1009808","2","-250","0.33","103611","","1009808099"
"0","","","","1009808","93","","","0.7","","1009808100"
"lsv_talk_thinking_joyR","","","","1009808","3","1","","103611","0.2","1009808101"
"vo_lsv_0828","","","","1009808","21","0","0","vo_lsv","","1009808102"
"なるほど…いい案ですね。\n牧場の牛さんなら、\n人にも慣れていそうですし。","0","0","1","1009808","11","10","1","103611","0","1009808103"
"","","","","1009808","91","","","0","","1009808104"
"lsv_idle_thinking_joy1","","","","1009808","3","1","","103611","0.2","1009808105"
"lsv_talk_wish_joy","","","","1009808","3","1","","102011","0.2","1009808106"
"vo_lsv_0829","","","","1009808","21","0","0","vo_lsv","","1009808107"
"きっと、みゅ～ちゃんにも\n優しくしてくれるよね♪","0","0","1","1009808","11","10","1","102011","0","1009808108"
"","","","","1009808","91","","","0","","1009808109"
"lsv_idle_wish_joy","","","","1009808","3","1","","102011","0.2","1009808110"
"lsv_talk_normal","","","","1009808","3","1","","100411","0.2","1009808111"
"vo_lsv_0830","","","","1009808","21","0","0","vo_lsv","","1009808112"
"牧場だったら\nシオリねえちゃんもいるから\n安心だしね！","0","0","1","1009808","11","10","1","100411","0","1009808113"
"","","","","1009808","91","","","0","","1009808114"
"lsv_idle_normal","","","","1009808","3","1","","100411","0.2","1009808115"
"","","","","1009808","101","","","1009808166","","1009808116"
"lsv_choice","","0.2","1","1009808","3","0","lsv_idle_normal","100411","0","1009808117"
"lsv_choice","","0.2","1","1009808","3","0","lsv_idle_normal","102011","0","1009808118"
"lsv_choice","","0.2","1","1009808","3","0","lsv_idle_normal","103611","0","1009808119"
"0","","","","1009808","93","","","0.1","","1009808120"
"-100","","0.2","2","1009808","2","-220","0.33","100411","","1009808121"
"200","","0.2","2","1009808","2","-235","0.33","102011","","1009808122"
"-270","","0.2","2","1009808","2","-250","0.33","103611","","1009808123"
"0","","","","1009808","93","","","0.7","","1009808124"
"lsv_talk_joy3_blink","","","","1009808","3","1","","102011","0.2","1009808125"
"vo_lsv_0831","","","","1009808","21","0","0","vo_lsv","","1009808126"
"アヤネちゃんのおともだちの？\nぷうきちさんなら、\nきっとなかよくしてくれるね♪","0","0","1","1009808","11","10","1","102011","0","1009808127"
"","","","","1009808","91","","","0","","1009808128"
"lsv_idle_joy","","","","1009808","3","1","","102011","0.2","1009808129"
"lsv_talk_surprise","","","","1009808","3","1","","103611","0.2","1009808130"
"vo_lsv_0832","","","","1009808","21","0","0","vo_lsv","","1009808131"
"アヤネさんなら、心配は\nいらないですね……不思議な\n子には慣れてるでしょうし。","0","0","1","1009808","11","10","1","103611","0","1009808132"
"","","","","1009808","91","","","0","","1009808133"
"lsv_idle_surprise","","","","1009808","3","1","","103611","0.2","1009808134"
"lsv_talk_thinking_talkR","","","","1009808","3","1","","100411","0.2","1009808135"
"vo_lsv_0833","","","","1009808","21","0","0","vo_lsv","","1009808136"
"考えてみれば、\nぷうきちもぷうきちで\nふしぎだもんね…","0","0","1","1009808","11","10","1","100411","0","1009808137"
"","","","","1009808","91","","","0","","1009808138"
"lsv_idle_thinking_joy1","","","","1009808","3","1","","100411","0.2","1009808139"
"","","","","1009808","101","","","1009808166","","1009808140"
"lsv_choice","","0.2","1","1009808","3","0","lsv_idle_normal","100411","0","1009808141"
"lsv_choice","","0.2","1","1009808","3","0","lsv_idle_normal","102011","0","1009808142"
"lsv_choice","","0.2","1","1009808","3","0","lsv_idle_normal","103611","0","1009808143"
"0","","","","1009808","93","","","0.1","","1009808144"
"-100","","0.2","2","1009808","2","-220","0.33","100411","","1009808145"
"200","","0.2","2","1009808","2","-235","0.33","102011","","1009808146"
"-270","","0.2","2","1009808","2","-250","0.33","103611","","1009808147"
"0","","","","1009808","93","","","0.7","","1009808148"
"lsv_talk_surprise2","","","","1009808","3","1","","100411","0.2","1009808149"
"vo_lsv_0834","","","","1009808","21","0","0","vo_lsv","","1009808150"
"ええっ、ドラゴン！？\nドラゴンって、あの？","0","0","1","1009808","11","10","1","100411","0","1009808151"
"","","","","1009808","91","","","0","","1009808152"
"lsv_idle_surprise","","","","1009808","3","1","","100411","0.2","1009808153"
"lsv_talk_normal_suprise1","","","","1009808","3","1","","102011","0.2","1009808154"
"vo_lsv_0835","","","","1009808","21","0","0","vo_lsv","","1009808155"
"すごい魔物さんと\nなかよしの人がいるんだね～","0","0","1","1009808","11","10","1","102011","0","1009808156"
"","","","","1009808","91","","","0","","1009808157"
"lsv_idle_normal","","","","1009808","3","1","","102011","0.2","1009808158"
"lsv_talk_sad","","","","1009808","3","1","","103611","0.2","1009808159"
"vo_lsv_0836","","","","1009808","21","0","0","vo_lsv","","1009808160"
"き、危険な感じがしますね…\nちょっと、その人については\nその…検討、してみましょう。","0","0","1","1009808","11","10","1","103611","0","1009808161"
"","","","","1009808","91","","","0","","1009808162"
"lsv_idle_sad","","","","1009808","3","1","","103611","0.2","1009808163"
"lsv_idle_surprise_talkR1","","","","1009808","3","1","","100411","0.2","1009808164"
"","","","","1009808","101","","","1009808166","","1009808165"
"","","","","1009808","91","","","0","","1009808166"
"","","","","1009808","102","","","","","1009808167"
"0.2","","","","1009808","22","","","0","","1009808168"
"","","","","1009808","93","","","0.2","","1009808169"
"7","0","0","0","1009808","12","1","0","102011","0","1009808170"
"lsv_talk_surprise_kira","","","","1009808","3","1","","102011","0.2","1009808171"
"0","","","","1009808","93","","","3","","1009808172"
"lsv_idle_surprise","","","","1009808","3","1","","102011","0.2","1009808173"
"5","0","0","0","1009808","12","1","0","100411","0","1009808174"
"lsv_talk_wish_surprise","","","","1009808","3","1","","100411","0.2","1009808175"
"0","","","","1009808","93","","","3","","1009808176"
"lsv_idle_wish","","","","1009808","3","1","","100411","0.2","1009808177"
"1","0","0","0","1009808","12","1","0","103611","0","1009808178"
"lsv_talk_normal_sad","","","","1009808","3","1","","103611","0.2","1009808179"
"0","","","","1009808","93","","","3","","1009808180"
"lsv_idle_normal","","","","1009808","3","1","","103611","0.2","1009808181"
"","","","","1009808","101","","","1009808170","","1009808182"
"1","","0","0","1009808","6","1","1","333","1","1009808183"
"1","","","","1009808","4","","","100411","","1009808184"
"lsv_run","","","","1009808","3","1","","100411","0.2","1009808185"
"-750","","","0","1009808","2","-220","0.8","100411","","1009808186"
"0","","","","1009808","4","","","102011","","1009808187"
"lsv_run","","","","1009808","3","1","","102011","0.2","1009808188"
"750","","","0","1009808","2","-235","0.8","102011","","1009808189"
"1","","","","1009808","4","","","103611","","1009808190"
"lsv_run","","","","1009808","3","1","","103611","0.2","1009808191"
"-850","","","0","1009808","2","-250","0.8","103611","","1009808192"
"","","","","1009808","93","","","0.6","","1009808193"
"1","","0","0","1009808","6","1","1","100411","0.2","1009808194"
"1","","0","0","1009808","6","1","1","102011","0.2","1009808195"
"1","","0","0","1009808","6","1","1","103611","0.2","1009808196"
"","","","","1009808","91","","","0","","1009808197"
"103611","lsv_idle_normal","0","-235","1009809","1","102","-750","1","1.95","1009809001"
"102011","lsv_idle_normal","1","-220","1009809","1","100","650","1","1.95","1009809002"
"100411","lsv_idle_normal","1","-250","1009809","1","101","750","1","1.95","1009809003"
"333","lsv_white_loop","0","0","1009809","5","0","0","1","1","1009809004"
"1","","0","0","1009809","6","1","1","333","0","1009809005"
"1","","0","0","1009809","6","1","1","103611","0","1009809006"
"1","","0","0","1009809","6","1","1","102011","0","1009809007"
"1","","0","0","1009809","6","1","1","100411","0","1009809008"
"2","","","","1009809","7","0","0","103611","","1009809009"
"-750","","","0","1009809","2","-235","0.5","103611","","1009809010"
"16","","","0.8","1009809","31","-140","10","2","0","1009809011"
"2","","","","1009809","34","0","0","16","","1009809012"
"0","","","","1009809","93","","","1","","1009809013"
"1","","0","0.4","1009809","6","1","1","333","0.8","1009809014"
"lsv_see_sad_pre","","0","1","1009809","3","0","lsv_see_sad","103611","0.2","1009809015"
"-600","","","0","1009809","2","-235","1.1","103611","","1009809016"
"1","","0","1","1009809","6","1","1","103611","0.4","1009809017"
"","","","","1009809","93","","","1","","1009809018"
"1","","","","1009809","32","","","16","","1009809019"
"","","","","1009809","91","","","0","","1009809020"
"240","","","80","1009809","94","260","0","103611","","1009809021"
"0","","","","1009809","32","","","16","","1009809022"
"1","","0","","1009809","12","1","","103611","0","1009809023"
"0","","","","1009809","7","2","0","103611","","1009809024"
"lsv_walk_sad","","","","1009809","3","1","","103611","0.2","1009809025"
"-250","","","0","1009809","2","-235","2","103611","","1009809026"
"lsv_walk","","","","1009809","3","1","","102011","0.2","1009809027"
"100","","","0","1009809","2","-220","2","102011","","1009809028"
"1","","0","1","1009809","6","1","1","102011","0.4","1009809029"
"lsv_walk_talkR","","","","1009809","3","1","","100411","0.2","1009809030"
"270","","","0","1009809","2","-250","2","100411","","1009809031"
"1","","0","1","1009809","6","1","1","100411","0.4","1009809032"
"","","","","1009809","93","","","2","","1009809033"
"lsv_idle_normal","","","","1009809","3","1","","103611","0.2","1009809034"
"lsv_idle_normal","","","","1009809","3","1","","102011","0.2","1009809035"
"lsv_idle_sad","","","","1009809","3","1","","100411","0.2","1009809036"
"","","","","1009809","93","","","0.5","","1009809037"
"","","","","1009809","91","","","0","","1009809038"
"lsv_talk_sad","","","","1009809","3","1","","100411","0.2","1009809039"
"vo_lsv_0921","","","","1009809","21","0","0","vo_lsv","","1009809040"
"今日は…\nいろんなことがあったね。","0","0","1","1009809","11","10","1","100411","0","1009809041"
"","","","","1009809","91","","","0","","1009809042"
"lsv_idle_sad","","","","1009809","3","1","","100411","0.2","1009809043"
"lsv_talk_wish_nervous","","","","1009809","3","1","","102011","0.2","1009809044"
"vo_lsv_0922","","","","1009809","21","0","0","vo_lsv","","1009809045"
"うん…\nでも、みゅ～ちゃんのこと\n助けられてよかったよ。","0","0","1","1009809","11","10","1","102011","0","1009809046"
"","","","","1009809","91","","","0","","1009809047"
"lsv_idle_wish_nervous","","","","1009809","3","1","","102011","0.2","1009809048"
"lsv_talk_sad","","","","1009809","3","1","","100411","0.2","1009809049"
"vo_lsv_0923","","","","1009809","21","0","0","vo_lsv","","1009809050"
"…ちょっとだけ、\n小さくなっちゃってるけどね。","0","0","1","1009809","11","10","1","100411","0","1009809051"
"","","","","1009809","91","","","0","","1009809052"
"lsv_idle_sad","","","","1009809","3","1","","100411","0.2","1009809053"
"lsv_talk_sad","","","","1009809","3","1","","102011","0.2","1009809054"
"vo_lsv_0924","","","","1009809","21","0","0","vo_lsv","","1009809055"
"…うん。","0","0","1","1009809","11","10","1","102011","0","1009809056"
"","","","","1009809","91","","","0","","1009809057"
"lsv_idle_normal","","","","1009809","3","1","","102011","0.2","1009809058"
"lsv_idle_normal_talkR","","","","1009809","3","1","","100411","0.2","1009809059"
"lsv_talk_thinking","","","","1009809","3","1","","103611","0.2","1009809060"
"vo_lsv_0925","","","","1009809","21","0","0","vo_lsv","","1009809061"
"…みゅ～ちゃんが\nどんな生き物なのか、\nずっと不思議だったけど…","0","0","1","1009809","11","10","1","103611","0","1009809062"
"","","","","1009809","91","","","0","","1009809063"
"lsv_idle_thinking","","","","1009809","3","1","","103611","0.2","1009809064"
"lsv_talk_normal_suprise1","","","","1009809","3","1","","100411","0.2","1009809065"
"vo_lsv_0926","","","","1009809","21","0","0","vo_lsv","","1009809066"
"やっとわかったね。\nでも、ちょっとだけ…\nううん、すごくびっくりだよ。","0","0","1","1009809","11","10","1","100411","0","1009809067"
"","","","","1009809","91","","","0","","1009809068"
"lsv_idle_normal_talkR","","","","1009809","3","1","","100411","0.2","1009809069"
"lsv_talk_thinking_anger","","","","1009809","3","1","","103611","0.2","1009809070"
"vo_lsv_0927","","","","1009809","21","0","0","vo_lsv","","1009809071"
"幸福を呼ぶ生き物…\nそれがみゅ～ちゃんなんだね。","0","0","1","1009809","11","10","1","103611","0","1009809072"
"","","","","1009809","91","","","0","","1009809073"
"lsv_idle_sad","","","","1009809","3","1","","103611","0.2","1009809074"
"lsv_talk_sad","","","","1009809","3","1","","102011","0.2","1009809075"
"vo_lsv_0928","","","","1009809","21","0","0","vo_lsv","","1009809076"
"ミミたち…\nこれから、どうすれば\nいいのかなぁ？","0","0","1","1009809","11","10","1","102011","0","1009809077"
"","","","","1009809","91","","","0","","1009809078"
"lsv_idle_normal","","","","1009809","3","1","","102011","0.2","1009809079"
"lsv_talk_anger_dead","","","","1009809","3","1","","100411","0.2","1009809080"
"vo_lsv_0929","","","","1009809","21","0","0","vo_lsv","","1009809081"
"…わかんない。","0","0","1","1009809","11","10","1","100411","0","1009809082"
"","","","","1009809","91","","","0","","1009809083"
"lsv_idle_anger_sad","","","","1009809","3","1","","100411","0.2","1009809084"
"lsv_talk_normal_sad","","","","1009809","3","1","","103611","0.2","1009809085"
"vo_lsv_0930","","","","1009809","21","0","0","vo_lsv","","1009809086"
"急にいろいろなことが\n起こったもんね。\n…落ち着かなくて当然だよ。","0","0","1","1009809","11","10","1","103611","0","1009809087"
"","","","","1009809","91","","","0","","1009809088"
"vo_lsv_0931","","","","1009809","21","0","0","vo_lsv","","1009809089"
"とにかく、今日は休もう。\nこれからのことは、また明日\n考えようよ。","0","0","1","1009809","11","10","1","103611","0","1009809090"
"","","","","1009809","91","","","0","","1009809091"
"lsv_idle_normal","","","","1009809","3","1","","103611","0.2","1009809092"
"lsv_agree_sad","","0.2","1","1009809","3","0","lsv_idle_normal_sad","100411","0","1009809093"
"lsv_agree_sad","","0.2","1","1009809","3","0","lsv_idle_normal_sad","102011","0","1009809094"
"vo_lsv_0932","","","","1009809","21","0","0","vo_lsv","","1009809095"
"…うんっ。","0","0","1","1009809","11","10","1","100411","0","1009809096"
"…うんっ。","0","0","1","1009809","11","10","1","102011","0","1009809097"
"","","","","1009809","91","","","0","","1009809098"
"0","","","","1009809","22","1","","0","0.2","1009809099"
"","","","","1009809","102","","","","","1009809100"
"","","","","1009809","93","","","0.2","","1009809101"
"1","0","0","0","1009809","12","1","0","103611","0","1009809102"
"lsv_talk_normal_sad","","","","1009809","3","1","","103611","0.2","1009809103"
"0","","","","1009809","93","","","3","","1009809104"
"lsv_idle_normal","","","","1009809","3","1","","103611","0.2","1009809105"
"2","0","0","0","1009809","12","1","0","102011","0","1009809106"
"lsv_talk_bitter","","","","1009809","3","1","","102011","0.2","1009809107"
"0","","","","1009809","93","","","3","","1009809108"
"lsv_idle_sad_normal","","","","1009809","3","1","","102011","0.2","1009809109"
"4","0","0","0","1009809","12","1","0","100411","0","1009809110"
"lsv_idle_anger_sad","","","","1009809","3","1","","100411","0.2","1009809111"
"0","","","","1009809","93","","","3","","1009809112"
"lsv_idle_normal_sad","","","","1009809","3","1","","100411","0.2","1009809113"
"","","","","1009809","101","","","1009809102","","1009809114"
"1","","0","0","1009809","6","1","1","333","1","1009809115"
"1","","","","1009809","4","","","103611","","1009809116"
"lsv_run_sad","","","","1009809","3","1","","103611","0.2","1009809117"
"-750","","","0","1009809","2","-235","0.8","103611","","1009809118"
"0","","","","1009809","4","","","102011","","1009809119"
"lsv_run_sad","","","","1009809","3","1","","102011","0.2","1009809120"
"750","","","0","1009809","2","-220","0.8","102011","","1009809121"
"0","","","","1009809","4","","","100411","","1009809122"
"lsv_run_sad","","","","1009809","3","1","","100411","0.2","1009809123"
"850","","","0","1009809","2","-250","0.8","100411","","1009809124"
"","","","","1009809","93","","","0.6","","1009809125"
"1","","0","0","1009809","6","1","1","103611","0.2","1009809126"
"1","","0","0","1009809","6","1","1","102011","0.2","1009809127"
"1","","0","0","1009809","6","1","1","100411","0.2","1009809128"
"","","","","1009809","91","","","0","","1009809129"
"100411","lsv_idle_normal","0","-235","1009810","1","102","-650","1","1.95","1009810001"
"102011","lsv_idle_normal","1","-220","1009810","1","100","650","1","1.95","1009810002"
"103611","lsv_idle_normal","1","-250","1009810","1","101","750","1","1.95","1009810003"
"333","lsv_white_loop","0","0","1009810","5","0","0","1","1","1009810004"
"1","","0","0","1009810","6","1","1","333","0","1009810005"
"1","","0","0","1009810","6","1","1","100411","0","1009810006"
"1","","0","0","1009810","6","1","1","102011","0","1009810007"
"1","","0","0","1009810","6","1","1","103611","0","1009810008"
"0","","","","1009810","93","","","1","","1009810009"
"1","","0","0.4","1009810","6","1","1","333","0.8","1009810010"
"lsv_walk","","","","1009810","3","1","","100411","0.2","1009810011"
"-200","","","0","1009810","2","-235","2","100411","","1009810012"
"1","","0","1","1009810","6","1","1","100411","0.4","1009810013"
"lsv_walk","","","","1009810","3","1","","102011","0.2","1009810014"
"100","","","0","1009810","2","-220","2","102011","","1009810015"
"1","","0","1","1009810","6","1","1","102011","0.4","1009810016"
"lsv_walk","","","","1009810","3","1","","103611","0.2","1009810017"
"270","","","0","1009810","2","-250","2","103611","","1009810018"
"1","","0","1","1009810","6","1","1","103611","0.4","1009810019"
"0","","","","1009810","93","","","2","","1009810020"
"lsv_idle_normal","","","","1009810","3","1","","100411","0.2","1009810021"
"lsv_idle_normal","","","","1009810","3","1","","102011","0.2","1009810022"
"lsv_idle_normal","","","","1009810","3","1","","103611","0.2","1009810023"
"0","","","","1009810","93","","","0.6","","1009810024"
"lsv_talk_guts2_anger","","0.2","1","1009810","3","0","lsv_talk_guts2_anger_loop","103611","0","1009810025"
"vo_lsv_1021","","","","1009810","21","0","0","vo_lsv","","1009810026"
"…ここまで来たら、\n最後まで責任を持って\nちゃんと帰してあげよう。","0","0","1","1009810","11","10","1","103611","0","1009810027"
"","","","","1009810","91","","","0","","1009810028"
"lsv_idle_guts2_anger","","","","1009810","3","1","","103611","0.2","1009810029"
"lsv_talk_joy3_dere","","","","1009810","3","1","","102011","0.2","1009810030"
"vo_lsv_1022","","","","1009810","21","0","0","vo_lsv","","1009810031"
"…そうだよね。\nみんなで決めたんだもん。","0","0","1","1009810","11","10","1","102011","0","1009810032"
"","","","","1009810","91","","","0","","1009810033"
"lsv_idle_sad_joynormal","","","","1009810","3","1","","102011","0.2","1009810034"
