07d700cfad2cd254c5d60f2e384761e1b78948b446fa6f13cfaebb6c0f69dad5,3879eedbae860e81a9345f70a9637128fa45b5b24a2e82e8780ceb2815f411a7,12029eaa2b3c160ab8596821c00874ff0ce7c2fbb302ee7f8064c12c6e45fee0,43e832b082e76477e5af71d03471289ebf0e9f1385af240a3cd767d849f3049e,723d02c95202ee51b1e8414ad52f4f72d4cb0004b49be070aa984765f2ca890b
"991006","-2.8","9","1.2","30090193"
"991005","-4.7","9","18.2","30090194"
"991005","-5.7","9","18.2","30090195"
"991005","-6.7","9","18.2","30090196"
"991005","-7.7","9","18.2","30090197"
"22","-10.2","9","-7.7","30090198"
"22","-16.6","9","-8.2","30090199"
"21","-17","9","-10.4","30090200"
"21","-17.4","9","-13","30090201"
"22","-19","9","-4.3","30090202"
"21","-17.8","9","-6.2","30090203"
"21","-18.2","9","-8.1","30090204"
"22","-21.3","9","15.1","30090205"
"22","-21.3","9","11.9","30090206"
"22","-19.4","9","17.1","30090207"
"991005","-18.7","9","16.2","30090208"
"991005","-19.7","9","16.2","30090209"
"991005","-20.7","9","16.2","30090210"
"991005","-21.7","9","16.2","30090211"
"991005","-22.7","9","16.2","30090212"
"21","-14.1","9","-23.3","30090213"
"21","-14.1","9","-21.3","30090214"
"23","-2.8","9","-9.5","30090216"
"21","0.1","9","-11.2","30090217"
"21","-2","9","-13.9","30090218"
"22","2","9","-7.5","30090221"
"23","-1.9","9","-0.5","30090222"
"23","-1.9","9","0.6","30090223"
"21","2.9","9","-1.2","30090224"
"21","-3","9","-3.3","30090225"
"21","-0.1","9","-3","30090227"
"21","3.2","9","1.7","30090228"
"21","0.7","9","4.1","30090229"
"22","1.8","9","11.6","30090230"
"21","4.2","9","19.8","30090231"
"21","4.2","9","23","30090232"
"23","-9.9","9","8.9","30090233"
"23","-10.5","9","5.6","30090234"
"23","-9.9","9","4.5","30090235"
"21","-19.5","9","21.3","30090236"
"23","-19.4","9","-22","30090243"
"23","-17.4","9","-22","30090244"
"23","-18.4","9","-20","30090245"
"991004","-20.7","9","-6.6","30090246"
"991003","-21.2","9","-6.6","30090247"
"991003","-21.6","9","-14.3","30090248"
"991004","-20.3","9","-14.3","30090249"
"991001","-5.2","9","-13.1","30090250"
"991002","-5.2","9","-12.7","30090251"
"991001","-4.2","9","-6.6","30090252"
"991002","-4.2","9","-5.2","30090253"
"991002","-7.2","9","2.8","30090254"
"991001","-7.2","9","1.4","30090255"
"991001","-4.2","9","5.9","30090256"
"991002","-4.2","9","6.3","30090257"
"991003","-13.6","9","17.8","30090258"
"991004","-12.3","9","17.8","30090259"
"991001","-13.2","9","4.4","30090260"
"991002","-13.2","9","5.8","30090261"
"990001","-21.2","10","19","30100003"
"990001","-21.2","10","-4","30100004"
"991003","3","10","5.8","30100019"
"991002","3.4","10","6","30100020"
"1","-22","10","-11.2","30100035"
"1","-18.8","10","-8.4","30100038"
"2","-14","10","-15.6","30100040"
"2","-14","10","-7.4","30100041"
"1","-11.2","10","-9.6","30100042"
"1","-13.2","10","-18.8","30100046"
"1","-11.2","10","-20.4","30100047"
"2","-8.1","10","-20","30100048"
"1","-6.7","10","-14.9","30100051"
"3","-6","10","-10.9","30100052"
"1","-11","10","-5.8","30100055"
"3","-5.7","10","-8.7","30100058"
"1","-4.8","10","-17","30100062"
"2","-5.1","10","-12.5","30100064"
"1","-2.7","10","-19","30100067"
"1","1.3","10","-18.4","30100069"
"1","2.7","10","-16.9","30100070"
"1","0.4","10","-22","30100072"
"3","-1.9","10","-13.8","30100077"
"1","6.8","10","-20.4","30100078"
"1","9.9","10","-18.4","30100079"
"2","3.5","10","-12.8","30100080"
"1","9.5","10","-11.7","30100081"
"2","0.1","10","-6.1","30100088"
"1","7.4","10","-6.3","30100090"
"3","0.8","10","1","30100096"
"1","-0.9","10","2.6","30100097"
"1","1.1","10","7.2","30100099"
"1","3.7","10","1.7","30100102"
"1","2.7","10","13.9","30100110"
"1","-1.7","10","8.6","30100113"
"1","-7","10","8.5","30100114"
"2","0.9","10","10.9","30100115"
"2","-5","10","15","30100116"
"3","-0.3","10","13.9","30100117"
"3","-9.9","10","11.1","30100119"
"1","-13.6","10","14.9","30100123"
"3","-18.9","10","16.5","30100124"
"3","-17.9","10","13.1","30100125"
"1","-13.9","10","8.9","30100127"
"1","-21.8","10","15","30100131"
"3","-19.3","10","11.7","30100132"
"2","-21.8","10","9.5","30100133"
"1","-21.6","10","4.3","30100134"
"1","-19.8","10","1.5","30100136"
"3","-18.8","10","5.8","30100138"
"3","-17.2","10","4.1","30100139"
"1","-15.5","10","1.9","30100141"
"2","-14.1","10","5.9","30100143"
"3","-13.1","10","-0.8","30100144"
"3","-11.4","10","3.7","30100145"
"3","-4.9","10","0.7","30100147"
"1","-7.5","10","-0.6","30100148"
"1","-2.5","10","-1.2","30100154"
"2","-15.3","10","-5","30100157"
"1","-17.7","10","-5.6","30100158"
"1","-22","10","-1.9","30100159"
"2","-21.9","10","-6.8","30100160"
"1","-17.7","10","-15","30100163"
"1","7.1","10","5.1","30100167"
"3","-2.2","10","4.2","30100171"
"1","-5","10","4","30100172"
"990001","-4.2","10","-10","30100173"
"991001","-20.1","10","13","30100179"
"991004","-19.6","10","13.3","30100181"
"991005","-7.7","10","-5.8","30100186"
"991005","-6.7","10","-5.8","30100187"
"991005","-5.7","10","-5.8","30100188"
"991005","-4.6","10","-5.8","30100189"
"2","0.5","10","-3","30100190"
"2","2","10","-3.2","30100191"
"2","1.9","10","-6.2","30100192"
"991005","-0.6","10","-4.8","30100193"
"991005","0.4","10","-4.8","30100194"
"991005","1.4","10","-4.8","30100195"
"991005","2.4","10","-4.8","30100196"
"1","2.9","10","16.8","30100197"
"991006","4.2","10","13.3","30100198"
"991006","4.2","10","14.4","30100199"
"991006","4.2","10","15.6","30100200"
"991006","4.2","10","16.8","30100201"
"991006","4.2","10","18","30100202"
"3","-1.2","10","14.5","30100203"
"1","-10","10","7.1","30100204"
"991006","-5.8","10","11","30100206"
"991006","-5.8","10","9.8","30100207"
"991006","-5.8","10","8.6","30100208"
"991006","-5.8","10","7.4","30100209"
"991006","-5.8","10","6.2","30100210"
"2","6.9","10","11.1","30100212"
"2","8.3","10","15.6","30100213"
"1","0.3","10","17.9","30100224"
"1","-7.9","10","22.3","30100227"
"1","-18.7","10","21.7","30100232"
"1","-16.4","10","17","30100233"
"1","-9.7","10","17.1","30100234"
"3","-10.8","10","23.2","30100236"
"2","-15.3","10","21.4","30100237"
"3","-0.4","10","15.2","30100240"
"2","3.4","10","21.2","30100241"
"2","-2.3","10","23.1","30100245"
"3","7.4","10","-3.1","30100247"
"3","7.1","10","-2.1","30100249"
"3","7.6","10","-2.6","30100250"
"3","-11.8","10","4.7","30100254"
"3","-10.8","10","4.4","30100255"
"2","7.2","10","1.4","30100256"
"3","-18.5","10","10.8","30100257"
"3","6.1","10","-14.6","30100258"
"2","-5","10","-4.2","30100259"
"3","-11.1","10","11.3","30100262"
"3","-10.4","10","12.2","30100263"
"3","-18.5","10","17.4","30100264"
"3","-21.3","10","-15.2","30100265"
"3","-22.2","10","-15","30100266"
"2","-3","10","15.7","30100267"
"3","5.9","10","-9","30100269"
"3","1.6","10","-9.5","30100270"
"2","3.7","10","-22.7","30100271"
"3","-21.7","10","-15.9","30100272"
"990001","4.8","10","-6","30100273"
"990001","-22.5","11","17.1","30110013"
"991004","-19","11","-8.2","30110074"
"990001","-22.5","11","-16","30110076"
"991003","-9.4","11","2.8","30110193"
"991004","-8.3","11","2.8","30110194"
"991001","-16.6","11","11.8","30110204"
"991002","-16.6","11","12.2","30110205"
"991003","-20.6","11","-8.2","30110209"
"990001","-4.5","11","-11","30110213"
"991003","1.7","11","-6.4","30110214"
"991004","2.2","11","-6.4","30110215"
"991001","-15.2","11","-22.2","30110221"
"991002","-15.2","11","-21.8","30110222"
"991001","-18.6","11","-0.2","30110223"
"991002","-18.6","11","0.2","30110224"
"991001","-10.6","11","-22.7","30110233"
"991002","-10.6","11","-21.3","30110234"
"990001","-2.7","11","12","30110235"
"991006","-16.7","11","-4.2","30110236"
"991006","-16.7","11","-5.7","30110237"
"3","24.3","11","-25.5","30110238"
"1","24.5","11","-25.2","30110239"
"3","-22.7","11","8.5","30110240"
"1","-20.2","11","13.8","30110241"
"1","-22.7","11","5","30110242"
"3","-22.7","11","6.5","30110244"
"2","24.4","11","-25.4","30110245"
"2","-19.2","11","4.5","30110246"
"1","-15.6","11","2.9","30110250"
"1","-17.8","11","3","30110251"
"2","-13.4","11","8.2","30110252"
"3","-11.3","11","5.4","30110254"
"3","-11","11","3.6","30110255"
"1","-10.8","11","1.5","30110256"
"1","-11.2","11","-1.6","30110257"
"2","-13.8","11","1.5","30110259"
"2","-21.3","11","1.6","30110260"
"1","-22.8","11","1.6","30110261"
"2","-24","11","-0.5","30110262"
"2","-24","11","-2.7","30110263"
"3","-15.2","11","-4.2","30110264"
"3","-15.2","11","-5.3","30110265"
"3","-21.8","11","-5.9","30110266"
"3","-17.9","11","-4.3","30110267"
"3","-17.9","11","-5.3","30110268"
"3","-20.9","11","3.3","30110269"
"1","-21","11","-7","30110270"
"2","-19.8","11","-5.5","30110271"
"2","-17.1","11","-9.3","30110272"
"2","-17.2","11","-12.2","30110274"
"1","-22","11","-10","30110275"
"1","-22","11","-12","30110276"
"2","-16.5","11","-14.1","30110277"
"1","-15.9","11","-16.6","30110278"
"1","-16","11","-19.5","30110279"
"2","-14","11","-18.9","30110281"
"2","-13","11","-17","30110282"
"1","-13.8","11","-24","30110284"
"1","-20.6","11","-23.1","30110286"
"1","-17.7","11","-23.1","30110287"
"2","-22","11","-20","30110288"
"2","-22","11","-22","30110289"
"3","-19.3","11","-23.2","30110290"
"2","-11.5","11","-23.6","30110292"
"1","-11.9","11","-19.5","30110294"
"2","-8.4","11","-19","30110297"
"3","-8","11","-24.3","30110300"
"2","-5.4","11","-23.7","30110303"
"1","-2.9","11","-23.8","30110305"
"1","-1","11","-21.8","30110306"
"2","-1.2","11","-18","30110309"
"1","-4.1","11","-16.1","30110310"
"1","-2.2","11","-15","30110311"
"3","-5.8","11","-15.8","30110313"
"1","-11.8","11","-10.6","30110315"
"2","-7.6","11","-16.2","30110316"
"3","-6.1","11","-11.6","30110318"
"3","-7","11","-15","30110319"
"3","-15.1","11","-12.1","30110320"
"2","-14","11","-14.1","30110321"
"1","-6","11","-9.7","30110323"
"1","-8.8","11","-8.6","30110324"
"2","-6.1","11","-4.3","30110327"
"3","-8.8","11","-4.8","30110328"
"1","-2.7","11","-4.8","30110329"
"2","-2.2","11","-9","30110330"
"2","-1.7","11","-11.8","30110331"
"2","0.1","11","-9.8","30110332"
"3","0.3","11","-17.5","30110334"
"3","0.6","11","-11.7","30110335"
"3","-2","11","-10.5","30110336"
"1","1","11","-16","30110337"
"1","3.6","11","-15.3","30110338"
"3","5.1","11","-7.5","30110340"
"1","4","11","-10.2","30110341"
"2","-0.1","11","-5.2","30110343"
"2","0.3","11","-2.9","30110344"
"1","5.4","11","-3.3","30110346"
"1","4.2","11","-1","30110347"
"3","-7.9","11","4","30110348"
"2","-10","11","7","30110349"
"1","-6","11","7","30110351"
"1","-7","11","0","30110353"
"1","-4.9","11","0","30110354"
"2","-2.9","11","5.8","30110356"
"1","4","11","10.8","30110357"
"1","2.1","11","3","30110362"
"2","-12","11","-4","30110363"
"1","-12","11","-6","30110364"
"3","-9.6","11","-3","30110365"
"3","-10.5","11","-4.6","30110366"
"1","2.6","11","5.8","30110367"
"3","3.6","11","15.8","30110368"
"3","0.9","11","18.7","30110369"
"1","4.1","11","18.7","30110370"
"2","1.1","11","13.6","30110371"
"3","-1","11","15.8","30110373"
"1","-2","11","19","30110375"
"1","-6.9","11","22.8","30110376"
"2","-7.5","11","13.1","30110377"
"1","-5","11","13","30110378"
"3","-9","11","16","30110379"
"3","-8","11","15","30110380"
"2","-9.8","11","18.7","30110384"
"1","-11.2","11","11.1","30110392"
"3","-13.3","11","15.9","30110395"
"3","-13.3","11","14.5","30110396"
"3","-14","11","20.6","30110397"
"2","-17.5","11","18.6","30110398"
"1","-19.9","11","10.2","30110402"
"3","-22.8","11","15","30110406"
"2","-23.3","11","18.7","30110407"
"1","-22.9","11","21.3","30110408"
"2","-21.2","11","23.6","30110411"
"2","-18.2","11","23.6","30110412"
"991006","-5.7","11","-20.6","30110413"
"991006","-5.7","11","-19.4","30110414"
"2","-2.1","11","-2.8","30110417"
"2","0.7","11","-0.5","30110418"
"2","-1.4","11","-0.5","30110420"
"991005","1","11","-1.8","30110421"
"991005","-0.8","11","-1.8","30110422"
"991005","-2.3","11","-1.8","30110423"
"991005","-13.1","11","15.2","30110424"
"991005","-15","11","15.2","30110425"
"991005","-16.9","11","15.2","30110426"
"2","-19.2","11","7.8","30110430"
"3","-22.7","11","10.5","30110431"
"1","-19.9","11","16.7","30110432"
"991001","-4.8","11","16.5","30110433"
"991002","-4.8","11","17.5","30110434"
"991001","1.4","11","7.7","30110435"
"991002","1.4","11","8.3","30110436"
"991002","1.5","11","16","30110437"
"991003","1.3","11","15.6","30110438"
"991001","-17.1","11","5.5","30110439"
"991002","-17.1","11","6.5","30110440"
"3","-15.7","11","-9.2","30110441"
"3","-14.5","11","-11.3","30110442"
"3","-13.6","11","-9.3","30110443"
"3","-7.2","11","-19.4","30110444"
"3","-6.6","11","-18.7","30110445"
"3","-0.1","11","-19.8","30110446"
"3","-4.2","11","-20.2","30110447"
"3","-4","11","-19.2","30110448"
"3","6.1","11","3.1","30110449"
"3","4.6","11","2.1","30110450"
"3","6.1","11","4.7","30110451"
"3","6.1","11","8","30110452"
"3","-9.2","11","14.7","30110453"
"2","-2.8","11","9.7","30110455"
"3","-5.6","11","9.5","30110456"
"3","-8.4","11","8.4","30110457"
"3","-7.1","11","10.8","30110458"
"3","-13","11","10.1","30110459"
"3","-13.5","11","17.8","30110460"
"3","-16.9","11","14.5","30110461"
"3","-16.9","11","16","30110462"
"2","-5","11","21","30110463"
"2","-12.6","11","22.6","30110464"
"2","-8.4","11","-10.7","30110465"
"1","-6.9","11","-12.9","30110466"
