8a410e2431500fa6ba8143ce5a092bb39fcaacbd0d4b64396caf7d1960a83970,a3d5f61209b5c1c8b148828acef9d09398a440b21773780160730b171f573fc7,e2d8e72d6e237a70179c038f6fe211b336847bc52c6ec2ff5ce4a8a26419a616,b8869e6455984070462c2f58c47f5df8ebbb9c6b32dae80147e4f530462db19d,1e70fe92152e482d67136e301d27e223bdf58857a14e262092d67995051a8c00,bc2eaec74bfa2becab1b225987ea34f6742e7c58b0126ed785e54aa8dd4f76f0,68f2e02748c4f4df650edf1b4e4455f7c99da0deccb7baf328970758da2b453a,a668afa7d58737dd54c4062bfbf42923c0cc1be25182c4b54148c5facfb94db4,3ea7651900dbf017713cf5cbc16de3fff86a26a29495515248876e814cc38e7d,5c0ad312c358a24c4199f57444566dd5f84825bb1637d6b57698f185af444b54,140e104b7379c4cc975f803b8b5012db77d993338df5796c8087c0139a4f051b,da1fa682b93bd3be7e05a94bed8a9bc40035c1772c413be2df8092515f52425e,f0cad9107c6795ee152f9882053bb59b046be3521bbf1b9eebbbba47e46bdebb,4e0288ba137d141031d7a55d054cbd1ff11e705290cccc498032de8dcb5221b1,42ab549d258241cea4661301fd6151ec51a46a4b75df6d8f613de160e1661142,b39e8ae1f1272c4ad3b702b7b2b0c2fe7b725234af390b95c0b9bf276827a0ba
"127101","22","大坪由佳","AB","悪魔偽王国軍（ディアボロス）","シノブ（サマー）","占い","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","42","157","18","0","12","7","魔族","占いが得意な霊能少女"
"127201","2","立花理香","A","美食殿","キャル（編入生）","猫と遊ぶ","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","39","152","14","0","9","1","獣人族","行き倒れの謎のネコミミ魔法使い"
"127301","10","上坂すみれ","O","ルーセント学院","スズナ（編入生）","ファッション","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","48","167","17","0","4","14","魔族","天真爛漫で人気者のカリスマモデル"
"127501","4","堀江由衣","A","サレンディア救護院","サレン（サラサリア）","経営、お茶会","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","43","156","17","0","10","9","エルフ","救護院を経営する優しい庶民派お嬢様"
"127601","11","佐藤利奈","B","トワイライトキャラバン","ルカ（サラサリア）","釣り","","54","167","25","0","7","13","ヒューマン","人情味溢れる粋でいなせな「姉御」"
"127701","5","豊田萌絵","?","？？？","リンド","妹と過ごす休日","","???","145","12","0","2","","ドラゴン族","真面目で一生懸命なドラゴンメイド（姉）"
"127801","5","関根明良","?","？？？","ヴルム","サボり、姉と過ごす休日","","???","145","12","0","2","","ドラゴン族","不真面目で気怠げなドラゴンメイド（妹）"
"127901","31","M・A・O","O","美食殿","ペコリーヌ（クリスマス）","食べ歩き、料理","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","46","156","17","0","3","1","ヒューマン","いつも元気な腹ペコ少女"
"128001","19","Lynn","A","リッチモンド商工会","クレジッタ（クリスマス）","お金を数えること、悪だくみ","","57","160","26","0","9","18","ヒューマン","忠義に目覚めた女商人"
"128301","29","藤田茜","AB","ドラゴンズネスト","イノリ（ニューイヤー）","ゲーム","","???","145","13","0","9","17","ドラゴン族","口が達者なヘタレドラゴン"
"128401","24","大橋彩香","A","フォレスティエ","ハツネ（ニューイヤー）","妹と遊ぶこと、二度寝、昼寝、早寝","私はハツネ！　困っている人の味方だよ！\n困った時は、いつでも言ってね♪\n私のちょ…ま、魔法で助けてあげるから！","46","156","17","0","12","6","エルフ","みんなのために超能力を使う眠り姫"
"128501","3","水瀬いのり","AB","自警団（カォン）","カスミ（ニューイヤー）","読書、推理","","41","152","15","0","11","10","獣人族","頭脳明晰な美少女名探偵"
"128701","27","東山奈央","A","トゥインクルウィッシュ","ヒヨリ（アストラル）","人助け、応援","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","44","155","16","0","8","2","獣人族","人助けが大好き！　前向き格闘娘"
"128801","12","早見沙織","B","トゥインクルウィッシュ","レイ（アストラル）","読書、乗馬、お茶","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","46","163","18","0","1","2","魔族","クールで何事にも真っ直ぐな剣士"
"128901","5","種田梨沙","O","トゥインクルウィッシュ","ユイ（アストラル）","料理、人間観察","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","47","158","17","0","4","2","ヒューマン","戦闘のサポートが得意な、心優しい少女"
"129001","15","桑島法子","?","？？？","エリス","騎士クンの話を聞くこと","","??","168","??","0","2","","ヒューマン","悲劇の根源に咲き誇る美しき黒薔薇"
"129301","28","小原好美","O","聖テレサ女学院（なかよし部）","ユニ（ウィンター）","読書","","36","142","18","0","2","16","ヒューマン","書庫に眠れる小さな賢人"
"129401","7","種﨑敦美","O","聖テレサ女学院（なかよし部）","クロエ（ウィンター）","ダーツ","","42","154","17","0","8","16","エルフ","ダウンタウン育ちのダウナー系エルフ"
"129501","15","佐倉綾音","O","聖テレサ女学院（なかよし部）","チエル（ウィンター）","ダンス、カラオケ","","46","156","16","0","9","16","ヒューマン","自由奔放ナチュラル無礼な現代っ子"
"129601","2","立花日菜","A","？？？","アネモネ","花の手入れ、トゲぬき","","39","145","13","0","4","","妖魔人","孤絶の香を纏う花の妖魔人"
"129701","31","大久保瑠美","?","？？？","ネフィ＝ネラ","おままごと、人間観察","","??","139","??","0","12","","妖魔人","万魔の頂点、煉獄の媛君"
"129801","9","小松未可子","O","自警団（カォン）","マコト（コマンダー）","お菓子作り","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","54","168","17","0","8","10","獣人族","男勝りで情に厚いワイルド娘"
"129901","30","橋本ちなみ","B","トワイライトキャラバン","エリコ（コマンダー）","実験、裁縫、料理","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","43","154","16","0","7","13","魔族","運命の相手に一途すぎる乙女"
"130001","8","ファイルーズあい","B","バンディ・シスターズ","ヤマト","妹たちを躾ける","","55","168","21","0","1","21","エルフ","悪運に愛された、盗賊ギルドの頭領長女"
"130101","30","石見舞菜香","A","バンディ・シスターズ","ワカナ","編み物","","45","158","16","0","5","21","ヒューマン","大変だけど元気です。盗賊ギルドの次女"
"130201","5","花井美春","AB","バンディ・シスターズ","フブキ","ワカナをいぢめること","","37","136","12","0","3","21","獣人族","生意気だけど超天才！　盗賊ギルドの三女"
"130701","2","小倉唯","A","リトルリリカル","キョウカ（スプリング）","お勉強","","21","118","8","0","2","5","エルフ","礼儀正しくしっかり者のちびっ子優等生"
"130801","12","悠木碧","O","サレンディア救護院","スズメ（スプリング）","ご奉仕","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","43","154","15","0","12","9","ヒューマン","お嬢さまのためにがんばるドジっ娘メイド"
"130901","2","田中美海","A","ジオ・テオゴニア","クルル","掃除、宝石や遊園地の手入れ","","46","158","16","0","8","","宝石兎族","なんでもあげちゃうポンコツ支配人バニー"
"131001","22","内田真礼","O","自警団（カォン）","マホ（ドリームパーク）","空想、ぬいぐるみ集め","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","42","155","16","0","9","10","獣人族","マホマホ王国のプリンセス"
"131101","13","和氣あず未","B","レイジ・レギオン","ネア（サマー）","可愛いショタと遊ぶ、買い物","","55","157","19","0","6","19","魔族？","ショタ大好き♪　ギャル系スライム娘"
"131201","2","鬼頭明里","A","レイジ・レギオン","ミソラ（サマー）","特に無し","","??","159","16","0","7","19","ヒューマン","明朗快活、なれど破滅に流るる溌溂少女"
"131601","29","鈴木みのり","A","アルターメイデン","リリ（サマー）","華道、読書（古典）、トーゴク画","","44","154","15","0","4","20","ヒューマン","贖罪を胸に強さを求める妹系大和撫子"
"131701","?","相坂優歌","?","？？？","アメス（サマー）","？？？","","???","150","??","0","?","","？？？","新たな姿で騎士の冒険を支え続ける妖精"
"131801","17","大西沙織","O","ドラゴンズネスト","ホマレ（サマー）","絵画、読書","","???","168","25","0","4","17","ドラゴン族","妖しい微笑で全てを見透かす臥竜の頭領"
"131901","23","高橋李依","?","？？？","エミリア（サマー）","パックの毛繕い、勉強","","??","164","??","0","9","","ハーフエルフ","銀髪のおっとりハーフエルフ"
"132001","24","坂本真綾","?","？？？","エキドナ（サマー）","知識欲を満たすこと","","???","164","??","0","1","","？？？","強欲の魔女"
"132101","2","水瀬いのり","?","？？？","レム（サマー）","演劇鑑賞、詩文","","??","154","17","0","2","","鬼族","鬼がかりの万能妹メイド"
"132201","24","日笠陽子","B","カルミナ","ノゾミ（アルケミスト）","舞台鑑賞、ダンス","","40","157","17","0","1","4","ヒューマン","歌って踊れる大人気アイドル"
"132301","2","鈴代紗弓","A","アルケス錬金堂","ルイズマリー","妄想","","47","160","17","0","1","22","獣人族","むっつりスケベなチョロイン錬金術師"
"132401","8","青山吉能","O","アルケス錬金堂","イロハ","虫捕り","","53","170","26","0","9","22","ヒューマン","おっきな体と無邪気な心の天才剣士"
"132501","8","井上ほの花","AB","アルケス錬金堂","ソノ","健康サプリを試すこと","","34","136","10","0","11","22","エルフ","体は子ども、頭脳は大人な錬金堂店主"
"132801","17","河瀬茉希","?","？？？","ライラエル（クリスマス）","昼寝、新作スイーツの試食","","??","162","??","0","1","","天使族","優しさと傲慢さを併せ持つプリンセス"
"132901","14","伊藤静","B","ルーセント学院","イオ（クリスマス）","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","52","162","23","0","8","14","魔族","多くの男性を魅了する無垢な女教師"
"133001","31","富田美憂","AB","？？？","グレイス","水墨画","","0","166","21","0","10","","ヒューマン","怜悧で幽愁、オバケでオトボケな守護騎士"
"133101","21","長縄まりあ","A","？？？","ヴァイオレット","香水集め、物語を読むこと","","49","158","17","0","2","","ヒューマン","冥府に咲くアンデッド系プリンセス"
"133201","28","辻あゆみ","A","ヴァイスフリューゲル　ランドソル支部","モニカ（ニューイヤー）","お菓子屋通い","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","33","140","17","0","7","15","ヒューマン","見た目も中身もお子ちゃまな異国の軍人"
"133501","4","堀江由衣","A","サレンディア救護院","サレン（ニューイヤー）","経営、お茶会","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","43","156","17","0","10","9","エルフ","救護院を経営する優しい庶民派お嬢様"
"133601","7","水橋かおり","B","？？？","メドゥーサ","メドゥシアナと空を飛ぶこと","","??","141","14","0","12","","妖魔人","わがままで意地っ張りな末っ子系蛇娘"
"133701","25","沢城みゆき","AB","ラビリンス","ラビリスタ（アルファ）","人間観察","","??","160","25","0","7","3","ヒューマン","秘密結社ラビリンスの『迷宮女王』"
"133801","24","井口裕香","O","？？？","ネネカ（アルファ）","物真似、芸術鑑賞","","??","149","24","0","3","","エルフ","研究所に隠れ住む物静かなお姉さん"
"133901","7","たかはし智秋","O","王宮騎士団（NIGHTMARE）","クリスティーナ（アルファ）","強敵との闘争","","??","165","27","0","2","8","ヒューマン","傍若無人な王宮騎士団副団長"
"134001","?","相坂優歌","?","？？？","フィオ","貴方と冒険すること","","???","???","??","0","?","","？？？","貴方と共にある導きの妖精"
"134301","28","原田彩楓","O","レイジ・レギオン","ランファ（儀装束）","歌、読書、詩を書くこと","","53","165","20","0","12","19","魔族","静寂を求め歌う陰気少女"
"134401","3","福原綾香","O","カルミナ","チカ（儀装束）","各種楽器","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","46","163","17","0","6","4","ヒューマン","人々を守るために歌う、唱喚士の少女"
"134501","11","長谷川育美","?","？？？","クローチェ（エアリアル）","昼寝、誰かの役に立つこと","","全備重量278.1","170","??","0","11","","機械人族","スマイル満タン！　パワフル機械少女"
"134601","6","花澤香菜","AB","フォレスティエ","アオイ（パイロット）","友達作りのイメトレ","","44","158","13","0","6","6","エルフ","「友達」に憧れる、エルフの森の女の子"
"134701","10","篠田みなみ","?","？？？","ホウオウ","湯浴み","","40","142","18","0","10","","妖魔人","偉大にして優雅、時々ぴよぴよ"
"134801","7","木戸衣吹","AB","カルミナ","ツムギ（ジオ・ゲヘナ）","裁縫","","45","153","14","0","9","4","ヒューマン","ファッション大好きなキュートガール"
"134901","9","幸村恵理","B","？？？","カノン","狩り、おジュエリー集め","","48","155","18","0","10","","妖魔人","奴隷ながらもお高貴なド令嬢"
"135001","15","桑島法子","?","？？？","エリス（サマー）","騎士クンの話を聞くこと","","??","168","??","0","2","","ヒューマン","悲劇の根源に咲き誇る美しき黒薔薇"
"135101","14","近藤玲奈","B","美食殿","シェフィ（サマー）","読書、ストレッチ","","???","147","14","0","12","1","ドラゴン族","記憶喪失のドラゴン娘"
"135201","1","高尾奏音","O","アルターメイデン","プレシア（サマー）","ごはんをたべること","","34","135","10","0","3","20","獣人族","正義の魂を受け継ぐ、爆食系天然天才娘"
"135301","1","前田佳織里","O","アルターメイデン","クリア（サマー）","お菓子作り、花の世話、バイオリン演奏","","42","147","13","0","11","20","ヒューマン","忘れ難い罪過を抱える、黒き翼の聖女"
"135401","2","立花日菜","A","？？？","アネモネ（サマー）","花の手入れ、トゲぬき","","39","145","13","0","4","","妖魔人","孤絶の香を纏う花の妖魔人"
"135501","27","松岡由貴","?","？？？","アイラ","人助け、街歩き、利き麦しゅわ","","??","162","??","0","3","","獣人族","太陽と熱砂の国で未来を願う笑顔の豪炎"
"135601","9","皆川純子","?","？？？","シナツ","武器の手入れ、瞑想、釣り","","??","167","??","0","2","","魔族","曙光と翠嵐の国で未来を護る寡黙な剣豪"
"135701","27","東山奈央","A","トゥインクルウィッシュ","ヒヨリ（サラサリア）","人助け、応援","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","44","155","16","0","8","2","獣人族","人助けが大好き！　前向き格闘娘"
"135801","30","天野聡美","O","？？？","ユキノ","三味線、死魔エナガのお世話","","63","179","19","0","12","","雪女","真白き冬化粧を纏う、一途な心の雪女"
"135901","2","島袋美由利","O","？？？","サツキ","強敵との手合わせ、夜廻り","","29","135","20","0","2","","鬼族","怪力無双、ハードボイルドな仁義の鬼嬢"
"136001","15","遠藤綾","AB","？？？","アラクネ","光を追うこと、整理整頓","","108","240","28","0","1","","妖魔人","新たな道を歩み始めた女郎蜘蛛"
"136101","2","本渡楓","A","？？？","サクラ","お菓子作り、パズルゲーム","","46","158","享年17","0","4","","ゾンビ","サガを救うアイドルゾンビ"
"136201","10","黒沢ともよ","O","？？？","ナーナ","巣ごもり、昼寝","","53","152","16","0","2","","妖魔人","落ちこぼれでもめげない、アルミラージ娘"
"136301","2","鬼頭明里","A","レイジ・レギオン","ミソラ（クリスマス）","特に無し","","??","159","16","0","7","19","ヒューマン","明朗快活、なれど破滅に流るる溌溂少女"
"136401","5","種田梨沙","O","トゥインクルウィッシュ","ユイ（クリスマス）","料理、人間観察","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","47","158","17","0","4","2","ヒューマン","戦闘のサポートが得意な、心優しい少女"
"136501","24","生天目仁美","O","ラビリンス","シズル（ニューイヤー）","家事全般","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","54","168","18","0","10","3","ヒューマン","お姉ちゃんがお世話してあげるからねっ！"
"136901","8","飯田ヒカル","青","？？？","ルルィ","タコ料理、潮干狩り、ひとりじゃんけん","","??","148","13(?)","0","10","","？？？","がんばりましゅ！　うじゅうじゅタコ娘"
"137101","31","佐藤聡美","O","ヴァイスフリューゲル　ランドソル支部","ニノン（サマー）","忍法開発","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","51","163","16","0","8","15","ヒューマン","トーゴクの神秘、オシエテクダサイ！"
"137401","3","水瀬いのり","AB","自警団（カォン）","カスミ（シスター）","読書、推理","","41","152","15","0","11","10","獣人族","頭脳明晰な美少女名探偵"
"137601","11","伊藤美来","B","美食殿","コッコロ（嚮導幼君）","瞑想、動植物の飼育","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","48","164","11","0","5","1","エルフ","主を想い、“進化”したガイド役"
"137901","25","阿澄佳奈","A","ラビリンス","リノ（ニューイヤー）","お裁縫","覚えていないと思うんですけど…\n私は妹なんですよ！\nだからお兄ちゃんって呼んでいいですか？","44","156","15","0","8","3","ヒューマン","人懐っこくてマシンガントークな妹系少女"
"138001","21","長縄まりあ","A","？？？","ヴァイオレット（イサナミ）","香水集め、物語を読むこと","","49","158","17","0","2","","ヒューマン","冥府に咲くアンデッド系プリンセス"
"138101","17","河瀬茉希","?","？？？","ライラエル（パルフェクト）","昼寝、新作スイーツの試食","","??","162","??","0","1","","天使族","優しさと傲慢さを併せ持つプリンセス"
"138201","31","大久保瑠美","?","？？？","ネフィ＝ネラ（鬼面仏心）","おままごと、人間観察","","??","139","??","0","12","","妖魔人","万魔の頂点、煉獄の媛君"
"138301","31","M・A・O","O","美食殿","ペコリーヌ（アストライア）","食べ歩き、料理","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","46","156","17","0","3","1","ヒューマン","いつも元気な腹ペコ少女"
"138701","30","石見舞菜香","A","バンディ・シスターズ","ワカナ（ウィンター）","編み物","","45","158","16","0","5","21","ヒューマン","大変だけど元気です。盗賊ギルドの次女"
"138801","3","小清水亜美","A","牧場（エリザベスパーク）","シオリ（ウィンター）","読書、お散歩","ゴホッ、ゴホッ…か、身体は弱いけど、\nせめて気持ちだけでも前向きに…！\nあっ、でもダメ…立ちくらみが…","40","153","14","0","11","11","獣人族","読書が趣味の病弱少女"
"138901","31","富田美憂","AB","？？？","グレイス（バニー）","水墨画","","0","166","21","0","10","","ヒューマン","怜悧で幽愁、オバケでオトボケな守護騎士"
"139001","2","小倉唯","A","リトルリリカル","キョウカ（ゴシック）","お勉強","","21","118","8","0","2","5","エルフ","礼儀正しくしっかり者のちびっ子優等生"
"139101","2","立花理香","A","美食殿","キャル（覇瞳天星）","猫と遊ぶ","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","39","152","14","0","9","1","獣人族","行き倒れの謎のネコミミ魔法使い"
"139201","23","渕上舞","A","？？？","ミホ（ガルパン）","ぬいぐるみを集めること","","??","158","16","0","10","","ヒューマン","戦車道の乙女は、友達想いの魔法使い"
"139301","1","田中理恵","A","？？？","マホ（ガルパン）","チェス","","??","163","18","0","7","","獣人族","獣の姿、鋼の心。蹂躙するは王者の弓"
"139401","6","生天目仁美","AB","？？？","エリカ（ガルパン）","ボクササイズ","","??","159","16","0","3","","エルフ","戦局を切り拓くエルフの双剣使い"
"139501","29","鈴木みのり","A","アルターメイデン","リリ（ヴァルキュリア）","華道、読書（古典）、トーゴク画","","44","154","15","0","4","20","ヒューマン","贖罪を胸に強さを求める妹系大和撫子"
"139601","1","前田佳織里","O","アルターメイデン","クリア（ヴァルキュリア）","お菓子作り、花の世話、バイオリン演奏","","42","147","13","0","11","20","ヒューマン","忘れ難い罪過を抱える、黒き翼の聖女"
"139701","1","高尾奏音","O","アルターメイデン","プレシア（ヴァルキュリア）","ごはんをたべること","","34","135","10","0","3","20","獣人族","正義の魂を受け継ぐ、爆食系天然天才娘"
"180101","27","東山奈央","A","トゥインクルウィッシュ","ヒヨリ（プリンセス）","人助け、応援","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","44","155","16","0","8","2","獣人族","人助けが大好き！　前向き格闘娘"
"180201","5","種田梨沙","O","トゥインクルウィッシュ","ユイ（プリンセス）","料理、人間観察","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","47","158","17","0","4","2","ヒューマン","戦闘のサポートが得意な、心優しい少女"
"180301","12","早見沙織","B","トゥインクルウィッシュ","レイ（プリンセス）","読書、乗馬、お茶","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","46","163","18","0","1","2","魔族","クールで何事にも真っ直ぐな剣士"
"180401","31","M・A・O","O","美食殿","ぺコリーヌ（プリンセス）","食べ歩き、料理","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","46","156","17","0","3","1","ヒューマン","いつも元気な腹ペコ少女"
"180501","11","伊藤美来","B","美食殿","コッコロ（プリンセス）","瞑想、動植物の飼育","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","35","140","11","0","5","1","エルフ","主を慕う、小さなガイド役"
"180601","2","立花理香","A","美食殿","キャル（プリンセス）","猫と遊ぶ","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","39","152","14","0","9","1","獣人族","行き倒れの謎のネコミミ魔法使い"
"180701","-","大橋彩香、小清水亜美","-","フォレスティエ、牧場（エリザベスパーク）","ハツネ＆シオリ","二人でピクニックに行くこと","","-","-","-","0","-","500","エルフ、獣人族","絆でつながる信愛の姉妹"
"180801","-","諸星すみれ、日高里菜、小倉唯","-","リトルリリカル","ミソギ＆ミミ＆キョウカ","みんなで冒険すること","","-","-","-","0","-","5","ヒューマン、獣人族、エルフ","勇気！　友情！　リリカルズ！"
"180901","-","松嵜麗、堀江由衣","-","メルクリウス財団、サレンディア救護院","アキノ＆サレン","切磋琢磨","","-","-","-","0","-","501","ヒューマン、エルフ","気高き友情で結ばれた好敵手"
"181001","-","日笠陽子、福原綾香","-","？？？","アン＆グレア","一緒にピアノを連弾すること","","-","-","-","0","-","","ヒューマン、半人半竜","約束を誓い合うマナリアの双姫"
"181101","-","生天目仁美、阿澄佳奈","-","ラビリンス","シズル＆リノ","弟を愛でること＆兄に甘えること","","-","-","-","0","-","3","ヒューマン、ヒューマン","真実も偽りも超えるきょうだい"
"181201","14","近藤玲奈","B","美食殿","シェフィ（プリンセス）","読書、ストレッチ","","???","147","14","0","12","1","ドラゴン族","記憶喪失のドラゴン娘"
"427101","-","-","-","-","ドクロ親父","-","","-","-","-","0","-","","-","美女と娘が大好き♪　ろくでなし骸骨男"
"900103","27","東山奈央","A","トゥインクルウィッシュ","ヒヨリ","人助け、応援","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","44","155","16","0","8","2","獣人族","人助けが大好き！　前向き格闘娘"
"906601","29","藤田茜","AB","ドラゴンズネスト","イノリ","ゲーム","","???","145","13","0","9","17","ドラゴン族","口が達者なヘタレドラゴン"
"928801","12","早見沙織","B","トゥインクルウィッシュ","レイ（アストラル）","読書、乗馬、お茶","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","46","163","18","0","1","17","魔族","クールで何事にも真っ直ぐな剣士"
