a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a
"31096","71074028","2","1","10074050"
"31096","71074029","2","2","10074051"
"31096","71074030","2","2","10074052"
"31096","71074031","2","4","10074053"
"31096","71074032","2","10","10074054"
"31096","81074001","2","2","10074055"
"91002","81074001","8","30","10074056"
"31096","81074002","2","2","10074057"
"91002","81074002","8","30","10074058"
"60732","81074003","2","200","10074059"
"94002","81074003","12","60000","10074060"
"60732","81074004","2","200","10074061"
"94002","81074004","12","60000","10074062"
"31096","81074005","2","2","10074063"
"91002","81074005","8","30","10074064"
"91002","81074006","8","100","10074065"
"60742","61075001","2","5","10075001"
"60742","61075002","2","5","10075002"
"91002","71075001","8","30","10075003"
"22002","71075001","2","1","10075004"
"91002","71075002","8","30","10075005"
"22002","71075002","2","1","10075006"
"91002","71075003","8","30","10075007"
"22002","71075003","2","1","10075008"
"91002","71075004","8","30","10075009"
"22002","71075004","2","1","10075010"
"91002","71075005","8","30","10075011"
"22002","71075005","2","1","10075012"
"91002","71075006","8","30","10075013"
"22002","71075006","2","1","10075014"
"91002","71075007","8","30","10075015"
"22002","71075007","2","1","10075016"
"91002","71075008","8","30","10075017"
"22002","71075008","2","1","10075018"
"91002","71075009","8","30","10075019"
"22002","71075009","2","1","10075020"
"91002","71075010","8","30","10075021"
"22002","71075010","2","1","10075022"
"91002","71075011","8","30","10075023"
"22002","71075011","2","1","10075024"
"91002","71075012","8","30","10075025"
"22002","71075012","2","1","10075026"
"91002","71075013","8","30","10075027"
"22002","71075013","2","1","10075028"
"91002","71075014","8","30","10075029"
"22002","71075014","2","1","10075030"
"91002","71075015","8","30","10075031"
"22002","71075015","2","1","10075032"
"91002","71075016","8","60","10075033"
"22002","71075016","2","2","10075034"
"91002","71075017","8","60","10075035"
"22002","71075017","2","2","10075036"
"91002","71075018","8","60","10075037"
"22002","71075018","2","2","10075038"
"91002","71075019","8","60","10075039"
"22002","71075019","2","2","10075040"
"91002","71075020","8","60","10075041"
"22002","71075020","2","2","10075042"
"94002","71075021","12","50000","10075043"
"94002","71075022","12","100000","10075044"
"94002","71075023","12","150000","10075045"
"94002","71075024","12","200000","10075046"
"91002","71075025","8","50","10075047"
"31016","71075026","2","1","10075048"
"31016","71075027","2","1","10075049"
"31016","71075028","2","1","10075050"
"31016","71075029","2","1","10075051"
"31016","71075030","2","1","10075052"
"31016","71075031","2","4","10075053"
"60742","81075001","2","50","10075054"
"94002","81075001","12","30000","10075055"
"60742","81075002","2","50","10075056"
"94002","81075002","12","30000","10075057"
"31016","81075003","2","1","10075058"
"91002","81075003","8","25","10075059"
"31016","81075004","2","1","10075060"
"91002","81075004","8","25","10075061"
"60742","81075005","2","50","10075062"
"94002","81075005","12","30000","10075063"
"60742","81075006","2","50","10075064"
"94002","81075006","12","30000","10075065"
"31016","81075007","2","1","10075066"
"91002","81075007","8","25","10075067"
"91002","81075008","8","50","10075068"
"60752","61076001","2","5","10076001"
"60752","61076002","2","5","10076002"
"91002","71076001","8","30","10076003"
"22002","71076001","2","1","10076004"
"91002","71076002","8","30","10076005"
"22002","71076002","2","1","10076006"
"91002","71076003","8","30","10076007"
"22002","71076003","2","1","10076008"
"91002","71076004","8","30","10076009"
"22002","71076004","2","1","10076010"
"91002","71076005","8","30","10076011"
"22002","71076005","2","1","10076012"
"91002","71076006","8","30","10076013"
"22002","71076006","2","1","10076014"
"91002","71076007","8","30","10076015"
"22002","71076007","2","1","10076016"
"91002","71076008","8","30","10076017"
"22002","71076008","2","1","10076018"
"91002","71076009","8","30","10076019"
"22002","71076009","2","1","10076020"
"91002","71076010","8","30","10076021"
"22002","71076010","2","1","10076022"
"91002","71076011","8","30","10076023"
"22002","71076011","2","1","10076024"
"91002","71076012","8","30","10076025"
"22002","71076012","2","1","10076026"
"91002","71076013","8","30","10076027"
"22002","71076013","2","1","10076028"
"91002","71076014","8","30","10076029"
"22002","71076014","2","1","10076030"
"91002","71076015","8","30","10076031"
"22002","71076015","2","1","10076032"
"91002","71076016","8","60","10076033"
"22002","71076016","2","2","10076034"
"91002","71076017","8","60","10076035"
"22002","71076017","2","2","10076036"
"91002","71076018","8","60","10076037"
"22002","71076018","2","2","10076038"
"91002","71076019","8","60","10076039"
"22002","71076019","2","2","10076040"
"91002","71076020","8","60","10076041"
"22002","71076020","2","2","10076042"
"94002","71076021","12","50000","10076043"
"94002","71076022","12","100000","10076044"
"94002","71076023","12","150000","10076045"
"94002","71076024","12","200000","10076046"
"94002","71076025","12","250000","10076047"
"91002","71076026","8","50","10076048"
"31178","71076027","2","1","10076049"
"31178","71076028","2","1","10076050"
"31178","71076029","2","2","10076051"
"31178","71076030","2","2","10076052"
"31178","71076031","2","4","10076053"
"117801","71076032","1","1","10076054"
"31178","71076033","2","10","10076055"
"31178","81076001","2","2","10076056"
"91002","81076001","8","30","10076057"
"60752","81076002","2","100","10076058"
"94002","81076002","12","30000","10076059"
"60752","81076003","2","100","10076060"
"94002","81076003","12","30000","10076061"
"31178","81076004","2","2","10076062"
"91002","81076004","8","30","10076063"
"60752","81076005","2","100","10076064"
"94002","81076005","12","30000","10076065"
"60752","81076006","2","100","10076066"
"94002","81076006","12","30000","10076067"
"31178","81076007","2","2","10076068"
"91002","81076007","8","30","10076069"
"91002","81076008","8","100","10076070"
"60762","61077001","2","5","10077001"
"60762","61077002","2","5","10077002"
"91002","71077001","8","30","10077003"
"22002","71077001","2","1","10077004"
"91002","71077002","8","30","10077005"
"22002","71077002","2","1","10077006"
"91002","71077003","8","30","10077007"
"22002","71077003","2","1","10077008"
"91002","71077004","8","30","10077009"
"22002","71077004","2","1","10077010"
"91002","71077005","8","30","10077011"
"22002","71077005","2","1","10077012"
"91002","71077006","8","30","10077013"
"22002","71077006","2","1","10077014"
"91002","71077007","8","30","10077015"
"22002","71077007","2","1","10077016"
"91002","71077008","8","30","10077017"
"22002","71077008","2","1","10077018"
"91002","71077009","8","30","10077019"
"22002","71077009","2","1","10077020"
"91002","71077010","8","30","10077021"
"22002","71077010","2","1","10077022"
"91002","71077011","8","30","10077023"
"22002","71077011","2","1","10077024"
"91002","71077012","8","30","10077025"
"22002","71077012","2","1","10077026"
"91002","71077013","8","30","10077027"
"22002","71077013","2","1","10077028"
"91002","71077014","8","30","10077029"
"22002","71077014","2","1","10077030"
"91002","71077015","8","30","10077031"
"22002","71077015","2","1","10077032"
"91002","71077016","8","60","10077033"
"22002","71077016","2","2","10077034"
"91002","71077017","8","60","10077035"
"22002","71077017","2","2","10077036"
"91002","71077018","8","60","10077037"
"22002","71077018","2","2","10077038"
"91002","71077019","8","60","10077039"
"22002","71077019","2","2","10077040"
"91002","71077020","8","60","10077041"
"22002","71077020","2","2","10077042"
"94002","71077021","12","50000","10077043"
"94002","71077022","12","100000","10077044"
"94002","71077023","12","150000","10077045"
"94002","71077024","12","200000","10077046"
"91002","71077025","8","50","10077047"
"31141","71077026","2","1","10077048"
"31141","71077027","2","1","10077049"
"31141","71077028","2","1","10077050"
"31141","71077029","2","1","10077051"
"31141","71077030","2","1","10077052"
"114101","71077031","1","1","10077053"
"31141","71077032","2","4","10077054"
"31141","81077001","2","1","10077055"
"91002","81077001","8","25","10077056"
"60762","81077002","2","50","10077057"
"94002","81077002","12","30000","10077058"
"60762","81077003","2","50","10077059"
"94002","81077003","12","30000","10077060"
"31141","81077004","2","1","10077061"
"91002","81077004","8","25","10077062"
"60762","81077005","2","50","10077063"
"94002","81077005","12","30000","10077064"
"60762","81077006","2","50","10077065"
"94002","81077006","12","30000","10077066"
"31141","81077007","2","1","10077067"
"91002","81077007","8","25","10077068"
"91002","81077008","8","50","10077069"
"60772","61078001","2","5","10078001"
"60772","61078002","2","5","10078002"
"91002","71078001","8","30","10078003"
"22002","71078001","2","1","10078004"
"91002","71078002","8","30","10078005"
"22002","71078002","2","1","10078006"
"91002","71078003","8","30","10078007"
"22002","71078003","2","1","10078008"
"91002","71078004","8","30","10078009"
"22002","71078004","2","1","10078010"
"91002","71078005","8","30","10078011"
"22002","71078005","2","1","10078012"
"91002","71078006","8","30","10078013"
"22002","71078006","2","1","10078014"
"91002","71078007","8","30","10078015"
"22002","71078007","2","1","10078016"
"91002","71078008","8","30","10078017"
"22002","71078008","2","1","10078018"
"91002","71078009","8","30","10078019"
"22002","71078009","2","1","10078020"
"91002","71078010","8","30","10078021"
"22002","71078010","2","1","10078022"
"91002","71078011","8","30","10078023"
"22002","71078011","2","1","10078024"
"91002","71078012","8","30","10078025"
"22002","71078012","2","1","10078026"
"91002","71078013","8","30","10078027"
"22002","71078013","2","1","10078028"
"91002","71078014","8","30","10078029"
"22002","71078014","2","1","10078030"
"91002","71078015","8","30","10078031"
"22002","71078015","2","1","10078032"
"91002","71078016","8","60","10078033"
"22002","71078016","2","2","10078034"
"91002","71078017","8","60","10078035"
"22002","71078017","2","2","10078036"
"91002","71078018","8","60","10078037"
"22002","71078018","2","2","10078038"
"91002","71078019","8","60","10078039"
"22002","71078019","2","2","10078040"
"91002","71078020","8","60","10078041"
"22002","71078020","2","2","10078042"
"94002","71078021","12","50000","10078043"
"94002","71078022","12","100000","10078044"
"94002","71078023","12","150000","10078045"
"94002","71078024","12","200000","10078046"
"94002","71078025","12","250000","10078047"
"91002","71078026","8","50","10078048"
"31053","71078027","2","1","10078049"
"31053","71078028","2","1","10078050"
"31053","71078029","2","2","10078051"
"31053","71078030","2","2","10078052"
"31053","71078031","2","4","10078053"
"31053","71078032","2","10","10078054"
"60772","81078001","2","100","10078055"
"94002","81078001","12","30000","10078056"
"60772","81078002","2","100","10078057"
"94002","81078002","12","30000","10078058"
"31053","81078003","2","2","10078059"
"91002","81078003","8","30","10078060"
"31053","81078004","2","2","10078061"
"91002","81078004","8","30","10078062"
"60772","81078005","2","100","10078063"
"94002","81078005","12","30000","10078064"
"60772","81078006","2","100","10078065"
"94002","81078006","12","30000","10078066"
"31053","81078007","2","2","10078067"
"91002","81078007","8","30","10078068"
"91002","81078008","8","100","10078069"
"60782","61079001","2","5","10079001"
"60782","61079002","2","5","10079002"
"91002","71079001","8","30","10079003"
"22002","71079001","2","1","10079004"
"91002","71079002","8","30","10079005"
"22002","71079002","2","1","10079006"
"91002","71079003","8","30","10079007"
"22002","71079003","2","1","10079008"
"91002","71079004","8","30","10079009"
"22002","71079004","2","1","10079010"
"91002","71079005","8","30","10079011"
"22002","71079005","2","1","10079012"
"91002","71079006","8","30","10079013"
"22002","71079006","2","1","10079014"
"91002","71079007","8","30","10079015"
"22002","71079007","2","1","10079016"
"91002","71079008","8","30","10079017"
"22002","71079008","2","1","10079018"
"91002","71079009","8","30","10079019"
"22002","71079009","2","1","10079020"
"91002","71079010","8","30","10079021"
"22002","71079010","2","1","10079022"
"91002","71079011","8","30","10079023"
"22002","71079011","2","1","10079024"
"91002","71079012","8","30","10079025"
"22002","71079012","2","1","10079026"
"91002","71079013","8","30","10079027"
"22002","71079013","2","1","10079028"
"91002","71079014","8","30","10079029"
"22002","71079014","2","1","10079030"
"91002","71079015","8","30","10079031"
"22002","71079015","2","1","10079032"
"91002","71079016","8","60","10079033"
"22002","71079016","2","2","10079034"
"91002","71079017","8","60","10079035"
"22002","71079017","2","2","10079036"
"91002","71079018","8","60","10079037"
"22002","71079018","2","2","10079038"
"91002","71079019","8","60","10079039"
"22002","71079019","2","2","10079040"
"91002","71079020","8","60","10079041"
"22002","71079020","2","2","10079042"
"94002","71079021","12","50000","10079043"
"94002","71079022","12","100000","10079044"
"94002","71079023","12","150000","10079045"
"94002","71079024","12","200000","10079046"
"91002","71079025","8","50","10079047"
"31014","71079026","2","1","10079048"
"31014","71079027","2","1","10079049"
"31014","71079028","2","1","10079050"
"31014","71079029","2","1","10079051"
"31014","71079030","2","1","10079052"
"31014","71079031","2","4","10079053"
"60782","81079001","2","30","10079054"
"94002","81079001","12","20000","10079055"
"60782","81079002","2","30","10079056"
"94002","81079002","12","20000","10079057"
"31014","81079003","2","1","10079058"
"91002","81079003","8","25","10079059"
"60782","81079004","2","30","10079060"
"94002","81079004","12","20000","10079061"
"60782","81079005","2","30","10079062"
"94002","81079005","12","20000","10079063"
"31014","81079006","2","1","10079064"
"91002","81079006","8","25","10079065"
"60782","81079007","2","40","10079066"
"94002","81079007","12","20000","10079067"
"60782","81079008","2","40","10079068"
"94002","81079008","12","20000","10079069"
"31014","81079009","2","1","10079070"
"91002","81079009","8","25","10079071"
"91002","81079010","8","50","10079072"
"2801","71079032","7","1","10079073"
"2802","71079033","7","1","10079074"
"60792","61080001","2","5","10080001"
"60793","61080001","2","50","10080002"
"60792","61080002","2","5","10080003"
"60793","61080002","2","50","10080004"
"91002","71080001","8","30","10080005"
"22002","71080001","2","1","10080006"
"91002","71080002","8","30","10080007"
"22002","71080002","2","1","10080008"
"91002","71080003","8","30","10080009"
"22002","71080003","2","1","10080010"
"91002","71080004","8","30","10080011"
"22002","71080004","2","1","10080012"
"91002","71080005","8","30","10080013"
"22002","71080005","2","1","10080014"
"91002","71080006","8","30","10080015"
"22002","71080006","2","1","10080016"
"91002","71080007","8","30","10080017"
"22002","71080007","2","1","10080018"
"91002","71080008","8","30","10080019"
"22002","71080008","2","1","10080020"
"91002","71080009","8","30","10080021"
"22002","71080009","2","1","10080022"
"91002","71080010","8","30","10080023"
"22002","71080010","2","1","10080024"
"91002","71080011","8","30","10080025"
"22002","71080011","2","1","10080026"
"91002","71080012","8","30","10080027"
"22002","71080012","2","1","10080028"
"91002","71080013","8","30","10080029"
"22002","71080013","2","1","10080030"
"91002","71080014","8","30","10080031"
"22002","71080014","2","1","10080032"
"91002","71080015","8","30","10080033"
"22002","71080015","2","1","10080034"
"91002","71080016","8","60","10080035"
"22002","71080016","2","2","10080036"
"91002","71080017","8","60","10080037"
"22002","71080017","2","2","10080038"
"91002","71080018","8","60","10080039"
"22002","71080018","2","2","10080040"
"91002","71080019","8","60","10080041"
"22002","71080019","2","2","10080042"
"91002","71080020","8","60","10080043"
"22002","71080020","2","2","10080044"
"94002","71080021","12","50000","10080045"
"94002","71080022","12","100000","10080046"
"94002","71080023","12","150000","10080047"
"94002","71080024","12","200000","10080048"
"94002","71080025","12","250000","10080049"
"91002","71080026","8","50","10080050"
"31192","71080027","2","1","10080051"
"31192","71080028","2","1","10080052"
"31192","71080029","2","2","10080053"
"31192","71080030","2","2","10080054"
"31192","71080031","2","4","10080055"
"119201","71080032","1","1","10080056"
"31192","71080033","2","10","10080057"
"31192","81080001","2","2","10080058"
"91002","81080001","8","30","10080059"
"60792","81080002","2","100","10080060"
"94002","81080002","12","30000","10080061"
"60792","81080003","2","100","10080062"
"94002","81080003","12","30000","10080063"
"31192","81080004","2","2","10080064"
"91002","81080004","8","30","10080065"
"60792","81080005","2","100","10080066"
"94002","81080005","12","30000","10080067"
"60792","81080006","2","100","10080068"
"94002","81080006","12","30000","10080069"
"31192","81080007","2","2","10080070"
"91002","81080007","8","30","10080071"
"91002","81080008","8","100","10080072"
"60802","61081001","2","5","10081001"
"60802","61081002","2","5","10081002"
"91002","71081001","8","30","10081003"
"22002","71081001","2","1","10081004"
"91002","71081002","8","30","10081005"
"22002","71081002","2","1","10081006"
"91002","71081003","8","30","10081007"
"22002","71081003","2","1","10081008"
"91002","71081004","8","30","10081009"
"22002","71081004","2","1","10081010"
"91002","71081005","8","30","10081011"
"22002","71081005","2","1","10081012"
"91002","71081006","8","30","10081013"
"22002","71081006","2","1","10081014"
"91002","71081007","8","30","10081015"
"22002","71081007","2","1","10081016"
"91002","71081008","8","30","10081017"
"22002","71081008","2","1","10081018"
"91002","71081009","8","30","10081019"
"22002","71081009","2","1","10081020"
"91002","71081010","8","30","10081021"
"22002","71081010","2","1","10081022"
"91002","71081011","8","30","10081023"
"22002","71081011","2","1","10081024"
"91002","71081012","8","30","10081025"
"22002","71081012","2","1","10081026"
"91002","71081013","8","30","10081027"
"22002","71081013","2","1","10081028"
"91002","71081014","8","30","10081029"
"22002","71081014","2","1","10081030"
"91002","71081015","8","30","10081031"
"22002","71081015","2","1","10081032"
"91002","71081016","8","60","10081033"
"22002","71081016","2","2","10081034"
"91002","71081017","8","60","10081035"
"22002","71081017","2","2","10081036"
"91002","71081018","8","60","10081037"
"22002","71081018","2","2","10081038"
"91002","71081019","8","60","10081039"
"22002","71081019","2","2","10081040"
"91002","71081020","8","60","10081041"
"22002","71081020","2","2","10081042"
"94002","71081021","12","50000","10081043"
"94002","71081022","12","100000","10081044"
"94002","71081023","12","150000","10081045"
"94002","71081024","12","200000","10081046"
"94002","71081025","12","250000","10081047"
"91002","71081026","8","50","10081048"
"31146","71081027","2","1","10081049"
"31146","71081028","2","1","10081050"
"31146","71081029","2","1","10081051"
"31146","71081030","2","1","10081052"
"31146","71081031","2","1","10081053"
"31146","71081032","2","4","10081054"
"114601","71081033","1","1","10081055"
"60802","81081001","2","50","10081056"
"94002","81081001","12","30000","10081057"
"60802","81081002","2","50","10081058"
"94002","81081002","12","30000","10081059"
"31146","81081003","2","1","10081060"
"91002","81081003","8","25","10081061"
"31146","81081004","2","1","10081062"
"91002","81081004","8","25","10081063"
"60802","81081005","2","50","10081064"
"94002","81081005","12","30000","10081065"
"60802","81081006","2","50","10081066"
"94002","81081006","12","30000","10081067"
"31146","81081007","2","1","10081068"
"91002","81081007","8","25","10081069"
"91002","81081008","8","50","10081070"
"60812","61082001","2","5","10082001"
"60812","61082002","2","5","10082002"
"91002","71082001","8","30","10082003"
"22002","71082001","2","1","10082004"
"91002","71082002","8","30","10082005"
"22002","71082002","2","1","10082006"
"91002","71082003","8","30","10082007"
"22002","71082003","2","1","10082008"
"91002","71082004","8","30","10082009"
"22002","71082004","2","1","10082010"
"91002","71082005","8","30","10082011"
"22002","71082005","2","1","10082012"
"91002","71082006","8","30","10082013"
"22002","71082006","2","1","10082014"
"91002","71082007","8","30","10082015"
"22002","71082007","2","1","10082016"
"91002","71082008","8","30","10082017"
"22002","71082008","2","1","10082018"
"91002","71082009","8","30","10082019"
"22002","71082009","2","1","10082020"
"91002","71082010","8","30","10082021"
"22002","71082010","2","1","10082022"
"91002","71082011","8","30","10082023"
"22002","71082011","2","1","10082024"
"91002","71082012","8","30","10082025"
"22002","71082012","2","1","10082026"
"91002","71082013","8","30","10082027"
"22002","71082013","2","1","10082028"
"91002","71082014","8","30","10082029"
"22002","71082014","2","1","10082030"
"91002","71082015","8","30","10082031"
"22002","71082015","2","1","10082032"
"91002","71082016","8","60","10082033"
"22002","71082016","2","2","10082034"
"91002","71082017","8","60","10082035"
"22002","71082017","2","2","10082036"
"91002","71082018","8","60","10082037"
"22002","71082018","2","2","10082038"
"91002","71082019","8","60","10082039"
"22002","71082019","2","2","10082040"
"91002","71082020","8","60","10082041"
"22002","71082020","2","2","10082042"
"94002","71082021","12","50000","10082043"
"94002","71082022","12","100000","10082044"
"94002","71082023","12","150000","10082045"
"94002","71082024","12","200000","10082046"
"94002","71082025","12","250000","10082047"
"91002","71082026","8","50","10082048"
"31208","71082027","2","1","10082049"
"31208","71082028","2","1","10082050"
"31208","71082029","2","2","10082051"
"31208","71082030","2","2","10082052"
"31208","71082031","2","4","10082053"
"120801","71082032","1","1","10082054"
"31208","71082033","2","10","10082055"
"31208","81082001","2","2","10082056"
"91002","81082001","8","30","10082057"
"60812","81082002","2","100","10082058"
"94002","81082002","12","30000","10082059"
"60812","81082003","2","100","10082060"
"94002","81082003","12","30000","10082061"
"31208","81082004","2","2","10082062"
"91002","81082004","8","30","10082063"
"60812","81082005","2","100","10082064"
"94002","81082005","12","30000","10082065"
"60812","81082006","2","100","10082066"
"94002","81082006","12","30000","10082067"
"31208","81082007","2","2","10082068"
"91002","81082007","8","30","10082069"
"91002","81082008","8","100","10082070"
"60822","61083001","2","5","10083001"
"60822","61083002","2","5","10083002"
"91002","71083001","8","30","10083003"
"22002","71083001","2","1","10083004"
"91002","71083002","8","30","10083005"
"22002","71083002","2","1","10083006"
"91002","71083003","8","30","10083007"
"22002","71083003","2","1","10083008"
"91002","71083004","8","30","10083009"
"22002","71083004","2","1","10083010"
"91002","71083005","8","30","10083011"
"22002","71083005","2","1","10083012"
"91002","71083006","8","30","10083013"
"22002","71083006","2","1","10083014"
"91002","71083007","8","30","10083015"
"22002","71083007","2","1","10083016"
"91002","71083008","8","30","10083017"
"22002","71083008","2","1","10083018"
"91002","71083009","8","30","10083019"
"22002","71083009","2","1","10083020"
"91002","71083010","8","30","10083021"
"22002","71083010","2","1","10083022"
"91002","71083011","8","30","10083023"
"22002","71083011","2","1","10083024"
"91002","71083012","8","30","10083025"
"22002","71083012","2","1","10083026"
"91002","71083013","8","30","10083027"
"22002","71083013","2","1","10083028"
"91002","71083014","8","30","10083029"
"22002","71083014","2","1","10083030"
"91002","71083015","8","30","10083031"
"22002","71083015","2","1","10083032"
"91002","71083016","8","60","10083033"
"22002","71083016","2","2","10083034"
"91002","71083017","8","60","10083035"
"22002","71083017","2","2","10083036"
"91002","71083018","8","60","10083037"
"22002","71083018","2","2","10083038"
"91002","71083019","8","60","10083039"
"22002","71083019","2","2","10083040"
"91002","71083020","8","60","10083041"
"22002","71083020","2","2","10083042"
"94002","71083021","12","50000","10083043"
"94002","71083022","12","100000","10083044"
"94002","71083023","12","150000","10083045"
"94002","71083024","12","200000","10083046"
"94002","71083025","12","250000","10083047"
"91002","71083026","8","50","10083048"
"31147","71083027","2","1","10083049"
"31147","71083028","2","1","10083050"
"31147","71083029","2","1","10083051"
"31147","71083030","2","1","10083052"
"31147","71083031","2","1","10083053"
"114701","71083032","1","1","10083054"
"31147","71083033","2","4","10083055"
"60822","81083001","2","30","10083056"
"94002","81083001","12","20000","10083057"
"60822","81083002","2","30","10083058"
"94002","81083002","12","20000","10083059"
"31147","81083003","2","1","10083060"
"91002","81083003","8","25","10083061"
"60822","81083004","2","30","10083062"
"94002","81083004","12","20000","10083063"
"60822","81083005","2","30","10083064"
"94002","81083005","12","20000","10083065"
"31147","81083006","2","1","10083066"
"91002","81083006","8","25","10083067"
"60822","81083007","2","40","10083068"
"94002","81083007","12","20000","10083069"
"60822","81083008","2","40","10083070"
"94002","81083008","12","20000","10083071"
"31147","81083009","2","1","10083072"
"91002","81083009","8","25","10083073"
"91002","81083010","8","50","10083074"
"60832","61084001","2","5","10084001"
"60832","61084002","2","5","10084002"
"91002","71084001","8","30","10084003"
"22002","71084001","2","1","10084004"
"91002","71084002","8","30","10084005"
"22002","71084002","2","1","10084006"
"91002","71084003","8","30","10084007"
"22002","71084003","2","1","10084008"
"91002","71084004","8","30","10084009"
"22002","71084004","2","1","10084010"
"91002","71084005","8","30","10084011"
"22002","71084005","2","1","10084012"
"91002","71084006","8","30","10084013"
"22002","71084006","2","1","10084014"
"91002","71084007","8","30","10084015"
"22002","71084007","2","1","10084016"
"91002","71084008","8","30","10084017"
"22002","71084008","2","1","10084018"
"91002","71084009","8","30","10084019"
"22002","71084009","2","1","10084020"
"91002","71084010","8","30","10084021"
"22002","71084010","2","1","10084022"
"91002","71084011","8","30","10084023"
"22002","71084011","2","1","10084024"
"91002","71084012","8","30","10084025"
"22002","71084012","2","1","10084026"
"91002","71084013","8","30","10084027"
"22002","71084013","2","1","10084028"
"91002","71084014","8","30","10084029"
"22002","71084014","2","1","10084030"
"91002","71084015","8","30","10084031"
"22002","71084015","2","1","10084032"
"91002","71084016","8","60","10084033"
"22002","71084016","2","2","10084034"
"91002","71084017","8","60","10084035"
"22002","71084017","2","2","10084036"
"91002","71084018","8","60","10084037"
"22002","71084018","2","2","10084038"
"91002","71084019","8","60","10084039"
"22002","71084019","2","2","10084040"
"91002","71084020","8","60","10084041"
"22002","71084020","2","2","10084042"
"94002","71084021","12","50000","10084043"
"94002","71084022","12","100000","10084044"
"94002","71084023","12","150000","10084045"
"94002","71084024","12","200000","10084046"
"94002","71084025","12","250000","10084047"
"91002","71084026","8","50","10084048"
"31059","71084027","2","1","10084049"
"31059","71084028","2","1","10084050"
"31059","71084029","2","2","10084051"
"31059","71084030","2","2","10084052"
"31059","71084031","2","4","10084053"
"31059","71084032","2","10","10084054"
"31059","81084001","2","2","10084055"
"91002","81084001","8","30","10084056"
"31059","81084002","2","2","10084057"
"91002","81084002","8","30","10084058"
"60832","81084003","2","200","10084059"
"94002","81084003","12","60000","10084060"
"60832","81084004","2","200","10084061"
"94002","81084004","12","60000","10084062"
"31059","81084005","2","2","10084063"
"91002","81084005","8","30","10084064"
"91002","81084006","8","100","10084065"
"60842","61085001","2","5","10085001"
"60842","61085002","2","5","10085002"
"91002","71085001","8","30","10085003"
"22002","71085001","2","1","10085004"
"91002","71085002","8","30","10085005"
"22002","71085002","2","1","10085006"
"91002","71085003","8","30","10085007"
"22002","71085003","2","1","10085008"
"91002","71085004","8","30","10085009"
"22002","71085004","2","1","10085010"
"91002","71085005","8","30","10085011"
"22002","71085005","2","1","10085012"
"91002","71085006","8","30","10085013"
"22002","71085006","2","1","10085014"
"91002","71085007","8","30","10085015"
"22002","71085007","2","1","10085016"
"91002","71085008","8","30","10085017"
"22002","71085008","2","1","10085018"
"91002","71085009","8","30","10085019"
"22002","71085009","2","1","10085020"
"91002","71085010","8","30","10085021"
"22002","71085010","2","1","10085022"
"91002","71085011","8","30","10085023"
"22002","71085011","2","1","10085024"
"91002","71085012","8","30","10085025"
"22002","71085012","2","1","10085026"
"91002","71085013","8","30","10085027"
"22002","71085013","2","1","10085028"
"91002","71085014","8","30","10085029"
"22002","71085014","2","1","10085030"
"91002","71085015","8","30","10085031"
"22002","71085015","2","1","10085032"
"91002","71085016","8","60","10085033"
"22002","71085016","2","2","10085034"
"91002","71085017","8","60","10085035"
"22002","71085017","2","2","10085036"
"91002","71085018","8","60","10085037"
"22002","71085018","2","2","10085038"
"91002","71085019","8","60","10085039"
"22002","71085019","2","2","10085040"
"91002","71085020","8","60","10085041"
"22002","71085020","2","2","10085042"
"94002","71085021","12","50000","10085043"
"94002","71085022","12","100000","10085044"
"94002","71085023","12","150000","10085045"
"94002","71085024","12","200000","10085046"
"94002","71085025","12","250000","10085047"
"91002","71085026","8","50","10085048"
"31212","71085026","2","5","10085049"
"31212","71085027","2","10","10085050"
"31212","71085028","2","10","10085051"
"31212","71085029","2","15","10085052"
"31212","71085030","2","15","10085053"
"31212","71085031","2","15","10085054"
"121201","71085032","1","1","10085055"
"31212","71085033","2","10","10085056"
"31212","81085001","2","2","10085057"
"91002","81085001","8","30","10085058"
"60842","81085002","2","100","10085059"
"94002","81085002","12","30000","10085060"
"60842","81085003","2","100","10085061"
"94002","81085003","12","30000","10085062"
"31212","81085004","2","2","10085063"
"91002","81085004","8","30","10085064"
"60842","81085005","2","100","10085065"
"94002","81085005","12","30000","10085066"
"60842","81085006","2","100","10085067"
"94002","81085006","12","30000","10085068"
"31212","81085007","2","2","10085069"
"91002","81085007","8","30","10085070"
"91002","81085008","8","100","10085071"
"60852","61086001","2","5","10086001"
"60852","61086002","2","5","10086002"
"91002","71086001","8","30","10086003"
"22002","71086001","2","1","10086004"
"91002","71086002","8","30","10086005"
"22002","71086002","2","1","10086006"
"91002","71086003","8","30","10086007"
"22002","71086003","2","1","10086008"
"91002","71086004","8","30","10086009"
"22002","71086004","2","1","10086010"
"91002","71086005","8","30","10086011"
"22002","71086005","2","1","10086012"
"91002","71086006","8","30","10086013"
"22002","71086006","2","1","10086014"
"91002","71086007","8","30","10086015"
"22002","71086007","2","1","10086016"
"91002","71086008","8","30","10086017"
