a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040
"91","","","1007408","","","","0","","1007408158",""
"3","0","1","1007408","","0.2","","102511","mhp_talk_sad2","1007408159",""
"21","","0","1007408","","","","vo_mhp_1007408","vo_mhp_2116","1007408160","0"
"11","0","7","1007408","0.5","","0","102511","あの……先生？","1007408161","1"
"91","","","1007408","","","","0","","1007408162",""
"3","0","1","1007408","","0.2","","102511","mhp_idle_sad2","1007408163",""
"3","0","1","1007408","","0.2","","117531","mhp_talk_bitter","1007408164",""
"3","0","1","1007408","","0.2","","117631","mhp_sit_idle","1007408165",""
"21","","0","1007408","","","","vo_mhp_1007408","vo_mhp_2117","1007408166","0"
"11","0","6","1007408","0.5","0","0","117531","……今日の診察はここまでにしましょう\nまた後日来てちょうだい。","1007408167","1"
"91","","","1007408","","","","0","","1007408168",""
"22","","","1007408","","","","0","0","1007408169",""
"3","0","1","1007408","","0.2","","117531","mhp_idle_normal","1007408170",""
"93","","","1007408","","","","0.5","","1007408171",""
"12","","2","1007408","","0","0","102511","17","1007408172",""
"93","","","1007408","","","","0.5","","1007408173",""
"101","","","1007408","","","","1007408215","","1007408174",""
"3","","1","1007408","","0.2","","117531","mhp_sit_idle","1007408175",""
"3","0","0","1007408","","0.2","","102511","mhp_sit_out","1007408176",""
"91","","","1007408","","","","0","","1007408177",""
"3","","0","1007408","","0.2","","102511","mhp_suzume_stretch_in","1007408178",""
"21","","0","1007408","","","","vo_mhp_1007408","vo_mhp_2114","1007408179","0"
"11","0","5","1007408","0.5","-30","10","102511","いっちに、さんしあああ！\nか、体がこんがらがって……ひああ！","1007408180","1"
"93","","","1007408","","","","2.1","1","1007408181",""
"3","","1","1007408","","0.2","","102511","mhp_suzume_stretch_loop","1007408182",""
"93","","","1007408","","","","0.4","","1007408183",""
"23","","","1007408","","","","se_10031400","se_10031400_panic","1007408184",""
"93","","","1007408","","","","0.6","","1007408185",""
"3","","0","1007408","","0.2","","102511","mhp_suzume_stretch_out","1007408186",""
"91","","","1007408","","","","1007408180","","1007408187",""
"93","","","1007408","","","","0.4","","1007408188",""
"22","","","1007408","","","","0","0","1007408189",""
"93","","","1007408","","","","0.6","","1007408190",""
"3","0","1","1007408","","0.2","","117531","mhp_sit_talk_worry","1007408191",""
"21","","0","1007408","","","","vo_mhp_1007408","vo_mhp_2115","1007408192","0"
"11","0","7","1007408","0.5","30","0","117531","な、何をすればこうなるというの？","1007408193","1"
"91","","","1007408","","","","0","","1007408194",""
"3","","0","1007408","","0.2","","102511","mhp_suzume_fall_out","1007408195",""
"91","","","1007408","","","","0","","1007408196",""
"3","","0","1007408","","0.2","","102511","mhp_suzume_sit_in_sad","1007408197",""
"91","","","1007408","","","","0","","1007408198",""
"3","0","1","1007408","","0.2","","117531","mhp_sit_idle_sad","1007408199",""
"3","0","1","1007408","","0.2","","102511","mhp_sit_talk_sad2","1007408200",""
"21","","0","1007408","","","","vo_mhp_1007408","vo_mhp_2116","1007408201","0"
"11","0","7","1007408","0.5","","0","102511","あの……先生？","1007408202","1"
"91","","","1007408","","","","0","","1007408203",""
"3","0","1","1007408","","0.2","","102511","mhp_sit_idle_sad2","1007408204",""
"3","0","1","1007408","","0.2","","117531","mhp_sit_talk_bitter","1007408205",""
"21","","0","1007408","","","","vo_mhp_1007408","vo_mhp_2117","1007408206","0"
"11","0","6","1007408","0.5","0","0","117531","……今日の診察はここまでにしましょう\nまた後日来てちょうだい。","1007408207","1"
"91","","","1007408","","","","0","","1007408208",""
"22","","","1007408","","","","0","0","1007408209",""
"3","0","1","1007408","","0.2","","117531","mhp_sit_idle","1007408210",""
"3","0","0","1007408","","0.2","","102511","mhp_suzume_sit_out_sad2","1007408211",""
"93","","","1007408","","","","0.5","","1007408212",""
"12","","2","1007408","","0","0","102511","17","1007408213",""
"93","","","1007408","","","","0.5","","1007408214",""
"91","","","1007408","","","","0","","1007408215",""
"3","0","1","1007408","","0.2","","102511","mhp_suzume_walk_sad","1007408216",""
"4","","","1007408","","","","102511","1","1007408217",""
"2","0","-220","1007408","","","","102511","-1000","1007408218","5"
"93","","","1007408","","","","4","0","1007408219",""
"91","","","1007408","","","","0","","1007408220",""
"1","-200","100","1007409","mhp_idle_normal","1.7","0","1","102511","1007409001","-1000"
"1","-220","100","1007409","mhp_mitsuki_sit_idle_sad","1.7","1","1","117531","1007409002","185"
"1","-200","100","1007409","mhp_sit_idle","1.7","1","1","117631","1007409003","365"
"31","0.85","-240","1007409","","1","","1","1","1007409004","-154"
"31","1","0","1007409","","0","","10","110","1007409005","0"
"31","1","0","1007409","","0","","14","114","1007409006","0"
"31","1","0","1007409","","0","","22","122","1007409007","0"
"31","1","0","1007409","","0","","30","130","1007409008","0"
"5","-220","110","1007409","NoItem","1.7","0","1","11","1007409009","-200"
"5","-220","105","1007409","NoItem","1.7","0","1","12","1007409010","-200"
"5","-220","110","1007409","NoItem","1.7","1","1","21","1007409011","185"
"5","-220","105","1007409","NoItem","1.7","1","1","22","1007409012","185"
"6","0","1","1007409","","0","0","11","1","1007409013","1"
"6","0","1","1007409","","0","0","12","1","1007409014","1"
"6","0","1","1007409","","0","0","21","1","1007409015","1"
"6","0","1","1007409","","0","0","22","1","1007409016","1"
"91","","","1007409","","","","0","","1007409017",""
"3","","1","1007409","","0.2","","117531","mhp_mitsuki_sit_talk_sad","1007409018",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2201","1007409019","0"
"11","0","8","1007409","0.5","0","0","117531","スズメさん、どうぞー","1007409020","0"
"91","","","1007409","","","","0","","1007409021",""
"3","","1","1007409","","0.2","","117531","mhp_mitsuki_sit_idle_sad","1007409022",""
"3","","1","1007409","","0.2","","102511","mhp_walk_sad","1007409023",""
"2","0","-220","1007409","","","","102511","-200","1007409024","4"
"91","","","1007409","","","","0","","1007409025",""
"3","1","0","1007409","","0.2","0.2","102511","mhp_sit_in_sad","1007409026","mhp_sit_talk_sad"
"93","","","1007409","","","","1","","1007409027",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2202","1007409028","0"
"11","0","6","1007409","0.5","0","0","102511","こ、こんにちは……\nひっ、ミ、ミツキ先生、\nなんだか雰囲気が……","1007409029","1"
"91","","","1007409","","","","0","","1007409030",""
"3","","1","1007409","","0.2","","102511","mhp_sit_idle_sad","1007409031",""
"3","","1","1007409","","0.2","","117531","mhp_sit_talk_sad","1007409032",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2203","1007409033","0"
"11","0","6","1007409","0.5","0","0","117531","当然よ。考えうるあらゆる手を\n尽くしたけど、\nあなたのドジは治せなかった……","1007409034","1"
"91","","","1007409","","","","0","","1007409035",""
"3","","1","1007409","","0.2","","117531","mhp_sit_talk_wish","1007409036",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2204","1007409037","0"
"11","0","6","1007409","0.5","0","0","117531","だから、私は最終手段を使うわ。","1007409038","1"
"91","","","1007409","","","","0","","1007409039",""
"3","","1","1007409","","0.2","","117531","mhp_sit_idle_wish","1007409040",""
"3","","1","1007409","","0.2","","102511","mhp_sit_talk_sad","1007409041",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2205","1007409042","0"
"11","0","7","1007409","0.5","0","0","102511","さ、最終手段……？","1007409043","1"
"91","","","1007409","","","","0","","1007409044",""
"3","","1","1007409","","0.2","","102511","mhp_sit_idle_sad","1007409045",""
"3","","0","1007409","","0.2","","117531","mhp_sit_talk_guts","1007409046",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2206","1007409047","0"
"11","0","6","1007409","0.5","0","0","117531","そう、これは医者と患者……\nいいえ、私とスズメさんの\nプライドを賭けた戦いなの。","1007409048","1"
"93","","","1007409","","","","1","0","1007409049",""
"3","","1","1007409","","0.2","","117531","mhp_sit_idle_guts","1007409050",""
"93","","","1007409","","","","4.5","1","1007409051",""
"91","","","1007409","","","","1007409048","","1007409052",""
"3","","1","1007409","","0.2","","117631","mhp_sit_talk_sad","1007409053",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2207","1007409054","0"
"11","0","8","1007409","0.5","0","0","117631","そんなにシリアスになる話かな、これ？","1007409055","1"
"91","","","1007409","","","","0","","1007409056",""
"3","","1","1007409","","0.2","","117631","mhp_sit_idle","1007409057",""
"3","","1","1007409","","0.2","","117531","mhp_sit_talk_joy1","1007409058",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2208","1007409059","0"
"11","0","6","1007409","0.5","0","0","117531","さあ、いまこそこの目を解放するわ！\n覚悟しなさい！","1007409060","1"
"91","","","1007409","","","","0","","1007409061",""
"3","1","0","1007409","","0.2","0.2","117531","mhp_mitsuki_sit_kaihou_in","1007409062","mhp_mitsuki_sit_kaihou_loop"
"93","","","1007409","","","","1.5","0","1007409063",""
"32","1","","1007409","","1","","122","1","1007409064",""
"23","","","1007409","","","","se_10031400","se_10031400_flash","1007409065",""
"93","","","1007409","","","","0.5","0","1007409066",""
"3","","1","1007409","","0.2","","117531","mhp_sit_talk_thinking","1007409067",""
"3","","1","1007409","","0.2","","102511","mhp_sit_talk_surprise2","1007409068",""
"93","","","1007409","","","","1.5","0","1007409069",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2209","1007409070","0"
"11","0","4","1007409","0.5","0","0","102511","きゃあ！\nど、どうでした、か……","1007409071","1"
"91","","","1007409","","","","0","","1007409072",""
"3","","1","1007409","","0.2","","102511","mhp_sit_idle_sad","1007409073",""
"3","","1","1007409","","0.2","","117531","mhp_sit_talk_thinking","1007409074",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2210","1007409075","0"
"11","0","4","1007409","0.5","0","0","117531","ふ、ふふ……この目であなたの全てを\n見通したわ。でも、体は極めて健康で\n身体能力に異常もない。\n全くドジの原因が分からないわ……","1007409076","1"
"91","","","1007409","","","","0","","1007409077",""
"3","","1","1007409","","0.2","","117531","mhp_sit_talk_sad2","1007409078",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2211","1007409079","0"
"11","0","5","1007409","0.5","0","0","117531","これ以上は医学が踏み込めない\n禁忌の領域だわ。\n悔しいけど、お手上げね……","1007409080","1"
"91","","","1007409","","","","0","","1007409081",""
"3","","1","1007409","","0.2","","117531","mhp_sit_talk_worry","1007409082",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2212","1007409083","0"
"11","0","6","1007409","0.5","0","0","117531","辛いと思うけど、ドジという業と\nしっかり向き合い、強く生きてね。","1007409084","1"
"91","","","1007409","","","","0","","1007409085",""
"3","1","0","1007409","","0.2","0.2","102511","mhp_suzume_tohoho_in","1007409086","mhp_suzume_tohoho_loop"
"93","","","1007409","","","","1","0","1007409087",""
"32","1","","1007409","","","","110","1","1007409088",""
"33","1","-100","1007409","","","","110","-205","1007409089","0"
"33","1","-100","1007409","","","","114","-205","1007409090","0"
"93","","","1007409","","","","0.8","0","1007409091",""
"21","","0","1007409","","","","vo_mhp_1007409","vo_mhp_2213","1007409092","0"
"13","","","1007409","","","","102511","10001","1007409093",""
"11","0","4","1007409","0.5","0","0","102511","えぇ～、そんな～！","1007409094","1"
"91","","","1007409","","","","0","","1007409095",""
"22","","","1007409","","","","0","0","1007409096",""
"93","","","1007409","","","","0.2","0","1007409097",""
"32","1","","1007409","","","","114","1","1007409098",""
"93","","","1007409","","","","1","0","1007409099",""
"32","","","1007409","","","","130","1","1007409100",""
"93","","","1007409","","","","4","0","1007409101",""
"32","","","1007409","","","","130","0","1007409102",""
"1","-240","100","1007410","mhp_idle_normal","1.7","0","1","104431","1007410001","-1000"
"1","-200","100","1007410","mhp_sit_idle","1.7","1","1","117631","1007410002","365"
"1","-220","100","1007410","mhp_sit_idle","1.7","1","1","117531","1007410003","185"
"31","0.85","-240","1007410","","1","","1","1","1007410004","-154"
"5","-220","110","1007410","NoItem","1.7","0","1","11","1007410005","-200"
"5","-220","105","1007410","NoItem","1.7","0","1","12","1007410006","-200"
"5","-220","110","1007410","NoItem","1.7","1","1","21","1007410007","185"
"5","-220","105","1007410","NoItem","1.7","1","1","22","1007410008","185"
"6","0","1","1007410","","0","0","11","1","1007410009","1"
"6","0","1","1007410","","0","0","12","1","1007410010","1"
"6","0","1","1007410","","0","0","21","1","1007410011","1"
"6","0","1","1007410","","0","0","22","1","1007410012","1"
"91","","","1007410","","","","0","","1007410013",""
"3","","1","1007410","","0.2","","117531","mhp_sit_talk_normal","1007410014",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5001","1007410015","0"
"11","0","8","1007410","0.5","0","0","117531","次の方どうぞー","1007410016","0"
"91","","","1007410","","","","0","","1007410017",""
"3","","1","1007410","","0.2","","117531","mhp_sit_idle","1007410018",""
"3","","1","1007410","","0.2","","104431","mhp_walk","1007410019",""
"2","0","-220","1007410","","","","104431","-200","1007410020","4"
"91","","","1007410","","","","0","","1007410021",""
"3","","0","1007410","","0.2","","104431","mhp_sit_in","1007410022",""
"91","","","1007410","","","","0","","1007410023",""
"3","","1","1007410","","0.2","","104431","mhp_sit_idle","1007410024",""
"93","","","1007410","","","","1","0","1007410025",""
"3","","1","1007410","","0.2","","117531","mhp_sit_talk_normal","1007410026",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5002","1007410027","0"
"11","0","6","1007410","0.5","0","0","117531","あら、これはまた\n只者じゃない人が来たわね。","1007410028","1"
"91","","","1007410","","","","0","","1007410029",""
"3","","1","1007410","","0.2","","117531","mhp_sit_idle","1007410030",""
"3","1","0","1007410","","0.2","0","104431","mhp_ilya_doya_in","1007410031","mhp_ilya_doya_talk_loop"
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5003","1007410032","0"
"11","0","4","1007410","1.5","0","0","104431","ほう、分かるか？　いかにも！\n我が名はイリヤ・オーンスタイン\n夜を総べる者であるぞ！","1007410033","1"
"91","","","1007410","","","","0","","1007410034",""
"3","","1","1007410","","0.2","","104431","mhp_ilya_doya_loop","1007410035",""
"3","","1","1007410","","0.2","","117531","mhp_sit_talk_wish","1007410036",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5004","1007410037","0"
"11","0","5","1007410","0.5","0","0","117531","ふーん、伝説の吸血鬼が復活したって\n噂では聞いたけど、もしかして\nあなたがそうなのかしら。","1007410038","1"
"91","","","1007410","","","","0","","1007410039",""
"3","","1","1007410","","0.2","","117531","mhp_sit_idle_memory","1007410040",""
"3","","1","1007410","","0.2","","104431","mhp_sit_talk_normal","1007410041",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5005","1007410042","0"
"11","0","5","1007410","0.5","0","0","104431","さすが名医、理解が早くて助かる……\nって、ど、どうした？　なんだか\n興奮しておるようじゃが……","1007410043","1"
"93","","","1007410","","","","5","1","1007410044",""
"3","","1","1007410","","0.2","","104431","mhp_sit_talk_sad","1007410045",""
"91","","","1007410","","","","1007410043","","1007410046",""
"3","","1","1007410","","0.2","","104431","mhp_sit_idle_sad","1007410047",""
"3","","1","1007410","","0.2","","117531","mhp_mitsuki_sit_ecstatic_talk","1007410048",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5006","1007410049","0"
"11","0","5","1007410","0.5","0","0","117531","当然よ。だって伝説の吸血鬼でしょ？\nこんな魅力的な研究対象を前にすれば\n誰だって興奮するわ。だから――","1007410050","1"
"91","","","1007410","","","","0","","1007410051",""
"103","","0","1007410","","","","その体、解剖させてくれない？","1007410055","1007410052",""
"103","","0","1007410","","","","私の血を吸ってみる？","1007410066","1007410053",""
"103","","0","1007410","","","","私の目、使っちゃおうかしら？","1007410072","1007410054",""
"3","","1","1007410","","0.2","","117531","mhp_mitsuki_sit_ecstatic_idle","1007410055",""
"3","","1","1007410","","0.2","","104431","mhp_sit_talk_surprise2","1007410056",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5007","1007410057","0"
"11","0","6","1007410","0.5","0","0","104431","怖い怖い！　急に何を言い出すんじゃ！\nいいわけないじゃろ！","1007410058","1"
"91","","","1007410","","","","0","","1007410059",""
"3","","1","1007410","","0.2","","104431","mhp_sit_idle_surprise2","1007410060",""
"3","","1","1007410","","0.2","","117531","mhp_mitsuki_sit_ecstatic_talk","1007410061",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5008","1007410062","0"
"11","0","6","1007410","0.5","0","0","117531","そこをなんとか。安心して？\n切られたことも気付かないうちに\n終わらせるから？","1007410063","1"
"91","","","1007410","","","","0","","1007410064",""
"101","","","1007410","","","","1007410081","","1007410065",""
"3","","1","1007410","","0.2","","117531","mhp_mitsuki_sit_ecstatic_idle","1007410066",""
"3","","1","1007410","","0.2","","104431","mhp_sit_talk_sad","1007410067",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5009","1007410068","0"
"11","0","5","1007410","0.5","0","0","104431","え、う、ううん……なんじゃろうか。\nありがたい申し出のはずなのに\n何か取り返しがつかなさそうだから\n遠慮させてもらおう……","1007410069","1"
"91","","","1007410","","","","0","","1007410070",""
"101","","","1007410","","","","1007410081","","1007410071",""
"3","1","0","1007410","","0.2","0","117531","mhp_mitsuki_sit_kaihou_in","1007410072","mhp_mitsuki_sit_kaihou_loop"
"3","","1","1007410","","0.2","","104431","mhp_sit_talk_worry","1007410073",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5010","1007410074","0"
"11","0","5","1007410","0.5","0","0","104431","ん？　お、お主何をするつもりじゃ？\nおそらくその眼帯\nあまり取っていいものではなかろう？","1007410075","1"
"91","","","1007410","","","","0","","1007410076",""
"3","","1","1007410","","0.2","","104431","mhp_sit_idle_sad","1007410077",""
"3","","1","1007410","","0.2","","117531","mhp_sit_talk_joy1","1007410078",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5011","1007410079","0"
"11","0","6","1007410","0.5","0","0","117531","そうね。でも、あなたになら特別に\n見せてあげてもいいかなって\n思ったのよ♪","1007410080","1"
"91","","","1007410","","","","0","","1007410081",""
"22","","","1007410","","","","0","0.5","1007410082",""
"3","","1","1007410","","0.2","","117531","mhp_mitsuki_sit_ecstatic_idle","1007410083",""
"3","1","0","1007410","","0.2","0.2","104431","mhp_sit_out_sad","1007410084","mhp_talk_anger2"
"93","","","1007410","","","","1","1","1007410085",""
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5012","1007410086","0"
"11","0","6","1007410","0.5","0","0","104431","こ、こんな危険なところにいられるか！\n退散、退散じゃ！","1007410087","1"
"93","","","1007410","","","","0.5","1","1007410088",""
"91","","","1007410","","","","1007410087","","1007410089",""
"4","","","1007410","","","","104431","1","1007410090",""
"12","","2","1007410","","0","0","104431","1","1007410091",""
"3","","1","1007410","","0.2","","104431","mhp_run_sad","1007410092",""
"2","0","-220","1007410","","","","104431","-1000","1007410093","2"
"93","","","1007410","","","","0.2","0","1007410094",""
"3","1","0","1007410","","0.2","0.2","117531","mhp_sit_wavehand","1007410095","mhp_sit_talk_normal"
"21","","0","1007410","","","","vo_mhp_1007410","vo_mhp_5013","1007410096","0"
"11","0","6","1007410","0.5","0","0","117531","そう、残念だわ。また来てね♪","1007410097","1"
"91","","","1007410","","","","0","","1007410098",""
"22","","","1007410","","","","0","0.5","1007410099",""
"3","","1","1007410","","0.2","","117531","mhp_sit_idle","1007410100",""
"93","","","1007410","","","","1.8","0","1007410101",""
"91","","","1007410","","","","0","","1007410102",""
"1","-240","100","1007411","mhp_idle_normal","1.7","0","1","104431","1007411001","-1000"
"1","-200","100","1007411","mhp_sit_idle","1.7","1","1","117631","1007411002","365"
"1","-220","120","1007411","mhp_sit_idle","1.7","1","1","117531","1007411003","185"
"31","0.85","-240","1007411","","1","","1","1","1007411004","-154"
"5","-200","110","1007411","NoItem","1.7","1","1","11","1007411005","365"
"6","1","1","1007411","","0","0","11","1","1007411006","1"
"91","","","1007411","","","","0","","1007411007",""
"3","","1","1007411","","0.2","","117531","mhp_sit_talk_normal","1007411008",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5101","1007411009","0"
"11","0","8","1007411","0.5","0","0","117531","イリヤさん、どうぞー","1007411010","0"
"91","","","1007411","","","","0","","1007411011",""
"3","","1","1007411","","0.2","","117531","mhp_sit_idle","1007411012",""
"3","","1","1007411","","0.2","","104431","mhp_walk","1007411013",""
"2","0","-220","1007411","","","","104431","-200","1007411014","4"
"91","","","1007411","","","","0","","1007411015",""
"3","","0","1007411","","0.2","","104431","mhp_sit_in_sad","1007411016",""
"91","","","1007411","","","","0","","1007411017",""
"3","","1","1007411","","0.2","","104431","mhp_sit_idle_sad","1007411018",""
"93","","","1007411","","","","1","0","1007411019",""
"3","","1","1007411","","0.2","","104431","mhp_sit_talk_worry","1007411020",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5102","1007411021","0"
"11","0","5","1007411","0.5","0","0","104431","……気は進まんかったが\n目的達成のため背に腹は代えられん。\n頼む、この姿を保つために\n協力をしてくれんか？","1007411022","1"
"91","","","1007411","","","","0","","1007411023",""
"3","","1","1007411","","0.2","","104431","mhp_sit_idle_sad","1007411024",""
"3","","1","1007411","","0.2","","117631","mhp_sit_talk_normal","1007411025",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5103","1007411026","0"
"11","0","7","1007411","0.5","0","0","117631","なんだか別の姿が\nあるみたいな言い方だね？","1007411027","1"
"91","","","1007411","","","","0","","1007411028",""
"3","","1","1007411","","0.2","","117631","mhp_sit_idle","1007411029",""
"3","","1","1007411","","0.2","","104431","mhp_sit_talk_sad","1007411030",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5104","1007411031","0"
"11","0","5","1007411","1","0","0","104431","実は魔力不足で子どもの姿に\nなってしまうのじゃ。\n今は相当無理しているが、とある条件下\nでなら本来の姿を保てるのだが……","1007411032","1"
"91","","","1007411","","","","0","","1007411033",""
"3","","1","1007411","","0.2","","104431","mhp_sit_idle_sad","1007411034",""
"3","","1","1007411","","0.2","","117531","mhp_sit_talk_normal","1007411035",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5105","1007411036","0"
"11","0","6","1007411","0.5","0","0","117531","そういうことなのね\nちなみにその条件というのは\nどういうものなのかしら？","1007411037","1"
"91","","","1007411","","","","0","","1007411038",""
"3","","1","1007411","","0.2","","117531","mhp_sit_idle","1007411039",""
"3","","1","1007411","","0.2","","104431","mhp_sit_talk_wish","1007411040",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5106","1007411041","0"
"11","0","6","1007411","0.5","0","0","104431","とある者がそばにいることじゃ。\nだからあやつがずっとわらわの側に\nおれば手っ取り早いのじゃが……","1007411042","1"
"91","","","1007411","","","","0","","1007411043",""
"3","","1","1007411","","0.2","","104431","mhp_sit_talk_worry","1007411044",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5107","1007411045","0"
"11","0","6","1007411","0.5","0","0","104431","わらわに遠慮しておるのか……\nとにかく、なかなか\nわらわの魅力が届かんのじゃ。","1007411046","1"
"91","","","1007411","","","","0","","1007411047",""
"3","","1","1007411","","0.2","","104431","mhp_sit_idle_sad","1007411048",""
"3","","1","1007411","","0.2","","117631","mhp_sit_talk_thinking","1007411049",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5108","1007411050","0"
"11","0","5","1007411","0.5","0","0","117631","うーん、ボクほどじゃないにしても\n十分魅力的だと思うけど……\nそれなら――","1007411051","1"
"93","","","1007411","","","","7.5","1","1007411052",""
"3","","1","1007411","","0.2","","117631","mhp_sit_idle_thinking","1007411053",""
"91","","","1007411","","","","1007411051","","1007411054",""
"22","","","1007411","","","","0","0","1007411055",""
"103","","0","1007411","","","","かわいさで魅了しちゃおう！","1007411059","1007411056",""
"103","","0","1007411","","","","美しさで迫ろう！","1007411076","1007411057",""
"103","","0","1007411","","","","ボクがプロデュースしてあげるよ！","1007411093","1007411058",""
"3","","1","1007411","","0.2","","117631","mhp_sit_idle_memory","1007411059",""
"3","","1","1007411","","0.2","","104431","mhp_sit_talk_anger2","1007411060",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5109","1007411061","0"
"11","0","6","1007411","0.5","0","0","104431","か、かわいい、じゃと？\nや、やめんかそういうのは。\n恥ずかしい、じゃろ……","1007411062","1"
"91","","","1007411","","","","0","","1007411063",""
"3","","1","1007411","","0.2","","104431","mhp_sit_idle_anger2","1007411064",""
"3","1","0","1007411","","0.2","0.2","117631","mhp_sit_out","1007411065","mhp_idle_normal"
"93","","","1007411","","","","1","","1007411066",""
"3","1","0","1007411","","0.2","0.2","117631","mhp_yuki_pose","1007411067","mhp_yuki_idle"
"3","1","0","1007411","","0.2","0.2","11","mhp_yuki_pose","1007411068","mhp_yuki_idle"
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5110","1007411069","0"
"11","0","5","1007411","0.5","0","10","117631","何言ってるのさ\nそこが最高の武器になるんだよ！\nもし自信がないならボクに任せてよ？","1007411070","1"
"93","","","1007411","","","","6.5","1","1007411071",""
"3","1","0","1007411","","0.2","0.2","117631","mhp_yuki_pose_2","1007411072","mhp_yuki_idle_2"
"3","1","0","1007411","","0.2","0.2","11","mhp_yuki_pose_2","1007411073","mhp_yuki_idle_2"
"91","","","1007411","","","","1007411070","","1007411074",""
"101","","","1007411","","","","1007411109","","1007411075",""
"3","","1","1007411","","0.2","","117631","mhp_sit_idle_memory","1007411076",""
"3","","1","1007411","","0.2","","104431","mhp_sit_talk_thinking","1007411077",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5111","1007411078","0"
"11","0","5","1007411","0.5","0","0","104431","美しさな。悪い手ではないが\nあやつは外見で人を判断するヤツでは\nないからのう……\nそこがいいところでもあるのじゃが。","1007411079","1"
"91","","","1007411","","","","0","","1007411080",""
"3","","1","1007411","","0.2","","104431","mhp_sit_idle_thinking","1007411081",""
"3","1","0","1007411","","0.2","0.2","117631","mhp_sit_out","1007411082","mhp_idle_normal"
"93","","","1007411","","","","1","","1007411083",""
"3","1","0","1007411","","0.2","0.2","117631","mhp_yuki_pose","1007411084","mhp_yuki_idle"
"3","1","0","1007411","","0.2","0.2","11","mhp_yuki_pose","1007411085","mhp_yuki_idle"
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5112","1007411086","0"
"11","0","5","1007411","0.5","0","0","117631","安心して、美の化身たるボクにかかれば\nどんな人間だって虜にできるよ。\nさあ、ボクと一緒に\n美の高みを目指そうね♪","1007411087","1"
"93","","","1007411","","","","7","1","1007411088",""
"3","1","0","1007411","","0.2","0.2","117631","mhp_yuki_pose_2","1007411089","mhp_yuki_idle_2"
"3","1","0","1007411","","0.2","0.2","11","mhp_yuki_pose_2","1007411090","mhp_yuki_idle_2"
"91","","","1007411","","","","1007411087","","1007411091",""
"101","","","1007411","","","","1007411109","","1007411092",""
