947c64b74bc3c2d5ab5ff7c20b7dbff6e9b03e591a13884b2f9c36b926b62bb9,49532ae1abed5e36db30c5777acad97d22596ac9b17908cdaa88fae044b9cf09,2ec290f95b7d62020d9f4b528f5802db78db4c15b4155579760c143a72e60396,e00cb23af1e602cc77913909f890c21b5a712031cc0bc1c53cf46be68b7e74a6,800819a992b0dd604eb6f5e96d9844135b704ba8d810976f6b16200dfdb57e27,f02e24f46feaaeb8813943e1850c5d487b9f509bdf5666bda3e3b232366ed7cf,283a00bbebfff9b6c7d81b9214539d2690c2252937f8aa8db715b3ff081f5d1d,506355ab49b85f635395326c3ab5fabf444651f1d3df00cc4491f16a66f8a102,15d7deea7c35555aff365acb41b3fce752607c56c02c256f0b062a4748e9744c,cf0b6728e1abaf815118f48355e3d73ba93ecade365cc9de213a8ce975ca72d4,fd2f640bca4b2e80044ba3c9bb935f1af107b4e969386152c9cc0a9d150a438c
"17812001","","3","0","","17812","","","1","wac_idle_doya_L","107111"
"17812002","","3","0","","17812","","","1","wac_idle_sad_L","104711"
"17812003","","3","0","","17812","","","1","wac_idle_arm_crossed","103711"
"17812004","","3","0","","17812","","","1","wac_idle_smile","100511"
"17812005","","3","0","","17812","","","1","wac_no_items","111"
"17812006","","3","0","","17812","","","1","wac_no_items","113"
"17812007","","3","0","","17812","","","1","wac_no_items","114"
"17812008","","3","0","","17812","","","1","wac_no_items","115"
"17812009","","2","","0","17812","","","-360","-335","107111"
"17812010","","2","","0","17812","","","-335","-190","104711"
"17812011","","2","","0","17812","","","-335","190","103711"
"17812012","","2","","0","17812","","","-360","350","100511"
"17812013","","2","","0","17812","","","-360","-335","111"
"17812014","","2","","0","17812","","","-335","-190","113"
"17812015","","2","","0","17812","","","-335","190","114"
"17812016","","2","","0","17812","","","-360","350","115"
"17812017","","32","","","17812","","","","0","27"
"17812018","","32","","","17812","","","","1","30"
"17812019","","32","","","17812","","","","0","15"
"17812020","","3","0.2","wac_talk_arm_crossed_loop","17812","1","","0","wac_talk_arm_crossed_in","103711"
"17812021","","21","","0","17812","","","0","vo_wac_220811_000","vo_wac_220811"
"17812022","0.5","11","0","1","17812","1","0","10","これで担当分はおしまいかな？\n剣術も芸術も、雑念を振り払い、\n一意専心に取り組むのが\nうまくいくコツな気がするよ。","103711"
"17812023","","91","","","17812","","","","","0"
"17812024","","3","0.2","","17812","1","","1","wac_idle_arm_crossed","103711"
"17812025","","3","0.2","wac_talk_sad_loop_L","17812","1","","0","wac_talk_sad_in_L","104711"
"17812026","","21","","0","17812","","","0","vo_wac_220811_001","vo_wac_220811"
"17812027","0.5","11","0","1","17812","1","0","10","トモちゃんは真面目だね。\n私は絵の具が鎧にはねたら\nどうしようって、そればかり\n考えていたよ。","104711"
"17812028","","91","","","17812","","","","","0"
"17812029","","3","0.2","","17812","1","","1","wac_idle_sad_L","104711"
"17812030","","3","0.2","wac_talk_smile_loop","17812","1","","0","wac_talk_smile_in","100511"
"17812031","","21","","0","17812","","","0","vo_wac_220811_002","vo_wac_220811"
"17812032","0.5","11","0","1","17812","1","0","10","自分は、トラタイガーの\nことを考えながら描いてたッス！\n正義のヒーローへの憧れと情熱を、\nランドソルの壁に叩きつけたッス！","100511"
"17812033","","91","","","17812","","","","","0"
"17812034","","3","0.2","","17812","1","","1","wac_idle_smile","100511"
"17812035","","3","0.2","wac_talk_doya_loop_L","17812","1","","0","wac_talk_doya_in_L","107111"
"17812036","","21","","0","17812","","","0","vo_wac_220811_003","vo_wac_220811"
"17812037","0.5","11","0","1","17812","1","0","10","まったく、分かっていないな！\n芸術とは感性の爆発だ、勢い任せだ！\n宴の始まりに狂喜乱舞するかの如く、\n本能のまま描くのが最良なんだぞ☆","107111"
"17812038","","91","","","17812","","","","","0"
"17812039","","22","","","17812","","","","0","0"
"17812040","","111","","","17812","","","","",""
"17813001","","3","0.2","","17813","","","1","wac_idle_doya_L","107111"
"17813002","","3","0.2","","17813","","","1","wac_idle_sad_L","104711"
"17813003","","3","0.2","","17813","","","1","wac_idle_doya","103711"
"17813004","","3","0.2","","17813","","","1","wac_idle_smile","100511"
"17813005","","3","0.2","","17813","","","1","wac_no_items","111"
"17813006","","3","0.2","","17813","","","1","wac_no_items","113"
"17813007","","3","0.2","","17813","","","1","wac_no_items","114"
"17813008","","3","0.2","","17813","","","1","wac_no_items","115"
"17813009","","2","","0","17813","","","-360","-335","107111"
"17813010","","2","","0","17813","","","-335","-190","104711"
"17813011","","2","","0","17813","","","-335","190","103711"
"17813012","","2","","0","17813","","","-360","350","100511"
"17813013","","2","","0","17813","","","-360","-335","111"
"17813014","","2","","0","17813","","","-335","-190","113"
"17813015","","2","","0","17813","","","-335","190","114"
"17813016","","2","","0","17813","","","-360","350","115"
"17813017","","32","","","17813","","","","0","27"
"17813018","","32","","","17813","","","","1","30"
"17813019","","32","","","17813","","","","0","15"
"17813020","","91","","","17813","","","","","0"
"17821001","wac_default_bot_31","1","2","-167","17821","-325","0","204","107111","1"
"17821002","wac_default_51","1","2","230","17821","-325","0","202","106111","1"
"17821003","wac_default_bot_34","5","2","-167","17821","-325","0","203","111","1"
"17821004","wac_default_bot_58","5","2","230","17821","-325","0","201","113","1"
"17821005","","13","","","17821","","","","300","106111"
"17821006","","13","","","17821","","","","300","107111"
"17821007","","31","1","0","17821","1","","0","26","26"
"17821008","","31","0","0","17821","1","","0","30","30"
"17821009","","31","0","0","17821","1","","0","17","17"
"17821010","","31","1","0","17821","1","","0","501","501"
"17821011","","3","0.2","","17821","0","","0","wac_paint_bot_31","107111"
"17821012","","3","0.2","","17821","0","","0","wac_paint_bot_34","111"
"17821013","","3","0.2","","17821","0","","0","wac_paint_bot_51","106111"
"17821014","","3","0.2","","17821","0","","0","wac_paint_bot_58","113"
"17821015","","93","","","17821","","","","0","0"
"17821016","","32","","","17821","","","","1","17"
"17821017","","23","","","17821","","","0","se_sys_login_birthday_calendar_smallbrush","se_common"
"17821018","","131","","","17821","","","","","1"
"17822001","","3","0","","17822","","","1","wac_idle_doya","106111"
"17822002","","3","0","","17822","","","1","wac_idle_smile_L","107111"
"17822003","","3","0","","17822","","","1","wac_no_items","111"
"17822004","","3","0","","17822","","","1","wac_no_items","113"
"17822005","","2","","0","17822","","","-335","190","106111"
"17822006","","2","","0","17822","","","-335","-190","107111"
"17822007","","2","","0","17822","","","-335","190","111"
"17822008","","2","","0","17822","","","-335","-190","113"
"17822009","","32","","","17822","","","","0","26"
"17822010","","32","","","17822","","","","1","30"
"17822011","","32","","","17822","","","","0","17"
"17822012","","3","0.2","wac_talk_doya_loop","17822","1","","0","wac_talk_doya_in","106111"
"17822013","","21","","0","17822","","","0","vo_wac_220811_100","vo_wac_220811"
"17822014","0.5","11","0","1","17822","1","0","10","よし、できあがりだ！\nどうだ、大悪党にふさわしい、\nすごく悪そうな絵に仕上がっただろ？\n特にこのあたりとか！","106111"
"17822015","","91","","","17822","","","","","0"
"17822016","","3","0.2","","17822","1","","1","wac_idle_doya","106111"
"17822017","","3","0.2","wac_talk_smile_loop_L","17822","1","","0","wac_talk_smile_in_L","107111"
"17822018","","21","","0","17822","","","0","vo_wac_220811_101","vo_wac_220811"
"17822019","0.5","11","0","1","17822","1","0","10","さっぱり分からん！\nだが、欲望の赴くままに描く様は\n確かに悪くなかったぞ？\nそれでこそ芸術というものだ♪","107111"
"17822020","","91","","","17822","","","","","0"
"17822021","","22","","","17822","","","","0","0"
"17822022","","111","","","17822","","","","",""
"17823001","","3","0.2","","17823","","","1","wac_idle_doya","106111"
"17823002","","3","0.2","","17823","","","1","wac_idle_smile_L","107111"
"17823003","","3","0.2","","17823","","","1","wac_no_items","111"
"17823004","","3","0.2","","17823","","","1","wac_no_items","113"
"17823005","","2","","0","17823","","","-335","190","106111"
"17823006","","2","","0","17823","","","-335","-190","107111"
"17823007","","2","","0","17823","","","-335","190","111"
"17823008","","2","","0","17823","","","-335","-190","113"
"17823009","","32","","","17823","","","","0","26"
"17823010","","32","","","17823","","","","1","30"
"17823011","","32","","","17823","","","","0","17"
"17823012","","91","","","17823","","","","","0"
"17911001","wac_default_01","1","2","-108","17911","-213","0","202","102011","1"
"17911002","wac_default_02","5","2","-108","17911","-213","0","201","111","1"
"17911003","","31","1","0","17911","1","","0","21","21"
"17911004","","31","0","0","17911","1","","0","54","54"
"17911005","","31","0","0","17911","1","","0","11","11"
"17911006","","31","1","0","17911","1","","0","501","501"
"17911007","","3","0.2","","17911","0","","0","wac_paint_01","102011"
"17911008","","3","0.2","","17911","0","","0","wac_paint_02","111"
"17911009","","93","","","17911","","","","0","0"
"17911010","","32","","","17911","","","","1","11"
"17911011","","23","","","17911","","","0","se_10035700_brush","se_10035700"
"17911012","","13","","","17911","","","","300","102011"
"17911013","","131","","","17911","","","","","1"
"17912001","","3","0.2","wac_talk_sad_loop","17912","1","","0","wac_talk_sad_in","102011"
"17912002","","3","0.2","","17912","","","1","wac_no_items","111"
"17912003","","2","","0","17912","","","-340","200","102011"
"17912004","","2","","0","17912","","","-340","200","111"
"17912005","","32","","","17912","","","","0","21"
"17912006","","32","","","17912","","","","1","54"
"17912007","","32","","","17912","","","","0","11"
"17912008","","21","","0","17912","","","0","vo_wac_220812_000","vo_wac_220812"
"17912009","0.5","11","0","1","17912","1","0","10","うんしょ……おわった～♪\nミミはちいさいから、\n高いところのお絵描きは、\nちょっと大変かも……","102011"
"17912010","","91","","","17912","","","","","0"
"17912011","","3","0.2","wac_talk_wish_loop","17912","1","","0","wac_talk_wish_in","102011"
"17912012","","21","","0","17912","","","0","vo_wac_220812_001","vo_wac_220812"
"17912013","0.5","11","0","1","17912","1","0","10","はやく大人になりたいなぁ。\nそれでもっとおおきくなったら、\nお絵描きも楽ちんになりそう♪","102011"
"17912014","","91","","","17912","","","","","0"
"17912015","","22","","","17912","","","","0","0"
"17913001","","3","0.2","","17913","","","1","wac_idle_wish","102011"
"17913002","","3","0.2","","17913","","","1","wac_no_items","111"
"17913003","","2","","0","17913","","","-340","200","102011"
"17913004","","2","","0","17913","","","-340","200","111"
"17913005","","32","","","17913","","","","0","21"
"17913006","","32","","","17913","","","","1","54"
"17913007","","32","","","17913","","","","0","11"
"17913008","","91","","","17913","","","","","0"
"18011001","wac_default_01","1","2","-108","18011","-212.75","0","202","103611","1"
"18011002","wac_default_02","5","2","-108","18011","-212.75","0","201","111","1"
"18011003","","31","1","0","18011","1","","0","21","21"
"18011004","","31","0","0","18011","1","","0","30","30"
"18011005","","31","0","0","18011","1","","0","11","11"
"18011006","","31","0","0","18011","1","","0","14","14"
"18011007","","31","0","0","18011","1","","0","18","18"
"18011008","","31","1","0","18011","1","","0","501","501"
"18011009","","3","0.2","","18011","0","","0","wac_paint_01","103611"
"18011010","","3","0.2","","18011","0","","0","wac_paint_02","111"
"18011011","","93","","","18011","","","","0","0"
"18011012","","32","","","18011","","","","1","11"
"18011013","","23","","","18011","","","0","se_10035700_brush","se_10035700"
"18011014","","13","","","18011","","","","300","103611"
"18011015","","131","","","18011","","","","","1"
"18012001","","3","0.2","wac_talk_sad_loop","18012","1","","0","wac_talk_sad_in","103611"
"18012002","","3","0.2","","18012","","","1","wac_no_items","111"
"18012003","","2","","0","18012","","","-340","415","103611"
"18012004","","2","","0","18012","","","-340","415","111"
"18012005","","32","","","18012","","","","0","21"
"18012006","","32","","","18012","","","","1","30"
"18012007","","32","","","18012","","","","0","11"
"18012008","","32","","","18012","","","","1","14"
"18012009","","32","","","18012","","","","1","18"
"18012010","","93","","","18012","","","","0","1.8"
"18012011","","21","","0","18012","","","0","vo_wac_220813_000","vo_wac_220813"
"18012012","0.5","11","0","1","18012","1","0","10","うーん、ちょっとおかしいような。\nこれって、ちゃんと描けてますか？\n大事なお仕事だから、間違いが\nないようにしないと！","103611"
"18012013","","91","","","18012","","","","","0"
"18012014","","3","0.2","","18012","0","","1","wac_talk_sad_loop_shy","103611"
"18012015","","21","","0","18012","","","0","vo_wac_220813_001","vo_wac_220813"
"18012016","0.5","11","0","1","18012","1","0","10","心配しなくても、ちゃんと描けてる？\nだったら、いいです。\n……確認してくれて、\nありがとうございました。","103611"
"18012017","","91","","","18012","","","","","0"
"18012018","","22","","","18012","","","","0","0"
"18013001","","3","0.2","","18013","","","1","wac_idle_sad_shy","103611"
"18013002","","3","0.2","","18013","","","1","wac_no_items","111"
"18013003","","2","","0","18013","","","-340","415","103611"
"18013004","","2","","0","18013","","","-340","415","111"
"18013005","","32","","","18013","","","","0","21"
"18013006","","32","","","18013","","","","1","30"
"18013007","","32","","","18013","","","","0","11"
"18013008","","32","","","18013","","","","0","14"
"18013009","","32","","","18013","","","","1","18"
"18013010","","91","","","18013","","","","","0"
"18111001","wac_default_31","1","2","-167","18111","-205","0","202","101611","1"
"18111002","wac_default_bot_41","1","2","-64","18111","-350","0","254","105011","1"
"18111003","wac_default_51","1","2","230","18111","-325","0","252","101811","1"
"18111004","wac_default_31","5","2","-167","18111","-205","0","201","111","1"
"18111005","wac_default_48","5","2","-64","18111","-350","0","253","112","1"
"18111006","wac_default_bot_52","5","2","230","18111","-325","0","251","113","1"
"18111007","","13","","","18111","","","","300","101811"
"18111008","","13","","","18111","","","","300","101611"
"18111009","","13","","","18111","","","","300","105011"
"18111010","","31","1","0","18111","1","","0","25","25"
"18111011","","31","0","0","18111","1","","0","30","30"
"18111012","","31","0","0","18111","1","","0","15","15"
"18111013","","31","1","0","18111","1","","0","501","501"
"18111014","","3","0.2","","18111","0","","0","wac_paint_31","101611"
"18111015","","3","0.2","","18111","0","","0","wac_paint_31","111"
"18111016","","3","0.2","","18111","0","","0","wac_paint_bot_41","105011"
"18111017","","3","0.2","","18111","0","","0","wac_paint_48","112"
"18111018","","3","0.2","","18111","0","","0","wac_paint_bot_51","101811"
"18111019","","3","0.2","","18111","0","","0","wac_paint_bot_52","113"
"18111020","","93","","","18111","","","","0","0"
"18111021","","32","","","18111","","","","1","15"
"18111022","","23","","","18111","","","0","se_sys_login_birthday_calendar_smallbrush","se_common"
"18111023","","131","","","18111","","","","","1"
"18112001","","3","0","","18112","","","1","wac_idle_smile","101811"
"18112002","","3","0","","18112","","","1","wac_idle_sad_L","101611"
"18112003","","3","0","","18112","","","1","wac_idle_sad","105011"
"18112004","","3","0","","18112","","","1","wac_no_items","111"
"18112005","","3","0","","18112","","","1","wac_no_items","112"
"18112006","","3","0","","18112","","","1","wac_no_items","113"
"18112007","","2","","0","18112","","","-335","190","101811"
"18112008","","2","","0","18112","","","-360","-190","101611"
"18112009","","2","","0","18112","","","-360","350","105011"
"18112010","","2","","0","18112","","","-335","190","111"
"18112011","","2","","0","18112","","","-360","-190","112"
"18112012","","2","","0","18112","","","-360","350","113"
"18112013","","32","","","18112","","","","0","25"
"18112014","","32","","","18112","","","","1","30"
"18112015","","32","","","18112","","","","0","15"
"18112016","","3","0.2","wac_talk_smile_loop","18112","1","","0","wac_talk_smile_in","101811"
"18112017","","21","","0","18112","","","0","vo_wac_220814_000","vo_wac_220814"
"18112018","0.5","11","0","1","18112","1","0","10","みんな、できたかしら？\nこれも立派な課外活動として、\nあとで採点する予定よ。\nだから、丁寧に仕上げてちょうだいね？","101811"
"18112019","","91","","","18112","","","","","0"
"18112020","","3","0.2","","18112","1","","1","wac_idle_smile","101811"
"18112021","","3","0.2","wac_talk_surprise_loop_sad_L","18112","1","","0","wac_talk_surprise_in_sad_L","101611"
"18112022","","21","","0","18112","","","0","vo_wac_220814_001","vo_wac_220814"
"18112023","0.5","11","0","1","18112","1","0","10","ええっ！？\nちゃんイオ、そういうのは\n最初に言ってもらわないと～！\nミサキっち、どう……？","101611"
"18112024","","91","","","18112","","","","","0"
"18112025","","3","0.2","","18112","1","","1","wac_idle_surprise_sad_L","101611"
"18112026","","3","0.2","","18112","","","1","wac_talk_anger_shy","105011"
"18112027","","21","","0","18112","","","0","vo_wac_220814_002","vo_wac_220814"
"18112028","0.5","11","0","1","18112","1","0","10","お、大人のレディは\n常にぬかりないものなのよ！\nでも、そのぉ……ちょっとだけ、\n見直しの時間が欲しいなぁ～って……","105011"
"18112029","","91","","","18112","","","","","0"
"18112030","","22","","","18112","","","","0","0"
"18112031","","111","","","18112","","","","",""
"18113001","","3","0.2","","18113","","","1","wac_idle_smile","101811"
"18113002","","3","0.2","","18113","","","1","wac_idle_sad_L","101611"
"18113003","","3","0.2","","18113","","","1","wac_idle_sad_shy","105011"
"18113004","","3","0.2","","18113","","","1","wac_no_items","111"
"18113005","","3","0.2","","18113","","","1","wac_no_items","112"
"18113006","","3","0.2","","18113","","","1","wac_no_items","113"
"18113007","","2","","0","18113","","","-335","190","101811"
"18113008","","2","","0","18113","","","-360","-190","101611"
"18113009","","2","","0","18113","","","-360","350","105011"
"18113010","","2","","0","18113","","","-335","190","111"
"18113011","","2","","0","18113","","","-360","-190","112"
"18113012","","2","","0","18113","","","-360","350","113"
"18113013","","32","","","18113","","","","0","25"
"18113014","","32","","","18113","","","","1","30"
"18113015","","32","","","18113","","","","0","15"
"18113016","","91","","","18113","","","","","0"
"18211001","wac_default_11","1","2","-108","18211","-213","0","202","105011","1"
"18211002","wac_default_13","5","2","-108","18211","-213","0","201","111","1"
"18211003","","31","1","0","18211","1","","0","21","21"
"18211004","","31","0","0","18211","1","","0","54","54"
"18211005","","31","0","0","18211","1","","0","11","11"
"18211006","","31","1","0","18211","1","","0","501","501"
"18211007","","3","0.2","","18211","0","","0","wac_paint_11","105011"
"18211008","","3","0.2","","18211","0","","0","wac_paint_13","111"
"18211009","","93","","","18211","","","","0","0.3"
"18211010","","32","","","18211","","","","1","11"
"18211011","","23","","","18211","","","0","se_10035700_roller","se_10035700"
"18211012","","13","","","18211","","","","300","105011"
"18211013","","131","","","18211","","","","","1"
"18212001","","3","0.2","wac_talk_doya_loop","18212","1","","0","wac_talk_doya_in","105011"
"18212002","","3","0.2","","18212","","","1","wac_no_items","111"
"18212003","","2","","0","18212","","","-340","200","105011"
"18212004","","2","","0","18212","","","-340","200","111"
"18212005","","32","","","18212","","","","0","21"
"18212006","","32","","","18212","","","","1","54"
"18212007","","32","","","18212","","","","0","11"
"18212008","","21","","0","18212","","","0","vo_wac_220815_000","vo_wac_220815"
"18212009","0.5","11","0","1","18212","1","0","10","今回は自信作よ！\n大人のレディにふさわしい、\nえーっと……そう、気品！\n気品にあふれてるでしょ？","105011"
"18212010","","91","","","18212","","","","","0"
"18212011","","3","0.2","","18212","","","1","wac_talk_anger_shy","105011"
"18212012","","21","","0","18212","","","0","vo_wac_220815_001","vo_wac_220815"
"18212013","0.5","11","0","1","18212","1","0","10","どの辺がって……全部よ！\nアタシが描いたんだから、\nとにかく大人っぽくなってるの！\nわかった？","105011"
"18212014","","91","","","18212","","","","","0"
"18212015","","22","","","18212","","","","0","0"
"18213001","","3","0.2","","18213","","","1","wac_idle_sad_shy","105011"
"18213002","","3","0.2","","18213","","","1","wac_no_items","111"
"18213003","","2","","0","18213","","","-340","200","105011"
"18213004","","2","","0","18213","","","-340","200","111"
"18213005","","32","","","18213","","","","0","21"
"18213006","","32","","","18213","","","","1","54"
"18213007","","32","","","18213","","","","0","11"
"18213008","","91","","","18213","","","","","0"
"18311001","wac_default_11","1","2","-108","18311","-213","0","202","101611","1"
"18311002","wac_default_13","5","2","-108","18311","-213","0","201","111","1"
"18311003","","31","1","0","18311","1","","0","21","21"
"18311004","","31","0","0","18311","1","","0","54","54"
"18311005","","31","0","0","18311","1","","0","11","11"
"18311006","","31","1","0","18311","1","","0","501","501"
"18311007","","3","0.2","","18311","0","","0","wac_paint_11","101611"
"18311008","","3","0.2","","18311","0","","0","wac_paint_13","111"
"18311009","","93","","","18311","","","","0","0.3"
"18311010","","32","","","18311","","","","1","11"
"18311011","","23","","","18311","","","0","se_10035700_roller","se_10035700"
"18311012","","13","","","18311","","","","300","101611"
"18311013","","131","","","18311","","","","","1"
"18312001","","3","0.2","wac_talk_kyapi_loop","18312","1","","0","wac_talk_kyapi_in","101611"
"18312002","","3","0.2","","18312","","","1","wac_no_items","111"
"18312003","","2","","0","18312","","","-340","200","101611"
"18312004","","2","","0","18312","","","-340","200","111"
"18312005","","32","","","18312","","","","0","21"
"18312006","","32","","","18312","","","","1","54"
"18312007","","32","","","18312","","","","0","11"
"18312008","","21","","0","18312","","","0","vo_wac_220816_000","vo_wac_220816"
"18312009","0.5","11","0","1","18312","1","0","10","できた～♪\nどうどう、ヒデサイ？\nおにヤバな感じに\n仕上がってるっしょ～？","101611"
"18312010","","91","","","18312","","","","","0"
"18312011","","21","","0","18312","","","0","vo_wac_220816_001","vo_wac_220816"
"18312012","0.5","11","0","1","18312","1","0","10","今度の撮影会は、\nこの壁をバックにしよっかな～？\nみんなの描いた絵の前でって、\nすごくエモくなりそうだし♪","101611"
"18312013","","91","","","18312","","","","","0"
"18312014","","22","","","18312","","","","0","0"
"18313001","","3","0.2","","18313","","","1","wac_idle_kyapi","101611"
"18313002","","3","0.2","","18313","","","1","wac_no_items","111"
"18313003","","2","","0","18313","","","-340","200","101611"
"18313004","","2","","0","18313","","","-340","200","111"
"18313005","","32","","","18313","","","","0","21"
"18313006","","32","","","18313","","","","1","54"
"18313007","","32","","","18313","","","","0","11"
"18313008","","91","","","18313","","","","","0"
"18411001","wac_default_01","1","2","-108","18411","-213","0","202","105611","1"
"18411002","wac_default_03","5","2","-108","18411","-213","0","201","111","1"
"18411003","","31","1","0","18411","1","","0","21","21"
"18411004","","31","0","0","18411","1","","0","54","54"
"18411005","","31","0","0","18411","1","","0","11","11"
"18411006","","31","1","0","18411","1","","0","501","501"
"18411007","","3","0.2","","18411","0","","0","wac_paint_01","105611"
"18411008","","3","0.2","","18411","0","","0","wac_paint_03","111"
"18411009","","93","","","18411","","","","0","0"
"18411010","","32","","","18411","","","","1","11"
"18411011","","23","","","18411","","","0","se_10035700_brush","se_10035700"
"18411012","","13","","","18411","","","","300","105611"
"18411013","","131","","","18411","","","","","1"
"18412001","","3","0.2","wac_talk_doya_loop","18412","1","","0","wac_talk_doya_in","105611"
"18412002","","3","0.2","","18412","","","1","wac_no_items","111"
"18412003","","2","","0","18412","","","-340","200","105611"
"18412004","","2","","0","18412","","","-340","200","111"
"18412005","","32","","","18412","","","","0","21"
"18412006","","32","","","18412","","","","1","54"
"18412007","","32","","","18412","","","","0","11"
"18412008","","21","","0","18412","","","0","vo_wac_220817_000","vo_wac_220817"
"18412009","0.5","11","0","1","18412","1","0","10","さて、こんなもんか。\nだんだん慣れてきたけど、\nやっぱり剣を振るのとは、\nだいぶ勝手が違うね。","105611"
"18412010","","91","","","18412","","","","","0"
"18412011","","21","","0","18412","","","0","vo_wac_220817_001","vo_wac_220817"
"18412012","0.5","11","0","1","18412","1","0","10","まぁ、のんびりやらせてもらうよ。\n一朝一夕に上達するもんでもないし。\n釣りでもなんでも、焦らずじっくり\nやった方がいい結果になるもんさ。","105611"
"18412013","","91","","","18412","","","","","0"
"18412014","","22","","","18412","","","","0","0"
"18413001","","3","0.2","","18413","","","1","wac_idle_doya","105611"
"18413002","","3","0.2","","18413","","","1","wac_no_items","111"
"18413003","","2","","0","18413","","","-340","200","105611"
"18413004","","2","","0","18413","","","-340","200","111"
"18413005","","32","","","18413","","","","0","21"
"18413006","","32","","","18413","","","","1","54"
"18413007","","32","","","18413","","","","0","11"
"18413008","","91","","","18413","","","","","0"
"18511001","wac_default_01","1","2","-108","18511","-213","0","202","105111","1"
"18511002","wac_default_02","5","2","-108","18511","-213","0","201","111","1"
"18511003","","31","1","0","18511","1","","0","21","21"
"18511004","","31","0","0","18511","1","","0","54","54"
"18511005","","31","0","0","18511","1","","0","11","11"
"18511006","","31","1","0","18511","1","","0","501","501"
"18511007","","3","0.2","","18511","0","","0","wac_paint_01","105111"
"18511008","","3","0.2","","18511","0","","0","wac_paint_02","111"
"18511009","","93","","","18511","","","","0","0"
"18511010","","32","","","18511","","","","1","11"
"18511011","","23","","","18511","","","0","se_10035700_brush","se_10035700"
"18511012","","13","","","18511","","","","300","105111"
"18511013","","131","","","18511","","","","","1"
"18512001","","3","0.2","wac_talk_doya_loop","18512","1","","0","wac_talk_doya_in","105111"
"18512002","","3","0.2","","18512","","","1","wac_no_items","111"
"18512003","","2","","0","18512","","","-340","200","105111"
"18512004","","2","","0","18512","","","-340","200","111"
"18512005","","32","","","18512","","","","0","21"
"18512006","","32","","","18512","","","","1","54"
"18512007","","32","","","18512","","","","0","11"
"18512008","","21","","0","18512","","","0","vo_wac_220818_000","vo_wac_220818"
"18512009","0.5","11","0","1","18512","1","0","10","どう、なかなかのものでしょ？\n医者っていうのはね、いろいろと\nスケッチをする機会もあるから\nこういうのも得意なの。","105111"
"18512010","","91","","","18512","","","","","0"
"18512011","","3","0.2","wac_talk_wish_loop","18512","1","","0","wac_talk_wish_in","105111"
"18512012","","21","","0","18512","","","0","vo_wac_220818_001","vo_wac_220818"
"18512013","0.5","11","0","1","18512","1","0","10","今度、君もスケッチさせてくれない？\nもちろん、隅から隅まで、全部よ。\n研究の参考になりそうだもの♪","105111"
"18512014","","91","","","18512","","","","","0"
"18512015","","22","","","18512","","","","0","0"
"18513001","","3","0.2","","18513","","","1","wac_idle_wish","105111"
"18513002","","3","0.2","","18513","","","1","wac_no_items","111"
"18513003","","2","","0","18513","","","-340","200","105111"
"18513004","","2","","0","18513","","","-340","200","111"
"18513005","","32","","","18513","","","","0","21"
"18513006","","32","","","18513","","","","1","54"
"18513007","","32","","","18513","","","","0","11"
"18513008","","91","","","18513","","","","","0"
"18611001","wac_default_11","1","2","-108","18611","-213","0","202","102711","1"
"18611002","wac_default_13","5","2","-108","18611","-213","0","201","111","1"
"18611003","","31","1","0","18611","1","","0","21","21"
"18611004","","31","0","0","18611","1","","0","54","54"
"18611005","","31","0","0","18611","1","","0","11","11"
"18611006","","31","1","0","18611","1","","0","501","501"
"18611007","","3","0.2","","18611","0","","0","wac_paint_11","102711"
"18611008","","3","0.2","","18611","0","","0","wac_paint_13","111"
"18611009","","93","","","18611","","","","0","0.3"
"18611010","","32","","","18611","","","","1","11"
"18611011","","23","","","18611","","","0","se_10035700_roller","se_10035700"
"18611012","","13","","","18611","","","","300","102711"
"18611013","","131","","","18611","","","","","1"
"18612001","","3","0.2","wac_talk_smile_loop","18612","1","","0","wac_talk_smile_in","102711"
"18612002","","3","0.2","","18612","","","1","wac_no_items","111"
"18612003","","2","","0","18612","","","-340","200","102711"
"18612004","","2","","0","18612","","","-340","200","111"
"18612005","","32","","","18612","","","","0","21"
"18612006","","32","","","18612","","","","1","54"
"18612007","","32","","","18612","","","","0","11"
"18612008","","21","","0","18612","","","0","vo_wac_220819_000","vo_wac_220819"
"18612009","0.5","11","0","1","18612","1","0","10","クスクス……\n芸術とは、その人の\n内面が反映されると\n言われますけれど。","102711"
"18612010","","91","","","18612","","","","","0"
"18612011","","3","0.2","wac_talk_wish_loop","18612","1","","0","wac_talk_wish_in","102711"
"18612012","","21","","0","18612","","","0","vo_wac_220819_001","vo_wac_220819"
"18612013","0.5","11","0","1","18612","1","0","10","改めて、それを実感できましたわ……\nあなた様への想いが、絵を通して\n壁からにじみ出ているかのようです。\nランドソルを覆わんばかりに……","102711"
"18612014","","91","","","18612","","","","","0"
"18612015","","22","","","18612","","","","0","0"
"18613001","","3","0.2","","18613","","","1","wac_idle_wish","102711"
"18613002","","3","0.2","","18613","","","1","wac_no_items","111"
"18613003","","2","","0","18613","","","-340","200","102711"
"18613004","","2","","0","18613","","","-340","200","111"
"18613005","","32","","","18613","","","","0","21"
"18613006","","32","","","18613","","","","1","54"
"18613007","","32","","","18613","","","","0","11"
"18613008","","91","","","18613","","","","","0"
"18711001","wac_default_01","1","2","-108","18711","-213","0","202","100911","1"
"18711002","wac_default_03","5","2","-108","18711","-213","0","201","111","1"
