a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1
"","","850","","1","-180","911","","3.97058823529412","2","19110101"
"","","850","","122911","-180","911","","3.97058823529412","33","19110102"
"","","1","","0.1","","911","","","93","19110103"
"","","900","","122811","-180","911","","2.5","2","19110104"
"","","900","","2","-180","911","","2.5","2","19110105"
"","","900","","122811","-180","911","","2.5","33","19110106"
"","","1","","0.3","","911","","","93","19110107"
"","","850","","26","-180","911","","9.58823529411765","2","19110108"
"","","850","","26","-180","911","","9.58823529411765","33","19110109"
"","","850","","25","-180","911","","5.82352941176471","2","19110110"
"","","850","","25","-180","911","","5.82352941176471","33","19110111"
"","","850","","21","-180","911","","7.70588235294118","2","19110112"
"","","850","","21","-180","911","","7.70588235294118","33","19110113"
"","","","","19110108","","911","","","91","19110114"
"1.75","-180","127111","0","1","22","912","cmn_float","-850","1","19120001"
"1.75","-125","126911","0","1","12","912","cmn_float","-850","1","19120002"
"1.4875","-15","122711","0","1","12","912","cmn_walk_r","750","1","19120003"
"1","1","11","","6","-850","912","","-180","31","19120004"
"1","1","21","","6","-850","912","","-125","31","19120005"
"","","se_fpc_water_random","","se_10053800","1","912","","","23","19120006"
"","","0","","19120005","","912","","","91","19120007"
"","12","-100","","127111","-180","912","","4.41176470588235","2","19120008"
"","12","-100","","11","-180","912","","4.41176470588235","33","19120009"
"","","0","","4","","912","","","93","19120010"
"","12","-350","","126911","-125","912","","3.67647058823529","2","19120011"
"","12","-350","","21","-125","912","","3.67647058823529","33","19120012"
"","","","","19120008","","912","","","91","19120013"
"0.1","","cmn_float","","127111","1","912","","","3","19120014"
"","","vo_fpc_21200","","vo_fpc","","912","","0","21","19120015"
"0","0","あっ…","0","127111","10","912","0.5","1","11","19120016"
"","","0","","0.6","","912","","","93","19120017"
"","0","100","","122711","-15","912","","4.97058823529412","2","19120018"
"","","0","","1.5","","912","","","93","19120019"
"","","","","19120016","","912","","","91","19120020"
"","","","","19120011","","912","","","91","19120021"
"0.1","","cmn_float","","126911","1","912","","","3","19120022"
"","","vo_fpc_21201","","vo_fpc","","912","","0","21","19120023"
"0","0","あっ…","0","126911","10","912","0.5","1","11","19120024"
"","","","","0","","912","","","91","19120025"
"","","0","","0.5","","912","","","93","19120026"
"","","","","19120018","","912","","","91","19120027"
"0.1","1","12_kyouka_notice","0.1","122711","0","912","","12_kyouka_notice_loop","3","19120028"
"","","vo_fpc_21202","","vo_fpc","","912","","0","21","19120029"
"0","0","えっ？\nな、なんですか？","0","122711","10","912","0.5","1","11","19120030"
"","","","","0","","912","","","91","19120031"
"","","0","","0.5","","912","","","93","19120032"
"0.1","","cmn_float","","127111","1","912","","","3","19120033"
"","","vo_fpc_21203","","vo_fpc","","912","","0","21","19120034"
"0","0","いえ、あそこ…","0","127111","10","912","0.5","1","11","19120035"
"","","","","0","","912","","","91","19120036"
"","","0","","0.5","","912","","","93","19120037"
"0.1","","cmn_float","","126911","1","912","","","3","19120038"
"","","vo_fpc_21204","","vo_fpc","","912","","0","21","19120039"
"0","0","うん…","0","126911","10","912","0.5","1","11","19120040"
"","","","","0","","912","","","91","19120041"
"","","0","","0.5","","912","","","93","19120042"
"0.1","1","12_kyouka_turn_in","0.1","122711","0","912","","12_kyouka_turn_loop","3","19120043"
"","","vo_fpc_21205","","vo_fpc","","912","","0","21","19120044"
"0","0","なに？\nなにもないみたいだけど…","0","122711","10","912","0.5","1","11","19120045"
"","","","","0","","912","","","91","19120046"
"","","0","","0.5","","912","","","93","19120047"
"0.1","","12_cmn_float_smile","","127111","1","912","","","3","19120048"
"","","vo_fpc_21206","","vo_fpc","","912","","0","21","19120049"
"0","0","ふふっ。","0","127111","10","912","0.5","1","11","19120050"
"","","","","0","","912","","","91","19120051"
"","","0","","0.5","","912","","","93","19120052"
"0.1","","12_cmn_float_smile","","126911","1","912","","","3","19120053"
"","","vo_fpc_21207","","vo_fpc","","912","","0","21","19120054"
"0","0","ふふふふっ…","0","126911","10","912","0.5","1","11","19120055"
"","","","","0","","912","","","91","19120056"
"","","0","","0.5","","912","","","93","19120057"
"","","850","","127111","-180","912","","4.29864253393665","2","19120058"
"","","850","","11","-180","912","","4.29864253393665","33","19120059"
"","","850","","126911","-125","912","","5.42986425339367","2","19120060"
"","","850","","21","-125","912","","5.42986425339367","33","19120061"
"","","0","","1","","912","","","93","19120062"
"0.1","1","12_kyouka_scare_in","0.1","122711","0","912","","12_kyouka_scare_loop","3","19120063"
"","","vo_fpc_21208","","vo_fpc","","912","","0","21","19120064"
"0","0","ひぅっ！\nな、なんなんですかあ…","0","122711","10","912","0.5","1","11","19120065"
"","","","","0","","912","","","91","19120066"
"","","0","","0.5","","912","","","93","19120067"
"0.1","1","12_kyouka_run_in","0.1","122711","0","912","","12_kyouka_run_loop","3","19120068"
"","","-850","","122711","-15","912","","3.58220211161388","2","19120069"
"","","","","19120069","","912","","","91","19120070"
"1.75","-180","127011","0","1","22","913","13_kuka_bound","-800","1","19130001"
"0","1","1041","","104","-600","913","","-170","31","19130002"
"0","1","1042","","104","-240","913","","-170","31","19130003"
"0","1","1043","","104","170","913","","-170","31","19130004"
"0","1","1044","","104","560","913","","-170","31","19130005"
"0","1","1003","","1003","-575","913","","-85","31","19130006"
"","","se_fpc_water_random","","se_10053800","1","913","","","23","19130007"
"","","0","","19130006","","913","","","91","19130008"
"","","1","","1003","","913","","0","32","19130009"
"","","0","","2","","913","","","93","19130010"
"0.1","","13_kuka_bound","","127011","1","913","","","3","19130011"
"","","800","","127011","-180","913","","2.35294117647059","2","19130012"
"","","0","","0.236666666666667","","913","","","93","19130013"
"","","se_10053800_913_kuka","","se_10053800","0","913","","","23","19130014"
"","","vo_fpc_21300","","vo_fpc","","913","","0","21","19130015"
"","","1","","1041","","913","","0","32","19130016"
"","","0","","0.536666666666667","","913","","","93","19130017"
"","","1","","1042","","913","","0","32","19130018"
"","","0","","0.536666666666667","","913","","","93","19130019"
"","","vo_fpc_21301","","vo_fpc","","913","","0","21","19130020"
"","","1","","1043","","913","","0","32","19130021"
"","","0","","0.536666666666667","","913","","","93","19130022"
"","","1","","1044","","913","","0","32","19130023"
"","","0","","2","","913","","","93","19130024"
"","","","","19130012","","913","","","91","19130025"
"1.75","-185","110611","0","1","24","914","14_maho_idle_loop","-1000","1","19140001"
"1.75","-185","2","0","2","22","914","cmn_boat_idle","-1000","5","19140002"
"1.75","-185","3","0","3","23","914","14_maho_idle_loop","-1000","5","19140003"
"1.75","-175","110511","0","1","25","914","cmn_float","-1220","1","19140004"
"1.75","-125","110411","0","1","12","914","14_makoto_float","-1520","1","19140005"
"1","1","110611","","116","-1000","914","","-185","31","19140006"
"1","1","41","","8","-1220","914","","-175","31","19140007"
"0","1","120","","120","-50","914","","-175","31","19140008"
"1","1","42","","4","-1520","914","","-125","31","19140009"
"0","1","117","","117","-350","914","","-125","31","19140010"
"","","se_fpc_water_random","","se_10053800","1","914","","","23","19140011"
"","","0","","19140010","","914","","","91","19140012"
"","12","170","","110611","-185","914","","8.60294117647059","2","19140013"
"","12","170","","2","-185","914","","8.60294117647059","2","19140014"
"","12","170","","3","-185","914","","8.60294117647059","2","19140015"
"","12","170","","110611","-185","914","","8.60294117647059","33","19140016"
"","12","-50","","110511","-175","914","","8.60294117647059","2","19140017"
"","12","-50","","41","-175","914","","8.60294117647059","33","19140018"
"","12","-350","","110411","-125","914","","8.60294117647059","2","19140019"
"","12","-350","","42","-125","914","","8.60294117647059","33","19140020"
"","","","","19140013","","914","","","91","19140021"
"0.3","1","14_maho_point_in","0.1","110611","0","914","","14_maho_point_loop","3","19140022"
"0.3","","cmn_boat_idle","","2","1","914","","","3","19140023"
"0.3","","14_maho_idle_loop","","3","1","914","","","3","19140024"
"","","vo_fpc_21400","","vo_fpc","","914","","0","21","19140025"
"0","0","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","0","110611","10","914","0.5","1","11","19140026"
"","","","","0","","914","","","91","19140027"
"","","0","","0.5","","914","","","93","19140028"
"0.1","1","14_kaori_handUp_in","0.1","110511","0","914","","14_kaori_handUp_loop","3","19140029"
"","","vo_fpc_21401","","vo_fpc","","914","","0","21","19140030"
"0","0","まーかせるさー！\nしゅっぱつしんこー！","0","110511","10","914","0.5","1","11","19140031"
"","","","","0","","914","","","91","19140032"
"","","0","","0.5","","914","","","93","19140033"
"0.1","","14_makoto_pazzled","","110411","1","914","","","3","19140034"
"","","vo_fpc_21402","","vo_fpc","","914","","0","21","19140035"
"0","0","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","0","110411","10","914","0.5","1","11","19140036"
"","","","","0","","914","","","91","19140037"
"","","0","","0.5","","914","","","93","19140038"
"0.3","1","14_maho_smile_in","0.1","110611","0","914","","14_maho_smile_loop","3","19140039"
"0.3","","cmn_boat_idle","","2","1","914","","","3","19140040"
"0.3","","14_maho_idle_loop","","3","1","914","","","3","19140041"
"","","vo_fpc_21403","","vo_fpc","","914","","0","21","19140042"
"0","0","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","0","110611","10","914","0.5","1","11","19140043"
"","","","","0","","914","","","91","19140044"
"","","0","","0.5","","914","","","93","19140045"
"","","vo_fpc_21404","","vo_fpc","","914","","0","21","19140046"
"0","0","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","0","110511","10","914","0.5","1","11","19140047"
"","","","","0","","914","","","91","19140048"
"","","0","","0.5","","914","","","93","19140049"
"0.1","1","14_kaori_flutterKick_in","0.1","110511","0","914","","14_kaori_flutterKick_loop","3","19140050"
"","","0","","0.3","","914","","","93","19140051"
"","","1270","","110611","-185","914","","6.47058823529412","2","19140052"
"","","1270","","2","-185","914","","6.47058823529412","2","19140053"
"","","1270","","3","-185","914","","6.47058823529412","2","19140054"
"","","1270","","110611","-185","914","","6.47058823529412","33","19140055"
"","","0","","41","","914","","","32","19140056"
"","","1","","120","","914","","","32","19140057"
"","","1050","","110511","-175","914","","6.47058823529412","2","19140058"
"","","1050","","120","-175","914","","6.47058823529412","33","19140059"
"","","0","","1","","914","","","93","19140060"
"","","vo_fpc_21405","","vo_fpc","","914","","0","21","19140061"
"0","0","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","0","110411","10","914","0.5","1","11","19140062"
"","","","","0","","914","","","91","19140063"
"","","0","","0.5","","914","","","93","19140064"
"0.1","1","14_makoto_dogscratch_in","0.1","110411","0","914","","cmn_swm_dogscratch","3","19140065"
"","","0","","0.3","","914","","","93","19140066"
"","","0","","42","","914","","","32","19140067"
"","","1","","117","","914","","","32","19140068"
"","","1050","","110411","-125","914","","3.72637742879957","2","19140069"
"","","1050","","117","-125","914","","3.72637742879957","33","19140070"
"","","","","19140069","","914","","s","91","19140071"
"1.75","-180","110311","0","1","23","915","15_saren_idle","-950","1","19150001"
"1.75","-180","2","0","2","22","915","cmn_boat_idle","-950","5","19150002"
"1.75","-15","107711","0","1","12","915","15_suzume_walk_loop","-750","1","19150003"
"1","1","110311","","101","-950","915","","-180","31","19150004"
"0","1","109","","109","210","915","","30","31","19150005"
"0","1","4","","4","330","915","","-125","31","19150006"
"","","se_fpc_water_random","","se_10053800","1","915","","","23","19150007"
"","","49","","107711","","915","","","13","19150008"
"","","0","","0","","915","","","91","19150009"
"","","0","","107711","-15","915","","5.51470588235294","2","19150010"
"","","","","19150010","","915","","","91","19150011"
"0.1","1","15_suzume_talk_in","0.1","107711","0","915","","15_suzume_talk_loop","3","19150012"
"","","vo_fpc_21500","","vo_fpc","","915","","0","21","19150013"
"0","0","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","0","107711","10","915","0.5","1","11","19150014"
"","","1","","3.2","","915","","","93","19150015"
"","","0","","1.5","","915","","","93","19150016"
"","","","","19150014","","915","","","91","19150017"
"0.1","1","15_suzume_walk_in","0.1","107711","0","915","","15_suzume_walk_loop","3","19150018"
"","","-100","","110311","-180","915","","11.9779411764706","2","19150019"
"","","-100","","2","-180","915","","11.9779411764706","2","19150020"
"","","-100","","110311","-180","915","","11.9779411764706","33","19150021"
"","","460","","107711","-15","915","","4.22794117647059","2","19150022"
"","","","","19150022","","915","","","91","19150023"
"0.1","1","15_suzume_turn_in","0.1","107711","0","915","","15_suzume_turn_loop","3","19150024"
"","","0","","0.6","","915","","","93","19150025"
"","","vo_fpc_21501","","vo_fpc","","915","","0","21","19150026"
"-15","0","あれは…お嬢様～！\n今参ります！","0","107711","20","915","0.5","1","11","19150027"
"","","0","","1.7","","915","","","93","19150028"
"0.3","1","15_saren_notice_in","0.1","110311","0","915","","15_saren_notice_loop","3","19150029"
"0.3","","cmn_boat_idle","","2","1","915","","","3","19150030"
"","","0","","0.35","","915","","","93","19150031"
"","","0","","1.5","","915","","","93","19150032"
"","","330","","107711","-15","915","","0.5","2","19150033"
"0.2","","15_suzume_run","0.1","107711","1","915","","","3","19150034"
"","","vo_fpc_21502","","vo_fpc","","915","","0","21","19150035"
"0","0","スズメ？\nって、走ると危なっ…","0","110311","100","915","-0.5","1","11","19150036"
"","","0","","0.5","","915","","","93","19150037"
"0.1","","15_suzume_fallDown","","107711","0","915","","","3","19150038"
"","","0","","1.3","","915","","","93","19150039"
"","","vo_fpc_21503","","vo_fpc","","915","","0","21","19150040"
"0","0","きゃあああ～！","0","107711","150","915","-1.5","1","11","19150041"
"0.1","1","15_saren_rise_in","0.1","110311","0","915","","15_saren_rise_loop","3","19150042"
"0.1","","cmn_boat_idle","","2","1","915","","","3","19150043"
"","","0","","0.5","","915","","","93","19150044"
"0.1","0","1","","107711","1","915","","1","6","19150045"
"","","1","","109","","915","","","32","19150046"
"","","0","","1","","915","","","93","19150047"
"","","330","","107711","-125","915","","0","2","19150048"
"0.4","1","1","","107711","1","915","","1","6","19150049"
"0.1","1","15_suzume_drown_in","0.1","107711","0","915","","15_suzume_drown_loop","3","19150050"
"","","800","","107711","-125","915","","2.76470588235294","2","19150051"
"","","800","","4","-125","915","","2.76470588235294","33","19150052"
"","","","","19150019","","915","","","91","19150053"
"","","900","","110311","-180","915","","7.35294117647059","2","19150054"
"","","900","","2","-180","915","","7.35294117647059","2","19150055"
"","","900","","110311","-180","915","","7.35294117647059","33","19150056"
"","","vo_fpc_21504","","vo_fpc","","915","","0","21","19150057"
"0","0","ス、スズメ？\nスズメ～っ！？","0","110311","10","915","0.5","1","11","19150058"
"","","","","0","","915","","","91","19150059"
"","","0","","1.5","","915","","","93","19150060"
"","","","","19150054","","915","","s","91","19150061"
"1.4875","-15","113111","0","1","12","916","cmn_walk","-750","1","19160001"
"1.4875","-15","113311","0","1","12","916","16_nanaka_run","750","1","19160002"
"1.75","-180","117411","0","1","22","916","cmn_swm_diving","-850","1","19160003"
"1.75","-180","117011","0","1","22","916","cmn_swm_diving","-2500","1","19160004"
"1.75","-180","7","0","7","22","916","none","50","5","19160005"
"1.75","-180","11","0","1","22","916","cmn_floatRing_pink","-1375","5","19160006"
"1.75","-125","12","0","1","12","916","cmn_float_item_01_Ball","-2500","5","19160007"
"1","1","11","","4","-1375","916","","-180","31","19160008"
"1","1","12","","4","-2500","916","","-125","31","19160009"
"1","1","91","","9","-850","916","","-180","31","19160010"
"1","1","92","","9","-2500","916","","-180","31","19160011"
"0","1","1015","","1015","-183","916","","155","31","19160012"
"0","1","1013","","1013","50","916","","-180","31","19160013"
"","","se_fpc_water_random","","se_10053800","1","916","","","23","19160014"
"","","0","","19160013","","916","","","91","19160015"
"","","2500","","117411","-180","916","","19.7058823529412","2","19160016"
"","","2500","","91","-180","916","","19.7058823529412","33","19160017"
"","","1975","","11","-180","916","","24.6323529411765","2","19160018"
"","","1975","","11","-180","916","","24.6323529411765","33","19160019"
"","","850","","117011","-180","916","","19.7058823529412","2","19160020"
"","","850","","92","-180","916","","19.7058823529412","33","19160021"
"","","850","","12","-125","916","","24.6323529411765","2","19160022"
"","","850","","12","-125","916","","24.6323529411765","33","19160023"
"","","0","","3","","916","","","93","19160024"
"","","-150","","113111","-15","916","","4.41176470588235","2","19160025"
"","","","","19160025","","916","","","91","19160026"
"0.3","","16_ruka_think","","113111","1","916","","","3","19160027"
"","","1","","1015","","916","","","32","19160028"
"","","vo_fpc_21600","","vo_fpc","","916","","0","21","19160029"
"","","0","","0.6","","916","","","93","19160030"
"","","0","","1.5","","916","","","93","19160031"
"","","150","","113311","-15","916","","2.71493212669683","2","19160032"
"","","","","19160032","","916","","","91","19160033"
"0.2","","16_nanaka_idle_loop","","113311","1","916","","","3","19160034"
"","","vo_fpc_21601","","vo_fpc","","916","","0","21","19160035"
"0","0","ル～カ～姉♪\n何見てんのかにゃ～？","0","113311","10","916","0.5","1","11","19160036"
"","","","","0","","916","","","91","19160037"
"","","0","","0.5","","916","","","93","19160038"
"0.1","1","16_ruka_notice_in","0.1","113111","0","916","","16_ruka_notice_loop","3","19160039"
"","","vo_fpc_21602","","vo_fpc","","916","","0","21","19160040"
"0","0","ん？　いや、特に何か\n考えてたわけじゃないが…","0","113111","10","916","0.5","1","11","19160041"
"","","","","0","","916","","","91","19160042"
"","","0","","0.5","","916","","","93","19160043"
"0.1","1","16_nanaka_point_in","0.1","113311","0","916","","16_nanaka_point_loop","3","19160044"
"","","vo_fpc_21603","","vo_fpc","","916","","0","21","19160045"
"0","0","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","0","113311","10","916","0.5","1","11","19160046"
"","","","","0","","916","","","91","19160047"
"","","0","","0.5","","916","","","93","19160048"
"","","vo_fpc_21604","","vo_fpc","","916","","0","21","19160049"
"0","0","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","0","113311","10","916","0.5","1","11","19160050"
"","","","","0","","916","","","91","19160051"
"","","0","","0.5","","916","","","93","19160052"
"0.1","1","16_ruka_talk_in","0.1","113111","0","916","","16_ruka_talk_loop","3","19160053"
"","","vo_fpc_21605","","vo_fpc","","916","","0","21","19160054"
"0","0","そんなことはっ…\nちょっとだけ、考えちまったね…","0","113111","10","916","0.5","1","11","19160055"
"","","","","0","","916","","","91","19160056"
"","","0","","0.5","","916","","","93","19160057"
"0.1","1","16_nanaka_idle_in","0.1","113311","0","916","","16_nanaka_idle_loop","3","19160058"
"","","vo_fpc_21606","","vo_fpc","","916","","0","21","19160059"
"0","0","なっはっは、やっぱりね～♪","0","113311","10","916","0.5","1","11","19160060"
"","","","","0","","916","","","91","19160061"
"","","0","","0.5","","916","","","93","19160062"
"0.1","1","16_nanaka_turn","0.1","113311","0","916","","cmn_run_def_N","3","19160063"
"","","750","","113311","-15","916","","2.71493212669683","2","19160064"
"0.1","","cmn_walk","","113111","1","916","","","3","19160065"
"","","750","","113111","-15","916","","5.29411764705882","2","19160066"
"","","0","","1.5","","916","","","93","19160067"
"","","fish","0.1","7","0","916","","none","3","19160068"
"","","1","","1013","","916","","","32","19160069"
"","","0","","3.2","","916","","","93","19160070"
"","","","","19160018","","916","","s","91","19160071"
"","","","","19160064","","916","","s","91","19160072"
"","","","","19160066","","916","","s","91","19160073"
"1.75","-180","126711","0","1","23","917","17_akino_worry","-950","1","19170001"
"1.75","-180","3","0","3","24","917","empty","-950","5","19170002"
"1.75","-180","2","0","2","22","917","cmn_boat_idle","-950","5","19170003"
"1.4875","-15","110311","0","1","12","917","cmn_walk_r","750","1","19170004"
"1","1","126711","","101","-950","917","","-180","31","19170005"
"","","se_fpc_water_random","","se_10053800","1","917","","","23","19170006"
"","","0","","19170005","","917","","","91","19170007"
"","12","0","","126711","-180","917","","6.98529411764706","2","19170008"
"","12","0","","3","-180","917","","6.98529411764706","2","19170009"
"","12","0","","2","-180","917","","6.98529411764706","2","19170010"
"","12","0","","126711","-180","917","","6.98529411764706","33","19170011"
"","","","","19170008","","917","","","91","19170012"
"","","vo_fpc_21700","","vo_fpc","","917","","0","21","19170013"
"0","0","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","0","126711","10","917","0.5","1","11","19170014"
"","","","","0","","917","","","91","19170015"
"","","0","","0.5","","917","","","93","19170016"
"","","300","","110311","-15","917","","4.72689075630252","2","19170017"
"0.3","1","17_akino_laugh_in","0.1","126711","0","917","","17_akino_laugh_loop","3","19170018"
"0.3","1","17_akino_laugh_in","0.1","3","0","917","","17_akino_laugh_loop","3","19170019"
"0.3","","cmn_boat_idle","","2","1","917","","","3","19170020"
"","","vo_fpc_21701","","vo_fpc","","917","","0","21","19170021"
"0","0","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","0","126711","20","917","0.5","1","11","19170022"
"","","","","19170017","","917","","","91","19170023"
"0.2","1","17_saren_talk_in","0.1","110311","0","917","","17_saren_talk_loop","3","19170024"
"","","0","","0.673109243697478","","917","","","93","19170025"
"","","0","","0.5","","917","","","93","19170026"
"","","","","19170022","","917","","","91","19170027"
"","","vo_fpc_21702","","vo_fpc","","917","","0","21","19170028"
"0","0","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","0","110311","10","917","0.5","1","11","19170029"
"","","","","0","","917","","","91","19170030"
"0.1","1","17_akino_pause_in","0.1","126711","0","917","","17_akino_pause_loop","3","19170031"
"0.1","1","17_akino_pause_in","0.1","3","0","917","","17_akino_pause_loop","3","19170032"
"0.1","","cmn_boat_idle","","2","1","917","","","3","19170033"
"","","0","","2","","917","","","93","19170034"
"0.3","1","17_akino_shock_in","0.1","126711","0","917","","17_akino_shock_loop","3","19170035"
"","","empty","","3","0","917","","","3","19170036"
"0.3","","cmn_boat_idle","","2","1","917","","","3","19170037"
"","","vo_fpc_21703","","vo_fpc","","917","","0","21","19170038"
"0","0","そ、そうなんですの！？\n盲点でしたわーーー！","0","126711","10","917","0.5","1","11","19170039"
"","","","","0","","917","","","91","19170040"
"","","0","","0.5","","917","","","93","19170041"
"","","900","","126711","-180","917","","5.29411764705882","2","19170042"
"","","900","","2","-180","917","","5.29411764705882","2","19170043"
"","","900","","126711","-180","917","","5.29411764705882","33","19170044"
"","","0","","2.7","","917","","","93","19170045"
"0.1","1","17_saren_turn","0.1","110311","0","917","","cmn_walk","3","19170046"
"","","750","","110311","-15","917","","2.64705882352941","2","19170047"
"","","","","19170042","","917","","","91","19170048"
"","","","","19170047","","917","","","91","19170049"
"1.75","-180","113511","0","1","22","918","18_misato_backWalk","-850","1","19180001"
"1.75","-180","110111","0","1","23","918","18_io_flutterKick","-1010","1","19180002"
"0","1","41","","14","-850","918","","-180","31","19180003"
"0","1","11","","2","50","918","","-180","31","19180004"
"0","1","42","","14","-110","918","","-180","31","19180005"
"1","1","12","","123","-1010","918","","-180","31","19180006"
"","","se_fpc_water_random","","se_10053800","1","918","","","23","19180007"
"","","0","","19180006","","918","","","91","19180008"
"","12","50","","113511","-180","918","","6.61764705882353","2","19180009"
"","12","50","","41","-180","918","","6.61764705882353","33","19180010"
"","12","-110","","110111","-180","918","","6.61764705882353","2","19180011"
"","12","-110","","12","-180","918","","6.61764705882353","33","19180012"
"","","","","19180009","","918","","","91","19180013"
"0.2","","18_misato_backWalkIdle","","113511","1","918","","","3","19180014"
"","","vo_fpc_21800","","vo_fpc","","918","","0","21","19180015"
"0","0","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","0","113511","10","918","0.5","1","11","19180016"
"","","","","0","","918","","","91","19180017"
"","","0","","0.5","","918","","","93","19180018"
"","","vo_fpc_21801","","vo_fpc","","918","","0","21","19180019"
"0","0","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","0","110111","10","918","0.5","1","11","19180020"
"","","","","0","","918","","","91","19180021"
"","","0","","0.5","","918","","","93","19180022"
"","","vo_fpc_21802","","vo_fpc","","918","","0","21","19180023"
"0","0","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","0","113511","10","918","0.5","1","11","19180024"
"","","","","0","","918","","","91","19180025"
"","","0","","0.5","","918","","","93","19180026"
"","","0","","12","","918","","","32","19180027"
"","","1","","42","","918","","","32","19180028"
"","","1","","41","","918","","","32","19180029"
"0.1","1","18_misato_idle_in","0.1","113511","0","918","","18_misato_idle_loop","3","19180030"
"0.1","1","18_io_stopSwim_in","0.1","110111","0","918","","18_io_stopSwim_loop","3","19180031"
"","","vo_fpc_21803","","vo_fpc","","918","","0","21","19180032"
"0","0","でも、私も先生だから\n本当は教えてあげないといけないのに…","0","110111","10","918","0.5","1","11","19180033"
"","","","","0","","918","","","91","19180034"
"","","0","","0.5","","918","","","93","19180035"
"0.1","1","18_misato_talk_in","0.1","113511","0","918","","18_misato_talk_loop","3","19180036"
"","","vo_fpc_21804","","vo_fpc","","918","","0","21","19180037"
"0","0","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","0","113511","10","918","0.5","1","11","19180038"
"","","","","0","","918","","","91","19180039"
"","","0","","0.5","","918","","","93","19180040"
"","","vo_fpc_21805","","vo_fpc","","918","","0","21","19180041"
"0","0","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","0","113511","10","918","0.5","1","11","19180042"
"","","","","0","","918","","","91","19180043"
"","","0","","0.5","","918","","","93","19180044"
"0.1","1","18_io_guts_in","0.1","110111","0","918","","18_io_guts_loop","3","19180045"
"","","vo_fpc_21806","","vo_fpc","","918","","0","21","19180046"
"0","0","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","0","110111","10","918","0.5","1","11","19180047"
"","","","","0","","918","","","91","19180048"
"","","0","","0.5","","918","","","93","19180049"
"0.1","1","18_io_flutterKick2_in","0.1","110111","0","918","","18_io_flutterKick2_loop","3","19180050"
"","","300","","110111","-180","918","","1.8552036199095","2","19180051"
"","","300","","42","-180","918","","1.8552036199095","33","19180052"
"","","300","","12","-180","918","","1.8552036199095","33","19180053"
"","","0","","42","","918","","","32","19180054"
"","","1","","12","","918","","","32","19180055"
"","","0","","1","","918","","","93","19180056"
"0.1","1","18_misato_talk2_in","0.1","113511","0","918","","18_misato_talk2_loop","3","19180057"
"","","","","19180051","","918","","","91","19180058"
"","","850","","110111","-180","918","","3.23529411764706","2","19180059"
"","","850","","42","-180","918","","3.23529411764706","33","19180060"
"","","850","","12","-180","918","","3.23529411764706","33","19180061"
"","","1","","42","","918","","","32","19180062"
"","","0","","12","","918","","","32","19180063"
"0.1","1","18_misato_surprise_in","0.1","113511","0","918","","18_misato_surprise_loop","3","19180064"
"0.1","1","18_io_accident_in","0.1","110111","0","918","","18_io_accident_loop","3","19180065"
"","","vo_fpc_21807","","vo_fpc","","918","","0","21","19180066"
"0","0","きゃっ水着が！","0","110111","10","918","0.5","1","11","19180067"
"","","","","0","","918","","","91","19180068"
"","","0","","0.5","","918","","","93","19180069"
