ba268edf83a2a704bde10924aec14ef242a0ee930e0323efdacc7e14ed9dba22,1b22e8cbe0a3e17c7f2da524997f80546b0f958d0de872aa2e1a4592179cf935,a230b65b153cefa9861e3e33a045e2ae3979b7736429a64e89c51f4e44060c15,56d7776bd11e712d9d9a40b9d2ccd037f9d3314c18960704644c3e6ba4f67c2d,5deadca5fac477d2e318a788da7b98d8b73fe533578e7b1cce8bb8b158fd38d8,b956e6d8cb71211ad69d7500af1021efdad6ac60e1c870905fb77dcfbbbe0035,63a25459d32b7d2c2483829223c6592ab72b9bc6b4a9a3b2bc587c9cdb96d732,3e6555ee6088321f6ea15d3909218660722b027f2e8bd4a66c53c16daa4e89ad,300b273027c345352c3976bb4e7cc52927d642721126d2db07ee82868a861a3a,73cff3a51c125904a9fab849f46c123ce4fae97e46d93cc3b1e5c47c535798c9,92ead37a470edf92bba01f0caa3054db2a469f0f8c6578b22f4c36c71365d1bf,03b334f2e1616629eb4d7002d0b414a8e0c7b0bafc880cd5382af4741914d4a2,2d323ce85cb896d3598e0c4f5284395c333281af2c33d4e7763181435fce3d63,1b981f31848b322afbcb9667265f3a85da53059d6e940317178faa899572aea4,10b82a7b02b814242c568ed269909a556ff33cb805b6d5d0aa1bf25478b2c145,fef3f6721a071fd4aa63838273df4e0e86e5216ad98bc54b2531929acc5ec73d,15ff23ed0b44049615cb3f6475605a124875f48d01cd473c0e1b484f3da651e2,35395bfbf9684f914a359ed39384e71070ccc3e7f5d344675ddc5b88795fdd21,07083d810d3ccb4ebc3e799e75b87f7485a712b77968b38e2a78d6d3b7e38bfa,819b796a0c7d3dfbe9f902135fbb8d3a3ad00f646be98542b196cdf37cc613b0,702a7cf3cd97f4164e3daa1ed0df0caf09b433b33d5ece9dc2960d53f816f9bb
"0","7","2160","0","1","18.5","5","0","0","","2","0","1","ＴＰ上昇を{0}アップさせるフィールドを展開する","1","80","260200102","38","1","3","0"
"2160","3","0","18","99","0","2","0","16","","2","1","1","味方全体の物理・魔法攻撃クリティカル時のダメージを16％アップ","3","110","260200103","10","1","1","0"
"2160","3","0","18","99","0","2","0","16","","2","1","1","","3","120","260200104","10","1","1","0"
"2160","3","0","18","99","0.36","1","0","0.36","物理防御力ダウン+{0}","1","1","1","敵全体の物理・魔法防御力を{0}ダウン","3","21","260200105","10","1","1","0"
"2160","3","0","18","99","0.36","1","0","0.36","魔法防御力ダウン+{0}","1","1","1","","3","41","260200106","10","1","1","0"
"2160","3","0","12","99","12.5","1","0","12.5","物理攻撃力アップ+{0}","2","1","1","味方全体の物理攻撃力を{0}アップ","3","10","260200301","10","1","0","0"
"2160","3","0","12","99","12.5","1","0","12.5","魔法攻撃力アップ+{0}","2","1","1","味方全体の魔法攻撃力を{0}アップ","3","30","260200302","10","1","0","0"
"2160","3","0","0","99","0","40","0","0","","2","0","1","味方全体のＴＰを{0}回復","3","1","260200303","16","1","0","0"
"2160","3","0","0.125","99","2.5","1","0","2.5","ＨＰ回復量+{0}","2","0","1","味方全体のＨＰを{0}回復","3","1","260201201","4","0","0","0"
"2160","3","0","180","99","20","1","0","20","物理攻撃力アップ+{0}","2","1","1","味方全体の物理攻撃力を{0}アップ","3","10","260201202","10","1","0","0"
"2160","3","0","180","99","20","1","0","20","魔法攻撃力アップ+{0}","2","1","1","味方全体の魔法攻撃力を{0}アップ","3","30","260201203","10","1","0","0"
"2160","3","0","180","99","0","1","0","100","物理クリティカルアップ+{0}","2","1","1","味方全体の物理クリティカルを{0}アップ","3","60","260201204","10","1","0","0"
"2160","3","0","180","99","0","1","0","100","魔法クリティカルアップ+{0}","2","1","1","味方全体の魔法クリティカルを{0}アップ","3","70","260201205","10","1","0","0"
"2160","3","0","180","99","0","2","0","5","","2","1","1","味方全体の物理・魔法攻撃クリティカル時のダメージを5％アップ","3","110","260201206","10","1","1","0"
"2160","3","0","180","99","0","2","0","5","","2","1","1","","3","120","260201207","10","1","1","0"
"-1","3","0","0","1","1","0","0","0","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","260210101","1","0","100","0"
"2160","3","0","0","1","14.4","180","0","180","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","260300101","1","0","100","1"
"2160","3","0","0","1","1.2","15","0","15","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","260300301","1","0","100","0"
"2160","3","0","0","1","0","6","0","0.02","","1","0","1","","1","260300303","260300302","26","2","0","0"
"2160","5","0","0.06","1","0.8","1","0","0.8","ＨＰ回復量+{0}","2","0","1","味方単体のＨＰを{0}回復","3","2","260300303","4","0","0","0"
"2160","3","0","0","1","1.6","20","0","20","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","260301201","1","0","100","0"
"2160","3","0","12","1","1","1","0","1","魔法防御力ダウン+{0}","1","0","1","敵単体の魔法防御力を{0}ダウン","1","41","260301202","10","0","0","0"
"2160","3","0","12","1","0","1","0","10","","1","0","1","敵単体のクリティカルを受けた際のダメージを{0}％アップ","1","141","260301203","10","0","0","0"
"-1","7","0","0","1","0","350","0","0","","2","0","1","自分のＴＰを{0}回復","3","1","260301204","16","1","0","0"
"-1","3","0","0","1","0","6","0","0.06","","1","0","1","","1","260301206","260301205","26","2","0","0"
"0","7","0","18","1","8","1","0","8","魔法攻撃力アップ+{0}","2","1","1","自分の魔法攻撃力を{0}アップ","1","30","260301206","10","1","0","0"
"-1","3","0","0","1","1","0","0","0","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","260310101","1","0","100","0"
"2160","7","0","0","1","0","0","0","0","","2","0","1","","3","3175","260400101","28","260400103","260400105","0"
"2160","7","0","0","1","0","0","0","0","","2","0","1","","3","3175","260400102","28","260400104","260400106","0"
"-1","3","0","0","1","6","75","0","75","物理ダメージ+{0}","1","50","1","絶氷中、敵単体に物理防御力を50無視する{0}の物理ダメージ","1","1","260400103","1","0","100","0"
"-1","3","0","0","1","6","75","0","75","物理ダメージ+{0}","1","50","1","絶氷中、敵単体に物理防御力を50無視する{0}の物理ダメージ","1","1","260400104","1","0","100","0"
"-1","3","0","0","1","4","50","0","50","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","260400105","1","0","100","0"
"-1","3","0","0","1","4","50","0","50","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","260400106","1","0","100","0"
"2160","7","0","0","1","0","0","0","0","","2","0","1","","3","3175","260400201","28","260400203","260400205","0"
"2160","7","0","0","1","0","0","0","0","","2","0","1","","3","3175","260400202","28","260400204","260400206","0"
"-1","3","0","0","1","2.7","33.75","0","33.75","物理ダメージ+{0}","1","0","1","絶氷中、敵単体に{0}の物理ダメージ","1","1","260400203","1","0","100","0"
"-1","3","0","0","1","2.7","33.75","0","33.75","物理ダメージ+{0}","1","0","1","絶氷中、敵単体に{0}の物理ダメージ","1","1","260400204","1","0","100","0"
"-1","3","0","0","1","1.8","22.5","0","22.5","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","260400205","1","0","100","0"
"-1","3","0","0","1","1.8","22.5","0","22.5","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","260400206","1","0","100","0"
"-1","3","0","12","1","0.3","1","0","0.3","物理防御力ダウン+{0}","1","0","1","絶氷中、敵単体の物理防御力を{0}ダウン","1","21","260400207","10","1","0","0"
"-1","3","0","12","1","0.2","1","0","0.2","物理防御力ダウン+{0}","1","0","1","敵単体の物理防御力を{0}ダウン","1","21","260400208","10","1","0","0"
"-1","3","0","12","1","0","1","0","8","","1","0","1","絶氷中、敵単体の被クリダメを{0}％アップ","1","141","260400209","10","1","0","0"
"2160","7","0","0","1","0","0","0","0","","2","0","1","","3","3175","260400301","28","260400302","260400305","0"
"2160","3","0","18","99","18","1","0","18","物理攻撃力アップ+{0}","2","0","1","絶氷中、味方全体の物理攻撃力を{0}アップ","3","10","260400302","10","1","0","0"
"2160","3","0","18","99","0","1","0","180","","2","0","1","絶氷中、味方全体の物理クリティカルを{0}アップ","3","60","260400303","10","1","0","0"
"2160","3","0","18","99","0","1","0","9","","2","0","1","絶氷中、味方全体の物理攻撃クリティカル時のダメージを{0}％アップ","3","110","260400304","10","1","0","0"
"2160","3","0","18","99","12","1","0","12","物理攻撃力アップ+{0}","2","0","1","味方全体の物理攻撃力を{0}アップ","3","10","260400305","10","1","0","0"
"2160","3","0","18","99","0","1","0","120","","2","0","1","味方全体の物理クリティカルを{0}アップ","3","60","260400306","10","1","0","0"
"2160","3","0","18","99","0","1","0","6","","2","0","1","味方全体の物理攻撃クリティカル時のダメージを{0}％アップ","3","110","260400307","10","1","0","0"
"2160","7","0","0","1","0","0","0","0","","2","0","1","","3","3175","260400308","28","260400309","0","0"
"2160","7","0","0.125","1","2.5","1","0","2.5","ＨＰ回復量+{0}","2","0","1","絶氷中、自分のＨＰを{0}回復","3","1","260400309","4","0","0","0"
"2160","7","0","0","1","1","600","0","0","","2","0","1","絶氷中、自分のＴＰを{0}回復","3","1","260400310","16","0","0","0"
"-1","7","0","180","1","0","1","0","30","","2","0","1","自分のＴＰ上昇を{0}アップ","1","80","260410101","10","1","0","0"
"2160","7","0","0","1","0","180","0","0","","2","0","1","環境を絶氷にする","3","1","260410102","105","175","0","0"
"2160","3","0","180","99","0","1","0","10","","2","0","1","敵味方の物理攻撃クリティカル時のダメージを{0}％アップ","3","110","260410103","10","1","0","1"
"-1","3","0","0","1","1","0","0","0","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","260410201","1","0","100","0"
"3000","3","0","0.00025","1","1","2","0","2","","1","0","1","","6","1","261000101","1","1","80","0"
"3000","3","0","0","99","3.1","99","0","0","","2","0","1","","3","1","261000102","72","0","0","0"
"3000","3","0","0","99","3.1","99","0","0","","2","0","1","","3","2","261000103","72","0","0","0"
"2160","7","-1","-1","1","-1","50000000","0","180","","2","500000","1","","3","0","261000104","110","0","0","-1"
"3000","3","0","30","99","0","2","0","15","","1","0","1","","6","21","262000101","10","0","0","0"
"3000","3","0","30","99","0","2","0","15","","1","0","1","","6","41","262000102","10","0","0","0"
"3000","8","0","0","1","0","0","0","200","","1","0","1","","6","2","263000101","1","0","80","0"
"3000","8","0","0","1","0","0","1","200","","1","0","1","","6","2","263000102","1","0","80","0"
"3000","8","0","0","1","0","0","2","200","","1","0","1","","6","2","263000103","1","0","80","0"
"3000","3","0","0","99","0","1000","0","0","","1","9999999","1","","6","1","264000101","1","0","80","0"
"3000","3","0","120","99","0","3","0","25","","1","0","1","","6","11","264000102","10","0","0","0"
"3000","3","0","0","99","0","1000","0","0","","1","9999999","1","","6","2","264000103","1","0","80","0"
"3000","3","0","120","99","0","3","0","25","","1","0","1","","6","31","264000104","10","0","0","0"
"3000","34","0","0","99","0","2","0","100","","2","0","1","","3","2","265000101","4","0","0","0"
"3000","3","0","0","99","0","35","0","0","","1","0","1","","6","3","266000101","46","1","100","0"
"3000","3","0","120","99","0","2","0","100","","1","0","1","","6","91","266000102","10","1","0","0"
"3000","3","0","0","99","180","0","0","0.0001","","1","0","1","","6","2","299110101","83","0","0","0"
"3000","3","0","1","99","180","1","0","152","","1","0","1","","6","0","299110102","35","0","0","0"
"3000","3","0","0","99","0","102","0","50","","2","0","1","","6","299110202","299110201","127","1","0","0"
"3000","3","0","0","99","-1","0","0","180","","2","500000","1","","6","0","299110202","110","0","0","0"
"3000","3","180","0","99","180","99","0","232","","1","1","1","","6","1","299110301","77","1","1","0"
"3000","3","0","180","99","0.001","2","0","0","","1","0","1","","6","10","299110401","115","232","0","0"
"3000","3","0","180","99","0.001","2","0","0","","1","0","1","","6","30","299110402","115","232","0","0"
"3000","3","0","0","99","99","1","0","2","","1","0","1","","6","6232","299110501","23","299110502","0","0"
"3000","3","21","11","99","1","100","0","0","","1","41","1","","6","20","299110502","49","0","0","31"
"3000","3","0","0","99","99","1","0","2","","1","0","1","","6","6232","299110601","23","299110602","0","0"
"3000","3","0","15","99","0.001","3","0","0","","1","2","1","","6","10","299110602","10","1","0","0"
"3000","3","0","15","99","0.001","3","0","0","","1","2","1","","6","30","299110603","10","1","0","0"
"3000","3","180","0","99","180","15","0","185","","1","1","1","","6","2","299110701","77","1","1","0"
"3000","3","180","0","99","180","15","0","185","","1","1","1","","6","3","299110702","77","1","1","0"
"3000","3","0","180","99","0.001","1","0","0","","1","0","1","","6","180","299110801","115","185","0","0"
"3000","3","0","180","99","0.001","1","0","0","","1","0","1","","6","190","299110802","115","185","0","0"
"3000","3","0","180","99","0.001","1","0","0","","1","0","1","","6","90","299110901","115","185","0","0"
"3000","3","0","0","99","10","1","0","2","","1","0","1","","6","6185","299111001","23","299111002","0","0"
"3000","3","0","-15","99","180","15","0","185","","1","0","1","","6","1","299111002","35","0","0","0"
"3000","3","0","180","99","0.001","1","0","0","","1","0","1","","6","180","299111003","10","1","0","0"
"3000","3","0","180","99","0.001","1","0","0","","1","0","1","","6","190","299111004","10","1","0","0"
"3000","3","0","180","99","9999999","25","0","0","","1","0","1","","6","1","299111005","132","0","0","0"
"3000","3","180","6","99","1","100","0","0","","1","0","1","","6","1","299111701","97","211","1","0"
"3000","3","180","6","99","2","100","0","0","","1","0","1","","6","1","299111702","97","211","1","0"
"3000","3","180","6","99","3","100","0","0","","1","0","1","","6","1","299111703","97","211","1","0"
"3000","3","0","0","99","0","0","0","0.01","","1","0","1","","6","1","299111801","16","0","0","0"
"3000","3","0","0","99","0","102","0","300","","1","0","1","","6","299111902","299111901","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","2","0","1","","6","8","299111902","9","0","100","0"
"3000","3","0","0","99","0","102","0","600","","1","0","1","","6","299111904","299111903","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","2","0","1","","6","8","299111904","9","0","100","0"
"3000","3","0","0","99","0","102","0","900","","1","0","1","","6","299111906","299111905","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","2","0","1","","6","8","299111906","9","0","100","0"
"3000","3","0","0","99","0","102","0","300","","1","0","1","","6","299112002","299112001","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","2","0","1","","6","7","299112002","9","0","100","0"
"3000","3","0","0","99","0","102","0","600","","1","0","1","","6","299112004","299112003","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","2","0","1","","6","7","299112004","9","0","100","0"
"3000","3","0","0","99","0","102","0","900","","1","0","1","","6","299112006","299112005","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","2","0","1","","6","7","299112006","9","0","100","0"
"3000","3","0","180","99","0.01","2","0","0","","2","2","1","","6","31","299112101","10","1","0","0"
"3000","3","0","180","99","0.01","2","0","0","","2","2","1","","6","11","299112102","10","1","0","0"
"3000","3","0","180","99","0.01","2","0","0","","2","2","1","","6","41","299112201","10","1","0","0"
"3000","3","0","180","99","0.01","2","0","0","","2","2","1","","6","21","299112202","10","1","0","0"
"3000","3","0","180","99","0.01","2","0","0","","2","2","1","","6","141","299112301","10","1","0","0"
"3000","3","0","180","99","0.01","1","0","0","","3","2","1","","6","161","299112401","10","1","0","0"
"3000","3","0","180","99","0.01","1","0","0","","3","2","1","","6","171","299112402","10","1","0","0"
"3000","10","0","0","1","0","0","0","0.2","","1","0","1","","6","299112502","299112501","26","2","0","0"
"3000","3","0","180","99","0","1","0","0","","1","2","1","","6","10","299112502","10","1","0","0"
"3000","10","0","0","1","0","0","0","0.2","","1","0","1","","6","299112504","299112503","26","2","0","0"
"3000","3","0","180","99","0","1","0","0","","1","2","1","","6","30","299112504","10","1","0","0"
"3000","3","0","0","1","0.001","9","0","0","","1","0","1","","6","299112602","299112601","26","2","0","0"
"3000","3","0","180","99","0","1","0","0","","1","2","1","","6","10","299112602","10","1","0","0"
"3000","3","0","0","1","0.001","9","0","0","","1","0","1","","6","299112604","299112603","26","2","0","0"
"3000","3","0","180","99","0","1","0","0","","1","2","1","","6","30","299112604","10","1","0","0"
"3000","3","0","0","1","0.001","10","0","0","","1","0","1","","6","299112702","299112701","26","2","0","0"
"3000","3","0","180","99","0","1","0","0","","1","2","1","","6","10","299112702","10","1","0","0"
"3000","3","0","0","1","0.001","10","0","0","","1","0","1","","6","299112704","299112703","26","2","0","0"
"3000","3","0","180","99","0","1","0","0","","1","2","1","","6","30","299112704","10","1","0","0"
"3000","3","0","0","99","0","105","0","500","","1","0","1","","6","299112802","299112801","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","1","0","1","","6","1","299112802","6","0","0","0"
"3000","3","0","0","99","0","105","0","1000","","1","0","1","","6","299112804","299112803","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","1","0","1","","6","1","299112804","6","0","0","0"
"3000","3","0","0","99","0","105","0","1500","","1","0","1","","6","299112806","299112805","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","1","0","1","","6","1","299112806","6","0","0","0"
"3000","3","0","0","99","0","105","0","500","","1","0","1","","6","299113302","299113301","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","1","0","1","","6","2","299113302","6","0","0","0"
"3000","3","0","0","99","0","105","0","1000","","1","0","1","","6","299113304","299113303","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","1","0","1","","6","2","299113304","6","0","0","0"
"3000","3","0","0","99","0","105","0","1500","","1","0","1","","6","299113306","299113305","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","1","0","1","","6","2","299113306","6","0","0","0"
"3000","3","0","0","99","0","105","0","500","","1","0","1","","6","299113802","299113801","127","1","0","0"
"3000","3","180","0","99","0","0","0","0","","1","0","1","","6","1","299113802","48","3","0","0"
"3000","3","0","0","99","0","105","0","1000","","1","0","1","","6","299113804","299113803","127","1","0","0"
"3000","3","180","0","99","0","0","0","0","","1","0","1","","6","1","299113804","48","3","0","0"
"3000","3","0","0","99","0","105","0","1500","","1","0","1","","6","299113806","299113805","127","1","0","0"
"3000","3","180","0","99","0","0","0","0","","1","0","1","","6","1","299113806","48","3","0","0"
"3000","3","180","0","99","180","20","0","212","","1","1","1","","6","4","299113901","77","1","1","0"
"3000","3","0","180","99","0.001","1","0","0","","1","0","1","","6","80","299114001","115","212","0","0"
"3000","3","0","0","99","90","0","0","10000","","2","0","1","","6","3","299114101","73","0","0","-1"
"3000","3","0","0","99","0","101","0","0.05","","1","0","1","","6","299117902","299117901","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","1","0","1","","6","2","299117902","83","0","0","0"
"3000","3","0","1","99","180","1","0","152","","1","0","1","","6","0","299117903","35","0","0","0"
"3000","3","0","0","99","20","1","0","2","","1","0","1","","6","6212","299118001","23","299118002","0","0"
"3000","3","0","-20","99","180","20","0","212","","1","0","1","","6","1","299118002","35","0","0","0"
"3000","3","0","0","99","0","0","0","1","","1","0","1","","6","4","299118003","16","0","0","0"
"3000","3","0","15","99","9999999","10","0","0","","1","0","1","","6","1","299118004","132","0","0","0"
"3000","3","180","0","99","180","66","0","231","","2","1","1","","6","3","299118101","77","1","1","0"
"3000","3","0","0","99","0","103","0","200","","1","0","1","","6","299118202","299118201","127","2","0","0"
"3000","3","0","180","99","0","1","0","0","","1","2","1","","6","60","299118202","10","1","0","0"
"3000","3","0","0","99","0","103","0","200","","1","0","1","","6","299118204","299118203","127","2","0","0"
"3000","3","0","180","99","0","1","0","0","","1","2","1","","6","70","299118204","10","1","0","0"
"3000","3","0","0","99","0","103","0","5","","1","0","1","","6","299118302","299118301","127","2","0","0"
"3000","3","0","180","99","0","2","0","0","","1","2","1","","6","110","299118302","10","1","0","0"
"3000","3","0","0","99","0","103","0","5","","1","0","1","","6","299118304","299118303","127","2","0","0"
"3000","3","0","180","99","0","2","0","0","","1","2","1","","6","120","299118304","10","1","0","0"
"3000","3","0","0","99","180","99","0","213","","2","0","1","","6","1","299118401","35","0","0","0"
"3000","3","180","0","99","180","99","0","213","","1","0","1","","6","4","299118402","101","1","0","0"
"3000","3","0","180","99","0.001","2","0","0","","2","0","1","","6","141","299118501","115","213","0","0"
"3000","3","0","180","99","0.001","1","0","0","","2","0","1","","6","161","299118601","115","231","0","0"
"3000","3","0","180","99","0.001","1","0","0","","2","0","1","","6","171","299118602","115","231","0","0"
"3000","3","0","0","99","66","1","0","2","","2","0","1","","6","6231","299118701","23","299118702","0","0"
"3000","3","0","0","99","1000000","0","0","0.001","","2","0","1","","6","1","299118702","46","3","100","0"
"3000","3","0","0","1","99","1","0","2","","2","0","1","","6","6213","299118801","28","299118802","0","0"
"3000","20","0","0","99","1","30","0","9999999","","1","0","1","","6","1","299118802","134","0","0","0"
"3000","3","0","0","1","99","1","0","2","","2","0","1","","6","6213","299118803","28","299118804","0","0"
"3000","21","0","0","99","1","30","0","9999999","","1","0","1","","6","2","299118804","134","0","0","0"
"3000","3","0","0","99","0","105","0","2","","1","0","1","","6","299118902","299118901","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","1","0","1","","6","3","299118902","72","0","0","0"
"3000","3","0","0","99","0","104","0","2","","1","0","1","","6","299119002","299119001","127","1","0","0"
"3000","3","0","180","99","9999999","0","0","0","","1","0","1","","6","1","299119002","132","0","0","0"
"3000","3","0","0","99","90","1000000","0","0","","2","0","1","","6","3","299800101","73","0","0","-1"
"3000","3","0","1","99","120","1","0","163","","2","0","1","","6","0","299800102","35","1","0","0"
"3000","3","0","120","99","1","1","0","0","","2","2","1","","6","1020","299800201","10","0","0","0"
"3000","3","0","120","99","1","1","0","0","","2","2","1","","6","1040","299800202","10","0","0","0"
"3000","3","0","0","99","120","0","0","1","","2","0","1","","6","3","299800301","72","0","0","0"
"3000","3","0","120","99","1","1","0","0","","2","2","1","","6","180","299800401","10","1","0","0"
"3000","3","0","120","99","1","1","0","0","","2","2","1","","6","190","299800402","10","1","0","0"
"3000","3","0","120","99","1","2","0","0","","2","2","1","","6","20","299800501","10","1","0","0"
"3000","3","0","120","99","1","2","0","0","","2","2","1","","6","40","299800502","10","1","0","0"
"3000","3","0","120","99","0.1","1","0","0","","1","2","1","","6","61","299800601","10","1","0","0"
"3000","3","0","120","99","0.1","1","0","0","","1","2","1","","6","71","299800602","10","1","0","0"
"3000","7","0","0","1","1","4","0","0","","2","1","1","","6","299800702","299800701","26","1","0","0"
"3000","3","0","0","99","0","50","0","180","","2","0","1","","6","0","299800702","128","0","0","0"
"3000","3","0","120","99","0.01","2","0","0","","1","2","1","","6","91","299800801","10","1","0","0"
"3000","7","0","0","1","-0.01","4","0","1","","2","1","1","","6","299800902","299800901","26","1","0","0"
"3000","3","0","0","99","0","0","0","120","","2","1","1","","6","0","299800902","98","0","0","0"
"3000","3","0","0.0001","99","0","0","0","120","","1","1","1","","6","1","299801001","59","0","0","0"
"3000","3","0","0","99","90","0","0","1","","2","0","1","","6","3","299810101","73","0","0","-1"
"3000","3","0","1","99","120","1","0","163","","2","0","1","","6","0","299810102","35","1","0","0"
"3000","3","0","120","99","1","1","0","0","","2","2","1","","6","1020","299810201","10","0","0","0"
"3000","3","0","120","99","1","1","0","0","","2","2","1","","6","1040","299810202","10","0","0","0"
"3000","3","0","0","99","120","0","0","1","","2","0","1","","6","3","299810301","72","0","0","0"
"3000","3","0","120","99","1","1","0","0","","2","2","1","","6","180","299810401","10","1","0","0"
"3000","3","0","120","99","1","1","0","0","","2","2","1","","6","190","299810402","10","1","0","0"
"3000","3","0","120","99","1","2","0","0","","2","2","1","","6","20","299810501","10","1","0","0"
"3000","3","0","120","99","1","2","0","0","","2","2","1","","6","40","299810502","10","1","0","0"
"3000","3","0","120","99","0.1","1","0","0","","1","2","1","","6","61","299810601","10","1","0","0"
"3000","3","0","120","99","0.1","1","0","0","","1","2","1","","6","71","299810701","10","1","0","0"
"3000","3","0","120","99","0.01","2","0","0","","1","2","1","","6","91","299810801","10","1","0","0"
"3000","7","0","0","1","-0.01","4","0","1","","2","1","1","","6","299810902","299810901","26","1","0","0"
"3000","3","0","0","99","0","0","0","120","","2","1","1","","6","0","299810902","98","0","0","0"
"3000","3","0","0.0001","99","0","0","0","120","","1","1","1","","6","1","299811001","59","0","0","0"
"3000","3","0","0","99","180","0","0","0.0001","","1","0","1","","6","2","299910101","83","0","0","0"
"3000","3","0","1","99","180","1","0","152","","1","0","1","","6","0","299910102","35","0","0","0"
"3000","3","0","0","99","-1","1000","0","180","","2","500000","1","","6","0","299910201","110","0","0","0"
"3000","3","0","0","99","180","0.5","0","6","","2","0","1","","6","1","299910301","78","1","0","0"
"3000","3","10000","0","1","180","0","0","0.01","","1","0","1","","6","10","299910401","38","3","0","0"
"3000","3","10000","0","1","180","0","0","0.01","","1","0","1","","6","30","299910402","38","3","0","0"
"3000","3","180","0","99","180","50","0","185","","1","1","1","","6","1","299910701","77","1","1","0"
"3000","3","180","0","99","180","50","0","185","","1","1","1","","6","2","299910702","77","1","1","0"
"3000","3","0","180","99","0.001","1","0","0","","1","0","1","","6","180","299910703","115","185","0","0"
"3000","3","0","180","99","0.001","1","0","0","","1","0","1","","6","190","299910704","115","185","0","0"
"3000","3","0","0","99","0","90","0","0","","1","0","1","","3","1","299910801","82","100000002","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","900","299911201","23","299911202","0","0"
"3000","3","0","1","99","9999999","10","0","0","","1","0","1","","6","1","299911202","132","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","910","299911203","23","0","299911204","0"
"3000","3","0","1","99","9999999","6","0","0","","1","0","1","","6","1","299911204","132","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","920","299911205","23","0","299911206","0"
"3000","3","0","1","99","9999999","2","0","0","","1","0","1","","6","1","299911206","132","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","930","299911207","23","0","299911208","0"
"3000","3","0","1","99","9999999","3","0","0","","1","0","1","","6","1","299911208","132","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","940","299911209","23","0","299911210","0"
"3000","3","0","1","99","9999999","4","0","0","","1","0","1","","6","1","299911210","132","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","950","299911211","23","0","299911212","0"
"3000","3","0","1","99","9999999","5","0","0","","1","0","1","","6","1","299911212","132","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","960","299911213","23","0","299911214","0"
"3000","3","0","1","99","9999999","6","0","0","","1","0","1","","6","1","299911214","132","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","970","299911215","23","0","299911216","0"
"3000","3","0","1","99","9999999","7","0","0","","1","0","1","","6","1","299911216","132","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","980","299911217","23","0","299911218","0"
"3000","3","0","1","99","9999999","8","0","0","","1","0","1","","6","1","299911218","132","0","0","0"
"3000","3","0","0","99","0","1","0","2","","1","0","1","","6","990","299911219","23","0","299911220","0"
"3000","3","0","1","99","9999999","9","0","0","","1","0","1","","6","1","299911220","132","0","0","0"
"3000","3","0","0","99","0","1","0","9999999","","1","0","1","","6","1","299911301","71","144","0","180"
"3000","3","180","6","99","1","100","0","0","","1","0","1","","6","1","299911701","97","211","1","0"
"3000","3","180","6","99","2","100","0","0","","1","0","1","","6","1","299911702","97","211","1","0"
"3000","3","180","6","99","3","100","0","0","","1","0","1","","6","1","299911703","97","211","1","0"
"3000","3","0","0","99","0","0","0","0.01","","1","0","1","","6","1","299911801","16","0","0","0"
"3000","3","0","0","99","0","102","0","500","","1","0","1","","6","299911902","299911901","127","1","0","0"
"3000","3","0","0","99","180","0","0","0","","2","0","1","","6","8","299911902","9","0","100","0"
"3000","3","0","0","99","0","102","0","1000","","1","0","1","","6","299911904","299911903","127","1","0","0"
