e08cee81aa20e15b055eb264c368109db9635d643253035d7aeed4478724ba7c,23432e091d86d309d5c965748c5e29964a389a31a351a01f6cbfcc7ab356d722,55397b8beab6664c278f560747b252f2aca0c78944e26b12e315ac1ae9d46db5,0e7accde19f6c930342bc498aedadb14e413a970245c3a16315befdc3c74a214,d07b96f8e46ed06a6180cfd68e80ba403940cf9304022e9eac1895883735119e,b8c9a79d6bc6882c3879481fef740ee1e51f45ba49dfa48392e0daea6ce2183e
"1566","56011995","50","8","0","91002"
"1567","56011996","1","15","1001","10201996"
"1568","56011997","1","15","1002","10201997"
"1569","56011998","1","15","1003","10201998"
"1570","56011998","50","8","0","91002"
"1571","56111999","1","15","1001","110201999"
"1572","56112000","1","15","1002","110202000"
"1573","56112001","1","15","1003","110202001"
"1574","56112001","50","8","0","91002"
"1575","56112002","1","15","1001","110202002"
"1576","56112003","1","15","1002","110202003"
"1577","56112004","1","15","1003","110202004"
"1578","56112004","50","8","0","91002"
"1579","56112005","1","15","1001","110202005"
"1580","56112006","1","15","1002","110202006"
"1581","56112007","1","15","1003","110202007"
"1582","56112007","50","8","0","91002"
"1583","56112008","1","15","1001","110202008"
"1584","56112009","1","15","1002","110202009"
"1585","56112010","1","15","1003","110202010"
"1586","56112010","50","8","0","91002"
"1587","56112011","1","15","1001","110202011"
"1588","56112012","1","15","1002","110202012"
"1589","56112013","1","15","1003","110202013"
"1590","56112013","50","8","0","91002"
"1591","56112014","1","15","1001","110202014"
"1592","56112015","1","15","1002","110202015"
"1593","56112016","1","15","1003","110202016"
"1594","56112016","50","8","0","91002"
"1595","56112017","1","15","1001","110202017"
"1596","56112018","1","15","1002","110202018"
"1597","56112019","1","15","1003","110202019"
"1598","56112019","50","8","0","91002"
"1599","56112020","1","15","1001","110202020"
"1600","56112021","1","15","1002","110202021"
"1601","56112022","1","15","1003","110202022"
"1602","56112022","50","8","0","91002"
"1603","56112023","1","15","1001","110202023"
"1604","56112024","1","15","1002","110202024"
"1605","56112025","1","15","1003","110202025"
"1606","56112025","50","8","0","91002"
"1607","56112026","1","15","1001","110202026"
"1608","56112027","1","15","1002","110202027"
"1609","56112028","1","15","1003","110202028"
"1610","56112028","50","8","0","91002"
"1611","56112029","1","15","1001","110202029"
"1612","56112030","1","15","1002","110202030"
"1613","56112031","1","15","1003","110202031"
"1614","56112031","50","8","0","91002"
"1615","56112032","1","15","1001","110202032"
"1616","56112033","1","15","1002","110202033"
"1617","56112034","1","15","1003","110202034"
"1618","56112034","50","8","0","91002"
"1619","56112035","1","15","1001","110202035"
"1620","56112036","1","15","1002","110202036"
"1621","56112037","1","15","1003","110202037"
"1622","56112037","50","8","0","91002"
"1623","56112038","1","15","1001","110202038"
"1624","56112039","1","15","1002","110202039"
"1625","56112040","1","15","1003","110202040"
"1626","56112040","50","8","0","91002"
"1627","56112041","1","15","1001","110202041"
"1628","56112042","1","15","1002","110202042"
"1629","56112043","1","15","1003","110202043"
"1630","56112043","50","8","0","91002"
"1631","56112044","1","15","1001","110202044"
"1632","56112045","1","15","1002","110202045"
"1633","56112046","1","15","1003","110202046"
"1634","56112046","50","8","0","91002"
"1635","56112047","1","15","1001","110202047"
"1636","56112048","1","15","1002","110202048"
"1637","56112049","1","15","1003","110202049"
"1638","56112049","50","8","0","91002"
