a9d397943590442afb65a98219e58543ff4ae4891800abf7a250f7bcf121aa8c,f0651115a4fc467a2c0dafcc37ddb10b8cb2ee18c7577ea1f71f763ed2f50392,2321f04d7cdf0d1ca42281767cc82a50df8dbcd083b0b803de279b10e19a2a87,dcb71ee648d74ce6ef29c1a9bd5885012b1f90549076708e5ba8b6babf6a9784,e7e1599545941461124b4e178114722bc655813226b2aada7c0bb86bb6b7daed,f46ada19a07feba2c7ca013603189eaa0f6673c02f94f3070c2ebb53f39bfbe5,97fa48b580da979a9c321117682aa7006f82e62e9eebc45b034918ba64fbb53e,7da6a6b835c32b8a2532d2969631786814b3725a6f62a0ec7bf255267fefea90,fb20c10dae4daafe89b25deba939f75ca3b0540fa832333a11e68b6ae43a9786,7cbc8fe74a43327ef6eae7327593f9549982f65f87d78d2cebc29787e9b393e8,8079b586d1855598dde580383bbdf3e288e396790f63767ef7819ff3421f6e7e
"-34","900000","900000","54","1","0","empty","0","90103","5","1901030006"
"1","105811","1","1","0","1","","0","90103","6","1901030007"
"1","105911","1","1","0","1","","0","90103","6","1901030008"
"1","106011","1","1","0","1","","0","90103","6","1901030009"
"1","106411","1","1","0","1","","0","90103","6","1901030010"
"1","118511","1","1","0","1","","0","90103","6","1901030011"
"1","105811","0","-34","0","0","","0","90103","2","1901030012"
"1","105911","0","-34","0","0","","0","90103","2","1901030013"
"1","106011","0","-34","0","0","","0","90103","2","1901030014"
"1","106411","0","-34","0","0","","0","90103","2","1901030015"
"1","901001","901001","-300","1","0","","","90103","31","1901030016"
"1","900002","900002","0","0","0","","","90103","31","1901030017"
"1","900003","900003","0","0","0","","","90103","31","1901030018"
"1","900007","900007","0","0","0","","","90103","31","1901030019"
"1","900008","900008","0","0","0","","","90103","31","1901030020"
"","0","0","","","","","","90103","91","1901030021"
"","105811","treasure_peko","1","0","","","","90103","3","1901030022"
"","105911","treasure_kokkoro","1","0","","","","90103","3","1901030023"
"","106011","treasure_kyaru","1","0","","","","90103","3","1901030024"
"","106411","treasure_shefy","1","0","","","","90103","3","1901030025"
"","118511","treasure_karin_rare","0","0","","","","90103","3","1901030026"
"","900000","treasure_karin_rare","0","0","","","","90103","3","1901030027"
"","900007","1","","","","","","90103","32","1901030028"
"","900008","1","","","","","","90103","32","1901030029"
"","0.4","0","","","","","","90103","93","1901030030"
"","7","0","0","","","","","90103","140","1901030031"
"","2.2","0","","","","","","90103","93","1901030032"
"","vo_caravan","vo_caravan_118501_appraise_001","0","","0","","","90103","21","1901030033"
"","2.7","0","","","","","","90103","93","1901030034"
"","1901030037","","","","","","","90103","101","1901030035"
"","900007","0","","","","","","90103","32","1901030036"
"0","2","","1","0.1","1","","0","90103","113","1901030037"
"","0.2","0","","","","","","90103","93","1901030038"
"","900003","1","","","","","","90103","32","1901030039"
"","0.2","0","","","","","","90103","93","1901030040"
"","901001","0","","","","","","90103","32","1901030041"
"","900007","0","","","","","","90103","32","1901030042"
"","900008","0","","","","","","90103","32","1901030043"
"0","105811","1","1","0","1","","0","90103","6","1901030044"
"0","105911","1","1","0","1","","0","90103","6","1901030045"
"0","106011","1","1","0","1","","0","90103","6","1901030046"
"0","106411","1","1","0","1","","0","90103","6","1901030047"
"0","118511","1","1","0","1","","0","90103","6","1901030048"
"0","900000","1","1","0","1","","0","90103","6","1901030049"
"","0.1","0","","","","","","90103","93","1901030050"
"-34","1","105811","62","1","0","empty","0","90201","1","1902010001"
"-34","1","105911","66","1","0","empty","0","90201","1","1902010002"
"-34","1","106011","64","1","0","empty","0","90201","1","1902010003"
"-34","1","106411","65","1","0","empty","0","90201","1","1902010004"
"-266","100","100","58","0.4","-1085","idle","1","90201","5","1902010005"
"-266","110","110","56","0.4","-1085","idle","1","90201","5","1902010006"
"-34","1","118511","52","1","0","empty","0","90201","1","1902010007"
"-300","14","11","62","0.64","-800","empty","0","90201","5","1902010008"
"-300","15","12","64","0.64","-1120","empty","0","90201","5","1902010009"
"-320","16","13","66","0.64","-970","empty","0","90201","5","1902010010"
"-250","200","200","58","0.75","-1120","empty","1","90201","5","1902010011"
"1","901000","0","-300","0","0","","","90201","31","1902010012"
"1","900001","10","0","0","0","","","90201","31","1902010013"
"1","900002","11","0","0","0","","","90201","31","1902010014"
"1","900004","12","-1085","0","-266","","","90201","31","1902010015"
"1","900005","13","0","0","0","","","90201","31","1902010016"
"1","900011","18","-600","0","0","","","90201","31","1902010017"
"1","900009","17","0","0","-34","","","90201","31","1902010018"
"1","912001","912001","0","0","0","","","90201","31","1902010019"
"","0","0","","","","","","90201","91","1902010020"
"","10","1","","","","","","90201","32","1902010021"
"","0.7","0","","","","","","90201","93","1902010022"
"","0","1","","","","","","90201","32","1902010023"
"","17","1","","","","","","90201","32","1902010024"
"","118511","checkpoint_karin_idle","1","0","","","","90201","3","1902010025"
"","0.5","","","","","","","90201","26","1902010026"
"","se_caravan","se_caravan_goal_amb","0","","","","","90201","23","1902010027"
"","se_caravan","se_caravan_goal_onigiri","0","","","","","90201","23","1902010028"
"","0.5","0","","","","","","90201","93","1902010029"
"1","100","run_checkpoint","0","0","idle","","0","90201","3","1902010030"
"1","110","run_checkpoint","0","0","idle","","0","90201","3","1902010031"
"","12","1","","","","","","90201","32","1902010032"
"11","100","67","-276","","2.5","","","90201","2","1902010033"
"11","110","67","-276","","2.5","","","90201","2","1902010034"
"11","12","67","-276","","2.5","","","90201","33","1902010035"
"","2","0","","","","","","90201","93","1902010036"
"","se_caravan","se_caravan_goal_chara_appear","0","","","","","90201","23","1902010037"
"1","105811","checkpoint_peko_in","0","0","checkpoint_peko_loop","","0","90201","3","1902010038"
"1","105911","checkpoint_kokkoro_in","0","0","checkpoint_kokkoro_loop","","0","90201","3","1902010039"
"1","106011","checkpoint_kyaru_in","0","0","checkpoint_kyaru_loop","","0","90201","3","1902010040"
"1","106411","checkpoint_shefy_in","0","0","checkpoint_shefy_loop","","0","90201","3","1902010041"
"","6","0","0","","","","","90201","140","1902010042"
"","1.6","0","","","","","","90201","93","1902010043"
"","se_caravan","se_caravan_goal_arrival","0","","","","","90201","23","1902010044"
"","13","1","","","","","","90201","32","1902010045"
"","118511","checkpoint_karin_clap","1","0.2","","","","90201","3","1902010046"
"","2.6","0","","","","","","90201","93","1902010047"
"3","11","-600","0","","1","","","90201","33","1902010048"
"1","600","0","1","3","1","","","90201","121","1902010049"
"","se_caravan","se_caravan_goal_bandy_appear","0","","","","","90201","23","1902010050"
"","11","run_gakkari","0","","","","","90201","3","1902010051"
"","12","run_gakkari","0","","","","","90201","3","1902010052"
"","13","run_gakkari","0","","","","","90201","3","1902010053"
"1","200","run_gakkari","0","","idle","","0.1","90201","3","1902010054"
"","912001","1","","","","","","90201","32","1902010055"
"","0.4","0","","","","","","90201","93","1902010056"
"","105811","checkpoint_peko_loop_r","1","0.1","","","","90201","3","1902010057"
"","105911","checkpoint_kokkoro_loop_r","1","0.1","","","","90201","3","1902010058"
"","106011","checkpoint_kyaru_loop_r","1","0.1","","","","90201","3","1902010059"
"","106411","checkpoint_shefy_loop_r","1","0.1","","","","90201","3","1902010060"
"","61","0","0","","","","","90201","140","1902010061"
"","0.1","0","","","","","","90201","93","1902010062"
"","18","1","","","","","","90201","32","1902010063"
"","3.7","0","","","","","","90201","93","1902010064"
"","1902010066","","","","","","","90201","101","1902010065"
"","bgm_MC043","bgm_MC043","","","","","","90201","25","1902010066"
"","12","0","","","","","","90201","32","1902010067"
"","912001","0","","","","","","90201","32","1902010068"
"","1","","","","","","","90201","113","1902010069"
"","0.3","0","","","","","","90201","93","1902010070"
"","11","1","","","","","","90201","32","1902010071"
"","0.4","0","","","","","","90201","93","1902010072"
"","0","0","","","","","","90201","32","1902010073"
"","13","0","","","","","","90201","32","1902010074"
"","18","0","","","","","","90201","32","1902010075"
"","17","0","","","","","","90201","32","1902010076"
"0","105811","1","1","0","1","","0","90201","6","1902010077"
"0","105911","1","1","0","1","","0","90201","6","1902010078"
"0","106011","1","1","0","1","","0","90201","6","1902010079"
"0","106411","1","1","0","1","","0","90201","6","1902010080"
"0","100","1","1","0","1","","0","90201","6","1902010081"
"0","110","1","1","0","1","","0","90201","6","1902010082"
"0","118511","1","1","0","1","","0","90201","6","1902010083"
"0","11","1","1","0","1","","0","90201","6","1902010084"
"0","12","1","1","0","1","","0","90201","6","1902010085"
"0","13","1","1","0","1","","0","90201","6","1902010086"
"0","200","1","1","0","1","","0","90201","6","1902010087"
"0","0","0","1","3","1","","","90201","121","1902010088"
"0","11","0","0","","0","","","90201","33","1902010089"
"","0","","","","","","","90201","91","1902010090"
"-50","1","105811","62","1","-1250","empty","0","90301","1","1903010001"
"-70","1","105911","66","1","-1390","empty","0","90301","1","1903010002"
"-50","1","106011","64","1","-1520","empty","0","90301","1","1903010003"
"-70","1","106411","64","1","-1660","empty","0","90301","1","1903010004"
"-266","100","100","58","0.4","-1085","idle","1","90301","5","1903010005"
"-266","110","110","56","0.4","-1085","idle","1","90301","5","1903010006"
"-330","14","11","64","0.64","285","empty","0","90301","5","1903010007"
"-330","15","12","66","0.64","570","empty","0","90301","5","1903010008"
"-300","16","13","62","0.64","425","empty","0","90301","5","1903010009"
"-250","200","200","58","0.75","570","empty","0","90301","5","1903010010"
"1","901000","0","-300","0","0","","","90301","31","1903010011"
"1","900001","10","0","0","0","","","90301","31","1903010012"
"1","900002","11","0","0","0","","","90301","31","1903010013"
"1","912000","912000","430","0","0","","","90301","31","1903010014"
"1","912002","20021","-1250","0","-50","","","90301","31","1903010015"
"1","912002","20022","-1390","0","-70","","","90301","31","1903010016"
"1","912002","20023","-1520","0","-50","","","90301","31","1903010017"
"1","912002","20024","-1660","0","-70","","","90301","31","1903010018"
"1","900012","19","0","0","0","","","90301","31","1903010019"
"","0","0","","","","","","90301","91","1903010020"
"","10","1","","","","","","90301","32","1903010021"
"","0.7","0","","","","","","90301","93","1903010022"
"","0","1","","","","","","90301","32","1903010023"
"","11","doya_wait","1","","","","","90301","3","1903010024"
"","12","doya_wait","1","","","","","90301","3","1903010025"
"","13","doya_wait","1","","","","","90301","3","1903010026"
"","200","idle","1","","","","","90301","3","1903010027"
"","912000","1","","","","","","90301","32","1903010028"
"","0.5","","","","","","","90301","26","1903010029"
"","se_caravan","se_caravan_goal_amb","0","","","","","90301","23","1903010030"
"","se_caravan","se_caravan_goal_onigiri_bishoku_appear","0","","","","","90301","23","1903010031"
"","105811","run","1","","","","","90301","3","1903010032"
"","105911","run","1","","","","","90301","3","1903010033"
"","106011","run","1","","","","","90301","3","1903010034"
"","106411","run","1","","","","","90301","3","1903010035"
"1","100","run_checkpoint","0","0","idle","","0","90301","3","1903010036"
"1","110","run_checkpoint","0","0","idle","","0","90301","3","1903010037"
"11","105811","-150","-50","","2.5","","","90301","2","1903010038"
"11","105911","-290","-70","","2.5","","","90301","2","1903010039"
"11","106011","-420","-50","","2.5","","","90301","2","1903010040"
"11","106411","-560","-70","","2.5","","","90301","2","1903010041"
"","20021","1","","","","","","90301","32","1903010042"
"","20022","1","","","","","","90301","32","1903010043"
"","20023","1","","","","","","90301","32","1903010044"
"","20024","1","","","","","","90301","32","1903010045"
"11","20021","-150","-50","","2.5","","","90301","33","1903010046"
"11","20022","-290","-70","","2.5","","","90301","33","1903010047"
"11","20023","-420","-50","","2.5","","","90301","33","1903010048"
"11","20024","-560","-70","","2.5","","","90301","33","1903010049"
"11","100","-100","-276","","2.5","","","90301","2","1903010050"
"11","110","-100","-276","","2.5","","","90301","2","1903010051"
"","2.1","0","","","","","","90301","93","1903010052"
"","62","0","0","","","","","90301","140","1903010053"
"","19","1","","","","","","90301","32","1903010054"
"","0.4","0","","","","","","90301","93","1903010055"
"","105811","gakkari","0","0.3","","","","90301","3","1903010056"
"","105911","gakkari","0","0.3","","","","90301","3","1903010057"
"","106011","gakkari","0","0.3","","","","90301","3","1903010058"
"","106411","gakkari","0","0.3","","","","90301","3","1903010059"
"","0.9","0","","","","","","90301","93","1903010060"
"1","11","doya_loop_in","0","0.1","doya_loop","","","90301","3","1903010061"
"1","12","doya_loop_in","0","0.1","doya_loop","","","90301","3","1903010062"
"1","13","doya_loop_in","0","0.1","doya_loop","","","90301","3","1903010063"
"","2.9","0","","","","","","90301","93","1903010064"
"","1903010066","","","","","","","90301","101","1903010065"
"","bgm_MC043","bgm_MC043","","","","","","90301","25","1903010066"
"","20021","0","","","","","","90301","32","1903010067"
"","20022","0","","","","","","90301","32","1903010068"
"","20023","0","","","","","","90301","32","1903010069"
"","20024","0","","","","","","90301","32","1903010070"
"","1","","","","","","","90301","113","1903010071"
"","0.3","0","","","","","","90301","93","1903010072"
"","11","1","","","","","","90301","32","1903010073"
"","0.4","0","","","","","","90301","93","1903010074"
"","19","0","","","","","","90301","32","1903010075"
"","0","0","","","","","","90301","32","1903010076"
"","912000","0","","","","","","90301","32","1903010077"
"0","105811","1","1","0","1","","0","90301","6","1903010078"
"0","105911","1","1","0","1","","0","90301","6","1903010079"
"0","106011","1","1","0","1","","0","90301","6","1903010080"
"0","106411","1","1","0","1","","0","90301","6","1903010081"
"0","100","1","1","0","1","","0","90301","6","1903010082"
"0","110","1","1","0","1","","0","90301","6","1903010083"
"0","11","1","1","0","1","","0","90301","6","1903010084"
"0","12","1","1","0","1","","0","90301","6","1903010085"
"0","13","1","1","0","1","","0","90301","6","1903010086"
"0","200","1","1","0","1","","0","90301","6","1903010087"
"","0","","","","","","","90301","91","1903010088"
"-34","1","105811","62","1","0","empty","0","90401","1","1904010001"
"-34","1","105911","66","1","0","empty","0","90401","1","1904010002"
"-34","1","106011","64","1","0","empty","0","90401","1","1904010003"
"-34","1","106411","65","1","0","empty","0","90401","1","1904010004"
"-34","1","118511","52","1","0","empty","0","90401","1","1904010005"
"-266","100","100","58","0.4","-1085","idle","1","90401","5","1904010006"
"-266","110","110","56","0.4","-1085","idle","1","90401","5","1904010007"
"1","904000","40","0","0","0","","","90401","31","1904010008"
"1","904001","41","0","0","0","","","90401","31","1904010009"
"1","904002","42","0","0","0","","","90401","31","1904010010"
"1","901000","0","-300","0","0","","","90401","31","1904010011"
"1","900002","1","0","0","0","","","90401","31","1904010012"
"1","900002","2","0","0","0","","","90401","31","1904010013"
"1","900002","3","0","0","0","","","90401","31","1904010014"
"1","900004","4","-1085","0","-266","","","90401","31","1904010015"
"1","900005","5","0","0","0","","","90401","31","1904010016"
"1","900009","9","0","0","-34","","","90401","31","1904010017"
"","0","0","","","","","","90401","91","1904010018"
"","1","1","","","","","","90401","32","1904010019"
"","0.4","0","","","","","","90401","93","1904010020"
"","40","1","","","","","","90401","32","1904010021"
"","41","1","","","","","","90401","32","1904010022"
"","42","1","","","","","","90401","32","1904010023"
"","se_caravan","se_caravan_section_skip","0","","","","","90401","23","1904010024"
"","vo_caravan","vo_caravan_onigiriskip","0","","","","","90401","21","1904010025"
"11","100","240","-266","","0","","","90401","2","1904010026"
"11","110","240","-266","","0","","","90401","2","1904010027"
"","100","skip","1","","","","","90401","3","1904010028"
"","110","skip","1","","","","","90401","3","1904010029"
"","2.2","0","","","","","","90401","93","1904010030"
"","2","1","","","","","","90401","32","1904010031"
"","0.4","0","","","","","","90401","93","1904010032"
"","40","0","","","","","","90401","32","1904010033"
"","41","0","","","","","","90401","32","1904010034"
"","42","0","","","","","","90401","32","1904010035"
"11","100","-1085","-266","","0","","","90401","2","1904010036"
"11","110","-1085","-266","","0","","","90401","2","1904010037"
"","0","1","","","","","","90401","32","1904010038"
"","9","1","","","","","","90401","32","1904010039"
"","118511","checkpoint_karin_idle","1","0","","","","90401","3","1904010040"
"","0.5","","","","","","","90401","26","1904010041"
"","se_caravan","se_caravan_goal_amb","0","","","","","90401","23","1904010042"
"","0.9","0","","","","","","90401","93","1904010043"
"","se_caravan","se_caravan_goal_onigiri","0","","","","","90401","23","1904010044"
"","0.5","0","","","","","","90401","93","1904010045"
"1","100","run_checkpoint","0","0","idle","","0","90401","3","1904010046"
"1","110","run_checkpoint","0","0","idle","","0","90401","3","1904010047"
"","4","1","","","","","","90401","32","1904010048"
"11","100","67","-276","","2.5","","","90401","2","1904010049"
"11","110","67","-276","","2.5","","","90401","2","1904010050"
"11","4","67","-276","","2.5","","","90401","33","1904010051"
"","2","0","","","","","","90401","93","1904010052"
"","se_caravan","se_caravan_goal_chara_appear","0","","","","","90401","23","1904010053"
"1","105811","checkpoint_peko_in","0","0","checkpoint_peko_loop","","0","90401","3","1904010054"
"1","105911","checkpoint_kokkoro_in","0","0","checkpoint_kokkoro_loop","","0","90401","3","1904010055"
"1","106011","checkpoint_kyaru_in","0","0","checkpoint_kyaru_loop","","0","90401","3","1904010056"
"1","106411","checkpoint_shefy_in","0","0","checkpoint_shefy_loop","","0","90401","3","1904010057"
"","6","0","0","","","","","90401","140","1904010058"
"","1.6","0","","","","","","90401","93","1904010059"
"","se_caravan","se_caravan_goal_arrival","0","","","","","90401","23","1904010060"
"","5","1","","","","","","90401","32","1904010061"
"","118511","checkpoint_karin_clap","1","0.2","","","","90401","3","1904010062"
"","3","0","","","","","","90401","93","1904010063"
"","1904010065","","","","","","","90401","101","1904010064"
"","bgm_MC043","bgm_MC043","","","","","","90401","25","1904010065"
"","4","0","","","","","","90401","32","1904010066"
"","1","","","","","","","90401","113","1904010067"
"","0.3","0","","","","","","90401","93","1904010068"
"","3","1","","","","","","90401","32","1904010069"
"","0.4","0","","","","","","90401","93","1904010070"
"0","100","1","1","0","1","","0","90401","6","1904010071"
"0","110","1","1","0","1","","0","90401","6","1904010072"
"","0","0","","","","","","90401","32","1904010073"
"","5","0","","","","","","90401","32","1904010074"
"","9","0","","","","","","90401","32","1904010075"
"0","105811","1","1","0","1","","0","90401","6","1904010076"
"0","105911","1","1","0","1","","0","90401","6","1904010077"
"0","106011","1","1","0","1","","0","90401","6","1904010078"
"0","106411","1","1","0","1","","0","90401","6","1904010079"
"0","118511","1","1","0","1","","0","90401","6","1904010080"
"","0","","","","","","","90401","91","1904010081"
"-34","1","105811","62","1","0","empty","0","91101","1","1911010001"
"-34","1","105911","66","1","0","empty","0","91101","1","1911010002"
"-34","1","106011","64","1","0","empty","0","91101","1","1911010003"
"-34","1","106411","65","1","0","empty","0","91101","1","1911010004"
"-34","1","118511","52","1","0","empty","0","91101","1","1911010005"
"-266","100","100","58","0.4","-1085","idle","1","91101","5","1911010006"
"-266","110","110","56","0.4","-1085","idle","1","91101","5","1911010007"
"1","911000","0","-300","0","0","","","91101","31","1911010008"
"1","900001","1","0","0","0","","","91101","31","1911010009"
"1","900002","2","0","0","0","","","91101","31","1911010010"
"1","900004","4","-1085","0","-266","","","91101","31","1911010011"
"1","900005","5","0","0","0","","","91101","31","1911010012"
"1","900009","9","0","0","-34","","","91101","31","1911010013"
"","0","0","","","","","","91101","91","1911010014"
"","1","1","","","","","","91101","32","1911010015"
"","0.7","0","","","","","","91101","93","1911010016"
"","0","1","","","","","","91101","32","1911010017"
"","9","1","","","","","","91101","32","1911010018"
"","118511","checkpoint_karin_idle","1","0","","","","91101","3","1911010019"
"","0.5","","","","","","","91101","26","1911010020"
"","se_caravan","se_caravan_goal_amb_gehena","0","","","","","91101","23","1911010021"
"","0.9","0","","","","","","91101","93","1911010022"
"","se_caravan","se_caravan_goal_onigiri","0","","","","","91101","23","1911010023"
"","0.5","0","","","","","","91101","93","1911010024"
"1","100","run_checkpoint","0","0","idle","","0","91101","3","1911010025"
"1","110","run_checkpoint","0","0","idle","","0","91101","3","1911010026"
"","4","1","","","","","","91101","32","1911010027"
"11","100","67","-276","","2.5","","","91101","2","1911010028"
"11","110","67","-276","","2.5","","","91101","2","1911010029"
"11","4","67","-276","","2.5","","","91101","33","1911010030"
"","2","0","","","","","","91101","93","1911010031"
"","se_caravan","se_caravan_goal_chara_appear","0","","","","","91101","23","1911010032"
"1","105811","checkpoint_peko_in","0","0","checkpoint_peko_loop","","0","91101","3","1911010033"
"1","105911","checkpoint_kokkoro_in","0","0","checkpoint_kokkoro_loop","","0","91101","3","1911010034"
"1","106011","checkpoint_kyaru_in","0","0","checkpoint_kyaru_loop","","0","91101","3","1911010035"
"1","106411","checkpoint_shefy_in","0","0","checkpoint_shefy_loop","","0","91101","3","1911010036"
"","6","0","0","","","","","91101","140","1911010037"
"","1.6","0","","","","","","91101","93","1911010038"
"","5","1","","","","","","91101","32","1911010039"
"","118511","checkpoint_karin_clap","1","0.2","","","","91101","3","1911010040"
"","3","0","","","","","","91101","93","1911010041"
"","1911010043","","","","","","","91101","101","1911010042"
"","bgm_MC103","bgm_MC103","","","","","","91101","25","1911010043"
"","4","0","","","","","","91101","32","1911010044"
"","1","","","","","","","91101","113","1911010045"
"","0.3","0","","","","","","91101","93","1911010046"
"","2","1","","","","","","91101","32","1911010047"
"","0.4","0","","","","","","91101","93","1911010048"
"0","100","1","1","0","1","","0","91101","6","1911010049"
"0","110","1","1","0","1","","0","91101","6","1911010050"
"","0","0","","","","","","91101","32","1911010051"
"","5","0","","","","","","91101","32","1911010052"
"","9","0","","","","","","91101","32","1911010053"
"0","105811","1","1","0","1","","0","91101","6","1911010054"
"0","105911","1","1","0","1","","0","91101","6","1911010055"
"0","106011","1","1","0","1","","0","91101","6","1911010056"
"0","106411","1","1","0","1","","0","91101","6","1911010057"
"0","118511","1","1","0","1","","0","91101","6","1911010058"
"","0","","","","","","","91101","91","1911010059"
"-34","1","105811","62","1","0","empty","0","91102","1","1911020001"
"-34","1","105911","66","1","0","empty","0","91102","1","1911020002"
"-34","1","106011","64","1","0","empty","0","91102","1","1911020003"
"-34","1","106411","64","1","0","empty","0","91102","1","1911020004"
"-34","1","118511","52","1","0","empty","0","91102","1","1911020005"
"-34","900000","900000","54","1","0","empty","0","91102","5","1911020006"
"1","105811","1","1","0","1","","0","91102","6","1911020007"
"1","105911","1","1","0","1","","0","91102","6","1911020008"
"1","106011","1","1","0","1","","0","91102","6","1911020009"
"1","106411","1","1","0","1","","0","91102","6","1911020010"
"1","118511","1","1","0","1","","0","91102","6","1911020011"
"1","105811","0","-34","0","0","","0","91102","2","1911020012"
"1","105911","0","-34","0","0","","0","91102","2","1911020013"
"1","106011","0","-34","0","0","","0","91102","2","1911020014"
"1","106411","0","-34","0","0","","0","91102","2","1911020015"
"1","911001","911001","-300","1","0","","","91102","31","1911020016"
"1","900002","900002","0","0","0","","","91102","31","1911020017"
"1","900003","900003","0","0","0","","","91102","31","1911020018"
"1","900006","900006","0","0","0","","","91102","31","1911020019"
"1","900008","900008","0","0","0","","","91102","31","1911020020"
"","0","0","","","","","","91102","91","1911020021"
"","105811","treasure_peko","1","0","","","","91102","3","1911020022"
"","105911","treasure_kokkoro","1","0","","","","91102","3","1911020023"
"","106011","treasure_kyaru","1","0","","","","91102","3","1911020024"
"","106411","treasure_shefy","1","0","","","","91102","3","1911020025"
"","118511","treasure_karin_normal","0","0","","","","91102","3","1911020026"
"","900000","treasure_karin_normal","0","0","","","","91102","3","1911020027"
"","900006","1","","","","","","91102","32","1911020028"
"","900008","1","","","","","","91102","32","1911020029"
"","0.4","0","","","","","","91102","93","1911020030"
"","7","0","0","","","","","91102","140","1911020031"
"","3.9","0","","","","","","91102","93","1911020032"
"","1911020035","","","","","","","91102","101","1911020033"
"","900006","0","","","","","","91102","32","1911020034"
"0","2","","1","0.1","1","","0","91102","113","1911020035"
"","0.2","0","","","","","","91102","93","1911020036"
"","900003","1","","","","","","91102","32","1911020037"
"","0.2","0","","","","","","91102","93","1911020038"
"","911001","0","","","","","","91102","32","1911020039"
"","900006","0","","","","","","91102","32","1911020040"
"0","105811","1","1","0","1","","0","91102","6","1911020041"
"0","105911","1","1","0","1","","0","91102","6","1911020042"
"0","106011","1","1","0","1","","0","91102","6","1911020043"
"0","106411","1","1","0","1","","0","91102","6","1911020044"
"0","118511","1","1","0","1","","0","91102","6","1911020045"
"0","900000","1","1","0","1","","0","91102","6","1911020046"
"","0.1","0","","","","","","91102","93","1911020047"
"-34","1","105811","62","1","0","empty","0","91103","1","1911030001"
"-34","1","105911","66","1","0","empty","0","91103","1","1911030002"
"-34","1","106011","64","1","0","empty","0","91103","1","1911030003"
"-34","1","106411","64","1","0","empty","0","91103","1","1911030004"
"-34","1","118511","52","1","0","empty","0","91103","1","1911030005"
"-34","900000","900000","54","1","0","empty","0","91103","5","1911030006"
"1","105811","1","1","0","1","","0","91103","6","1911030007"
"1","105911","1","1","0","1","","0","91103","6","1911030008"
"1","106011","1","1","0","1","","0","91103","6","1911030009"
"1","106411","1","1","0","1","","0","91103","6","1911030010"
"1","118511","1","1","0","1","","0","91103","6","1911030011"
"1","105811","0","-34","0","0","","0","91103","2","1911030012"
"1","105911","0","-34","0","0","","0","91103","2","1911030013"
"1","106011","0","-34","0","0","","0","91103","2","1911030014"
"1","106411","0","-34","0","0","","0","91103","2","1911030015"
"1","911001","911001","-300","1","0","","","91103","31","1911030016"
"1","900002","900002","0","0","0","","","91103","31","1911030017"
"1","900003","900003","0","0","0","","","91103","31","1911030018"
"1","900007","900007","0","0","0","","","91103","31","1911030019"
"1","900008","900008","0","0","0","","","91103","31","1911030020"
"","0","0","","","","","","91103","91","1911030021"
"","105811","treasure_peko","1","0","","","","91103","3","1911030022"
"","105911","treasure_kokkoro","1","0","","","","91103","3","1911030023"
"","106011","treasure_kyaru","1","0","","","","91103","3","1911030024"
"","106411","treasure_shefy","1","0","","","","91103","3","1911030025"
"","118511","treasure_karin_rare","0","0","","","","91103","3","1911030026"
"","900000","treasure_karin_rare","0","0","","","","91103","3","1911030027"
"","900007","1","","","","","","91103","32","1911030028"
"","900008","1","","","","","","91103","32","1911030029"
"","0.4","0","","","","","","91103","93","1911030030"
"","7","0","0","","","","","91103","140","1911030031"
"","2.2","0","","","","","","91103","93","1911030032"
"","vo_caravan","vo_caravan_118501_appraise_001","0","","0","","","91103","21","1911030033"
"","2.7","0","","","","","","91103","93","1911030034"
"","1911030037","","","","","","","91103","101","1911030035"
"","900007","0","","","","","","91103","32","1911030036"
"0","2","","1","0.1","1","","0","91103","113","1911030037"
"","0.2","0","","","","","","91103","93","1911030038"
"","900003","1","","","","","","91103","32","1911030039"
"","0.2","0","","","","","","91103","93","1911030040"
"","911001","0","","","","","","91103","32","1911030041"
"","900007","0","","","","","","91103","32","1911030042"
"","900008","0","","","","","","91103","32","1911030043"
"0","105811","1","1","0","1","","0","91103","6","1911030044"
"0","105911","1","1","0","1","","0","91103","6","1911030045"
"0","106011","1","1","0","1","","0","91103","6","1911030046"
"0","106411","1","1","0","1","","0","91103","6","1911030047"
"0","118511","1","1","0","1","","0","91103","6","1911030048"
"0","900000","1","1","0","1","","0","91103","6","1911030049"
"","0.1","0","","","","","","91103","93","1911030050"
"-34","1","105811","62","1","0","empty","0","91201","1","1912010001"
"-34","1","105911","66","1","0","empty","0","91201","1","1912010002"
"-34","1","106011","64","1","0","empty","0","91201","1","1912010003"
"-34","1","106411","65","1","0","empty","0","91201","1","1912010004"
"-266","100","100","58","0.4","-1085","idle","1","91201","5","1912010005"
"-266","110","110","56","0.4","-1085","idle","1","91201","5","1912010006"
"-34","1","118511","52","1","0","empty","0","91201","1","1912010007"
"-300","14","11","62","0.64","-800","empty","0","91201","5","1912010008"
"-300","15","12","64","0.64","-1120","empty","0","91201","5","1912010009"
"-320","16","13","66","0.64","-970","empty","0","91201","5","1912010010"
"-250","200","200","58","0.75","-1120","empty","1","91201","5","1912010011"
"1","911000","0","-300","0","0","","","91201","31","1912010012"
"1","900001","10","0","0","0","","","91201","31","1912010013"
"1","900002","11","0","0","0","","","91201","31","1912010014"
"1","900004","12","-1085","0","-266","","","91201","31","1912010015"
"1","900005","13","0","0","0","","","91201","31","1912010016"
"1","900011","18","-600","0","0","","","91201","31","1912010017"
"1","900009","17","0","0","-34","","","91201","31","1912010018"
