48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e
"1","0.2","","1007409","3","","117531","mhp_sit_talk_wish","","","1007409036"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2204","","0","1007409037"
"6","0","0.5","1007409","11","0","117531","だから、私は最終手段を使うわ。","0","1","1007409038"
"","","","1007409","91","","0","","","","1007409039"
"1","0.2","","1007409","3","","117531","mhp_sit_idle_wish","","","1007409040"
"1","0.2","","1007409","3","","102511","mhp_sit_talk_sad","","","1007409041"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2205","","0","1007409042"
"7","0","0.5","1007409","11","0","102511","さ、最終手段……？","0","1","1007409043"
"","","","1007409","91","","0","","","","1007409044"
"1","0.2","","1007409","3","","102511","mhp_sit_idle_sad","","","1007409045"
"0","0.2","","1007409","3","","117531","mhp_sit_talk_guts","","","1007409046"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2206","","0","1007409047"
"6","0","0.5","1007409","11","0","117531","そう、これは医者と患者……\nいいえ、私とスズメさんの\nプライドを賭けた戦いなの。","0","1","1007409048"
"","","","1007409","93","","1","0","","","1007409049"
"1","0.2","","1007409","3","","117531","mhp_sit_idle_guts","","","1007409050"
"","","","1007409","93","","4.5","1","","","1007409051"
"","","","1007409","91","","1007409048","","","","1007409052"
"1","0.2","","1007409","3","","117631","mhp_sit_talk_sad","","","1007409053"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2207","","0","1007409054"
"8","0","0.5","1007409","11","0","117631","そんなにシリアスになる話かな、これ？","0","1","1007409055"
"","","","1007409","91","","0","","","","1007409056"
"1","0.2","","1007409","3","","117631","mhp_sit_idle","","","1007409057"
"1","0.2","","1007409","3","","117531","mhp_sit_talk_joy1","","","1007409058"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2208","","0","1007409059"
"6","0","0.5","1007409","11","0","117531","さあ、いまこそこの目を解放するわ！\n覚悟しなさい！","0","1","1007409060"
"","","","1007409","91","","0","","","","1007409061"
"0","0.2","","1007409","3","0.2","117531","mhp_mitsuki_sit_kaihou_in","1","mhp_mitsuki_sit_kaihou_loop","1007409062"
"","","","1007409","93","","1.5","0","","","1007409063"
"","1","","1007409","32","","122","1","1","","1007409064"
"","","","1007409","23","","se_10031400","se_10031400_flash","","","1007409065"
"","","","1007409","93","","0.5","0","","","1007409066"
"1","0.2","","1007409","3","","117531","mhp_sit_talk_thinking","","","1007409067"
"1","0.2","","1007409","3","","102511","mhp_sit_talk_surprise2","","","1007409068"
"","","","1007409","93","","1.5","0","","","1007409069"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2209","","0","1007409070"
"4","0","0.5","1007409","11","0","102511","きゃあ！\nど、どうでした、か……","0","1","1007409071"
"","","","1007409","91","","0","","","","1007409072"
"1","0.2","","1007409","3","","102511","mhp_sit_idle_sad","","","1007409073"
"1","0.2","","1007409","3","","117531","mhp_sit_talk_thinking","","","1007409074"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2210","","0","1007409075"
"4","0","0.5","1007409","11","0","117531","ふ、ふふ……この目であなたの全てを\n見通したわ。でも、体は極めて健康で\n身体能力に異常もない。\n全くドジの原因が分からないわ……","0","1","1007409076"
"","","","1007409","91","","0","","","","1007409077"
"1","0.2","","1007409","3","","117531","mhp_sit_talk_sad2","","","1007409078"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2211","","0","1007409079"
"5","0","0.5","1007409","11","0","117531","これ以上は医学が踏み込めない\n禁忌の領域だわ。\n悔しいけど、お手上げね……","0","1","1007409080"
"","","","1007409","91","","0","","","","1007409081"
"1","0.2","","1007409","3","","117531","mhp_sit_talk_worry","","","1007409082"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2212","","0","1007409083"
"6","0","0.5","1007409","11","0","117531","辛いと思うけど、ドジという業と\nしっかり向き合い、強く生きてね。","0","1","1007409084"
"","","","1007409","91","","0","","","","1007409085"
"0","0.2","","1007409","3","0.2","102511","mhp_suzume_tohoho_in","1","mhp_suzume_tohoho_loop","1007409086"
"","","","1007409","93","","1","0","","","1007409087"
"","","","1007409","32","","110","1","1","","1007409088"
"-100","","","1007409","33","","110","-205","1","0","1007409089"
"-100","","","1007409","33","","114","-205","1","0","1007409090"
"","","","1007409","93","","0.8","0","","","1007409091"
"0","","","1007409","21","","vo_mhp_1007409","vo_mhp_2213","","0","1007409092"
"","","","1007409","13","","102511","10001","","","1007409093"
"4","0","0.5","1007409","11","0","102511","えぇ～、そんな～！","0","1","1007409094"
"","","","1007409","91","","0","","","","1007409095"
"","","","1007409","22","","0","0","","","1007409096"
"","","","1007409","93","","0.2","0","","","1007409097"
"","","","1007409","32","","114","1","1","","1007409098"
"","","","1007409","93","","1","0","","","1007409099"
"","","","1007409","32","","130","1","","","1007409100"
"","","","1007409","93","","4","0","","","1007409101"
"","","","1007409","32","","130","0","","","1007409102"
"100","1.7","mhp_idle_normal","1007410","1","0","1","104431","-240","-1000","1007410001"
"100","1.7","mhp_sit_idle","1007410","1","1","1","117631","-200","365","1007410002"
"100","1.7","mhp_sit_idle","1007410","1","1","1","117531","-220","185","1007410003"
"-240","1","","1007410","31","","1","1","0.85","-154","1007410004"
"110","1.7","NoItem","1007410","5","0","1","11","-220","-200","1007410005"
"105","1.7","NoItem","1007410","5","0","1","12","-220","-200","1007410006"
"110","1.7","NoItem","1007410","5","1","1","21","-220","185","1007410007"
"105","1.7","NoItem","1007410","5","1","1","22","-220","185","1007410008"
"1","0","","1007410","6","0","11","1","0","1","1007410009"
"1","0","","1007410","6","0","12","1","0","1","1007410010"
"1","0","","1007410","6","0","21","1","0","1","1007410011"
"1","0","","1007410","6","0","22","1","0","1","1007410012"
"","","","1007410","91","","0","","","","1007410013"
"1","0.2","","1007410","3","","117531","mhp_sit_talk_normal","","","1007410014"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5001","","0","1007410015"
"8","0","0.5","1007410","11","0","117531","次の方どうぞー","0","0","1007410016"
"","","","1007410","91","","0","","","","1007410017"
"1","0.2","","1007410","3","","117531","mhp_sit_idle","","","1007410018"
"1","0.2","","1007410","3","","104431","mhp_walk","","","1007410019"
"-220","","","1007410","2","","104431","-200","0","4","1007410020"
"","","","1007410","91","","0","","","","1007410021"
"0","0.2","","1007410","3","","104431","mhp_sit_in","","","1007410022"
"","","","1007410","91","","0","","","","1007410023"
"1","0.2","","1007410","3","","104431","mhp_sit_idle","","","1007410024"
"","","","1007410","93","","1","0","","","1007410025"
"1","0.2","","1007410","3","","117531","mhp_sit_talk_normal","","","1007410026"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5002","","0","1007410027"
"6","0","0.5","1007410","11","0","117531","あら、これはまた\n只者じゃない人が来たわね。","0","1","1007410028"
"","","","1007410","91","","0","","","","1007410029"
"1","0.2","","1007410","3","","117531","mhp_sit_idle","","","1007410030"
"0","0.2","","1007410","3","0","104431","mhp_ilya_doya_in","1","mhp_ilya_doya_talk_loop","1007410031"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5003","","0","1007410032"
"4","0","1.5","1007410","11","0","104431","ほう、分かるか？　いかにも！\n我が名はイリヤ・オーンスタイン\n夜を総べる者であるぞ！","0","1","1007410033"
"","","","1007410","91","","0","","","","1007410034"
"1","0.2","","1007410","3","","104431","mhp_ilya_doya_loop","","","1007410035"
"1","0.2","","1007410","3","","117531","mhp_sit_talk_wish","","","1007410036"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5004","","0","1007410037"
"5","0","0.5","1007410","11","0","117531","ふーん、伝説の吸血鬼が復活したって\n噂では聞いたけど、もしかして\nあなたがそうなのかしら。","0","1","1007410038"
"","","","1007410","91","","0","","","","1007410039"
"1","0.2","","1007410","3","","117531","mhp_sit_idle_memory","","","1007410040"
"1","0.2","","1007410","3","","104431","mhp_sit_talk_normal","","","1007410041"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5005","","0","1007410042"
"5","0","0.5","1007410","11","0","104431","さすが名医、理解が早くて助かる……\nって、ど、どうした？　なんだか\n興奮しておるようじゃが……","0","1","1007410043"
"","","","1007410","93","","5","1","","","1007410044"
"1","0.2","","1007410","3","","104431","mhp_sit_talk_sad","","","1007410045"
"","","","1007410","91","","1007410043","","","","1007410046"
"1","0.2","","1007410","3","","104431","mhp_sit_idle_sad","","","1007410047"
"1","0.2","","1007410","3","","117531","mhp_mitsuki_sit_ecstatic_talk","","","1007410048"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5006","","0","1007410049"
"5","0","0.5","1007410","11","0","117531","当然よ。だって伝説の吸血鬼でしょ？\nこんな魅力的な研究対象を前にすれば\n誰だって興奮するわ。だから――","0","1","1007410050"
"","","","1007410","91","","0","","","","1007410051"
"0","","","1007410","103","","その体、解剖させてくれない？","1007410055","","","1007410052"
"0","","","1007410","103","","私の血を吸ってみる？","1007410066","","","1007410053"
"0","","","1007410","103","","私の目、使っちゃおうかしら？","1007410072","","","1007410054"
"1","0.2","","1007410","3","","117531","mhp_mitsuki_sit_ecstatic_idle","","","1007410055"
"1","0.2","","1007410","3","","104431","mhp_sit_talk_surprise2","","","1007410056"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5007","","0","1007410057"
"6","0","0.5","1007410","11","0","104431","怖い怖い！　急に何を言い出すんじゃ！\nいいわけないじゃろ！","0","1","1007410058"
"","","","1007410","91","","0","","","","1007410059"
"1","0.2","","1007410","3","","104431","mhp_sit_idle_surprise2","","","1007410060"
"1","0.2","","1007410","3","","117531","mhp_mitsuki_sit_ecstatic_talk","","","1007410061"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5008","","0","1007410062"
"6","0","0.5","1007410","11","0","117531","そこをなんとか。安心して？\n切られたことも気付かないうちに\n終わらせるから？","0","1","1007410063"
"","","","1007410","91","","0","","","","1007410064"
"","","","1007410","101","","1007410081","","","","1007410065"
"1","0.2","","1007410","3","","117531","mhp_mitsuki_sit_ecstatic_idle","","","1007410066"
"1","0.2","","1007410","3","","104431","mhp_sit_talk_sad","","","1007410067"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5009","","0","1007410068"
"5","0","0.5","1007410","11","0","104431","え、う、ううん……なんじゃろうか。\nありがたい申し出のはずなのに\n何か取り返しがつかなさそうだから\n遠慮させてもらおう……","0","1","1007410069"
"","","","1007410","91","","0","","","","1007410070"
"","","","1007410","101","","1007410081","","","","1007410071"
"0","0.2","","1007410","3","0","117531","mhp_mitsuki_sit_kaihou_in","1","mhp_mitsuki_sit_kaihou_loop","1007410072"
"1","0.2","","1007410","3","","104431","mhp_sit_talk_worry","","","1007410073"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5010","","0","1007410074"
"5","0","0.5","1007410","11","0","104431","ん？　お、お主何をするつもりじゃ？\nおそらくその眼帯\nあまり取っていいものではなかろう？","0","1","1007410075"
"","","","1007410","91","","0","","","","1007410076"
"1","0.2","","1007410","3","","104431","mhp_sit_idle_sad","","","1007410077"
"1","0.2","","1007410","3","","117531","mhp_sit_talk_joy1","","","1007410078"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5011","","0","1007410079"
"6","0","0.5","1007410","11","0","117531","そうね。でも、あなたになら特別に\n見せてあげてもいいかなって\n思ったのよ♪","0","1","1007410080"
"","","","1007410","91","","0","","","","1007410081"
"","","","1007410","22","","0","0.5","","","1007410082"
"1","0.2","","1007410","3","","117531","mhp_mitsuki_sit_ecstatic_idle","","","1007410083"
"0","0.2","","1007410","3","0.2","104431","mhp_sit_out_sad","1","mhp_talk_anger2","1007410084"
"","","","1007410","93","","1","1","","","1007410085"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5012","","0","1007410086"
"6","0","0.5","1007410","11","0","104431","こ、こんな危険なところにいられるか！\n退散、退散じゃ！","0","1","1007410087"
"","","","1007410","93","","0.5","1","","","1007410088"
"","","","1007410","91","","1007410087","","","","1007410089"
"","","","1007410","4","","104431","1","","","1007410090"
"2","0","","1007410","12","0","104431","1","","","1007410091"
"1","0.2","","1007410","3","","104431","mhp_run_sad","","","1007410092"
"-220","","","1007410","2","","104431","-1000","0","2","1007410093"
"","","","1007410","93","","0.2","0","","","1007410094"
"0","0.2","","1007410","3","0.2","117531","mhp_sit_wavehand","1","mhp_sit_talk_normal","1007410095"
"0","","","1007410","21","","vo_mhp_1007410","vo_mhp_5013","","0","1007410096"
"6","0","0.5","1007410","11","0","117531","そう、残念だわ。また来てね♪","0","1","1007410097"
"","","","1007410","91","","0","","","","1007410098"
"","","","1007410","22","","0","0.5","","","1007410099"
"1","0.2","","1007410","3","","117531","mhp_sit_idle","","","1007410100"
"","","","1007410","93","","1.8","0","","","1007410101"
"","","","1007410","91","","0","","","","1007410102"
"100","1.7","mhp_idle_normal","1007411","1","0","1","104431","-240","-1000","1007411001"
"100","1.7","mhp_sit_idle","1007411","1","1","1","117631","-200","365","1007411002"
"120","1.7","mhp_sit_idle","1007411","1","1","1","117531","-220","185","1007411003"
"-240","1","","1007411","31","","1","1","0.85","-154","1007411004"
"110","1.7","NoItem","1007411","5","1","1","11","-200","365","1007411005"
"1","0","","1007411","6","0","11","1","1","1","1007411006"
"","","","1007411","91","","0","","","","1007411007"
"1","0.2","","1007411","3","","117531","mhp_sit_talk_normal","","","1007411008"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5101","","0","1007411009"
"8","0","0.5","1007411","11","0","117531","イリヤさん、どうぞー","0","0","1007411010"
"","","","1007411","91","","0","","","","1007411011"
"1","0.2","","1007411","3","","117531","mhp_sit_idle","","","1007411012"
"1","0.2","","1007411","3","","104431","mhp_walk","","","1007411013"
"-220","","","1007411","2","","104431","-200","0","4","1007411014"
"","","","1007411","91","","0","","","","1007411015"
"0","0.2","","1007411","3","","104431","mhp_sit_in_sad","","","1007411016"
"","","","1007411","91","","0","","","","1007411017"
"1","0.2","","1007411","3","","104431","mhp_sit_idle_sad","","","1007411018"
"","","","1007411","93","","1","0","","","1007411019"
"1","0.2","","1007411","3","","104431","mhp_sit_talk_worry","","","1007411020"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5102","","0","1007411021"
"5","0","0.5","1007411","11","0","104431","……気は進まんかったが\n目的達成のため背に腹は代えられん。\n頼む、この姿を保つために\n協力をしてくれんか？","0","1","1007411022"
"","","","1007411","91","","0","","","","1007411023"
"1","0.2","","1007411","3","","104431","mhp_sit_idle_sad","","","1007411024"
"1","0.2","","1007411","3","","117631","mhp_sit_talk_normal","","","1007411025"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5103","","0","1007411026"
"7","0","0.5","1007411","11","0","117631","なんだか別の姿が\nあるみたいな言い方だね？","0","1","1007411027"
"","","","1007411","91","","0","","","","1007411028"
"1","0.2","","1007411","3","","117631","mhp_sit_idle","","","1007411029"
"1","0.2","","1007411","3","","104431","mhp_sit_talk_sad","","","1007411030"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5104","","0","1007411031"
"5","0","1","1007411","11","0","104431","実は魔力不足で子どもの姿に\nなってしまうのじゃ。\n今は相当無理しているが、とある条件下\nでなら本来の姿を保てるのだが……","0","1","1007411032"
"","","","1007411","91","","0","","","","1007411033"
"1","0.2","","1007411","3","","104431","mhp_sit_idle_sad","","","1007411034"
"1","0.2","","1007411","3","","117531","mhp_sit_talk_normal","","","1007411035"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5105","","0","1007411036"
"6","0","0.5","1007411","11","0","117531","そういうことなのね\nちなみにその条件というのは\nどういうものなのかしら？","0","1","1007411037"
"","","","1007411","91","","0","","","","1007411038"
"1","0.2","","1007411","3","","117531","mhp_sit_idle","","","1007411039"
"1","0.2","","1007411","3","","104431","mhp_sit_talk_wish","","","1007411040"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5106","","0","1007411041"
"6","0","0.5","1007411","11","0","104431","とある者がそばにいることじゃ。\nだからあやつがずっとわらわの側に\nおれば手っ取り早いのじゃが……","0","1","1007411042"
"","","","1007411","91","","0","","","","1007411043"
"1","0.2","","1007411","3","","104431","mhp_sit_talk_worry","","","1007411044"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5107","","0","1007411045"
"6","0","0.5","1007411","11","0","104431","わらわに遠慮しておるのか……\nとにかく、なかなか\nわらわの魅力が届かんのじゃ。","0","1","1007411046"
"","","","1007411","91","","0","","","","1007411047"
"1","0.2","","1007411","3","","104431","mhp_sit_idle_sad","","","1007411048"
"1","0.2","","1007411","3","","117631","mhp_sit_talk_thinking","","","1007411049"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5108","","0","1007411050"
"5","0","0.5","1007411","11","0","117631","うーん、ボクほどじゃないにしても\n十分魅力的だと思うけど……\nそれなら――","0","1","1007411051"
"","","","1007411","93","","7.5","1","","","1007411052"
"1","0.2","","1007411","3","","117631","mhp_sit_idle_thinking","","","1007411053"
"","","","1007411","91","","1007411051","","","","1007411054"
"","","","1007411","22","","0","0","","","1007411055"
"0","","","1007411","103","","かわいさで魅了しちゃおう！","1007411059","","","1007411056"
"0","","","1007411","103","","美しさで迫ろう！","1007411076","","","1007411057"
"0","","","1007411","103","","ボクがプロデュースしてあげるよ！","1007411093","","","1007411058"
"1","0.2","","1007411","3","","117631","mhp_sit_idle_memory","","","1007411059"
"1","0.2","","1007411","3","","104431","mhp_sit_talk_anger2","","","1007411060"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5109","","0","1007411061"
"6","0","0.5","1007411","11","0","104431","か、かわいい、じゃと？\nや、やめんかそういうのは。\n恥ずかしい、じゃろ……","0","1","1007411062"
"","","","1007411","91","","0","","","","1007411063"
"1","0.2","","1007411","3","","104431","mhp_sit_idle_anger2","","","1007411064"
"0","0.2","","1007411","3","0.2","117631","mhp_sit_out","1","mhp_idle_normal","1007411065"
"","","","1007411","93","","1","","","","1007411066"
"0","0.2","","1007411","3","0.2","117631","mhp_yuki_pose","1","mhp_yuki_idle","1007411067"
"0","0.2","","1007411","3","0.2","11","mhp_yuki_pose","1","mhp_yuki_idle","1007411068"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5110","","0","1007411069"
"5","0","0.5","1007411","11","10","117631","何言ってるのさ\nそこが最高の武器になるんだよ！\nもし自信がないならボクに任せてよ？","0","1","1007411070"
"","","","1007411","93","","6.5","1","","","1007411071"
"0","0.2","","1007411","3","0.2","117631","mhp_yuki_pose_2","1","mhp_yuki_idle_2","1007411072"
"0","0.2","","1007411","3","0.2","11","mhp_yuki_pose_2","1","mhp_yuki_idle_2","1007411073"
"","","","1007411","91","","1007411070","","","","1007411074"
"","","","1007411","101","","1007411109","","","","1007411075"
"1","0.2","","1007411","3","","117631","mhp_sit_idle_memory","","","1007411076"
"1","0.2","","1007411","3","","104431","mhp_sit_talk_thinking","","","1007411077"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5111","","0","1007411078"
"5","0","0.5","1007411","11","0","104431","美しさな。悪い手ではないが\nあやつは外見で人を判断するヤツでは\nないからのう……\nそこがいいところでもあるのじゃが。","0","1","1007411079"
"","","","1007411","91","","0","","","","1007411080"
"1","0.2","","1007411","3","","104431","mhp_sit_idle_thinking","","","1007411081"
"0","0.2","","1007411","3","0.2","117631","mhp_sit_out","1","mhp_idle_normal","1007411082"
"","","","1007411","93","","1","","","","1007411083"
"0","0.2","","1007411","3","0.2","117631","mhp_yuki_pose","1","mhp_yuki_idle","1007411084"
"0","0.2","","1007411","3","0.2","11","mhp_yuki_pose","1","mhp_yuki_idle","1007411085"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5112","","0","1007411086"
"5","0","0.5","1007411","11","0","117631","安心して、美の化身たるボクにかかれば\nどんな人間だって虜にできるよ。\nさあ、ボクと一緒に\n美の高みを目指そうね♪","0","1","1007411087"
"","","","1007411","93","","7","1","","","1007411088"
"0","0.2","","1007411","3","0.2","117631","mhp_yuki_pose_2","1","mhp_yuki_idle_2","1007411089"
"0","0.2","","1007411","3","0.2","11","mhp_yuki_pose_2","1","mhp_yuki_idle_2","1007411090"
"","","","1007411","91","","1007411087","","","","1007411091"
"","","","1007411","101","","1007411109","","","","1007411092"
"1","0.2","","1007411","3","","117631","mhp_sit_idle_memory","","","1007411093"
"1","0.2","","1007411","3","","104431","mhp_sit_talk_anger2","","","1007411094"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5113","","0","1007411095"
"5","0","0.5","1007411","11","0","104431","か、看護師が何を言っとるんじゃ？\nいや、そもそもお主本当に看護師か？\nわらわが言うのもなんだが\n色々怪しいぞ！","0","1","1007411096"
"","","","1007411","91","","0","","","","1007411097"
"1","0.2","","1007411","3","","104431","mhp_sit_idle_anger2","","","1007411098"
"0","0.2","","1007411","3","0.2","117631","mhp_sit_out","1","mhp_idle_normal","1007411099"
"","","","1007411","93","","1","","","","1007411100"
"0","0.2","","1007411","3","0.2","117631","mhp_yuki_pose","1","mhp_yuki_idle","1007411101"
"0","0.2","","1007411","3","0.2","11","mhp_yuki_pose","1","mhp_yuki_idle","1007411102"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5114","","0","1007411103"
"5","0","0.5","1007411","11","0","117631","大丈夫大丈夫、ぜーんぶボクに\n任せてくれれば問題なしだよ\nこれはボクの腕の見せ所だね♪","0","1","1007411104"
"","","","1007411","93","","3.5","1","","","1007411105"
"0","0.2","","1007411","3","0.2","117631","mhp_yuki_pose_2","1","mhp_yuki_idle_2","1007411106"
"0","0.2","","1007411","3","0.2","11","mhp_yuki_pose_2","1","mhp_yuki_idle_2","1007411107"
"","","","1007411","91","","1007411104","","","","1007411108"
"","","","1007411","91","","0","","","","1007411109"
"0","0","","1007411","3","0.2","117631","mhp_sit_in","1","mhp_sit_idle","1007411110"
"1","0","","1007411","3","","11","NoItem","","","1007411111"
"1","0.2","","1007411","3","","104431","mhp_sit_talk_worry","","","1007411112"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5115","","0","1007411113"
"6","0","0.5","1007411","11","0","104431","お、おい、お主こやつの主であろう。\n任せて大丈夫なのか？","0","1","1007411114"
"","","","1007411","91","","0","","","","1007411115"
"1","0.2","","1007411","3","","104431","mhp_sit_idle_sad","","","1007411116"
"1","0.2","","1007411","3","","117531","mhp_sit_talk_normal","","","1007411117"
"0","","","1007411","21","","vo_mhp_1007411","vo_mhp_5116","","0","1007411118"
"6","","0.5","1007411","11","0","117531","この手のことに関しては私より\nユキの方が適任よ。\n私じゃあまり力になれそうにないから\n任せてみるのもアリかもね♪","0","1","1007411119"
"","","","1007411","91","","0","","","","1007411120"
"","","","1007411","22","","0","0.5","","","1007411121"
"","","","1007411","93","","0.5","","","","1007411122"
"1","0.2","","1007411","3","","117531","mhp_sit_idle","","","1007411123"
"0","0.2","","1007411","3","0.2","104431","mhp_sit_out_sad","1","mhp_idle_sad","1007411124"
"","","","1007411","93","","0.5","","","","1007411125"
"2","0","","1007411","12","0","104431","1","","","1007411126"
"","","","1007411","93","","0.5","","","","1007411127"
"1","0.2","","1007411","3","","104431","mhp_walk_sad","","","1007411128"
"","","","1007411","4","","104431","1","","","1007411129"
"-220","","","1007411","2","","104431","-1000","0","5","1007411130"
"","","","1007411","93","","4.1","0","","","1007411131"
"","","","1007411","91","","0","0","","","1007411132"
"100","1.7","mhp_idle_normal","1007412","1","0","1","104431","-240","-1000","1007412001"
"104","1.7","mhp_sit_idle","1007412","1","1","1","117631","-220","185","1007412002"
"100","1.7","mhp_sit_idle","1007412","1","1","1","117531","-200","365","1007412003"
"-240","1","","1007412","31","","1","1","0.85","-154","1007412004"
"173","0","","1007412","31","","24","120","1","-237","1007412005"
"0","0","","1007412","31","","30","130","1","160","1007412006"
"0","0","","1007412","31","","11","111","1","0","1007412007"
"110","1.7","NoItem","1007412","5","0","1","11","-220","-200","1007412008"
"105","1.7","NoItem","1007412","5","0","1","12","-220","-200","1007412009"
"110","1.7","NoItem","1007412","5","1","1","21","-220","185","1007412010"
"105","1.7","NoItem","1007412","5","1","1","22","-220","185","1007412011"
"1","0","","1007412","6","0","11","1","1","1","1007412012"
"1","0","","1007412","6","0","12","1","0","1","1007412013"
"1","0","","1007412","6","0","21","1","0","1","1007412014"
"1","0","","1007412","6","0","22","1","0","1","1007412015"
"","","","1007412","91","","0","0","","","1007412016"
"1","0.2","","1007412","3","","117531","mhp_sit_talk_normal","","","1007412017"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5201","","0","1007412018"
"8","0","0.5","1007412","11","0","117531","イリヤさん、どうぞー","0","0","1007412019"
"","","","1007412","91","","0","","","","1007412020"
"1","0.2","","1007412","3","","117531","mhp_sit_idle","","","1007412021"
"1","0.2","","1007412","3","","104431","mhp_walk","","","1007412022"
"-220","","","1007412","2","","104431","-200","0","4","1007412023"
"","","","1007412","91","","0","","","","1007412024"
"0","0.2","","1007412","3","","104431","mhp_sit_in","","","1007412025"
"","","","1007412","91","","0","","","","1007412026"
"1","0.2","","1007412","3","","104431","mhp_sit_idle","","","1007412027"
"","","","1007412","93","","1","0","","","1007412028"
"1","0.2","","1007412","3","","104431","mhp_sit_talk_wish2","","","1007412029"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5202","","0","1007412030"
"6","0","0.5","1007412","11","0","104431","う、うむ。今日もよろしく頼むぞ。","0","1","1007412031"
"","","","1007412","91","","0","","","","1007412032"
"1","0.2","","1007412","3","","104431","mhp_sit_idle","","","1007412033"
"1","0.2","","1007412","3","","117631","mhp_sit_talk_normal","","","1007412034"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5203","","0","1007412035"
"5","0","0.5","1007412","11","0","117631","それじゃあさっそく始めようか。\nまずは煽情的に迫ってみて！","0","1","1007412036"
"","","","1007412","91","","0","","","","1007412037"
"1","0.2","","1007412","3","","117631","mhp_sit_idle","","","1007412038"
"0","0.2","","1007412","3","0","104431","mhp_ilya_approach_in","1","mhp_ilya_approach_loop","1007412039"
"0","0.2","","1007412","3","0","11","NoItem","1","mhp_ilya_approach_loop","1007412040"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5204","","0","1007412041"
"5","0","1","1007412","11","0","104431","ふふ、緊張しておるのか？\n愛いヤツじゃのう……","0","1","1007412042"
"","","","1007412","91","","0","","","","1007412043"
"1","0.2","","1007412","3","","117631","mhp_sit_talk_joy1","","","1007412044"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5205","","0","1007412045"
"6","0","0.5","1007412","11","0","117631","いいよいいよイリヤさん♪\n今度は上目遣いちょうだい！","0","1","1007412046"
"","","","1007412","91","","0","","","","1007412047"
"1","0.2","","1007412","3","","117631","mhp_sit_idle_joy1","","","1007412048"
"0","0.2","","1007412","3","0","104431","mhp_ilya_uwame_in","1","mhp_ilya_uwame_loop","1007412049"
