12223a7df113d2759a916342fb691dcc1227da487205fe55e4a55f03803ab9d9,57ce847d8c04917d344bb268503db18bbf2c9652348c803a8344abd7069e4972,99d8714f9c93cbda9cd7184bb3e1999b1855dd913d5fecdf27a1731ccd401392,4614486a0c88877fae91d35f386fe25df7588a4d6adb6a029116ad98f0bf6984,1af079d537ad77e11b6aefdf0db4fccd4414c694ad68672670e9fa815bcef879,e1626c42912c7c216ac7227a097cf47398f8f8fc030e68a26f2f950192171e96,f628b736eeb7cbdf49d9678c46b8000452d0f9c9a73afcb3ef67f926bfc12e53,b7516214c0cbdce14aac27ad749ead3c0e9cfedebd74a1f76038482eeed84f68,4131cc9f5b9fc77bbc514967fe15d4122617a91dc38212b3573c92e90bd4ad66
"10095023","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001001","80"
"10095024","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14001001","50"
"10095025","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14001001","170000"
"10095026","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","14001001","6"
"10095027","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14003001","65"
"10095028","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14003001","300000"
"10095029","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10095030","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001001","70000"
"10095031","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11001001","10"
"10095032","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11003001","100"
"10095033","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11003001","18"
"10095034","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11003001","10"
"10095035","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","13002001","50"
"10095036","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","18004001","50"
"10095037","119","95","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16006001","60"
"10095038","119","95","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16007001","60"
"10095039","119","95","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","2","16007001","3"
"10095040","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11004001","80"
"10095041","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11004001","18"
"10095042","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11004001","500"
"10095043","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11005001","100"
"10095044","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11005001","60000"
"10095045","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11005001","500"
"10095046","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14001001","100"
"10095047","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14001001","170000"
"10095048","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","14001001","6"
"10095049","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14003001","130"
"10095050","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14003001","300000"
"10095051","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","2","14003001","4"
"10095114","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11101001","25"
"10095115","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","11101001","6"
"10095121","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001002","40"
"10095122","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001002","70000"
"10095123","119","95","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10095152","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11101001","50"
"10095153","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","11101001","6"
"10095154","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001002","80"
"10095155","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001002","70000"
"10095156","119","95","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","2","11001002","6"
"10120003","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001001","40"
"10120004","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001001","80000"
"10120005","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10120006","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11003001","55"
"10120007","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11003001","22"
"10120008","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10120009","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","13002001","25"
"10120010","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","18004001","25"
"10120011","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16006001","35"
"10120012","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16007001","30"
"10120013","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10120014","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11004001","40"
"10120015","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11004001","22"
"10120016","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10120017","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10120018","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11005001","70000"
"10120019","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10120023","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001001","80"
"10120024","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10120025","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14001001","200000"
"10120026","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","14001001","7"
"10120027","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14003001","65"
"10120028","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14003001","340000"
"10120029","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10120030","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001001","80000"
"10120031","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11001001","10"
"10120032","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11003001","110"
"10120033","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11003001","22"
"10120034","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11003001","10"
"10120035","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","13002001","50"
"10120036","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","18004001","50"
"10120037","139","120","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16006001","70"
"10120038","139","120","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16007001","60"
"10120039","139","120","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","2","16007001","3"
"10120040","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11004001","80"
"10120041","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11004001","22"
"10120042","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11004001","500"
"10120043","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11005001","110"
"10120044","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11005001","70000"
"10120045","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11005001","500"
"10120046","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14001001","110"
"10120047","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14001001","200000"
"10120048","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","14001001","7"
"10120049","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14003001","130"
"10120050","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14003001","340000"
"10120051","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","2","14003001","4"
"10120114","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11101001","25"
"10120115","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","11101001","7"
"10120121","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001002","40"
"10120122","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001002","70000"
"10120123","139","120","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10120152","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11101001","50"
"10120153","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","11101001","7"
"10120154","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001002","80"
"10120155","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001002","70000"
"10120156","139","120","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","2","11001002","6"
"10140003","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001001","40"
"10140004","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001001","80000"
"10140005","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10140006","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11003001","55"
"10140007","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11003001","26"
"10140008","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10140009","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","13002001","25"
"10140010","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","18004001","25"
"10140011","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16006001","35"
"10140012","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16007001","35"
"10140013","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10140014","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11004001","40"
"10140015","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11004001","26"
"10140016","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10140017","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10140018","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11005001","80000"
"10140019","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10140023","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001001","80"
"10140024","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10140025","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14001001","220000"
"10140026","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","14001001","8"
"10140027","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10140028","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14003001","380000"
"10140029","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10140030","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001001","80000"
"10140031","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11001001","10"
"10140032","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11003001","110"
"10140033","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11003001","26"
"10140034","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11003001","10"
"10140035","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","13002001","50"
"10140036","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","18004001","50"
"10140037","159","140","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16006001","70"
"10140038","159","140","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16007001","70"
"10140039","159","140","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","2","16007001","3"
"10140040","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11004001","80"
"10140041","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11004001","26"
"10140042","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11004001","500"
"10140043","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11005001","110"
"10140044","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11005001","80000"
"10140045","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11005001","500"
"10140046","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14001001","110"
"10140047","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14001001","220000"
"10140048","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","14001001","8"
"10140049","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14003001","140"
"10140050","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14003001","380000"
"10140051","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","2","14003001","4"
"10140114","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11101001","25"
"10140115","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","11101001","8"
"10140121","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001002","40"
"10140122","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001002","80000"
"10140123","159","140","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10140152","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11101001","50"
"10140153","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","11101001","8"
"10140154","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001002","80"
"10140155","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001002","80000"
"10140156","159","140","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","2","11001002","6"
"10160003","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001001","40"
"10160004","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001001","90000"
"10160005","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10160006","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11003001","55"
"10160007","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11003001","30"
"10160008","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10160009","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10160010","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10160011","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16006001","35"
"10160012","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16007001","35"
"10160013","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10160014","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11004001","40"
"10160015","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11004001","30"
"10160016","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10160017","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10160018","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11005001","90000"
"10160019","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10160023","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001001","80"
"10160024","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10160025","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14001001","240000"
"10160026","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","14001001","9"
"10160027","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10160028","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14003001","410000"
"10160029","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10160030","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001001","90000"
"10160031","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11001001","10"
"10160032","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11003001","110"
"10160033","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11003001","30"
"10160034","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11003001","10"
"10160035","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","13002001","60"
"10160036","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","18004001","60"
"10160037","179","160","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16006001","70"
"10160038","179","160","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16007001","70"
"10160039","179","160","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","2","16007001","3"
"10160040","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11004001","80"
"10160041","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11004001","30"
"10160042","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11004001","500"
"10160043","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11005001","110"
"10160044","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11005001","90000"
"10160045","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11005001","500"
"10160046","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14001001","110"
"10160047","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14001001","240000"
"10160048","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","14001001","9"
"10160049","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14003001","140"
"10160050","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14003001","410000"
"10160051","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","2","14003001","4"
"10160114","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11101001","25"
"10160115","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","11101001","9"
"10160121","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001002","40"
"10160122","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001002","90000"
"10160123","179","160","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10160152","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11101001","50"
"10160153","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","11101001","9"
"10160154","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001002","80"
"10160155","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001002","90000"
"10160156","179","160","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","2","11001002","6"
"10180003","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001001","40"
"10180004","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001001","100000"
"10180005","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10180006","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11003001","55"
"10180007","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11003001","34"
"10180008","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10180009","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10180010","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10180011","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16006001","35"
"10180012","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","16007001","35"
"10180013","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10180014","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11004001","45"
"10180015","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","2","11004001","34"
"10180016","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10180017","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10180018","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11005001","100000"
"10180019","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10180023","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001001","80"
"10180024","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10180025","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14001001","260000"
"10180026","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","14001001","10"
"10180027","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10180028","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","14003001","450000"
"10180029","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10180030","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001001","100000"
"10180031","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11001001","10"
"10180032","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11003001","110"
"10180033","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11003001","34"
"10180034","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","8","11003001","10"
"10180035","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","13002001","60"
"10180036","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","18004001","60"
"10180037","199","180","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16006001","70"
"10180038","199","180","2024/02/14 23:59:59","2022/12/16 5:00:00","0","5","16007001","70"
"10180039","199","180","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","2","16007001","3"
"10180040","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11004001","90"
"10180041","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","2","11004001","34"
"10180042","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11004001","500"
"10180043","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11005001","110"
"10180044","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11005001","100000"
"10180045","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","2","11005001","500"
"10180046","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14001001","110"
"10180047","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14001001","260000"
"10180048","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","14001001","10"
"10180049","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","14003001","140"
"10180050","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","14003001","450000"
"10180051","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","2","14003001","4"
"10180114","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11101001","30"
"10180115","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","2","11101001","10"
"10180121","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","0","5","11001002","40"
"10180122","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","12","11001002","100000"
"10180123","199","180","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
"10180152","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11101001","60"
"10180153","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","2","11101001","10"
"10180154","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","0","5","11001002","80"
"10180155","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","12","11001002","100000"
"10180156","199","180","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","2","11001002","6"
"10200003","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001001","45"
"10200004","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001001","110000"
"10200005","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11001001","10"
"10200006","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11003001","55"
"10200007","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11003001","38"
"10200008","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","91002","8","11003001","10"
"10200009","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","13002001","30"
"10200010","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","18004001","30"
"10200011","219","200","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16006001","35"
"10200012","219","200","2024/02/14 23:59:59","2020/11/16 5:00:00","0","5","16007001","35"
"10200013","219","200","2024/02/14 23:59:59","2020/11/16 5:00:00","22001","2","16007001","3"
"10200014","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11004001","45"
"10200015","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","20002","2","11004001","38"
"10200016","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11004001","500"
"10200017","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11005001","55"
"10200018","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11005001","120000"
"10200019","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","90007","2","11005001","500"
"10200024","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14001001","55"
"10200025","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14001001","280000"
"10200026","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","14001001","11"
"10200027","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","14003001","70"
"10200028","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","14003001","480000"
"10200029","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","22002","2","14003001","4"
"10200114","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11101001","30"
"10200115","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","20003","2","11101001","11"
"10200121","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","0","5","11001002","45"
"10200122","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","94002","12","11001002","110000"
"10200123","219","200","2030/12/31 23:59:59","2020/11/16 5:00:00","23001","2","11001002","6"
