747adf985b8e274f20f4fceb3eb409b8a334f9720dd76043b6cf9f0993cb3f6a,9c17f9a5a12c16e629aee38ef77b10d48ba35676d7cde822b1f0f328876e6f6b,47851471880fe9137d3865d9ac4fbfb2b77f633ed0f5a69601aa221ec437ccbb,599ed16f4949c0603e3b6a779a51f8d638f68266b702d2ca27deaddefcf86496,021cc9b6594b29d38db2e87f4a49a6fd2969df341325696ca9134ad712fa6f02,5d412987f01311c34d7c3d46c836ea18924199c6387f00aa39241e520538be5f,4179fa1258742019f4be0664c34b25286d94cf57858aefa2d855c407a6d38b7e,606630ab10aecc25b86f31814b5e36f487f14dfe78b42b1c2a653f0a03a74af7,d164e2ed3ec24dae102de4e33865aeec9e603a64c6f2715c28c095add5c09dd6,bd616a06153cdb2ea89ba4c9c567b8b02613c2efae73016f4a75b245b000fed5
"天心","0","天元","0","天命","2530005","天王","0","0","1"
"ちくわぶ","0","かまぼこ","0","ねりもの","2530006","はんぺん","0","0","1"
"カナリーブラッド","0","ピジョンブラッド","0","ストークブラッド","2530009","クレーンブラッド","0","0","1"
"ボトムノート","0","トップノート","0","イニシャルノート","2530010","テールノート","0","0","1"
"クレーン","0","トレーン","0","ハレーン","2530012","ブレーン","0","0","1"
"ご飯","0","お吸い物","0","お漬物","2530013","お刺身","0","0","1"
"ダニング＝クルーガー効果","0","ピグマリオン効果","0","バーナム効果","2530014","ツァイガルニク効果","0","0","1"
"PQ値","0","PA値","0","PS値","2530016","PK値","0","0","1"
"インフォームド・ラチェット","0","インフォームド・コンセント","0","インフォームド・クライアント","2530018","インフォームド・リタイア","0","0","1"
"湯の茎","0","湯の花","0","湯の実","2530020","湯の草","0","0","1"
"ハンドル","0","ボンネット","0","ワイパー","2530021","トランク","0","0","1"
"7九","0","5九","0","4九","2530022","6九","0","0","1"
"256","0","361","0","289","2530023","324","0","0","1"
"108枚","0","48枚","0","72枚","2530024","52枚","0","0","1"
"5月","0","11月","0","9月","2530025","1月","0","0","1"
"目","0","舌","0","耳","2530028","鼻","0","0","1"
"白口","0","赤口","0","黒口","2530030","青口","0","0","1"
"鯵尺","0","鯨尺","0","鱒尺","2530032","鮪尺","0","0","1"
"ガンナー","0","ランナー","0","サマナー","2530033","パタンナー","0","0","1"
"上棟","0","長押","0","三和土","2530034","欄間","0","0","1"
"マーキーズカット","0","トリリアントカット","0","オーバルカット","2530035","ブリリアントカット","0","0","1"
"黒一色","0","緑一色","0","白一色","2530036","赤一色","0","0","1"
"しき","0","けた","0","かり","2530037","はり","0","0","1"
"タンザナイト","0","ダイヤモンド","0","オパール","2530039","エメラルド","0","0","1"
"五花","0","五光","0","五星","2530041","五全","0","0","1"
"口内炎","0","虫歯","0","歯肉炎","2530042","歯槽膿漏","0","0","1"
"枕木","0","撞木","0","片棒","2530043","倒木","0","0","1"
"草書","0","自運","0","己運","2530044","臨書","0","0","1"
"羆","0","能","0","態","2530046","熊","0","0","1"
"pmp","0","ppm","0","amp","2530047","ppp","0","0","1"
"ワッフル","0","ウェハー","0","ガム","2530048","タルト","0","0","1"
"C2","0","C4","0","C5","2530049","C3","0","0","1"
"77","0","88","0","99","2530050","66","0","0","1"
"56","0","52","0","88","2530052","36","0","0","1"
"メゾテノール","0","バリトン","0","アルト","2530053","メゾバス","0","0","1"
"座布団","0","扇子","0","手ぬぐい","2530054","羽織","0","0","1"
"スローイン","0","タックイン","0","ゴーイン","2530056","チップイン","0","0","1"
"3人","0","10人","0","20人","2530058","100人","0","0","1"
"カール暗号","0","シーザー暗号","0","ミモザ暗号","2530059","アレキサンダー暗号","0","0","1"
"ペリドット","0","ベルベット","0","ベルモット","2530060","モルモット","0","0","1"
"ミュール","0","ウェッジソール","0","ブーティー","2530061","パンプス","0","0","1"
"朝が来て","0","朝に変わって","0","朝がまた来て","2531001","朝になって","0","0","1"
"おひさま","0","陽射し","0","太陽","2531002","光","0","0","1"
"エルダークラウド","0","ラットン","0","ドリルモール","2531003","ラフレシアマンドラゴラ","0","0","1"
"スパイラル","0","クリティカル","0","ミスティ","2531004","セオリー","0","0","1"
"ラバーストラップ","0","マグカップ","0","アクリルスタンド","2531005","ポーチ","0","0","1"
"キック","0","ノック","0","ラック","2610002","パック","0","0","1"
"ハイアライ","0","クリケット","0","フィーエルヤッペン","2610003","ペサパッロ","0","0","1"
"キャラメル","0","キャディー","0","キャンパス","2610004","ギャラリー","0","0","1"
"審判","0","地面の整備","0","球拾い","2610005","警備員","0","0","1"
"ツカミ","0","アタリ","0","ガブリ","2610007","ハズレ","0","0","1"
"魚群","0","魚拓","0","魚尾","2610008","魚影","0","0","1"
"カラス","0","ハト","0","スズメ","2610009","ツバメ","0","0","1"
"フロント","0","ホーム","0","ヒット","2610010","バック","0","0","1"
"7カウント","0","3カウント","0","10カウント","2610012","5カウント","0","0","1"
"拍子木","0","軍配","0","笛","2610013","扇子","0","0","1"
"5人","0","11人","0","3人","2610015","9人","0","0","1"
"パンチ","0","アウト","0","ビンゴ","2610016","ヒット","0","0","1"
"カレー","0","ボレー","0","マレー","2610017","アレー","0","0","1"
"9人","0","5人","0","3人","2610018","11人","0","0","1"
"小休止","0","タイムアウト","0","レスト","2610019","ブレイクタイム","0","0","1"
"バレーボール","0","サッカー","0","野球","2610021","バスケットボール","0","0","1"
"アイスホッケー","0","カーリング","0","ボブスレー","2610023","ボートレース","0","0","1"
"サッカー","0","アメリカンフットボール","0","バスケットボール","2610025","ラグビー","0","0","1"
"シーソー","0","鉄棒","0","ジャングルジム","2610027","ブランコ","0","0","1"
"とんび跳び","0","はやぶさ跳び","0","わし跳び","2610029","からす跳び","0","0","1"
"ボクシング","0","柔道","0","アマチュアレスリング","2610030","剣道","0","0","1"
"ダム","0","トンネル","0","ビルディング","2610032","ブリッジ","0","0","1"
"両者の実力が近い","0","勝負に負ける","0","ちゃんこがおいしい","2610033","試合に臨む","0","0","1"
"サッカー","0","野球","0","バスケットボール","2610034","ゴルフ","0","0","1"
"テーブルクロスタイム","0","ラップタイム","0","エプロンタイム","2610035","アルミホイルタイム","0","0","1"
"4位","0","3位","0","1位","2610036","2位","0","0","1"
"クロール","0","背泳ぎ","0","平泳ぎ","2610037","バタフライ","0","0","1"
"バスケットボール","0","ゴルフ","0","バレーボール","2610039","サッカー","0","0","1"
"二塁手","0","本塁手","0","三塁手","2610040","一塁手","0","0","1"
"ファウル","0","ガター","0","アウト","2610041","バンカー","0","0","1"
"マッスル","0","ピッケル","0","コッヘル","2610042","リットル","0","0","1"
"内野手","0","捕手","0","外野手","2610043","投手","0","0","1"
"ナナ","0","キュー","0","ジュー","2610044","ハチ","0","0","1"
"フライ","0","トライ","0","オーライ","2610046","スライ","0","0","1"
"サービスアタック","0","サービスエース","0","サービスボール","2610047","サービスショット","0","0","1"
"小手","0","面","0","頭突き","2610048","胴","0","0","1"
"タオル","0","たすき","0","バケツ","2610050","コップ","0","0","1"
"ポスト","0","ポール","0","オベリスク","2610051","ポーク","0","0","1"
"バスストップ","0","ドクターストップ","0","ワンストップ","2610052","ミスターストップ","0","0","1"
"ブルー","0","グリーン","0","ブラウン","2610053","レッド","0","0","1"
"レッドカード","0","ノーサイド","0","コーナーキック","2610054","オフサイド","0","0","1"
"アタック","0","レシーブ","0","ブロック","2610055","スパイク","0","0","1"
"卓球","0","野球","0","テニス","2610057","バスケットボール","0","0","1"
"トリプルドリブル","0","ダブルドリブル","0","ゼロドリブル","2610058","シングルドリブル","0","0","1"
"バスケットボール","0","ラグビー","0","サッカー","2610059","ソフトボール","0","0","1"
"タマキ（作業服）","0","ツムギ（サマー）","0","ユイ（ニューイヤー）","2611001","リマ（シンデレラ）","0","0","1"
"カスミ（マジカル）","0","シオリ（マジカル）","0","クウカ（ノワール）","2611002","イオ（ノワール）","0","0","1"
"スタミナ","0","パワー","0","ガッツ","2611003","スピード","0","0","1"
"アンチビースト","0","エルダータイラント","0","マダムエレクトラ","2611004","ジェネラルホーン","0","0","1"
"位置付け","0","ユニオンバースト","0","EXスキル","2611005","スキル1","0","0","1"
"2本","0","3本","0","4本","2620002","1本","0","0","1"
"ウルトラ滑降","0","スーパー大回転","0","ハイパーモーグル","2620003","スペシャルジャンプ","0","0","1"
"トゲトゲしている","0","デコボコしている","0","ネバネバしている","2620005","ツルツルしている","0","0","1"
"6球","0","5球","0","4球","2620006","7球","0","0","1"
"ダーツ","0","ボウリング","0","卓球","2620007","ビリヤード","0","0","1"
"ラスト","0","ピスト","0","マスト","2620008","リスト","0","0","1"
"スチロール","0","ベリーロール","0","スプロール","2620010","マッチロール","0","0","1"
"5秒","0","20秒","0","60秒","2620011","10秒","0","0","1"
"背泳ぎ","0","自由形","0","バタフライ","2620012","平泳ぎ","0","0","1"
"255センチ","0","305センチ","0","355センチ","2620013","205センチ","0","0","1"
"3枚","0","4枚","0","6枚","2620014","2枚","0","0","1"
"7個","0","8個","0","6個","2620015","10個","0","0","1"
"スイーパー","0","ボランチ","0","ウイング","2620016","リベロ","0","0","1"
"30分","0","20分","0","45分","2620017","15分","0","0","1"
"小指","0","手のひら","0","手の甲","2620018","親指","0","0","1"
"さけ折り","0","さば折り","0","まぐろ折り","2620022","あじ折り","0","0","1"
"指名権確定","0","交渉権確定","0","契約権確定","2620024","選択権確定","0","0","1"
"イカリング","0","カーリング","0","スパッタリング","2620025","ボーリング","0","0","1"
"イベント戦","0","オープン戦","0","オールスター戦","2620026","クローズ戦","0","0","1"
"タッチラン","0","タッチアップ","0","タッチラップ","2620028","タッチアウト","0","0","1"
"1番打者","0","先発投手","0","捕手","2620029","4番打者","0","0","1"
"22回","0","21回","0","23回","2620030","20回","0","0","1"
"ラクロス","0","アイスホッケー","0","クリケット","2620031","ポロ","0","0","1"
"ブリッジ","0","アーチ","0","お湯","2620032","サークル","0","0","1"
"ボギー","0","イーグル","0","ダブルボギー","2620033","バーディ","0","0","1"
"ラフティング","0","パドリング","0","ピーリング","2620034","リフティング","0","0","1"
"8点","0","9点","0","6点","2620035","12点","0","0","1"
"50台","0","10台","0","110台","2620036","30台","0","0","1"
"1個","0","決まっていない","0","2個","2620038","0個","0","0","1"
"肩落とし","0","肩すかし","0","肩ぐるま","2620040","肩たたき","0","0","1"
"ファールボックス","0","ペナルティボックス","0","フェイスオフボックス","2620041","ダメージボックス","0","0","1"
"サンボ","0","ロデオ","0","マタドール","2620042","闘牛","0","0","1"
"スティール","0","リバウンド","0","インターセプト","2620044","スクリーン","0","0","1"
"スナップショット","0","ブレイクショット","0","タイガーショット","2620045","オープンショット","0","0","1"
"スリップオン","0","スプリット","0","スープレックス","2620046","ストリップ","0","0","1"
"三段跳","0","走幅跳","0","走高跳","2620048","棒高跳","0","0","1"
"長距離走","0","短距離走","0","駅伝","2620049","中距離走","0","0","1"
"ワルツ","0","スキップ","0","ディスコ","2620050","ダンス","0","0","1"
"二重跳び","0","交差跳び","0","駆け足跳び","2620051","綾跳び","0","0","1"
"4219.5km","0","42.195km","0","4.2195km","2620054","421.95km","0","0","1"
"バント","0","ファール","0","フライ","2620057","ホームラン","0","0","1"
"池ポチャ","0","ホールインワン","0","バンカー","2620058","最優秀ゴルファー","0","0","1"
"一か八か技","0","捨て身技","0","逆転技","2620059","ダメ元技","0","0","1"
"プレマッチ","0","テストマッチ","0","リハーサルマッチ","2620060","チャレンジマッチ","0","0","1"
"ボウリング","0","ビリヤード","0","卓球","2620061","ダーツ","0","0","1"
"じゃんけん","0","ラップバトル","0","なぞなぞ","2621001","しりとり","0","0","1"
"デストラクション","0","インジェクション","0","エレベーション","2621002","オーバーレイ","0","0","1"
"島クジラ","0","グレートトゥンヌス","0","テンタパス","2621003","ネプテリオン","0","0","1"
"ブルートゥスアヴァロン","0","アルティマスアヴァロン","0","デュアリティアヴァロン","2621004","ナンバーズアヴァロン","0","0","1"
"アビスエンドバースト","0","ディバインレイン","0","オーロラ・サンクチュアリ","2621005","超全力全開☆プリンセスストライク","0","0","1"
"本塁打","0","二塁打","0","アウト","2630001","ファウル","0","0","1"
"90センチメートル","0","70センチメートル","0","100センチメートル","2630002","80センチメートル","0","0","1"
"バシャ","0","ラシャ","0","シシャ","2630004","ムシャ","0","0","1"
"キドニー","0","クリンチ","0","テンプル","2630006","アッパー","0","0","1"
"気合が入るため","0","盗まれないように","0","安く作れるため","2630007","足の動きを際立たせるため","0","0","1"
"本命外","0","外道","0","狙外","2630008","外魚","0","0","1"
"よがけ","0","ゆがけ","0","むがけ","2630009","やがけ","0","0","1"
"ティキタカ","0","ラボーナ","0","シャペウ","2630010","エラシコ","0","0","1"
"赤","0","黄","0","黒","2630011","青","0","0","1"
"16階級","0","17階級","0","18階級","2630012","15階級","0","0","1"
"ロストフレーム","0","オープンフレーム","0","メガネフレーム","2630013","クローズフレーム","0","0","1"
"8枚","0","16枚","0","20枚","2630014","12枚","0","0","1"
"50mm","0","40mm","0","60mm","2630015","30mm","0","0","1"
"60cm","0","45cm","0","75cm","2630016","30cm","0","0","1"
"31.72メートル","0","23.72メートル","0","38.72メートル","2630017","15.72メートル","0","0","1"
"赤と黒","0","赤と白","0","白と黒","2630019","赤と青","0","0","1"
"チュート","0","キャント","0","チャント","2630021","シャウト","0","0","1"
"トレッキング","0","ビバーク","0","リペリング","2630022","グリセード","0","0","1"
"10人","0","9人","0","7人","2630025","8人","0","0","1"
"ゴールキック","0","スローイン","0","ペナルティーキック","2630026","コーナーキック","0","0","1"
"お客さん","0","横綱","0","控え力士","2630027","行事","0","0","1"
"インショア","0","オフショア","0","アウトショア","2630028","オンショア","0","0","1"
"バスカー","0","バスター","0","バスサー","2630029","バスラー","0","0","1"
"黒","0","赤","0","茶","2630030","白","0","0","1"
"床","0","段違い平行棒","0","平均台","2630031","跳馬","0","0","1"
"舵取り","0","乱取り","0","手取り","2630035","面取り","0","0","1"
"肝入り","0","水入り","0","嫁入り","2630037","中入り","0","0","1"
"50cm","0","10cm","0","70cm","2630038","30cm","0","0","1"
"10kg","0","20kg","0","3kg","2630040","5kg","0","0","1"
"ハンドボール","0","バスケットボール","0","水球","2630043","サッカー","0","0","1"
"5人","0","4人","0","3人","2630044","8人","0","0","1"
"ポートボール","0","ロフトボール","0","スローボール","2630045","ロストボール","0","0","1"
"ショ―ト","0","サード","0","セカンド","2630046","ファースト","0","0","1"
"ボトム","0","ノーズ","0","テール","2630048","デッキ","0","0","1"
"あかね戦","0","ともえ戦","0","はなこ戦","2630049","まりえ戦","0","0","1"
"シンキング","0","バンキング","0","ハッキング","2630051","ビンキング","0","0","1"
"パスショット","0","キスショット","0","マスショット","2630052","ミスショット","0","0","1"
"2点","0","5点","0","10点","2630053","1点","0","0","1"
"ダウンブロー","0","ローブロー","0","レッグブロー","2630054","アンダーロー","0","0","1"
"ベルン","0","ケルン","0","ミルン","2630055","カラン","0","0","1"
"ジョイント","0","ブーム","0","ボード","2630056","セール","0","0","1"
"バレーボール","0","ラグビー","0","バスケットボール","2630058","サッカー","0","0","1"
"バイアスロン","0","スケルトン","0","ボブスレー","2630059","リュージュ","0","0","1"
"Bカード","0","Cカード","0","Dカード","2630060","Aカード","0","0","1"
"ソケット","0","ポケット","0","バゲット","2630061","ナゲット","0","0","1"
"バーストファング","0","ブラストファング","0","ダイヤモンドファング","2631001","フロストファング","0","0","1"
"雷撃の槍","0","海神の杖","0","激波の拳","2631002","嵐撃の槍","0","0","1"
"ドラゴンズシザー","0","ドラゴンズテイル","0","ドラゴンズウィング","2631003","ドラゴンズデッドボール","0","0","1"
"ビーチフラッグ","0","ボートレース","0","ビーチベースボール","2631004","ビーチボール","0","0","1"
"大海帝王晦冥喝破之装","0","七界覇王晦冥喝破之装","0","七海覇者晦冥喝破之装","2631005","七界究極晦冥喝破之装","0","0","1"
