a4c89f871be0730ee1480cedb024b51c540b434bad309d85482271ac8ae56b48,589a501c0e0716d297f9fb49b984ecb368eda66a1c2838736df93fc19b006e5d,edb1d4b5db226f75003b8d513d53f5fc670463681c983d47cfaa826eb668af27,8262ba311d3c8fdf02d5197eb4834dcafb6fbd8fc35916e902ffb2fe4e8a182c,6efa5b4c5b5deaa825dd5c55240e3c8b7d156a3a9404374f7e56a1508f2dab46,9efb529ba6e25334aa5367c19356d6663f0cdba84bb06e2d1b5d4be84fff2572,541ee131a1d16b8e916bd8d90c3632f7fa599a97838459ac3fd178c7f48643e0,a4249210d6fec2ea73bdf701130f57be649020b34913abfdabf45f125691b588,1ff6719c098c23347a8937b7fdd85eaafa13bc3d5ddf6dc9f95fa757fc0a9f4e,57dfac86e7ca7aaca32e7a0161d90d783aa3762ab5f266282382f2b8e375066a,ace29fff7824523d8a2ef2ab407ecae1a7de0a5eb907cfcccf368848ce22920e
"0","normal","30081","0","-87","5","0","0","110","1","1300810008"
"travel_topdrama_r_3007_idle_A","","30081","","","3","","1000001","1","0.2","1300810009"
"travel_topdrama_r_3007_idle_B","","30081","","","3","","1000002","1","0.2","1300810010"
"travel_topdrama_r_3007_idle_C","","30081","","","3","","1000003","1","0.2","1300810011"
"travel_topdrama_r_3007_idle_D","","30081","","","3","","1000004","1","0.2","1300810012"
"0","","30081","","","91","","0","","","1300810013"
"travel_topdrama_r_3007_idleF","","30081","","","3","","300815","0","0.2","1300810014"
"0","","30081","","","91","","0","","","1300810015"
"","","30081","","","101","","1300810013","","","1300810016"
"none","","30081","","","3","","0","0","","1300810017"
"","","30081","","","91","","0","","","1300810018"
"300801","","30082","","1","31","-50","300801","3","0","1300820001"
"","","30082","","","91","d","0","","","1300820002"
"se_travel_top_geyser_rumble","","30082","","","23","","se_travel_top","0","","1300820003"
"travel_topdrama_r_3007_geyserF","","30082","","","3","","300815","0","0","1300820004"
"travel_topdrama_r_3007_geyserB","","30082","","","3","","300816","0","0","1300820005"
"0","","30082","","","93","","0.33","","","1300820006"
"travel_topdrama_r_3007_geyser_A","","30082","","","3","","1000001","0","0.2","1300820007"
"travel_topdrama_r_3007_geyser_B","","30082","","","3","","1000002","0","0.2","1300820008"
"travel_topdrama_r_3007_geyser_C","","30082","","","3","","1000003","0","0.2","1300820009"
"travel_topdrama_r_3007_geyser_D","","30082","","","3","","1000004","0","0.2","1300820010"
"0","","30082","","","93","","2.66","","","1300820011"
"0","","30082","","","32","","300800","","","1300820012"
"1","","30082","","","32","","300801","","","1300820013"
"se_travel_top_geyser_splash","","30082","","","23","","se_travel_top","0","","1300820014"
"0","","30082","","","93","","1.86","","","1300820015"
"se_travel_top_geyser_splash_rare","","30082","","","23","","se_travel_top","0","","1300820016"
"0","","30082","","","93","","1.14","","","1300820017"
"","","30082","","","111","","","","","1300820018"
"","","30082","","","91","","0","","","1300820019"
"1000001","travel_topdrama_r_3007_idle_A","30091","0","-50","1","-70","1","50","0.8","1300910001"
"1000002","travel_topdrama_r_3007_idle_B","30091","1","-50","1","85","1","51","0.8","1300910002"
"1000003","travel_topdrama_r_3007_idle_C","30091","0","-75","1","-135","1","52","0.8","1300910003"
"1000004","travel_topdrama_r_3007_idle_D","30091","1","-75","1","140","1","53","0.8","1300910004"
"300915","travel_topdrama_r_3007_idleF","30091","0","-50","5","0","15","60","1","1300910005"
"300916","travel_topdrama_r_3007_idleB","30091","0","-50","5","0","15","54","1","1300910006"
"300900","","30091","","1","31","-57","300900","3","1","1300910007"
"0","normal","30091","0","-87","5","0","0","110","1","1300910008"
"travel_topdrama_r_3007_idle_A","","30091","","","3","","1000001","1","0.2","1300910009"
"travel_topdrama_r_3007_idle_B","","30091","","","3","","1000002","1","0.2","1300910010"
"travel_topdrama_r_3007_idle_C","","30091","","","3","","1000003","1","0.2","1300910011"
"travel_topdrama_r_3007_idle_D","","30091","","","3","","1000004","1","0.2","1300910012"
"0","","30091","","","91","","0","","","1300910013"
"travel_topdrama_r_3007_idleF","","30091","","","3","","300915","0","0.2","1300910014"
"0","","30091","","","91","","0","","","1300910015"
"","","30091","","","101","","1300910013","","","1300910016"
"none","","30091","","","3","","0","0","","1300910017"
"","","30091","","","91","","0","","","1300910018"
"300901","","30092","","1","31","-50","300901","3","0","1300920001"
"","","30092","","","91","d","0","","","1300920002"
"se_travel_top_geyser_rumble","","30092","","","23","","se_travel_top","0","","1300920003"
"travel_topdrama_r_3007_geyserF","","30092","","","3","","300915","0","0","1300920004"
"travel_topdrama_r_3007_geyserB","","30092","","","3","","300916","0","0","1300920005"
"0","","30092","","","93","","0.33","","","1300920006"
"travel_topdrama_r_3007_geyser_A","","30092","","","3","","1000001","0","0.2","1300920007"
"travel_topdrama_r_3007_geyser_B","","30092","","","3","","1000002","0","0.2","1300920008"
"travel_topdrama_r_3007_geyser_C","","30092","","","3","","1000003","0","0.2","1300920009"
"travel_topdrama_r_3007_geyser_D","","30092","","","3","","1000004","0","0.2","1300920010"
"0","","30092","","","93","","2.66","","","1300920011"
"0","","30092","","","32","","300900","","","1300920012"
"1","","30092","","","32","","300901","","","1300920013"
"se_travel_top_geyser_splash","","30092","","","23","","se_travel_top","0","","1300920014"
"0","","30092","","","93","","1.86","","","1300920015"
"se_travel_top_geyser_splash_rare","","30092","","","23","","se_travel_top","0","","1300920016"
"0","","30092","","","93","","1.14","","","1300920017"
"","","30092","","","111","","","","","1300920018"
"","","30092","","","91","","0","","","1300920019"
"1000001","travel_topdrama_r_4001_idle_A","40011","0","-55","1","25","1","50","0.8","1400110001"
"1000002","travel_topdrama_r_4001_idle_B","40011","0","-65","1","-25","1","51","0.8","1400110002"
"0","normal","40011","0","-75","5","0","0","55","1","1400110003"
"0","","40011","","","91","","0","","","1400110004"
"travel_topdrama_r_4001_idle_A","","40011","0","","3","","1000001","1","0.2","1400110005"
"travel_topdrama_r_4001_idle_B","","40011","0","","3","","1000002","1","0.2","1400110006"
"0","","40011","","","91","","0","","","1400110007"
"","","40011","","","101","","1400110005","","","1400110008"
"0","","40011","","","91","","0","","","1400110009"
"1000001","travel_topdrama_r_4000_idle","40012","0","-75","1","-390","1","49","1.46","1400120001"
"1000002","travel_topdrama_r_4000_idle","40012","0","-100","1","-510","1","50","1.46","1400120002"
"6","disappear","40012","1","-150","5","0","6","55","0.6","1400120003"
"400100","","40012","","1","31","0","400100","0","1","1400120004"
"400101","","40012","","1","31","0","400101","0","1","1400120005"
"400102","","40012","","1","31","0","400102","0","0","1400120006"
"400103","","40012","","1","31","0","400103","0","0","1400120007"
"400104","","40012","","1","31","190","400104","140","0","1400120008"
"400105","","40012","","1","31","0","400105","0","0","1400120009"
"400001","","40012","","1","31","0","400001","0","0","1400120010"
"0","","40012","","","91","","0","","","1400120011"
"1","","40012","","","32","","400001","","","1400120012"
"se_travel_top_yamagami_foot","","40012","","","23","","se_travel_top","0","","1400120013"
"travel_topdrama_r_4001_A_01","","40012","","","3","","1000001","1","0.2","1400120014"
"60","","40012","","","2","2.3","1000001","-75","","1400120015"
"travel_topdrama_r_4001_B_01","","40012","","","3","","1000002","1","0.2","1400120016"
"-60","","40012","","","2","2.3","1000002","-100","","1400120017"
"0","","40012","","","93","","2","","","1400120018"
"se_travel_top_yamagami_rumble","","40012","","","23","","se_travel_top","0","","1400120019"
"5","","40012","","","122","","5","1.3","","1400120020"
"0","","40012","","","93","","0.3","","","1400120021"
"7.5","","40012","","","122","","7.5","2.5","","1400120022"
"se_travel_top_yamagami_emote_common","","40012","","","23","","se_travel_top","0","","1400120023"
"travel_topdrama_r_4001_A_02","","40012","","","3","","1000001","0","0.2","1400120024"
"3","","40012","","0","12","0","1000001","0.3","","1400120025"
"0","","40012","","","93","","0.1","","","1400120026"
"travel_topdrama_r_4001_B_02","","40012","","","3","","1000002","0","0.2","1400120027"
"3","","40012","","0","12","0","1000002","0.2","","1400120028"
"0","","40012","","","93","","0.6","","","1400120029"
"10","","40012","","","122","","10","4","","1400120030"
"run","","40012","","","3","disappear","6","0","0","1400120031"
"1","","40012","","","32","","400102","","","1400120032"
"1","","40012","","","32","","400103","","","1400120033"
"0","","40012","","","93","","0.5","","","1400120034"
"se_travel_top_yamagami_passaway","","40012","","","23","","se_travel_top","0","","1400120035"
"0","","40012","","","93","","0.2","","","1400120036"
"se_travel_top_yamagami_pass_wind","","40012","","","23","","se_travel_top","0","","1400120037"
"0","","40012","","","93","","0.2","","","1400120038"
"se_travel_top_yamagami_rumble2","","40012","","","23","","se_travel_top","0","","1400120039"
"se_travel_top_yamagami_rolling","","40012","","","23","","se_travel_top","0","","1400120040"
"1","","40012","","","32","","400104","","","1400120041"
"travel_topdrama_r_4001_B_03","","40012","","","3","","1000002","0","0.2","1400120042"
"0","","40012","","","93","","0.1","","","1400120043"
"travel_topdrama_r_4001_A_03","","40012","","","3","","1000001","0","0.2","1400120044"
"0","","40012","","","93","","1.75","","","1400120045"
"1","","40012","","","32","","400105","","","1400120046"
"0","","40012","","","93","","0.2","","","1400120047"
"se_travel_top_yamagami_drop_box","","40012","","","23","","se_travel_top","0","","1400120048"
"0","","40012","","","93","","1.55","","","1400120049"
"","","40012","","","111","","","","","1400120050"
"","","40012","","","91","","0","","","1400120051"
"1000001","travel_topdrama_r_4001_idle_A","40021","0","-55","1","25","1","50","0.8","1400210001"
"1000002","travel_topdrama_r_4001_idle_B","40021","0","-65","1","-25","1","51","0.8","1400210002"
"0","normal","40021","0","-75","5","0","0","55","1","1400210003"
"0","","40021","","","91","","0","","","1400210004"
"travel_topdrama_r_4001_idle_A","","40021","0","","3","","1000001","1","0.2","1400210005"
"travel_topdrama_r_4001_idle_B","","40021","0","","3","","1000002","1","0.2","1400210006"
"0","","40021","","","91","","0","","","1400210007"
"","","40021","","","101","","1400210005","","","1400210008"
"0","","40021","","","91","","0","","","1400210009"
"1000001","travel_topdrama_r_4000_idle","40022","0","-75","1","-390","1","49","1.46","1400220001"
"1000002","travel_topdrama_r_4000_idle","40022","0","-100","1","-510","1","50","1.46","1400220002"
"6","disappear","40022","1","-150","5","0","6","55","0.6","1400220003"
"400200","","40022","","1","31","0","400200","0","1","1400220004"
"400201","","40022","","1","31","0","400201","0","1","1400220005"
"400202","","40022","","1","31","0","400202","0","0","1400220006"
"400203","","40022","","1","31","0","400203","0","0","1400220007"
"400204","","40022","","1","31","190","400204","140","0","1400220008"
"400205","","40022","","1","31","0","400205","0","0","1400220009"
"400002","","40022","","1","31","0","400002","0","0","1400220010"
"0","","40022","","","91","","0","","","1400220011"
"1","","40022","","","32","","400002","","","1400220012"
"se_travel_top_yamagami_foot","","40022","","","23","","se_travel_top","0","","1400220013"
"travel_topdrama_r_4001_A_01","","40022","","","3","","1000001","1","0.2","1400220014"
"60","","40022","","","2","2.3","1000001","-75","","1400220015"
"travel_topdrama_r_4001_B_01","","40022","","","3","","1000002","1","0.2","1400220016"
"-60","","40022","","","2","2.3","1000002","-100","","1400220017"
"0","","40022","","","93","","2","","","1400220018"
"se_travel_top_yamagami_rumble","","40022","","","23","","se_travel_top","0","","1400220019"
"5","","40022","","","122","","5","1.3","","1400220020"
"0","","40022","","","93","","0.3","","","1400220021"
"7.5","","40022","","","122","","7.5","2.5","","1400220022"
"se_travel_top_yamagami_emote_common","","40022","","","23","","se_travel_top","0","","1400220023"
"travel_topdrama_r_4001_A_02","","40022","","","3","","1000001","0","0.2","1400220024"
"3","","40022","","0","12","0","1000001","0.3","","1400220025"
"0","","40022","","","93","","0.1","","","1400220026"
"travel_topdrama_r_4001_B_02","","40022","","","3","","1000002","0","0.2","1400220027"
"3","","40022","","0","12","0","1000002","0.2","","1400220028"
"0","","40022","","","93","","0.6","","","1400220029"
"10","","40022","","","122","","10","4","","1400220030"
"run","","40022","","","3","disappear","6","0","0","1400220031"
"1","","40022","","","32","","400202","","","1400220032"
"1","","40022","","","32","","400203","","","1400220033"
"0","","40022","","","93","","0.5","","","1400220034"
"se_travel_top_yamagami_passaway","","40022","","","23","","se_travel_top","0","","1400220035"
"0","","40022","","","93","","0.2","","","1400220036"
"se_travel_top_yamagami_pass_wind","","40022","","","23","","se_travel_top","0","","1400220037"
"0","","40022","","","93","","0.2","","","1400220038"
"se_travel_top_yamagami_rumble2","","40022","","","23","","se_travel_top","0","","1400220039"
"se_travel_top_yamagami_rolling","","40022","","","23","","se_travel_top","0","","1400220040"
"1","","40022","","","32","","400204","","","1400220041"
"travel_topdrama_r_4001_B_03","","40022","","","3","","1000002","0","0.2","1400220042"
"0","","40022","","","93","","0.1","","","1400220043"
"travel_topdrama_r_4001_A_03","","40022","","","3","","1000001","0","0.2","1400220044"
"0","","40022","","","93","","1.75","","","1400220045"
"1","","40022","","","32","","400205","","","1400220046"
"0","","40022","","","93","","0.2","","","1400220047"
"se_travel_top_yamagami_drop_box","","40022","","","23","","se_travel_top","0","","1400220048"
"se_travel_top_yamagami_drop_silverbox","","40022","","","23","","se_travel_top","0","","1400220049"
"0","","40022","","","93","","1.55","","","1400220050"
"","","40022","","","111","","","","","1400220051"
"","","40022","","","91","","0","","","1400220052"
"5","idle","40051","0","-23","5","0","5","50","0.3","1400510001"
"0","normal","40051","0","-43","5","0","0","55","1","1400510002"
"0","","40051","","","91","","0","","","1400510003"
"idle","","40051","0","","3","","5","1","0","1400510004"
"0","","40051","","","91","","0","","","1400510005"
"","","40051","","","101","","1400510004","","","1400510006"
"0","","40051","","","91","","0","","","1400510007"
"1000001","travel_topdrama_r_4000_idle","40052","0","-110","1","-640","1","50","1.46","1400520001"
"5","disappear","40052","0","-110","5","210","5","50","0.4","1400520002"
"400500","","40052","","1","31","0","400500","0","1","1400520003"
"400501","","40052","","1","31","-100","400501","0","0","1400520004"
"400502","","40052","","1","31","-100","400502","0","0","1400520005"
"400503","","40052","","1","31","0","400503","0","0","1400520006"
"400504","","40052","","1","31","0","400504","0","0","1400520007"
"400505","","40052","","1","31","0","400505","0","0","1400520008"
"400506","","40052","","1","31","0","400506","0","0","1400520009"
"400507","","40052","","1","31","0","400507","0","0","1400520010"
"400508","","40052","","1","31","0","400508","0","0","1400520011"
"400509","","40052","","1","31","0","400509","0","0","1400520012"
"400510","","40052","","1","31","-70","400510","400","1","1400520013"
"400005","","40052","","1","31","0","400005","0","0","1400520014"
"0","","40052","","","91","","0","","","1400520015"
"1","","40052","","","32","","400005","","","1400520016"
"se_travel_top_pitfall_foot1","","40052","","","23","","se_travel_top","0","","1400520017"
"travel_topdrama_r_4000_run_normal","","40052","","","3","","1000001","1","0.2","1400520018"
"-300","","40052","","","2","1","1000001","-110","","1400520019"
"0","","40052","","","93","","1","","","1400520020"
"se_travel_top_pitfall_emote_note","","40052","","","23","","se_travel_top","0","","1400520021"
"travel_topdrama_r_4000_surprise","","40052","0.2","1","3","travel_topdrama_r_4000_idle_surprise1","1000001","0","0.2","1400520022"
"10","","40052","","0","12","0","1000001","0.3","","1400520023"
"0","","40052","","","93","","1.2","","","1400520024"
"se_travel_top_pitfall_foot2","","40052","","","23","","se_travel_top","0","","1400520025"
"travel_topdrama_r_4000_run_joy","","40052","","","3","","1000001","1","0.2","1400520026"
"0","","40052","","","2","0.8","1000001","-110","","1400520027"
"0","","40052","","","93","","0.8","","","1400520028"
"se_travel_top_pitfall_open_hole","","40052","","","23","","se_travel_top","0","","1400520029"
"1","","40052","","","32","","400501","","","1400520030"
"1","","40052","","","32","","400502","","","1400520031"
"travel_topdrama_r_4005_fall1","","40052","","","3","","1000001","1","0","1400520032"
"0","","40052","","","93","","0.3","","","1400520033"
"se_travel_top_pitfall_panic","","40052","","","23","","se_travel_top","0","","1400520034"
"1","","40052","","","32","","400505","","","1400520035"
"0","","40052","","","93","","1","","","1400520036"
"se_travel_top_pitfall_fall","","40052","","","23","","se_travel_top","0","","1400520037"
"travel_topdrama_r_4005_fall2","","40052","","","3","","1000001","0","0","1400520038"
"1","","40052","","","32","","400506","","","1400520039"
"1","","40052","","","32","","400507","","","1400520040"
"0","","40052","","","93","","0.3","","","1400520041"
"se_travel_top_pitfall_drillmall1","","40052","","","23","","se_travel_top","0","","1400520042"
"appear","","40052","","","3","","5","0","0","1400520043"
"0","","40052","","","93","","0.3","","","1400520044"
"se_travel_top_pitfall_drillmall2","","40052","","","23","","se_travel_top","0","","1400520045"
"0","","40052","","","93","","0.7","","","1400520046"
"se_travel_top_pitfall_wipe","","40052","","","23","","se_travel_top","0","","1400520047"
"1","","40052","","","32","","400503","","","1400520048"
"0","","40052","","","93","","0.2","","","1400520049"
"travel_topdrama_r_4005_fall3","","40052","","","3","","1000001","1","0","1400520050"
"-200","","40052","","","2","0.01","1000001","-60","","1400520051"
"disappear","","40052","","","3","","5","0","0","1400520052"
"200","","40052","","","33","0.01","400510","-10","","1400520053"
"0","","40052","","","32","","400501","","","1400520054"
"0","","40052","","","32","","400502","","","1400520055"
"1","","40052","","","32","","400504","","","1400520056"
"0","","40052","","","32","","400507","","","1400520057"
"0","","40052","","","93","","0.2","","","1400520058"
"1","","40052","","","32","","400508","","","1400520059"
"1","","40052","","","32","","400509","","","1400520060"
"travel_topdrama_r_4005_fall4","","40052","","","3","","1000001","0","0.2","1400520061"
"0","","40052","","","93","","0.1","","","1400520062"
"se_travel_top_pitfall_bodyfall","","40052","","","23","","se_travel_top","0","","1400520063"
"0","","40052","","","93","","0.9","","","1400520064"
"se_travel_top_pitfall_lookig_around","","40052","","","23","","se_travel_top","0","","1400520065"
"0","","40052","","","93","","1.3","","","1400520066"
"se_travel_top_pitfall_emote_notice","","40052","","","23","","se_travel_top","0","","1400520067"
"4","","40052","","0","12","0","1000001","0.01","20","1400520068"
"","","40052","","","91","","1400520061","","","1400520069"
"se_travel_top_pitfall_emote_joy","","40052","","","23","","se_travel_top","0","","1400520070"
"travel_topdrama_r_4005_guts","","40052","","","3","","1000001","0","0.2","1400520071"
"0","","40052","","","93","","1","","","1400520072"
"","","40052","","","111","","","","","1400520073"
"","","40052","","","91","","0","","","1400520074"
"5","idle","40061","0","-23","5","0","5","50","0.3","1400610001"
"0","normal","40061","0","-43","5","0","0","55","1","1400610002"
"0","","40061","","","91","","0","","","1400610003"
"idle","","40061","0","","3","","5","1","0","1400610004"
"0","","40061","","","91","","0","","","1400610005"
"","","40061","","","101","","1400610004","","","1400610006"
"0","","40061","","","91","","0","","","1400610007"
"1000001","travel_topdrama_r_4000_idle","40062","0","-110","1","-640","1","50","1.46","1400620001"
"5","disappear","40062","0","-110","5","210","5","50","0.4","1400620002"
"400600","","40062","","1","31","0","400600","0","1","1400620003"
"400601","","40062","","1","31","-100","400601","0","0","1400620004"
"400602","","40062","","1","31","-100","400602","0","0","1400620005"
"400603","","40062","","1","31","0","400603","0","0","1400620006"
"400604","","40062","","1","31","0","400604","0","0","1400620007"
"400605","","40062","","1","31","0","400605","0","0","1400620008"
"400606","","40062","","1","31","0","400606","0","0","1400620009"
"400607","","40062","","1","31","0","400607","0","0","1400620010"
"400608","","40062","","1","31","0","400608","0","0","1400620011"
"400609","","40062","","1","31","0","400609","0","0","1400620012"
"400610","","40062","","1","31","-70","400610","400","1","1400620013"
"400611","","40062","","1","31","-10","400611","200","0","1400620014"
"400006","","40062","","1","31","0","400006","0","0","1400620015"
"0","","40062","","","91","","0","","","1400620016"
"1","","40062","","","32","","400006","","","1400620017"
"se_travel_top_pitfall_foot1","","40062","","","23","","se_travel_top","0","","1400620018"
"travel_topdrama_r_4000_run_normal","","40062","","","3","","1000001","1","0.2","1400620019"
"-300","","40062","","","2","1","1000001","-110","","1400620020"
"0","","40062","","","93","","1","","","1400620021"
"se_travel_top_pitfall_emote_note","","40062","","","23","","se_travel_top","0","","1400620022"
"travel_topdrama_r_4000_surprise","","40062","0.2","1","3","travel_topdrama_r_4000_idle_surprise1","1000001","0","0.2","1400620023"
"10","","40062","","0","12","0","1000001","0.3","","1400620024"
"0","","40062","","","93","","1.2","","","1400620025"
"se_travel_top_pitfall_foot2","","40062","","","23","","se_travel_top","0","","1400620026"
"travel_topdrama_r_4000_run_joy","","40062","","","3","","1000001","1","0.2","1400620027"
"0","","40062","","","2","0.8","1000001","-110","","1400620028"
"0","","40062","","","93","","0.8","","","1400620029"
"se_travel_top_pitfall_open_hole","","40062","","","23","","se_travel_top","0","","1400620030"
"1","","40062","","","32","","400601","","","1400620031"
"1","","40062","","","32","","400602","","","1400620032"
"travel_topdrama_r_4005_fall1","","40062","","","3","","1000001","1","0","1400620033"
"0","","40062","","","93","","0.3","","","1400620034"
"se_travel_top_pitfall_panic","","40062","","","23","","se_travel_top","0","","1400620035"
"1","","40062","","","32","","400605","","","1400620036"
"0","","40062","","","93","","1","","","1400620037"
"se_travel_top_pitfall_fall","","40062","","","23","","se_travel_top","0","","1400620038"
"travel_topdrama_r_4005_fall2","","40062","","","3","","1000001","0","0","1400620039"
"1","","40062","","","32","","400606","","","1400620040"
"1","","40062","","","32","","400607","","","1400620041"
"0","","40062","","","93","","0.3","","","1400620042"
"se_travel_top_pitfall_drillmall1","","40062","","","23","","se_travel_top","0","","1400620043"
"appear","","40062","","","3","","5","0","0","1400620044"
"0","","40062","","","93","","0.3","","","1400620045"
"se_travel_top_pitfall_drillmall2","","40062","","","23","","se_travel_top","0","","1400620046"
"0","","40062","","","93","","0.7","","","1400620047"
"se_travel_top_pitfall_wipe","","40062","","","23","","se_travel_top","0","","1400620048"
"1","","40062","","","32","","400603","","","1400620049"
"0","","40062","","","93","","0.2","","","1400620050"
"travel_topdrama_r_4005_fall3","","40062","","","3","","1000001","1","0","1400620051"
"-200","","40062","","","2","0.01","1000001","-60","","1400620052"
"disappear","","40062","","","3","","5","0","0","1400620053"
"0","","40062","","","32","","400610","","","1400620054"
"1","","40062","","","32","","400611","","","1400620055"
"0","","40062","","","32","","400601","","","1400620056"
"0","","40062","","","32","","400602","","","1400620057"
"1","","40062","","","32","","400604","","","1400620058"
"0","","40062","","","32","","400607","","","1400620059"
"0","","40062","","","93","","0.2","","","1400620060"
"1","","40062","","","32","","400608","","","1400620061"
"1","","40062","","","32","","400609","","","1400620062"
"travel_topdrama_r_4005_fall4","","40062","","","3","","1000001","0","0.2","1400620063"
"0","","40062","","","93","","0.1","","","1400620064"
"se_travel_top_pitfall_bodyfall","","40062","","","23","","se_travel_top","0","","1400620065"
"0","","40062","","","93","","0.9","","","1400620066"
"se_travel_top_pitfall_lookig_around","","40062","","","23","","se_travel_top","0","","1400620067"
"0","","40062","","","93","","1.3","","","1400620068"
"se_travel_top_pitfall_emote_notice","","40062","","","23","","se_travel_top","0","","1400620069"
"4","","40062","","0","12","0","1000001","0.01","20","1400620070"
"","","40062","","","91","","1400620063","","","1400620071"
"se_travel_top_pitfall_emote_joy","","40062","","","23","","se_travel_top","0","","1400620072"
"travel_topdrama_r_4005_guts","","40062","","","3","","1000001","0","0.2","1400620073"
"0","","40062","","","93","","1","","","1400620074"
"","","40062","","","111","","","","","1400620075"
"","","40062","","","91","","0","","","1400620076"
"9","idle","40071","1","-113","5","0","9","50","0.3","1400710001"
"0","rare","40071","0","-83","5","0","0","55","1","1400710002"
"0","","40071","","","91","","0","","","1400710003"
"idle","","40071","","","3","","9","1","0","1400710004"
"0","","40071","","","91","","0","","","1400710005"
"","","40071","","","101","","1400710004","","","1400710006"
"0","","40071","","","91","","0","","","1400710007"
"1000001","travel_topdrama_r_4000_idle_normal","40072","0","-150","1","-400","1","51","1.46","1400720001"
"9","disappear","40072","1","-250","5","0","9","50","1","1400720002"
"16","disappear","40072","1","-250","5","0","16","53","1","1400720003"
"400700","","40072","","1","31","0","400700","0","1","1400720004"
"400701","","40072","","1","31","0","400701","0","1","1400720005"
"400702","","40072","","1","31","0","400702","0","0","1400720006"
"400703","","40072","","1","31","0","400703","0","0","1400720007"
"400704","","40072","","1","31","0","400704","0","0","1400720008"
"400705","","40072","","1","31","0","400705","0","0","1400720009"
"400720","","40072","","1","31","0","400720","0","1","1400720010"
"400721","","40072","","1","31","0","400721","0","0","1400720011"
"400722","","40072","","1","31","0","400722","0","0","1400720012"
"400723","","40072","","1","31","0","400723","0","0","1400720013"
"400724","","40072","","1","31","0","400724","0","0","1400720014"
"400730","","40072","","1","31","0","400730","0","0","1400720015"
"400740","","40072","","1","31","0","400740","0","0","1400720016"
"400741","","40072","","1","31","0","400741","0","0","1400720017"
"400742","","40072","","1","31","0","400742","0","0","1400720018"
"400743","","40072","","1","31","0","400743","0","0","1400720019"
"400744","","40072","","1","31","0","400744","0","0","1400720020"
"400750","","40072","","1","31","0","400750","0","0","1400720021"
"400751","","40072","","1","31","0","400751","0","0","1400720022"
"400752","","40072","","1","31","0","400752","0","0","1400720023"
"400753","","40072","","1","31","0","400753","0","0","1400720024"
"400754","","40072","","1","31","0","400754","0","0","1400720025"
"400780","","40072","","1","31","0","400780","0","0","1400720026"
"400781","","40072","","1","31","0","400781","0","0","1400720027"
"400790","","40072","","1","31","0","400790","0","0","1400720028"
"400007","","40072","","1","31","0","400007","0","0","1400720029"
"0","","40072","","","91","","0","","","1400720030"
"0","","40072","","","93","","0","","","1400720031"
"1","","40072","","","32","","400007","","","1400720032"
"se_travel_top_ziz_foot","","40072","","","23","","se_travel_top","0","","1400720033"
"travel_topdrama_r_4007_walk_to_surprise","","40072","","","3","","1000001","0","0.2","1400720034"
"-100","","40072","","","2","1.8","1000001","-150","","1400720035"
"0","","40072","","","93","","1","","","1400720036"
"se_travel_top_ziz_approach","","40072","","","23","","se_travel_top","0","","1400720037"
"0","","40072","","","93","","0.6","","","1400720038"
"se_travel_top_ziz_emote_notice","","40072","","","23","","se_travel_top","0","","1400720039"
"4","","40072","","0","12","0","1000001","0.5","","1400720040"
"0","","40072","","","93","","1.2","","","1400720041"
"3","","40072","","","122","","3","1","","1400720042"
"0","","40072","","","93","","0.3","","","1400720043"
"se_travel_top_ziz_surprise","","40072","","","23","","se_travel_top","0","","1400720044"
"1","","40072","","","32","","400722","","","1400720045"
"0","","40072","","","93","","0.2","","","1400720046"
"5","","40072","","","122","","5","1","","1400720047"
"0","","40072","","","93","","0.5","","","1400720048"
"se_travel_top_ziz_whoosh","","40072","","","23","","se_travel_top","0","","1400720049"
"10","","40072","","","122","","10","1","","1400720050"
"0","","40072","","","93","","0.25","","","1400720051"
"1","","40072","","","32","","400723","","","1400720052"
"0","","40072","","","93","","0.05","","","1400720053"
"0","","40072","","","32","","400700","","","1400720054"
"0","","40072","","","32","","400701","","","1400720055"
"se_travel_top_ziz_hit","","40072","","","23","","se_travel_top","0","","1400720056"
"1","","40072","","","32","","400721","","","1400720057"
"0","","40072","","","93","","0.1","","","1400720058"
"1","","40072","","","32","","400702","","","1400720059"
"se_travel_top_ziz_wing","","40072","","","23","","se_travel_top","1","","1400720060"
"travel_topdrama_r_4007_grab","","40072","","","3","","1000001","1","0.2","1400720061"
"0","","40072","","","2","0.01","1000001","-200","","1400720062"
"idle","","40072","","","3","","9","1","0.2","1400720063"
"idle","","40072","","","3","","16","1","0.2","1400720064"
"0","","40072","","","93","","0.2","","","1400720065"
"0","","40072","","","32","","400720","","","1400720066"
"0","","40072","","","32","","400721","","","1400720067"
"0","","40072","","","32","","400722","","","1400720068"
"0","","40072","","","93","","2","","","1400720069"
"1","","40072","","","32","","400790","","","1400720070"
"1400720073","","40072","","","103","","もがいて逃げる","0","","1400720071"
"1400720075","","40072","","","103","","おとなしくしている","0","","1400720072"
"0","","40072","","","102","","1","","","1400720073"
"","","40072","","","101","","1400720077","","","1400720074"
"0","","40072","","","102","","2","","","1400720075"
"","","40072","","","101","","1400720077","","","1400720076"
"","","40072","","","91","","0","","","1400720077"
"0","","40073","","","93","","0","","","1400730001"
"0.2","","40073","","","24","","se_travel_top_ziz_wing","","","1400730002"
"0","","40073","","","32","","400790","","","1400730003"
