350c2736ffd8ff2be936dd9a83336a11b966f198ff44a08272bdd5e65a999602,ea052cb414c4010a9c1b454c5e40201f50adad384f47c8365f7cadc02f5a8d87,f6e42491ffd45fddb15491b5e8f6f6f99b782f35c736bfe874f105fb977246b0,3503863126a6fbed898c6b87e96011e5d4a55272f6c916ab7af8b7809e7fa8d7,2c2a6744a5b2421f0b0f2369320b6ce4d9ef0a65d68695fea7d24ba141eea90c,c6f304f9098abc4b223d35127cd7b5f155d8622ec2877cc90877cbca628d997f,ba5e5398feeb3a81175b35dc924d94d297de8a331fc1bb309ef892791096b8fb,f0c94135a20f189b98990741fce85056e0049410f45ae3b20da12445a838b6f0,634db7cced186011310f63e87a5f09e5a5e60b3c23cc1a9c34fccb64b0d228a5,1e8a477c1dc52c04e7549c0be34a8af1b55c07989d14e9b41f3d3821d6ef7b69,754234af306326a46f376b4e05cad0e62b1b1fa2d5f4a4c3e24f5e5abd836053
"30072","","0","","travel_topdrama_r_3007_geyser_C","3","1000003","","0.2","1300720009",""
"30072","","0","","travel_topdrama_r_3007_geyser_D","3","1000004","","0.2","1300720010",""
"30072","","","","0","93","2.66","","","1300720011",""
"30072","","","","0","32","300700","","","1300720012",""
"30072","","","","1","32","300701","","","1300720013",""
"30072","","0","","se_travel_top_geyser_splash","23","se_travel_top","","","1300720014",""
"30072","","","","0","93","3","","","1300720015",""
"30072","","","","","111","","","","1300720016",""
"30072","","","","","91","0","","","1300720017",""
"30081","-70","50","0","1000001","1","1","travel_topdrama_r_3007_idle_A","0.8","1300810001","-50"
"30081","85","51","1","1000002","1","1","travel_topdrama_r_3007_idle_B","0.8","1300810002","-50"
"30081","-135","52","0","1000003","1","1","travel_topdrama_r_3007_idle_C","0.8","1300810003","-75"
"30081","140","53","1","1000004","1","1","travel_topdrama_r_3007_idle_D","0.8","1300810004","-75"
"30081","0","60","0","300815","5","15","travel_topdrama_r_3007_idleF","1","1300810005","-50"
"30081","0","54","0","300816","5","15","travel_topdrama_r_3007_idleB","1","1300810006","-50"
"30081","-57","3","","300800","31","300800","","1","1300810007","1"
"30081","0","110","0","0","5","0","normal","1","1300810008","-87"
"30081","","1","","travel_topdrama_r_3007_idle_A","3","1000001","","0.2","1300810009",""
"30081","","1","","travel_topdrama_r_3007_idle_B","3","1000002","","0.2","1300810010",""
"30081","","1","","travel_topdrama_r_3007_idle_C","3","1000003","","0.2","1300810011",""
"30081","","1","","travel_topdrama_r_3007_idle_D","3","1000004","","0.2","1300810012",""
"30081","","","","0","91","0","","","1300810013",""
"30081","","0","","travel_topdrama_r_3007_idleF","3","300815","","0.2","1300810014",""
"30081","","","","0","91","0","","","1300810015",""
"30081","","","","","101","1300810013","","","1300810016",""
"30081","","0","","none","3","0","","","1300810017",""
"30081","","","","","91","0","","","1300810018",""
"30082","-50","3","","300801","31","300801","","0","1300820001","1"
"30082","d","","","","91","0","","","1300820002",""
"30082","","0","","se_travel_top_geyser_rumble","23","se_travel_top","","","1300820003",""
"30082","","0","","travel_topdrama_r_3007_geyserF","3","300815","","0","1300820004",""
"30082","","0","","travel_topdrama_r_3007_geyserB","3","300816","","0","1300820005",""
"30082","","","","0","93","0.33","","","1300820006",""
"30082","","0","","travel_topdrama_r_3007_geyser_A","3","1000001","","0.2","1300820007",""
"30082","","0","","travel_topdrama_r_3007_geyser_B","3","1000002","","0.2","1300820008",""
"30082","","0","","travel_topdrama_r_3007_geyser_C","3","1000003","","0.2","1300820009",""
"30082","","0","","travel_topdrama_r_3007_geyser_D","3","1000004","","0.2","1300820010",""
"30082","","","","0","93","2.66","","","1300820011",""
"30082","","","","0","32","300800","","","1300820012",""
"30082","","","","1","32","300801","","","1300820013",""
"30082","","0","","se_travel_top_geyser_splash","23","se_travel_top","","","1300820014",""
"30082","","","","0","93","1.86","","","1300820015",""
"30082","","0","","se_travel_top_geyser_splash_rare","23","se_travel_top","","","1300820016",""
"30082","","","","0","93","1.14","","","1300820017",""
"30082","","","","","111","","","","1300820018",""
"30082","","","","","91","0","","","1300820019",""
"30091","-70","50","0","1000001","1","1","travel_topdrama_r_3007_idle_A","0.8","1300910001","-50"
"30091","85","51","1","1000002","1","1","travel_topdrama_r_3007_idle_B","0.8","1300910002","-50"
"30091","-135","52","0","1000003","1","1","travel_topdrama_r_3007_idle_C","0.8","1300910003","-75"
"30091","140","53","1","1000004","1","1","travel_topdrama_r_3007_idle_D","0.8","1300910004","-75"
"30091","0","60","0","300915","5","15","travel_topdrama_r_3007_idleF","1","1300910005","-50"
"30091","0","54","0","300916","5","15","travel_topdrama_r_3007_idleB","1","1300910006","-50"
"30091","-57","3","","300900","31","300900","","1","1300910007","1"
"30091","0","110","0","0","5","0","normal","1","1300910008","-87"
"30091","","1","","travel_topdrama_r_3007_idle_A","3","1000001","","0.2","1300910009",""
"30091","","1","","travel_topdrama_r_3007_idle_B","3","1000002","","0.2","1300910010",""
"30091","","1","","travel_topdrama_r_3007_idle_C","3","1000003","","0.2","1300910011",""
"30091","","1","","travel_topdrama_r_3007_idle_D","3","1000004","","0.2","1300910012",""
"30091","","","","0","91","0","","","1300910013",""
"30091","","0","","travel_topdrama_r_3007_idleF","3","300915","","0.2","1300910014",""
"30091","","","","0","91","0","","","1300910015",""
"30091","","","","","101","1300910013","","","1300910016",""
"30091","","0","","none","3","0","","","1300910017",""
"30091","","","","","91","0","","","1300910018",""
"30092","-50","3","","300901","31","300901","","0","1300920001","1"
"30092","d","","","","91","0","","","1300920002",""
"30092","","0","","se_travel_top_geyser_rumble","23","se_travel_top","","","1300920003",""
"30092","","0","","travel_topdrama_r_3007_geyserF","3","300915","","0","1300920004",""
"30092","","0","","travel_topdrama_r_3007_geyserB","3","300916","","0","1300920005",""
"30092","","","","0","93","0.33","","","1300920006",""
"30092","","0","","travel_topdrama_r_3007_geyser_A","3","1000001","","0.2","1300920007",""
"30092","","0","","travel_topdrama_r_3007_geyser_B","3","1000002","","0.2","1300920008",""
"30092","","0","","travel_topdrama_r_3007_geyser_C","3","1000003","","0.2","1300920009",""
"30092","","0","","travel_topdrama_r_3007_geyser_D","3","1000004","","0.2","1300920010",""
"30092","","","","0","93","2.66","","","1300920011",""
"30092","","","","0","32","300900","","","1300920012",""
"30092","","","","1","32","300901","","","1300920013",""
"30092","","0","","se_travel_top_geyser_splash","23","se_travel_top","","","1300920014",""
"30092","","","","0","93","1.86","","","1300920015",""
"30092","","0","","se_travel_top_geyser_splash_rare","23","se_travel_top","","","1300920016",""
"30092","","","","0","93","1.14","","","1300920017",""
"30092","","","","","111","","","","1300920018",""
"30092","","","","","91","0","","","1300920019",""
"40011","25","50","0","1000001","1","1","travel_topdrama_r_4001_idle_A","0.8","1400110001","-55"
"40011","-25","51","0","1000002","1","1","travel_topdrama_r_4001_idle_B","0.8","1400110002","-65"
"40011","0","55","0","0","5","0","normal","1","1400110003","-75"
"40011","","","","0","91","0","","","1400110004",""
"40011","","1","0","travel_topdrama_r_4001_idle_A","3","1000001","","0.2","1400110005",""
"40011","","1","0","travel_topdrama_r_4001_idle_B","3","1000002","","0.2","1400110006",""
"40011","","","","0","91","0","","","1400110007",""
"40011","","","","","101","1400110005","","","1400110008",""
"40011","","","","0","91","0","","","1400110009",""
"40012","-390","49","0","1000001","1","1","travel_topdrama_r_4000_idle","1.46","1400120001","-75"
"40012","-510","50","0","1000002","1","1","travel_topdrama_r_4000_idle","1.46","1400120002","-100"
"40012","0","55","1","6","5","6","disappear","0.6","1400120003","-150"
"40012","0","0","","400100","31","400100","","1","1400120004","1"
"40012","0","0","","400101","31","400101","","1","1400120005","1"
"40012","0","0","","400102","31","400102","","0","1400120006","1"
"40012","0","0","","400103","31","400103","","0","1400120007","1"
"40012","190","140","","400104","31","400104","","0","1400120008","1"
"40012","0","0","","400105","31","400105","","0","1400120009","1"
"40012","0","0","","400001","31","400001","","0","1400120010","1"
"40012","","","","0","91","0","","","1400120011",""
"40012","","","","1","32","400001","","","1400120012",""
"40012","","0","","se_travel_top_yamagami_foot","23","se_travel_top","","","1400120013",""
"40012","","1","","travel_topdrama_r_4001_A_01","3","1000001","","0.2","1400120014",""
"40012","2.3","-75","","60","2","1000001","","","1400120015",""
"40012","","1","","travel_topdrama_r_4001_B_01","3","1000002","","0.2","1400120016",""
"40012","2.3","-100","","-60","2","1000002","","","1400120017",""
"40012","","","","0","93","2","","","1400120018",""
"40012","","0","","se_travel_top_yamagami_rumble","23","se_travel_top","","","1400120019",""
"40012","","1.3","","5","122","5","","","1400120020",""
"40012","","","","0","93","0.3","","","1400120021",""
"40012","","2.5","","7.5","122","7.5","","","1400120022",""
"40012","","0","","se_travel_top_yamagami_emote_common","23","se_travel_top","","","1400120023",""
"40012","","0","","travel_topdrama_r_4001_A_02","3","1000001","","0.2","1400120024",""
"40012","0","0.3","","3","12","1000001","","","1400120025","0"
"40012","","","","0","93","0.1","","","1400120026",""
"40012","","0","","travel_topdrama_r_4001_B_02","3","1000002","","0.2","1400120027",""
"40012","0","0.2","","3","12","1000002","","","1400120028","0"
"40012","","","","0","93","0.6","","","1400120029",""
"40012","","4","","10","122","10","","","1400120030",""
"40012","disappear","0","","run","3","6","","0","1400120031",""
"40012","","","","1","32","400102","","","1400120032",""
"40012","","","","1","32","400103","","","1400120033",""
"40012","","","","0","93","0.5","","","1400120034",""
"40012","","0","","se_travel_top_yamagami_passaway","23","se_travel_top","","","1400120035",""
"40012","","","","0","93","0.2","","","1400120036",""
"40012","","0","","se_travel_top_yamagami_pass_wind","23","se_travel_top","","","1400120037",""
"40012","","","","0","93","0.2","","","1400120038",""
"40012","","0","","se_travel_top_yamagami_rumble2","23","se_travel_top","","","1400120039",""
"40012","","0","","se_travel_top_yamagami_rolling","23","se_travel_top","","","1400120040",""
"40012","","","","1","32","400104","","","1400120041",""
"40012","","0","","travel_topdrama_r_4001_B_03","3","1000002","","0.2","1400120042",""
"40012","","","","0","93","0.1","","","1400120043",""
"40012","","0","","travel_topdrama_r_4001_A_03","3","1000001","","0.2","1400120044",""
"40012","","","","0","93","1.75","","","1400120045",""
"40012","","","","1","32","400105","","","1400120046",""
"40012","","","","0","93","0.2","","","1400120047",""
"40012","","0","","se_travel_top_yamagami_drop_box","23","se_travel_top","","","1400120048",""
"40012","","","","0","93","1.55","","","1400120049",""
"40012","","","","","111","","","","1400120050",""
"40012","","","","","91","0","","","1400120051",""
"40021","25","50","0","1000001","1","1","travel_topdrama_r_4001_idle_A","0.8","1400210001","-55"
"40021","-25","51","0","1000002","1","1","travel_topdrama_r_4001_idle_B","0.8","1400210002","-65"
"40021","0","55","0","0","5","0","normal","1","1400210003","-75"
"40021","","","","0","91","0","","","1400210004",""
"40021","","1","0","travel_topdrama_r_4001_idle_A","3","1000001","","0.2","1400210005",""
"40021","","1","0","travel_topdrama_r_4001_idle_B","3","1000002","","0.2","1400210006",""
"40021","","","","0","91","0","","","1400210007",""
"40021","","","","","101","1400210005","","","1400210008",""
"40021","","","","0","91","0","","","1400210009",""
"40022","-390","49","0","1000001","1","1","travel_topdrama_r_4000_idle","1.46","1400220001","-75"
"40022","-510","50","0","1000002","1","1","travel_topdrama_r_4000_idle","1.46","1400220002","-100"
"40022","0","55","1","6","5","6","disappear","0.6","1400220003","-150"
"40022","0","0","","400200","31","400200","","1","1400220004","1"
"40022","0","0","","400201","31","400201","","1","1400220005","1"
"40022","0","0","","400202","31","400202","","0","1400220006","1"
"40022","0","0","","400203","31","400203","","0","1400220007","1"
"40022","190","140","","400204","31","400204","","0","1400220008","1"
"40022","0","0","","400205","31","400205","","0","1400220009","1"
"40022","0","0","","400002","31","400002","","0","1400220010","1"
"40022","","","","0","91","0","","","1400220011",""
"40022","","","","1","32","400002","","","1400220012",""
"40022","","0","","se_travel_top_yamagami_foot","23","se_travel_top","","","1400220013",""
"40022","","1","","travel_topdrama_r_4001_A_01","3","1000001","","0.2","1400220014",""
"40022","2.3","-75","","60","2","1000001","","","1400220015",""
"40022","","1","","travel_topdrama_r_4001_B_01","3","1000002","","0.2","1400220016",""
"40022","2.3","-100","","-60","2","1000002","","","1400220017",""
"40022","","","","0","93","2","","","1400220018",""
"40022","","0","","se_travel_top_yamagami_rumble","23","se_travel_top","","","1400220019",""
"40022","","1.3","","5","122","5","","","1400220020",""
"40022","","","","0","93","0.3","","","1400220021",""
"40022","","2.5","","7.5","122","7.5","","","1400220022",""
"40022","","0","","se_travel_top_yamagami_emote_common","23","se_travel_top","","","1400220023",""
"40022","","0","","travel_topdrama_r_4001_A_02","3","1000001","","0.2","1400220024",""
"40022","0","0.3","","3","12","1000001","","","1400220025","0"
"40022","","","","0","93","0.1","","","1400220026",""
"40022","","0","","travel_topdrama_r_4001_B_02","3","1000002","","0.2","1400220027",""
"40022","0","0.2","","3","12","1000002","","","1400220028","0"
"40022","","","","0","93","0.6","","","1400220029",""
"40022","","4","","10","122","10","","","1400220030",""
"40022","disappear","0","","run","3","6","","0","1400220031",""
"40022","","","","1","32","400202","","","1400220032",""
"40022","","","","1","32","400203","","","1400220033",""
"40022","","","","0","93","0.5","","","1400220034",""
"40022","","0","","se_travel_top_yamagami_passaway","23","se_travel_top","","","1400220035",""
"40022","","","","0","93","0.2","","","1400220036",""
"40022","","0","","se_travel_top_yamagami_pass_wind","23","se_travel_top","","","1400220037",""
"40022","","","","0","93","0.2","","","1400220038",""
"40022","","0","","se_travel_top_yamagami_rumble2","23","se_travel_top","","","1400220039",""
"40022","","0","","se_travel_top_yamagami_rolling","23","se_travel_top","","","1400220040",""
"40022","","","","1","32","400204","","","1400220041",""
"40022","","0","","travel_topdrama_r_4001_B_03","3","1000002","","0.2","1400220042",""
"40022","","","","0","93","0.1","","","1400220043",""
"40022","","0","","travel_topdrama_r_4001_A_03","3","1000001","","0.2","1400220044",""
"40022","","","","0","93","1.75","","","1400220045",""
"40022","","","","1","32","400205","","","1400220046",""
"40022","","","","0","93","0.2","","","1400220047",""
"40022","","0","","se_travel_top_yamagami_drop_box","23","se_travel_top","","","1400220048",""
"40022","","0","","se_travel_top_yamagami_drop_silverbox","23","se_travel_top","","","1400220049",""
"40022","","","","0","93","1.55","","","1400220050",""
"40022","","","","","111","","","","1400220051",""
"40022","","","","","91","0","","","1400220052",""
"40051","0","50","0","5","5","5","idle","0.3","1400510001","-23"
"40051","0","55","0","0","5","0","normal","1","1400510002","-43"
"40051","","","","0","91","0","","","1400510003",""
"40051","","1","0","idle","3","5","","0","1400510004",""
"40051","","","","0","91","0","","","1400510005",""
"40051","","","","","101","1400510004","","","1400510006",""
"40051","","","","0","91","0","","","1400510007",""
"40052","-640","50","0","1000001","1","1","travel_topdrama_r_4000_idle","1.46","1400520001","-110"
"40052","210","50","0","5","5","5","disappear","0.4","1400520002","-110"
"40052","0","0","","400500","31","400500","","1","1400520003","1"
"40052","-100","0","","400501","31","400501","","0","1400520004","1"
"40052","-100","0","","400502","31","400502","","0","1400520005","1"
"40052","0","0","","400503","31","400503","","0","1400520006","1"
"40052","0","0","","400504","31","400504","","0","1400520007","1"
"40052","0","0","","400505","31","400505","","0","1400520008","1"
"40052","0","0","","400506","31","400506","","0","1400520009","1"
"40052","0","0","","400507","31","400507","","0","1400520010","1"
"40052","0","0","","400508","31","400508","","0","1400520011","1"
"40052","0","0","","400509","31","400509","","0","1400520012","1"
"40052","-70","400","","400510","31","400510","","1","1400520013","1"
"40052","0","0","","400005","31","400005","","0","1400520014","1"
"40052","","","","0","91","0","","","1400520015",""
"40052","","","","1","32","400005","","","1400520016",""
"40052","","0","","se_travel_top_pitfall_foot1","23","se_travel_top","","","1400520017",""
"40052","","1","","travel_topdrama_r_4000_run_normal","3","1000001","","0.2","1400520018",""
"40052","1","-110","","-300","2","1000001","","","1400520019",""
"40052","","","","0","93","1","","","1400520020",""
"40052","","0","","se_travel_top_pitfall_emote_note","23","se_travel_top","","","1400520021",""
"40052","travel_topdrama_r_4000_idle_surprise1","0","0.2","travel_topdrama_r_4000_surprise","3","1000001","","0.2","1400520022","1"
"40052","0","0.3","","10","12","1000001","","","1400520023","0"
"40052","","","","0","93","1.2","","","1400520024",""
"40052","","0","","se_travel_top_pitfall_foot2","23","se_travel_top","","","1400520025",""
"40052","","1","","travel_topdrama_r_4000_run_joy","3","1000001","","0.2","1400520026",""
"40052","0.8","-110","","0","2","1000001","","","1400520027",""
"40052","","","","0","93","0.8","","","1400520028",""
"40052","","0","","se_travel_top_pitfall_open_hole","23","se_travel_top","","","1400520029",""
"40052","","","","1","32","400501","","","1400520030",""
"40052","","","","1","32","400502","","","1400520031",""
"40052","","1","","travel_topdrama_r_4005_fall1","3","1000001","","0","1400520032",""
"40052","","","","0","93","0.3","","","1400520033",""
"40052","","0","","se_travel_top_pitfall_panic","23","se_travel_top","","","1400520034",""
"40052","","","","1","32","400505","","","1400520035",""
"40052","","","","0","93","1","","","1400520036",""
"40052","","0","","se_travel_top_pitfall_fall","23","se_travel_top","","","1400520037",""
"40052","","0","","travel_topdrama_r_4005_fall2","3","1000001","","0","1400520038",""
"40052","","","","1","32","400506","","","1400520039",""
"40052","","","","1","32","400507","","","1400520040",""
"40052","","","","0","93","0.3","","","1400520041",""
"40052","","0","","se_travel_top_pitfall_drillmall1","23","se_travel_top","","","1400520042",""
"40052","","0","","appear","3","5","","0","1400520043",""
"40052","","","","0","93","0.3","","","1400520044",""
"40052","","0","","se_travel_top_pitfall_drillmall2","23","se_travel_top","","","1400520045",""
"40052","","","","0","93","0.7","","","1400520046",""
"40052","","0","","se_travel_top_pitfall_wipe","23","se_travel_top","","","1400520047",""
"40052","","","","1","32","400503","","","1400520048",""
"40052","","","","0","93","0.2","","","1400520049",""
"40052","","1","","travel_topdrama_r_4005_fall3","3","1000001","","0","1400520050",""
"40052","0.01","-60","","-200","2","1000001","","","1400520051",""
"40052","","0","","disappear","3","5","","0","1400520052",""
"40052","0.01","-10","","200","33","400510","","","1400520053",""
"40052","","","","0","32","400501","","","1400520054",""
"40052","","","","0","32","400502","","","1400520055",""
"40052","","","","1","32","400504","","","1400520056",""
"40052","","","","0","32","400507","","","1400520057",""
"40052","","","","0","93","0.2","","","1400520058",""
"40052","","","","1","32","400508","","","1400520059",""
"40052","","","","1","32","400509","","","1400520060",""
"40052","","0","","travel_topdrama_r_4005_fall4","3","1000001","","0.2","1400520061",""
"40052","","","","0","93","0.1","","","1400520062",""
"40052","","0","","se_travel_top_pitfall_bodyfall","23","se_travel_top","","","1400520063",""
"40052","","","","0","93","0.9","","","1400520064",""
"40052","","0","","se_travel_top_pitfall_lookig_around","23","se_travel_top","","","1400520065",""
"40052","","","","0","93","1.3","","","1400520066",""
"40052","","0","","se_travel_top_pitfall_emote_notice","23","se_travel_top","","","1400520067",""
"40052","0","0.01","","4","12","1000001","","20","1400520068","0"
"40052","","","","","91","1400520061","","","1400520069",""
"40052","","0","","se_travel_top_pitfall_emote_joy","23","se_travel_top","","","1400520070",""
"40052","","0","","travel_topdrama_r_4005_guts","3","1000001","","0.2","1400520071",""
"40052","","","","0","93","1","","","1400520072",""
"40052","","","","","111","","","","1400520073",""
"40052","","","","","91","0","","","1400520074",""
"40061","0","50","0","5","5","5","idle","0.3","1400610001","-23"
"40061","0","55","0","0","5","0","normal","1","1400610002","-43"
"40061","","","","0","91","0","","","1400610003",""
"40061","","1","0","idle","3","5","","0","1400610004",""
"40061","","","","0","91","0","","","1400610005",""
"40061","","","","","101","1400610004","","","1400610006",""
"40061","","","","0","91","0","","","1400610007",""
"40062","-640","50","0","1000001","1","1","travel_topdrama_r_4000_idle","1.46","1400620001","-110"
"40062","210","50","0","5","5","5","disappear","0.4","1400620002","-110"
"40062","0","0","","400600","31","400600","","1","1400620003","1"
"40062","-100","0","","400601","31","400601","","0","1400620004","1"
"40062","-100","0","","400602","31","400602","","0","1400620005","1"
"40062","0","0","","400603","31","400603","","0","1400620006","1"
"40062","0","0","","400604","31","400604","","0","1400620007","1"
"40062","0","0","","400605","31","400605","","0","1400620008","1"
"40062","0","0","","400606","31","400606","","0","1400620009","1"
"40062","0","0","","400607","31","400607","","0","1400620010","1"
"40062","0","0","","400608","31","400608","","0","1400620011","1"
"40062","0","0","","400609","31","400609","","0","1400620012","1"
"40062","-70","400","","400610","31","400610","","1","1400620013","1"
"40062","-10","200","","400611","31","400611","","0","1400620014","1"
"40062","0","0","","400006","31","400006","","0","1400620015","1"
"40062","","","","0","91","0","","","1400620016",""
"40062","","","","1","32","400006","","","1400620017",""
"40062","","0","","se_travel_top_pitfall_foot1","23","se_travel_top","","","1400620018",""
"40062","","1","","travel_topdrama_r_4000_run_normal","3","1000001","","0.2","1400620019",""
"40062","1","-110","","-300","2","1000001","","","1400620020",""
"40062","","","","0","93","1","","","1400620021",""
"40062","","0","","se_travel_top_pitfall_emote_note","23","se_travel_top","","","1400620022",""
"40062","travel_topdrama_r_4000_idle_surprise1","0","0.2","travel_topdrama_r_4000_surprise","3","1000001","","0.2","1400620023","1"
"40062","0","0.3","","10","12","1000001","","","1400620024","0"
"40062","","","","0","93","1.2","","","1400620025",""
"40062","","0","","se_travel_top_pitfall_foot2","23","se_travel_top","","","1400620026",""
"40062","","1","","travel_topdrama_r_4000_run_joy","3","1000001","","0.2","1400620027",""
"40062","0.8","-110","","0","2","1000001","","","1400620028",""
"40062","","","","0","93","0.8","","","1400620029",""
"40062","","0","","se_travel_top_pitfall_open_hole","23","se_travel_top","","","1400620030",""
"40062","","","","1","32","400601","","","1400620031",""
"40062","","","","1","32","400602","","","1400620032",""
"40062","","1","","travel_topdrama_r_4005_fall1","3","1000001","","0","1400620033",""
"40062","","","","0","93","0.3","","","1400620034",""
"40062","","0","","se_travel_top_pitfall_panic","23","se_travel_top","","","1400620035",""
"40062","","","","1","32","400605","","","1400620036",""
"40062","","","","0","93","1","","","1400620037",""
"40062","","0","","se_travel_top_pitfall_fall","23","se_travel_top","","","1400620038",""
"40062","","0","","travel_topdrama_r_4005_fall2","3","1000001","","0","1400620039",""
"40062","","","","1","32","400606","","","1400620040",""
"40062","","","","1","32","400607","","","1400620041",""
"40062","","","","0","93","0.3","","","1400620042",""
"40062","","0","","se_travel_top_pitfall_drillmall1","23","se_travel_top","","","1400620043",""
"40062","","0","","appear","3","5","","0","1400620044",""
"40062","","","","0","93","0.3","","","1400620045",""
"40062","","0","","se_travel_top_pitfall_drillmall2","23","se_travel_top","","","1400620046",""
"40062","","","","0","93","0.7","","","1400620047",""
"40062","","0","","se_travel_top_pitfall_wipe","23","se_travel_top","","","1400620048",""
"40062","","","","1","32","400603","","","1400620049",""
"40062","","","","0","93","0.2","","","1400620050",""
"40062","","1","","travel_topdrama_r_4005_fall3","3","1000001","","0","1400620051",""
"40062","0.01","-60","","-200","2","1000001","","","1400620052",""
"40062","","0","","disappear","3","5","","0","1400620053",""
"40062","","","","0","32","400610","","","1400620054",""
"40062","","","","1","32","400611","","","1400620055",""
"40062","","","","0","32","400601","","","1400620056",""
"40062","","","","0","32","400602","","","1400620057",""
"40062","","","","1","32","400604","","","1400620058",""
"40062","","","","0","32","400607","","","1400620059",""
"40062","","","","0","93","0.2","","","1400620060",""
"40062","","","","1","32","400608","","","1400620061",""
"40062","","","","1","32","400609","","","1400620062",""
"40062","","0","","travel_topdrama_r_4005_fall4","3","1000001","","0.2","1400620063",""
"40062","","","","0","93","0.1","","","1400620064",""
"40062","","0","","se_travel_top_pitfall_bodyfall","23","se_travel_top","","","1400620065",""
"40062","","","","0","93","0.9","","","1400620066",""
"40062","","0","","se_travel_top_pitfall_lookig_around","23","se_travel_top","","","1400620067",""
"40062","","","","0","93","1.3","","","1400620068",""
"40062","","0","","se_travel_top_pitfall_emote_notice","23","se_travel_top","","","1400620069",""
"40062","0","0.01","","4","12","1000001","","20","1400620070","0"
"40062","","","","","91","1400620063","","","1400620071",""
"40062","","0","","se_travel_top_pitfall_emote_joy","23","se_travel_top","","","1400620072",""
"40062","","0","","travel_topdrama_r_4005_guts","3","1000001","","0.2","1400620073",""
"40062","","","","0","93","1","","","1400620074",""
"40062","","","","","111","","","","1400620075",""
"40062","","","","","91","0","","","1400620076",""
"40071","0","50","1","9","5","9","idle","0.3","1400710001","-113"
"40071","0","55","0","0","5","0","rare","1","1400710002","-83"
"40071","","","","0","91","0","","","1400710003",""
"40071","","1","","idle","3","9","","0","1400710004",""
"40071","","","","0","91","0","","","1400710005",""
"40071","","","","","101","1400710004","","","1400710006",""
"40071","","","","0","91","0","","","1400710007",""
"40072","-400","51","0","1000001","1","1","travel_topdrama_r_4000_idle_normal","1.46","1400720001","-150"
"40072","0","50","1","9","5","9","disappear","1","1400720002","-250"
"40072","0","53","1","16","5","16","disappear","1","1400720003","-250"
"40072","0","0","","400700","31","400700","","1","1400720004","1"
"40072","0","0","","400701","31","400701","","1","1400720005","1"
"40072","0","0","","400702","31","400702","","0","1400720006","1"
"40072","0","0","","400703","31","400703","","0","1400720007","1"
"40072","0","0","","400704","31","400704","","0","1400720008","1"
"40072","0","0","","400705","31","400705","","0","1400720009","1"
"40072","0","0","","400720","31","400720","","1","1400720010","1"
"40072","0","0","","400721","31","400721","","0","1400720011","1"
"40072","0","0","","400722","31","400722","","0","1400720012","1"
"40072","0","0","","400723","31","400723","","0","1400720013","1"
"40072","0","0","","400724","31","400724","","0","1400720014","1"
"40072","0","0","","400730","31","400730","","0","1400720015","1"
"40072","0","0","","400740","31","400740","","0","1400720016","1"
"40072","0","0","","400741","31","400741","","0","1400720017","1"
"40072","0","0","","400742","31","400742","","0","1400720018","1"
"40072","0","0","","400743","31","400743","","0","1400720019","1"
"40072","0","0","","400744","31","400744","","0","1400720020","1"
"40072","0","0","","400750","31","400750","","0","1400720021","1"
"40072","0","0","","400751","31","400751","","0","1400720022","1"
"40072","0","0","","400752","31","400752","","0","1400720023","1"
"40072","0","0","","400753","31","400753","","0","1400720024","1"
"40072","0","0","","400754","31","400754","","0","1400720025","1"
"40072","0","0","","400780","31","400780","","0","1400720026","1"
"40072","0","0","","400781","31","400781","","0","1400720027","1"
"40072","0","0","","400790","31","400790","","0","1400720028","1"
"40072","0","0","","400007","31","400007","","0","1400720029","1"
"40072","","","","0","91","0","","","1400720030",""
"40072","","","","0","93","0","","","1400720031",""
"40072","","","","1","32","400007","","","1400720032",""
"40072","","0","","se_travel_top_ziz_foot","23","se_travel_top","","","1400720033",""
"40072","","0","","travel_topdrama_r_4007_walk_to_surprise","3","1000001","","0.2","1400720034",""
"40072","1.8","-150","","-100","2","1000001","","","1400720035",""
"40072","","","","0","93","1","","","1400720036",""
"40072","","0","","se_travel_top_ziz_approach","23","se_travel_top","","","1400720037",""
"40072","","","","0","93","0.6","","","1400720038",""
"40072","","0","","se_travel_top_ziz_emote_notice","23","se_travel_top","","","1400720039",""
"40072","0","0.5","","4","12","1000001","","","1400720040","0"
"40072","","","","0","93","1.2","","","1400720041",""
"40072","","1","","3","122","3","","","1400720042",""
"40072","","","","0","93","0.3","","","1400720043",""
"40072","","0","","se_travel_top_ziz_surprise","23","se_travel_top","","","1400720044",""
"40072","","","","1","32","400722","","","1400720045",""
"40072","","","","0","93","0.2","","","1400720046",""
"40072","","1","","5","122","5","","","1400720047",""
"40072","","","","0","93","0.5","","","1400720048",""
"40072","","0","","se_travel_top_ziz_whoosh","23","se_travel_top","","","1400720049",""
"40072","","1","","10","122","10","","","1400720050",""
"40072","","","","0","93","0.25","","","1400720051",""
"40072","","","","1","32","400723","","","1400720052",""
"40072","","","","0","93","0.05","","","1400720053",""
"40072","","","","0","32","400700","","","1400720054",""
"40072","","","","0","32","400701","","","1400720055",""
"40072","","0","","se_travel_top_ziz_hit","23","se_travel_top","","","1400720056",""
"40072","","","","1","32","400721","","","1400720057",""
"40072","","","","0","93","0.1","","","1400720058",""
"40072","","","","1","32","400702","","","1400720059",""
