ababf45a32f314ff2630510e91d7e2b520291d281714dc93ca7024132b4b5839,f272dbd4260613d9a1821ff999d6f404112644d96f2219dd0d4c8a72e9019761,47bd596422f28692d2ef3fa6fcdc71613979f0cbec9adf65eae3b121d226371f,17c3f74aa228d197afc5b7ba4ebf627659b2a236be00379af2c1c2db7b937b6a,c165c49bc3e6960a4d43ed9dfd7478689815278743f555239bb8f47db0c08866,d85a59b54fcd72a501eb872c1c5a94c92417ceb030105cfb718e48e9d7c2a763,89d217e4134c2e6a3f12ca625cf5c17b00b628c2f17319f96b50649c21a32d16,7f16e974c284692e2e7fb8fdc9caf3c8e0aea8ad6ce37b92e8c76cb505f0d6df,e07b5ca06562e1a8192253e5c688c36f7064c44c764460bf6083a3779b41f22c,8c2e420605f9af3834bfb2aaa398a908b6e107dcdceb462561977fa97d60cdf6,0234666dd4e82b350f696f099b587ff90976134ca9c0e43883c57ab6527feca1
"65083","kururu_kurukuru_in","kururu_kurukuru_loop","1","","0.2","3","0","0","130911","5146065"
"65084","kururu_kurukuru_inF","kururu_kurukuru_loopF","1","","0.2","3","0","0","97","5146065"
"65085","kururu_kurukuru_inB","kururu_kurukuru_loopB","1","","0.2","3","0","0","96","5146065"
"65086","vo_apg_0511","0","","","","21","","0","vo_apg","5146065"
"65087","くるくる～♪","0","0","1.1","0","11","0","10","131011","5146065"
"65088","","","","","","91","","","0","5146065"
"65089","vo_apg_0512","0","","","","21","","0","vo_apg","5146065"
"65090","くるくるくる～♪","0","0","1","0","11","0","10","130911","5146065"
"65091","","","","","","91","","","0","5146065"
"65092","6","0","0","0","0","12","10","2","131011","5146065"
"65093","7","0","0","0","0","12","10","2","130911","5146065"
"65094","walk_normal","","","","0.2","3","","1","106011","5146065"
"65095","walk_normal","","","","0.2","3","","1","1060","5146065"
"65096","-376","3.4","0","","","2","","-305","106011","5146065"
"65097","-376","3.4","0","","","2","","-305","1060","5146065"
"65098","0","","","","","93","","","3.4","5146065"
"65099","-446","0.6","14","","","2","","-305","106011","5146065"
"65100","-446","0.6","14","","","2","","-305","1060","5146065"
"65101","kyaru_damage","","","","0","3","","0","106011","5146065"
"65102","kyaru_damage","","","","0","3","","0","1060","5146065"
"65103","0","","","","","93","","","0.8","5146065"
"65104","cool_in_jitome","cool_talk_jitome","1","","0.2","3","0","0","106011","5146065"
"65105","cool_in_jitome","cool_talk_jitome","1","","0.2","3","0","0","1060","5146065"
"65106","vo_apg_0513","0","","","","21","","0","vo_apg","5146065"
"65107","なにやってんの、あんたら…","1","1","0","0","11","0","10","106011","5146065"
"65108","","","","","","91","","","0","5146065"
"65109","","","","","","101","","","65110","5146065"
"65110","0.2","","","","","22","","","0","5146065"
"66001","104011","-500","-278","aoi_walk_fear","1.8","1","0","140","1","5146066"
"66002","99","30","-262","idle_normal","1.8","5","0","141","1","5146066"
"66003","130911","290","-278","idle_normal_noface","1.8","1","1","100","1","5146066"
"66004","98","290","-278","idle_normal_kururu","1.8","5","1","101","1","5146066"
"66005","201","","","","","13","","","104011","5146066"
"66006","200","","","","","13","","","130911","5146066"
"66007","8","0","-174","idle","0.85","5","0","15","8","5146066"
"66008","20","-119","-79","empty","1","5","0","210","20","5146066"
"66009","22","0","-194","empty","1","5","0","210","22","5146066"
"66010","1","0","1","","1","31","","0","1","5146066"
"66011","2","-57.7","1","","0","31","","0","2","5146066"
"66012","13","0","1","","0","31","","0","13","5146066"
"66013","19","-69","1","","0","31","","11","19","5146066"
"66014","20","0","1","","1","31","","0","20","5146066"
"66015","104011","","","","","36","","","20","5146066"
"66016","99","","","","","36","","","20","5146066"
"66017","20","","","","","36","","","20","5146066"
"66018","22","","","","","36","","","20","5146066"
"66019","0","","","","","91","","","0","5146066"
"66020","0","","","","","102","","0","0","5146066"
"66021","-290","2.7","0","","","2","","-278","104011","5146066"
"66022","aoi_walk_fear","","","","0.2","3","","1","104011","5146066"
"66023","0","","","","","93","","","2.7","5146066"
"66024","see_talk","","","","0.2","3","","1","104011","5146066"
"66025","vo_apg_0601","0","","","","21","","0","vo_apg","5146066"
"66026","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","1","1","0","0","11","0","10","104011","5146066"
"66027","","","","","","91","","","0","5146066"
"66028","see_idle","","","","0.2","3","","1","104011","5146066"
"66029","smile","talk_normal","1","","0.2","3","0.2","0","130911","5146066"
"66030","smile","talk_normal","1","","0.2","3","0.2","0","98","5146066"
"66031","vo_apg_0602","0","","","","21","","0","vo_apg","5146066"
"66032","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","1","1","0","0","11","0","10","130911","5146066"
"66033","","","","","","91","","","0","5146066"
"66034","idle_normal_surprise","","","","0.2","3","","1","130911","5146066"
"66035","panic","","","","0.2","3","","1","104011","5146066"
"66036","vo_apg_0603","0","","","","21","","0","vo_apg","5146066"
"66037","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","1","1","0","0","11","0","15","104011","5146066"
"66038","","","","","","91","","","0","5146066"
"66039","anger_talk_pain","","","","0.2","3","","1","130911","5146066"
"66040","anger_talk_pain","","","","0.2","3","","1","98","5146066"
"66041","vo_apg_0604","0","","","","21","","0","vo_apg","5146066"
"66042","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","1","1","0","0","11","0","10","130911","5146066"
"66043","","","","","","91","","","0","5146066"
"66044","idle_normal_dere","","","","0.2","3","","1","130911","5146066"
"66045","aoi_surprise_in","surprise_talk_search_dere","1","","0","3","0.1","0","104011","5146066"
"66046","vo_apg_0605","0","","","","21","","0","vo_apg","5146066"
"66047","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","1","1","0","0","11","0","10","104011","5146066"
"66048","","","","","","91","","","0","5146066"
"66049","surprise_idle_dere","","","","0.2","3","","1","104011","5146066"
"66050","kururu_surprise_talk_long","kururu_guid_talk","1","","0.2","3","0.2","0","130911","5146066"
"66051","kururu_surprise_talk_long","kururu_guid_talk","1","","0.2","3","0.2","0","98","5146066"
"66052","vo_apg_0606","0","","","","21","","0","vo_apg","5146066"
"66053","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","1","1","0","0","11","0","10","130911","5146066"
"66054","","","","","","91","","","0","5146066"
"66055","idle_normal_noface","","","","0.2","3","","1","130911","5146066"
"66056","idle_normal_kururu","","","","0.2","3","","1","98","5146066"
"66057","guts2_in_surprise2","guts2_talk_surprise2","1","","0.2","3","0","0","104011","5146066"
"66058","vo_apg_0607","0","","","","21","","0","vo_apg","5146066"
"66059","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","1","1","0","0","11","0","10","104011","5146066"
"66060","","","","","","91","","","0","5146066"
"66061","guts2_idle_surprise2","","","","0.2","3","","1","104011","5146066"
"66062","joy_talk_dere","","","","0.2","3","","1","130911","5146066"
"66063","joy_talk","","","","0.2","3","","1","98","5146066"
"66064","vo_apg_0608","0","","","","21","","0","vo_apg","5146066"
"66065","別に料金は変わりませんので…\n気が済むまでお乗りください♪","1","1","0","0","11","0","10","130911","5146066"
"66066","","","","","","91","","","0","5146066"
"66067","0","","","","","22","","","0","5146066"
"66068","hello","idle_normal_joy","1","","0.4","3","0.1","0","130911","5146066"
"66069","walk_jog_dere","","","","0.2","3","","1","104011","5146066"
"66070","-50","2","0","","","2","","-278","104011","5146066"
"66071","0","","","","","93","","","1","5146066"
"66072","1","","","","","32","","","2","5146066"
"66073","0","","","","","93","","","1.5","5146066"
"66074","0","0","0","","","2","","-480","104011","5146066"
"66075","empty","","","","0","3","","1","104011","5146066"
"66076","scale15","","","","","37","","","20","5146066"
"66077","fade_out","","","","","37","","","2","5146066"
"66078","1","","","","","32","","","13","5146066"
"66079","0","","","","","93","","","2","5146066"
"66080","vo_apg_0609","0","","","","21","","0","vo_apg","5146066"
"66081","0609_in","","","","0","3","","0","22","5146066"
"66082","1","","","","","93","","","2.2","5146066"
"66083","0609_mid","","","","0","3","","0","22","5146066"
"66084","","","","","","92","","","","5146066"
"66085","0609_out","","","","0","3","","0","22","5146066"
"66086","0","","","","","93","","","0.2","5146066"
"66087","-132","0","0","","","2","","-79","20","5146066"
"66088","vo_apg_0610","0","","","","21","","0","vo_apg","5146066"
"66089","0610_in","","","","0","3","","0","22","5146066"
"66090","1","","","","","93","","","2.2","5146066"
"66091","0610_mid","","","","0","3","","0","22","5146066"
"66092","","","","","","92","","","","5146066"
"66093","0610_out","","","","0","3","","0","22","5146066"
"66094","0","","","","","93","","","0.2","5146066"
"66095","vo_apg_0611","0","","","","21","","0","vo_apg","5146066"
"66096","0611_in","","","","0","3","","0","22","5146066"
"66097","1","","","","","93","","","2.3","5146066"
"66098","0611_mid","","","","0","3","","0","22","5146066"
"66099","","","","","","92","","","","5146066"
"66100","0611_out","","","","0","3","","0","22","5146066"
"66101","0","","","","","93","","","0.2","5146066"
"66102","0","","","","","22","","","0","5146066"
"66103","empty","","","","0","3","","1","104011","5146066"
"66104","fade_in","","","","","37","","","2","5146066"
"66105","0","","","","","93","","","1","5146066"
"66106","0","","","","","32","","","13","5146066"
"66107","fade_out","","","","","37","","","2","5146066"
"66108","kururu_wish_talk_surprise_lookup","","","","0","3","","1","130911","5146066"
"66109","0","","","","","93","","","1","5146066"
"66110","kururu_wish_talk_surprise_lookup","kururu_surprise_talk_joy","1","","0.2","3","0.2","0","130911","5146066"
"66111","vo_apg_0612","0","","","","21","","0","vo_apg","5146066"
"66112","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","1","1","0","0","11","0","10","130911","5146066"
"66113","","","","","","91","","","0","5146066"
"66114","0","","","","","22","","","0","5146066"
"66115","fade_in","","","","","37","","","2","5146066"
"66116","0","","","","","93","","","1","5146066"
"66117","scale1","","","","","37","","","20","5146066"
"66118","blackroom_in","","","","","37","","","2","5146066"
"66119","20","1.15","9","","10","121","","1.15","0","5146066"
"66120","27","0","0","","","2","","-248","104011","5146066"
"66121","27","0","0","","","2","","-248","99","5146066"
"66122","aoi_satori_in","","","","0","3","","1","104011","5146066"
"66123","aoi_satori_in","","","","0","3","","1","99","5146066"
"66124","0","","","","","93","","","0.5","5146066"
"66125","vo_apg_0613","0","","","","21","","0","vo_apg","5146066"
"66126","ふふ…ふふふふふ…\nああ、これが悟り…！","0","1","1","0","11","0","4","104011","5146066"
"66127","","","","","","93","","","3","5146066"
"66128","1","","","","","32","","","19","5146066"
"66129","se_10055900_satori","","","","","23","","0","se_10055900","5146066"
"66130","","","","","","93","","","0.5","5146066"
"66131","aoi_satori_mid","aoi_satori_loop","1","","0.2","3","0","0","104011","5146066"
"66132","aoi_satori_mid","aoi_satori_loop","1","","0.2","3","0","0","99","5146066"
"66133","0","","","","","93","","","4","5146066"
"66134","","","","","","92","","","","5146066"
"66135","","","","","","101","","","66136","5146066"
"66136","0.2","","","","","22","","","0","5146066"
"67001","106611","-385","-288","idle_normal","1.8","1","0","106","1","5146067"
"67002","1066","-385","-288","idle_normal","1.8","5","0","107","3","5146067"
"67003","106511","-225","-278","idle_normal","1.8","1","0","103","1","5146067"
"67004","1065","-225","-278","idle_normal","1.8","5","0","104","2","5146067"
"67005","131011","290","-278","idle_normal","1.8","1","1","100","1","5146067"
"67006","206","","","","","13","","","106611","5146067"
"67007","203","","","","","13","","","106511","5146067"
"67008","200","","","","","13","","","131011","5146067"
"67009","9","0","-174","idle","0.85","5","0","15","9","5146067"
"67010","201","-292","71","empty","1","5","0","210","20","5146067"
"67011","202","-61","71","empty","1","5","0","210","20","5146067"
"67012","22","126","-43","empty","1","5","0","210","22","5146067"
"67013","21","0","94","empty","1","5","0","60","21","5146067"
"67014","1","0","1","","1","31","","0","1","5146067"
"67015","2","-57.7","1","","0","31","","0","2","5146067"
"67016","10","0","1","","0","31","","0","10","5146067"
"67017","20","0","1","","1","31","","0","20","5146067"
"67018","106611","","","","","36","","","20","5146067"
"67019","106511","","","","","36","","","20","5146067"
"67020","201","","","","","36","","","20","5146067"
"67021","202","","","","","36","","","20","5146067"
"67022","22","","","","","36","","","20","5146067"
"67023","0","","","","","91","","","0","5146067"
"67024","0","","","","","102","","0","0","5146067"
"67025","0","","","","","93","","","1","5146067"
"67026","talk_normal_noface","","","","0.2","3","","1","106511","5146067"
"67027","talk_normal_kaya","","","","0.2","3","","1","1065","5146067"
"67028","vo_apg_0701","0","","","","21","","0","vo_apg","5146067"
"67029","イノリー\n次はこれ乗ってみようぜ","1","1","0","0","11","0","10","106511","5146067"
"67030","","","","","","91","","","0","5146067"
"67031","idle_normal_look","","","","0.2","3","","1","106511","5146067"
"67032","idle_normal_look","","","","0.2","3","","1","1065","5146067"
"67033","cool_in_sad","cool_talk_sad","1","","0.2","3","0","0","106611","5146067"
"67034","cool_in_sad","cool_talk_sad","1","","0.2","3","0","0","1066","5146067"
"67035","vo_apg_0702","0","","","","21","","0","vo_apg","5146067"
"67036","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","1","1","0","0","11","0","10","106611","5146067"
"67037","","","","","","91","","","0","5146067"
"67038","cool_idle","","","","0.2","3","","1","106611","5146067"
"67039","cool_idle","","","","0.2","3","","1","1066","5146067"
"67040","idle_normal","","","","0.2","3","","1","106511","5146067"
"67041","idle_normal","","","","0.2","3","","1","1065","5146067"
"67042","joy_talk_normal","","","","0.2","3","","1","131011","5146067"
"67043","vo_apg_0703","0","","","","21","","0","vo_apg","5146067"
"67044","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","1","1","0","0","11","0","10","131011","5146067"
"67045","","","","","","91","","","0","5146067"
"67046","idle_normal","","","","0.2","3","","1","131011","5146067"
"67047","doya_in_normal","doya_talk_normal","1","","0.2","3","0","0","106511","5146067"
"67048","doya_in_normal","doya_talk_normal","1","","0.2","3","0","0","1065","5146067"
"67049","vo_apg_0704","0","","","","21","","0","vo_apg","5146067"
"67050","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","1","1","0","0","11","0","10","106511","5146067"
"67051","","","","","","91","","","0","5146067"
"67052","doya_idle_normal","","","","0.2","3","","1","106511","5146067"
"67053","doya_idle_normal","","","","0.2","3","","1","1065","5146067"
"67054","wish_talk_joy","","","","0.2","3","","1","131011","5146067"
"67055","vo_apg_0705","0","","","","21","","0","vo_apg","5146067"
"67056","は～い♪\nまかしておくれやす～","1","1","0","0","11","0","10","131011","5146067"
"67057","","","","","","91","","","0","5146067"
"67058","0","","","","","22","","","0","5146067"
"67059","hello","idle_normal","1","","0.4","3","0.1","0","131011","5146067"
"67060","walk_yareyare","","","","0.4","3","","1","106611","5146067"
"67061","walk_yareyare","","","","0.4","3","","1","1066","5146067"
"67062","walk_kyapi","","","","0.2","3","","1","106511","5146067"
"67063","walk_kyapi","","","","0.2","3","","1","1065","5146067"
"67064","-194","2","0","","","2","","-288","106611","5146067"
"67065","-194","2","0","","","2","","-288","1066","5146067"
"67066","-34","2","0","","","2","","-278","106511","5146067"
"67067","-34","2","0","","","2","","-278","1065","5146067"
"67068","0","","","","","93","","","1","5146067"
"67069","1","","","","","32","","","2","5146067"
"67070","0","","","","","93","","","1.5","5146067"
"67071","se_10055900_coffee_01","","","","","23","","1","se_10055900","5146067"
"67072","-126","0","0","","","2","","-331","106611","5146067"
"67073","-126","0","0","","","2","","-331","1066","5146067"
"67074","126","0","0","","","2","","-331","106511","5146067"
"67075","126","0","0","","","2","","-331","1065","5146067"
"67076","scale15","","","","","37","","","20","5146067"
"67077","vo_apg_0706","0","","","","21","","0","vo_apg","5146067"
"67078","0706_in","","","","0","3","","0","22","5146067"
"67079","1","","","","","93","","","3","5146067"
"67080","0706_mid","","","","0","3","","0","22","5146067"
"67081","","","","","","92","","","","5146067"
"67082","0706_out","","","","0","3","","0","22","5146067"
"67083","0","","","","","93","","","0.2","5146067"
"67084","-126","0","0","","","2","","-43","22","5146067"
"67085","vo_apg_0707","0","","","","21","","0","vo_apg","5146067"
"67086","0707_in","","","","0","3","","0","22","5146067"
"67087","1","","","","","93","","","3.7","5146067"
"67088","0707_mid","","","","0","3","","0","22","5146067"
"67089","","","","","","92","","","","5146067"
"67090","0707_out","","","","0","3","","0","22","5146067"
"67091","0","","","","","93","","","0.2","5146067"
"67092","0","","","","","93","","","0.1","5146067"
"67093","1","","","","","32","","","10","5146067"
"67094","horizontal","","","","","37","","","10","5146067"
"67095","0.3","","","","","24","","","se_10055900_coffee_01","5146067"
"67096","se_10055900_coffee_02","","","","","23","","1","se_10055900","5146067"
"67097","179","0","0","","","2","","-12","202","5146067"
"67098","scale1","","","","","37","","","20","5146067"
"67099","30","","","","","122","","0.5","30","5146067"
"67100","vo_apg_0708","0","","","","21","","0","vo_apg","5146067"
"67101","0708_in","","","","0","3","","0","202","5146067"
"67102","1","","","","","93","","","1.8","5146067"
"67103","0708_mid","","","","0","3","","0","202","5146067"
"67104","","","","","","92","","","","5146067"
"67105","0708_out","","","","0","3","","0","202","5146067"
"67106","0","","","","","93","","","0.2","5146067"
"67107","-237","0","0","","","2","","71","201","5146067"
"67108","scale15","","","","","37","","","20","5146067"
"67109","vo_apg_0709","0","","","","21","","0","vo_apg","5146067"
"67110","0709_in","","","","0","3","","0","22","5146067"
"67111","1","","","","","93","","","2.3","5146067"
"67112","0709_mid","","","","0","3","","0","22","5146067"
"67113","","","","","","92","","","","5146067"
"67114","0709_out","","","","0","3","","0","22","5146067"
"67115","0","","","","","93","","","0.2","5146067"
"67116","0","","","","","93","","","0.1","5146067"
"67117","scale1","","","","","37","","","20","5146067"
"67118","0","0","0","","","2","","-12","202","5146067"
"67119","30","","","","","122","","0.5","30","5146067"
"67120","vo_apg_0710","0","","","","21","","0","vo_apg","5146067"
"67121","0710_in","","","","0","3","","0","202","5146067"
"67122","1","","","","","93","","","2.2","5146067"
"67123","0710_mid","","","","0","3","","0","202","5146067"
"67124","","","","","","92","","","","5146067"
"67125","0710_out","","","","0","3","","0","202","5146067"
"67126","0","","","","","93","","","0.2","5146067"
"67127","0","","","","","22","","","0","5146067"
"67128","empty","","","","0","3","","0","202","5146067"
"67129","0","","","","","32","","","10","5146067"
"67130","0","","","","","93","","","1","5146067"
"67131","0.5","","","","","24","","","se_10055900_coffee_02","5146067"
"67132","see_guru","","","","0","3","","1","131011","5146067"
"67133","empty","","","","0.2","3","","1","106611","5146067"
"67134","empty","","","","0.2","3","","1","1066","5146067"
"67135","-104","0","0","","","2","","-195","106611","5146067"
"67136","-104","0","0","","","2","","-195","1066","5146067"
"67137","iris_out","","","","","37","","","2","5146067"
"67138","-129","0","0","","","2","","-278","106511","5146067"
"67139","-129","0","0","","","2","","-278","1065","5146067"
"67140","walk_normal_doya","","","","0.2","3","","1","106511","5146067"
"67141","walk_normal_doya","","","","0.2","3","","1","1065","5146067"
"67142","-290","2","0","","","2","","-278","106511","5146067"
"67143","-290","2","0","","","2","","-278","1065","5146067"
"67144","-290","0","0","","","2","","21","202","5146067"
"67145","1","","","","","4","","","106511","5146067"
"67146","1","","","","","4","","","1065","5146067"
"67147","0","","","","","93","","","2","5146067"
"67148","0","","","","","4","","","106511","5146067"
"67149","0","","","","","4","","","1065","5146067"
"67150","cool_idle_doya","","","","0.2","3","","1","106511","5146067"
"67151","cool_idle_doya","","0","","0.2","3","","1","1065","5146067"
"67152","0","","","","","93","","","0.2","5146067"
"67153","cool_in_nobi","cool_talk_dere","1","","0.2","3","0","0","106511","5146067"
"67154","cool_in_nobi","cool_talk_dere","1","","0.2","3","0","0","1065","5146067"
"67155","vo_apg_0711","0","","","","21","","0","vo_apg","5146067"
"67156","ふう…全力で回してやったぜ…\nで、何回だった？","1","1","0","0","11","0","10","106511","5146067"
"67157","","","","","","91","","","0","5146067"
"67158","cool_idle_doya","","","","0.2","3","","1","106511","5146067"
"67159","cool_idle_doya","","","","0.2","3","","1","1065","5146067"
"67160","vo_apg_0712","0","","","","21","","0","vo_apg","5146067"
"67161","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","1","1","0","0","11","0","10","131011","5146067"
"67162","","","","","","91","","","0","5146067"
"67163","maho_idle_normal_in","idle_normal_shy","1","","0.5","3","0","0","131011","5146067"
"67164","cool_talk_surprise","surprise_talk_search","1","","0.2","3","0.3","0","106511","5146067"
"67165","cool_talk_surprise","surprise_talk_search","1","","0.2","3","0.3","0","1065","5146067"
"67166","vo_apg_0713","0","","","","21","","0","vo_apg","5146067"
"67167","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","1","1","0","0","11","0","10","106511","5146067"
"67168","","","","","","91","","","0","5146067"
"67169","surprise_idle_talk1R","","","","0.3","3","","1","106511","5146067"
"67170","surprise_idle_talk1R","","","","0.3","3","","1","1065","5146067"
"67171","sad_talk","","","","0.2","3","","1","131011","5146067"
"67172","vo_apg_0714","0","","","","21","","0","vo_apg","5146067"
"67173","イノリはんなら、\n吹き飛ばされてあそこに…","1","1","0","0","11","0","10","131011","5146067"
"67174","","","","","","91","","","0","5146067"
"67175","sad_idle_lookup","","","","0.2","3","","1","131011","5146067"
"67176","surprise_idle_noface_lookup","","","","0.2","3","","1","106511","5146067"
"67177","surprise_idle_kaya_lookup","","","","0.2","3","","1","1065","5146067"
"67178","coffee_1_in","coffee_1_loop","1","","0","3","0","0","21","5146067"
"67179","se_10055900_photo","","","","","23","","0","se_10055900","5146067"
"67180","0","","","","","93","","","0.5","5146067"
"67181","0","0","0","","","2","","0","201","5146067"
"67182","vo_apg_0715","0","","","","21","","0","vo_apg","5146067"
"67183","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","1","1","0","0","11","0","10","106611","5146067"
"67184","","","","","","91","","","0","5146067"
"67185","coffee_1_out","","","","0","3","","0","21","5146067"
"67186","se_10055900_down","","","","","23","","0","se_10055900","5146067"
"67187","0","","","","","93","","","0.7","5146067"
"67188","sad_idle_sad2_lookup","","","","0.2","3","","1","131011","5146067"
"67189","surprise3_in_lookup","surprise3_loop_lookup","1","","0.2","3","0","0","106511","5146067"
"67190","surprise3_in_lookup","surprise3_loop_lookup","1","","0.2","3","0","0","1065","5146067"
"67191","vo_apg_0716","0","","","","21","","0","vo_apg","5146067"
"67192","30","","","","","122","","0.5","30","5146067"
"67193","0716_in","","","","0","3","","0","202","5146067"
"67194","1","","","","","93","","","1.2","5146067"
"67195","0716_mid","","","","0","3","","0","202","5146067"
"67196","","","","","","92","","","","5146067"
"67197","0716_out","","","","0","3","","0","202","5146067"
"67198","","","","","","91","","","0","5146067"
"67199","","","","","","101","","","67200","5146067"
"67200","0.2","","","","","22","","","0","5146067"
"68001","105811","-385","-288","idle_normal_eating_noface","1.8","1","0","106","1","5146068"
"68002","1058","-385","-288","idle_normal_eating_peko","1.8","5","0","107","6","5146068"
"68003","106011","-225","-278","idle_normal","1.8","1","0","100","1","5146068"
"68004","1060","-225","-278","idle_normal","1.8","5","0","101","4","5146068"
"68005","130911","225","-278","idle_normal_noface","1.8","1","1","103","1","5146068"
"68006","97","225","-278","idle_normal_kururu","1.8","5","1","104","1","5146068"
"68007","206","","","","","13","","","105811","5146068"
"68008","200","","","","","13","","","106011","5146068"
"68009","203","","","","","13","","","130911","5146068"
"68010","9","0","-174","idle","0.85","5","0","15","9","5146068"
"68011","20","-132","71","empty","1","5","0","210","20","5146068"
"68012","21","0","153","empty","1","5","0","60","21","5146068"
"68013","1","0","1","","1","31","","0","1","5146068"
"68014","0","","","","","91","","","0","5146068"
"68015","0","","","","","102","","0","0","5146068"
"68016","0","","","","","93","","","1","5146068"
"68017","kururu_guid_in","kururu_guid_talk","1","","0.2","3","0","0","130911","5146068"
"68018","kururu_guid_in","kururu_guid_talk","1","","0.2","3","0","0","97","5146068"
"68019","vo_apg_0801","0","","","","21","","0","vo_apg","5146068"
"68020","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","1","1","0","0","11","0","10","130911","5146068"
"68021","","","","","","91","","","0","5146068"
"68022","kururu_guid_idle","","","","0.2","3","","1","130911","5146068"
"68023","kururu_guid_idle","","","","0.2","3","","1","97","5146068"
"68024","coffee_3_in","coffee_3_loop","1","","0","3","0","0","21","5146068"
"68025","se_10055900_photo","","","","","23","","0","se_10055900","5146068"
"68026","peko_notice_in","peko_notice_idle","1","","0.2","3","0","0","105811","5146068"
"68027","peko_notice_in","peko_notice_idle","1","","0.2","3","0","0","1058","5146068"
"68028","cool_talk_surprise_lookup","","","","0.2","3","","1","106011","5146068"
"68029","cool_talk_surprise_lookup","","","","0.2","3","","1","1060","5146068"
"68030","vo_apg_0802","0","","","","21","","0","vo_apg","5146068"
"68031","真ん中にハンドルなんかないけど？","1","1","0","0","11","0","10","106011","5146068"
"68032","","","","","","91","","","0","5146068"
"68033","cool_idle_talkR","","","","0.2","3","","1","106011","5146068"
"68034","cool_idle_talkR","","","","0.2","3","","1","1060","5146068"
"68035","hawawa_lookup","anger_talk_surprise2_lookup","1","","0.2","3","0.2","0","130911","5146068"
"68036","hawawa","","","","0.2","3","","1","97","5146068"
"68037","vo_apg_0803","0","","","","21","","0","vo_apg","5146068"
"68038","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","1","1","0","0","11","0","10","130911","5146068"
"68039","","","","","","91","","","0","5146068"
"68040","coffee_3_out","","","","0","3","","0","21","5146068"
"68041","anger_idle_sad","","","","0.2","3","","1","130911","5146068"
"68042","sad_idle_noface","","","","0.2","3","","1","105811","5146068"
"68043","sad_idle_peko_in","sad_idle_peko_loop","1","","0.2","3","0","1","1058","5146068"
"68044","vo_apg_0804","0","","","","21","","0","vo_apg","5146068"
"68045","…………","1","1","0","0","11","0","10","105811","5146068"
"68046","","","","","","91","","","0","5146068"
"68047","1","","","","","4","","","106011","5146068"
"68048","1","","","","","4","","","1060","5146068"
"68049","idle_normal_surprise","","","","0.2","3","","1","130911","5146068"
"68050","shock_loop_doteyes","","","","0.2","3","","1","106011","5146068"
"68051","shock_loop_doteyes","","","","0.2","3","","1","1060","5146068"
"68052","peko_bowbowbow_in","peko_bowbowbow_loop","1","","0.2","3","0","0","105811","5146068"
"68053","peko_bowbowbow_in","peko_bowbowbow_loop","1","","0.2","3","0","0","1058","5146068"
"68054","vo_apg_0805","0","","","","21","","0","vo_apg","5146068"
"68055","すみません～っ！！","1","1","0","0","11","0","10","105811","5146068"
"68056","","","","","","91","","","0","5146068"
"68057","anger_talk_shy","","","","0.2","3","","1","106011","5146068"
"68058","anger_talk_shy","","","","0.2","3","","1","1060","5146068"
"68059","vo_apg_0806","0","","","","21","","0","vo_apg","5146068"
"68060","あんた食べたの！？\n何やってんのよ～！？","1","1","0","0","11","0","10","106011","5146068"
"68061","","","","","","91","","","0","5146068"
"68062","anger_idle_shy","","","","0.2","3","","1","106011","5146068"
"68063","anger_idle_shy","","","","0.2","3","","1","1060","5146068"
"68064","tahaha_in","tahaha_talk","1","","0.2","3","0","0","105811","5146068"
"68065","tahaha_in","tahaha_talk","1","","0.2","3","0","0","1058","5146068"
"68066","vo_apg_0807","0","","","","21","","0","vo_apg","5146068"
"68067","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","1","1","0","0","11","0","10","105811","5146068"
"68068","","","","","","91","","","0","5146068"
"68069","tahaha_idle","","","","0.2","3","","1","105811","5146068"
"68070","tahaha_idle","","","","0.2","3","","1","1058","5146068"
