df6b7eb865d63c4b0507c68af1704862d4fab9e16597a35b7e5d4eac23f9dd5f,c9d0053ebeca8f0d39ef74a88439ca9b72d37c9a53722063f368d3020e887fb1,284937ee8af8069fd25932f0b265cae33b7a6ba09b5369fbfccb2a0f4e55f508,bf1160ed87073e969493b9e3fafb4b36a6959b3a3fb47ad8c631116389b4ce9a,002dd7b3117b252a9e418db5b18c18390889cd4f6755cb61557262b6d11a4693,57c68127a39460296fff76ab06cbd87207a628d7de06396bbd49a8469db78c24,5efb714ebd2fac2dcbe4076220ac559cb0178792e7e23132e747c7836fdcfe70,74c94ac7189729fd696705480180a8b75f1bcde535680086e7d28e1fe24a2a25,b3d17c04b7939fdbab593179925f1b8d796d3cc5402da56c5827856836ed0fb3,f9d01d423200317b48135d67cbb8e717647a3a3c1c226a28c946b48458c69d19,4ab4035a863442017d7f7ebae0f08fdc22c4c3e3d3f94214efc242057801cc5d,7655e1674874adbaaa16729d184fbd7f33fc6c8cebe76a4257c96c1208b90f8f,da10941dd7d95728a1a95493e62053ce7ea0256ab0ec6e3303bdac60330dd80c,c4050760d2e7a8c1a677b047f8e7776c15a021139b46c44c6b8cb632e4198843,c013530ddf711d8ec4f1156a6ff493b34dbb819164ed4a32d7221d411a97cc58,d541191fec3762dc4a003908a090202bc99f6902b0930a4de58d7760680b0ed2
"127101","魔族","0","7","シノブ（サマー）","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","22","大坪由佳","占い","157","12","AB","18","占いが得意な霊能少女","42","悪魔偽王国軍（ディアボロス）"
"127201","獣人族","0","1","キャル（編入生）","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","2","立花理香","猫と遊ぶ","152","9","A","14","行き倒れの謎のネコミミ魔法使い","39","美食殿"
"127301","魔族","0","14","スズナ（編入生）","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","10","上坂すみれ","ファッション","167","4","O","18","天真爛漫で人気者のカリスマモデル","48","ルーセント学院"
"127501","エルフ","0","9","サレン（サラサリア）","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","4","堀江由衣","経営、お茶会","156","10","A","17","救護院を経営する優しい庶民派お嬢様","43","サレンディア救護院"
"127601","ヒューマン","0","13","ルカ（サラサリア）","","11","佐藤利奈","釣り","167","7","B","25","人情味溢れる粋でいなせな「姉御」","54","トワイライトキャラバン"
"127701","ドラゴン族","0","","リンド","","5","豊田萌絵","妹と過ごす休日","145","2","?","12","真面目で一生懸命なドラゴンメイド（姉）","??","？？？"
"127901","ヒューマン","0","1","ペコリーヌ（クリスマス）","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","31","M・A・O","食べ歩き、料理","156","3","O","17","いつも元気な腹ペコ少女","46","美食殿"
"128001","ヒューマン","0","18","クレジッタ（クリスマス）","","19","Lynn","お金を数えること、悪だくみ","160","9","A","26","忠義に目覚めた女商人","57","リッチモンド商工会"
"128301","ドラゴン族","0","17","イノリ（ニューイヤー）","","29","藤田茜","ゲーム","145","9","AB","13","口が達者なヘタレドラゴン","???","ドラゴンズネスト"
"128401","エルフ","0","6","ハツネ（ニューイヤー）","私はハツネ！　困っている人の味方だよ！\n困った時は、いつでも言ってね♪\n私のちょ…ま、魔法で助けてあげるから！","24","大橋彩香","妹と遊ぶこと、二度寝、昼寝、早寝","156","12","A","17","みんなのために超能力を使う眠り姫","46","フォレスティエ"
"128501","獣人族","0","10","カスミ（ニューイヤー）","","3","水瀬いのり","読書、推理","152","11","AB","15","頭脳明晰な美少女名探偵","41","自警団（カォン）"
"128701","獣人族","0","2","ヒヨリ（アストラル）","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","27","東山奈央","人助け、応援","155","8","A","16","人助けが大好き！　前向き格闘娘","44","トゥインクルウィッシュ"
"128801","魔族","0","2","レイ（アストラル）","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","12","早見沙織","読書、乗馬、お茶","163","1","B","18","クールで何事にも真っ直ぐな剣士","46","トゥインクルウィッシュ"
"128901","ヒューマン","0","2","ユイ（アストラル）","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","5","種田梨沙","料理、人間観察","158","4","O","17","戦闘のサポートが得意な、心優しい少女","47","トゥインクルウィッシュ"
"129001","ヒューマン","0","","エリス","","15","桑島法子","騎士クンの話を聞くこと","168","2","?","??","悲劇の根源に咲き誇る美しき黒薔薇","??","？？？"
"129301","ヒューマン","0","16","ユニ（ウィンター）","","28","小原好美","読書","142","2","O","18","書庫に眠れる小さな賢人","36","聖テレサ女学院（なかよし部）"
"129401","エルフ","0","16","クロエ（ウィンター）","","7","種﨑敦美","ダーツ","154","8","O","17","ダウンタウン育ちのダウナー系エルフ","42","聖テレサ女学院（なかよし部）"
"129601","妖魔人","0","","アネモネ","","2","立花日菜","花の手入れ、トゲぬき","145","4","A","13","孤絶の香を纏う花の妖魔人","39","？？？"
"129701","妖魔人","0","","ネフィ＝ネラ","","31","大久保瑠美","おままごと、人間観察","139","12","?","??","万魔の頂点、煉獄の媛君","??","？？？"
"129801","獣人族","0","10","マコト（コマンダー）","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","9","小松未可子","お菓子作り","168","8","O","17","男勝りで情に厚いワイルド娘","54","自警団（カォン）"
"129901","魔族","0","13","エリコ（コマンダー）","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","30","橋本ちなみ","実験、裁縫、料理","154","7","B","16","運命の相手に一途すぎる乙女","43","トワイライトキャラバン"
"130701","エルフ","0","5","キョウカ（スプリング）","","2","小倉唯","お勉強","118","2","A","8","礼儀正しくしっかり者のちびっ子優等生","21","リトルリリカル"
"130801","ヒューマン","0","9","スズメ（スプリング）","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","12","悠木碧","ご奉仕","154","12","O","15","お嬢さまのためにがんばるドジっ娘メイド","43","サレンディア救護院"
"130901","宝石兎族","0","","クルル","","2","田中美海","掃除、宝石や遊園地の手入れ","158","8","A","16","なんでもあげちゃうポンコツ支配人バニー","46","ジオ・テオゴニア"
"131001","獣人族","0","10","マホ（ドリームパーク）","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","22","内田真礼","空想、ぬいぐるみ集め","155","9","O","16","マホマホ王国のプリンセス","42","自警団（カォン）"
"131101","魔族？","0","19","ネア（サマー）","","13","和氣あず未","可愛いショタと遊ぶ、買い物","157","6","B","19","ショタ大好き♪　ギャル系スライム娘","55","レイジ・レギオン"
"131201","ヒューマン","0","","ミソラ（サマー）","","2","鬼頭明里","特に無し","159","7","A","16","明朗快活、なれど破滅に流るる溌溂少女","??","レイジ・レギオン"
"131601","ヒューマン","0","20","リリ（サマー）","","29","鈴木みのり","華道、読書（古典）、トーゴク画","154","4","A","15","贖罪を胸に強さを求める妹系大和撫子","44","アルターメイデン"
"131701","？？？","0","","アメス（サマー）","","?","相坂優歌","？？？","150","?","?","??","新たな姿で騎士の冒険を支え続ける妖精","???","？？？"
"131801","ドラゴン族","0","17","ホマレ（サマー）","","17","大西沙織","絵画、読書","168","4","O","25","妖しい微笑で全てを見透かす臥竜の頭領","???","ドラゴンズネスト"
"131901","ハーフエルフ","0","","エミリア（サマー）","","23","高橋李依","パックの毛繕い、勉強","164","9","?","114","銀髪のおっとりハーフエルフ","??","？？？"
"132001","？？？","0","","エキドナ（サマー）","","24","坂本真綾","知識欲を満たすこと","164","1","?","??","強欲の魔女","???","？？？"
"132101","鬼族","0","","レム（サマー）","","2","水瀬いのり","演劇鑑賞、詩文","154","2","?","17","鬼がかりの万能妹メイド","??","？？？"
"132201","ヒューマン","0","4","ノゾミ（アルケミスト）","","24","日笠陽子","舞台鑑賞、ダンス","157","1","B","17","歌って踊れる大人気アイドル","40","カルミナ"
"180101","獣人族","0","2","ヒヨリ（プリンセス）","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","27","東山奈央","人助け、応援","155","8","A","16","人助けが大好き！　前向き格闘娘","44","トゥインクルウィッシュ"
"180201","ヒューマン","0","2","ユイ（プリンセス）","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","5","種田梨沙","料理、人間観察","158","4","O","17","戦闘のサポートが得意な、心優しい少女","47","トゥインクルウィッシュ"
"180301","魔族","0","2","レイ（プリンセス）","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","12","早見沙織","読書、乗馬、お茶","163","1","B","18","クールで何事にも真っ直ぐな剣士","46","トゥインクルウィッシュ"
"180401","ヒューマン","0","1","ぺコリーヌ（プリンセス）","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","31","M・A・O","食べ歩き、料理","156","3","O","17","いつも元気な腹ペコ少女","46","美食殿"
"180501","エルフ","0","1","コッコロ（プリンセス）","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","11","伊藤美来","瞑想、動植物の飼育","140","5","B","11","主を慕う、小さなガイド役","35","美食殿"
"180601","獣人族","0","1","キャル（プリンセス）","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","2","立花理香","猫と遊ぶ","152","9","A","14","行き倒れの謎のネコミミ魔法使い","39","美食殿"
"180701","エルフ、獣人族","0","500","ハツネ＆シオリ","","-","大橋彩香、小清水亜美","二人でピクニックに行くこと","-","-","-","17","絆でつながる信愛の姉妹","-","フォレスティエ、牧場（エリザベスパーク）"
"180801","ヒューマン、獣人族、エルフ","0","5","ミソギ＆ミミ＆キョウカ","","-","諸星すみれ、日高里菜、小倉唯","みんなで冒険すること","-","-","-","17","勇気！　友情！　リリカルズ！","-","リトルリリカル"
"180901","ヒューマン、エルフ","0","501","アキノ＆サレン","","-","松嵜麗、堀江由衣","切磋琢磨","-","-","-","17","気高き友情で結ばれた好敵手","-","メルクリウス財団、サレンディア救護院"
"181001","ヒューマン、半人半竜","0","","アン＆グレア","","-","日笠陽子、福原綾香","一緒にピアノを連弾すること","-","-","-","17","約束を誓い合うマナリアの双姫","-","？？？"
"181101","ヒューマン、ヒューマン","0","3","シズル＆リノ","","-","生天目仁美、阿澄佳奈","弟を愛でること＆兄に甘えること","-","-","-","18","真実も偽りも超えるきょうだい","-","ラビリンス"
"181201","ドラゴン族","0","1","シェフィ（プリンセス）","","14","近藤玲奈","読書、ストレッチ","147","12","B","14","記憶喪失のドラゴン娘","???","美食殿"
"427101","-","0","","ドクロ親父","","-","-","-","-","-","-","-","美女と娘が大好き♪　ろくでなし骸骨男","-","-"
"900103","獣人族","0","2","ヒヨリ","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","27","東山奈央","人助け、応援","155","8","A","16","人助けが大好き！　前向き格闘娘","44","トゥインクルウィッシュ"
"906601","ドラゴン族","0","17","イノリ","","29","藤田茜","ゲーム","145","9","AB","13","口が達者なヘタレドラゴン","???","ドラゴンズネスト"
"928801","魔族","0","17","レイ（アストラル）","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","12","早見沙織","読書、乗馬、お茶","163","1","B","18","クールで何事にも真っ直ぐな剣士","46","トゥインクルウィッシュ"
