934aaafbdd9dd4b2156eea8911d6e2cd16a24275fb8365309eee2eb464e369ff,da671304bc73a1c65a5f7e686941ff942cbae3472a7b3f2b53c23e797559f7a3,a28068d8f4564ca0024d33cdd0b56149752d2b9716c2fc90e4322d9d628754d7,2b181fa38ccafae2a476d548b66214ce8a86bee526f5ce4f23d1f0499ae5b9ab,361af6fc1d6fd2427eacfb9b69718d3f90a85b289191e9f3ec95d75d9787ee7d,c649d5f316f8d6fc06cb4bf2f0f494ddde70714c2868336973ceba05ca88f35a,4d6d77ab816e2bdca1b7f586122b3d00d31680359a9024393e981e7edf5154e3,c3c82e23634e8073d37ee087455ece1859cb31be27637913c0a8cdb2a8ec8c74,5cad5ebba730655bd3a60f80d61d6e69ab80ea2525f2597611b4823c6fb682d8,01f0f5b5984030b7078fcf48a51266fd5778868dedc47d61f36f66221dc6e01d,4c2d204b6339d5c014fe141e4d589f66bb7ff6d31d114416fc14ff7285ba9cdc
"5152066","","107611","","wish_idle","","1","3","0.3","","66080"
"5152066","","126911","","wish_idle_normal","","1","3","0.3","","66081"
"5152066","","110311","","idle_normal","","1","3","0.3","","66082"
"5152066","","107811","","cool_idle","","1","3","0.3","","66083"
"5152066","","113511","","sad_idle_normal","","1","3","0.3","","66084"
"5152066","","vo_rag","","vo_rag_1004","0","0","21","","","66085"
"5152066","5","132111","0.5","次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","1","10","11","10","0","66086"
"5152066","","5","","0","","","93","","","66087"
"5152066","","66086","","","0","0","91","","","66088"
"5152066","","131911","","radio_stretch1_loop_surprise1","","1","3","0.3","","66089"
"5152066","","132111","","radio_stretch1_loop","","1","3","0.3","","66090"
"5152066","","4","","radio_stretch1_loop","","1","3","0.3","","66091"
"5152066","","0.1","","","0","0","93","","","66092"
"5152066","","107511","","radio_stretch1_loop","","1","3","0.3","","66093"
"5152066","","107611","","radio_stretch1_loop","","1","3","0.3","","66094"
"5152066","","126911","","radio_stretch1_loop","","1","3","0.3","","66095"
"5152066","","110311","","radio_stretch1_loop","","1","3","0.3","","66096"
"5152066","","107811","","radio_stretch1_loop","","1","3","0.3","","66097"
"5152066","","113511","","radio_stretch1_loop","","1","3","0.3","","66098"
"5152066","","2","","","0","0","93","","","66099"
"5152066","","vo_rag","","vo_rag_1005","0","0","21","","","66100"
"5152066","5","131911","0.5","よいしょ、よいしょ……！","1","10","11","-10","0","66101"
"5152066","","5","","0","","","93","","","66102"
"5152066","","66101","","","0","0","91","","","66103"
"5152066","","0.3","","0","","","93","","","66104"
"5152066","","131911","","radio_talk_normal","","1","3","0.3","","66105"
"5152066","","132111","","wish_idle_normal","","1","3","0.3","","66106"
"5152066","","4","","cool_idle","","1","3","0.3","","66107"
"5152066","","0.1","","0","","","93","","","66108"
"5152066","","107511","","idle_normal","","1","3","0.3","","66109"
"5152066","","107611","","wish_idle","","1","3","0.3","","66110"
"5152066","","126911","","wish_idle_normal","","1","3","0.3","","66111"
"5152066","","110311","","idle_normal","","1","3","0.3","","66112"
"5152066","","107811","","cool_idle","","1","3","0.3","","66113"
"5152066","","113511","","sad_idle_normal","","1","3","0.3","","66114"
"5152066","","vo_rag","","vo_rag_1006","0","0","21","","","66115"
"5152066","5","131911","0.5","さあ、今度は横曲げの運動よ\n弾みをつけてやってね","1","10","11","-10","0","66116"
"5152066","","4.3","","0","","","93","","","66117"
"5152066","","66116","","","0","0","91","","","66118"
"5152066","","131911","","radio_stretch2_loop","","1","3","0.2","","66119"
"5152066","","132111","","radio_stretch2_loop_normal2","","1","3","0.2","","66120"
"5152066","","4","","radio_stretch2_loop_talk2","","1","3","0.2","","66121"
"5152066","","0.2","","","0","0","93","","","66122"
"5152066","","107511","","radio_stretch2R_loop","","1","3","0.2","","66123"
"5152066","","107611","","radio_stretch2R_loop","","1","3","0.2","","66124"
"5152066","","126911","","radio_stretch2R_loop","","1","3","0.2","","66125"
"5152066","","110311","","radio_stretch2R_loop","","1","3","0.2","","66126"
"5152066","","107811","","radio_stretch2R_loop","","1","3","0.2","","66127"
"5152066","","113511","","radio_stretch2R_loop","","1","3","0.2","","66128"
"5152066","","1.5","","","0","0","93","","","66129"
"5152066","5","4","0","ふっ、ふっ、ふっ……","1","20","11","-10","0","66130"
"5152066","","0.2","","0","","","93","","","66131"
"5152066","","vo_rag","","vo_rag_1007","0","0","21","","","66132"
"5152066","","2.5","","0","","","93","","","66133"
"5152066","","66130","","","0","0","91","","","66134"
"5152066","","vo_rag","","vo_rag_1008","0","0","21","","","66135"
"5152066","5","132111","0.5","なんというキレのある動き……\nさすがです、姉様","1","10","11","10","0","66136"
"5152066","","4.5","","0","","","93","","","66137"
"5152066","","66136","","","0","0","91","","","66138"
"5152066","","0.5","","0","","","93","","","66139"
"5152066","0","131911","","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","0.2","1","66140"
"5152066","0","132111","","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","0.2","1","66141"
"5152066","0","4","","radio_victory_in","radio_victory_loop","0","3","0.2","1","66142"
"5152066","","107511","","idle_normal","","1","3","0.2","","66143"
"5152066","","107611","","wish_idle","","1","3","0.2","","66144"
"5152066","","126911","","wish_idle_normal","","1","3","0.2","","66145"
"5152066","","110311","","idle_normal","","1","3","0.2","","66146"
"5152066","","107811","","cool_idle","","1","3","0.2","","66147"
"5152066","","113511","","sad_idle_normal","","1","3","0.2","","66148"
"5152066","","vo_rag","","vo_rag_1009","0","0","21","","","66149"
"5152066","5","131911","0.5","最後は両手を掲げて、びくとりー！","1","10","11","-10","0","66150"
"5152066","","1.5","","","0","0","93","","","66151"
"5152066","0","107511","","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","0.2","1","66152"
"5152066","0","107611","","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","0.2","1","66153"
"5152066","0","126911","","radio_victory_in","radio_victory_loop","0","3","0.2","1","66154"
"5152066","0","110311","","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","0.2","1","66155"
"5152066","0","107811","","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","0.2","1","66156"
"5152066","0","113511","","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","0.2","1","66157"
"5152066","","0.8","","0","","","93","","","66158"
"5152066","0","131911","","radio_victory_out","radio_victory_idle","0","3","0.2","1","66159"
"5152066","","1.8","","0","","","93","","","66160"
"5152066","","66150","","","0","0","91","","","66161"
"5152066","0","132111","","radio_victory_out","radio_victory_idle","0","3","0.2","1","66162"
"5152066","0","4","","radio_victory_out_talk2","radio_victory_idle_talk2","0","3","0.2","1","66163"
"5152066","0","107511","","radio_victory_out","radio_victory_idle","0","3","0.2","1","66164"
"5152066","0","107611","","radio_victory_out","radio_victory_idle","0","3","0.2","1","66165"
"5152066","0","126911","","radio_victory_out","radio_victory_idle","0","3","0.2","1","66166"
"5152066","0","110311","","radio_victory_out","radio_victory_idle","0","3","0.2","1","66167"
"5152066","0","107811","","radio_victory_out","radio_victory_idle","0","3","0.2","1","66168"
"5152066","0","113511","","radio_victory_out","radio_victory_idle","0","3","0.2","1","66169"
"5152066","","vo_rag","","vo_rag_1010","0","0","21","","","66170"
"5152066","","2","","0610_in","","","3","0","0","66171"
"5152066","1","bgm_MC173B","","bgm_MC173B","0.5","0.5","27","0","0","66172"
"5152066","","se_10058300","","se_10058300_radio_finish","","0","23","","","66173"
"5152066","","2","","finish","","","37","","","66174"
"5152066","","0.4","","1","0","0","93","","","66175"
"5152066","","2","","0610_mid","","0","3","0","0","66176"
"5152066","","","","","0","0","92","","","66177"
"5152066","0","2","","0610_out","empty","0","3","0","0","66178"
"5152066","","0.3","","0","0","0","93","","","66179"
"5152066","0","5","","pack_vic_in","pack_vic_idle","0","3","0.2","1","66180"
"5152066","","se_10058300","","se_10058300_pack_appear","","0","23","","","66181"
"5152066","","131911","","radio_victory_idle","","1","3","0.2","","66182"
"5152066","","0.1","","","0","0","93","","","66183"
"5152066","","132111","","radio_victory_idle","","1","3","0.2","","66184"
"5152066","","4","","radio_victory_idle_talk2","","1","3","0.2","","66185"
"5152066","","0.1","","","0","0","93","","","66186"
"5152066","","107511","","radio_victory_lookup2_idle","","1","3","0.2","","66187"
"5152066","","107611","","radio_victory_lookup_idle","","1","3","0.2","","66188"
"5152066","","126911","","radio_victory_lookup_idle","","1","3","0.2","","66189"
"5152066","","110311","","radio_victory_lookup2_idle","","1","3","0.2","","66190"
"5152066","","107811","","radio_victory_lookup2_idle","","1","3","0.2","","66191"
"5152066","","113511","","radio_victory_lookup_idle","","1","3","0.2","","66192"
"5152066","","0.3","","","0","0","93","","","66193"
"5152066","","vo_rag","","vo_rag_1011","0","0","21","","","66194"
"5152066","5","5","0","びくとりー！","1","10","11","0","1","66195"
"5152066","","0","","","0","0","91","","","66196"
"5152066","","se_10058300","","se_10058300_emotion_laugh","","0","23","","","66197"
"5152066","","17","","1","","","32","","","66198"
"5152066","0","131911","","smile2_joy","sad_idle_joy","0","3","0.2","1","66199"
"5152066","","132111","","wish_talk","","1","3","0.2","","66200"
"5152066","0","4","","doya_in_normal","doya_idle","0","3","0.2","1","66201"
"5152066","0","107511","","handsup_in","handsup_loop","0","3","0.2","1","66202"
"5152066","","107611","","wish_idle_dere","","1","3","0.2","","66203"
"5152066","","126911","","wish2_idle","","1","3","0.2","","66204"
"5152066","","110311","","joy_idle","","1","3","0.2","","66205"
"5152066","0","107811","","cool_in_dere2","cool_talk_dere2","0","3","0.2","1","66206"
"5152066","","113511","","wish_talk_joy_shy","","1","3","0.2","","66207"
"5152066","","2","","","","","93","","","66208"
"5152066","","4","","1","","","32","","","66209"
"5152066","","1","","","","","93","","","66210"
"5152066","","0.5","","0","","","93","","","66211"
"5152066","","66213","","","","","101","","","66212"
"5152066","","bgm_MC173B","","bgm_MC173B","","","25","","","66213"
"5152066","","0","","0","","","22","","","66214"
"5152067","0","1","top_idle_normal","107511","-60","53","1","1.5","-254","67001"
"5152067","","0.5","","0","","","93","","","67002"
"5152067","","67004","","","","","101","","","67003"
"5152067","0","107511","","top_doya_in","top_doya_talk","0","3","0.2","1","67004"
"5152067","","vo_rag","","vo_rag_0101","0","0","21","","","67005"
"5152067","-92","107511","0","どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","1","10","11","80","1","67006"
"5152067","","3.7","","1","","","93","","","67007"
"5152067","","0","","0","","0","102","","","67008"
"5152068","0","1","top_idle_normal","107511","-60","53","1","1.5","-254","68001"
"5152068","","0.5","","0","","","93","","","68002"
"5152068","","68004","","","","","101","","","68003"
"5152068","","107511","","top_surprise3_loop","","1","3","0.2","","68004"
"5152068","","vo_rag","","vo_rag_0102","0","0","21","","","68005"
"5152068","-92","107511","0","体操した後に食べるごはん…これはもう絶対おいしいですよ☆","1","10","11","80","1","68006"
"5152068","","3.6","","1","","","93","","","68007"
"5152068","","0","","0","","0","102","","","68008"
"5152069","0","1","top_idle_normal","107611","-60","53","1","1.5","-254","69001"
"5152069","","0.5","","0","","","93","","","69002"
"5152069","","69004","","","","","101","","","69003"
"5152069","","107611","","top_sad_talk","","1","3","0.2","","69004"
"5152069","","vo_rag","","vo_rag_0201","0","0","21","","","69005"
"5152069","-92","107611","0","ここで習った体操のことは、必ずや主さまにお伝えいたします","1","10","11","80","1","69006"
"5152069","","3.3","","1","","","93","","","69007"
"5152069","","0","","0","","0","102","","","69008"
"5152070","0","1","top_idle_normal","107611","-60","53","1","1.5","-254","70001"
"5152070","","0.5","","0","","","93","","","70002"
"5152070","","70004","","","","","101","","","70003"
"5152070","","107611","","top_wish_talk_normal","","1","3","0.2","","70004"
"5152070","","vo_rag","","vo_rag_0202","0","0","21","","","70005"
"5152070","-92","107611","0","押されたスタンプは努力の証。大切な宝物となることでしょう","1","10","11","80","1","70006"
"5152070","","3.3","","1","","","93","","","70007"
"5152070","","0","","0","","0","102","","","70008"
"5152071","0","1","top_idle_normal","107811","-60","53","1","1.5","-254","71001"
"5152071","","0.5","","0","","","93","","","71002"
"5152071","","71004","","","","","101","","","71003"
"5152071","0","107811","","top_cool_in","top_cool_talk","0","3","0.2","1","71004"
"5152071","","vo_rag","","vo_rag_0301","0","0","21","","","71005"
"5152071","-92","107811","0","ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","1","10","11","80","1","71006"
"5152071","","3.8","","1","","","93","","","71007"
"5152071","","0","","0","","0","102","","","71008"
"5152072","0","1","top_idle_normal","107811","-60","53","1","1.5","-254","72001"
"5152072","","0.5","","0","","","93","","","72002"
"5152072","","72004","","","","","101","","","72003"
"5152072","0.2","107811","","top_armcrossed_talk_shy","top_armcrossed_talk_nervous","0","3","0.2","1","72004"
"5152072","","vo_rag","","vo_rag_0302","0","0","21","","","72005"
"5152072","-92","107811","0","子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","1","10","11","80","1","72006"
"5152072","","3.2","","1","","","93","","","72007"
"5152072","","0","","0","","0","102","","","72008"
"5152073","0","1","top_idle_normal","131911","-60","53","1","1.5","-254","73001"
"5152073","","0.5","","0","","","93","","","73002"
"5152073","","73004","","","","","101","","","73003"
"5152073","","131911","","top_wish_talk_joy","","1","3","0.2","","73004"
"5152073","","vo_rag","","vo_rag_0401","0","0","21","","","73005"
"5152073","-92","131911","0","夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","1","10","11","80","1","73006"
"5152073","","3.6","","1","","","93","","","73007"
"5152073","","0","","0","","0","102","","","73008"
"5152074","0","1","top_idle_normal","131911","-60","53","1","1.5","-254","74001"
"5152074","","0.5","","0","","","93","","","74002"
"5152074","","74004","","","","","101","","","74003"
"5152074","0","131911","","top_gutsB_talk","","1","3","0.2","","74004"
"5152074","","vo_rag","","vo_rag_0402","0","0","21","","","74005"
"5152074","-92","131911","0","みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","1","10","11","80","1","74006"
"5152074","","3.6","","1","","","93","","","74007"
"5152074","","0","","0","","0","102","","","74008"
"5152075","0","1","empty","131911","-10","60","1","1.9","-330","75001"
"5152075","0","1","empty","1","-10","61","5","1.9","-330","75002"
"5152075","0","1","empty","132111","-192","58","1","1.9","-315","75003"
"5152075","0","1","empty","2","-192","59","5","1.9","-315","75004"
"5152075","0","4","empty","4","163","57","5","1.9","-312","75005"
"5152075","0","1","empty","107511","-132","54","1","1.75","-165","75006"
"5152075","0","1","empty","107811","-292","55","1","1.75","-175","75007"
"5152075","0","1","empty","107611","-452","56","1","1.75","-190","75008"
"5152075","1","1","empty","110311","105","51","1","1.75","-165","75009"
"5152075","1","1","empty","126911","265","52","1","1.75","-175","75010"
"5152075","1","1","empty","113511","425","53","1","1.75","-190","75011"
"5152075","0","5","empty","5","15","59","5","1.9","-324","75012"
"5152075","","90","","90","0","0","31","0","1","75013"
"5152075","","0","","0","","","91","","","75014"
"5152075","","0.6","","0","","","93","","","75015"
"5152075","","90","","1","","","32","","","75016"
"5152075","","0.1","","0","","","93","","","75017"
"5152075","","131911","","comp_victory_F_noFace","","0","3","0","","75018"
"5152075","","1","","comp_victory_F_emilia","","0","3","0","","75019"
"5152075","","132111","","comp_victory_F_noFace","","0","3","0","","75020"
"5152075","","2","","comp_victory_F_rem","","0","3","0","","75021"
"5152075","","4","","comp_victory_F","","0","3","0","","75022"
"5152075","","107511","","comp_victory_B","","0","3","0","","75023"
"5152075","","107811","","comp_victory_B","","0","3","0","","75024"
"5152075","","107611","","comp_victory_B_kokkoro","","0","3","0","","75025"
"5152075","","110311","","comp_victory_B","","0","3","0","","75026"
"5152075","","126911","","comp_victory_B","","0","3","0","","75027"
"5152075","","113511","","comp_victory_B","","0","3","0","","75028"
"5152075","0","5","","pack_comp_vic_in","pack_comp_vic_idle","0","3","0","1","75029"
"5152075","","4.5","","0","","","93","","","75030"
"5152075","","90","","out","","","37","","","75031"
"5152075","0","131911","","1","1","1","6","0.1","0","75032"
"5152075","0","1","","1","1","1","6","0.1","0","75033"
"5152075","0","132111","","1","1","1","6","0.1","0","75034"
"5152075","0","2","","1","1","1","6","0.1","0","75035"
"5152075","0","4","","1","1","1","6","0.1","0","75036"
"5152075","0","107511","","1","1","1","6","0.1","0","75037"
"5152075","0","107811","","1","1","1","6","0.1","0","75038"
"5152075","0","107611","","1","1","1","6","0.1","0","75039"
"5152075","0","110311","","1","1","1","6","0.1","0","75040"
"5152075","0","126911","","1","1","1","6","0.1","0","75041"
"5152075","0","113511","","1","1","1","6","0.1","0","75042"
"5152075","0","5","","1","1","1","6","0.1","0","75043"
"5152075","","1","","0","","","93","","","75044"
